Orthogroup	HELIO_ok	LYTVA_ok
OG0000459	HELIO_07251	LYTVA_10243, LYTVA_25855
OG0000460	HELIO_10718	LYTVA_15963
OG0000460	HELIO_07052	LYTVA_30185
OG0000460	HELIO_06887	LYTVA_04918
OG0000460	HELIO_12666	LYTVA_13007
OG0000460	HELIO_06510	LYTVA_01229, LYTVA_01231
OG0000461	HELIO_02414	LYTVA_27812
OG0000463	HELIO_09937	LYTVA_20402
OG0000463	HELIO_06144, HELIO_06234	LYTVA_25915
OG0000463	HELIO_08661	LYTVA_18875, LYTVA_06079
OG0000465	HELIO_12789	LYTVA_30093
OG0000465	HELIO_10139	LYTVA_15105
OG0000465	HELIO_09371	LYTVA_05449
OG0000465	HELIO_05329	LYTVA_19841
OG0000465	HELIO_05615	LYTVA_16612
OG0000465	HELIO_03094	LYTVA_15106
OG0000466	HELIO_07058	LYTVA_19960
OG0000466	HELIO_06415	LYTVA_10498, LYTVA_26346, LYTVA_17159, LYTVA_23863, LYTVA_26185
OG0000466	HELIO_06388	LYTVA_12998
OG0000467	HELIO_10923	LYTVA_22913
OG0000468	HELIO_10281	LYTVA_29019, LYTVA_11992, LYTVA_25362
OG0000468	HELIO_03768	LYTVA_17846, LYTVA_25959, LYTVA_07913
OG0000469	HELIO_06536	LYTVA_00030
OG0000469	HELIO_02957	LYTVA_28593
OG0000470	HELIO_04201	LYTVA_28529
OG0000471	HELIO_11076	LYTVA_16071
OG0000472	HELIO_02168	LYTVA_25455
OG0000472	HELIO_06783	LYTVA_12793
OG0000473	HELIO_04547	LYTVA_14999
OG0000473	HELIO_04615	LYTVA_29862, LYTVA_22214, LYTVA_22215, LYTVA_22212, LYTVA_28216, LYTVA_29861, LYTVA_01939
OG0000473	HELIO_12353, HELIO_02800	LYTVA_18289
OG0000473	HELIO_04395	LYTVA_23971
OG0000473	HELIO_06620	LYTVA_18560, LYTVA_01735
OG0000474	HELIO_07485	LYTVA_27814
OG0000475	HELIO_10255	LYTVA_01550
OG0000476	HELIO_11845	LYTVA_25122
OG0000476	HELIO_05620	LYTVA_13391
OG0000477	HELIO_12771	LYTVA_20782
OG0000478	HELIO_07629	LYTVA_19338
OG0000479	HELIO_08760	LYTVA_06137, LYTVA_28172
OG0000479	HELIO_02948	LYTVA_05897
OG0000480	HELIO_05557	LYTVA_03386, LYTVA_28708, LYTVA_06044
OG0000480	HELIO_08414	LYTVA_27796, LYTVA_11906
OG0000480	HELIO_08413	LYTVA_02506
OG0000481	HELIO_11178	LYTVA_03656
OG0000482	HELIO_10091	LYTVA_19516
OG0000482	HELIO_06713	LYTVA_27236
OG0000482	HELIO_11214	LYTVA_29735
OG0000484	HELIO_05916	LYTVA_07250
OG0000485	HELIO_02562	LYTVA_18258
OG0000486	HELIO_10558	LYTVA_11725
OG0000486	HELIO_11461	LYTVA_25120, LYTVA_29743
OG0000486	HELIO_11212	LYTVA_15926
OG0000486	HELIO_06172	LYTVA_17161
OG0000486	HELIO_02564	LYTVA_29368
OG0000486	HELIO_00117	LYTVA_28063, LYTVA_14259
OG0000487	HELIO_06499	LYTVA_29860
OG0000487	HELIO_07290	LYTVA_10942
OG0000488	HELIO_02611	LYTVA_07230
OG0000489	HELIO_08415	LYTVA_15576
OG0000490	HELIO_06690	LYTVA_11400
OG0000491	HELIO_02841	LYTVA_10685
OG0000491	HELIO_11924	LYTVA_06011
OG0000494	HELIO_07387	LYTVA_25114
OG0000495	HELIO_03281	LYTVA_25605, LYTVA_24473
OG0000495	HELIO_12758	LYTVA_18087
OG0000496	HELIO_09084	LYTVA_09688
OG0000496	HELIO_11493	LYTVA_20024
OG0000497	HELIO_03655	LYTVA_10382
OG0000498	HELIO_08706	LYTVA_16978
OG0000499	HELIO_09553	LYTVA_13776
OG0000501	HELIO_09762	LYTVA_22138
OG0000501	HELIO_11526	LYTVA_16277, LYTVA_13697, LYTVA_17764
OG0000501	HELIO_01592	LYTVA_29124
OG0000501	HELIO_07352	LYTVA_18405
OG0000502	HELIO_11746	LYTVA_18061
OG0000502	HELIO_05573	LYTVA_09358
OG0000502	HELIO_04221	LYTVA_18741, LYTVA_18758
OG0000502	HELIO_11631	LYTVA_05518, LYTVA_05517
OG0000503	HELIO_01577	LYTVA_17922, LYTVA_19324
OG0000503	HELIO_01283	LYTVA_12188
OG0000504	HELIO_08107	LYTVA_12798
OG0000505	HELIO_05319	LYTVA_05839
OG0000506	HELIO_11106	LYTVA_28601
OG0000508	HELIO_04860	LYTVA_12099
OG0000508	HELIO_10897	LYTVA_28377
OG0000510	HELIO_05326, HELIO_00614	LYTVA_19046
OG0000510	HELIO_06648	LYTVA_16080
OG0000511	HELIO_04224	LYTVA_12008
OG0000514	HELIO_07204	LYTVA_15398
OG0000515	HELIO_01437	LYTVA_07120, LYTVA_07117
OG0000515	HELIO_00462	LYTVA_22248, LYTVA_11079
OG0000515	HELIO_05122	LYTVA_26737
OG0000515	HELIO_00094	LYTVA_19505
OG0000519	HELIO_03762	LYTVA_06076
OG0000519	HELIO_05761	LYTVA_05364
OG0000519	HELIO_00935	LYTVA_13323
OG0000520	HELIO_02641	LYTVA_00781
OG0000520	HELIO_10311	LYTVA_18628
OG0000521	HELIO_11507	LYTVA_05276
OG0000521	HELIO_07126	LYTVA_03547
OG0000522	HELIO_08815	LYTVA_15018, LYTVA_09443
OG0000522	HELIO_12218	LYTVA_24796
OG0000522	HELIO_08208	LYTVA_29533, LYTVA_27966
OG0000523	HELIO_12547, HELIO_01413	LYTVA_00966
OG0000524	HELIO_03929	LYTVA_27652
OG0000525	HELIO_03718	LYTVA_27355
OG0000525	HELIO_00389	LYTVA_20949
OG0000526	HELIO_00348	LYTVA_25363
OG0000526	HELIO_11593	LYTVA_25370
OG0000527	HELIO_07197	LYTVA_20562
OG0000528	HELIO_11004	LYTVA_25533
OG0000528	HELIO_07368	LYTVA_22002
OG0000528	HELIO_07025	LYTVA_28244
OG0000530	HELIO_07741, HELIO_07742	LYTVA_01074
OG0000531	HELIO_10915	LYTVA_06014
OG0000532	HELIO_04439, HELIO_05643	LYTVA_10246
OG0000532	HELIO_00054	LYTVA_24664
OG0000534	HELIO_09230	LYTVA_09901
OG0000534	HELIO_00845, HELIO_05373	LYTVA_21092
OG0000535	HELIO_04341	LYTVA_27505
OG0000536	HELIO_11356	LYTVA_01166
OG0000536	HELIO_06821	LYTVA_18250, LYTVA_23046, LYTVA_19017
OG0000536	HELIO_07963	LYTVA_20798
OG0000536	HELIO_10995	LYTVA_15648
OG0000537	HELIO_02446	LYTVA_04641
OG0000538	HELIO_11897, HELIO_11896	LYTVA_19552
OG0000541	HELIO_00142	LYTVA_05918
OG0000541	HELIO_00062	LYTVA_20959, LYTVA_20964, LYTVA_20517
OG0000542	HELIO_03023	LYTVA_16634
OG0000544	HELIO_03555	LYTVA_27738
OG0000544	HELIO_03657	LYTVA_03150
OG0000544	HELIO_09959	LYTVA_05338
OG0000545	HELIO_03093	LYTVA_08840
OG0000547	HELIO_03987	LYTVA_26293
OG0000547	HELIO_10338	LYTVA_02708
OG0000548	HELIO_01580	LYTVA_06015
OG0000549	HELIO_05772	LYTVA_02950, LYTVA_20710, LYTVA_27983
OG0000550	HELIO_06574	LYTVA_10848, LYTVA_27069
OG0000551	HELIO_05085	LYTVA_09908
OG0000552	HELIO_04288	LYTVA_03254
OG0000552	HELIO_02628	LYTVA_15858
OG0000553	HELIO_12654	LYTVA_23265
OG0000553	HELIO_00012	LYTVA_09391
OG0000554	HELIO_09952	LYTVA_09845
OG0000560	HELIO_06436	LYTVA_26084
OG0000560	HELIO_09240	LYTVA_16609
OG0000560	HELIO_05887	LYTVA_28476
OG0000561	HELIO_11408	LYTVA_29146
OG0000562	HELIO_07448	LYTVA_29650
OG0000564	HELIO_11739	LYTVA_23030, LYTVA_26193
OG0000565	HELIO_05432	LYTVA_24437, LYTVA_01567
OG0000566	HELIO_06134, HELIO_05991	LYTVA_16321
OG0000566	HELIO_09539	LYTVA_16285
OG0000567	HELIO_10257	LYTVA_27754
OG0000567	HELIO_10335	LYTVA_12299
OG0000567	HELIO_10328	LYTVA_13542, LYTVA_02323
OG0000568	HELIO_04620	LYTVA_00189, LYTVA_21115, LYTVA_12340
OG0000568	HELIO_04669	LYTVA_22572, LYTVA_00796
OG0000569	HELIO_07652	LYTVA_23831, LYTVA_08037
OG0000569	HELIO_07414	LYTVA_27627
OG0000569	HELIO_03504	LYTVA_09118
OG0000569	HELIO_07223	LYTVA_20786
OG0000569	HELIO_04797	LYTVA_21040
OG0000570	HELIO_04526	LYTVA_13448
OG0000570	HELIO_11396	LYTVA_13447
OG0000570	HELIO_11398	LYTVA_13452
OG0000570	HELIO_11795	LYTVA_24675
OG0000573	HELIO_11819	LYTVA_17570
OG0000575	HELIO_03415, HELIO_05026, HELIO_04589, HELIO_03888	LYTVA_27938
OG0000576	HELIO_04420	LYTVA_26208
OG0000577	HELIO_10810	LYTVA_28178
OG0000577	HELIO_00741	LYTVA_22662
OG0000577	HELIO_01085	LYTVA_27457
OG0000577	HELIO_01868	LYTVA_27340
OG0000577	HELIO_07950	LYTVA_16878
OG0000578	HELIO_04018	LYTVA_22088
OG0000579	HELIO_08075	LYTVA_05380
OG0000580	HELIO_08390, HELIO_08391	LYTVA_27127
OG0000580	HELIO_00767	LYTVA_17855, LYTVA_06002
OG0000581	HELIO_07650	LYTVA_01246
OG0000581	HELIO_00377	LYTVA_20217
OG0000582	HELIO_05267	LYTVA_16729
OG0000583	HELIO_06801	LYTVA_02410
OG0000584	HELIO_06413, HELIO_12134	LYTVA_24718
OG0000585	HELIO_01503	LYTVA_24374
OG0000586	HELIO_10402	LYTVA_28319
OG0000587	HELIO_08335	LYTVA_14343
OG0000587	HELIO_02916	LYTVA_09394
OG0000588	HELIO_06031	LYTVA_02313
OG0000589	HELIO_05352	LYTVA_27829
OG0000590	HELIO_04845	LYTVA_12360
OG0000590	HELIO_05331	LYTVA_14114
OG0000591	HELIO_00717	LYTVA_18700
OG0000591	HELIO_09984	LYTVA_26896
OG0000592	HELIO_11966	LYTVA_06892
OG0000594	HELIO_10206	LYTVA_00318
OG0000594	HELIO_09059	LYTVA_12514
OG0000596	HELIO_01409	LYTVA_23465, LYTVA_27051
OG0000597	HELIO_02513	LYTVA_08995, LYTVA_09001
OG0000599	HELIO_06692	LYTVA_08248
OG0000599	HELIO_00527, HELIO_02412	LYTVA_29510
OG0000599	HELIO_03571	LYTVA_03733
OG0000599	HELIO_05732	LYTVA_16753
OG0000599	HELIO_00280	LYTVA_10396
OG0000600	HELIO_06427	LYTVA_06939
OG0000600	HELIO_09191	LYTVA_02314
OG0000601	HELIO_00228	LYTVA_25885
OG0000601	HELIO_06365	LYTVA_09449, LYTVA_06884
OG0000602	HELIO_08958	LYTVA_06542
OG0000602	HELIO_03692	LYTVA_02334, LYTVA_28424
OG0000603	HELIO_08442	LYTVA_12055
OG0000604	HELIO_10843, HELIO_10844	LYTVA_15560
OG0000609	HELIO_02166	LYTVA_12338
OG0000609	HELIO_01095	LYTVA_28306, LYTVA_08875
OG0000610	HELIO_08233	LYTVA_17940
OG0000611	HELIO_03069	LYTVA_07188
OG0000611	HELIO_06952	LYTVA_21486
OG0000612	HELIO_12611	LYTVA_17035
OG0000612	HELIO_07229	LYTVA_18667
OG0000613	HELIO_03222	LYTVA_03372
OG0000613	HELIO_12531	LYTVA_25492
OG0000614	HELIO_08984	LYTVA_22760, LYTVA_07728
OG0000614	HELIO_11672	LYTVA_08490
OG0000615	HELIO_02362	LYTVA_29719
OG0000616	HELIO_12592	LYTVA_14032
OG0000617	HELIO_02152	LYTVA_11479, LYTVA_25974
OG0000618	HELIO_09707	LYTVA_03802
OG0000619	HELIO_07452, HELIO_07453	LYTVA_00565
OG0000621	HELIO_09086	LYTVA_29585, LYTVA_10504
OG0000621	HELIO_09806	LYTVA_28525
OG0000622	HELIO_00047	LYTVA_26282, LYTVA_28085, LYTVA_09017
OG0000622	HELIO_01403	LYTVA_26060, LYTVA_22042, LYTVA_13956, LYTVA_26197, LYTVA_28100, LYTVA_22041, LYTVA_03734
OG0000623	HELIO_01153	LYTVA_05482
OG0000623	HELIO_01575	LYTVA_02662
OG0000624	HELIO_12110	LYTVA_17510
OG0000624	HELIO_04396	LYTVA_22160
OG0000624	HELIO_02075	LYTVA_15747
OG0000625	HELIO_10043	LYTVA_10178
OG0000627	HELIO_01431	LYTVA_13220
OG0000628	HELIO_07284	LYTVA_03881
OG0000629	HELIO_03651	LYTVA_20124
OG0000629	HELIO_10813	LYTVA_03778, LYTVA_25763
OG0000629	HELIO_09172	LYTVA_20962, LYTVA_17253
OG0000630	HELIO_03896	LYTVA_17009
OG0000630	HELIO_04098	LYTVA_18094
OG0000633	HELIO_05275	LYTVA_19987
OG0000633	HELIO_11901	LYTVA_01457
OG0000633	HELIO_00334	LYTVA_01459
OG0000634	HELIO_04828	LYTVA_05392
OG0000634	HELIO_04832	LYTVA_17198
OG0000636	HELIO_06623, HELIO_05388	LYTVA_29351
OG0000638	HELIO_04881	LYTVA_29372
OG0000639	HELIO_03049, HELIO_03048	LYTVA_07276
OG0000639	HELIO_09484	LYTVA_20363
OG0000642	HELIO_06112	LYTVA_03860, LYTVA_03859
OG0000642	HELIO_06155	LYTVA_07734
OG0000643	HELIO_10380	LYTVA_12786
OG0000645	HELIO_08748	LYTVA_28374
OG0000646	HELIO_00539	LYTVA_01801, LYTVA_17076
OG0000647	HELIO_01252	LYTVA_09133, LYTVA_17054
OG0000647	HELIO_01414	LYTVA_07018, LYTVA_08785
OG0000648	HELIO_05483	LYTVA_04746
OG0000648	HELIO_02387	LYTVA_13183
OG0000650	HELIO_09037, HELIO_09036	LYTVA_00920
OG0000651	HELIO_06636	LYTVA_21211
OG0000652	HELIO_05827	LYTVA_09743
OG0000654	HELIO_03848	LYTVA_28826
OG0000657	HELIO_00368	LYTVA_09519, LYTVA_08984
OG0000657	HELIO_07143	LYTVA_11564
OG0000657	HELIO_10387	LYTVA_09513
OG0000658	HELIO_03521	LYTVA_03639
OG0000658	HELIO_05236	LYTVA_02829, LYTVA_12222, LYTVA_18997
OG0000660	HELIO_01158	LYTVA_18194
OG0000660	HELIO_12701	LYTVA_29081
OG0000662	HELIO_05920	LYTVA_18798
OG0000663	HELIO_09383	LYTVA_05261
OG0000663	HELIO_07980	LYTVA_03273
OG0000664	HELIO_01686	LYTVA_13239
OG0000664	HELIO_03266	LYTVA_20056
OG0000665	HELIO_07542	LYTVA_06571
OG0000667	HELIO_04498	LYTVA_26735
OG0000667	HELIO_09789	LYTVA_08534
OG0000667	HELIO_07844	LYTVA_06085
OG0000667	HELIO_00177	LYTVA_22221
OG0000670	HELIO_05028	LYTVA_25988
OG0000671	HELIO_10697	LYTVA_27723
OG0000672	HELIO_02468	LYTVA_03099
OG0000674	HELIO_04125	LYTVA_07878
OG0000674	HELIO_00323	LYTVA_11072
OG0000675	HELIO_05909	LYTVA_19260, LYTVA_19252
OG0000675	HELIO_04780	LYTVA_28356
OG0000675	HELIO_02721	LYTVA_12674
OG0000675	HELIO_12589	LYTVA_11140
OG0000676	HELIO_11959	LYTVA_14394
OG0000676	HELIO_04321	LYTVA_18544
OG0000678	HELIO_03849, HELIO_07287	LYTVA_00388
OG0000680	HELIO_06924	LYTVA_10018
OG0000680	HELIO_00172	LYTVA_10016
OG0000680	HELIO_00682	LYTVA_20352
OG0000681	HELIO_01469	LYTVA_24742
OG0000681	HELIO_03320	LYTVA_06870
OG0000682	HELIO_03672	LYTVA_10303
OG0000683	HELIO_12315	LYTVA_03132
OG0000683	HELIO_10017	LYTVA_12146
OG0000684	HELIO_08779	LYTVA_20362
OG0000685	HELIO_03080, HELIO_03079	LYTVA_15881
OG0000688	HELIO_05499	LYTVA_22890
OG0000688	HELIO_10605	LYTVA_27551
OG0000689	HELIO_08770	LYTVA_27413
OG0000689	HELIO_07540	LYTVA_11607, LYTVA_17252, LYTVA_05987, LYTVA_21830
OG0000690	HELIO_00922	LYTVA_23445
OG0000690	HELIO_02624	LYTVA_06618, LYTVA_16355
OG0000690	HELIO_05919	LYTVA_03145
OG0000691	HELIO_08803	LYTVA_25156
OG0000691	HELIO_03421	LYTVA_24386
OG0000692	HELIO_12014	LYTVA_10854
OG0000692	HELIO_02500	LYTVA_23315
OG0000693	HELIO_09915	LYTVA_30080
OG0000693	HELIO_07892	LYTVA_23568
OG0000694	HELIO_08916	LYTVA_29379
OG0000694	HELIO_05625	LYTVA_26928
OG0000696	HELIO_04265	LYTVA_27060
OG0000696	HELIO_06426	LYTVA_10486
OG0000696	HELIO_08090	LYTVA_16853
OG0000698	HELIO_09681	LYTVA_27842
OG0000698	HELIO_12417	LYTVA_27841
OG0000699	HELIO_11713	LYTVA_27216
OG0000699	HELIO_04317	LYTVA_22923
OG0000700	HELIO_10301	LYTVA_17157
OG0000701	HELIO_11804, HELIO_02160	LYTVA_09841
OG0000702	HELIO_09403	LYTVA_26549
OG0000706	HELIO_02299	LYTVA_22908
OG0000706	HELIO_07131	LYTVA_24146
OG0000707	HELIO_04545	LYTVA_16227
OG0000709	HELIO_07079	LYTVA_00851
OG0000709	HELIO_05292	LYTVA_11324
OG0000710	HELIO_04299	LYTVA_15658
OG0000711	HELIO_06385	LYTVA_16328
OG0000711	HELIO_01631	LYTVA_01208
OG0000711	HELIO_03110	LYTVA_21399
OG0000712	HELIO_10286	LYTVA_18517
OG0000713	HELIO_07275	LYTVA_09013
OG0000713	HELIO_11463	LYTVA_12442
OG0000713	HELIO_06463	LYTVA_04232
OG0000713	HELIO_00543	LYTVA_09172
OG0000714	HELIO_05312, HELIO_05757, HELIO_04106	LYTVA_18646
OG0000715	HELIO_06043	LYTVA_20155
OG0000716	HELIO_06181, HELIO_07464	LYTVA_00845, LYTVA_04024
OG0000717	HELIO_06882	LYTVA_12572
OG0000718	HELIO_08422	LYTVA_29448
OG0000721	HELIO_03399	LYTVA_10906
OG0000721	HELIO_06261	LYTVA_26688
OG0000722	HELIO_01504	LYTVA_01297
OG0000722	HELIO_05630	LYTVA_26452
OG0000723	HELIO_03967	LYTVA_23273
OG0000723	HELIO_05103	LYTVA_04926
OG0000724	HELIO_09105	LYTVA_01400
OG0000725	HELIO_12643	LYTVA_12066
OG0000726	HELIO_04091	LYTVA_10101
OG0000728	HELIO_00159	LYTVA_29087, LYTVA_02939
OG0000728	HELIO_02920	LYTVA_02012, LYTVA_14438
OG0000728	HELIO_07231, HELIO_05891, HELIO_06823	LYTVA_16110
OG0000731	HELIO_11029	LYTVA_25013
OG0000732	HELIO_08995	LYTVA_19768
OG0000733	HELIO_03055	LYTVA_09286
OG0000733	HELIO_00314	LYTVA_18704
OG0000734	HELIO_05137	LYTVA_02652
OG0000735	HELIO_11007	LYTVA_27173
OG0000736	HELIO_10996	LYTVA_18375
OG0000736	HELIO_10609	LYTVA_16120
OG0000737	HELIO_05852	LYTVA_18640
OG0000741	HELIO_10114	LYTVA_00949
OG0000741	HELIO_09307	LYTVA_09119
OG0000743	HELIO_11272	LYTVA_16362
OG0000743	HELIO_06669	LYTVA_16365
OG0000744	HELIO_12402	LYTVA_11555
OG0000744	HELIO_04178	LYTVA_11561
OG0000745	HELIO_02255	LYTVA_10149, LYTVA_11982
OG0000745	HELIO_11895	LYTVA_11981
OG0000746	HELIO_05527	LYTVA_12088
OG0000746	HELIO_05296	LYTVA_03685
OG0000746	HELIO_07396	LYTVA_30201
OG0000746	HELIO_03637	LYTVA_13755
OG0000747	HELIO_08407	LYTVA_10977
OG0000748	HELIO_03440	LYTVA_10009
OG0000749	HELIO_00765	LYTVA_19774
OG0000750	HELIO_00373	LYTVA_18076
OG0000751	HELIO_11590	LYTVA_23339
OG0000752	HELIO_01912	LYTVA_18382
OG0000752	HELIO_05368	LYTVA_07800
OG0000753	HELIO_08985, HELIO_08986	LYTVA_08519
OG0000753	HELIO_11488	LYTVA_11275
OG0000755	HELIO_04915	LYTVA_15623, LYTVA_07352
OG0000757	HELIO_03294	LYTVA_25030
OG0000758	HELIO_08482, HELIO_08479	LYTVA_17208
OG0000759	HELIO_08744	LYTVA_17588
OG0000760	HELIO_03123	LYTVA_03938, LYTVA_24373
OG0000761	HELIO_06744, HELIO_05323	LYTVA_21617
OG0000762	HELIO_04358	LYTVA_23402
OG0000763	HELIO_12574	LYTVA_06804
OG0000764	HELIO_05877	LYTVA_12373
OG0000765	HELIO_01379	LYTVA_14871
OG0000766	HELIO_09234	LYTVA_09454
OG0000766	HELIO_02323, HELIO_06179	LYTVA_03504
OG0000768	HELIO_00359	LYTVA_13832
OG0000772	HELIO_06060	LYTVA_05773
OG0000772	HELIO_02715	LYTVA_19834
OG0000773	HELIO_08088	LYTVA_11686
OG0000773	HELIO_11711	LYTVA_28702
OG0000773	HELIO_03863	LYTVA_27939, LYTVA_09979
OG0000773	HELIO_11822	LYTVA_10403, LYTVA_02040
OG0000774	HELIO_04009	LYTVA_03484
OG0000774	HELIO_08272	LYTVA_13838
OG0000775	HELIO_06059	LYTVA_27239
OG0000775	HELIO_08032	LYTVA_10620
OG0000776	HELIO_04225	LYTVA_24103
OG0000776	HELIO_09018	LYTVA_27701
OG0000777	HELIO_06142	LYTVA_13243, LYTVA_28245
OG0000777	HELIO_04823	LYTVA_09488, LYTVA_01532
OG0000778	HELIO_07926	LYTVA_14479
OG0000779	HELIO_11967	LYTVA_16614, LYTVA_13236
OG0000779	HELIO_02465	LYTVA_13810
OG0000780	HELIO_08617	LYTVA_22148
OG0000780	HELIO_08643	LYTVA_16079
OG0000781	HELIO_04968	LYTVA_28520
OG0000781	HELIO_03850	LYTVA_02597, LYTVA_15418
OG0000781	HELIO_03059	LYTVA_14822
OG0000782	HELIO_03195	LYTVA_07281
OG0000786	HELIO_02925	LYTVA_15530, LYTVA_00077
OG0000787	HELIO_09002	LYTVA_15690
OG0000788	HELIO_09954	LYTVA_13146
OG0000789	HELIO_02519	LYTVA_07186
OG0000790	HELIO_01517	LYTVA_03392
OG0000791	HELIO_07748	LYTVA_30188
OG0000792	HELIO_03909	LYTVA_19622
OG0000793	HELIO_04742	LYTVA_16504
OG0000794	HELIO_07646	LYTVA_18203
OG0000795	HELIO_07138	LYTVA_18425
OG0000795	HELIO_05609	LYTVA_14508, LYTVA_14509, LYTVA_30194
OG0000795	HELIO_04996	LYTVA_26851
OG0000795	HELIO_00941	LYTVA_25963, LYTVA_00564
OG0000796	HELIO_06590	LYTVA_09458
OG0000797	HELIO_10217	LYTVA_21230
OG0000798	HELIO_09953	LYTVA_20461, LYTVA_26245
OG0000800	HELIO_11766	LYTVA_29348
OG0000800	HELIO_01323	LYTVA_28470
OG0000801	HELIO_05282	LYTVA_25443
OG0000802	HELIO_00036	LYTVA_25554
OG0000803	HELIO_01765	LYTVA_05329, LYTVA_16205, LYTVA_26582, LYTVA_22233, LYTVA_23793, LYTVA_16598
OG0000808	HELIO_08725	LYTVA_27349, LYTVA_18093, LYTVA_07503
OG0000810	HELIO_02012	LYTVA_24721, LYTVA_23360
OG0000810	HELIO_12250	LYTVA_29037
OG0000811	HELIO_10537	LYTVA_09348
OG0000811	HELIO_06569	LYTVA_15071
OG0000811	HELIO_08177	LYTVA_09345
OG0000811	HELIO_04124	LYTVA_16981
OG0000812	HELIO_06900, HELIO_08476	LYTVA_08211
OG0000813	HELIO_06105, HELIO_05174	LYTVA_14140
OG0000814	HELIO_06788	LYTVA_14186, LYTVA_14182
OG0000814	HELIO_00245, HELIO_05814	LYTVA_21141
OG0000815	HELIO_02679	LYTVA_07142
OG0000815	HELIO_01991	LYTVA_04889
OG0000815	HELIO_09051	LYTVA_14542
OG0000816	HELIO_09415	LYTVA_27232
OG0000816	HELIO_05766	LYTVA_14905
OG0000817	HELIO_10156	LYTVA_09679
OG0000817	HELIO_02523	LYTVA_10096
OG0000818	HELIO_09790	LYTVA_05278
OG0000819	HELIO_01104	LYTVA_08950
OG0000819	HELIO_09273	LYTVA_27608
OG0000819	HELIO_11548	LYTVA_08394
OG0000821	HELIO_02025, HELIO_04282	LYTVA_12456, LYTVA_00220
OG0000822	HELIO_09040	LYTVA_04504
OG0000822	HELIO_08036	LYTVA_11698
OG0000822	HELIO_00217	LYTVA_05511, LYTVA_13033
OG0000824	HELIO_00999	LYTVA_20926
OG0000825	HELIO_00080	LYTVA_19124, LYTVA_03163
OG0000825	HELIO_08583	LYTVA_11026, LYTVA_21185, LYTVA_23313
OG0000826	HELIO_04619	LYTVA_22022
OG0000827	HELIO_03128	LYTVA_29536
OG0000827	HELIO_06494	LYTVA_12934
OG0000827	HELIO_07218	LYTVA_17613, LYTVA_02675
OG0000828	HELIO_02812	LYTVA_04924
OG0000828	HELIO_08756	LYTVA_16052
OG0000829	HELIO_06164	LYTVA_16475
OG0000830	HELIO_02579	LYTVA_19883
OG0000830	HELIO_07503	LYTVA_19882
OG0000831	HELIO_07082	LYTVA_14250, LYTVA_10123
OG0000833	HELIO_03677, HELIO_04782	LYTVA_23899
OG0000835	HELIO_04941	LYTVA_09567
OG0000836	HELIO_03410	LYTVA_01338
OG0000836	HELIO_08284	LYTVA_01335
OG0000837	HELIO_06103	LYTVA_07593, LYTVA_20841, LYTVA_20846
OG0000838	HELIO_10009	LYTVA_17544
OG0000838	HELIO_02719	LYTVA_01535
OG0000841	HELIO_01420	LYTVA_03788, LYTVA_29116
OG0000842	HELIO_07760	LYTVA_06739
OG0000844	HELIO_12719	LYTVA_20301
OG0000845	HELIO_09887	LYTVA_24907
OG0000845	HELIO_12001	LYTVA_06450
OG0000846	HELIO_11047	LYTVA_22995, LYTVA_21268
OG0000846	HELIO_12785	LYTVA_16779, LYTVA_20631
OG0000847	HELIO_07547	LYTVA_21656
OG0000848	HELIO_03626	LYTVA_08343
OG0000848	HELIO_01690	LYTVA_05722, LYTVA_29062
OG0000849	HELIO_02567	LYTVA_12639
OG0000850	HELIO_09938	LYTVA_06441
OG0000850	HELIO_06017	LYTVA_26189, LYTVA_27854
OG0000851	HELIO_11326	LYTVA_23092
OG0000852	HELIO_03095	LYTVA_26709, LYTVA_24264
OG0000852	HELIO_01058	LYTVA_07531
OG0000853	HELIO_07536	LYTVA_23815, LYTVA_23812
OG0000855	HELIO_00071	LYTVA_06599, LYTVA_10228
OG0000855	HELIO_07301	LYTVA_20856, LYTVA_26570, LYTVA_26571
OG0000857	HELIO_09917	LYTVA_21736
OG0000858	HELIO_09884	LYTVA_08518
OG0000858	HELIO_10581	LYTVA_00061
OG0000859	HELIO_05061	LYTVA_03847
OG0000860	HELIO_06728, HELIO_10827, HELIO_04489	LYTVA_09223
OG0000866	HELIO_06913	LYTVA_15837
OG0000867	HELIO_05106	LYTVA_20177
OG0000867	HELIO_12607	LYTVA_11626
OG0000867	HELIO_06561, HELIO_10726	LYTVA_03591
OG0000868	HELIO_01384	LYTVA_29147
OG0000869	HELIO_09192	LYTVA_01155
OG0000869	HELIO_12015	LYTVA_03148
OG0000869	HELIO_00917	LYTVA_26590
OG0000871	HELIO_05455	LYTVA_25255
OG0000871	HELIO_10685	LYTVA_00078
OG0000871	HELIO_01060	LYTVA_13487
OG0000872	HELIO_10138	LYTVA_18504
OG0000873	HELIO_12140	LYTVA_06765
OG0000874	HELIO_10498	LYTVA_06181
OG0000875	HELIO_11887	LYTVA_01072
OG0000876	HELIO_09814	LYTVA_02114
OG0000877	HELIO_03881	LYTVA_15271
OG0000878	HELIO_11704	LYTVA_26339
OG0000879	HELIO_12212	LYTVA_08681
OG0000881	HELIO_08698	LYTVA_04165
OG0000881	HELIO_01944	LYTVA_22240, LYTVA_09159
OG0000882	HELIO_12401	LYTVA_14679
OG0000884	HELIO_07263	LYTVA_05366
OG0000887	HELIO_02768	LYTVA_01759, LYTVA_10208
