Orthogroup	HELIO_ok	ASTMX
OG0001163	HELIO_12002	ASTMX21149, ASTMX13397, ASTMX06626
OG0001164	HELIO_09308, HELIO_08913	ASTMX23034
OG0001165	HELIO_08812	ASTMX13025
OG0001165	HELIO_00728	ASTMX00124
OG0001166	HELIO_00329	ASTMX14476, ASTMX21070, ASTMX15099, ASTMX16555, ASTMX04635
OG0001167	HELIO_08270	ASTMX18844, ASTMX18845, ASTMX07609
OG0001168	HELIO_00913	ASTMX12263, ASTMX06712, ASTMX05338, ASTMX22562
OG0001169	HELIO_01933	ASTMX04343
OG0001170	HELIO_06339	ASTMX11047
OG0001171	HELIO_07445	ASTMX06140
OG0001172	HELIO_12376	ASTMX02640, ASTMX12998
OG0001172	HELIO_03682	ASTMX05444, ASTMX13620, ASTMX07385
OG0001174	HELIO_03977	ASTMX00942
OG0001175	HELIO_11278	ASTMX15626, ASTMX17938, ASTMX10319
OG0001176	HELIO_06263	ASTMX10559, ASTMX01481, ASTMX13540
OG0001177	HELIO_06526	ASTMX14125
OG0001177	HELIO_10848	ASTMX15939
OG0001178	HELIO_07560, HELIO_03485	ASTMX12782, ASTMX12781
OG0001178	HELIO_05752	ASTMX00134, ASTMX00554
OG0001179	HELIO_04085, HELIO_04405	ASTMX12400
OG0001179	HELIO_06718	ASTMX07456
OG0001181	HELIO_05206	ASTMX18946, ASTMX06446, ASTMX22724, ASTMX17051, ASTMX17260
OG0001182	HELIO_05272, HELIO_04697	ASTMX12103, ASTMX13653, ASTMX19714, ASTMX07068, ASTMX07067
OG0001183	HELIO_08524	ASTMX19735, ASTMX17804
OG0001184	HELIO_12185	ASTMX19302
OG0001184	HELIO_02728	ASTMX00228
OG0001185	HELIO_12657	ASTMX07482, ASTMX10936
OG0001186	HELIO_09188	ASTMX18547, ASTMX02567
OG0001186	HELIO_01928	ASTMX13845
OG0001187	HELIO_05364	ASTMX10749
OG0001188	HELIO_03558	ASTMX10472, ASTMX16516, ASTMX05803, ASTMX14514, ASTMX03224
OG0001190	HELIO_03395	ASTMX11323, ASTMX13686, ASTMX05267
OG0001191	HELIO_06301	ASTMX19829, ASTMX17768, ASTMX05237, ASTMX10430, ASTMX15730
OG0001196	HELIO_04183	ASTMX11519, ASTMX11174, ASTMX02339
OG0001197	HELIO_04520	ASTMX03942
OG0001198	HELIO_03508	ASTMX02424, ASTMX06547
OG0001198	HELIO_05572	ASTMX02630
OG0001199	HELIO_10405	ASTMX03290
OG0001199	HELIO_01130	ASTMX03812
OG0001201	HELIO_08628	ASTMX18598
OG0001202	HELIO_10671, HELIO_00720, HELIO_01708, HELIO_07869	ASTMX12631, ASTMX12630
OG0001204	HELIO_07269	ASTMX05878, ASTMX12225
OG0001205	HELIO_04532, HELIO_09648	ASTMX13657
OG0001207	HELIO_10416	ASTMX15583
OG0001207	HELIO_09377	ASTMX21871, ASTMX07379, ASTMX05452
OG0001208	HELIO_05489	ASTMX00484, ASTMX08670, ASTMX06752, ASTMX12017
OG0001210	HELIO_01552	ASTMX01254
OG0001210	HELIO_03776	ASTMX10342, ASTMX10343
OG0001211	HELIO_12099	ASTMX18975, ASTMX16242
OG0001212	HELIO_05237	ASTMX14803
OG0001213	HELIO_11611	ASTMX13388
OG0001213	HELIO_01934	ASTMX21450
OG0001214	HELIO_04580	ASTMX12596
OG0001215	HELIO_00251	ASTMX20085, ASTMX00530, ASTMX12692, ASTMX15468, ASTMX06044
OG0001216	HELIO_01588	ASTMX20220
OG0001216	HELIO_04477	ASTMX21172
OG0001217	HELIO_09665	ASTMX09378, ASTMX07954, ASTMX01127, ASTMX10707, ASTMX01247, ASTMX16527, ASTMX07955
OG0001218	HELIO_10349	ASTMX10642, ASTMX14744, ASTMX13687, ASTMX05605
OG0001219	HELIO_07847	ASTMX14886, ASTMX03969, ASTMX10652, ASTMX14229
OG0001220	HELIO_12730	ASTMX05948, ASTMX05949
OG0001221	HELIO_07645	ASTMX07026
OG0001223	HELIO_08053	ASTMX03153, ASTMX00191, ASTMX01647, ASTMX07473
OG0001224	HELIO_01823	ASTMX06442
OG0001225	HELIO_09303	ASTMX05153, ASTMX03549, ASTMX13437, ASTMX10024, ASTMX07916
OG0001231	HELIO_02150	ASTMX10826, ASTMX10594, ASTMX16865, ASTMX13823, ASTMX06066
OG0001232	HELIO_07324	ASTMX03619
OG0001233	HELIO_05738	ASTMX05613, ASTMX05612, ASTMX20633
OG0001234	HELIO_07394	ASTMX08429
OG0001236	HELIO_09754	ASTMX01850
OG0001237	HELIO_09190, HELIO_06015	ASTMX02167
OG0001238	HELIO_06977	ASTMX03666
OG0001239	HELIO_10768	ASTMX05182, ASTMX13945, ASTMX09470
OG0001240	HELIO_05508	ASTMX20546, ASTMX04906, ASTMX01860, ASTMX15738, ASTMX18848
OG0001241	HELIO_03226	ASTMX06697
OG0001241	HELIO_12192	ASTMX04159, ASTMX18901
OG0001242	HELIO_06262	ASTMX06205, ASTMX18340
OG0001243	HELIO_09478	ASTMX17034, ASTMX02160, ASTMX19994
OG0001247	HELIO_00879	ASTMX12611, ASTMX14275, ASTMX19073, ASTMX16338
OG0001248	HELIO_05974	ASTMX11443, ASTMX17482, ASTMX05341, ASTMX19178
OG0001250	HELIO_01985	ASTMX15491, ASTMX07689, ASTMX20710
OG0001251	HELIO_03697	ASTMX12740
OG0001252	HELIO_06077	ASTMX14189, ASTMX20484, ASTMX19839, ASTMX18184, ASTMX07917
OG0001253	HELIO_12144	ASTMX13288, ASTMX07246, ASTMX13330, ASTMX10772, ASTMX13287, ASTMX05532, ASTMX01786
OG0001254	HELIO_05460	ASTMX21459, ASTMX10576, ASTMX17225
OG0001256	HELIO_03181	ASTMX12301, ASTMX04241, ASTMX01544
OG0001261	HELIO_03943	ASTMX19187, ASTMX01634, ASTMX00068
OG0001262	HELIO_07069, HELIO_09573, HELIO_00924	ASTMX21377
OG0001263	HELIO_01885	ASTMX17678, ASTMX07639
OG0001263	HELIO_04331	ASTMX17278
OG0001264	HELIO_12570	ASTMX07471, ASTMX13848, ASTMX00881
OG0001266	HELIO_12361	ASTMX20652, ASTMX13871, ASTMX00959, ASTMX01967
OG0001267	HELIO_05562	ASTMX15901
OG0001267	HELIO_09471	ASTMX03508, ASTMX05999, ASTMX19426, ASTMX13889
OG0001268	HELIO_12028	ASTMX20034
OG0001270	HELIO_02110	ASTMX19479
OG0001270	HELIO_02804	ASTMX03630
OG0001271	HELIO_11242	ASTMX14027, ASTMX21049, ASTMX10446, ASTMX00815
OG0001272	HELIO_01808	ASTMX04472, ASTMX05879, ASTMX12223, ASTMX15726
OG0001273	HELIO_12680	ASTMX02897, ASTMX18194, ASTMX07779, ASTMX03354
OG0001274	HELIO_06326	ASTMX22021, ASTMX13163, ASTMX06912
OG0001275	HELIO_03038	ASTMX03842
OG0001276	HELIO_11104	ASTMX03010, ASTMX09183
OG0001278	HELIO_10541, HELIO_03037	ASTMX04865
OG0001279	HELIO_12791	ASTMX06329, ASTMX08064, ASTMX13662, ASTMX17711, ASTMX11584
OG0001282	HELIO_03746	ASTMX11350, ASTMX00096, ASTMX03184, ASTMX16656
OG0001284	HELIO_06649	ASTMX09601
OG0001284	HELIO_03045	ASTMX06818, ASTMX13787, ASTMX17233
OG0001288	HELIO_10795	ASTMX00451, ASTMX12396
OG0001290	HELIO_11508	ASTMX23021, ASTMX13626, ASTMX08208, ASTMX06258, ASTMX08455
OG0001291	HELIO_10055	ASTMX09956, ASTMX19427, ASTMX10484, ASTMX07994, ASTMX09302
OG0001292	HELIO_11499	ASTMX02486, ASTMX00034, ASTMX22402, ASTMX11449
OG0001293	HELIO_07956	ASTMX05019, ASTMX19347, ASTMX18808, ASTMX16101, ASTMX16100, ASTMX05018, ASTMX03515
OG0001294	HELIO_08951	ASTMX01279
OG0001295	HELIO_12648	ASTMX12041, ASTMX05413, ASTMX05412, ASTMX21791
OG0001296	HELIO_12075	ASTMX10992, ASTMX05624, ASTMX16112, ASTMX16113
OG0001297	HELIO_05910	ASTMX21540, ASTMX18732, ASTMX17762
OG0001300	HELIO_09555	ASTMX06507, ASTMX16708, ASTMX01169
OG0001302	HELIO_08651	ASTMX18397
OG0001304	HELIO_08290	ASTMX10044, ASTMX00193, ASTMX03156, ASTMX11455
OG0001305	HELIO_07982	ASTMX08560, ASTMX14309, ASTMX09612, ASTMX19863, ASTMX03148
OG0001306	HELIO_11276	ASTMX15047, ASTMX12449
OG0001306	HELIO_04068, HELIO_02369	ASTMX07805
OG0001308	HELIO_12210	ASTMX12136, ASTMX14880, ASTMX11270
OG0001309	HELIO_06983	ASTMX18355, ASTMX18354, ASTMX18353, ASTMX17029, ASTMX13053, ASTMX15510
OG0001310	HELIO_02438	ASTMX09500
OG0001310	HELIO_09331	ASTMX19103, ASTMX15228, ASTMX19102
OG0001311	HELIO_02223	ASTMX15821, ASTMX19766
OG0001311	HELIO_00805	ASTMX21056, ASTMX12561
OG0001312	HELIO_11963	ASTMX21632, ASTMX06204
OG0001315	HELIO_00584	ASTMX16453, ASTMX21035, ASTMX07687, ASTMX17931
OG0001316	HELIO_08864	ASTMX11105, ASTMX06180, ASTMX08793
OG0001317	HELIO_08857	ASTMX07111
OG0001317	HELIO_08319	ASTMX20575
OG0001318	HELIO_01897	ASTMX01432
OG0001318	HELIO_00651	ASTMX07560, ASTMX04187
OG0001319	HELIO_09125	ASTMX18142, ASTMX04629, ASTMX16650, ASTMX00136
OG0001320	HELIO_07097	ASTMX02658
OG0001320	HELIO_01606	ASTMX12886, ASTMX12104
OG0001321	HELIO_11153	ASTMX06232, ASTMX07920, ASTMX01880
OG0001322	HELIO_12344	ASTMX01716, ASTMX07256
OG0001322	HELIO_07391	ASTMX16188
OG0001324	HELIO_11046	ASTMX04156
OG0001325	HELIO_02148	ASTMX19331
OG0001326	HELIO_01722	ASTMX02799, ASTMX05995, ASTMX05996, ASTMX13210, ASTMX06599, ASTMX08581
OG0001327	HELIO_06372	ASTMX01100
OG0001327	HELIO_03453	ASTMX18676, ASTMX05552
OG0001329	HELIO_12348	ASTMX07142, ASTMX13340
OG0001330	HELIO_07773	ASTMX04462, ASTMX17075, ASTMX04383, ASTMX12196, ASTMX19685, ASTMX12195
OG0001331	HELIO_10456, HELIO_10455	ASTMX11613
OG0001333	HELIO_07137	ASTMX05919, ASTMX07699
OG0001337	HELIO_11060	ASTMX05953, ASTMX13440, ASTMX17317
OG0001339	HELIO_05791	ASTMX01525
OG0001344	HELIO_02566	ASTMX12839, ASTMX12838
OG0001345	HELIO_00586	ASTMX17745
OG0001348	HELIO_05226	ASTMX09799, ASTMX08553, ASTMX19294
OG0001350	HELIO_03259	ASTMX06475
OG0001351	HELIO_09749	ASTMX00127, ASTMX00552
OG0001352	HELIO_06067	ASTMX15667, ASTMX15246, ASTMX15247, ASTMX00804
OG0001353	HELIO_03307	ASTMX14151
OG0001353	HELIO_07889	ASTMX11924, ASTMX13745
OG0001354	HELIO_01003	ASTMX15487, ASTMX02827, ASTMX19253
OG0001355	HELIO_05179	ASTMX03894, ASTMX05031, ASTMX05922
OG0001356	HELIO_09355	ASTMX10756, ASTMX02115, ASTMX00629, ASTMX03094, ASTMX19357
OG0001357	HELIO_07642	ASTMX19807, ASTMX13049, ASTMX01586, ASTMX13683, ASTMX13930
OG0001358	HELIO_05651, HELIO_04483	ASTMX08140
OG0001359	HELIO_00338	ASTMX02428, ASTMX11942, ASTMX17796, ASTMX09162
OG0001360	HELIO_12349	ASTMX19584
OG0001361	HELIO_12234	ASTMX01071, ASTMX20061, ASTMX16172
OG0001362	HELIO_09855	ASTMX11652
OG0001363	HELIO_03084	ASTMX08285, ASTMX10326, ASTMX03420
OG0001364	HELIO_01882, HELIO_01884	ASTMX17782, ASTMX06972, ASTMX17850
OG0001365	HELIO_08493, HELIO_12193	ASTMX00017, ASTMX18825, ASTMX17303
OG0001366	HELIO_09509	ASTMX02673
OG0001367	HELIO_12197	ASTMX00960, ASTMX11729, ASTMX19617, ASTMX13008, ASTMX20021
OG0001368	HELIO_02045	ASTMX03257, ASTMX15096, ASTMX16548
OG0001369	HELIO_00430	ASTMX00950, ASTMX16841, ASTMX05553, ASTMX14417
OG0001370	HELIO_08459	ASTMX09028
OG0001370	HELIO_09154	ASTMX12996
OG0001371	HELIO_02393, HELIO_07671	ASTMX10538
OG0001372	HELIO_07415	ASTMX06020
OG0001373	HELIO_06748	ASTMX07702, ASTMX20451, ASTMX17338, ASTMX22761, ASTMX07731
OG0001374	HELIO_10870	ASTMX18408, ASTMX04259, ASTMX21457
OG0001375	HELIO_04841	ASTMX15348
OG0001375	HELIO_01574	ASTMX12879, ASTMX05755, ASTMX08713
OG0001376	HELIO_12299	ASTMX11290, ASTMX15861, ASTMX00150, ASTMX18887
OG0001377	HELIO_10836	ASTMX02709, ASTMX03269, ASTMX20261, ASTMX18913, ASTMX20260, ASTMX20259, ASTMX21994, ASTMX15701
OG0001378	HELIO_02964	ASTMX05115, ASTMX18038, ASTMX12590, ASTMX15728, ASTMX14012, ASTMX04632
OG0001379	HELIO_04200	ASTMX03133, ASTMX08769, ASTMX08803, ASTMX08802, ASTMX03013, ASTMX03014
OG0001380	HELIO_01850	ASTMX17025, ASTMX12187, ASTMX16524, ASTMX23050, ASTMX17026
OG0001381	HELIO_03557	ASTMX02347, ASTMX05157, ASTMX14705, ASTMX10023, ASTMX03370
OG0001382	HELIO_05363	ASTMX22770, ASTMX17021
OG0001384	HELIO_01654	ASTMX02250, ASTMX07280
OG0001386	HELIO_02823	ASTMX13567
OG0001386	HELIO_02822	ASTMX13566
OG0001387	HELIO_07037	ASTMX14247, ASTMX08858
OG0001389	HELIO_06611	ASTMX20254, ASTMX01112, ASTMX08261, ASTMX17570, ASTMX03746
OG0001394	HELIO_10885	ASTMX11802, ASTMX15905
OG0001395	HELIO_02673	ASTMX02518, ASTMX01129, ASTMX06152, ASTMX20147, ASTMX19549
OG0001397	HELIO_01273	ASTMX08012, ASTMX19505
OG0001397	HELIO_04122	ASTMX01488
OG0001399	HELIO_05014	ASTMX06124
OG0001399	HELIO_08757	ASTMX11454, ASTMX00428
OG0001400	HELIO_09621	ASTMX01461, ASTMX15365, ASTMX12046, ASTMX21798, ASTMX01897
OG0001401	HELIO_05514, HELIO_00801	ASTMX22162
OG0001402	HELIO_06192	ASTMX12851, ASTMX11974, ASTMX07328, ASTMX11686
OG0001403	HELIO_08199, HELIO_07385	ASTMX21751, ASTMX11295, ASTMX18514, ASTMX13183
OG0001404	HELIO_06483	ASTMX05687
OG0001405	HELIO_01612	ASTMX02582, ASTMX17235, ASTMX07521, ASTMX17122, ASTMX07520
OG0001405	HELIO_02155	ASTMX21998
OG0001406	HELIO_05795	ASTMX11154, ASTMX06992, ASTMX15717
OG0001408	HELIO_02887	ASTMX08971, ASTMX19130, ASTMX19997, ASTMX18382, ASTMX18903, ASTMX19996
OG0001409	HELIO_05260	ASTMX06764, ASTMX08743, ASTMX16438, ASTMX11918
OG0001410	HELIO_07114	ASTMX14683
OG0001410	HELIO_01417	ASTMX11950
OG0001411	HELIO_03361	ASTMX12471
OG0001412	HELIO_06209	ASTMX19015, ASTMX19014
OG0001413	HELIO_11436	ASTMX19024
OG0001414	HELIO_00745	ASTMX02756
OG0001416	HELIO_08511	ASTMX16935, ASTMX00724, ASTMX04812
OG0001417	HELIO_07751	ASTMX15359, ASTMX02876
OG0001418	HELIO_09143	ASTMX11591, ASTMX19434, ASTMX05467, ASTMX02896, ASTMX19463
OG0001420	HELIO_10002	ASTMX04576, ASTMX01772, ASTMX08878, ASTMX08385, ASTMX19032, ASTMX19033
OG0001421	HELIO_02587	ASTMX10787, ASTMX08122, ASTMX03810
OG0001422	HELIO_00344	ASTMX17695, ASTMX01913
OG0001423	HELIO_03132	ASTMX01856, ASTMX07807, ASTMX04010, ASTMX11404, ASTMX22608
OG0001424	HELIO_00747	ASTMX17288
OG0001425	HELIO_01653	ASTMX03298, ASTMX08956, ASTMX13239, ASTMX13087, ASTMX06948
OG0001426	HELIO_02149	ASTMX19079
OG0001428	HELIO_11579	ASTMX05247, ASTMX09437, ASTMX16939, ASTMX14746
OG0001430	HELIO_08384	ASTMX21020, ASTMX21443, ASTMX04688, ASTMX10990, ASTMX18254, ASTMX13065
OG0001431	HELIO_00600	ASTMX15509, ASTMX15371
OG0001432	HELIO_11010, HELIO_11878	ASTMX08157, ASTMX21019
OG0001434	HELIO_10029, HELIO_10027	ASTMX09914, ASTMX09915
OG0001436	HELIO_09777	ASTMX01918
OG0001437	HELIO_04743	ASTMX18553, ASTMX12632
OG0001440	HELIO_03196	ASTMX06448, ASTMX19471, ASTMX02877
OG0001441	HELIO_03652	ASTMX07478, ASTMX16318, ASTMX01057, ASTMX00844, ASTMX10140, ASTMX21644, ASTMX03800
OG0001445	HELIO_12183	ASTMX04130, ASTMX07057
OG0001447	HELIO_04829	ASTMX09669, ASTMX06060, ASTMX07055, ASTMX19124
OG0001449	HELIO_03720	ASTMX21017, ASTMX21018
OG0001449	HELIO_09662	ASTMX16238
OG0001450	HELIO_10816	ASTMX06326
OG0001451	HELIO_05972	ASTMX00580
OG0001452	HELIO_09077, HELIO_09076	ASTMX12067, ASTMX20582, ASTMX19197
OG0001453	HELIO_11229, HELIO_03802, HELIO_09980	ASTMX22407, ASTMX10274, ASTMX00250
OG0001454	HELIO_04552	ASTMX18012, ASTMX21139
OG0001455	HELIO_05822	ASTMX18526, ASTMX02821, ASTMX21962, ASTMX02358, ASTMX03190, ASTMX04167
OG0001456	HELIO_09922	ASTMX18392, ASTMX18390
OG0001457	HELIO_08835	ASTMX04194, ASTMX01925, ASTMX22469
OG0001459	HELIO_08961	ASTMX20587, ASTMX19737
OG0001460	HELIO_01716	ASTMX05935
OG0001460	HELIO_12669	ASTMX06612
OG0001461	HELIO_04207	ASTMX05184
OG0001462	HELIO_03160	ASTMX19123
OG0001463	HELIO_02919, HELIO_06206	ASTMX00203, ASTMX01706
OG0001464	HELIO_00437	ASTMX08410, ASTMX05385, ASTMX14611, ASTMX17735, ASTMX05304, ASTMX22688
OG0001465	HELIO_09508	ASTMX22228, ASTMX20175, ASTMX20176
OG0001466	HELIO_09852	ASTMX10811
OG0001466	HELIO_00231	ASTMX14884
OG0001467	HELIO_11527	ASTMX14338
OG0001467	HELIO_06233	ASTMX02258
OG0001468	HELIO_09103	ASTMX14778, ASTMX06215, ASTMX18545
OG0001469	HELIO_12462	ASTMX05748
OG0001470	HELIO_04948	ASTMX22480, ASTMX02997, ASTMX02333
OG0001472	HELIO_05084	ASTMX14550
OG0001472	HELIO_09162	ASTMX17138
OG0001473	HELIO_01497, HELIO_06355, HELIO_01429	ASTMX15501, ASTMX19877
OG0001474	HELIO_08603	ASTMX12989
OG0001474	HELIO_05046	ASTMX07703
OG0001475	HELIO_12116, HELIO_06079	ASTMX01033, ASTMX04792
OG0001476	HELIO_08408	ASTMX01244, ASTMX04837, ASTMX14359, ASTMX03706
OG0001478	HELIO_10243	ASTMX12885
OG0001479	HELIO_00677	ASTMX01954, ASTMX14199, ASTMX14335, ASTMX15077
OG0001480	HELIO_03092	ASTMX00479, ASTMX02869, ASTMX03656, ASTMX07426
OG0001481	HELIO_06832	ASTMX08128, ASTMX08933, ASTMX13517, ASTMX14788
OG0001482	HELIO_08972	ASTMX17250
OG0001484	HELIO_03855	ASTMX17553, ASTMX17552, ASTMX18774
OG0001485	HELIO_08845	ASTMX04894, ASTMX10882, ASTMX03334, ASTMX21672
OG0001486	HELIO_11744	ASTMX09250, ASTMX10289, ASTMX01104, ASTMX08981
OG0001487	HELIO_05287	ASTMX16831, ASTMX00874, ASTMX18578
OG0001488	HELIO_10288	ASTMX18812
OG0001489	HELIO_12039	ASTMX12776, ASTMX12086, ASTMX11213
OG0001490	HELIO_10701	ASTMX07604, ASTMX00526, ASTMX03930, ASTMX19516, ASTMX03287, ASTMX16189
OG0001492	HELIO_09966	ASTMX17077, ASTMX04445
OG0001493	HELIO_12365	ASTMX20989, ASTMX22693
OG0001495	HELIO_09225	ASTMX17637
OG0001496	HELIO_06643, HELIO_07757	ASTMX09754
OG0001500	HELIO_03279	ASTMX19077, ASTMX07007, ASTMX07549, ASTMX07006
OG0001501	HELIO_09204	ASTMX09507
OG0001502	HELIO_00925	ASTMX20142, ASTMX07825
OG0001503	HELIO_00871	ASTMX02356
OG0001503	HELIO_00967	ASTMX19525
OG0001504	HELIO_02828, HELIO_12551	ASTMX13743
OG0001505	HELIO_01480	ASTMX16658, ASTMX10480
OG0001506	HELIO_05280	ASTMX16668, ASTMX02040
OG0001507	HELIO_11605	ASTMX04595, ASTMX10941, ASTMX13047
OG0001508	HELIO_05840	ASTMX16208, ASTMX16207
OG0001509	HELIO_11798	ASTMX18743, ASTMX06334
OG0001510	HELIO_10061	ASTMX01738, ASTMX20539, ASTMX20538, ASTMX05480
OG0001511	HELIO_10472	ASTMX18393, ASTMX02680
OG0001513	HELIO_12676, HELIO_12677	ASTMX14668, ASTMX14669, ASTMX05393, ASTMX15300
OG0001515	HELIO_11317	ASTMX13055, ASTMX11972
OG0001516	HELIO_05144	ASTMX06094, ASTMX22766
OG0001517	HELIO_02409	ASTMX05080, ASTMX07941
OG0001518	HELIO_03202	ASTMX10339, ASTMX09456
OG0001520	HELIO_10408	ASTMX04278
OG0001521	HELIO_00931	ASTMX19191
OG0001521	HELIO_00932	ASTMX22388, ASTMX03359, ASTMX10387, ASTMX09846, ASTMX06803
OG0001522	HELIO_11736	ASTMX05739
OG0001523	HELIO_04060	ASTMX02548, ASTMX01083, ASTMX17910, ASTMX07261
OG0001524	HELIO_05163	ASTMX02800
OG0001524	HELIO_01459	ASTMX10909
OG0001525	HELIO_07734	ASTMX03602
OG0001526	HELIO_03062	ASTMX08595, ASTMX10378, ASTMX13114
OG0001527	HELIO_04544	ASTMX03505
OG0001528	HELIO_02093	ASTMX05668, ASTMX15564, ASTMX07962, ASTMX15565
OG0001531	HELIO_03563	ASTMX12093, ASTMX01941, ASTMX07973, ASTMX13493
OG0001532	HELIO_07182	ASTMX04807, ASTMX04808, ASTMX17443, ASTMX02683, ASTMX09204, ASTMX06449
OG0001533	HELIO_12019	ASTMX12054, ASTMX05383, ASTMX00173
OG0001534	HELIO_02863	ASTMX18082, ASTMX07715, ASTMX20898, ASTMX01419
OG0001536	HELIO_00034	ASTMX15808
OG0001538	HELIO_05127	ASTMX10517, ASTMX02477, ASTMX03859
OG0001545	HELIO_02222	ASTMX03396, ASTMX18260, ASTMX09148, ASTMX14733
OG0001546	HELIO_10092	ASTMX10973, ASTMX01598
OG0001549	HELIO_10410	ASTMX20825, ASTMX02013, ASTMX05521, ASTMX19063, ASTMX09254
OG0001550	HELIO_04550, HELIO_08048	ASTMX18336, ASTMX06212
OG0001551	HELIO_02886	ASTMX01345, ASTMX03884
OG0001552	HELIO_00983	ASTMX18767
OG0001553	HELIO_04975	ASTMX13473, ASTMX02742, ASTMX20664
OG0001554	HELIO_02815	ASTMX03717, ASTMX05853, ASTMX03716, ASTMX07008
OG0001557	HELIO_05083	ASTMX20060
OG0001557	HELIO_06596	ASTMX08321
OG0001558	HELIO_02760	ASTMX15085, ASTMX15086, ASTMX13703, ASTMX08558
OG0001559	HELIO_06123	ASTMX04609, ASTMX03837, ASTMX21052
OG0001561	HELIO_08393	ASTMX12815, ASTMX13331, ASTMX05206, ASTMX16235
OG0001562	HELIO_06572	ASTMX18908
OG0001563	HELIO_06290, HELIO_06516	ASTMX16894
OG0001564	HELIO_01962	ASTMX08775, ASTMX04344, ASTMX08787
OG0001565	HELIO_12328	ASTMX15863, ASTMX02963, ASTMX07043, ASTMX09666
OG0001566	HELIO_11200, HELIO_02258	ASTMX01234, ASTMX16422
OG0001567	HELIO_06880	ASTMX04861, ASTMX05681
OG0001568	HELIO_05132	ASTMX14315
OG0001569	HELIO_09196	ASTMX09567, ASTMX00111, ASTMX08814, ASTMX08813
OG0001570	HELIO_05222	ASTMX17213
OG0001571	HELIO_00290	ASTMX12366, ASTMX03489
OG0001572	HELIO_04693	ASTMX10710
OG0001573	HELIO_02265	ASTMX07410, ASTMX09054
OG0001574	HELIO_05607	ASTMX04955, ASTMX14909, ASTMX14908, ASTMX10114
OG0001576	HELIO_11858	ASTMX04056
OG0001577	HELIO_03678	ASTMX22840
OG0001578	HELIO_08790, HELIO_08789	ASTMX17269
OG0001580	HELIO_11365	ASTMX17141, ASTMX00422, ASTMX07082
OG0001581	HELIO_05221, HELIO_07860	ASTMX16532
OG0001582	HELIO_04387	ASTMX05961, ASTMX13814, ASTMX08233, ASTMX17082
OG0001583	HELIO_12114	ASTMX21750, ASTMX01613, ASTMX19566, ASTMX06604, ASTMX04877
OG0001584	HELIO_10513, HELIO_05589	ASTMX16901
OG0001589	HELIO_12278	ASTMX19867
OG0001590	HELIO_11606, HELIO_02516	ASTMX14704
OG0001592	HELIO_10882, HELIO_11034	ASTMX00643, ASTMX07089, ASTMX03557, ASTMX03556, ASTMX19200, ASTMX12025
OG0001593	HELIO_04977	ASTMX21886, ASTMX18436, ASTMX00248, ASTMX04255
OG0001595	HELIO_03439, HELIO_08224	ASTMX11941
OG0001596	HELIO_12698	ASTMX17112
OG0001597	HELIO_04679	ASTMX12010
OG0001597	HELIO_01769	ASTMX02205
OG0001599	HELIO_02009	ASTMX14693, ASTMX18782
OG0001600	HELIO_00399	ASTMX00827, ASTMX04589, ASTMX16583, ASTMX11957, ASTMX16357
OG0001604	HELIO_12168	ASTMX22550, ASTMX05873
OG0001605	HELIO_09701, HELIO_00110	ASTMX17869, ASTMX10907, ASTMX17438, ASTMX13921
OG0001606	HELIO_11612	ASTMX13363
OG0001608	HELIO_09014, HELIO_09013	ASTMX13914, ASTMX16442, ASTMX00272
OG0001609	HELIO_04479	ASTMX05434
OG0001609	HELIO_00769	ASTMX10748
OG0001610	HELIO_06066	ASTMX11326, ASTMX21155, ASTMX22190, ASTMX15390
OG0001611	HELIO_10992	ASTMX19687, ASTMX14783, ASTMX22329, ASTMX10519, ASTMX17389, ASTMX13933
OG0001612	HELIO_03470	ASTMX00061
OG0001612	HELIO_09022	ASTMX08047
OG0001614	HELIO_09695	ASTMX11931
OG0001614	HELIO_09277	ASTMX01689
OG0001615	HELIO_04146	ASTMX02210, ASTMX03596, ASTMX14419
OG0001617	HELIO_06430	ASTMX09414, ASTMX08375, ASTMX07272, ASTMX08862
OG0001620	HELIO_04031	ASTMX09139, ASTMX06536, ASTMX11560
OG0001621	HELIO_05621, HELIO_05048	ASTMX22157, ASTMX01413, ASTMX19883
OG0001622	HELIO_02684	ASTMX12674, ASTMX13967, ASTMX13341, ASTMX13342
OG0001624	HELIO_06828	ASTMX01754, ASTMX01222, ASTMX04277, ASTMX13741
OG0001625	HELIO_03741	ASTMX01618, ASTMX22203
OG0001627	HELIO_03358	ASTMX10150
OG0001627	HELIO_11162	ASTMX14956, ASTMX16098, ASTMX14955, ASTMX18107, ASTMX18106
OG0001628	HELIO_11311	ASTMX10611
OG0001628	HELIO_03654	ASTMX13713
OG0001633	HELIO_09239	ASTMX13757
OG0001633	HELIO_08917	ASTMX13758
OG0001634	HELIO_00787	ASTMX05822, ASTMX13820
OG0001635	HELIO_00639	ASTMX10717, ASTMX01151, ASTMX11894
OG0001636	HELIO_06373	ASTMX18724, ASTMX18727, ASTMX18726
OG0001637	HELIO_00689	ASTMX17324
OG0001638	HELIO_10751	ASTMX17085, ASTMX13300, ASTMX13301
OG0001639	HELIO_03546	ASTMX05202, ASTMX20932, ASTMX02862
OG0001642	HELIO_00859, HELIO_00858	ASTMX03937, ASTMX06995, ASTMX06996, ASTMX06997
OG0001643	HELIO_03459	ASTMX11887, ASTMX17860, ASTMX01841
OG0001644	HELIO_10610	ASTMX13408, ASTMX01826
