Orthogroup	HELIO_ok	BRAFL
OG0000881	HELIO_01944	bflo_20101
OG0000882	HELIO_12401	bflo_04158
OG0000887	HELIO_02768	bflo_19302
OG0000888	HELIO_05889	bflo_05832
OG0000888	HELIO_01489	bflo_07374
OG0000889	HELIO_04264, HELIO_00210	bflo_12593
OG0000890	HELIO_03516	bflo_18043
OG0000893	HELIO_04931, HELIO_07627	bflo_24157, bflo_24156, bflo_22075, bflo_24701, bflo_23931
OG0000894	HELIO_06317	bflo_14750
OG0000894	HELIO_06932	bflo_23023
OG0000896	HELIO_12759	bflo_13131
OG0000896	HELIO_06843	bflo_09970
OG0000897	HELIO_09055	bflo_11434
OG0000897	HELIO_12050	bflo_11945, bflo_11590, bflo_11740
OG0000898	HELIO_04279	bflo_12625, bflo_26024
OG0000899	HELIO_09464	bflo_14337
OG0000904	HELIO_11725, HELIO_04556	bflo_13183
OG0000905	HELIO_07570	bflo_26708, bflo_03252
OG0000906	HELIO_00505	bflo_15863
OG0000907	HELIO_12545	bflo_25628
OG0000908	HELIO_00145	bflo_08871
OG0000908	HELIO_11059	bflo_08596
OG0000908	HELIO_00194	bflo_08131
OG0000909	HELIO_00246	bflo_18377
OG0000911	HELIO_10858	bflo_00891, bflo_00957
OG0000912	HELIO_10841	bflo_09112
OG0000912	HELIO_12695, HELIO_12697	bflo_20621
OG0000913	HELIO_06048	bflo_14588
OG0000915	HELIO_03730	bflo_12273
OG0000921	HELIO_03668	bflo_15652
OG0000923	HELIO_12673, HELIO_06362	bflo_02648
OG0000924	HELIO_03010	bflo_14560
OG0000924	HELIO_06727	bflo_15112
OG0000925	HELIO_09608	bflo_09205
OG0000925	HELIO_02417	bflo_22447
OG0000926	HELIO_12722	bflo_09210
OG0000926	HELIO_00674, HELIO_04672	bflo_21264
OG0000928	HELIO_10501, HELIO_01658	bflo_05985
OG0000929	HELIO_11603, HELIO_11221	bflo_17125
OG0000930	HELIO_11376	bflo_15834
OG0000930	HELIO_08286, HELIO_04315	bflo_16803, bflo_15830
OG0000931	HELIO_09729	bflo_08954
OG0000932	HELIO_12492	bflo_19999
OG0000933	HELIO_10228	bflo_21958
OG0000934	HELIO_01254	bflo_04490
OG0000935	HELIO_05900	bflo_19247
OG0000937	HELIO_04808	bflo_21410, bflo_11852, bflo_21542, bflo_15297, bflo_24310, bflo_17182, bflo_22368, bflo_09623, bflo_26017, bflo_04262, bflo_00497, bflo_07960, bflo_13655, bflo_13656
OG0000942	HELIO_10867	bflo_01751, bflo_03988, bflo_21413, bflo_02201, bflo_22086, bflo_21168, bflo_17160, bflo_02220, bflo_17849, bflo_05027
OG0000943	HELIO_08389, HELIO_02640	bflo_07247, bflo_25977, bflo_25404
OG0000943	HELIO_02892	bflo_20510
OG0000944	HELIO_00838, HELIO_00839	bflo_14426
OG0000945	HELIO_12211, HELIO_09173	bflo_13705, bflo_12713
OG0000946	HELIO_00131	bflo_04391
OG0000947	HELIO_05356	bflo_00205
OG0000947	HELIO_05079	bflo_00170
OG0000949	HELIO_03725	bflo_17563
OG0000951	HELIO_12483	bflo_05064
OG0000951	HELIO_09646, HELIO_09647	bflo_17583, bflo_17253
OG0000952	HELIO_10871	bflo_14821
OG0000952	HELIO_06071	bflo_14818
OG0000953	HELIO_10829, HELIO_11999, HELIO_00087	bflo_22870, bflo_26077, bflo_25794, bflo_25795, bflo_22979, bflo_24078
OG0000954	HELIO_08553	bflo_13257
OG0000954	HELIO_10186	bflo_23747
OG0000955	HELIO_03286	bflo_25651
OG0000955	HELIO_07820	bflo_14322
OG0000957	HELIO_09500	bflo_03309
OG0000960	HELIO_04120	bflo_12512
OG0000963	HELIO_01247	bflo_07262
OG0000963	HELIO_02112	bflo_03565
OG0000964	HELIO_02016	bflo_06342, bflo_19118, bflo_10230, bflo_06035, bflo_06039
OG0000965	HELIO_02433, HELIO_01613	bflo_08576
OG0000965	HELIO_02543	bflo_13018
OG0000966	HELIO_12553	bflo_20263
OG0000967	HELIO_05380	bflo_04354
OG0000967	HELIO_03536, HELIO_01717	bflo_07239
OG0000968	HELIO_03389	bflo_20978
OG0000969	HELIO_04198, HELIO_02734	bflo_04468, bflo_19187, bflo_18840, bflo_18841, bflo_21704, bflo_19041, bflo_18838, bflo_04477, bflo_06432, bflo_19042, bflo_19037, bflo_21707, bflo_21697, bflo_24882, bflo_18839
OG0000970	HELIO_01898	bflo_20773
OG0000971	HELIO_05470, HELIO_04766	bflo_02638
OG0000972	HELIO_03437	bflo_20769, bflo_20771, bflo_20770, bflo_25828
OG0000972	HELIO_10088	bflo_08143
OG0000973	HELIO_11192	bflo_16704, bflo_16388, bflo_16373, bflo_16375, bflo_16376, bflo_16391, bflo_16380, bflo_16361, bflo_16379, bflo_16384, bflo_16707
OG0000974	HELIO_11927, HELIO_03653, HELIO_04736	bflo_15538, bflo_16572, bflo_01162, bflo_20847
OG0000976	HELIO_01618	bflo_21695
OG0000976	HELIO_04818	bflo_18112
OG0000977	HELIO_05595	bflo_13836
OG0000977	HELIO_10196	bflo_00630
OG0000978	HELIO_07153	bflo_13255
OG0000979	HELIO_10893, HELIO_10640, HELIO_04188	bflo_08836, bflo_13441, bflo_13442, bflo_13947, bflo_19019, bflo_13644, bflo_12775, bflo_13329, bflo_13369
OG0000981	HELIO_05192, HELIO_11353	bflo_00671, bflo_00847, bflo_00767, bflo_05305, bflo_00648
OG0000981	HELIO_10861	bflo_05697
OG0000984	HELIO_08631	bflo_15006
OG0000985	HELIO_01102	bflo_07499
OG0000986	HELIO_03699	bflo_21122
OG0000987	HELIO_01520	bflo_02033
OG0000988	HELIO_06322	bflo_15623
OG0000992	HELIO_10125	bflo_22932
OG0000992	HELIO_02780	bflo_09287
OG0000994	HELIO_02373	bflo_01641
OG0000994	HELIO_07661	bflo_10212
OG0000995	HELIO_03487, HELIO_06963	bflo_22708
OG0000996	HELIO_08470	bflo_21978
OG0000997	HELIO_05396, HELIO_07704, HELIO_07669	bflo_15516
OG0000998	HELIO_06252, HELIO_05043, HELIO_04979, HELIO_03944, HELIO_08834, HELIO_03576	bflo_17960
OG0000999	HELIO_05906	bflo_03341
OG0001000	HELIO_11748	bflo_17958, bflo_27228
OG0001001	HELIO_08058	bflo_27374, bflo_21303
OG0001002	HELIO_11589	bflo_10399, bflo_04098
OG0001003	HELIO_03157, HELIO_03158	bflo_20878
OG0001004	HELIO_01908, HELIO_01907	bflo_26280
OG0001005	HELIO_11378	bflo_10085
OG0001006	HELIO_12602	bflo_04350
OG0001006	HELIO_03139	bflo_22313
OG0001007	HELIO_09775	bflo_07675
OG0001009	HELIO_05966	bflo_23339
OG0001016	HELIO_06921	bflo_19435
OG0001016	HELIO_03156	bflo_00910
OG0001017	HELIO_05638	bflo_00667
OG0001018	HELIO_02325	bflo_02467, bflo_02601, bflo_13307, bflo_24232
OG0001018	HELIO_10601	bflo_23920
OG0001019	HELIO_09832, HELIO_08139, HELIO_05304	bflo_13773, bflo_13159
OG0001021	HELIO_12585	bflo_16744, bflo_13349
OG0001022	HELIO_07003	bflo_21941
OG0001023	HELIO_03660	bflo_03026
OG0001025	HELIO_09229, HELIO_10990, HELIO_02730	bflo_17439, bflo_26040, bflo_18822, bflo_00385, bflo_14209
OG0001026	HELIO_01202	bflo_23870
OG0001027	HELIO_03833, HELIO_00869	bflo_23209, bflo_04293, bflo_23208
OG0001028	HELIO_12036	bflo_25597
OG0001029	HELIO_12058	bflo_13219
OG0001030	HELIO_02439	bflo_05876
OG0001030	HELIO_10962	bflo_05907
OG0001031	HELIO_05592	bflo_07447
OG0001032	HELIO_01696	bflo_16280
OG0001033	HELIO_09215	bflo_08146
OG0001033	HELIO_06818	bflo_20841
OG0001034	HELIO_08529	bflo_18574
OG0001034	HELIO_10699	bflo_18588
OG0001036	HELIO_01681	bflo_01100
OG0001038	HELIO_09434	bflo_10779
OG0001039	HELIO_06687	bflo_08311
OG0001039	HELIO_03051	bflo_11607
OG0001042	HELIO_08977	bflo_11460, bflo_27000
OG0001043	HELIO_04349, HELIO_06070, HELIO_12731, HELIO_12419, HELIO_11111, HELIO_11763, HELIO_09025, HELIO_12512, HELIO_07857	bflo_13402
OG0001045	HELIO_01258	bflo_23536, bflo_23550
OG0001046	HELIO_07188	bflo_23288
OG0001047	HELIO_10070, HELIO_09414	bflo_22101
OG0001048	HELIO_00893, HELIO_12024	bflo_07509, bflo_26856
OG0001049	HELIO_09140	bflo_24448, bflo_17931
OG0001049	HELIO_12069	bflo_24363
OG0001050	HELIO_07822	bflo_23753, bflo_21612
OG0001052	HELIO_07737	bflo_08592
OG0001052	HELIO_06284, HELIO_08117	bflo_07579, bflo_08590
OG0001053	HELIO_00232	bflo_19733
OG0001053	HELIO_06885	bflo_08662
OG0001056	HELIO_00262	bflo_13893
OG0001057	HELIO_10754, HELIO_02463	bflo_22386, bflo_22387
OG0001058	HELIO_10312	bflo_10254
OG0001059	HELIO_11528	bflo_04773
OG0001060	HELIO_04663	bflo_14877
OG0001062	HELIO_10831	bflo_26106
OG0001063	HELIO_12546	bflo_10992
OG0001063	HELIO_01134	bflo_09032
OG0001064	HELIO_06789	bflo_16843, bflo_27227, bflo_17908, bflo_17446, bflo_17801, bflo_10560, bflo_10566
OG0001065	HELIO_04289	bflo_24302
OG0001066	HELIO_03182	bflo_18100
OG0001067	HELIO_08543	bflo_14070, bflo_05866, bflo_01536
OG0001068	HELIO_11318	bflo_24364
OG0001072	HELIO_02051	bflo_20583
OG0001072	HELIO_11812	bflo_01344
OG0001073	HELIO_10163	bflo_14186
OG0001075	HELIO_03042	bflo_01789
OG0001076	HELIO_10241	bflo_14398
OG0001077	HELIO_00459	bflo_19161, bflo_19130
OG0001078	HELIO_05283	bflo_10417
OG0001079	HELIO_01927	bflo_11561
OG0001080	HELIO_05367	bflo_06623
OG0001080	HELIO_07062	bflo_21619
OG0001081	HELIO_05200, HELIO_10290, HELIO_06610, HELIO_11737	bflo_15729, bflo_03684
OG0001082	HELIO_11176	bflo_19096
OG0001082	HELIO_04668	bflo_00917
OG0001084	HELIO_02656	bflo_04559
OG0001085	HELIO_07664	bflo_11120
OG0001086	HELIO_03188	bflo_05720
OG0001089	HELIO_12254	bflo_05776
OG0001090	HELIO_04216	bflo_03656
OG0001091	HELIO_12660, HELIO_12659	bflo_26460
OG0001092	HELIO_09890	bflo_15467
OG0001095	HELIO_00438	bflo_26605, bflo_00827, bflo_26602
OG0001096	HELIO_10964, HELIO_06053	bflo_20939, bflo_07578
OG0001097	HELIO_03978	bflo_05325
OG0001097	HELIO_06592	bflo_05062, bflo_05061, bflo_19755, bflo_16070, bflo_16075, bflo_25888, bflo_16071, bflo_16097, bflo_16086, bflo_16099, bflo_16936, bflo_16088, bflo_16934, bflo_16933, bflo_00056, bflo_00057, bflo_00052, bflo_16929, bflo_16098, bflo_16069, bflo_16087, bflo_16073, bflo_16178, bflo_16167, bflo_16177, bflo_16179, bflo_15612, bflo_27163, bflo_16160, bflo_15632, bflo_15619, bflo_15630, bflo_16090, bflo_16114, bflo_16094, bflo_16939, bflo_16932, bflo_16944, bflo_16931, bflo_16089, bflo_16930, bflo_21274, bflo_16092, bflo_16093, bflo_16938, bflo_21537, bflo_16928, bflo_16622, bflo_16041, bflo_03601
OG0001102	HELIO_10839	bflo_23676
OG0001103	HELIO_09522	bflo_13190
OG0001103	HELIO_03297	bflo_01225
OG0001104	HELIO_02923	bflo_00423
OG0001105	HELIO_08271	bflo_10029
OG0001105	HELIO_10656	bflo_02480
OG0001106	HELIO_08971	bflo_06185
OG0001107	HELIO_04866	bflo_22127
OG0001108	HELIO_00460	bflo_00378
OG0001108	HELIO_08728	bflo_22556, bflo_20433
OG0001109	HELIO_04286	bflo_20879, bflo_05579, bflo_14803, bflo_14804
OG0001110	HELIO_10394	bflo_16461, bflo_16317, bflo_16971
OG0001112	HELIO_11241	bflo_22501
OG0001113	HELIO_11363	bflo_14797
OG0001114	HELIO_01619	bflo_04550
OG0001115	HELIO_08018, HELIO_01170	bflo_02490
OG0001118	HELIO_04035, HELIO_06127, HELIO_08101, HELIO_04000	bflo_10522
OG0001119	HELIO_04951	bflo_01654
OG0001120	HELIO_07190, HELIO_11052	bflo_12559
OG0001121	HELIO_02833, HELIO_04338	bflo_24945, bflo_17622, bflo_24293, bflo_04825
OG0001123	HELIO_05833	bflo_09074
OG0001123	HELIO_11888	bflo_20201
OG0001124	HELIO_05892	bflo_23639
OG0001124	HELIO_11497	bflo_10476
OG0001125	HELIO_10314	bflo_05411
OG0001126	HELIO_07432, HELIO_08150	bflo_21937
OG0001126	HELIO_09972	bflo_12463, bflo_10927
OG0001127	HELIO_07919	bflo_19588
OG0001128	HELIO_07418	bflo_09982
OG0001129	HELIO_05218	bflo_12819
OG0001129	HELIO_02379	bflo_13264
OG0001130	HELIO_05662	bflo_06407
OG0001130	HELIO_00771	bflo_05983
OG0001131	HELIO_11533	bflo_25190
OG0001132	HELIO_09410	bflo_06192
OG0001133	HELIO_10368	bflo_25491
OG0001134	HELIO_12460	bflo_22790
OG0001135	HELIO_07754	bflo_14080
OG0001137	HELIO_03163	bflo_23646
OG0001138	HELIO_09443	bflo_00349, bflo_14068, bflo_00161
OG0001139	HELIO_04488	bflo_09826
OG0001140	HELIO_11252	bflo_06370
OG0001141	HELIO_08701, HELIO_05429, HELIO_04831	bflo_03254
OG0001142	HELIO_05081	bflo_01437
OG0001143	HELIO_02868	bflo_07319
OG0001144	HELIO_08158	bflo_00201
OG0001146	HELIO_04581	bflo_25096, bflo_22204
OG0001147	HELIO_06369	bflo_22964, bflo_26119
OG0001149	HELIO_07596	bflo_16620, bflo_02962, bflo_01361, bflo_02409, bflo_00024, bflo_02408, bflo_24981, bflo_24690, bflo_09301, bflo_12993, bflo_24100, bflo_02029, bflo_07202, bflo_17094, bflo_13951, bflo_13488, bflo_16513, bflo_16878
OG0001155	HELIO_11025	bflo_21036, bflo_21037, bflo_21041
OG0001155	HELIO_01105	bflo_20442
OG0001156	HELIO_05032	bflo_18549
OG0001158	HELIO_03567, HELIO_07771	bflo_11159
OG0001159	HELIO_09181	bflo_01554, bflo_01553
OG0001160	HELIO_10702	bflo_09781, bflo_25996, bflo_26928, bflo_09780
OG0001161	HELIO_01628	bflo_08066
OG0001162	HELIO_09342, HELIO_11797	bflo_17404
OG0001164	HELIO_09308, HELIO_08913	bflo_21084
OG0001165	HELIO_08812	bflo_01574
OG0001165	HELIO_00728	bflo_22236
OG0001166	HELIO_00329	bflo_14820, bflo_15448
OG0001167	HELIO_08270	bflo_16326
OG0001168	HELIO_00913	bflo_20423, bflo_20474, bflo_13463
OG0001169	HELIO_01933	bflo_14076, bflo_12639
OG0001170	HELIO_06339	bflo_11360
OG0001171	HELIO_07445	bflo_05953
OG0001172	HELIO_12376	bflo_02862
OG0001172	HELIO_03682	bflo_02443
OG0001174	HELIO_03977	bflo_11141
OG0001175	HELIO_11278	bflo_00560, bflo_02898
OG0001176	HELIO_06263	bflo_07517
OG0001177	HELIO_06526	bflo_01608
OG0001178	HELIO_03485	bflo_25556
OG0001178	HELIO_05752	bflo_22453
OG0001179	HELIO_04085, HELIO_04405	bflo_13368
OG0001179	HELIO_06718	bflo_13513
OG0001181	HELIO_05206	bflo_18914
OG0001182	HELIO_05272, HELIO_04697	bflo_03435
OG0001183	HELIO_08524	bflo_19634
OG0001184	HELIO_12185	bflo_15772
OG0001184	HELIO_02728	bflo_09793
OG0001185	HELIO_12657	bflo_06562
OG0001186	HELIO_09188	bflo_12657
OG0001186	HELIO_01928	bflo_12919
OG0001187	HELIO_05364	bflo_18352, bflo_17267, bflo_06600, bflo_06585, bflo_06590, bflo_06591, bflo_18234, bflo_25290, bflo_26120, bflo_06592, bflo_18465, bflo_18461, bflo_18463, bflo_18462, bflo_08800, bflo_10438, bflo_10068, bflo_12634, bflo_12633, bflo_04140, bflo_10069, bflo_12876, bflo_17352, bflo_04133, bflo_04125, bflo_09603, bflo_05471
OG0001188	HELIO_03558	bflo_05292
OG0001190	HELIO_03395	bflo_25067
OG0001191	HELIO_06301	bflo_10001
OG0001196	HELIO_04183	bflo_09773
OG0001197	HELIO_09598	bflo_24451
OG0001198	HELIO_03508	bflo_02095
OG0001198	HELIO_05572	bflo_03034
OG0001199	HELIO_10405	bflo_17249
OG0001200	HELIO_10259	bflo_21205
OG0001202	HELIO_10671, HELIO_00720, HELIO_01708, HELIO_07869	bflo_02498
OG0001203	HELIO_05203	bflo_18138
OG0001204	HELIO_07269	bflo_20309, bflo_20315
OG0001205	HELIO_04532, HELIO_09648	bflo_14061, bflo_27112
OG0001206	HELIO_06279	bflo_07233, bflo_05302
OG0001207	HELIO_10416	bflo_21743
OG0001207	HELIO_09377	bflo_02422
OG0001208	HELIO_05489	bflo_25733
OG0001209	HELIO_05535	bflo_26894
OG0001210	HELIO_01552	bflo_07894
OG0001210	HELIO_03776	bflo_04429
OG0001211	HELIO_12099	bflo_00897
OG0001213	HELIO_11611	bflo_10680
OG0001213	HELIO_01934	bflo_20590
OG0001214	HELIO_04580	bflo_11103
OG0001215	HELIO_00251	bflo_00807
OG0001216	HELIO_01588	bflo_24683
OG0001216	HELIO_04477	bflo_13216
OG0001217	HELIO_09665	bflo_17953
OG0001218	HELIO_10349	bflo_24854
OG0001219	HELIO_07847	bflo_01008
OG0001220	HELIO_12730	bflo_20837
OG0001220	HELIO_10065	bflo_21723
OG0001221	HELIO_07645	bflo_13343
OG0001222	HELIO_07577	bflo_19155
OG0001223	HELIO_08053	bflo_12732
OG0001224	HELIO_01823	bflo_04929
OG0001225	HELIO_09303	bflo_08317
OG0001227	HELIO_03789	bflo_17418
OG0001230	HELIO_06157	bflo_01521, bflo_04046
OG0001231	HELIO_02150	bflo_03798
OG0001232	HELIO_07324	bflo_23005, bflo_23685
OG0001233	HELIO_05738	bflo_15064, bflo_14915
OG0001234	HELIO_07394	bflo_14036
OG0001236	HELIO_09754	bflo_24082
OG0001237	HELIO_09190, HELIO_06015	bflo_07801
OG0001238	HELIO_06977	bflo_06313
OG0001239	HELIO_10768	bflo_10959
OG0001240	HELIO_05508	bflo_06423
OG0001241	HELIO_03226	bflo_06240
OG0001241	HELIO_12192	bflo_21597
OG0001242	HELIO_06262	bflo_26271, bflo_25905, bflo_25751, bflo_25417, bflo_26351, bflo_25804
OG0001243	HELIO_09478	bflo_08723
OG0001245	HELIO_09453	bflo_08692
OG0001246	HELIO_03726, HELIO_03727	bflo_18611, bflo_27266, bflo_18610, bflo_03922, bflo_19063
OG0001247	HELIO_00879	bflo_12136
OG0001248	HELIO_05974	bflo_00177
OG0001250	HELIO_01985	bflo_23893
OG0001251	HELIO_03697	bflo_13478
OG0001252	HELIO_06077	bflo_25844
OG0001253	HELIO_12144	bflo_11668, bflo_06734
OG0001254	HELIO_05460	bflo_16683
OG0001256	HELIO_03181	bflo_27204, bflo_17356
OG0001261	HELIO_03943	bflo_27125, bflo_14339
OG0001262	HELIO_07069, HELIO_09573, HELIO_00924	bflo_15864
OG0001263	HELIO_01885	bflo_07084
OG0001263	HELIO_04331	bflo_10303
OG0001264	HELIO_12570	bflo_13401
OG0001266	HELIO_03369	bflo_05858, bflo_18162
OG0001266	HELIO_12361	bflo_05662
OG0001267	HELIO_05562	bflo_14627, bflo_14348
OG0001267	HELIO_09471	bflo_20420
OG0001268	HELIO_07801	bflo_06467
OG0001268	HELIO_12028	bflo_11029
OG0001270	HELIO_02110	bflo_23365
OG0001270	HELIO_09609	bflo_11730
OG0001270	HELIO_02804	bflo_22891
OG0001271	HELIO_11242	bflo_11260, bflo_18970
OG0001272	HELIO_01808	bflo_20203
OG0001273	HELIO_12680	bflo_00724, bflo_03191
OG0001274	HELIO_06326	bflo_15721
OG0001275	HELIO_04684, HELIO_02615	bflo_17335
OG0001276	HELIO_11104	bflo_14135
OG0001278	HELIO_10541, HELIO_03037	bflo_02941, bflo_01205
OG0001279	HELIO_12791	bflo_08526
OG0001281	HELIO_06990	bflo_06100
OG0001282	HELIO_03746	bflo_26722, bflo_03069
OG0001284	HELIO_06649	bflo_19270
OG0001284	HELIO_03045	bflo_06254
OG0001286	HELIO_12601	bflo_10170, bflo_26942
OG0001288	HELIO_10795	bflo_06118
OG0001290	HELIO_11508	bflo_05691
OG0001291	HELIO_10055	bflo_08573
OG0001292	HELIO_11499	bflo_18759
OG0001293	HELIO_07956	bflo_20495
OG0001294	HELIO_08951	bflo_18510
OG0001295	HELIO_12648	bflo_00207
OG0001296	HELIO_12075	bflo_12324
OG0001297	HELIO_05910	bflo_10353
OG0001300	HELIO_09555	bflo_05337, bflo_26790, bflo_20405
OG0001302	HELIO_08651	bflo_08709
OG0001304	HELIO_08290	bflo_13694
OG0001305	HELIO_07982	bflo_15741
OG0001306	HELIO_11276	bflo_25980
OG0001306	HELIO_04068, HELIO_02369	bflo_16344
OG0001308	HELIO_12210	bflo_08681
OG0001309	HELIO_06983	bflo_25672, bflo_00185, bflo_26471, bflo_05346, bflo_00102, bflo_00238, bflo_26246, bflo_26313, bflo_25742, bflo_26400
OG0001310	HELIO_02438	bflo_20260
OG0001310	HELIO_09331	bflo_17144
OG0001311	HELIO_02223	bflo_00386
OG0001311	HELIO_00805	bflo_18844
OG0001312	HELIO_11963	bflo_17709
OG0001313	HELIO_11988	bflo_08797, bflo_24288, bflo_09898, bflo_10384, bflo_14942
OG0001314	HELIO_05745	bflo_18178
OG0001314	HELIO_06186	bflo_15272, bflo_13793
OG0001315	HELIO_06768, HELIO_00584	bflo_23287
OG0001316	HELIO_08864	bflo_15475
OG0001317	HELIO_08857	bflo_10965
OG0001317	HELIO_08319	bflo_16409
OG0001318	HELIO_01897	bflo_03324
OG0001318	HELIO_00651	bflo_04124
OG0001319	HELIO_09125	bflo_21304
OG0001320	HELIO_07097	bflo_10273
OG0001320	HELIO_01606	bflo_05629
OG0001321	HELIO_11153	bflo_08721
OG0001322	HELIO_12344	bflo_09889
OG0001322	HELIO_07391	bflo_23924
OG0001323	HELIO_04274	bflo_19666
OG0001324	HELIO_11046	bflo_02826
OG0001325	HELIO_02148	bflo_13293
OG0001327	HELIO_06372	bflo_01466
OG0001327	HELIO_03453	bflo_11384
OG0001329	HELIO_12348	bflo_08763, bflo_14333
OG0001330	HELIO_07773	bflo_20123
OG0001331	HELIO_10456, HELIO_10455	bflo_08815
OG0001334	HELIO_08981	bflo_11343, bflo_11345, bflo_04435
OG0001334	HELIO_10039	bflo_22826, bflo_23599
OG0001335	HELIO_09999	bflo_05620
OG0001337	HELIO_12764	bflo_05523
OG0001337	HELIO_11060	bflo_25577
OG0001339	HELIO_05791, HELIO_08381	bflo_06139
OG0001343	HELIO_10099	bflo_18851, bflo_17959
OG0001344	HELIO_02566	bflo_08238, bflo_05567
OG0001345	HELIO_00586	bflo_12252, bflo_11238, bflo_11249
OG0001348	HELIO_05226	bflo_21574
OG0001349	HELIO_05986	bflo_24225, bflo_10708, bflo_09331, bflo_08005
OG0001350	HELIO_03259	bflo_25719
OG0001351	HELIO_09749	bflo_21262
OG0001352	HELIO_06067	bflo_23166, bflo_23187
OG0001353	HELIO_03307	bflo_16481
OG0001353	HELIO_07889	bflo_05764
OG0001354	HELIO_01003	bflo_13887
OG0001355	HELIO_05179	bflo_10179
OG0001356	HELIO_09355	bflo_10948
OG0001357	HELIO_07642	bflo_21298
OG0001359	HELIO_00338	bflo_25944
OG0001360	HELIO_12349	bflo_08197
OG0001361	HELIO_12234	bflo_03320
OG0001363	HELIO_03084	bflo_16519
OG0001364	HELIO_01882	bflo_24323
OG0001365	HELIO_08493, HELIO_12193	bflo_14935
OG0001366	HELIO_09509	bflo_19732
OG0001367	HELIO_12197	bflo_16121
OG0001368	HELIO_02045	bflo_01730, bflo_01015, bflo_20314
OG0001369	HELIO_00430	bflo_11602
OG0001370	HELIO_08459	bflo_05809
OG0001370	HELIO_09154	bflo_18847
OG0001371	HELIO_02393, HELIO_07671	bflo_23286, bflo_22936, bflo_22937, bflo_22938
OG0001372	HELIO_09833, HELIO_00197	bflo_13574
OG0001373	HELIO_06748	bflo_22620
OG0001374	HELIO_10870	bflo_07194
OG0001375	HELIO_04841	bflo_05780
OG0001375	HELIO_01574	bflo_25517
OG0001376	HELIO_12299	bflo_06943
OG0001377	HELIO_10836	bflo_10365, bflo_12976, bflo_13209, bflo_13069, bflo_19364, bflo_09576, bflo_09577
OG0001378	HELIO_02964	bflo_08974
OG0001379	HELIO_04200	bflo_05155, bflo_21724
OG0001380	HELIO_01850	bflo_14218
OG0001381	HELIO_03557	bflo_05646, bflo_05543
OG0001383	HELIO_10404, HELIO_09985	bflo_16647
OG0001384	HELIO_01654	bflo_21717
OG0001386	HELIO_05642	bflo_02159
OG0001387	HELIO_07037	bflo_21652
OG0001389	HELIO_06611	bflo_14302
OG0001394	HELIO_10885	bflo_15041
OG0001395	HELIO_02673	bflo_17427, bflo_09664
OG0001396	HELIO_00889	bflo_23574, bflo_08795, bflo_00153, bflo_00810, bflo_25762, bflo_00278, bflo_00133, bflo_25573
OG0001397	HELIO_01273	bflo_10128
OG0001397	HELIO_04122	bflo_09338
OG0001398	HELIO_00222	bflo_15202
OG0001399	HELIO_05014	bflo_21669
OG0001399	HELIO_08757	bflo_12579
OG0001400	HELIO_09621	bflo_02687
OG0001401	HELIO_10489	bflo_16741, bflo_02833, bflo_06418, bflo_21239, bflo_00707, bflo_03742, bflo_03741, bflo_07794
OG0001402	HELIO_06192	bflo_19487
OG0001403	HELIO_08199	bflo_20986, bflo_01674, bflo_09800
OG0001404	HELIO_06483	bflo_24535
OG0001405	HELIO_01612	bflo_13790
OG0001405	HELIO_02155	bflo_23990
OG0001406	HELIO_05795	bflo_21284
OG0001408	HELIO_02887	bflo_17072
OG0001409	HELIO_05260	bflo_11307
OG0001410	HELIO_07114	bflo_14262
OG0001410	HELIO_01417	bflo_13741
OG0001411	HELIO_03361	bflo_14652
OG0001412	HELIO_06209	bflo_09295
OG0001413	HELIO_11436	bflo_20564
OG0001413	HELIO_10258	bflo_06589
OG0001414	HELIO_00902	bflo_22712, bflo_10760
OG0001414	HELIO_00745	bflo_10406
OG0001415	HELIO_07046	bflo_14008, bflo_20533
OG0001417	HELIO_07751	bflo_02373
OG0001418	HELIO_09143	bflo_26213
OG0001420	HELIO_10002	bflo_11291
OG0001421	HELIO_02587	bflo_21002
OG0001422	HELIO_00344	bflo_00253
OG0001423	HELIO_03132	bflo_16047
OG0001424	HELIO_00747	bflo_06976
OG0001425	HELIO_01653	bflo_06116, bflo_05585
OG0001426	HELIO_02149	bflo_24890
OG0001428	HELIO_11579	bflo_24663
OG0001429	HELIO_04397	bflo_17955
OG0001430	HELIO_08384	bflo_10599
OG0001431	HELIO_00600	bflo_26459
OG0001434	HELIO_10028, HELIO_10029, HELIO_10027	bflo_03898
OG0001435	HELIO_11808, HELIO_11809	bflo_18813
OG0001436	HELIO_09777	bflo_02923
OG0001437	HELIO_04743	bflo_11365, bflo_13730, bflo_13248
OG0001439	HELIO_02716	bflo_23356
OG0001440	HELIO_03196	bflo_02819, bflo_14002
OG0001441	HELIO_03652	bflo_05732
OG0001442	HELIO_02245	bflo_17388
OG0001443	HELIO_04609	bflo_02916
OG0001445	HELIO_12183	bflo_08938
OG0001446	HELIO_05230	bflo_20858
OG0001447	HELIO_04829	bflo_24721
OG0001448	HELIO_02926	bflo_20958
OG0001449	HELIO_03720	bflo_06102
OG0001449	HELIO_09662	bflo_02343
OG0001451	HELIO_05972	bflo_04723
OG0001452	HELIO_09077, HELIO_09076	bflo_05982
OG0001453	HELIO_11229, HELIO_03802, HELIO_09980	bflo_07649
OG0001455	HELIO_05822	bflo_25643
OG0001456	HELIO_09922	bflo_02658
OG0001459	HELIO_08961	bflo_09086
