Orthogroup	HELIO_ok	DANRE
OG0000696	HELIO_04265	DANRE18175, DANRE18174
OG0000696	HELIO_06426, HELIO_08090	DANRE10818
OG0000698	HELIO_09681	DANRE18736, DANRE18408
OG0000698	HELIO_12417	DANRE06827, DANRE18733, DANRE18732, DANRE18731, DANRE12022, DANRE12021, DANRE18729, DANRE19896
OG0000700	HELIO_10301	DANRE30585, DANRE30583, DANRE30586, DANRE30584, DANRE25086, DANRE25085
OG0000701	HELIO_11804, HELIO_02160	DANRE05122, DANRE05121, DANRE05123, DANRE33566, DANRE40860, DANRE40861
OG0000702	HELIO_09403	DANRE21696, DANRE39048, DANRE39049, DANRE39053, DANRE39051, DANRE39055, DANRE39050, DANRE39054, DANRE39047, DANRE39044, DANRE39052, DANRE39045, DANRE39046
OG0000703	HELIO_02836	DANRE04984, DANRE04983, DANRE35267, DANRE07193, DANRE04855, DANRE04856
OG0000706	HELIO_02299	DANRE22750, DANRE02764
OG0000707	HELIO_04545	DANRE08868, DANRE14637, DANRE14639
OG0000708	HELIO_04126	DANRE26713, DANRE26712, DANRE24571, DANRE24572
OG0000708	HELIO_01919	DANRE09020, DANRE39758, DANRE39759
OG0000709	HELIO_07079	DANRE19979, DANRE39457, DANRE02911, DANRE05879
OG0000710	HELIO_04299	DANRE41549, DANRE41548, DANRE10548, DANRE10547
OG0000711	HELIO_01631	DANRE38476, DANRE25230, DANRE12636, DANRE12637, DANRE12638
OG0000711	HELIO_03110	DANRE25772, DANRE31323, DANRE31322, DANRE31321
OG0000712	HELIO_10286	DANRE20132, DANRE20131, DANRE06778, DANRE06776, DANRE06777, DANRE33734, DANRE33735, DANRE33736, DANRE07797, DANRE07796, DANRE07795, DANRE07798, DANRE16293, DANRE16292, DANRE16291, DANRE16290, DANRE07104, DANRE07105
OG0000713	HELIO_07275, HELIO_11463, HELIO_06463, HELIO_00543, HELIO_02508	DANRE37942, DANRE37940, DANRE37941, DANRE37943, DANRE34878, DANRE33352, DANRE24296, DANRE33355, DANRE33351, DANRE33353, DANRE33354
OG0000715	HELIO_06043	DANRE10220, DANRE42817, DANRE01949, DANRE01695, DANRE01696, DANRE23041, DANRE10216, DANRE10217, DANRE10218, DANRE10219
OG0000716	HELIO_06181, HELIO_07464	DANRE24425, DANRE24426, DANRE18357
OG0000718	HELIO_08422	DANRE42521, DANRE15304, DANRE15307, DANRE15308, DANRE15303, DANRE15306, DANRE15305, DANRE15302, DANRE13827, DANRE09237, DANRE27971
OG0000720	HELIO_02774	DANRE00520, DANRE00519, DANRE12730, DANRE12729
OG0000721	HELIO_03399	DANRE19921, DANRE33496
OG0000722	HELIO_05630	DANRE10668, DANRE18082, DANRE34445, DANRE06660, DANRE06659, DANRE11168, DANRE11167, DANRE04318, DANRE04319, DANRE38701, DANRE30658, DANRE25692, DANRE25693, DANRE25215
OG0000724	HELIO_09105	DANRE11255, DANRE02587, DANRE17945, DANRE11885, DANRE11884
OG0000725	HELIO_00657	DANRE36228, DANRE26924, DANRE26923, DANRE41245, DANRE41244, DANRE34264
OG0000725	HELIO_12643	DANRE13190
OG0000726	HELIO_04091	DANRE27925, DANRE27926, DANRE27927, DANRE42213, DANRE42212, DANRE42211, DANRE16168, DANRE36569
OG0000731	HELIO_11029	DANRE12266, DANRE12265, DANRE12262, DANRE12263, DANRE12264, DANRE12267, DANRE34421, DANRE34422, DANRE34420, DANRE42140, DANRE42139, DANRE39260, DANRE39261
OG0000732	HELIO_08995	DANRE20486, DANRE20487, DANRE36244, DANRE36245
OG0000733	HELIO_03055	DANRE05680, DANRE17763, DANRE38134, DANRE17606
OG0000733	HELIO_00314	DANRE18931, DANRE10693, DANRE18930, DANRE04553, DANRE04552
OG0000734	HELIO_05137	DANRE35377, DANRE35376, DANRE35375, DANRE28044, DANRE28043, DANRE28040, DANRE28041, DANRE28039, DANRE28038, DANRE28042, DANRE23533
OG0000735	HELIO_11007	DANRE18911, DANRE10653, DANRE10360, DANRE10359, DANRE13894, DANRE10302, DANRE13895, DANRE11358, DANRE11359
OG0000736	HELIO_10996, HELIO_10609	DANRE23449
OG0000737	HELIO_05852	DANRE05232, DANRE05233, DANRE05234, DANRE34954, DANRE33897
OG0000743	HELIO_11272	DANRE10003, DANRE10004, DANRE02974, DANRE02975
OG0000743	HELIO_06669	DANRE29387, DANRE02979
OG0000744	HELIO_12402, HELIO_04178	DANRE27730, DANRE27734, DANRE27731, DANRE27729, DANRE27732, DANRE27733, DANRE37286, DANRE37288, DANRE37287, DANRE37289, DANRE27304, DANRE36882, DANRE36881
OG0000746	HELIO_07396, HELIO_03637	DANRE18138, DANRE18139
OG0000748	HELIO_03440	DANRE29232
OG0000749	HELIO_00765, HELIO_00764	DANRE43022, DANRE22234, DANRE22233, DANRE04932, DANRE04931
OG0000750	HELIO_00373	DANRE07367
OG0000751	HELIO_11590	DANRE14353, DANRE14354, DANRE14356, DANRE41712
OG0000752	HELIO_01912	DANRE04759, DANRE04760
OG0000752	HELIO_05368	DANRE33350
OG0000752	HELIO_02501	DANRE26482, DANRE26483, DANRE16748
OG0000753	HELIO_08985, HELIO_08986	DANRE12159
OG0000753	HELIO_11488	DANRE22875, DANRE08092, DANRE08093, DANRE35099
OG0000755	HELIO_04915	DANRE27783, DANRE27782, DANRE12837, DANRE12838
OG0000755	HELIO_07851	DANRE27784
OG0000757	HELIO_03294	DANRE28939
OG0000758	HELIO_08482, HELIO_08479	DANRE11468, DANRE24018, DANRE24019, DANRE27344, DANRE27343, DANRE27345, DANRE02463, DANRE02464, DANRE18105, DANRE11683, DANRE11685, DANRE11684
OG0000759	HELIO_08744	DANRE42810, DANRE21337, DANRE23917, DANRE23918, DANRE26676, DANRE23361
OG0000760	HELIO_03123	DANRE30936, DANRE30935, DANRE02736, DANRE30934, DANRE30932, DANRE30933, DANRE25704, DANRE25702, DANRE25703, DANRE02738, DANRE02737
OG0000761	HELIO_06744, HELIO_05323	DANRE19286, DANRE19287, DANRE16971, DANRE16972, DANRE16973, DANRE21789
OG0000762	HELIO_04358	DANRE42699, DANRE28185
OG0000763	HELIO_12574	DANRE09639, DANRE00567, DANRE00568, DANRE00569, DANRE27052, DANRE27054, DANRE27053, DANRE39891, DANRE39892, DANRE39890, DANRE09704, DANRE09705
OG0000764	HELIO_05877	DANRE26556, DANRE35133
OG0000765	HELIO_01379	DANRE28403, DANRE40818, DANRE40819, DANRE40817, DANRE00580, DANRE00579
OG0000766	HELIO_09234, HELIO_02323, HELIO_06179	DANRE23752, DANRE09934, DANRE20922, DANRE00517, DANRE00514, DANRE00516, DANRE00515
OG0000768	HELIO_00359	DANRE31068, DANRE31072, DANRE31070, DANRE31069, DANRE31071, DANRE22256, DANRE22257, DANRE22874
OG0000772	HELIO_08462	DANRE07203, DANRE15796, DANRE15798, DANRE15797
OG0000774	HELIO_08849	DANRE26601, DANRE26600, DANRE26599, DANRE40140
OG0000774	HELIO_04009	DANRE17370, DANRE17371
OG0000774	HELIO_08272	DANRE39793, DANRE39792
OG0000775	HELIO_06059, HELIO_08032, HELIO_04698	DANRE10814, DANRE10813, DANRE33689, DANRE33688, DANRE33690, DANRE33691
OG0000777	HELIO_06142	DANRE29329, DANRE29328, DANRE36168, DANRE36169
OG0000778	HELIO_07926	DANRE41043, DANRE41041, DANRE41042
OG0000779	HELIO_11967	DANRE34815, DANRE34816, DANRE34817
OG0000779	HELIO_02465	DANRE22401, DANRE01681, DANRE01682, DANRE23289, DANRE23290, DANRE24330, DANRE24331
OG0000780	HELIO_08617	DANRE12112, DANRE12111
OG0000780	HELIO_08333	DANRE07895, DANRE07896, DANRE07897
OG0000782	HELIO_03195	DANRE28363, DANRE28364, DANRE21701, DANRE34593, DANRE34592, DANRE34595, DANRE34594, DANRE12747, DANRE12748, DANRE38505, DANRE38506
OG0000786	HELIO_02925	DANRE18615, DANRE40366, DANRE02142, DANRE36994, DANRE36995, DANRE36997, DANRE36996, DANRE22438, DANRE40590, DANRE19428, DANRE35094
OG0000787	HELIO_09002	DANRE19518, DANRE34015, DANRE19519, DANRE42974, DANRE05326, DANRE05325, DANRE05327, DANRE00057, DANRE33402
OG0000788	HELIO_09954	DANRE38685, DANRE38687, DANRE38686, DANRE30771, DANRE30772, DANRE38688
OG0000788	HELIO_02295	DANRE40624, DANRE40626, DANRE40623, DANRE40625, DANRE28277, DANRE21678
OG0000790	HELIO_01517	DANRE21670, DANRE21671, DANRE28284
OG0000791	HELIO_07748	DANRE26678, DANRE24509, DANRE24508, DANRE24505, DANRE24506, DANRE35507, DANRE15367, DANRE15368, DANRE41773
OG0000792	HELIO_05838	DANRE09524
OG0000792	HELIO_03909	DANRE33671, DANRE33670, DANRE01288, DANRE01289, DANRE01287
OG0000793	HELIO_04742	DANRE13974, DANRE19092, DANRE39166, DANRE39164, DANRE39165, DANRE25017, DANRE25016, DANRE25015, DANRE21768, DANRE25958, DANRE13450
OG0000794	HELIO_08580	DANRE29799, DANRE29798, DANRE29797
OG0000797	HELIO_10217	DANRE20533, DANRE15819, DANRE15818, DANRE15820, DANRE07326, DANRE07327, DANRE07328
OG0000798	HELIO_09953	DANRE29060, DANRE29059, DANRE29061, DANRE03069, DANRE28964, DANRE28965, DANRE28966
OG0000799	HELIO_12010	DANRE22127, DANRE22128, DANRE00706, DANRE00705, DANRE39398, DANRE00648, DANRE00645, DANRE00647, DANRE43147, DANRE00646, DANRE15975
OG0000800	HELIO_11766	DANRE11295
OG0000801	HELIO_05282	DANRE39090, DANRE39091, DANRE39092, DANRE25011, DANRE25012, DANRE33247
OG0000802	HELIO_00036	DANRE36485, DANRE28869, DANRE35651, DANRE02087, DANRE30241, DANRE20938, DANRE07777, DANRE17566, DANRE11046, DANRE11047, DANRE26779, DANRE39552, DANRE34339
OG0000803	HELIO_01765	DANRE25471, DANRE25473, DANRE25474, DANRE25472, DANRE30693, DANRE25476, DANRE25477
OG0000809	HELIO_01972	DANRE26639, DANRE26638, DANRE26637, DANRE40060, DANRE40059, DANRE40058, DANRE27835, DANRE27833, DANRE27834, DANRE27836, DANRE21723, DANRE21722, DANRE34758, DANRE01481
OG0000810	HELIO_02012	DANRE40004, DANRE40006
OG0000810	HELIO_12250	DANRE42578, DANRE10213, DANRE10212, DANRE13584
OG0000811	HELIO_10537, HELIO_06569, HELIO_08177, HELIO_04124	DANRE12416
OG0000813	HELIO_06105, HELIO_05174	DANRE04584, DANRE04587, DANRE04586, DANRE04588, DANRE04585
OG0000814	HELIO_12587	DANRE12157, DANRE12158
OG0000814	HELIO_12586, HELIO_06788	DANRE09168
OG0000815	HELIO_02679	DANRE00098
OG0000815	HELIO_00716	DANRE41498, DANRE41497, DANRE41499, DANRE23900, DANRE23901
OG0000816	HELIO_09415	DANRE37152, DANRE37153, DANRE05255, DANRE07950, DANRE07951
OG0000816	HELIO_05766	DANRE07371, DANRE07372, DANRE05100, DANRE05101
OG0000817	HELIO_10156	DANRE01758
OG0000817	HELIO_06308	DANRE11205
OG0000818	HELIO_09790	DANRE30363, DANRE03542, DANRE30362, DANRE30382, DANRE30381, DANRE30383, DANRE04067, DANRE30364, DANRE04066, DANRE04068, DANRE09086
OG0000819	HELIO_01104	DANRE38928
OG0000819	HELIO_11548	DANRE07898, DANRE20294
OG0000820	HELIO_08795	DANRE23344, DANRE23345
OG0000821	HELIO_02025	DANRE32584, DANRE15416, DANRE16288
OG0000822	HELIO_08036	DANRE30577
OG0000822	HELIO_00217	DANRE31114, DANRE38261
OG0000824	HELIO_00999	DANRE08292, DANRE43285, DANRE20331, DANRE20334, DANRE20330, DANRE20333, DANRE20332, DANRE20337, DANRE20335, DANRE20336, DANRE08291
OG0000825	HELIO_05366	DANRE07340, DANRE41557, DANRE41558, DANRE41559, DANRE06476
OG0000825	HELIO_00080, HELIO_08583	DANRE22278, DANRE12609
OG0000826	HELIO_04619	DANRE17140, DANRE17142, DANRE17141, DANRE17139
OG0000827	HELIO_06494	DANRE19411, DANRE34859
OG0000828	HELIO_02812	DANRE38353, DANRE39520
OG0000828	HELIO_08756	DANRE00140, DANRE00141
OG0000829	HELIO_06164	DANRE05736, DANRE05737, DANRE00627, DANRE00626, DANRE34022, DANRE06193, DANRE06192, DANRE04909, DANRE04910, DANRE04911
OG0000831	HELIO_07082	DANRE26783, DANRE26781, DANRE26782, DANRE26784, DANRE35520, DANRE35516, DANRE35517, DANRE35519, DANRE35518
OG0000833	HELIO_03677, HELIO_04782	DANRE02148, DANRE27648, DANRE27649, DANRE30183, DANRE30182, DANRE30181, DANRE30184, DANRE22222, DANRE22221, DANRE22223, DANRE39989, DANRE39990, DANRE39991, DANRE39987
OG0000834	HELIO_06529	DANRE17497, DANRE17498, DANRE17499
OG0000835	HELIO_04941	DANRE25485, DANRE25483, DANRE25484, DANRE25486, DANRE39305, DANRE39304, DANRE30989, DANRE12459, DANRE12460, DANRE12456
OG0000836	HELIO_03410	DANRE38367, DANRE38368, DANRE38370, DANRE38369, DANRE24933, DANRE24934, DANRE24935, DANRE21462, DANRE21461
OG0000837	HELIO_06103	DANRE14993, DANRE14992, DANRE14994, DANRE14991, DANRE16122, DANRE05269, DANRE05270, DANRE22660
OG0000838	HELIO_00849	DANRE39874, DANRE20662, DANRE39873, DANRE31334
OG0000841	HELIO_01420	DANRE13645, DANRE13646, DANRE13648, DANRE13647, DANRE13644, DANRE12852, DANRE18521, DANRE01048, DANRE01047
OG0000842	HELIO_07760	DANRE21395, DANRE21394, DANRE42073, DANRE42074, DANRE02620, DANRE02619, DANRE00091, DANRE00092, DANRE29911, DANRE29912, DANRE24170, DANRE24168, DANRE28182, DANRE28183
OG0000844	HELIO_12719	DANRE22983, DANRE09466, DANRE14008, DANRE14007, DANRE43013, DANRE43012, DANRE26776, DANRE26775, DANRE08927, DANRE08928, DANRE08926
OG0000847	HELIO_07547	DANRE33537, DANRE29369, DANRE29370
OG0000848	HELIO_03626	DANRE01096, DANRE16221, DANRE06726
OG0000848	HELIO_01690	DANRE38510, DANRE12738, DANRE00454, DANRE00457
OG0000849	HELIO_02567	DANRE40416, DANRE40418, DANRE20686, DANRE20687
OG0000850	HELIO_09938	DANRE27632, DANRE21524, DANRE21523, DANRE21522
OG0000850	HELIO_06017	DANRE05783, DANRE05782
OG0000851	HELIO_11326	DANRE41550, DANRE41551, DANRE41552, DANRE35899, DANRE35901, DANRE35900, DANRE16797, DANRE16796
OG0000852	HELIO_03095	DANRE08986, DANRE13970
OG0000852	HELIO_01058	DANRE23607, DANRE23608, DANRE15093
OG0000855	HELIO_00071	DANRE33341, DANRE07887, DANRE07886
OG0000857	HELIO_09917	DANRE37002, DANRE22445, DANRE25005, DANRE25488, DANRE39308
OG0000858	HELIO_11496	DANRE43035
OG0000858	HELIO_09884	DANRE41857
OG0000858	HELIO_10581	DANRE41856, DANRE35001
OG0000860	HELIO_06728, HELIO_10827, HELIO_04489	DANRE30283, DANRE30281, DANRE30282, DANRE30280, DANRE39844, DANRE39843, DANRE19228, DANRE19229, DANRE19230, DANRE39966, DANRE39967
OG0000866	HELIO_06913	DANRE08582, DANRE21424
OG0000868	HELIO_01384	DANRE18972, DANRE11567, DANRE11568, DANRE18971, DANRE18970
OG0000869	HELIO_09192	DANRE22964, DANRE22963, DANRE22965
OG0000869	HELIO_12015	DANRE33411
OG0000871	HELIO_05455, HELIO_10685, HELIO_01060	DANRE07004, DANRE07003
OG0000871	HELIO_09841	DANRE21971, DANRE21970, DANRE21972
OG0000872	HELIO_10138	DANRE25284, DANRE12354, DANRE25283, DANRE25280, DANRE25282, DANRE25281
OG0000873	HELIO_12140	DANRE12209
OG0000875	HELIO_11887	DANRE18885, DANRE18882, DANRE28204, DANRE28280, DANRE28203, DANRE28205, DANRE28207, DANRE28206, DANRE28208, DANRE28209
OG0000877	HELIO_03881	DANRE41354, DANRE41352, DANRE41353
OG0000878	HELIO_09652	DANRE12359
OG0000878	HELIO_11704	DANRE09130, DANRE09132, DANRE09131, DANRE09133, DANRE09129
OG0000879	HELIO_12212, HELIO_12213	DANRE23042, DANRE35784
OG0000880	HELIO_01486	DANRE36759, DANRE36756, DANRE36757, DANRE02294, DANRE30872, DANRE30873, DANRE22569, DANRE22571, DANRE22570, DANRE22568
OG0000881	HELIO_08698	DANRE09222, DANRE13840, DANRE09221
OG0000881	HELIO_01944	DANRE34673, DANRE34674, DANRE07926, DANRE07927
OG0000882	HELIO_12401	DANRE23952, DANRE23953, DANRE23954, DANRE37050, DANRE37049, DANRE18776, DANRE18775, DANRE18777, DANRE18779, DANRE18778, DANRE18774, DANRE15120, DANRE15121
OG0000887	HELIO_02768	DANRE24480
OG0000888	HELIO_05889	DANRE13975, DANRE09386, DANRE28309
OG0000888	HELIO_01489	DANRE33990, DANRE33989
OG0000889	HELIO_04264, HELIO_00210	DANRE17250, DANRE17249
OG0000893	HELIO_04931, HELIO_07627	DANRE40482, DANRE21302, DANRE36979, DANRE25838, DANRE25839, DANRE25837, DANRE25840, DANRE36977
OG0000894	HELIO_06317	DANRE16233
OG0000894	HELIO_06932	DANRE03636, DANRE03637, DANRE28552, DANRE28558, DANRE28553, DANRE28559, DANRE30057
OG0000896	HELIO_12759	DANRE27183
OG0000896	HELIO_06843	DANRE18365, DANRE18364, DANRE00892, DANRE00891, DANRE08958, DANRE08959
OG0000897	HELIO_09055	DANRE26250, DANRE26251
OG0000897	HELIO_12050	DANRE36838, DANRE40514, DANRE40513
OG0000898	HELIO_04279	DANRE24566, DANRE26708, DANRE26706, DANRE26707, DANRE28890
OG0000899	HELIO_09464	DANRE08949, DANRE33862, DANRE33861, DANRE39281, DANRE06731, DANRE06730, DANRE20516
OG0000904	HELIO_11725, HELIO_04556	DANRE20075, DANRE20074, DANRE06232, DANRE06231, DANRE05115, DANRE05114
OG0000905	HELIO_07570	DANRE25795, DANRE38944, DANRE25791, DANRE25774
OG0000906	HELIO_00505	DANRE19263
OG0000907	HELIO_12545	DANRE26506, DANRE21488, DANRE21486, DANRE21487
OG0000908	HELIO_00145	DANRE11316, DANRE40986
OG0000908	HELIO_11059	DANRE05335
OG0000909	HELIO_00246	DANRE15298, DANRE18633, DANRE18637, DANRE18636, DANRE18635, DANRE18634, DANRE10754, DANRE10755, DANRE43244, DANRE43245, DANRE05844, DANRE05846, DANRE05845
OG0000911	HELIO_10858	DANRE29022, DANRE29023, DANRE03444, DANRE03443
OG0000912	HELIO_10841	DANRE33561, DANRE22054, DANRE22055, DANRE06461, DANRE15983
OG0000912	HELIO_12695, HELIO_12697	DANRE20310, DANRE20311, DANRE08249, DANRE08250
OG0000913	HELIO_06048	DANRE06706, DANRE08772
OG0000915	HELIO_03730	DANRE23018, DANRE23019, DANRE22768, DANRE22767, DANRE30961, DANRE30962, DANRE36707, DANRE36706, DANRE02290, DANRE12496, DANRE12495
OG0000921	HELIO_03668	DANRE39952
OG0000923	HELIO_06362	DANRE01690
OG0000925	HELIO_09608	DANRE00252, DANRE00256, DANRE00255, DANRE00250, DANRE00254, DANRE00253, DANRE00251
OG0000925	HELIO_02417	DANRE37121, DANRE37119, DANRE42422, DANRE42421, DANRE42420, DANRE37120
OG0000926	HELIO_00674, HELIO_04672	DANRE09184
OG0000928	HELIO_10500, HELIO_10501, HELIO_01658	DANRE27687, DANRE27688, DANRE21003, DANRE24965, DANRE24966, DANRE39163
OG0000929	HELIO_11603, HELIO_11221	DANRE20492, DANRE38022, DANRE24269, DANRE35282, DANRE35283, DANRE35284, DANRE38021, DANRE38020, DANRE18912, DANRE18914, DANRE18915, DANRE15012, DANRE15013, DANRE15014, DANRE15011
OG0000931	HELIO_09729	DANRE11180, DANRE11181
OG0000932	HELIO_12492	DANRE39656, DANRE39655, DANRE01028, DANRE01027
OG0000932	HELIO_07928	DANRE07573, DANRE07574
OG0000934	HELIO_01254	DANRE41926, DANRE41925, DANRE41924, DANRE41923, DANRE17314, DANRE17315
OG0000934	HELIO_02606	DANRE20665, DANRE40437, DANRE31439
OG0000935	HELIO_05900	DANRE20955, DANRE28333, DANRE28334, DANRE12377, DANRE12378, DANRE37563, DANRE37564, DANRE08991, DANRE13968, DANRE13967, DANRE21030, DANRE42779
OG0000936	HELIO_12637	DANRE22478, DANRE36646
OG0000943	HELIO_02892	DANRE40729, DANRE40731, DANRE40730
OG0000944	HELIO_00838, HELIO_00839	DANRE24388, DANRE24387, DANRE01130, DANRE01129, DANRE06809, DANRE06354, DANRE33796, DANRE33797
OG0000945	HELIO_12211, HELIO_09173	DANRE38573, DANRE38572, DANRE38571, DANRE34411, DANRE10577
OG0000946	HELIO_00131	DANRE38953, DANRE31325
OG0000947	HELIO_05356	DANRE35473, DANRE35472, DANRE42151, DANRE42150, DANRE42152, DANRE24883, DANRE24884, DANRE24882, DANRE28260
OG0000947	HELIO_05079	DANRE10215, DANRE13579, DANRE42580, DANRE42579
OG0000949	HELIO_03725	DANRE19441, DANRE14249, DANRE07012, DANRE15300, DANRE15301, DANRE11410, DANRE11409, DANRE18632, DANRE18631, DANRE18630, DANRE10756
OG0000951	HELIO_12483	DANRE10417, DANRE10418, DANRE10419, DANRE26017, DANRE26018
OG0000952	HELIO_10871	DANRE20478, DANRE20479, DANRE19201, DANRE19202
OG0000952	HELIO_06071	DANRE06605, DANRE06606, DANRE06604, DANRE19204, DANRE19206, DANRE19205
OG0000953	HELIO_10829, HELIO_11999, HELIO_00087	DANRE19601, DANRE13570, DANRE09947, DANRE02820
OG0000954	HELIO_08553	DANRE35837
OG0000954	HELIO_10186	DANRE29087
OG0000955	HELIO_03286	DANRE16947, DANRE34598
OG0000955	HELIO_07820	DANRE06010
OG0000957	HELIO_09500	DANRE20983, DANRE20984, DANRE34585, DANRE34586
OG0000960	HELIO_04120	DANRE38907, DANRE38906, DANRE38905, DANRE12544, DANRE12542, DANRE12541, DANRE12543, DANRE36890
OG0000963	HELIO_01247	DANRE21554, DANRE21556, DANRE28340, DANRE21555
OG0000963	HELIO_02112	DANRE40847, DANRE23590
OG0000965	HELIO_02433, HELIO_01613	DANRE07376
OG0000965	HELIO_02543	DANRE37868
OG0000966	HELIO_12553	DANRE07644, DANRE07643, DANRE19847, DANRE40850, DANRE40851, DANRE01429, DANRE01426, DANRE01428, DANRE01427, DANRE01430
OG0000967	HELIO_05380	DANRE00803
OG0000967	HELIO_03536, HELIO_01717	DANRE03536, DANRE03535, DANRE11311, DANRE11310, DANRE11308, DANRE11309
OG0000968	HELIO_03389	DANRE38451, DANRE38450, DANRE30677, DANRE26106
OG0000969	HELIO_04198, HELIO_02734	DANRE09864
OG0000970	HELIO_01898	DANRE33493, DANRE19214
OG0000972	HELIO_03437	DANRE40936, DANRE40935, DANRE40933, DANRE40932
OG0000972	HELIO_10088, HELIO_10089	DANRE33608, DANRE33609, DANRE33606, DANRE33607, DANRE33610
OG0000973	HELIO_11192	DANRE14561, DANRE14560, DANRE14559
OG0000974	HELIO_11927, HELIO_03653, HELIO_04736	DANRE20581
OG0000978	HELIO_07153	DANRE27024, DANRE37180, DANRE24849, DANRE24850, DANRE27022, DANRE27023, DANRE27021, DANRE37039, DANRE37040, DANRE40773, DANRE40772, DANRE38576
OG0000979	HELIO_10893, HELIO_10640, HELIO_04188	DANRE05220, DANRE05219
OG0000981	HELIO_10861	DANRE18988
OG0000982	HELIO_07584	DANRE21553, DANRE28338, DANRE28339, DANRE14101, DANRE09208, DANRE39834, DANRE00506, DANRE00508, DANRE00507, DANRE00509
OG0000985	HELIO_01102	DANRE04256, DANRE05103, DANRE05104, DANRE00260, DANRE00259, DANRE00261, DANRE06266, DANRE06267
OG0000987	HELIO_01520	DANRE23844, DANRE23846, DANRE23845, DANRE28109, DANRE28108, DANRE28110, DANRE36582, DANRE23126, DANRE02985, DANRE02984, DANRE42848, DANRE42847
OG0000988	HELIO_06322	DANRE35176, DANRE19094, DANRE19093, DANRE23487, DANRE23486, DANRE23488, DANRE40003
OG0000992	HELIO_10125	DANRE30487, DANRE03990, DANRE03996, DANRE03997, DANRE03994
OG0000992	HELIO_02780	DANRE10562, DANRE10561, DANRE12136
OG0000994	HELIO_02373	DANRE17301
OG0000994	HELIO_07661	DANRE01452, DANRE01451
OG0000995	HELIO_03487, HELIO_06963	DANRE16841, DANRE16843, DANRE16842, DANRE28496, DANRE28497, DANRE28495, DANRE28997, DANRE28996, DANRE03052, DANRE03050, DANRE03051, DANRE24818, DANRE24817
OG0000996	HELIO_08470	DANRE33745, DANRE33744, DANRE06309, DANRE24287, DANRE26741, DANRE26742, DANRE26739, DANRE26738, DANRE26740
OG0000999	HELIO_05906	DANRE29607, DANRE29608, DANRE24716, DANRE38934, DANRE38936, DANRE25765, DANRE25766, DANRE12419, DANRE12421, DANRE12420
OG0001000	HELIO_11748	DANRE42296, DANRE42294, DANRE42295, DANRE07070, DANRE07071
OG0001001	HELIO_03180, HELIO_03179	DANRE00734, DANRE00733, DANRE37957, DANRE37956
OG0001001	HELIO_08058	DANRE37124, DANRE37123, DANRE42439, DANRE42438, DANRE37122
OG0001002	HELIO_11589	DANRE38706, DANRE38705
OG0001003	HELIO_03157, HELIO_03158	DANRE40912, DANRE40913, DANRE40910, DANRE40914, DANRE40911, DANRE34619, DANRE34618
OG0001005	HELIO_11378	DANRE36798, DANRE36796, DANRE36795, DANRE01792, DANRE01791
OG0001006	HELIO_12602	DANRE15473
OG0001006	HELIO_03139	DANRE40023, DANRE00151, DANRE27457
OG0001007	HELIO_09775	DANRE40668
OG0001008	HELIO_10518	DANRE31459
OG0001009	HELIO_05966	DANRE10781, DANRE14714, DANRE14715
OG0001016	HELIO_06921	DANRE23809, DANRE23808
OG0001016	HELIO_03156	DANRE24167, DANRE28181, DANRE24165, DANRE24166
OG0001017	HELIO_05638	DANRE23148, DANRE23147, DANRE23146, DANRE23149
OG0001017	HELIO_05629	DANRE23925, DANRE23924, DANRE26677, DANRE23145
OG0001018	HELIO_02325	DANRE16608, DANRE16609
OG0001018	HELIO_10601	DANRE11146, DANRE11145
OG0001021	HELIO_12585	DANRE11742, DANRE11741, DANRE11743, DANRE11744
OG0001022	HELIO_07003	DANRE41837, DANRE41838, DANRE41840, DANRE41841, DANRE41839, DANRE37109, DANRE06745, DANRE06746
OG0001023	HELIO_03660	DANRE30665, DANRE30666, DANRE38254, DANRE38252, DANRE22441, DANRE43297, DANRE43298, DANRE22443, DANRE37001, DANRE37000, DANRE36998, DANRE36999, DANRE03679, DANRE03680, DANRE38253, DANRE38255
OG0001026	HELIO_01202	DANRE24755, DANRE36129, DANRE36130, DANRE29853
OG0001027	HELIO_03833, HELIO_00869	DANRE31125, DANRE31123, DANRE31124
OG0001028	HELIO_12036	DANRE21742, DANRE21744, DANRE21743, DANRE12753, DANRE12754, DANRE12752, DANRE38499
OG0001029	HELIO_12058	DANRE12697, DANRE37177
OG0001029	HELIO_00445	DANRE33751, DANRE33752, DANRE09031, DANRE13693
OG0001030	HELIO_02439	DANRE21685, DANRE28353
OG0001030	HELIO_10962	DANRE17793, DANRE05538, DANRE16720, DANRE16719, DANRE16721, DANRE05568, DANRE05569
OG0001031	HELIO_05592	DANRE05231
OG0001032	HELIO_01696	DANRE18300, DANRE18301, DANRE16885, DANRE16886, DANRE29809, DANRE34198, DANRE34199, DANRE39614
OG0001033	HELIO_09215	DANRE34683, DANRE19218, DANRE35345
OG0001033	HELIO_06818	DANRE02095, DANRE40162
OG0001034	HELIO_08529, HELIO_10699	DANRE27197, DANRE29926, DANRE29925, DANRE29927, DANRE24705, DANRE27195, DANRE27196, DANRE23974, DANRE23976, DANRE23973, DANRE23975
OG0001036	HELIO_01681	DANRE22470, DANRE22471, DANRE22469, DANRE10595, DANRE15083, DANRE15084, DANRE10596
