Orthogroup	HELIO_ok	STRPU_ok
OG0000175	HELIO_05633	STRPU_02319, STRPU_12738
OG0000175	HELIO_11471	STRPU_24563
OG0000178	HELIO_00055	STRPU_16626, STRPU_22546, STRPU_17681
OG0000178	HELIO_05603	STRPU_03687, STRPU_17759, STRPU_22311, STRPU_22312, STRPU_22331
OG0000178	HELIO_11187	STRPU_14447, STRPU_14430
OG0000178	HELIO_09694	STRPU_17538
OG0000178	HELIO_07911	STRPU_06580
OG0000178	HELIO_06552	STRPU_06517, STRPU_06739, STRPU_06582, STRPU_06518
OG0000179	HELIO_05015	STRPU_04627, STRPU_04649
OG0000179	HELIO_04929	STRPU_00166, STRPU_27037, STRPU_27036
OG0000179	HELIO_05097	STRPU_25919
OG0000179	HELIO_08122	STRPU_05514
OG0000180	HELIO_02577	STRPU_10956, STRPU_10954
OG0000180	HELIO_00465	STRPU_00448, STRPU_00335
OG0000180	HELIO_01953	STRPU_10999, STRPU_00338
OG0000180	HELIO_06507	STRPU_16318, STRPU_16299, STRPU_00337, STRPU_10998
OG0000180	HELIO_01590, HELIO_01591	STRPU_10518
OG0000180	HELIO_10517	STRPU_10517
OG0000180	HELIO_01389	STRPU_10957
OG0000181	HELIO_04096	STRPU_01089, STRPU_24210
OG0000181	HELIO_03744	STRPU_22671
OG0000181	HELIO_11084	STRPU_21403
OG0000181	HELIO_06953	STRPU_21400, STRPU_21401
OG0000181	HELIO_10771	STRPU_15658, STRPU_15675
OG0000181	HELIO_03461	STRPU_02398, STRPU_13672
OG0000181	HELIO_03460	STRPU_13671, STRPU_02399
OG0000182	HELIO_01767	STRPU_14590
OG0000182	HELIO_06024	STRPU_00923
OG0000183	HELIO_03106, HELIO_07785	STRPU_21811
OG0000183	HELIO_12279	STRPU_03432
OG0000183	HELIO_02987	STRPU_03075
OG0000184	HELIO_10532	STRPU_19910
OG0000184	HELIO_07715	STRPU_19909
OG0000184	HELIO_02452	STRPU_13544
OG0000184	HELIO_01146	STRPU_09379, STRPU_01577
OG0000184	HELIO_07473	STRPU_09378, STRPU_01581, STRPU_09376
OG0000184	HELIO_06162	STRPU_20399
OG0000184	HELIO_04571	STRPU_20205
OG0000184	HELIO_04383	STRPU_19370
OG0000185	HELIO_02917	STRPU_13433
OG0000185	HELIO_08141	STRPU_25410
OG0000185	HELIO_12016	STRPU_01114, STRPU_24185
OG0000186	HELIO_05733	STRPU_26874
OG0000186	HELIO_02314	STRPU_17963
OG0000186	HELIO_02377	STRPU_21692, STRPU_21757
OG0000187	HELIO_07716	STRPU_01685
OG0000187	HELIO_01278	STRPU_23553
OG0000187	HELIO_00035	STRPU_02716
OG0000188	HELIO_00938, HELIO_03766	STRPU_24681
OG0000188	HELIO_10975	STRPU_04042
OG0000189	HELIO_07994	STRPU_03071
OG0000190	HELIO_05566	STRPU_05009
OG0000190	HELIO_11948	STRPU_05290
OG0000190	HELIO_07780	STRPU_05224
OG0000190	HELIO_00306	STRPU_18701
OG0000190	HELIO_06090	STRPU_05454
OG0000190	HELIO_11399	STRPU_01286, STRPU_18227
OG0000190	HELIO_02473	STRPU_08206, STRPU_08205, STRPU_08204, STRPU_18706, STRPU_18692
OG0000190	HELIO_08629	STRPU_24929
OG0000192	HELIO_08116	STRPU_07493
OG0000192	HELIO_04385	STRPU_18443, STRPU_18409
OG0000192	HELIO_03071	STRPU_19951
OG0000192	HELIO_03155	STRPU_25396
OG0000192	HELIO_03349	STRPU_08187
OG0000194	HELIO_04375	STRPU_06136, STRPU_06137
OG0000194	HELIO_03596	STRPU_05974, STRPU_06736
OG0000194	HELIO_05547	STRPU_06599, STRPU_06600, STRPU_06597, STRPU_06598
OG0000194	HELIO_11820	STRPU_05970
OG0000194	HELIO_06680	STRPU_05972
OG0000194	HELIO_07417	STRPU_06442
OG0000195	HELIO_05982	STRPU_06815
OG0000195	HELIO_02698	STRPU_10942
OG0000195	HELIO_03662	STRPU_10980, STRPU_10944
OG0000195	HELIO_03270	STRPU_11087
OG0000195	HELIO_05691	STRPU_11086
OG0000195	HELIO_11757	STRPU_10939, STRPU_10941, STRPU_10940
OG0000195	HELIO_06118	STRPU_10458
OG0000196	HELIO_02814	STRPU_08364, STRPU_27311
OG0000197	HELIO_06777	STRPU_20876, STRPU_20839
OG0000197	HELIO_03671	STRPU_25764
OG0000197	HELIO_03884	STRPU_14405
OG0000198	HELIO_07810	STRPU_19033, STRPU_00457, STRPU_19032, STRPU_00458
OG0000198	HELIO_01341	STRPU_19029, STRPU_00463
OG0000198	HELIO_03952	STRPU_26103, STRPU_26116
OG0000198	HELIO_05133	STRPU_18318, STRPU_01128
OG0000198	HELIO_07029	STRPU_19081
OG0000198	HELIO_04537	STRPU_07727, STRPU_07724, STRPU_07728, STRPU_18896, STRPU_18894, STRPU_18895, STRPU_07729, STRPU_26708, STRPU_26706, STRPU_26710, STRPU_26704
OG0000200	HELIO_04424	STRPU_06791
OG0000201	HELIO_03794	STRPU_08330
OG0000201	HELIO_11591	STRPU_14222
OG0000201	HELIO_09400	STRPU_14748
OG0000202	HELIO_09483	STRPU_10193
OG0000202	HELIO_08601	STRPU_10194
OG0000203	HELIO_11397	STRPU_24292
OG0000203	HELIO_01088	STRPU_10908
OG0000203	HELIO_02460	STRPU_10827
OG0000204	HELIO_05116	STRPU_10936
OG0000204	HELIO_05845	STRPU_11647, STRPU_01303
OG0000205	HELIO_00076	STRPU_21337
OG0000205	HELIO_00236	STRPU_24168
OG0000205	HELIO_00235	STRPU_01859, STRPU_03971
OG0000205	HELIO_07450	STRPU_13489
OG0000206	HELIO_05908	STRPU_26628
OG0000206	HELIO_09072	STRPU_14534, STRPU_14533, STRPU_01077, STRPU_24228, STRPU_24227
OG0000206	HELIO_05036	STRPU_26625, STRPU_10708, STRPU_10715, STRPU_20227, STRPU_20226
OG0000206	HELIO_06863	STRPU_19604, STRPU_19566, STRPU_19469, STRPU_19478, STRPU_19474, STRPU_19607, STRPU_19572, STRPU_19565, STRPU_19606, STRPU_19574, STRPU_19569, STRPU_19472
OG0000207	HELIO_04136	STRPU_02190, STRPU_09226
OG0000207	HELIO_01226	STRPU_10587
OG0000207	HELIO_01015	STRPU_12464, STRPU_12640, STRPU_12639
OG0000207	HELIO_08023	STRPU_25640
OG0000207	HELIO_10947	STRPU_02462, STRPU_13603, STRPU_25406, STRPU_02460
OG0000207	HELIO_04894	STRPU_06266, STRPU_06310
OG0000207	HELIO_01091	STRPU_16641
OG0000208	HELIO_06822	STRPU_05300, STRPU_05299
OG0000208	HELIO_08975	STRPU_14840
OG0000209	HELIO_06825	STRPU_04861
OG0000209	HELIO_09875	STRPU_02334
OG0000210	HELIO_02498	STRPU_18344
OG0000210	HELIO_10527	STRPU_19157
OG0000210	HELIO_02703	STRPU_19341
OG0000210	HELIO_08784	STRPU_18682
OG0000210	HELIO_03933	STRPU_23511
OG0000210	HELIO_12121	STRPU_06342
OG0000211	HELIO_11401	STRPU_02785
OG0000211	HELIO_09853	STRPU_18014
OG0000211	HELIO_00554	STRPU_21779
OG0000211	HELIO_04759	STRPU_27150
OG0000211	HELIO_11035	STRPU_26341
OG0000213	HELIO_04918	STRPU_16684, STRPU_04165, STRPU_06341, STRPU_06295, STRPU_01746
OG0000213	HELIO_01073	STRPU_14616, STRPU_14634, STRPU_17429
OG0000213	HELIO_04313	STRPU_12595
OG0000213	HELIO_04336	STRPU_12596
OG0000213	HELIO_06549	STRPU_15554, STRPU_02245
OG0000215	HELIO_05873	STRPU_23803
OG0000215	HELIO_05161	STRPU_19208
OG0000215	HELIO_08147	STRPU_13574, STRPU_01594
OG0000215	HELIO_09554	STRPU_01595, STRPU_13575
OG0000216	HELIO_08130	STRPU_16440
OG0000216	HELIO_07240	STRPU_16095
OG0000218	HELIO_12321	STRPU_06428
OG0000218	HELIO_05067	STRPU_20377, STRPU_20378
OG0000219	HELIO_09873	STRPU_12416, STRPU_12311, STRPU_12418, STRPU_12425, STRPU_12305, STRPU_12377
OG0000219	HELIO_06148	STRPU_12362
OG0000219	HELIO_04262	STRPU_12306, STRPU_12336, STRPU_12365, STRPU_12334
OG0000219	HELIO_09874	STRPU_20326, STRPU_12920, STRPU_12887, STRPU_19158, STRPU_12890
OG0000219	HELIO_04010	STRPU_24097
OG0000220	HELIO_04722	STRPU_04095
OG0000220	HELIO_04300	STRPU_07403
OG0000220	HELIO_10035	STRPU_07402
OG0000220	HELIO_12042	STRPU_07401
OG0000220	HELIO_05776	STRPU_11837
OG0000220	HELIO_08506	STRPU_04617
OG0000221	HELIO_06860	STRPU_25006
OG0000221	HELIO_10767	STRPU_10448
OG0000221	HELIO_06340	STRPU_16065
OG0000222	HELIO_00099	STRPU_10704
OG0000222	HELIO_10967	STRPU_10948
OG0000222	HELIO_04924	STRPU_00387
OG0000222	HELIO_00113	STRPU_10706
OG0000223	HELIO_08605	STRPU_09834
OG0000223	HELIO_10674	STRPU_09833
OG0000223	HELIO_07967	STRPU_07084
OG0000225	HELIO_03666	STRPU_22829, STRPU_01990
OG0000225	HELIO_05507	STRPU_01991, STRPU_22830, STRPU_22831
OG0000225	HELIO_12455	STRPU_22388
OG0000226	HELIO_05355	STRPU_15493
OG0000226	HELIO_07871	STRPU_14272, STRPU_14288
OG0000226	HELIO_09435	STRPU_21277
OG0000227	HELIO_02891	STRPU_13886
OG0000227	HELIO_06498	STRPU_25172
OG0000227	HELIO_04590	STRPU_25142
OG0000228	HELIO_05990	STRPU_15282
OG0000228	HELIO_05988	STRPU_15283
OG0000228	HELIO_00779	STRPU_27417
OG0000228	HELIO_04342	STRPU_09112, STRPU_02078, STRPU_02081, STRPU_15309, STRPU_15298, STRPU_15296, STRPU_10933, STRPU_15295, STRPU_15308
OG0000228	HELIO_01855	STRPU_15294
OG0000228	HELIO_01856	STRPU_15307
OG0000229	HELIO_12626	STRPU_07750
OG0000229	HELIO_08788	STRPU_07293, STRPU_07277
OG0000229	HELIO_08327	STRPU_07294, STRPU_07280
OG0000230	HELIO_01183	STRPU_08039
OG0000230	HELIO_01434	STRPU_15060
OG0000230	HELIO_10443	STRPU_14962, STRPU_14992
OG0000231	HELIO_05053	STRPU_14890, STRPU_14891, STRPU_14829
OG0000231	HELIO_00476	STRPU_25853
OG0000232	HELIO_10566	STRPU_22340
OG0000232	HELIO_05160	STRPU_22784, STRPU_01942
OG0000233	HELIO_05580	STRPU_19457
OG0000233	HELIO_03649	STRPU_02747
OG0000233	HELIO_09993	STRPU_19351
OG0000234	HELIO_06356	STRPU_22182
OG0000234	HELIO_10361	STRPU_11520
OG0000235	HELIO_06198	STRPU_12526, STRPU_12500, STRPU_12529, STRPU_12612, STRPU_12606
OG0000235	HELIO_07273	STRPU_21863
OG0000236	HELIO_10807	STRPU_20268
OG0000236	HELIO_03897	STRPU_17818, STRPU_17826
OG0000236	HELIO_07442	STRPU_17694
OG0000236	HELIO_05040	STRPU_14010, STRPU_14013
OG0000238	HELIO_10889	STRPU_00959, STRPU_08862
OG0000238	HELIO_06126	STRPU_25260
OG0000238	HELIO_04152	STRPU_24519
OG0000239	HELIO_09847	STRPU_24683
OG0000239	HELIO_06585	STRPU_20505
OG0000239	HELIO_09876	STRPU_01873, STRPU_25188
OG0000240	HELIO_07617	STRPU_02509, STRPU_02512, STRPU_15130, STRPU_15129, STRPU_02510, STRPU_15131, STRPU_02513
OG0000240	HELIO_07345	STRPU_14915
OG0000240	HELIO_10762	STRPU_14932, STRPU_14933, STRPU_14931, STRPU_14929, STRPU_14926, STRPU_14927, STRPU_14925, STRPU_14934, STRPU_14924, STRPU_14939, STRPU_14935, STRPU_14972, STRPU_14936, STRPU_14940, STRPU_14973, STRPU_14937
OG0000242	HELIO_08165	STRPU_12016
OG0000242	HELIO_09942	STRPU_09149
OG0000242	HELIO_01488	STRPU_22571
OG0000243	HELIO_11310	STRPU_09837
OG0000243	HELIO_12522	STRPU_11707
OG0000243	HELIO_04607	STRPU_11882, STRPU_11927, STRPU_11921, STRPU_11880
OG0000244	HELIO_02491	STRPU_25421
OG0000244	HELIO_05724	STRPU_23304, STRPU_23303
OG0000244	HELIO_12702	STRPU_25990
OG0000245	HELIO_12327	STRPU_08920, STRPU_00618
OG0000245	HELIO_04665	STRPU_00617, STRPU_08919
OG0000246	HELIO_06641	STRPU_14570, STRPU_14461, STRPU_14460, STRPU_14442
OG0000246	HELIO_12542	STRPU_18045
OG0000246	HELIO_06797	STRPU_13463, STRPU_08832, STRPU_13464
OG0000246	HELIO_02441	STRPU_13465
OG0000248	HELIO_03449	STRPU_23659, STRPU_23683
OG0000248	HELIO_00693	STRPU_23774
OG0000248	HELIO_05570	STRPU_23777, STRPU_23776, STRPU_23775, STRPU_23778, STRPU_23779
OG0000249	HELIO_11329, HELIO_11328	STRPU_27055
OG0000250	HELIO_03230	STRPU_27110
OG0000250	HELIO_09216	STRPU_05823
OG0000250	HELIO_02167	STRPU_04285
OG0000250	HELIO_12457	STRPU_12654
OG0000251	HELIO_12261	STRPU_10552
OG0000251	HELIO_06621	STRPU_23433, STRPU_01004, STRPU_23432
OG0000251	HELIO_00192	STRPU_10551
OG0000251	HELIO_05418	STRPU_10619
OG0000252	HELIO_10322	STRPU_02979
OG0000252	HELIO_01737	STRPU_02978
OG0000253	HELIO_01992	STRPU_10055
OG0000253	HELIO_00180	STRPU_05276, STRPU_05260
OG0000253	HELIO_03976	STRPU_19027, STRPU_00465, STRPU_00466, STRPU_19026
OG0000253	HELIO_06989	STRPU_01848, STRPU_19299
OG0000253	HELIO_05223	STRPU_00472, STRPU_19021, STRPU_19900, STRPU_19875, STRPU_12276, STRPU_12272, STRPU_12226, STRPU_27047, STRPU_18799, STRPU_15266
OG0000255	HELIO_09865	STRPU_21343
OG0000255	HELIO_11786	STRPU_06497
OG0000255	HELIO_04587	STRPU_04137
OG0000255	HELIO_06197	STRPU_13419
OG0000255	HELIO_12461	STRPU_12912
OG0000255	HELIO_12238	STRPU_26210
OG0000255	HELIO_00118	STRPU_18620
OG0000255	HELIO_05381	STRPU_12953
OG0000255	HELIO_00573	STRPU_12950
OG0000256	HELIO_11169	STRPU_19461
OG0000256	HELIO_06584	STRPU_26901, STRPU_26900
OG0000256	HELIO_07024	STRPU_26902
OG0000256	HELIO_07406	STRPU_27111
OG0000256	HELIO_07937	STRPU_26544
OG0000257	HELIO_10210	STRPU_27378
OG0000257	HELIO_02598	STRPU_27217
OG0000257	HELIO_08653	STRPU_21726, STRPU_21661
OG0000257	HELIO_08223	STRPU_26405
OG0000258	HELIO_01832	STRPU_08780
OG0000258	HELIO_07834	STRPU_22696
OG0000258	HELIO_11938	STRPU_21352
OG0000260	HELIO_02123	STRPU_22982
OG0000260	HELIO_12046	STRPU_10375
OG0000261	HELIO_10678	STRPU_06507
OG0000263	HELIO_05578	STRPU_11794, STRPU_11796, STRPU_24741, STRPU_11795, STRPU_25015
OG0000263	HELIO_08363	STRPU_10074, STRPU_10138
OG0000263	HELIO_05846	STRPU_11410
OG0000263	HELIO_05963	STRPU_05097, STRPU_05176
OG0000263	HELIO_01532	STRPU_05500
OG0000263	HELIO_11244	STRPU_04915
OG0000263	HELIO_09948	STRPU_05896
OG0000264	HELIO_06166	STRPU_16489, STRPU_24278, STRPU_14703
OG0000264	HELIO_00079	STRPU_15247
OG0000264	HELIO_05616	STRPU_07584, STRPU_00669, STRPU_23531, STRPU_07585, STRPU_11697, STRPU_04073, STRPU_13469, STRPU_17705, STRPU_23450, STRPU_00670
OG0000265	HELIO_10981	STRPU_19907
OG0000265	HELIO_02949	STRPU_01912, STRPU_22756
OG0000266	HELIO_03171	STRPU_08664
OG0000266	HELIO_07829	STRPU_02197, STRPU_09232
OG0000268	HELIO_09456	STRPU_01485, STRPU_13763
OG0000268	HELIO_03044	STRPU_13180
OG0000268	HELIO_00992	STRPU_13298
OG0000268	HELIO_11907	STRPU_01482, STRPU_13766
OG0000269	HELIO_04242	STRPU_23724, STRPU_23726, STRPU_23727
OG0000269	HELIO_00195	STRPU_22775, STRPU_01934
OG0000270	HELIO_08940	STRPU_21206
OG0000270	HELIO_06083	STRPU_21835
OG0000270	HELIO_11284	STRPU_17089
OG0000270	HELIO_00681	STRPU_21143
OG0000271	HELIO_09337	STRPU_13269, STRPU_19512
OG0000271	HELIO_12202	STRPU_13270
OG0000271	HELIO_10271	STRPU_13735
OG0000271	HELIO_11250	STRPU_13553
OG0000272	HELIO_03137	STRPU_14820
OG0000272	HELIO_06926	STRPU_24826
OG0000273	HELIO_05150	STRPU_18566
OG0000273	HELIO_03083	STRPU_08558
OG0000273	HELIO_01650	STRPU_15406
OG0000273	HELIO_02819	STRPU_24051, STRPU_02609, STRPU_24050, STRPU_02610
OG0000274	HELIO_06815	STRPU_06824, STRPU_06548, STRPU_06547, STRPU_06530, STRPU_06569
OG0000274	HELIO_04008	STRPU_03139
OG0000275	HELIO_10629, HELIO_10630	STRPU_04166
OG0000275	HELIO_11881	STRPU_25903
OG0000275	HELIO_08804	STRPU_04542, STRPU_04524
OG0000276	HELIO_10129	STRPU_01913, STRPU_22757
OG0000276	HELIO_08171	STRPU_24105
OG0000276	HELIO_05072	STRPU_24107, STRPU_24106, STRPU_24108
OG0000276	HELIO_12000	STRPU_04892
OG0000277	HELIO_01369	STRPU_02244, STRPU_15555
OG0000277	HELIO_01920	STRPU_04283
OG0000279	HELIO_11586	STRPU_06592, STRPU_06551
OG0000279	HELIO_07460	STRPU_25524
OG0000280	HELIO_10700	STRPU_26995
OG0000280	HELIO_02582	STRPU_01760, STRPU_18069
OG0000281	HELIO_07402	STRPU_25743, STRPU_25744
OG0000281	HELIO_08563	STRPU_04322, STRPU_04292
OG0000282	HELIO_10802	STRPU_01499, STRPU_13749
OG0000282	HELIO_02090	STRPU_09980, STRPU_09957
OG0000282	HELIO_06080	STRPU_09543
OG0000284	HELIO_09271	STRPU_20352
OG0000284	HELIO_08507	STRPU_21046, STRPU_21045
OG0000284	HELIO_03356	STRPU_20354
OG0000284	HELIO_04011	STRPU_18787
OG0000285	HELIO_08936	STRPU_05159
OG0000285	HELIO_07805	STRPU_05080, STRPU_05158
OG0000285	HELIO_08935	STRPU_05775
OG0000285	HELIO_08587	STRPU_05157, STRPU_05079
OG0000287	HELIO_05533	STRPU_06869, STRPU_24134, STRPU_24135, STRPU_24133
OG0000287	HELIO_06539	STRPU_19617, STRPU_19699
OG0000288	HELIO_01393	STRPU_24377
OG0000289	HELIO_07121	STRPU_18786
OG0000289	HELIO_04864	STRPU_12560
OG0000289	HELIO_08142	STRPU_12562
OG0000290	HELIO_04625	STRPU_14180
OG0000290	HELIO_10703	STRPU_25679
OG0000290	HELIO_00049	STRPU_19878, STRPU_19853
OG0000290	HELIO_02831	STRPU_15764
OG0000290	HELIO_07100	STRPU_09816, STRPU_09820
OG0000291	HELIO_05041	STRPU_10223
OG0000291	HELIO_07291, HELIO_06521	STRPU_03725
OG0000292	HELIO_00017	STRPU_19614
OG0000293	HELIO_03483, HELIO_06809	STRPU_25937
OG0000294	HELIO_05058	STRPU_00635
OG0000295	HELIO_07292	STRPU_26613
OG0000295	HELIO_04234	STRPU_06225, STRPU_06205, STRPU_06691
OG0000295	HELIO_05051	STRPU_08402
OG0000296	HELIO_03893	STRPU_21796
OG0000296	HELIO_12440	STRPU_01171
OG0000296	HELIO_07957	STRPU_25535
OG0000297	HELIO_10152	STRPU_13522, STRPU_19416
OG0000297	HELIO_00500	STRPU_08803
OG0000297	HELIO_06867	STRPU_11660
OG0000297	HELIO_11184	STRPU_02095, STRPU_09123
OG0000297	HELIO_11616	STRPU_08680
OG0000298	HELIO_09048	STRPU_03245, STRPU_03282
OG0000298	HELIO_06605	STRPU_04034
OG0000298	HELIO_10723	STRPU_11700
OG0000298	HELIO_06582	STRPU_06763, STRPU_06775
OG0000298	HELIO_00726	STRPU_11729
OG0000298	HELIO_08819	STRPU_12014
OG0000299	HELIO_09503	STRPU_07501
OG0000300	HELIO_11563	STRPU_10441
OG0000300	HELIO_11637	STRPU_11404
OG0000301	HELIO_10571	STRPU_04835
OG0000301	HELIO_11537	STRPU_10372
OG0000301	HELIO_08461	STRPU_04579
OG0000302	HELIO_04163	STRPU_22541
OG0000302	HELIO_10153	STRPU_20033
OG0000302	HELIO_06390	STRPU_04969
OG0000302	HELIO_10727	STRPU_05664
OG0000302	HELIO_01169	STRPU_05340
OG0000302	HELIO_05782	STRPU_05339
OG0000303	HELIO_10932	STRPU_01752, STRPU_16777
OG0000305	HELIO_11091	STRPU_23290
OG0000305	HELIO_04494	STRPU_21971
OG0000305	HELIO_11371	STRPU_22779, STRPU_01937
OG0000306	HELIO_09402	STRPU_04181
OG0000307	HELIO_06509	STRPU_21784
OG0000307	HELIO_04052	STRPU_21608
OG0000308	HELIO_09361	STRPU_13191
OG0000308	HELIO_07835	STRPU_13968
OG0000308	HELIO_01621	STRPU_24752
OG0000308	HELIO_08987	STRPU_08810
OG0000308	HELIO_05751	STRPU_25229
OG0000309	HELIO_05101	STRPU_22639, STRPU_23489
OG0000309	HELIO_04153	STRPU_23465, STRPU_23467, STRPU_23466
OG0000310	HELIO_00168	STRPU_25676
OG0000310	HELIO_06381	STRPU_25769, STRPU_25768, STRPU_25786
OG0000310	HELIO_04123	STRPU_08819
OG0000310	HELIO_12468	STRPU_08721, STRPU_01455
OG0000310	HELIO_07977	STRPU_19424
OG0000310	HELIO_10589	STRPU_19517
OG0000312	HELIO_01538	STRPU_26934
OG0000312	HELIO_09957	STRPU_06464
OG0000312	HELIO_10360	STRPU_05481
OG0000313	HELIO_06905	STRPU_05794
OG0000313	HELIO_11614	STRPU_10597
OG0000313	HELIO_01266	STRPU_23132
OG0000314	HELIO_00525	STRPU_21176
OG0000314	HELIO_03371	STRPU_05385
OG0000315	HELIO_08178	STRPU_14641
OG0000315	HELIO_09319	STRPU_00855, STRPU_14065
OG0000315	HELIO_06387	STRPU_23166
OG0000316	HELIO_00705	STRPU_04688
OG0000316	HELIO_01356	STRPU_27381
OG0000316	HELIO_01799	STRPU_10737
OG0000316	HELIO_11514	STRPU_01026, STRPU_23411
OG0000316	HELIO_05676	STRPU_23297
OG0000317	HELIO_05129	STRPU_19895, STRPU_19868
OG0000317	HELIO_04312	STRPU_19997
OG0000317	HELIO_07279	STRPU_25286
OG0000317	HELIO_09420	STRPU_07276, STRPU_07292
OG0000318	HELIO_05867	STRPU_02511
OG0000319	HELIO_06272, HELIO_00545	STRPU_07205
OG0000319	HELIO_04456, HELIO_04612	STRPU_16775, STRPU_01745
OG0000320	HELIO_00242	STRPU_07019
OG0000321	HELIO_08196	STRPU_18694
OG0000321	HELIO_12621	STRPU_05283
OG0000321	HELIO_08301	STRPU_06234
OG0000322	HELIO_05399	STRPU_04953
OG0000322	HELIO_04398	STRPU_04955
OG0000322	HELIO_03829	STRPU_20644
OG0000322	HELIO_10830	STRPU_20642
OG0000322	HELIO_06778	STRPU_07689, STRPU_07702
OG0000323	HELIO_02185, HELIO_02184	STRPU_14332
OG0000323	HELIO_07979	STRPU_16538, STRPU_16558
OG0000323	HELIO_09877	STRPU_23717
OG0000324	HELIO_07602	STRPU_24650, STRPU_15620, STRPU_23686
OG0000324	HELIO_06417	STRPU_15652, STRPU_02859, STRPU_16046, STRPU_16202, STRPU_18354
OG0000324	HELIO_04716	STRPU_16655, STRPU_03039, STRPU_17771, STRPU_16587
OG0000324	HELIO_05325	STRPU_01755, STRPU_26865, STRPU_11641, STRPU_22155, STRPU_14159, STRPU_16879, STRPU_12364, STRPU_03159, STRPU_17144, STRPU_11642, STRPU_03030, STRPU_16327, STRPU_26638, STRPU_16580, STRPU_04657, STRPU_16585, STRPU_15619, STRPU_03123
OG0000325	HELIO_06906	STRPU_02606, STRPU_24055, STRPU_24053, STRPU_24056, STRPU_02607, STRPU_24052, STRPU_02608, STRPU_24059, STRPU_02603
OG0000325	HELIO_11175	STRPU_19929, STRPU_19930, STRPU_02597
OG0000325	HELIO_05922	STRPU_02598
OG0000325	HELIO_12606	STRPU_08106, STRPU_08104, STRPU_08118, STRPU_08103, STRPU_08120, STRPU_08119, STRPU_08107
OG0000325	HELIO_12089	STRPU_09355, STRPU_09356
OG0000326	HELIO_08613	STRPU_10867, STRPU_10847
OG0000328	HELIO_01493	STRPU_09472
OG0000328	HELIO_12519	STRPU_00813, STRPU_25547
OG0000329	HELIO_09475	STRPU_24162
OG0000330	HELIO_11289	STRPU_06826
OG0000330	HELIO_02354	STRPU_20452
OG0000330	HELIO_05125	STRPU_08264, STRPU_08262, STRPU_08269
OG0000330	HELIO_05025	STRPU_01103, STRPU_24195, STRPU_24194
OG0000330	HELIO_10817	STRPU_05779
OG0000330	HELIO_00687	STRPU_24124, STRPU_06559, STRPU_06540, STRPU_24117, STRPU_24113, STRPU_06557, STRPU_24121, STRPU_24092, STRPU_06558, STRPU_06541
OG0000333	HELIO_00226	STRPU_19697, STRPU_19618
OG0000335	HELIO_01713	STRPU_25854
OG0000336	HELIO_05440	STRPU_17174
OG0000336	HELIO_01287	STRPU_19802, STRPU_27404
OG0000338	HELIO_11240	STRPU_02251, STRPU_15548
OG0000338	HELIO_09261	STRPU_15357
OG0000338	HELIO_11115	STRPU_26051
OG0000339	HELIO_05723	STRPU_17596, STRPU_17598, STRPU_17599
OG0000339	HELIO_01207	STRPU_09857
OG0000340	HELIO_11048	STRPU_14456
OG0000340	HELIO_07400	STRPU_08512
OG0000340	HELIO_08522	STRPU_02114, STRPU_09148
OG0000340	HELIO_04846	STRPU_02113, STRPU_09147
OG0000341	HELIO_08174, HELIO_08173	STRPU_07163
OG0000342	HELIO_05929	STRPU_10696, STRPU_00548
OG0000343	HELIO_11255, HELIO_11254, HELIO_11253, HELIO_04075	STRPU_17122, STRPU_17107
OG0000344	HELIO_01783	STRPU_02479, STRPU_15100
OG0000345	HELIO_07592	STRPU_04481
OG0000345	HELIO_01838	STRPU_04484
OG0000345	HELIO_03828	STRPU_04781
OG0000345	HELIO_12171	STRPU_04803, STRPU_04808
OG0000345	HELIO_06324	STRPU_04681
OG0000345	HELIO_12314	STRPU_04121
OG0000347	HELIO_01124	STRPU_07760
OG0000347	HELIO_08035	STRPU_15526
OG0000347	HELIO_12619	STRPU_15465, STRPU_15476, STRPU_15468, STRPU_15467, STRPU_15478, STRPU_14439, STRPU_15462, STRPU_15461
OG0000347	HELIO_10918	STRPU_05185, STRPU_05105
OG0000348	HELIO_07059	STRPU_19985, STRPU_24171
OG0000349	HELIO_02776	STRPU_12247
OG0000349	HELIO_02602	STRPU_11674
OG0000349	HELIO_03916	STRPU_11916, STRPU_12249, STRPU_24104, STRPU_12252, STRPU_12251, STRPU_12253, STRPU_11748, STRPU_11912, STRPU_11874, STRPU_11875, STRPU_11914, STRPU_11877, STRPU_11917, STRPU_11915, STRPU_11876, STRPU_11913, STRPU_12225, STRPU_12250, STRPU_07037, STRPU_07039, STRPU_24713
OG0000350	HELIO_10069	STRPU_01096, STRPU_24203
OG0000350	HELIO_00597	STRPU_04713
OG0000350	HELIO_10189	STRPU_21630
OG0000350	HELIO_09346	STRPU_21631
OG0000352	HELIO_07849	STRPU_18690
OG0000352	HELIO_02109	STRPU_16144, STRPU_16137
OG0000352	HELIO_10654	STRPU_07149
OG0000353	HELIO_03865, HELIO_04423	STRPU_04265
OG0000355	HELIO_06533, HELIO_07010	STRPU_07665
OG0000356	HELIO_07250	STRPU_22510
OG0000356	HELIO_04896	STRPU_22515, STRPU_22514, STRPU_22513
OG0000356	HELIO_09257	STRPU_04112
OG0000357	HELIO_02302	STRPU_14591
OG0000357	HELIO_04303	STRPU_23598
OG0000358	HELIO_08162	STRPU_12011
OG0000358	HELIO_07934	STRPU_12205
OG0000358	HELIO_07992	STRPU_11811
OG0000358	HELIO_09698	STRPU_06142
