Orthogroup	OWEFU	CAEEL
OG0000786	OFUSG15626.2.p1, OFUSG15626.1.p1, OFUSG08760.1.p1	CAEEL06097
OG0000787	OFUSG11014.1.p1	CAEEL10362
OG0000788	OFUSG00699.1.p1	CAEEL04328, CAEEL04329, CAEEL04327
OG0000788	OFUSG19658.1.p1	CAEEL01175
OG0000789	OFUSG24790.1.p1	CAEEL01716
OG0000791	OFUSG04398.4.p1, OFUSG04398.3.p1, OFUSG04398.2.p1, OFUSG04398.5.p1, OFUSG04398.1.p1	CAEEL09121
OG0000792	OFUSG22559.1.p1	CAEEL06858, CAEEL06859
OG0000793	OFUSG09289.1.p1	CAEEL00246
OG0000794	OFUSG08224.1.p1, OFUSG08224.2.p1	CAEEL14272, CAEEL13170
OG0000796	OFUSG14797.1.p1, OFUSG14797.2.p1, OFUSG14797.3.p1	CAEEL18138
OG0000797	OFUSG10229.1.p1	CAEEL11404
OG0000798	OFUSG02728.2.p1, OFUSG02728.5.p1, OFUSG02728.1.p1, OFUSG02728.3.p1, OFUSG02728.4.p1	CAEEL08562, CAEEL08561
OG0000800	OFUSG22750.1.p1, OFUSG06584.1.p1	CAEEL15658, CAEEL15660, CAEEL15659, CAEEL15657, CAEEL15661, CAEEL04883, CAEEL16200, CAEEL16199, CAEEL13121, CAEEL11360, CAEEL11396
OG0000801	OFUSG04291.1.p1, OFUSG04291.2.p1	CAEEL00950
OG0000803	OFUSG07577.1.p1, OFUSG07578.2.p1, OFUSG07578.4.p1, OFUSG07578.1.p1, OFUSG07578.3.p1	CAEEL18447
OG0000809	OFUSG17351.1.p1, OFUSG17351.2.p1	CAEEL06250
OG0000810	OFUSG13316.1.p1	CAEEL00977
OG0000814	OFUSG25287.1.p1, OFUSG25288.1.p1, OFUSG25696.1.p1, OFUSG25695.1.p1	CAEEL07659, CAEEL07658
OG0000814	OFUSG20971.1.p1	CAEEL11834, CAEEL05113
OG0000817	OFUSG23697.1.p1, OFUSG18100.1.p1	CAEEL08608
OG0000817	OFUSG04259.1.p1	CAEEL09272
OG0000818	OFUSG10058.1.p1, OFUSG10058.3.p1, OFUSG10058.2.p1	CAEEL08212
OG0000819	OFUSG22242.1.p1	CAEEL09262
OG0000826	OFUSG20773.1.p1, OFUSG20775.1.p1	CAEEL04414
OG0000828	OFUSG16610.1.p1	CAEEL01170
OG0000828	OFUSG14927.1.p1	CAEEL14806
OG0000833	OFUSG12738.1.p1	CAEEL05439
OG0000834	OFUSG04057.5.p1, OFUSG04057.2.p1, OFUSG04057.3.p1, OFUSG04057.1.p1, OFUSG04057.4.p1	CAEEL00925, CAEEL00924
OG0000836	OFUSG04483.1.p1	CAEEL01665
OG0000837	OFUSG01836.1.p1, OFUSG01837.1.p1, OFUSG13636.1.p1, OFUSG01835.1.p1	CAEEL19270, CAEEL07955
OG0000838	OFUSG26011.1.p1, OFUSG26011.2.p1	CAEEL20556
OG0000842	OFUSG17660.1.p1	CAEEL11884
OG0000844	OFUSG21494.2.p1, OFUSG21494.1.p1	CAEEL04872, CAEEL18631, CAEEL05964, CAEEL05848
OG0000847	OFUSG15294.1.p1	CAEEL04304, CAEEL04305, CAEEL19991
OG0000847	OFUSG24225.1.p1, OFUSG24225.2.p1	CAEEL07299
OG0000848	OFUSG03989.1.p1, OFUSG03989.2.p1	CAEEL08378
OG0000849	OFUSG09067.1.p1	CAEEL04333
OG0000850	OFUSG12712.1.p1, OFUSG06085.1.p1	CAEEL14176, CAEEL17117, CAEEL14155, CAEEL14177, CAEEL04935
OG0000851	OFUSG02239.1.p1, OFUSG02239.2.p1	CAEEL08745
OG0000852	OFUSG09153.1.p1, OFUSG09153.2.p1, OFUSG04815.3.p1, OFUSG04815.2.p1, OFUSG04815.1.p1	CAEEL08255
OG0000853	OFUSG07723.1.p1	CAEEL12245
OG0000854	OFUSG16270.1.p1	CAEEL01395
OG0000854	OFUSG10592.2.p1, OFUSG10592.1.p1, OFUSG25461.1.p1, OFUSG16035.1.p1, OFUSG16036.1.p1	CAEEL03021
OG0000856	OFUSG19294.1.p1, OFUSG19295.1.p1	CAEEL00189, CAEEL08452, CAEEL13523
OG0000857	OFUSG01227.1.p1	CAEEL04547
OG0000858	OFUSG19534.1.p1, OFUSG19534.2.p1	CAEEL16889, CAEEL11559, CAEEL11560, CAEEL11558
OG0000860	OFUSG07489.1.p1, OFUSG07489.2.p1	CAEEL09321, CAEEL18240
OG0000863	OFUSG04268.1.p1, OFUSG04268.2.p1, OFUSG04258.1.p1, OFUSG17976.1.p1, OFUSG24572.1.p1, OFUSG19627.1.p1	CAEEL06033, CAEEL00018, CAEEL04473, CAEEL06248
OG0000869	OFUSG13203.1.p1, OFUSG01355.1.p1	CAEEL04762
OG0000869	OFUSG16947.1.p1	CAEEL04725
OG0000870	OFUSG02115.1.p1, OFUSG20438.1.p1	CAEEL05330
OG0000871	OFUSG00730.1.p1	CAEEL00780
OG0000871	OFUSG06537.1.p1	CAEEL00781, CAEEL13789
OG0000873	OFUSG09850.1.p1	CAEEL01374
OG0000874	OFUSG03220.1.p1, OFUSG08483.1.p1	CAEEL03105
OG0000875	OFUSG13364.1.p1, OFUSG16237.1.p1	CAEEL08184, CAEEL12416
OG0000876	OFUSG16334.1.p1	CAEEL00773, CAEEL00774
OG0000879	OFUSG04088.1.p1	CAEEL07550
OG0000888	OFUSG09295.1.p1	CAEEL00418
OG0000889	OFUSG12102.1.p1	CAEEL09857, CAEEL09856
OG0000893	OFUSG08896.1.p1, OFUSG08897.1.p1	CAEEL05208
OG0000896	OFUSG13178.1.p1	CAEEL17889
OG0000899	OFUSG02805.1.p1, OFUSG02805.2.p1	CAEEL06745
OG0000901	OFUSG19270.1.p1, OFUSG19269.1.p1, OFUSG19271.1.p1, OFUSG05816.1.p1, OFUSG21468.2.p1, OFUSG21468.1.p1, OFUSG08436.1.p1, OFUSG01325.1.p1, OFUSG00071.1.p1, OFUSG21247.1.p1, OFUSG14978.1.p1, OFUSG15707.1.p1, OFUSG15754.1.p1, OFUSG24151.1.p1, OFUSG22241.1.p1	CAEEL11773, CAEEL11772, CAEEL18935, CAEEL00529, CAEEL19350, CAEEL12008, CAEEL00530, CAEEL00618, CAEEL00619, CAEEL00620, CAEEL01350, CAEEL15890, CAEEL15050, CAEEL10427, CAEEL14709, CAEEL01921, CAEEL09442, CAEEL00318, CAEEL20183, CAEEL19123, CAEEL20528
OG0000904	OFUSG17921.1.p1	CAEEL10501
OG0000905	OFUSG01251.1.p1	CAEEL09890
OG0000908	OFUSG05748.2.p1, OFUSG05748.4.p1, OFUSG05748.1.p1, OFUSG05748.3.p1	CAEEL18895
OG0000908	OFUSG10578.1.p1	CAEEL09910
OG0000909	OFUSG00497.1.p1	CAEEL00966
OG0000911	OFUSG13934.1.p1	CAEEL15173, CAEEL12593
OG0000912	OFUSG05604.1.p1	CAEEL19084
OG0000913	OFUSG03065.4.p1, OFUSG03065.3.p1, OFUSG03065.1.p1, OFUSG03065.2.p1, OFUSG03065.5.p1	CAEEL03086, CAEEL09227, CAEEL01751, CAEEL17909, CAEEL04783, CAEEL08435
OG0000914	OFUSG18797.2.p1, OFUSG18797.1.p1	CAEEL08534, CAEEL08535
OG0000915	OFUSG06406.1.p1, OFUSG06406.2.p1	CAEEL11744
OG0000921	OFUSG26697.1.p1	CAEEL05986
OG0000923	OFUSG04091.1.p1	CAEEL01410
OG0000923	OFUSG16107.1.p1	CAEEL00580
OG0000925	OFUSG21493.1.p1	CAEEL01239, CAEEL01153, CAEEL00968, CAEEL00439, CAEEL07058
OG0000927	OFUSG26854.1.p1	CAEEL20274
OG0000928	OFUSG08901.1.p1	CAEEL00085
OG0000929	OFUSG01637.1.p1, OFUSG01585.1.p1	CAEEL02357
OG0000931	OFUSG05884.5.p1, OFUSG05884.3.p1, OFUSG05884.4.p1, OFUSG05884.2.p1, OFUSG05884.1.p1	CAEEL20467
OG0000932	OFUSG22611.1.p1, OFUSG22610.1.p1	CAEEL07026, CAEEL07025
OG0000933	OFUSG11577.2.p1, OFUSG11577.1.p1	CAEEL13637
OG0000934	OFUSG01031.1.p1	CAEEL20095, CAEEL02005
OG0000934	OFUSG08244.1.p1	CAEEL18567
OG0000935	OFUSG16551.1.p1	CAEEL10988, CAEEL18743
OG0000944	OFUSG02142.1.p1, OFUSG02142.4.p1, OFUSG02142.2.p1, OFUSG02142.3.p1	CAEEL08647, CAEEL08646
OG0000945	OFUSG22805.2.p1, OFUSG22805.1.p1, OFUSG24268.1.p1	CAEEL00537
OG0000947	OFUSG17100.1.p1	CAEEL07660
OG0000949	OFUSG01898.1.p1	CAEEL02872
OG0000949	OFUSG21190.1.p1, OFUSG20002.1.p1	CAEEL06438
OG0000950	OFUSG23770.1.p1	CAEEL06912
OG0000951	OFUSG09305.1.p1	CAEEL00056
OG0000954	OFUSG16223.1.p1, OFUSG04263.1.p1	CAEEL05990
OG0000955	OFUSG21035.1.p1	CAEEL05680, CAEEL05073
OG0000955	OFUSG02908.1.p1	CAEEL01495
OG0000957	OFUSG09505.1.p1, OFUSG09505.2.p1	CAEEL00119
OG0000960	OFUSG05056.1.p1	CAEEL00749
OG0000963	OFUSG18073.1.p1	CAEEL02132
OG0000963	OFUSG26256.1.p1	CAEEL19266, CAEEL06520, CAEEL01905, CAEEL10906
OG0000965	OFUSG10177.1.p1	CAEEL09524
OG0000965	OFUSG05283.1.p1	CAEEL02685
OG0000967	OFUSG03652.1.p1, OFUSG18109.1.p1	CAEEL09409
OG0000969	OFUSG16049.1.p1, OFUSG16049.2.p1	CAEEL17140, CAEEL19686
OG0000970	OFUSG24111.1.p1	CAEEL12249
OG0000971	OFUSG15923.1.p1	CAEEL15021
OG0000972	OFUSG22434.1.p1	CAEEL01404, CAEEL10528
OG0000974	OFUSG00334.1.p1, OFUSG00864.1.p1, OFUSG12017.1.p1	CAEEL05136, CAEEL05137
OG0000976	OFUSG10263.2.p1, OFUSG10263.1.p1, OFUSG10262.1.p1, OFUSG10264.2.p1, OFUSG10264.1.p1, OFUSG18417.2.p1, OFUSG18417.1.p1, OFUSG03178.1.p1, OFUSG03178.2.p1	CAEEL12118
OG0000977	OFUSG22964.1.p1, OFUSG25208.1.p1, OFUSG13628.1.p1, OFUSG06856.1.p1, OFUSG16299.1.p1, OFUSG16299.2.p1	CAEEL07521
OG0000979	OFUSG20447.2.p1, OFUSG20447.1.p1	CAEEL17012, CAEEL08335, CAEEL08336, CAEEL08175, CAEEL06649
OG0000982	OFUSG16732.3.p1, OFUSG16732.2.p1, OFUSG16732.1.p1, OFUSG16732.4.p1, OFUSG16732.5.p1	CAEEL00871
OG0000984	OFUSG19991.1.p1	CAEEL00142
OG0000984	OFUSG25577.1.p1	CAEEL07596, CAEEL10900
OG0000985	OFUSG11040.1.p1	CAEEL11989
OG0000986	OFUSG09980.1.p1	CAEEL10478, CAEEL10407, CAEEL10408, CAEEL19984
OG0000987	OFUSG21084.2.p1, OFUSG21084.1.p1	CAEEL18448
OG0000988	OFUSG21531.1.p1	CAEEL12259, CAEEL12260, CAEEL05294
OG0000992	OFUSG18155.1.p1, OFUSG18156.1.p1	CAEEL04373
OG0000994	OFUSG05737.1.p1	CAEEL01877
OG0000994	OFUSG19359.1.p1	CAEEL05339, CAEEL08529
OG0000995	OFUSG10864.1.p1, OFUSG10864.2.p1, OFUSG10864.3.p1	CAEEL01961
OG0000998	OFUSG00656.2.p1, OFUSG00656.1.p1	CAEEL11817
OG0000998	OFUSG15459.1.p1	CAEEL01310
OG0000999	OFUSG04563.2.p1, OFUSG04563.1.p1, OFUSG00108.1.p1	CAEEL12779, CAEEL06159
OG0001001	OFUSG14675.1.p1	CAEEL19402, CAEEL20405, CAEEL20234, CAEEL19403
OG0001002	OFUSG15973.1.p1, OFUSG16764.2.p1, OFUSG16764.1.p1	CAEEL07056, CAEEL14828, CAEEL19782, CAEEL15732
OG0001004	OFUSG26573.1.p1, OFUSG26573.2.p1	CAEEL04943
OG0001005	OFUSG06280.1.p1	CAEEL01384
OG0001006	OFUSG07003.3.p1, OFUSG07003.1.p1, OFUSG07003.2.p1	CAEEL08218, CAEEL00364, CAEEL10732
OG0001008	OFUSG01608.1.p1	CAEEL05786
OG0001009	OFUSG10206.1.p1, OFUSG03141.1.p1, OFUSG10208.1.p1, OFUSG06733.1.p1, OFUSG03374.1.p1, OFUSG20943.1.p1, OFUSG10207.1.p1	CAEEL20001
OG0001013	OFUSG10524.1.p1	CAEEL16541
OG0001015	OFUSG17894.2.p1, OFUSG17894.1.p1, OFUSG17894.3.p1	CAEEL16067, CAEEL20263
OG0001016	OFUSG16289.1.p1	CAEEL09313
OG0001016	OFUSG17257.1.p1	CAEEL08789, CAEEL11986
OG0001018	OFUSG20884.1.p1	CAEEL00183
OG0001018	OFUSG25182.1.p1	CAEEL07047
OG0001019	OFUSG04762.2.p1, OFUSG04762.1.p1	CAEEL13859, CAEEL13858
OG0001022	OFUSG14113.1.p1	CAEEL06254, CAEEL20075, CAEEL20775
OG0001023	OFUSG01359.1.p1	CAEEL05078
OG0001024	OFUSG17905.1.p1	CAEEL11623
OG0001028	OFUSG08945.1.p1, OFUSG08945.2.p1	CAEEL01212
OG0001029	OFUSG23212.2.p1, OFUSG23212.1.p1	CAEEL01262
OG0001030	OFUSG09158.1.p1, OFUSG11700.1.p1	CAEEL11812
OG0001031	OFUSG10916.2.p1, OFUSG10916.3.p1, OFUSG10916.1.p1, OFUSG10915.1.p1	CAEEL12448
OG0001032	OFUSG05074.1.p1, OFUSG07488.1.p1, OFUSG07488.2.p1	CAEEL20070, CAEEL15717
OG0001033	OFUSG07728.1.p1, OFUSG07728.2.p1	CAEEL10717
OG0001034	OFUSG04414.1.p1	CAEEL07054, CAEEL07055
OG0001035	OFUSG03089.1.p1, OFUSG24618.1.p1	CAEEL07768
OG0001036	OFUSG23486.1.p1	CAEEL18611
OG0001038	OFUSG06632.3.p1, OFUSG06632.1.p1, OFUSG06632.2.p1, OFUSG06632.4.p1	CAEEL20450
OG0001039	OFUSG22530.1.p1	CAEEL08415
OG0001039	OFUSG18772.1.p1	CAEEL10624
OG0001042	OFUSG18717.1.p1, OFUSG18717.2.p1	CAEEL09943
OG0001044	OFUSG09207.1.p1	CAEEL20285
OG0001046	OFUSG10400.1.p1	CAEEL19183
OG0001050	OFUSG06846.1.p1, OFUSG09204.1.p1, OFUSG19968.1.p1, OFUSG09691.1.p1	CAEEL14076, CAEEL15706
OG0001052	OFUSG10259.2.p1, OFUSG10259.1.p1	CAEEL09647
OG0001053	OFUSG16393.1.p1	CAEEL07572
OG0001053	OFUSG18424.1.p1	CAEEL09742
OG0001054	OFUSG22682.1.p1	CAEEL05567
OG0001058	OFUSG09700.3.p1, OFUSG09700.1.p1, OFUSG09700.2.p1	CAEEL19015
OG0001059	OFUSG12920.1.p1, OFUSG12926.1.p1	CAEEL00192
OG0001060	OFUSG03037.1.p1	CAEEL15786
OG0001062	OFUSG17199.1.p1, OFUSG17199.2.p1	CAEEL08101
OG0001063	OFUSG11469.1.p1	CAEEL15713, CAEEL15714
OG0001063	OFUSG25069.1.p1, OFUSG10508.1.p1, OFUSG10508.2.p1, OFUSG22067.1.p1, OFUSG12529.1.p1, OFUSG11466.1.p1, OFUSG25070.1.p1, OFUSG12080.1.p1	CAEEL08167
OG0001064	OFUSG12141.1.p1	CAEEL17997, CAEEL05359, CAEEL16315, CAEEL04825, CAEEL15110, CAEEL20751
OG0001065	OFUSG19171.2.p1, OFUSG19171.1.p1, OFUSG05697.1.p1, OFUSG05698.1.p1, OFUSG11303.1.p1	CAEEL00960, CAEEL15059
OG0001066	OFUSG05685.1.p1	CAEEL12576
OG0001072	OFUSG14989.1.p1, OFUSG14989.2.p1	CAEEL08406
OG0001075	OFUSG21504.2.p1, OFUSG21504.3.p1, OFUSG21504.1.p1, OFUSG21503.2.p1, OFUSG21503.1.p1	CAEEL11648, CAEEL18873
OG0001076	OFUSG03330.1.p1	CAEEL07541
OG0001077	OFUSG04424.1.p1	CAEEL18659
OG0001078	OFUSG07195.2.p1, OFUSG07195.1.p1, OFUSG07195.3.p1	CAEEL19295
OG0001079	OFUSG06804.1.p1	CAEEL10503
OG0001080	OFUSG16677.1.p1	CAEEL08359
OG0001082	OFUSG04037.1.p1	CAEEL19080, CAEEL19079, CAEEL09741
OG0001083	OFUSG06289.3.p1, OFUSG06289.2.p1, OFUSG06289.4.p1, OFUSG06289.1.p1, OFUSG06289.5.p1	CAEEL06682
OG0001084	OFUSG00659.1.p1, OFUSG00659.2.p1	CAEEL01831
OG0001085	OFUSG06361.1.p1	CAEEL09995, CAEEL09996
OG0001086	OFUSG12287.2.p1, OFUSG12287.1.p1	CAEEL07731
OG0001091	OFUSG17661.2.p1, OFUSG17661.1.p1	CAEEL07358
OG0001092	OFUSG02473.1.p1	CAEEL07387
OG0001093	OFUSG16311.1.p1	CAEEL00637
OG0001094	OFUSG12462.1.p1	CAEEL13053, CAEEL13054
OG0001095	OFUSG13749.1.p1, OFUSG13749.3.p1, OFUSG13749.2.p1	CAEEL07595
OG0001096	OFUSG26093.1.p1, OFUSG14723.1.p1, OFUSG14723.2.p1, OFUSG26692.2.p1, OFUSG26692.1.p1	CAEEL04621, CAEEL17752
OG0001098	OFUSG13278.1.p1, OFUSG03892.1.p1, OFUSG22995.1.p1, OFUSG22999.1.p1, OFUSG23013.1.p1, OFUSG23017.1.p1, OFUSG22998.1.p1, OFUSG22994.1.p1, OFUSG23016.1.p1, OFUSG23012.1.p1, OFUSG12817.1.p1, OFUSG13303.1.p1, OFUSG15464.1.p1, OFUSG07741.1.p1, OFUSG13117.1.p1	CAEEL04192
OG0001102	OFUSG12472.1.p1, OFUSG11952.1.p1, OFUSG11951.2.p1, OFUSG11951.1.p1	CAEEL08853
OG0001103	OFUSG17037.1.p1, OFUSG17037.3.p1, OFUSG17037.2.p1, OFUSG17037.4.p1	CAEEL18815
OG0001104	OFUSG23716.1.p1	CAEEL09176, CAEEL09177
OG0001104	OFUSG20028.1.p1, OFUSG23543.2.p1, OFUSG23543.1.p1	CAEEL20081
OG0001107	OFUSG24708.1.p1	CAEEL18427
OG0001108	OFUSG17063.1.p1, OFUSG24077.2.p1, OFUSG24077.1.p1	CAEEL09307
OG0001109	OFUSG13382.1.p1, OFUSG03479.1.p1, OFUSG03480.1.p1, OFUSG02782.1.p1, OFUSG02782.2.p1	CAEEL14851, CAEEL20028, CAEEL14852, CAEEL14853, CAEEL13761, CAEEL14859, CAEEL09898, CAEEL19118
OG0001111	OFUSG11298.1.p1	CAEEL05876
OG0001112	OFUSG13817.3.p1, OFUSG13817.1.p1, OFUSG13817.4.p1, OFUSG13817.2.p1, OFUSG13817.5.p1	CAEEL19902
OG0001113	OFUSG01933.1.p1	CAEEL15158
OG0001113	OFUSG14818.1.p1	CAEEL01128
OG0001114	OFUSG04229.1.p1	CAEEL11582, CAEEL01758, CAEEL01759
OG0001115	OFUSG04191.1.p1	CAEEL02607
OG0001116	OFUSG23347.1.p1, OFUSG23347.5.p1, OFUSG23347.2.p1, OFUSG23347.4.p1, OFUSG23347.3.p1	CAEEL08324
OG0001117	OFUSG16636.1.p1, OFUSG14207.1.p1	CAEEL08762
OG0001118	OFUSG08091.2.p1, OFUSG08091.5.p1, OFUSG08091.1.p1, OFUSG08091.4.p1, OFUSG08091.3.p1	CAEEL18824
OG0001119	OFUSG21187.2.p1, OFUSG21187.1.p1, OFUSG21187.3.p1, OFUSG21187.5.p1, OFUSG21187.4.p1	CAEEL14710
OG0001122	OFUSG14506.1.p1, OFUSG24260.1.p1	CAEEL18238
OG0001124	OFUSG10854.1.p1, OFUSG07596.1.p1	CAEEL08814
OG0001126	OFUSG24750.1.p1	CAEEL04859
OG0001130	OFUSG08598.1.p1	CAEEL00232
OG0001131	OFUSG21658.1.p1	CAEEL14208
OG0001132	OFUSG20144.1.p1	CAEEL04290
OG0001133	OFUSG21360.1.p1	CAEEL11294
OG0001135	OFUSG17785.1.p1, OFUSG02833.1.p1	CAEEL02069
OG0001136	OFUSG20143.1.p1, OFUSG20143.4.p1, OFUSG20143.3.p1, OFUSG20143.2.p1	CAEEL02001
OG0001137	OFUSG11347.1.p1	CAEEL04790
OG0001138	OFUSG13035.1.p1, OFUSG13035.2.p1	CAEEL07800, CAEEL07799
OG0001139	OFUSG26881.1.p1	CAEEL06928, CAEEL15457
OG0001140	OFUSG20072.1.p1, OFUSG00173.1.p1	CAEEL14389
OG0001141	OFUSG09098.2.p1, OFUSG09098.1.p1	CAEEL01107, CAEEL01106
OG0001142	OFUSG10654.1.p1	CAEEL12657
OG0001143	OFUSG16015.1.p1	CAEEL01013
OG0001155	OFUSG23517.1.p1	CAEEL13066, CAEEL13586, CAEEL04642, CAEEL13526
OG0001156	OFUSG03954.1.p1, OFUSG03954.2.p1, OFUSG03954.3.p1	CAEEL20728
OG0001158	OFUSG20905.2.p1, OFUSG20905.1.p1	CAEEL00147
OG0001159	OFUSG11338.1.p1, OFUSG20958.1.p1	CAEEL07987, CAEEL18966
OG0001160	OFUSG07954.1.p1	CAEEL16381, CAEEL20121
OG0001161	OFUSG16226.3.p1, OFUSG16226.2.p1, OFUSG16226.1.p1	CAEEL00221
OG0001162	OFUSG20181.1.p1	CAEEL18096
OG0001163	OFUSG11184.1.p1, OFUSG11184.2.p1	CAEEL11823, CAEEL14454, CAEEL17374
OG0001164	OFUSG24177.1.p1	CAEEL07306
OG0001165	OFUSG13166.1.p1	CAEEL19696
OG0001167	OFUSG21708.1.p1	CAEEL04546
OG0001168	OFUSG18913.1.p1	CAEEL02000
OG0001171	OFUSG16690.1.p1	CAEEL20677
OG0001172	OFUSG24342.1.p1	CAEEL13596
OG0001173	OFUSG04684.1.p1	CAEEL15708
OG0001173	OFUSG26111.1.p1	CAEEL14248
OG0001175	OFUSG26257.3.p1, OFUSG26257.2.p1, OFUSG26257.1.p1	CAEEL15152, CAEEL14463, CAEEL15032, CAEEL15031, CAEEL06075, CAEEL10718
OG0001176	OFUSG10722.1.p1	CAEEL11466
OG0001177	OFUSG21017.1.p1, OFUSG21015.1.p1, OFUSG21019.1.p1, OFUSG21014.1.p1, OFUSG21016.1.p1	CAEEL08262, CAEEL18706
OG0001178	OFUSG12774.1.p1	CAEEL05306
OG0001179	OFUSG23169.1.p1	CAEEL07894, CAEEL04651, CAEEL04194, CAEEL05939
OG0001180	OFUSG09681.3.p1, OFUSG09681.1.p1, OFUSG09681.2.p1	CAEEL13860, CAEEL19829, CAEEL12500, CAEEL16391
OG0001180	OFUSG19622.1.p1	CAEEL00751
OG0001181	OFUSG04163.4.p1, OFUSG04163.3.p1, OFUSG04163.2.p1, OFUSG04163.5.p1, OFUSG04163.1.p1	CAEEL08327
OG0001184	OFUSG07947.1.p1, OFUSG07947.2.p1	CAEEL20576
OG0001184	OFUSG05984.1.p1	CAEEL19676
OG0001186	OFUSG20257.1.p1	CAEEL00480
OG0001186	OFUSG20541.1.p1	CAEEL09703
OG0001188	OFUSG12424.3.p1, OFUSG12424.2.p1, OFUSG12424.4.p1, OFUSG12424.1.p1	CAEEL14362
OG0001189	OFUSG13394.1.p1, OFUSG13393.2.p1, OFUSG13393.1.p1	CAEEL01928
OG0001191	OFUSG19246.1.p1	CAEEL09751, CAEEL20476, CAEEL09505
OG0001197	OFUSG12312.1.p1	CAEEL11613
OG0001200	OFUSG25224.1.p1	CAEEL05263
OG0001201	OFUSG05227.1.p1	CAEEL02666
OG0001203	OFUSG11251.2.p1, OFUSG11251.1.p1	CAEEL12408
OG0001204	OFUSG22699.1.p1	CAEEL09132
OG0001205	OFUSG03222.1.p1	CAEEL06787
OG0001208	OFUSG23596.1.p1, OFUSG23596.2.p1	CAEEL10574
OG0001209	OFUSG16185.1.p1	CAEEL00442
OG0001210	OFUSG21803.1.p1	CAEEL06396
OG0001210	OFUSG16955.1.p1	CAEEL06380
OG0001211	OFUSG26423.1.p1	CAEEL08708, CAEEL01747, CAEEL04910, CAEEL02891, CAEEL08232, CAEEL07906
OG0001213	OFUSG05564.1.p1	CAEEL01138, CAEEL01163, CAEEL01148, CAEEL04429, CAEEL04430
OG0001214	OFUSG23587.1.p1, OFUSG23585.1.p1, OFUSG23586.1.p1	CAEEL08401
OG0001215	OFUSG23468.1.p1	CAEEL11249
OG0001216	OFUSG24041.1.p1	CAEEL04644
OG0001217	OFUSG01813.2.p1, OFUSG01813.1.p1, OFUSG01813.3.p1	CAEEL08746
OG0001218	OFUSG02858.1.p1, OFUSG17762.1.p1, OFUSG23686.1.p1	CAEEL20131, CAEEL14167
OG0001219	OFUSG21415.1.p1	CAEEL20379
OG0001220	OFUSG14871.1.p1	CAEEL07890
OG0001221	OFUSG05323.1.p1, OFUSG04940.1.p1, OFUSG20341.1.p1	CAEEL13124
OG0001223	OFUSG20458.1.p1, OFUSG20458.3.p1, OFUSG20458.2.p1	CAEEL02795
OG0001225	OFUSG04589.1.p1	CAEEL02873
OG0001226	OFUSG00663.1.p1, OFUSG17943.2.p1, OFUSG17943.1.p1, OFUSG21268.1.p1	CAEEL02848, CAEEL02849
OG0001231	OFUSG12258.4.p1, OFUSG12258.5.p1, OFUSG12258.2.p1, OFUSG12258.3.p1, OFUSG12258.1.p1	CAEEL15401
OG0001234	OFUSG05267.1.p1	CAEEL00806
OG0001236	OFUSG21425.1.p1	CAEEL18476, CAEEL18477, CAEEL05637, CAEEL05588
OG0001238	OFUSG19388.1.p1, OFUSG21344.1.p1	CAEEL05166, CAEEL11182
OG0001239	OFUSG05931.1.p1, OFUSG05931.2.p1	CAEEL12011
OG0001241	OFUSG12948.2.p1, OFUSG12948.1.p1	CAEEL01749
OG0001241	OFUSG14006.1.p1	CAEEL19375
OG0001243	OFUSG16186.2.p1, OFUSG16186.3.p1, OFUSG16186.1.p1, OFUSG16186.5.p1, OFUSG16186.4.p1	CAEEL01806
OG0001244	OFUSG14122.1.p1, OFUSG14121.1.p1	CAEEL12407
OG0001244	OFUSG03548.1.p1, OFUSG07430.1.p1, OFUSG07407.1.p1, OFUSG07431.1.p1	CAEEL20165, CAEEL12480, CAEEL20162, CAEEL20164, CAEEL11488, CAEEL15771, CAEEL15366
OG0001247	OFUSG05637.1.p1, OFUSG05637.3.p1, OFUSG05637.4.p1, OFUSG05637.2.p1	CAEEL10570
OG0001248	OFUSG23624.1.p1	CAEEL08830
OG0001249	OFUSG17354.1.p1	CAEEL06406
OG0001250	OFUSG09998.1.p1, OFUSG09998.2.p1	CAEEL18712
OG0001251	OFUSG21037.1.p1	CAEEL10205
OG0001251	OFUSG04849.1.p1	CAEEL01802
OG0001252	OFUSG16975.2.p1, OFUSG16975.1.p1	CAEEL05030
OG0001253	OFUSG06702.1.p1	CAEEL10888, CAEEL10887
OG0001254	OFUSG24259.1.p1, OFUSG24259.5.p1, OFUSG24259.3.p1, OFUSG24259.4.p1, OFUSG24259.2.p1	CAEEL00935
OG0001256	OFUSG01838.2.p1, OFUSG01838.3.p1, OFUSG01838.1.p1	CAEEL01426, CAEEL01244, CAEEL01245, CAEEL09738, CAEEL10917, CAEEL07997
OG0001261	OFUSG02179.1.p1	CAEEL07850
OG0001262	OFUSG07691.1.p1	CAEEL15249, CAEEL20627
OG0001266	OFUSG06980.1.p1	CAEEL20839, CAEEL20838
OG0001266	OFUSG16970.1.p1	CAEEL07143
OG0001267	OFUSG22343.1.p1	CAEEL14111
OG0001268	OFUSG09833.1.p1, OFUSG06589.1.p1, OFUSG06589.2.p1	CAEEL11342
OG0001270	OFUSG18535.1.p1, OFUSG05149.1.p1	CAEEL01959
OG0001271	OFUSG04260.2.p1, OFUSG04260.1.p1	CAEEL08717, CAEEL00634
OG0001272	OFUSG15558.2.p1, OFUSG15558.1.p1	CAEEL07720, CAEEL09293
