Orthogroup	OWEFU	SACKO_ok
OG0000847	OFUSG15294.1.p1	SACKO_25423
OG0000847	OFUSG24225.1.p1, OFUSG24225.2.p1	SACKO_21230
OG0000848	OFUSG02732.1.p1	SACKO_30123
OG0000848	OFUSG03989.1.p1, OFUSG03989.2.p1	SACKO_13045
OG0000849	OFUSG09067.1.p1	SACKO_13107
OG0000850	OFUSG12712.1.p1	SACKO_07519
OG0000850	OFUSG06085.1.p1	SACKO_23021, SACKO_27751
OG0000851	OFUSG02239.1.p1, OFUSG02239.2.p1	SACKO_14437
OG0000852	OFUSG09153.1.p1, OFUSG09153.2.p1	SACKO_00856, SACKO_33033
OG0000852	OFUSG04815.3.p1, OFUSG04815.2.p1, OFUSG04815.1.p1	SACKO_16562
OG0000853	OFUSG07722.2.p1, OFUSG07722.1.p1, OFUSG07722.4.p1, OFUSG07722.3.p1	SACKO_20301
OG0000853	OFUSG07723.1.p1	SACKO_06002
OG0000855	OFUSG08911.2.p1, OFUSG08911.1.p1, OFUSG10909.1.p1, OFUSG18514.1.p1	SACKO_27779, SACKO_20065, SACKO_20003, SACKO_31125
OG0000856	OFUSG19294.1.p1, OFUSG19295.1.p1	SACKO_15097
OG0000856	OFUSG18678.1.p1	SACKO_11418, SACKO_11463
OG0000857	OFUSG01227.1.p1	SACKO_29337
OG0000858	OFUSG18650.1.p1	SACKO_23749
OG0000859	OFUSG09251.1.p1	SACKO_08048
OG0000860	OFUSG07489.1.p1, OFUSG07489.2.p1	SACKO_16104
OG0000863	OFUSG16665.1.p1, OFUSG05886.1.p1	SACKO_28573, SACKO_03735, SACKO_20440, SACKO_20459
OG0000866	OFUSG24066.1.p1, OFUSG00680.1.p1, OFUSG05730.1.p1, OFUSG06216.1.p1, OFUSG17520.1.p1, OFUSG05526.1.p1, OFUSG14753.1.p1	SACKO_04884, SACKO_34207, SACKO_23181
OG0000867	OFUSG06020.2.p1, OFUSG06020.1.p1, OFUSG06020.3.p1	SACKO_13729
OG0000868	OFUSG11760.1.p1	SACKO_01236
OG0000869	OFUSG13203.1.p1, OFUSG01355.1.p1	SACKO_06026
OG0000870	OFUSG02115.1.p1	SACKO_04425, SACKO_07032, SACKO_06215
OG0000870	OFUSG20438.1.p1	SACKO_17726
OG0000871	OFUSG00730.1.p1	SACKO_14055, SACKO_27355, SACKO_19568, SACKO_19567, SACKO_03717
OG0000871	OFUSG06537.1.p1	SACKO_18718
OG0000872	OFUSG00869.2.p1, OFUSG00869.3.p1, OFUSG00869.5.p1, OFUSG00869.1.p1, OFUSG00869.4.p1	SACKO_32165
OG0000873	OFUSG09850.1.p1, OFUSG09849.1.p1	SACKO_12092
OG0000874	OFUSG03220.1.p1	SACKO_19510
OG0000875	OFUSG13364.1.p1	SACKO_11708
OG0000875	OFUSG16237.1.p1	SACKO_01411
OG0000876	OFUSG16334.1.p1	SACKO_25954, SACKO_25953
OG0000878	OFUSG01894.1.p1	SACKO_24900
OG0000878	OFUSG16664.1.p1	SACKO_02892
OG0000879	OFUSG04088.1.p1	SACKO_28298
OG0000880	OFUSG05701.1.p1	SACKO_07949
OG0000881	OFUSG25601.3.p1, OFUSG25601.2.p1, OFUSG25601.4.p1, OFUSG25601.1.p1, OFUSG25601.5.p1	SACKO_29973
OG0000881	OFUSG22311.1.p1	SACKO_18831
OG0000882	OFUSG17466.4.p1, OFUSG17466.1.p1, OFUSG17466.3.p1, OFUSG17466.2.p1	SACKO_25246
OG0000883	OFUSG14124.1.p1	SACKO_31678, SACKO_01503, SACKO_22909, SACKO_01513, SACKO_01837, SACKO_29652, SACKO_08467, SACKO_09232, SACKO_08442
OG0000883	OFUSG02860.1.p1, OFUSG16523.1.p1, OFUSG26189.1.p1, OFUSG26194.1.p1, OFUSG26186.1.p1, OFUSG05014.1.p1, OFUSG26192.1.p1, OFUSG26183.1.p1, OFUSG21068.1.p1, OFUSG10516.1.p1, OFUSG13868.1.p1, OFUSG13873.1.p1, OFUSG13872.1.p1, OFUSG13869.1.p1, OFUSG13870.1.p1, OFUSG13878.1.p1, OFUSG06505.1.p1, OFUSG24803.1.p1, OFUSG22709.1.p1, OFUSG23727.1.p1, OFUSG24804.2.p1, OFUSG24804.1.p1, OFUSG24806.1.p1, OFUSG24810.1.p1, OFUSG25972.1.p1, OFUSG15745.1.p1, OFUSG10964.2.p1, OFUSG10964.1.p1, OFUSG18600.1.p1, OFUSG02859.1.p1, OFUSG17760.1.p1, OFUSG16637.1.p1	SACKO_23861
OG0000885	OFUSG25357.1.p1	SACKO_06075, SACKO_07213
OG0000885	OFUSG00673.1.p1	SACKO_23828, SACKO_23483, SACKO_03043, SACKO_31456, SACKO_31823, SACKO_28053, SACKO_23632, SACKO_23126
OG0000887	OFUSG26529.1.p1, OFUSG26529.2.p1	SACKO_29102
OG0000887	OFUSG16699.1.p1, OFUSG16699.2.p1	SACKO_28481
OG0000888	OFUSG09295.1.p1	SACKO_12082
OG0000888	OFUSG10796.1.p1	SACKO_28163
OG0000889	OFUSG12102.1.p1	SACKO_03115
OG0000891	OFUSG19045.1.p1, OFUSG06266.1.p1, OFUSG06267.1.p1, OFUSG23982.1.p1, OFUSG15283.1.p1, OFUSG15697.1.p1, OFUSG05944.1.p1, OFUSG18822.1.p1, OFUSG16651.1.p1, OFUSG05545.1.p1, OFUSG06949.1.p1, OFUSG06336.1.p1, OFUSG06268.1.p1	SACKO_16661, SACKO_16652
OG0000893	OFUSG08896.1.p1, OFUSG08897.1.p1	SACKO_28812
OG0000896	OFUSG13178.1.p1	SACKO_27525
OG0000896	OFUSG11490.1.p1, OFUSG11490.3.p1, OFUSG11490.2.p1	SACKO_25582, SACKO_18087
OG0000897	OFUSG18741.1.p1	SACKO_27937
OG0000897	OFUSG06433.1.p1	SACKO_11689
OG0000898	OFUSG21363.2.p1, OFUSG21363.1.p1	SACKO_16757, SACKO_27052
OG0000899	OFUSG02805.1.p1, OFUSG02805.2.p1	SACKO_30501
OG0000904	OFUSG17921.1.p1	SACKO_17479
OG0000905	OFUSG01251.1.p1	SACKO_13565
OG0000906	OFUSG07758.1.p1	SACKO_27403
OG0000907	OFUSG26462.1.p1	SACKO_17714
OG0000908	OFUSG05748.2.p1, OFUSG05748.4.p1, OFUSG05748.1.p1, OFUSG05748.3.p1	SACKO_31904
OG0000908	OFUSG10578.1.p1	SACKO_20582
OG0000909	OFUSG00497.1.p1	SACKO_13346
OG0000910	OFUSG22142.1.p1	SACKO_03191
OG0000910	OFUSG03948.1.p1	SACKO_24519
OG0000911	OFUSG23257.1.p1, OFUSG23257.2.p1	SACKO_07709
OG0000912	OFUSG05604.1.p1	SACKO_25608
OG0000912	OFUSG23879.1.p1	SACKO_29559
OG0000913	OFUSG03065.4.p1, OFUSG03065.3.p1, OFUSG03065.1.p1, OFUSG03065.2.p1, OFUSG03065.5.p1	SACKO_00547, SACKO_15554, SACKO_15585
OG0000914	OFUSG18797.2.p1, OFUSG18797.1.p1	SACKO_02857
OG0000918	OFUSG21877.1.p1, OFUSG25177.1.p1, OFUSG25178.1.p1, OFUSG24091.1.p1, OFUSG24088.1.p1, OFUSG00861.1.p1, OFUSG00860.1.p1, OFUSG00862.1.p1, OFUSG24100.1.p1, OFUSG00602.1.p1, OFUSG24090.1.p1, OFUSG24092.1.p1	SACKO_16142
OG0000918	OFUSG03708.1.p1, OFUSG03710.1.p1, OFUSG03709.1.p1, OFUSG03711.1.p1, OFUSG03317.1.p1, OFUSG03317.2.p1, OFUSG03736.1.p1, OFUSG17418.1.p1, OFUSG26868.2.p1, OFUSG26868.1.p1, OFUSG26330.1.p1, OFUSG18220.1.p1, OFUSG17807.1.p1	SACKO_32491, SACKO_32453, SACKO_16876, SACKO_32505
OG0000921	OFUSG26697.1.p1	SACKO_13397
OG0000923	OFUSG04091.1.p1	SACKO_33231, SACKO_02494
OG0000923	OFUSG16107.1.p1	SACKO_17117
OG0000924	OFUSG03258.1.p1	SACKO_31699
OG0000924	OFUSG03114.1.p1, OFUSG02502.1.p1	SACKO_31698
OG0000924	OFUSG06690.1.p1, OFUSG06690.2.p1	SACKO_24490
OG0000925	OFUSG21493.1.p1	SACKO_08031
OG0000925	OFUSG25811.2.p1, OFUSG25811.1.p1	SACKO_26395
OG0000926	OFUSG01340.1.p1, OFUSG20594.1.p1, OFUSG09241.1.p1	SACKO_17537
OG0000927	OFUSG26854.1.p1	SACKO_28368
OG0000928	OFUSG08901.1.p1	SACKO_11640
OG0000929	OFUSG01637.1.p1	SACKO_20793
OG0000929	OFUSG01585.1.p1	SACKO_08944
OG0000931	OFUSG05884.5.p1, OFUSG05884.3.p1, OFUSG05884.4.p1, OFUSG05884.2.p1, OFUSG05884.1.p1	SACKO_25231
OG0000932	OFUSG22608.1.p1	SACKO_04386
OG0000933	OFUSG11577.2.p1, OFUSG11577.1.p1	SACKO_05658
OG0000934	OFUSG01031.1.p1	SACKO_29528
OG0000934	OFUSG08244.1.p1	SACKO_28076
OG0000935	OFUSG16551.1.p1	SACKO_27279
OG0000938	OFUSG24703.1.p1	SACKO_01757, SACKO_01762, SACKO_15301, SACKO_09969, SACKO_15311
OG0000940	OFUSG14533.1.p1	SACKO_12928
OG0000943	OFUSG10222.1.p1	SACKO_06009
OG0000943	OFUSG24129.1.p1	SACKO_03278
OG0000944	OFUSG02142.1.p1, OFUSG02142.4.p1, OFUSG02142.2.p1, OFUSG02142.3.p1	SACKO_14532
OG0000945	OFUSG22805.2.p1, OFUSG22805.1.p1, OFUSG24268.1.p1	SACKO_29022
OG0000946	OFUSG01913.2.p1, OFUSG01913.1.p1	SACKO_03434
OG0000946	OFUSG00637.1.p1	SACKO_03421
OG0000947	OFUSG17100.1.p1	SACKO_03864
OG0000949	OFUSG01898.1.p1, OFUSG21190.1.p1, OFUSG20002.1.p1	SACKO_06979, SACKO_06945, SACKO_03055
OG0000950	OFUSG23770.1.p1	SACKO_20117
OG0000951	OFUSG09305.1.p1	SACKO_12290
OG0000951	OFUSG00739.1.p1, OFUSG00739.2.p1	SACKO_04226
OG0000952	OFUSG02484.1.p1	SACKO_31709
OG0000952	OFUSG02485.1.p1	SACKO_31700
OG0000953	OFUSG13123.1.p1, OFUSG15200.1.p1, OFUSG23505.1.p1	SACKO_16853, SACKO_33210, SACKO_26487
OG0000954	OFUSG16223.1.p1	SACKO_09923
OG0000954	OFUSG04263.1.p1	SACKO_25005
OG0000955	OFUSG21035.1.p1	SACKO_27594
OG0000955	OFUSG02908.1.p1	SACKO_11876, SACKO_14411
OG0000957	OFUSG09505.1.p1, OFUSG09505.2.p1	SACKO_21298
OG0000958	OFUSG06196.1.p1, OFUSG06197.1.p1, OFUSG06896.1.p1	SACKO_01365
OG0000960	OFUSG05056.1.p1	SACKO_17419
OG0000963	OFUSG26256.1.p1	SACKO_03897
OG0000964	OFUSG10365.1.p1, OFUSG20587.1.p1, OFUSG20586.1.p1, OFUSG20586.2.p1	SACKO_21085, SACKO_21082
OG0000965	OFUSG10177.1.p1	SACKO_31862, SACKO_21944
OG0000965	OFUSG05283.1.p1	SACKO_29607
OG0000966	OFUSG15060.2.p1, OFUSG15060.1.p1	SACKO_19882
OG0000967	OFUSG18109.1.p1	SACKO_33567
OG0000968	OFUSG01481.1.p1, OFUSG01481.2.p1, OFUSG01481.3.p1	SACKO_19126
OG0000968	OFUSG15086.1.p1	SACKO_20110
OG0000969	OFUSG16049.1.p1, OFUSG16049.2.p1	SACKO_30327, SACKO_20971, SACKO_27764, SACKO_22920
OG0000970	OFUSG24111.1.p1	SACKO_05435
OG0000971	OFUSG15922.1.p1, OFUSG15916.1.p1, OFUSG15886.1.p1, OFUSG15885.1.p1	SACKO_31352
OG0000972	OFUSG22451.1.p1	SACKO_24516
OG0000972	OFUSG10857.2.p1, OFUSG10857.1.p1	SACKO_27667
OG0000974	OFUSG12017.1.p1	SACKO_16128
OG0000976	OFUSG10263.2.p1, OFUSG10263.1.p1, OFUSG10262.1.p1, OFUSG10264.2.p1, OFUSG10264.1.p1, OFUSG18417.2.p1, OFUSG18417.1.p1, OFUSG03178.1.p1, OFUSG03178.2.p1	SACKO_26354, SACKO_06538
OG0000977	OFUSG22964.1.p1	SACKO_07977
OG0000977	OFUSG25208.1.p1	SACKO_04766
OG0000977	OFUSG13628.1.p1	SACKO_13919
OG0000977	OFUSG06856.1.p1, OFUSG16299.1.p1, OFUSG16299.2.p1	SACKO_30692, SACKO_24604, SACKO_12919
OG0000978	OFUSG05262.1.p1	SACKO_05312
OG0000979	OFUSG20447.2.p1, OFUSG20447.1.p1	SACKO_28018, SACKO_28004, SACKO_28050, SACKO_20989, SACKO_19422, SACKO_21007
OG0000980	OFUSG19445.1.p1, OFUSG12240.1.p1, OFUSG19444.1.p1, OFUSG25234.1.p1, OFUSG25237.1.p1, OFUSG26050.1.p1, OFUSG10361.1.p1	SACKO_19244
OG0000980	OFUSG12236.1.p1, OFUSG19448.1.p1	SACKO_05766, SACKO_05761
OG0000981	OFUSG25031.3.p1, OFUSG25031.2.p1, OFUSG25031.1.p1, OFUSG04727.1.p1	SACKO_03122, SACKO_03119
OG0000981	OFUSG03861.1.p1	SACKO_11821, SACKO_29220, SACKO_11825
OG0000982	OFUSG16732.3.p1, OFUSG16732.2.p1, OFUSG16732.1.p1, OFUSG16732.4.p1, OFUSG16732.5.p1	SACKO_10519
OG0000984	OFUSG19991.1.p1	SACKO_22470, SACKO_22468
OG0000984	OFUSG07902.1.p1	SACKO_28472
OG0000985	OFUSG11040.1.p1	SACKO_21389
OG0000986	OFUSG09980.1.p1	SACKO_22424, SACKO_18517
OG0000987	OFUSG21084.2.p1, OFUSG21084.1.p1	SACKO_11731
OG0000988	OFUSG21531.1.p1	SACKO_00750, SACKO_27571
OG0000992	OFUSG18155.1.p1, OFUSG18156.1.p1	SACKO_01033
OG0000992	OFUSG06018.1.p1	SACKO_27184
OG0000993	OFUSG07943.2.p1, OFUSG07943.1.p1, OFUSG16895.1.p1, OFUSG16895.2.p1	SACKO_08088
OG0000994	OFUSG05737.1.p1	SACKO_04389
OG0000994	OFUSG19359.1.p1	SACKO_17316, SACKO_07113
OG0000995	OFUSG10864.1.p1, OFUSG10864.2.p1, OFUSG10864.3.p1	SACKO_28772, SACKO_28732
OG0000996	OFUSG14358.1.p1	SACKO_00027
OG0000998	OFUSG00656.2.p1, OFUSG00656.1.p1	SACKO_04803
OG0000998	OFUSG15459.1.p1	SACKO_03333
OG0000999	OFUSG04563.2.p1, OFUSG04563.1.p1	SACKO_02941
OG0000999	OFUSG00108.1.p1	SACKO_27886
OG0001001	OFUSG14675.1.p1	SACKO_32000
OG0001002	OFUSG15973.1.p1, OFUSG16764.2.p1, OFUSG16764.1.p1	SACKO_17603
OG0001003	OFUSG24187.1.p1	SACKO_29333
OG0001004	OFUSG26573.1.p1, OFUSG26573.2.p1	SACKO_12211
OG0001005	OFUSG06280.1.p1	SACKO_13230, SACKO_07944
OG0001006	OFUSG07003.3.p1, OFUSG07003.1.p1, OFUSG07003.2.p1	SACKO_28465
OG0001006	OFUSG17480.1.p1	SACKO_25694
OG0001007	OFUSG08050.1.p1, OFUSG08050.2.p1	SACKO_22800
OG0001008	OFUSG01608.1.p1	SACKO_12442
OG0001009	OFUSG10206.1.p1	SACKO_13013
OG0001009	OFUSG03141.1.p1, OFUSG10208.1.p1, OFUSG06733.1.p1, OFUSG03374.1.p1, OFUSG20943.1.p1	SACKO_17660
OG0001010	OFUSG05360.1.p1, OFUSG14233.1.p1, OFUSG18921.1.p1, OFUSG05157.1.p1, OFUSG05140.1.p1, OFUSG07495.1.p1	SACKO_32039, SACKO_32025
OG0001012	OFUSG14895.1.p1	SACKO_00643
OG0001013	OFUSG10524.1.p1	SACKO_22099, SACKO_33330, SACKO_22104, SACKO_12317
OG0001014	OFUSG07328.1.p1	SACKO_02723, SACKO_04998, SACKO_07017, SACKO_26625
OG0001014	OFUSG18896.1.p1	SACKO_04136
OG0001016	OFUSG16289.1.p1	SACKO_04981
OG0001016	OFUSG17257.1.p1	SACKO_15992
OG0001018	OFUSG20884.1.p1	SACKO_04566, SACKO_31412
OG0001022	OFUSG14113.1.p1	SACKO_05140
OG0001022	OFUSG14117.1.p1	SACKO_05128
OG0001023	OFUSG01359.1.p1	SACKO_01529
OG0001024	OFUSG17905.1.p1	SACKO_33645, SACKO_33650
OG0001026	OFUSG10458.1.p1	SACKO_18104
OG0001027	OFUSG15315.1.p1	SACKO_17175, SACKO_22570, SACKO_25824
OG0001028	OFUSG08945.1.p1, OFUSG08945.2.p1	SACKO_16985
OG0001029	OFUSG00715.1.p1	SACKO_14796
OG0001030	OFUSG09158.1.p1	SACKO_20494, SACKO_29916
OG0001030	OFUSG11700.1.p1	SACKO_04680
OG0001031	OFUSG10916.2.p1, OFUSG10916.3.p1, OFUSG10916.1.p1, OFUSG10915.1.p1	SACKO_14751, SACKO_16200
OG0001032	OFUSG05074.1.p1, OFUSG07488.1.p1, OFUSG07488.2.p1	SACKO_17505
OG0001033	OFUSG17922.1.p1	SACKO_17499
OG0001035	OFUSG03089.1.p1, OFUSG24618.1.p1	SACKO_30597
OG0001036	OFUSG23486.1.p1	SACKO_31534
OG0001038	OFUSG06632.3.p1, OFUSG06632.1.p1, OFUSG06632.2.p1, OFUSG06632.4.p1	SACKO_14108, SACKO_14106
OG0001039	OFUSG22530.1.p1	SACKO_07566
OG0001039	OFUSG18772.1.p1	SACKO_29826
OG0001041	OFUSG24963.1.p1, OFUSG04474.1.p1, OFUSG06262.1.p1, OFUSG24957.1.p1	SACKO_30775, SACKO_30781, SACKO_30782, SACKO_11024
OG0001042	OFUSG18717.1.p1, OFUSG18717.2.p1	SACKO_12664
OG0001043	OFUSG17849.1.p1, OFUSG17610.1.p1, OFUSG17609.1.p1	SACKO_34099, SACKO_15259
OG0001044	OFUSG23994.1.p1	SACKO_31463
OG0001044	OFUSG09207.1.p1	SACKO_00729, SACKO_00722, SACKO_00706, SACKO_01307, SACKO_07099, SACKO_07110, SACKO_01299, SACKO_11091, SACKO_11109
OG0001045	OFUSG05155.1.p1, OFUSG15982.1.p1, OFUSG25671.1.p1, OFUSG03476.1.p1, OFUSG03476.2.p1, OFUSG08858.1.p1, OFUSG08854.1.p1, OFUSG01213.1.p1, OFUSG14676.1.p1, OFUSG24705.1.p1, OFUSG02227.1.p1	SACKO_01115
OG0001045	OFUSG02021.1.p1, OFUSG02023.1.p1, OFUSG02022.1.p1, OFUSG02019.1.p1, OFUSG03692.1.p1, OFUSG19959.1.p1, OFUSG02020.1.p1, OFUSG08123.2.p1, OFUSG08123.1.p1, OFUSG16051.1.p1, OFUSG08074.1.p1, OFUSG15512.1.p1, OFUSG20790.1.p1, OFUSG14863.1.p1, OFUSG14991.1.p1, OFUSG01891.2.p1, OFUSG01891.1.p1, OFUSG17422.1.p1, OFUSG17430.1.p1	SACKO_28078
OG0001046	OFUSG10400.1.p1	SACKO_19301
OG0001047	OFUSG13920.1.p1	SACKO_19312
OG0001048	OFUSG11109.1.p1	SACKO_21452
OG0001049	OFUSG17397.1.p1	SACKO_28210
OG0001049	OFUSG21106.1.p1	SACKO_03823
OG0001050	OFUSG19968.1.p1, OFUSG09691.1.p1	SACKO_13547
OG0001051	OFUSG13657.1.p1, OFUSG05091.1.p1	SACKO_30190, SACKO_30259, SACKO_08626, SACKO_21820, SACKO_10588
OG0001052	OFUSG10412.2.p1, OFUSG10412.1.p1	SACKO_17741
OG0001053	OFUSG16393.1.p1	SACKO_17162
OG0001053	OFUSG18424.1.p1	SACKO_10734
OG0001054	OFUSG18550.2.p1, OFUSG18550.1.p1	SACKO_03187
OG0001054	OFUSG22682.1.p1	SACKO_03197
OG0001055	OFUSG01701.1.p1, OFUSG25546.1.p1, OFUSG23915.1.p1, OFUSG26007.1.p1	SACKO_28183, SACKO_10231, SACKO_10246, SACKO_27123, SACKO_20417, SACKO_20398, SACKO_20395, SACKO_20387, SACKO_20415, SACKO_20419, SACKO_20408, SACKO_20396, SACKO_20407, SACKO_20411
OG0001055	OFUSG08271.1.p1, OFUSG03490.1.p1, OFUSG03488.1.p1, OFUSG03489.1.p1	SACKO_06883, SACKO_19423, SACKO_06890, SACKO_06897, SACKO_06913, SACKO_11137, SACKO_06896
OG0001056	OFUSG20733.1.p1, OFUSG20733.2.p1	SACKO_30374
OG0001056	OFUSG05122.1.p1	SACKO_11428
OG0001057	OFUSG10093.2.p1, OFUSG10093.1.p1	SACKO_34054
OG0001058	OFUSG09700.3.p1, OFUSG09700.1.p1, OFUSG09700.2.p1	SACKO_30744
OG0001059	OFUSG12920.1.p1, OFUSG12926.1.p1, OFUSG12919.1.p1	SACKO_34066
OG0001060	OFUSG03037.1.p1	SACKO_10412
OG0001061	OFUSG03847.1.p1	SACKO_30699, SACKO_13469, SACKO_13448, SACKO_13461, SACKO_12648, SACKO_12650, SACKO_21647
OG0001062	OFUSG17199.1.p1, OFUSG17199.2.p1	SACKO_29376
OG0001063	OFUSG11469.1.p1	SACKO_31591
OG0001063	OFUSG12080.1.p1	SACKO_17683
OG0001064	OFUSG12139.1.p1, OFUSG12139.2.p1, OFUSG12140.2.p1, OFUSG12140.1.p1, OFUSG12144.1.p1, OFUSG19189.1.p1, OFUSG07960.1.p1	SACKO_15500, SACKO_34089, SACKO_31670, SACKO_03351, SACKO_16766, SACKO_31676, SACKO_12962, SACKO_12955, SACKO_12937, SACKO_30160
OG0001065	OFUSG12064.1.p1	SACKO_06065
OG0001066	OFUSG05685.1.p1	SACKO_07584
OG0001067	OFUSG12106.1.p1, OFUSG11202.1.p1, OFUSG08267.1.p1	SACKO_23129, SACKO_23130, SACKO_23138, SACKO_23139, SACKO_23136, SACKO_23131, SACKO_23140, SACKO_11747
OG0001068	OFUSG20968.4.p1, OFUSG20968.1.p1, OFUSG20968.2.p1, OFUSG20968.3.p1	SACKO_05518
OG0001072	OFUSG14989.1.p1, OFUSG14989.2.p1	SACKO_03267
OG0001072	OFUSG23887.1.p1, OFUSG23887.2.p1	SACKO_03307
OG0001073	OFUSG03347.1.p1	SACKO_21449, SACKO_04327
OG0001075	OFUSG21504.2.p1, OFUSG21504.3.p1, OFUSG21504.1.p1, OFUSG21503.2.p1, OFUSG21503.1.p1	SACKO_11315, SACKO_14262
OG0001076	OFUSG03330.1.p1	SACKO_06837
OG0001077	OFUSG15956.1.p1, OFUSG15957.1.p1	SACKO_10234
OG0001077	OFUSG04687.1.p1	SACKO_23172
OG0001077	OFUSG04034.1.p1	SACKO_02030
OG0001077	OFUSG04424.1.p1	SACKO_02068
OG0001078	OFUSG07195.2.p1, OFUSG07195.1.p1, OFUSG07195.3.p1	SACKO_03626
OG0001079	OFUSG22304.1.p1	SACKO_30338
OG0001079	OFUSG06804.1.p1	SACKO_30352
OG0001080	OFUSG16677.1.p1	SACKO_28482
OG0001080	OFUSG00008.1.p1	SACKO_17655
OG0001081	OFUSG14342.1.p1, OFUSG07840.1.p1	SACKO_20233, SACKO_20239
OG0001082	OFUSG04037.1.p1	SACKO_05811, SACKO_32916
OG0001082	OFUSG17193.1.p1	SACKO_08099
OG0001083	OFUSG06289.3.p1, OFUSG06289.2.p1, OFUSG06289.4.p1, OFUSG06289.1.p1, OFUSG06289.5.p1	SACKO_03733
OG0001084	OFUSG00659.1.p1, OFUSG00659.2.p1	SACKO_24296
OG0001085	OFUSG06361.1.p1	SACKO_23475
OG0001088	OFUSG15120.4.p1, OFUSG15120.1.p1, OFUSG15120.2.p1, OFUSG15120.3.p1	SACKO_18307
OG0001088	OFUSG11487.2.p1, OFUSG11487.1.p1	SACKO_05186
OG0001089	OFUSG19616.1.p1	SACKO_12550
OG0001091	OFUSG17661.2.p1, OFUSG17661.1.p1	SACKO_17088
OG0001092	OFUSG02473.1.p1	SACKO_08155, SACKO_08149
OG0001094	OFUSG05532.1.p1	SACKO_19741, SACKO_11943
OG0001095	OFUSG13749.1.p1, OFUSG13749.3.p1, OFUSG13749.2.p1	SACKO_26687
OG0001096	OFUSG26093.1.p1, OFUSG14723.1.p1, OFUSG14723.2.p1, OFUSG26692.2.p1, OFUSG26692.1.p1	SACKO_17666, SACKO_27109, SACKO_27146, SACKO_23783, SACKO_32878
OG0001097	OFUSG02921.1.p1, OFUSG17373.1.p1, OFUSG03053.1.p1	SACKO_11793
OG0001098	OFUSG13278.1.p1, OFUSG03892.1.p1, OFUSG22995.1.p1, OFUSG22999.1.p1, OFUSG23013.1.p1, OFUSG23017.1.p1, OFUSG22998.1.p1, OFUSG22994.1.p1, OFUSG23016.1.p1, OFUSG23012.1.p1, OFUSG12817.1.p1, OFUSG13303.1.p1, OFUSG15464.1.p1, OFUSG07741.1.p1, OFUSG13117.1.p1	SACKO_04770, SACKO_02505, SACKO_06863, SACKO_02500, SACKO_02497, SACKO_06868, SACKO_29188, SACKO_29165, SACKO_11498, SACKO_11506, SACKO_03975, SACKO_17123, SACKO_11216, SACKO_10933, SACKO_29219, SACKO_15213
OG0001102	OFUSG12472.1.p1	SACKO_03700
OG0001102	OFUSG11952.1.p1, OFUSG11951.2.p1, OFUSG11951.1.p1	SACKO_27070
OG0001103	OFUSG12330.1.p1	SACKO_06135
OG0001103	OFUSG17037.1.p1, OFUSG17037.3.p1, OFUSG17037.2.p1, OFUSG17037.4.p1	SACKO_18268
OG0001104	OFUSG23716.1.p1	SACKO_17440, SACKO_10508
OG0001104	OFUSG20028.1.p1, OFUSG23543.2.p1, OFUSG23543.1.p1	SACKO_03224
OG0001105	OFUSG16233.2.p1, OFUSG16233.1.p1, OFUSG16233.4.p1, OFUSG16233.3.p1	SACKO_04214
OG0001105	OFUSG18002.1.p1	SACKO_09999
OG0001105	OFUSG25355.1.p1	SACKO_18067
OG0001106	OFUSG09718.2.p1, OFUSG09718.1.p1	SACKO_09682
OG0001107	OFUSG24708.1.p1	SACKO_06919
OG0001108	OFUSG17063.1.p1	SACKO_04290
OG0001108	OFUSG24077.2.p1, OFUSG24077.1.p1	SACKO_31250
OG0001109	OFUSG13382.1.p1, OFUSG03479.1.p1, OFUSG03480.1.p1, OFUSG02782.1.p1, OFUSG02782.2.p1	SACKO_08252, SACKO_08246, SACKO_08241, SACKO_08240, SACKO_08237
OG0001110	OFUSG08276.1.p1	SACKO_08229
OG0001111	OFUSG05334.1.p1	SACKO_20490
OG0001111	OFUSG11298.1.p1	SACKO_03527
OG0001111	OFUSG11299.1.p1	SACKO_03526
OG0001112	OFUSG13817.3.p1, OFUSG13817.1.p1, OFUSG13817.4.p1, OFUSG13817.2.p1, OFUSG13817.5.p1	SACKO_18503
OG0001113	OFUSG01933.1.p1	SACKO_21432
OG0001114	OFUSG04229.1.p1	SACKO_08523
OG0001117	OFUSG16636.1.p1, OFUSG14207.1.p1	SACKO_06898
OG0001118	OFUSG08091.2.p1, OFUSG08091.5.p1, OFUSG08091.1.p1, OFUSG08091.4.p1, OFUSG08091.3.p1	SACKO_04263, SACKO_00345
OG0001119	OFUSG21187.2.p1, OFUSG21187.1.p1, OFUSG21187.3.p1, OFUSG21187.5.p1, OFUSG21187.4.p1	SACKO_20836
OG0001121	OFUSG00225.1.p1, OFUSG00225.2.p1	SACKO_32575
OG0001122	OFUSG14506.1.p1, OFUSG24260.1.p1	SACKO_19059, SACKO_19597, SACKO_18811, SACKO_23928, SACKO_23911, SACKO_23922, SACKO_23929, SACKO_23934, SACKO_19032, SACKO_23921, SACKO_05283, SACKO_23920, SACKO_03102
OG0001123	OFUSG12701.1.p1	SACKO_00205
OG0001123	OFUSG22297.1.p1	SACKO_33269
OG0001124	OFUSG10854.1.p1	SACKO_10008
OG0001124	OFUSG07596.1.p1	SACKO_04873
OG0001126	OFUSG24750.1.p1	SACKO_28905, SACKO_15936
