Orthogroup	OWEFU	BRAFL
OG0001151	OFUSG07134.1.p1	bflo_08944, bflo_08878, bflo_08942, bflo_10521, bflo_27391, bflo_10269, bflo_26958, bflo_08950, bflo_10497, bflo_08884, bflo_08945, bflo_23889, bflo_21455, bflo_22139, bflo_22143, bflo_09349, bflo_09351, bflo_08875, bflo_08882, bflo_08879, bflo_08940, bflo_08877, bflo_10349, bflo_10485, bflo_00164, bflo_23529, bflo_22228, bflo_21708, bflo_00077, bflo_08870, bflo_14610, bflo_08936, bflo_08930, bflo_11221, bflo_00162, bflo_22246, bflo_22194, bflo_01333, bflo_16508, bflo_02118
OG0001155	OFUSG07724.1.p1	bflo_21036, bflo_21037, bflo_21041
OG0001155	OFUSG22403.1.p1	bflo_20442
OG0001156	OFUSG03954.1.p1, OFUSG03954.2.p1, OFUSG03954.3.p1	bflo_18549
OG0001158	OFUSG20905.2.p1, OFUSG20905.1.p1	bflo_11159
OG0001159	OFUSG11338.1.p1, OFUSG20958.1.p1	bflo_01554
OG0001160	OFUSG07954.1.p1	bflo_09781, bflo_25996, bflo_26928, bflo_09780
OG0001161	OFUSG16226.3.p1, OFUSG16226.2.p1, OFUSG16226.1.p1	bflo_08066
OG0001162	OFUSG20181.1.p1	bflo_17404
OG0001163	OFUSG11184.1.p1, OFUSG11184.2.p1	bflo_06913, bflo_07427
OG0001164	OFUSG24177.1.p1	bflo_21084
OG0001165	OFUSG13166.1.p1	bflo_01574
OG0001165	OFUSG14678.1.p1, OFUSG14678.2.p1	bflo_22236
OG0001166	OFUSG02486.1.p1	bflo_14820, bflo_15448
OG0001167	OFUSG21708.1.p1	bflo_16326
OG0001168	OFUSG18913.1.p1	bflo_13463
OG0001169	OFUSG02492.1.p1	bflo_14076, bflo_12639
OG0001170	OFUSG01257.1.p1	bflo_04525, bflo_11360
OG0001171	OFUSG16690.1.p1	bflo_05953
OG0001172	OFUSG24342.1.p1	bflo_02862
OG0001173	OFUSG04684.1.p1	bflo_06950
OG0001173	OFUSG26111.1.p1	bflo_04050
OG0001173	OFUSG04683.1.p1	bflo_04048
OG0001174	OFUSG06404.1.p1, OFUSG06737.1.p1, OFUSG06160.1.p1	bflo_11141
OG0001175	OFUSG26257.2.p1, OFUSG26257.1.p1	bflo_00560, bflo_02898
OG0001176	OFUSG10722.1.p1	bflo_07517
OG0001177	OFUSG21015.1.p1	bflo_20551
OG0001177	OFUSG21019.1.p1, OFUSG21014.1.p1, OFUSG21016.1.p1	bflo_01608
OG0001178	OFUSG12774.1.p1	bflo_25556
OG0001178	OFUSG25843.1.p1	bflo_22453
OG0001179	OFUSG23169.1.p1	bflo_13368, bflo_13513
OG0001180	OFUSG09681.3.p1, OFUSG09681.1.p1, OFUSG09681.2.p1	bflo_06469, bflo_06718, bflo_05047
OG0001180	OFUSG19622.1.p1	bflo_06736, bflo_00350
OG0001181	OFUSG04163.4.p1, OFUSG04163.3.p1, OFUSG04163.2.p1, OFUSG04163.5.p1, OFUSG04163.1.p1	bflo_18914
OG0001182	OFUSG07436.2.p1, OFUSG07436.1.p1, OFUSG07437.1.p1, OFUSG21970.1.p1, OFUSG20652.1.p1	bflo_03435
OG0001183	OFUSG16748.1.p1, OFUSG16749.2.p1, OFUSG16749.1.p1, OFUSG22306.1.p1	bflo_19634
OG0001184	OFUSG07947.1.p1, OFUSG07947.2.p1	bflo_15772
OG0001184	OFUSG05984.1.p1	bflo_09793
OG0001185	OFUSG20935.1.p1	bflo_06562
OG0001186	OFUSG20257.1.p1	bflo_12657
OG0001186	OFUSG20541.1.p1	bflo_12919
OG0001188	OFUSG12424.3.p1, OFUSG12424.2.p1, OFUSG12424.4.p1, OFUSG12424.1.p1	bflo_05292
OG0001189	OFUSG13393.2.p1, OFUSG13393.1.p1	bflo_06318
OG0001190	OFUSG17154.1.p1	bflo_25067
OG0001191	OFUSG19246.1.p1	bflo_10001
OG0001192	OFUSG03419.1.p1	bflo_21883
OG0001196	OFUSG09460.1.p1	bflo_09773
OG0001197	OFUSG26563.2.p1, OFUSG26563.1.p1	bflo_24451
OG0001198	OFUSG09269.1.p1	bflo_02095
OG0001198	OFUSG01615.2.p1, OFUSG01615.1.p1, OFUSG01616.2.p1, OFUSG01616.1.p1	bflo_03034
OG0001199	OFUSG01516.1.p1	bflo_17249
OG0001200	OFUSG25224.1.p1	bflo_09896, bflo_19272, bflo_21205
OG0001201	OFUSG05227.1.p1	bflo_12759
OG0001202	OFUSG14587.1.p1	bflo_02498
OG0001203	OFUSG11251.2.p1, OFUSG11251.1.p1	bflo_18138
OG0001204	OFUSG22699.1.p1	bflo_20309, bflo_20315
OG0001205	OFUSG03656.1.p1	bflo_14061, bflo_27112
OG0001205	OFUSG03222.1.p1	bflo_15342, bflo_14334
OG0001207	OFUSG26036.1.p1	bflo_21743
OG0001207	OFUSG04252.2.p1, OFUSG04252.1.p1	bflo_02422
OG0001208	OFUSG23596.1.p1, OFUSG23596.2.p1	bflo_25733
OG0001209	OFUSG16185.1.p1	bflo_26894
OG0001210	OFUSG21803.1.p1	bflo_07894
OG0001210	OFUSG16955.1.p1	bflo_04429
OG0001211	OFUSG26423.1.p1	bflo_00897
OG0001213	OFUSG05564.1.p1	bflo_10680
OG0001213	OFUSG24083.1.p1	bflo_20590
OG0001214	OFUSG23587.1.p1, OFUSG23585.1.p1, OFUSG23586.1.p1	bflo_11103
OG0001215	OFUSG23468.1.p1	bflo_00807
OG0001216	OFUSG24041.1.p1	bflo_24683
OG0001216	OFUSG05379.1.p1	bflo_13216
OG0001217	OFUSG01813.2.p1, OFUSG01813.1.p1, OFUSG01813.3.p1	bflo_17953
OG0001218	OFUSG23686.1.p1	bflo_24854
OG0001219	OFUSG21415.1.p1	bflo_01008
OG0001220	OFUSG14871.1.p1	bflo_20837
OG0001220	OFUSG14154.1.p1	bflo_21723
OG0001221	OFUSG05323.1.p1, OFUSG04940.1.p1, OFUSG20341.1.p1	bflo_13343
OG0001222	OFUSG18398.1.p1, OFUSG18400.1.p1, OFUSG24279.1.p1, OFUSG24279.2.p1, OFUSG25226.1.p1, OFUSG07727.1.p1, OFUSG00477.1.p1	bflo_18729, bflo_18730, bflo_18724, bflo_27274, bflo_19111, bflo_18731, bflo_18732, bflo_19546, bflo_27308
OG0001223	OFUSG20458.1.p1, OFUSG20458.3.p1, OFUSG20458.2.p1	bflo_12732
OG0001225	OFUSG04589.1.p1	bflo_08317
OG0001226	OFUSG00663.1.p1, OFUSG17943.2.p1, OFUSG17943.1.p1, OFUSG21268.1.p1	bflo_18009
OG0001227	OFUSG00654.1.p1	bflo_17418
OG0001230	OFUSG21086.1.p1	bflo_01521, bflo_04046
OG0001231	OFUSG12258.4.p1, OFUSG12258.5.p1, OFUSG12258.2.p1, OFUSG12258.3.p1, OFUSG12258.1.p1	bflo_03798
OG0001232	OFUSG10193.1.p1, OFUSG07641.1.p1, OFUSG07649.1.p1	bflo_23005, bflo_23685
OG0001233	OFUSG03848.1.p1, OFUSG03848.2.p1	bflo_18255, bflo_18256, bflo_18257, bflo_18258, bflo_18482
OG0001234	OFUSG05267.1.p1	bflo_14036
OG0001236	OFUSG21425.1.p1	bflo_24082
OG0001237	OFUSG04283.1.p1, OFUSG04283.2.p1	bflo_08453
OG0001237	OFUSG24255.3.p1, OFUSG24255.1.p1, OFUSG24255.2.p1	bflo_07801
OG0001238	OFUSG19388.1.p1	bflo_06313
OG0001238	OFUSG21344.1.p1	bflo_26480
OG0001239	OFUSG05931.1.p1, OFUSG05931.2.p1	bflo_10959
OG0001240	OFUSG20659.1.p1	bflo_06423
OG0001241	OFUSG12948.2.p1, OFUSG12948.1.p1	bflo_06240
OG0001241	OFUSG14006.1.p1	bflo_21597
OG0001242	OFUSG07103.1.p1, OFUSG07103.2.p1, OFUSG26502.1.p1, OFUSG26501.1.p1, OFUSG26500.1.p1, OFUSG03443.1.p1, OFUSG17525.1.p1	bflo_26271, bflo_25905, bflo_25751, bflo_25417, bflo_26351, bflo_25804
OG0001243	OFUSG16186.2.p1, OFUSG16186.3.p1, OFUSG16186.1.p1, OFUSG16186.5.p1, OFUSG16186.4.p1	bflo_08723
OG0001244	OFUSG14122.1.p1, OFUSG14121.1.p1	bflo_00021, bflo_08831, bflo_11777, bflo_11002, bflo_06939, bflo_21548, bflo_16495
OG0001245	OFUSG10421.2.p1, OFUSG10421.4.p1, OFUSG10421.3.p1, OFUSG10421.1.p1	bflo_08692
OG0001246	OFUSG03943.1.p1, OFUSG03942.2.p1, OFUSG03942.1.p1	bflo_18611, bflo_27266, bflo_18610, bflo_03922, bflo_19063
OG0001247	OFUSG05637.1.p1, OFUSG05637.3.p1, OFUSG05637.4.p1, OFUSG05637.2.p1	bflo_12136
OG0001248	OFUSG23624.1.p1	bflo_00177
OG0001249	OFUSG17354.1.p1	bflo_25407, bflo_25542
OG0001250	OFUSG09998.1.p1, OFUSG09998.2.p1	bflo_23893
OG0001251	OFUSG04849.1.p1	bflo_13478
OG0001252	OFUSG16975.2.p1, OFUSG16975.1.p1	bflo_25844
OG0001253	OFUSG06702.1.p1	bflo_11668, bflo_06734
OG0001254	OFUSG24259.1.p1, OFUSG24259.5.p1, OFUSG24259.3.p1, OFUSG24259.4.p1, OFUSG24259.2.p1	bflo_16683
OG0001255	OFUSG26725.1.p1	bflo_16332
OG0001256	OFUSG01838.2.p1, OFUSG01838.3.p1, OFUSG01838.1.p1	bflo_27204, bflo_17356
OG0001261	OFUSG02179.1.p1	bflo_27125, bflo_14339
OG0001262	OFUSG07691.1.p1	bflo_15864
OG0001263	OFUSG11029.2.p1, OFUSG11029.1.p1	bflo_07084
OG0001263	OFUSG09274.1.p1	bflo_10303
OG0001264	OFUSG23132.1.p1	bflo_13401
OG0001266	OFUSG06980.1.p1	bflo_05858, bflo_18162
OG0001266	OFUSG16970.1.p1	bflo_05662
OG0001267	OFUSG03362.1.p1	bflo_14627, bflo_14348
OG0001267	OFUSG22343.1.p1	bflo_20420
OG0001268	OFUSG09833.1.p1	bflo_06467
OG0001268	OFUSG06589.1.p1, OFUSG06589.2.p1	bflo_11029
OG0001270	OFUSG18535.1.p1	bflo_23365
OG0001270	OFUSG05149.1.p1	bflo_22891
OG0001271	OFUSG04260.2.p1, OFUSG04260.1.p1	bflo_11260, bflo_18970
OG0001272	OFUSG15558.2.p1, OFUSG15558.1.p1	bflo_20203
OG0001273	OFUSG08474.2.p1, OFUSG08474.1.p1	bflo_00724, bflo_03191
OG0001274	OFUSG26621.1.p1, OFUSG26621.2.p1	bflo_15721
OG0001275	OFUSG00064.2.p1, OFUSG00064.1.p1, OFUSG00064.4.p1, OFUSG00064.3.p1, OFUSG00065.1.p1	bflo_17335
OG0001276	OFUSG02131.2.p1, OFUSG02131.1.p1	bflo_14135
OG0001278	OFUSG21422.1.p1	bflo_02941, bflo_01205
OG0001279	OFUSG11783.1.p1	bflo_08526
OG0001280	OFUSG08879.1.p1	bflo_05584
OG0001281	OFUSG11373.1.p1	bflo_06100
OG0001282	OFUSG01601.2.p1, OFUSG01601.1.p1	bflo_26722, bflo_03069
OG0001284	OFUSG16498.1.p1	bflo_19270
OG0001284	OFUSG08836.1.p1, OFUSG08837.1.p1	bflo_06254
OG0001286	OFUSG08045.2.p1, OFUSG08045.1.p1	bflo_10170, bflo_26942
OG0001287	OFUSG02471.1.p1	bflo_14817
OG0001289	OFUSG23642.1.p1	bflo_21364
OG0001291	OFUSG10221.1.p1	bflo_08573
OG0001292	OFUSG16670.1.p1	bflo_18759
OG0001293	OFUSG22587.1.p1	bflo_20495
OG0001294	OFUSG12455.1.p1, OFUSG12455.2.p1, OFUSG12455.4.p1, OFUSG12455.3.p1	bflo_18510
OG0001295	OFUSG26538.2.p1, OFUSG26538.1.p1	bflo_00207
OG0001296	OFUSG22042.1.p1	bflo_12324
OG0001297	OFUSG07798.1.p1	bflo_10353
OG0001300	OFUSG06989.2.p1, OFUSG06989.1.p1, OFUSG06989.3.p1, OFUSG06989.4.p1	bflo_05337, bflo_26790, bflo_20405
OG0001302	OFUSG26569.1.p1	bflo_25165
OG0001302	OFUSG15207.1.p1	bflo_08709
OG0001304	OFUSG05114.1.p1	bflo_13694
OG0001305	OFUSG08198.1.p1	bflo_15741
OG0001306	OFUSG23546.1.p1	bflo_25980
OG0001306	OFUSG07657.1.p1, OFUSG07657.2.p1	bflo_16344
OG0001308	OFUSG10535.1.p1	bflo_08681
OG0001309	OFUSG21047.1.p1, OFUSG22086.1.p1, OFUSG25240.1.p1, OFUSG07752.1.p1	bflo_25672, bflo_00185, bflo_26471, bflo_05346, bflo_00102, bflo_00238, bflo_26246, bflo_26313, bflo_25742, bflo_26400
OG0001310	OFUSG11461.1.p1	bflo_20260
OG0001310	OFUSG06993.1.p1, OFUSG06993.2.p1, OFUSG06993.3.p1	bflo_17144
OG0001311	OFUSG12707.3.p1, OFUSG12707.2.p1, OFUSG12707.1.p1	bflo_00386
OG0001311	OFUSG15938.2.p1, OFUSG15938.1.p1	bflo_18844
OG0001312	OFUSG01787.1.p1, OFUSG17940.1.p1, OFUSG19112.1.p1	bflo_17709
OG0001313	OFUSG00097.1.p1, OFUSG00029.1.p1	bflo_08797, bflo_24288, bflo_09898, bflo_10384, bflo_14942
OG0001314	OFUSG01280.1.p1	bflo_18178
OG0001314	OFUSG25481.1.p1, OFUSG26729.1.p1, OFUSG26729.2.p1	bflo_15272, bflo_13793
OG0001315	OFUSG10828.1.p1	bflo_23287
OG0001316	OFUSG25497.3.p1, OFUSG25497.2.p1, OFUSG25497.1.p1	bflo_15475
OG0001317	OFUSG17795.1.p1	bflo_16360
OG0001317	OFUSG06662.2.p1, OFUSG06662.1.p1	bflo_10965
OG0001318	OFUSG00323.1.p1	bflo_03324
OG0001318	OFUSG00343.1.p1	bflo_04124
OG0001319	OFUSG26856.1.p1, OFUSG26856.2.p1	bflo_21304
OG0001320	OFUSG23083.1.p1	bflo_10273
OG0001320	OFUSG21928.1.p1, OFUSG11012.1.p1, OFUSG11010.1.p1	bflo_05629
OG0001321	OFUSG16548.1.p1	bflo_08721
OG0001322	OFUSG07154.2.p1, OFUSG07154.1.p1	bflo_09889
OG0001322	OFUSG11624.1.p1	bflo_23924
OG0001323	OFUSG11964.4.p1, OFUSG11964.3.p1, OFUSG11964.1.p1, OFUSG11964.2.p1	bflo_19666
OG0001324	OFUSG16607.1.p1	bflo_02826
OG0001325	OFUSG10884.1.p1	bflo_13293
OG0001327	OFUSG12772.1.p1	bflo_01466
OG0001327	OFUSG06432.1.p1	bflo_11384
OG0001329	OFUSG19399.1.p1, OFUSG06594.1.p1	bflo_08763, bflo_14333
OG0001330	OFUSG15141.1.p1	bflo_20123
OG0001331	OFUSG06502.1.p1	bflo_08815
OG0001332	OFUSG05145.1.p1	bflo_06611, bflo_06610, bflo_25803
OG0001332	OFUSG17350.1.p1	bflo_25758
OG0001333	OFUSG07585.1.p1, OFUSG07585.2.p1	bflo_09852
OG0001335	OFUSG19960.1.p1	bflo_05620
OG0001337	OFUSG20188.1.p1	bflo_05523
OG0001337	OFUSG21230.1.p1	bflo_25577
OG0001339	OFUSG21367.1.p1, OFUSG21369.1.p1	bflo_06139
OG0001341	OFUSG06041.1.p1	bflo_11107
OG0001344	OFUSG10181.1.p1	bflo_08238, bflo_05567
OG0001345	OFUSG06158.1.p1	bflo_12252, bflo_11238, bflo_11249
OG0001348	OFUSG14452.1.p1, OFUSG14452.2.p1	bflo_21574
OG0001349	OFUSG12951.1.p1, OFUSG05738.1.p1, OFUSG12952.1.p1, OFUSG18819.1.p1, OFUSG05423.1.p1, OFUSG13072.1.p1, OFUSG05399.1.p1, OFUSG20499.1.p1, OFUSG05402.1.p1, OFUSG12954.1.p1, OFUSG23875.1.p1, OFUSG04193.1.p1, OFUSG17002.1.p1, OFUSG17002.2.p1	bflo_24225, bflo_10708, bflo_09331, bflo_08005
OG0001350	OFUSG13619.1.p1, OFUSG20926.1.p1	bflo_25719
OG0001351	OFUSG24766.1.p1, OFUSG24766.2.p1, OFUSG24770.1.p1	bflo_21262
OG0001352	OFUSG21804.1.p1, OFUSG10126.1.p1	bflo_23166, bflo_23187
OG0001353	OFUSG21880.1.p1	bflo_16481
OG0001354	OFUSG09421.1.p1	bflo_21871
OG0001354	OFUSG21208.1.p1	bflo_13887
OG0001355	OFUSG06812.1.p1	bflo_10179
OG0001356	OFUSG05861.1.p1, OFUSG19759.1.p1	bflo_10948
OG0001357	OFUSG11869.2.p1, OFUSG11869.1.p1	bflo_21298
OG0001359	OFUSG09546.1.p1, OFUSG09546.4.p1, OFUSG09546.3.p1, OFUSG09546.2.p1	bflo_25944
OG0001360	OFUSG10269.1.p1, OFUSG08616.1.p1	bflo_08174
OG0001362	OFUSG10756.1.p1	bflo_23593, bflo_22855, bflo_10725
OG0001363	OFUSG08098.1.p1, OFUSG06851.1.p1, OFUSG04232.2.p1, OFUSG04232.1.p1, OFUSG10137.2.p1, OFUSG10137.1.p1	bflo_16521, bflo_16519
OG0001364	OFUSG21480.2.p1, OFUSG21480.1.p1	bflo_24323
OG0001366	OFUSG24531.1.p1, OFUSG24531.2.p1	bflo_19736
OG0001366	OFUSG24530.1.p1, OFUSG24526.1.p1	bflo_19732
OG0001367	OFUSG13306.3.p1, OFUSG13306.2.p1, OFUSG13306.1.p1	bflo_16121
OG0001368	OFUSG15592.1.p1, OFUSG15601.1.p1, OFUSG14872.1.p1, OFUSG23238.1.p1, OFUSG13017.1.p1, OFUSG03573.1.p1	bflo_01730, bflo_01015
OG0001368	OFUSG11560.1.p1	bflo_20314
OG0001369	OFUSG19058.2.p1, OFUSG19058.1.p1, OFUSG19058.3.p1	bflo_11602
OG0001370	OFUSG26505.1.p1	bflo_05809
OG0001370	OFUSG07390.1.p1	bflo_18847
OG0001371	OFUSG17879.1.p1	bflo_23286, bflo_22936, bflo_22937, bflo_22938
OG0001372	OFUSG20231.1.p1	bflo_13574
OG0001373	OFUSG10557.1.p1	bflo_22620
OG0001374	OFUSG04562.1.p1	bflo_07194
OG0001375	OFUSG07343.1.p1	bflo_05780
OG0001375	OFUSG17328.1.p1	bflo_25517
OG0001376	OFUSG09428.1.p1	bflo_06943
OG0001377	OFUSG05993.5.p1, OFUSG05993.1.p1, OFUSG05993.4.p1, OFUSG05993.3.p1, OFUSG05993.2.p1	bflo_10365
OG0001378	OFUSG06638.1.p1	bflo_08974
OG0001379	OFUSG25798.1.p1	bflo_05155, bflo_21724
OG0001380	OFUSG02941.1.p1	bflo_14218
OG0001381	OFUSG08848.1.p1	bflo_05543
OG0001383	OFUSG08386.1.p1, OFUSG08386.2.p1	bflo_16647
OG0001384	OFUSG25874.1.p1, OFUSG25878.1.p1	bflo_21717
OG0001386	OFUSG04435.2.p1, OFUSG04435.1.p1	bflo_02159
OG0001387	OFUSG08838.2.p1, OFUSG08838.1.p1, OFUSG09228.1.p1, OFUSG09227.1.p1, OFUSG09228.2.p1, OFUSG09228.3.p1, OFUSG09222.1.p1, OFUSG09222.2.p1, OFUSG23297.1.p1, OFUSG21160.1.p1	bflo_21652
OG0001388	OFUSG23605.1.p1, OFUSG18402.1.p1	bflo_12129
OG0001389	OFUSG02820.1.p1, OFUSG02820.2.p1	bflo_14302
OG0001390	OFUSG20512.1.p1	bflo_04726, bflo_04724
OG0001394	OFUSG03004.2.p1, OFUSG03004.3.p1, OFUSG03004.1.p1	bflo_15041
OG0001395	OFUSG00519.1.p1, OFUSG00519.2.p1	bflo_17427, bflo_09664
OG0001396	OFUSG26273.1.p1, OFUSG26273.2.p1, OFUSG26272.1.p1, OFUSG13165.1.p1, OFUSG13165.2.p1, OFUSG13753.1.p1, OFUSG26271.1.p1, OFUSG13751.1.p1, OFUSG26270.1.p1, OFUSG17889.1.p1, OFUSG10375.1.p1	bflo_23574, bflo_08795, bflo_00153, bflo_00810, bflo_25762, bflo_00278, bflo_00133, bflo_25573
OG0001397	OFUSG18946.1.p1	bflo_10128
OG0001397	OFUSG05696.1.p1	bflo_09338
OG0001398	OFUSG08385.2.p1, OFUSG08385.1.p1	bflo_15202, bflo_23447, bflo_22754
OG0001399	OFUSG05115.2.p1, OFUSG05115.1.p1	bflo_12579
OG0001400	OFUSG16752.1.p1	bflo_02687
OG0001402	OFUSG15266.1.p1	bflo_19487
OG0001403	OFUSG22106.1.p1, OFUSG22108.1.p1, OFUSG22105.1.p1	bflo_20986, bflo_01674, bflo_09800
OG0001404	OFUSG20498.1.p1, OFUSG06110.1.p1	bflo_23159
OG0001404	OFUSG13591.1.p1	bflo_24535
OG0001405	OFUSG08687.1.p1	bflo_23990
OG0001406	OFUSG26862.2.p1, OFUSG26862.1.p1	bflo_21284
OG0001407	OFUSG21522.1.p1, OFUSG21522.2.p1, OFUSG21521.1.p1	bflo_10913
OG0001407	OFUSG11449.1.p1	bflo_26517
OG0001408	OFUSG26701.3.p1, OFUSG26701.5.p1, OFUSG26701.1.p1, OFUSG26701.2.p1, OFUSG26701.4.p1	bflo_17072
OG0001409	OFUSG08545.1.p1	bflo_11307
OG0001410	OFUSG03571.1.p1	bflo_14262
OG0001410	OFUSG05214.1.p1	bflo_13741
OG0001411	OFUSG03508.1.p1	bflo_14652
OG0001412	OFUSG18887.1.p1	bflo_09295
OG0001412	OFUSG15817.1.p1	bflo_00729
OG0001413	OFUSG22121.1.p1	bflo_20564
OG0001413	OFUSG08829.2.p1, OFUSG08829.1.p1	bflo_06589
OG0001414	OFUSG11958.2.p1, OFUSG11958.1.p1	bflo_22712, bflo_10760
OG0001414	OFUSG18118.1.p1	bflo_10406
OG0001415	OFUSG15519.1.p1	bflo_14008, bflo_20533
OG0001415	OFUSG13887.1.p1, OFUSG13881.1.p1, OFUSG13888.1.p1	bflo_21227
OG0001416	OFUSG13299.1.p1	bflo_24922
OG0001417	OFUSG23096.1.p1	bflo_12897
OG0001417	OFUSG16507.1.p1	bflo_02373
OG0001418	OFUSG17720.1.p1	bflo_26213
OG0001419	OFUSG12217.1.p1	bflo_18205
OG0001419	OFUSG20330.1.p1	bflo_13490
OG0001421	OFUSG12383.1.p1, OFUSG12383.2.p1, OFUSG12383.3.p1	bflo_21002
OG0001422	OFUSG26586.1.p1, OFUSG26586.2.p1	bflo_00253
OG0001423	OFUSG07664.2.p1, OFUSG07664.1.p1	bflo_16047
OG0001424	OFUSG16407.2.p1, OFUSG16407.1.p1	bflo_06976
OG0001424	OFUSG06362.1.p1	bflo_05512
OG0001425	OFUSG07569.2.p1, OFUSG07569.1.p1	bflo_06116, bflo_05585
OG0001426	OFUSG13058.1.p1	bflo_24890
OG0001427	OFUSG17237.1.p1, OFUSG17237.2.p1	bflo_04082, bflo_04073
OG0001428	OFUSG13057.1.p1, OFUSG13057.2.p1	bflo_24663
OG0001429	OFUSG01117.3.p1, OFUSG01117.1.p1, OFUSG01117.5.p1, OFUSG01117.4.p1, OFUSG01117.2.p1	bflo_17955
OG0001430	OFUSG12101.2.p1, OFUSG12101.1.p1	bflo_10599
OG0001431	OFUSG13522.1.p1	bflo_26459
OG0001432	OFUSG07030.1.p1	bflo_22992
OG0001433	OFUSG12630.1.p1	bflo_06374
OG0001434	OFUSG01502.1.p1, OFUSG08642.1.p1, OFUSG01505.1.p1, OFUSG01506.1.p1, OFUSG01495.1.p1	bflo_03898
OG0001436	OFUSG04236.1.p1	bflo_02923
OG0001437	OFUSG20380.1.p1	bflo_11365, bflo_13730, bflo_13248
OG0001438	OFUSG23458.1.p1	bflo_24637
OG0001439	OFUSG09315.1.p1	bflo_09385, bflo_23356
OG0001440	OFUSG16509.1.p1	bflo_02819
OG0001440	OFUSG04935.1.p1	bflo_14002
OG0001441	OFUSG21490.1.p1	bflo_05732
OG0001442	OFUSG01726.1.p1	bflo_17388
OG0001444	OFUSG10636.1.p1, OFUSG22849.1.p1, OFUSG01825.1.p1, OFUSG02583.1.p1	bflo_01969, bflo_03209, bflo_14239
OG0001445	OFUSG25750.1.p1	bflo_08938
OG0001446	OFUSG14848.3.p1, OFUSG14848.1.p1, OFUSG14848.2.p1	bflo_16884, bflo_20296, bflo_20858
OG0001447	OFUSG12539.1.p1	bflo_24721
OG0001447	OFUSG24597.1.p1, OFUSG24597.2.p1	bflo_02252
OG0001448	OFUSG15091.1.p1	bflo_20958
OG0001448	OFUSG23566.1.p1	bflo_00530
OG0001449	OFUSG23473.1.p1	bflo_06102
OG0001449	OFUSG04436.1.p1	bflo_02343
OG0001451	OFUSG25146.1.p1	bflo_06520
OG0001451	OFUSG01699.1.p1	bflo_04723
OG0001452	OFUSG19630.4.p1, OFUSG19630.3.p1, OFUSG19630.2.p1, OFUSG19630.1.p1	bflo_05982
OG0001453	OFUSG21275.1.p1	bflo_07649
OG0001455	OFUSG21479.1.p1	bflo_25643
OG0001456	OFUSG19848.1.p1	bflo_05447
OG0001456	OFUSG19840.1.p1	bflo_02658
OG0001457	OFUSG26319.1.p1	bflo_06362
OG0001459	OFUSG26657.1.p1	bflo_09086
OG0001460	OFUSG24617.1.p1	bflo_22004
OG0001460	OFUSG10186.1.p1, OFUSG10186.2.p1	bflo_06898
OG0001461	OFUSG06941.1.p1, OFUSG06941.2.p1	bflo_11066, bflo_10892, bflo_11178, bflo_19369, bflo_21910
OG0001462	OFUSG11538.1.p1	bflo_14890
OG0001462	OFUSG12147.1.p1	bflo_20537
OG0001463	OFUSG20516.1.p1, OFUSG20517.1.p1	bflo_15529, bflo_08852, bflo_24681, bflo_24477, bflo_24476
OG0001464	OFUSG16469.1.p1, OFUSG16469.2.p1, OFUSG16469.3.p1, OFUSG16469.4.p1	bflo_02860
OG0001465	OFUSG12663.2.p1, OFUSG12663.1.p1	bflo_24992
OG0001466	OFUSG26312.2.p1, OFUSG26312.1.p1	bflo_04036
OG0001466	OFUSG17818.1.p1	bflo_07291
OG0001467	OFUSG05523.1.p1	bflo_06650, bflo_15911
OG0001467	OFUSG05528.1.p1	bflo_22950, bflo_11088
OG0001468	OFUSG16624.1.p1	bflo_02942
OG0001469	OFUSG19276.1.p1	bflo_09303
OG0001469	OFUSG01366.1.p1	bflo_14078
OG0001470	OFUSG23956.1.p1	bflo_21111
OG0001472	OFUSG15801.1.p1	bflo_19444
OG0001472	OFUSG11564.1.p1, OFUSG11564.2.p1	bflo_09223
OG0001473	OFUSG18207.1.p1, OFUSG18989.2.p1, OFUSG18989.1.p1	bflo_13907, bflo_23419, bflo_23420
OG0001474	OFUSG22251.1.p1	bflo_19387
OG0001474	OFUSG03993.1.p1	bflo_23794
OG0001475	OFUSG17648.1.p1	bflo_24732, bflo_24910
OG0001476	OFUSG01467.4.p1, OFUSG01467.3.p1, OFUSG01467.2.p1, OFUSG01467.1.p1, OFUSG01467.5.p1	bflo_17228
OG0001477	OFUSG10650.1.p1	bflo_23776
OG0001478	OFUSG11728.1.p1, OFUSG11728.2.p1	bflo_13944
OG0001478	OFUSG17892.2.p1, OFUSG17892.1.p1	bflo_23859
OG0001479	OFUSG07446.2.p1, OFUSG07446.1.p1, OFUSG07446.4.p1, OFUSG07446.3.p1	bflo_16721
OG0001480	OFUSG04311.2.p1, OFUSG04311.1.p1, OFUSG04311.4.p1, OFUSG04311.3.p1	bflo_02349
OG0001481	OFUSG26797.1.p1	bflo_07408
OG0001482	OFUSG22337.1.p1	bflo_20862
OG0001483	OFUSG07909.1.p1	bflo_09972, bflo_09992
OG0001483	OFUSG10055.1.p1	bflo_22427
OG0001484	OFUSG06287.1.p1	bflo_12487
OG0001485	OFUSG09235.1.p1	bflo_03776
OG0001486	OFUSG00394.1.p1	bflo_03322
OG0001487	OFUSG23190.3.p1, OFUSG23190.1.p1, OFUSG23190.2.p1	bflo_12930
OG0001488	OFUSG16759.1.p1	bflo_19632
OG0001490	OFUSG25092.1.p1	bflo_06679
