Orthogroup	OWEFU	PFLAV
OG0000477	OFUSG08679.2.p1, OFUSG08679.1.p1	TCONS_00053689.p1, TCONS_00053690.p1, TCONS_00053691.p1
OG0000478	OFUSG06603.1.p1, OFUSG06780.1.p1	TCONS_00048865.p1, TCONS_00048864.p1, TCONS_00048866.p1
OG0000479	OFUSG00302.1.p1, OFUSG00302.2.p1	TCONS_00000492.p1
OG0000479	OFUSG22572.2.p1, OFUSG22572.1.p1	TCONS_00006853.p1
OG0000480	OFUSG26477.1.p1	TCONS_00050190.p1
OG0000481	OFUSG22310.1.p1	TCONS_00005590.p1
OG0000481	OFUSG18362.1.p1	TCONS_00030958.p1
OG0000482	OFUSG21905.1.p1, OFUSG21905.2.p1, OFUSG21905.3.p1, OFUSG21905.4.p1, OFUSG21905.5.p1	TCONS_00010200.p1
OG0000483	OFUSG23827.1.p1, OFUSG24171.1.p1, OFUSG08422.1.p1	TCONS_00008197.p1
OG0000485	OFUSG24362.1.p1	TCONS_00056294.p1, TCONS_00056292.p1
OG0000485	OFUSG04740.1.p1, OFUSG04740.2.p1, OFUSG09824.2.p1, OFUSG09824.1.p1, OFUSG24636.1.p1	TCONS_00035498.p1
OG0000487	OFUSG18458.1.p1, OFUSG04631.1.p1, OFUSG09257.1.p1	TCONS_00000900.p1, TCONS_00005196.p1, TCONS_00055084.p1, TCONS_00000329.p1, TCONS_00010004.p1, TCONS_00010012.p1, TCONS_00010010.p1, TCONS_00010011.p1, TCONS_00010014.p1, TCONS_00010016.p1
OG0000487	OFUSG11196.1.p1, OFUSG02053.1.p2, OFUSG10948.2.p1, OFUSG10948.1.p1	TCONS_00018203.p1, TCONS_00017152.p1
OG0000488	OFUSG11335.2.p1, OFUSG11335.1.p1	TCONS_00010218.p1
OG0000489	OFUSG16964.1.p1, OFUSG16964.2.p1, OFUSG16964.3.p1, OFUSG16964.5.p1, OFUSG16964.4.p1	TCONS_00017175.p1, TCONS_00048831.p1, TCONS_00018116.p1
OG0000490	OFUSG08032.1.p1	TCONS_00016246.p1
OG0000491	OFUSG02688.1.p1	TCONS_00044061.p1
OG0000494	OFUSG21763.2.p1, OFUSG21763.1.p1	TCONS_00005711.p1, TCONS_00017975.p1
OG0000495	OFUSG20267.1.p1, OFUSG23134.1.p1, OFUSG14198.1.p1, OFUSG24127.1.p1	TCONS_00037767.p1
OG0000495	OFUSG15018.1.p1, OFUSG15017.1.p1, OFUSG24776.1.p1, OFUSG08324.1.p1, OFUSG08325.2.p1, OFUSG08325.1.p1, OFUSG03870.1.p1, OFUSG13493.1.p1, OFUSG00578.1.p1, OFUSG22539.1.p1, OFUSG12393.1.p1, OFUSG25742.1.p1, OFUSG17198.1.p1	TCONS_00006089.p1, TCONS_00006092.p1
OG0000496	OFUSG05354.1.p1	TCONS_00019620.p1
OG0000497	OFUSG14965.1.p1, OFUSG14966.1.p1, OFUSG14968.1.p1	TCONS_00006015.p1
OG0000497	OFUSG25540.2.p1, OFUSG25540.1.p1	TCONS_00016143.p1
OG0000498	OFUSG05252.1.p1	TCONS_00008734.p1
OG0000499	OFUSG12145.1.p1, OFUSG12145.2.p1, OFUSG25039.1.p1	TCONS_00004484.p1
OG0000501	OFUSG05132.1.p1, OFUSG08027.1.p1, OFUSG11389.1.p1, OFUSG21090.1.p1, OFUSG15540.1.p1, OFUSG17744.1.p1, OFUSG13693.1.p1, OFUSG00424.1.p1	TCONS_00036754.p1, TCONS_00036751.p1, TCONS_00038085.p1, TCONS_00037865.p1, TCONS_00037675.p1, TCONS_00037673.p1, TCONS_00037674.p1, TCONS_00037585.p1, TCONS_00036067.p1, TCONS_00025120.p1, TCONS_00037832.p1
OG0000503	OFUSG08004.3.p1, OFUSG08004.1.p1, OFUSG08004.2.p1	TCONS_00023137.p1
OG0000503	OFUSG23525.1.p1	TCONS_00016415.p1
OG0000504	OFUSG16313.2.p1, OFUSG16313.1.p1	TCONS_00041426.p1
OG0000504	OFUSG09721.2.p1, OFUSG09721.3.p1, OFUSG09721.1.p1, OFUSG09722.1.p1, OFUSG09723.1.p1	TCONS_00028051.p1
OG0000505	OFUSG24460.1.p1, OFUSG24460.2.p1	TCONS_00031917.p1, TCONS_00031941.p1
OG0000505	OFUSG24457.1.p1	TCONS_00031940.p1
OG0000505	OFUSG24456.1.p1	TCONS_00031914.p1
OG0000506	OFUSG24714.1.p1	TCONS_00020995.p1
OG0000508	OFUSG16639.1.p1	TCONS_00056880.p1, TCONS_00056893.p1
OG0000508	OFUSG23446.1.p1	TCONS_00019601.p1
OG0000509	OFUSG22873.1.p1	TCONS_00034139.p1, TCONS_00033444.p1, TCONS_00000010.p1, TCONS_00046862.p1, TCONS_00006956.p1, TCONS_00041309.p1, TCONS_00043025.p1, TCONS_00038420.p1, TCONS_00049456.p1, TCONS_00008182.p1, TCONS_00003126.p1, TCONS_00022951.p1, TCONS_00006914.p1, TCONS_00039150.p1, TCONS_00046088.p1, TCONS_00008405.p1, TCONS_00019968.p1, TCONS_00050130.p1, TCONS_00002507.p1, TCONS_00004563.p1, TCONS_00041472.p1, TCONS_00054850.p1, TCONS_00015642.p1, TCONS_00050541.p1, TCONS_00040500.p1, TCONS_00033219.p1, TCONS_00053357.p1
OG0000510	OFUSG18347.2.p1, OFUSG18347.1.p1, OFUSG16890.2.p1, OFUSG16890.3.p1, OFUSG16890.4.p1, OFUSG16890.1.p1	TCONS_00019767.p1, TCONS_00020826.p1
OG0000511	OFUSG15870.1.p1	TCONS_00025942.p1
OG0000511	OFUSG15867.1.p1	TCONS_00025941.p1
OG0000513	OFUSG10385.3.p1, OFUSG10385.2.p1, OFUSG10385.1.p1, OFUSG10385.4.p1	TCONS_00030624.p1, TCONS_00030622.p1
OG0000514	OFUSG18449.3.p1, OFUSG18449.1.p1, OFUSG18449.2.p1	TCONS_00013334.p1
OG0000516	OFUSG22791.1.p1, OFUSG03391.1.p1, OFUSG03391.2.p1, OFUSG02530.1.p1	TCONS_00008150.p1
OG0000516	OFUSG05361.1.p1	TCONS_00009366.p1
OG0000519	OFUSG23894.1.p1, OFUSG23894.2.p1, OFUSG15506.1.p1	TCONS_00005130.p1
OG0000520	OFUSG22252.1.p1	TCONS_00004595.p1
OG0000520	OFUSG09373.1.p1	TCONS_00035177.p1, TCONS_00035175.p1
OG0000521	OFUSG18161.2.p1, OFUSG18161.1.p1	TCONS_00014430.p1, TCONS_00007432.p1
OG0000521	OFUSG25165.1.p1	TCONS_00011900.p1, TCONS_00040878.p1
OG0000522	OFUSG19025.1.p1, OFUSG19028.1.p1	TCONS_00019381.p1, TCONS_00019380.p1, TCONS_00025944.p1, TCONS_00025880.p1, TCONS_00056298.p2
OG0000523	OFUSG26017.1.p1	TCONS_00054597.p1
OG0000523	OFUSG08726.1.p1, OFUSG09673.1.p1, OFUSG07041.1.p1	TCONS_00028413.p1, TCONS_00034609.p1, TCONS_00028797.p1, TCONS_00034604.p1, TCONS_00034611.p1, TCONS_00029689.p1, TCONS_00028796.p1
OG0000524	OFUSG10538.1.p1, OFUSG10538.3.p1, OFUSG10538.5.p1, OFUSG10538.4.p1, OFUSG10538.2.p1	TCONS_00030250.p1
OG0000525	OFUSG26139.1.p1	TCONS_00016658.p1
OG0000525	OFUSG25939.1.p1, OFUSG17865.2.p1, OFUSG17865.1.p1	TCONS_00013078.p1
OG0000527	OFUSG23562.1.p1, OFUSG23562.2.p1	TCONS_00017773.p1
OG0000528	OFUSG21429.3.p1, OFUSG21429.1.p1, OFUSG21429.2.p1	TCONS_00050473.p1
OG0000528	OFUSG21773.1.p1	TCONS_00011667.p1
OG0000528	OFUSG16078.3.p1, OFUSG16078.4.p1, OFUSG16078.1.p1, OFUSG16078.2.p1	TCONS_00039151.p1, TCONS_00039158.p1
OG0000529	OFUSG07078.1.p1, OFUSG07078.2.p1	TCONS_00014944.p1
OG0000529	OFUSG25597.1.p1	TCONS_00025454.p1
OG0000529	OFUSG23321.1.p1	TCONS_00051513.p1
OG0000530	OFUSG26322.2.p1, OFUSG26322.4.p1, OFUSG26322.3.p1, OFUSG26322.5.p1, OFUSG26322.1.p1	TCONS_00054317.p1
OG0000531	OFUSG17709.1.p1	TCONS_00019301.p1
OG0000532	OFUSG09491.1.p1, OFUSG19634.1.p1, OFUSG11199.1.p1, OFUSG21702.1.p1	TCONS_00010389.p1, TCONS_00010391.p1, TCONS_00010388.p1, TCONS_00010394.p1, TCONS_00010393.p1, TCONS_00010386.p1, TCONS_00010396.p1, TCONS_00011312.p1, TCONS_00011287.p1, TCONS_00010385.p1
OG0000533	OFUSG08695.1.p1	TCONS_00044819.p1, TCONS_00044820.p1, TCONS_00017734.p1, TCONS_00017733.p1, TCONS_00017732.p1
OG0000533	OFUSG01128.1.p1, OFUSG16657.1.p1, OFUSG01126.1.p1, OFUSG04164.1.p1, OFUSG01127.1.p1	TCONS_00043637.p1, TCONS_00043607.p1, TCONS_00043636.p1, TCONS_00043608.p1, TCONS_00043633.p1, TCONS_00043606.p1, TCONS_00043635.p1
OG0000534	OFUSG16053.1.p1	TCONS_00056562.p1
OG0000534	OFUSG10814.1.p1, OFUSG23901.1.p1	TCONS_00012237.p1
OG0000535	OFUSG08130.1.p1, OFUSG13128.1.p1	TCONS_00017649.p1, TCONS_00017615.p1, TCONS_00018400.p1, TCONS_00017619.p1, TCONS_00017655.p1, TCONS_00017650.p1, TCONS_00017616.p1, TCONS_00018399.p1, TCONS_00017019.p1, TCONS_00017021.p1, TCONS_00017017.p1
OG0000535	OFUSG03205.1.p1, OFUSG03205.2.p1	TCONS_00003577.p1, TCONS_00003680.p1, TCONS_00033180.p1, TCONS_00033193.p1
OG0000536	OFUSG19266.2.p1, OFUSG19266.1.p1	TCONS_00049181.p1, TCONS_00049164.p1, TCONS_00049190.p1, TCONS_00049178.p1, TCONS_00049162.p1, TCONS_00049163.p1, TCONS_00049165.p1, TCONS_00049192.p1, TCONS_00049193.p1, TCONS_00049168.p1, TCONS_00049191.p1, TCONS_00047840.p1, TCONS_00047829.p1
OG0000537	OFUSG10963.2.p1, OFUSG10963.1.p1, OFUSG10962.1.p1, OFUSG25896.1.p1, OFUSG25896.2.p1	TCONS_00021934.p1
OG0000537	OFUSG25897.1.p1	TCONS_00020895.p1
OG0000538	OFUSG16205.1.p1	TCONS_00057157.p1
OG0000542	OFUSG03514.1.p1	TCONS_00031701.p1
OG0000542	OFUSG17386.2.p1, OFUSG17386.1.p1	TCONS_00031702.p1
OG0000544	OFUSG26349.2.p1, OFUSG26349.1.p1	TCONS_00053426.p1
OG0000545	OFUSG21600.1.p1	TCONS_00011122.p1
OG0000545	OFUSG25038.1.p1, OFUSG25038.2.p1, OFUSG25038.5.p1, OFUSG25038.3.p1, OFUSG25038.4.p1	TCONS_00010058.p1
OG0000546	OFUSG00613.1.p1	TCONS_00008901.p1, TCONS_00007684.p1, TCONS_00054150.p1, TCONS_00054189.p1, TCONS_00007686.p1
OG0000547	OFUSG18910.1.p1	TCONS_00020603.p1, TCONS_00020602.p1, TCONS_00019558.p1, TCONS_00019384.p1, TCONS_00049485.p1, TCONS_00049486.p1
OG0000547	OFUSG19406.1.p1	TCONS_00048152.p1, TCONS_00024937.p1, TCONS_00049475.p1
OG0000548	OFUSG06566.2.p1, OFUSG06566.1.p1	TCONS_00026417.p1
OG0000549	OFUSG22824.1.p1, OFUSG22825.1.p1	TCONS_00028444.p1, TCONS_00028445.p1, TCONS_00028447.p1, TCONS_00029499.p1, TCONS_00029502.p1
OG0000549	OFUSG14140.1.p1, OFUSG14143.1.p1	TCONS_00023197.p1, TCONS_00023330.p1
OG0000550	OFUSG25622.2.p1, OFUSG25622.1.p1, OFUSG25622.3.p1, OFUSG25622.5.p1, OFUSG25622.4.p1	TCONS_00018437.p1
OG0000551	OFUSG21582.1.p1, OFUSG20999.1.p1, OFUSG03062.1.p1, OFUSG14328.1.p1, OFUSG19274.2.p1, OFUSG19274.1.p1, OFUSG06722.1.p1, OFUSG04855.1.p1, OFUSG04857.1.p1, OFUSG13480.1.p1, OFUSG13478.1.p1, OFUSG13479.1.p1, OFUSG13477.1.p1, OFUSG15343.1.p1, OFUSG23867.1.p1, OFUSG19062.1.p1, OFUSG19062.2.p1, OFUSG00270.1.p1, OFUSG24820.1.p1	TCONS_00027546.p1, TCONS_00027551.p1, TCONS_00027552.p1, TCONS_00027557.p1, TCONS_00027553.p1, TCONS_00020122.p1, TCONS_00019555.p1, TCONS_00020125.p1, TCONS_00020116.p1, TCONS_00020126.p1, TCONS_00027550.p1, TCONS_00027544.p1
OG0000551	OFUSG04963.2.p1, OFUSG04963.1.p1	TCONS_00046148.p1
OG0000552	OFUSG04389.1.p1	TCONS_00051707.p1
OG0000552	OFUSG03850.1.p1	TCONS_00043405.p1
OG0000552	OFUSG10128.1.p1, OFUSG10128.2.p1	TCONS_00021406.p1, TCONS_00011748.p1, TCONS_00021413.p1
OG0000553	OFUSG08704.1.p1, OFUSG08704.2.p1	TCONS_00035272.p2, TCONS_00034957.p2
OG0000553	OFUSG10876.2.p1, OFUSG10876.1.p1, OFUSG10876.3.p1	TCONS_00013171.p1
OG0000554	OFUSG07941.2.p1, OFUSG07941.1.p1, OFUSG07941.5.p1, OFUSG07941.4.p1, OFUSG07941.3.p1	TCONS_00054892.p1
OG0000555	OFUSG10631.1.p1, OFUSG02830.1.p1, OFUSG15572.1.p1, OFUSG26767.1.p1, OFUSG05040.1.p1, OFUSG08291.1.p1, OFUSG08290.1.p1	TCONS_00031924.p1
OG0000555	OFUSG19051.1.p1	TCONS_00040284.p1, TCONS_00000626.p1
OG0000561	OFUSG21899.1.p1, OFUSG09741.1.p1, OFUSG09741.2.p1	TCONS_00005060.p1, TCONS_00006305.p1
OG0000564	OFUSG11344.1.p1	TCONS_00010212.p1
OG0000564	OFUSG12034.1.p1	TCONS_00009860.p1
OG0000565	OFUSG18366.3.p1, OFUSG18366.1.p1, OFUSG18366.2.p1, OFUSG24327.1.p1, OFUSG01839.1.p1	TCONS_00015264.p1, TCONS_00015263.p1, TCONS_00015261.p1, TCONS_00015265.p1, TCONS_00015272.p1, TCONS_00015266.p1, TCONS_00015267.p1, TCONS_00015270.p1, TCONS_00016348.p1, TCONS_00016346.p1, TCONS_00016347.p1, TCONS_00016344.p1, TCONS_00016345.p1, TCONS_00015274.p1, TCONS_00015821.p1, TCONS_00015820.p1, TCONS_00015823.p1
OG0000566	OFUSG03997.1.p1, OFUSG03997.2.p1, OFUSG03997.3.p1	TCONS_00032759.p1
OG0000566	OFUSG22659.1.p1	TCONS_00006656.p1
OG0000567	OFUSG09646.1.p1	TCONS_00029665.p1, TCONS_00028027.p1
OG0000567	OFUSG13020.1.p1	TCONS_00052701.p1
OG0000569	OFUSG24688.1.p1, OFUSG06605.1.p1, OFUSG06604.1.p1	TCONS_00025050.p1, TCONS_00014892.p1, TCONS_00025054.p1, TCONS_00025056.p1, TCONS_00025053.p1, TCONS_00025052.p1, TCONS_00025049.p1, TCONS_00025051.p1, TCONS_00017618.p1, TCONS_00017654.p1, TCONS_00017653.p1, TCONS_00025055.p1, TCONS_00025045.p1, TCONS_00025047.p1, TCONS_00025048.p1, TCONS_00025046.p1, TCONS_00028617.p1
OG0000570	OFUSG06907.1.p1	TCONS_00047873.p1, TCONS_00047871.p1
OG0000572	OFUSG12111.3.p1, OFUSG12111.5.p1, OFUSG12111.1.p1, OFUSG12111.4.p1, OFUSG12111.2.p1	TCONS_00003540.p1
OG0000572	OFUSG20906.1.p1, OFUSG20906.2.p1	TCONS_00051108.p1, TCONS_00051073.p1
OG0000573	OFUSG23244.1.p1, OFUSG23244.2.p1	TCONS_00051396.p1
OG0000573	OFUSG09137.1.p1	TCONS_00028054.p1
OG0000574	OFUSG18200.1.p1	TCONS_00014265.p1
OG0000574	OFUSG10163.1.p1	TCONS_00014282.p1
OG0000574	OFUSG07751.1.p1, OFUSG07751.2.p1	TCONS_00015177.p1
OG0000575	OFUSG09886.2.p1, OFUSG09886.1.p1	TCONS_00056676.p1, TCONS_00056668.p1
OG0000576	OFUSG17044.1.p1	TCONS_00020537.p1
OG0000577	OFUSG03520.1.p1, OFUSG03522.1.p1, OFUSG03521.1.p1, OFUSG03519.1.p1	TCONS_00027784.p1, TCONS_00027783.p1
OG0000578	OFUSG11308.1.p1	TCONS_00011983.p1
OG0000579	OFUSG06590.1.p1	TCONS_00047924.p1, TCONS_00047936.p1
OG0000580	OFUSG00139.1.p1	TCONS_00036517.p1
OG0000581	OFUSG12368.1.p1	TCONS_00010068.p1
OG0000581	OFUSG25173.1.p1	TCONS_00010067.p1
OG0000581	OFUSG21596.1.p1	TCONS_00011411.p1
OG0000582	OFUSG07318.2.p1, OFUSG07318.1.p1	TCONS_00015865.p1
OG0000584	OFUSG16411.1.p1, OFUSG16411.2.p1, OFUSG13099.1.p1, OFUSG13099.2.p1, OFUSG13097.1.p1	TCONS_00053742.p1, TCONS_00053894.p1, TCONS_00052779.p1, TCONS_00053893.p1, TCONS_00052780.p1, TCONS_00052781.p1, TCONS_00053892.p1, TCONS_00053891.p1, TCONS_00016434.p1, TCONS_00016431.p1, TCONS_00016445.p1
OG0000585	OFUSG19304.1.p1	TCONS_00048622.p1
OG0000587	OFUSG26859.1.p1, OFUSG26859.2.p1	TCONS_00022545.p1
OG0000587	OFUSG11281.1.p1	TCONS_00010544.p1
OG0000588	OFUSG23263.1.p1, OFUSG23263.2.p1	TCONS_00053411.p1
OG0000588	OFUSG00278.1.p1	TCONS_00001171.p1
OG0000589	OFUSG08007.3.p1, OFUSG08007.4.p1, OFUSG08007.2.p1, OFUSG08007.1.p1	TCONS_00023963.p1
OG0000590	OFUSG24583.1.p1	TCONS_00002842.p1, TCONS_00002855.p1
OG0000590	OFUSG20344.1.p1	TCONS_00007322.p1
OG0000591	OFUSG18333.1.p1	TCONS_00012323.p1
OG0000591	OFUSG14784.1.p1	TCONS_00022884.p1, TCONS_00022888.p1
OG0000592	OFUSG07498.2.p1, OFUSG07498.3.p1, OFUSG07498.1.p1	TCONS_00015543.p1
OG0000592	OFUSG04675.1.p1	TCONS_00039411.p1, TCONS_00039412.p1, TCONS_00039413.p1, TCONS_00039414.p1
OG0000593	OFUSG11138.1.p1	TCONS_00014283.p1
OG0000594	OFUSG06784.1.p1	TCONS_00048592.p1
OG0000595	OFUSG19438.1.p1, OFUSG19428.1.p1, OFUSG12250.1.p1, OFUSG12250.2.p1, OFUSG19429.1.p1, OFUSG25229.1.p1, OFUSG25235.1.p1, OFUSG10364.1.p1, OFUSG26049.1.p1, OFUSG12249.1.p1	TCONS_00002652.p1, TCONS_00054108.p1, TCONS_00005501.p1, TCONS_00005478.p1, TCONS_00005502.p1, TCONS_00005481.p1, TCONS_00006638.p1, TCONS_00006602.p1, TCONS_00005489.p1, TCONS_00006575.p1, TCONS_00005470.p1, TCONS_00006599.p1, TCONS_00006634.p1, TCONS_00006601.p1, TCONS_00005498.p1, TCONS_00004654.p1, TCONS_00051336.p1, TCONS_00051335.p1, TCONS_00005970.p1, TCONS_00005052.p1, TCONS_00005050.p1, TCONS_00049606.p1, TCONS_00049605.p1, TCONS_00004258.p1, TCONS_00054109.p1, TCONS_00053723.p1, TCONS_00053010.p1
OG0000596	OFUSG19257.1.p1, OFUSG14210.1.p1	TCONS_00043763.p1
OG0000597	OFUSG24146.1.p1, OFUSG24148.1.p1	TCONS_00005133.p1
OG0000600	OFUSG01055.1.p1	TCONS_00000259.p1
OG0000600	OFUSG16956.1.p1	TCONS_00054647.p1
OG0000602	OFUSG14405.1.p1	TCONS_00020864.p1
OG0000602	OFUSG14404.1.p1	TCONS_00021886.p1
OG0000603	OFUSG11716.1.p1, OFUSG11716.2.p1	TCONS_00010667.p1
OG0000604	OFUSG21656.1.p1, OFUSG21649.1.p1	TCONS_00009810.p1
OG0000607	OFUSG00975.1.p1	TCONS_00036408.p1
OG0000608	OFUSG01950.1.p1	TCONS_00041690.p1
OG0000609	OFUSG21513.1.p1	TCONS_00009827.p1
OG0000609	OFUSG16039.1.p1	TCONS_00003985.p1
OG0000610	OFUSG20066.1.p1, OFUSG09506.1.p1	TCONS_00029610.p1
OG0000610	OFUSG08338.1.p1	TCONS_00016228.p1, TCONS_00014966.p1
OG0000611	OFUSG02645.4.p1, OFUSG02645.1.p1, OFUSG02645.3.p1, OFUSG02645.2.p1, OFUSG02645.5.p1	TCONS_00043712.p1
OG0000611	OFUSG22888.1.p1	TCONS_00008633.p1
OG0000612	OFUSG06644.1.p1	TCONS_00026134.p1
OG0000612	OFUSG23094.1.p1	TCONS_00008817.p1
OG0000613	OFUSG08463.1.p1	TCONS_00028346.p1
OG0000614	OFUSG04886.1.p1	TCONS_00020710.p1
OG0000614	OFUSG25046.1.p1, OFUSG06189.1.p1, OFUSG21971.1.p1	TCONS_00010741.p1
OG0000615	OFUSG13992.1.p1, OFUSG13992.2.p1	TCONS_00021814.p1
OG0000616	OFUSG19762.4.p1, OFUSG19762.2.p1, OFUSG19762.5.p1, OFUSG19762.3.p1, OFUSG19762.1.p1	TCONS_00052324.p1, TCONS_00034261.p1
OG0000617	OFUSG19377.1.p1	TCONS_00049433.p1
OG0000618	OFUSG00935.1.p1	TCONS_00000406.p1
OG0000618	OFUSG13446.2.p1, OFUSG13446.1.p1	TCONS_00044638.p1
OG0000619	OFUSG13853.1.p1, OFUSG13853.2.p1	TCONS_00020865.p1
OG0000620	OFUSG26688.1.p1	TCONS_00029053.p1, TCONS_00029054.p1, TCONS_00029052.p1
OG0000621	OFUSG12004.1.p1	TCONS_00012165.p1, TCONS_00010938.p1, TCONS_00012167.p1, TCONS_00014550.p1, TCONS_00055459.p1, TCONS_00056637.p1, TCONS_00056639.p1, TCONS_00055460.p1, TCONS_00012156.p1, TCONS_00012161.p1, TCONS_00012160.p1, TCONS_00012162.p1
OG0000622	OFUSG10556.1.p1, OFUSG02071.1.p1, OFUSG02070.1.p1, OFUSG15189.1.p1, OFUSG21737.1.p1	TCONS_00016634.p1, TCONS_00037246.p1, TCONS_00016642.p1, TCONS_00015900.p1, TCONS_00037127.p1, TCONS_00037126.p1, TCONS_00037819.p1, TCONS_00035960.p1, TCONS_00036051.p1, TCONS_00016488.p1, TCONS_00025408.p1, TCONS_00025416.p1, TCONS_00025413.p1, TCONS_00025414.p1, TCONS_00025412.p1, TCONS_00003001.p1, TCONS_00037282.p1, TCONS_00004059.p1, TCONS_00004122.p1
OG0000623	OFUSG17186.1.p1	TCONS_00045077.p1
OG0000623	OFUSG24609.2.p1, OFUSG24609.3.p1, OFUSG24609.1.p1	TCONS_00014399.p1
OG0000624	OFUSG24408.1.p1, OFUSG24408.2.p1	TCONS_00056401.p1
OG0000625	OFUSG19939.1.p1	TCONS_00040416.p1
OG0000626	OFUSG21226.2.p1, OFUSG21226.4.p1, OFUSG21226.1.p1, OFUSG21226.3.p1, OFUSG21226.5.p1	TCONS_00016980.p1
OG0000627	OFUSG09840.4.p1, OFUSG09840.2.p1, OFUSG09840.3.p1, OFUSG09840.5.p1, OFUSG09840.1.p1	TCONS_00035285.p1
OG0000628	OFUSG00909.1.p1	TCONS_00000408.p1
OG0000628	OFUSG13391.1.p1	TCONS_00046680.p1
OG0000629	OFUSG07455.1.p1	TCONS_00015400.p1
OG0000629	OFUSG00777.1.p1	TCONS_00037102.p1
OG0000629	OFUSG01023.1.p1	TCONS_00037355.p1
OG0000630	OFUSG26903.1.p1	TCONS_00032231.p1, TCONS_00054363.p1, TCONS_00028305.p1, TCONS_00021059.p1, TCONS_00005956.p1, TCONS_00033252.p1, TCONS_00035156.p1, TCONS_00045203.p1, TCONS_00046288.p2
OG0000634	OFUSG25455.1.p1, OFUSG13962.1.p1	TCONS_00003886.p1
OG0000635	OFUSG20393.1.p1, OFUSG20393.3.p1, OFUSG20393.2.p1, OFUSG20394.1.p1	TCONS_00003185.p1, TCONS_00003186.p1, TCONS_00003189.p1, TCONS_00002553.p1
OG0000635	OFUSG23741.1.p1, OFUSG23735.1.p1, OFUSG09557.1.p1, OFUSG09558.1.p1, OFUSG04843.1.p1, OFUSG01426.1.p1, OFUSG09659.1.p1	TCONS_00005140.p1, TCONS_00005141.p1, TCONS_00005139.p1
OG0000636	OFUSG19283.1.p1	TCONS_00026316.p1
OG0000637	OFUSG09346.1.p1	TCONS_00038966.p1
OG0000637	OFUSG19806.1.p1	TCONS_00000926.p1
OG0000637	OFUSG08218.1.p1	TCONS_00015012.p1
OG0000637	OFUSG21914.1.p1	TCONS_00010073.p1
OG0000638	OFUSG00868.2.p1, OFUSG00868.1.p1	TCONS_00001975.p1, TCONS_00001985.p1, TCONS_00001981.p1, TCONS_00001979.p1, TCONS_00024926.p1, TCONS_00024991.p1, TCONS_00024919.p1, TCONS_00024987.p1, TCONS_00024990.p1, TCONS_00024994.p1, TCONS_00024996.p1, TCONS_00024929.p1, TCONS_00025000.p1, TCONS_00024999.p1, TCONS_00024939.p1, TCONS_00025015.p1, TCONS_00000813.p1, TCONS_00000815.p1, TCONS_00000830.p1, TCONS_00000811.p1, TCONS_00000808.p1, TCONS_00000827.p1, TCONS_00000816.p1, TCONS_00000807.p1, TCONS_00000822.p1, TCONS_00000810.p1, TCONS_00000806.p1, TCONS_00001282.p1
OG0000639	OFUSG09740.1.p1	TCONS_00028238.p1
OG0000639	OFUSG05397.1.p1	TCONS_00009320.p1
OG0000642	OFUSG10098.1.p1, OFUSG10098.2.p1	TCONS_00030948.p1
OG0000643	OFUSG26510.1.p1	TCONS_00054014.p1
OG0000643	OFUSG24224.2.p1, OFUSG24224.4.p1, OFUSG24224.1.p1, OFUSG24224.3.p1, OFUSG24224.5.p1	TCONS_00005337.p1
OG0000645	OFUSG05054.1.p1	TCONS_00009435.p1
OG0000646	OFUSG20855.1.p1	TCONS_00008685.p1
OG0000647	OFUSG06075.1.p1	TCONS_00023134.p1
OG0000648	OFUSG23086.1.p1	TCONS_00009291.p1
OG0000648	OFUSG23087.1.p1	TCONS_00008067.p1
OG0000649	OFUSG03689.1.p1, OFUSG10822.1.p1, OFUSG04063.1.p1, OFUSG05062.1.p1, OFUSG04064.1.p1, OFUSG04062.1.p1, OFUSG05061.1.p1, OFUSG05061.2.p1, OFUSG10971.1.p1, OFUSG16766.1.p1, OFUSG07315.1.p1, OFUSG07687.1.p1, OFUSG07537.1.p1, OFUSG03255.1.p1, OFUSG11210.1.p1	TCONS_00055726.p1, TCONS_00055727.p1, TCONS_00012037.p1, TCONS_00055655.p1, TCONS_00055728.p1, TCONS_00055725.p1, TCONS_00057271.p1, TCONS_00007234.p1, TCONS_00007197.p1
OG0000650	OFUSG04430.1.p1	TCONS_00002876.p1
OG0000651	OFUSG13240.2.p1, OFUSG13240.3.p1, OFUSG13240.1.p1	TCONS_00019574.p1
OG0000652	OFUSG06175.2.p1, OFUSG06175.1.p1	TCONS_00049243.p1
OG0000654	OFUSG04714.1.p1	TCONS_00003642.p1
OG0000656	OFUSG23789.1.p1, OFUSG08558.1.p1	TCONS_00038760.p2, TCONS_00041366.p1
OG0000657	OFUSG00339.1.p1	TCONS_00000969.p1
OG0000657	OFUSG04303.1.p1	TCONS_00019777.p1
OG0000658	OFUSG21109.1.p1	TCONS_00053518.p1
OG0000658	OFUSG26042.1.p1, OFUSG26628.2.p1, OFUSG26628.1.p1, OFUSG07483.1.p1, OFUSG26626.1.p1, OFUSG26627.1.p1, OFUSG26632.1.p1	TCONS_00001112.p1
