Orthogroup	OWEFU	SCHMD
OG0000426	OFUSG10041.1.p1	SCHMD19378, SCHMD08176
OG0000427	OFUSG16981.1.p1, OFUSG16981.2.p1	SCHMD05143
OG0000430	OFUSG25796.1.p1	SCHMD11436
OG0000430	OFUSG07029.1.p1	SCHMD02520, SCHMD12464, SCHMD02519, SCHMD24785, SCHMD23230, SCHMD24867, SCHMD14921
OG0000430	OFUSG06531.1.p1	SCHMD02042
OG0000431	OFUSG25902.1.p1	SCHMD00614
OG0000432	OFUSG06820.1.p1, OFUSG06820.2.p1	SCHMD11313
OG0000433	OFUSG10457.2.p1, OFUSG10457.1.p1, OFUSG10457.3.p1	SCHMD05136
OG0000433	OFUSG01097.1.p1	SCHMD22817, SCHMD15295, SCHMD25465, SCHMD24790
OG0000434	OFUSG23718.1.p1	SCHMD11371, SCHMD07829
OG0000435	OFUSG23346.1.p1	SCHMD12216, SCHMD19476
OG0000436	OFUSG12993.4.p1, OFUSG12993.3.p1, OFUSG12993.5.p1, OFUSG12993.1.p1, OFUSG12993.2.p1	SCHMD19812, SCHMD12383, SCHMD19813
OG0000437	OFUSG01424.1.p1	SCHMD15978, SCHMD13458, SCHMD13578, SCHMD05773, SCHMD23206, SCHMD08272, SCHMD05769
OG0000442	OFUSG14066.1.p1	SCHMD12679
OG0000443	OFUSG16493.1.p1	SCHMD09029
OG0000444	OFUSG07387.1.p1, OFUSG19063.1.p1	SCHMD00767, SCHMD00766
OG0000445	OFUSG23731.1.p1, OFUSG22703.1.p1, OFUSG23732.1.p1, OFUSG22714.1.p1, OFUSG22711.1.p1, OFUSG04109.1.p1, OFUSG02436.1.p1, OFUSG02435.1.p1, OFUSG02434.1.p1, OFUSG16774.1.p1	SCHMD29179
OG0000446	OFUSG21046.1.p1	SCHMD12871
OG0000447	OFUSG03142.1.p1, OFUSG03142.2.p1, OFUSG03142.4.p1, OFUSG03142.3.p1	SCHMD15169, SCHMD15170, SCHMD24266
OG0000448	OFUSG02723.1.p1	SCHMD14173, SCHMD23454, SCHMD22726, SCHMD02667, SCHMD12888, SCHMD05105, SCHMD06817, SCHMD02833, SCHMD08753, SCHMD25489
OG0000449	OFUSG19711.1.p1, OFUSG08522.1.p1, OFUSG19680.1.p1, OFUSG09752.1.p1, OFUSG09752.2.p1	SCHMD07672
OG0000450	OFUSG22336.1.p1	SCHMD15839, SCHMD21713
OG0000450	OFUSG14988.1.p1, OFUSG08152.1.p1	SCHMD13515
OG0000454	OFUSG19596.1.p1, OFUSG19596.2.p1	SCHMD20156, SCHMD03653
OG0000458	OFUSG16863.1.p1	SCHMD04852
OG0000459	OFUSG13939.1.p1	SCHMD17754
OG0000461	OFUSG17710.1.p1	SCHMD03515
OG0000461	OFUSG15748.3.p1, OFUSG15748.1.p1, OFUSG15748.4.p1, OFUSG15748.2.p1, OFUSG00679.1.p1	SCHMD06358
OG0000465	OFUSG13672.1.p1	SCHMD09590
OG0000467	OFUSG06168.2.p1, OFUSG06168.1.p1	SCHMD17174, SCHMD20889, SCHMD15139, SCHMD03258, SCHMD22899, SCHMD16369
OG0000469	OFUSG06742.2.p1, OFUSG06742.1.p1	SCHMD15597
OG0000470	OFUSG10928.1.p1	SCHMD05493
OG0000470	OFUSG12357.1.p1, OFUSG12357.2.p1	SCHMD03185
OG0000471	OFUSG10609.1.p1, OFUSG17923.1.p1	SCHMD15400, SCHMD13688
OG0000472	OFUSG17586.1.p1, OFUSG17587.1.p1, OFUSG17565.1.p1, OFUSG17559.1.p1, OFUSG17583.1.p1, OFUSG17582.1.p1	SCHMD01784, SCHMD01783
OG0000474	OFUSG12858.1.p1	SCHMD05095
OG0000475	OFUSG04266.1.p1	SCHMD03320
OG0000476	OFUSG07272.1.p1, OFUSG07271.1.p1, OFUSG07271.2.p1	SCHMD25720, SCHMD19904
OG0000476	OFUSG08298.1.p1	SCHMD04015
OG0000477	OFUSG13714.1.p1, OFUSG13713.1.p1	SCHMD07515, SCHMD25843, SCHMD09497, SCHMD13098, SCHMD26143, SCHMD09496
OG0000478	OFUSG06603.1.p1, OFUSG06780.1.p1	SCHMD11958, SCHMD18286, SCHMD18287, SCHMD14103, SCHMD12511, SCHMD15398, SCHMD08460
OG0000479	OFUSG22572.2.p1, OFUSG22572.1.p1	SCHMD14823, SCHMD04174
OG0000480	OFUSG21333.1.p1	SCHMD19204, SCHMD14582
OG0000481	OFUSG22310.1.p1	SCHMD12328
OG0000481	OFUSG18362.1.p1	SCHMD06297
OG0000484	OFUSG26248.2.p1, OFUSG26248.1.p1	SCHMD25776, SCHMD16669, SCHMD23292, SCHMD20173, SCHMD20110
OG0000485	OFUSG24362.1.p1	SCHMD13016, SCHMD17436
OG0000485	OFUSG04740.1.p1, OFUSG04740.2.p1, OFUSG09824.2.p1, OFUSG09824.1.p1, OFUSG24636.1.p1	SCHMD16799
OG0000487	OFUSG11196.1.p1, OFUSG02053.1.p2, OFUSG10948.2.p1, OFUSG10948.1.p1	SCHMD20744
OG0000488	OFUSG11335.2.p1, OFUSG11335.1.p1	SCHMD01306, SCHMD17798, SCHMD16340
OG0000489	OFUSG16964.1.p1, OFUSG16964.2.p1, OFUSG16964.3.p1, OFUSG16964.5.p1, OFUSG16964.4.p1	SCHMD11851, SCHMD19803, SCHMD25207, SCHMD11850, SCHMD24502, SCHMD26324
OG0000490	OFUSG08032.1.p1	SCHMD21870
OG0000491	OFUSG19057.1.p1	SCHMD15788
OG0000491	OFUSG02688.1.p1	SCHMD00109, SCHMD00103, SCHMD08015, SCHMD18354, SCHMD03551, SCHMD00998
OG0000494	OFUSG21763.2.p1, OFUSG21763.1.p1	SCHMD12513, SCHMD23674, SCHMD27423, SCHMD04960, SCHMD24725, SCHMD26393, SCHMD25222, SCHMD18092, SCHMD26971, SCHMD24713, SCHMD21987
OG0000496	OFUSG05354.1.p1	SCHMD08379, SCHMD27172
OG0000497	OFUSG14965.1.p1, OFUSG14966.1.p1, OFUSG14968.1.p1	SCHMD07173
OG0000497	OFUSG25600.1.p1, OFUSG25540.2.p1, OFUSG25540.1.p1	SCHMD12237, SCHMD24017, SCHMD22017, SCHMD24018
OG0000503	OFUSG08004.3.p1, OFUSG08004.1.p1, OFUSG08004.2.p1	SCHMD01390, SCHMD06719
OG0000503	OFUSG23525.1.p1	SCHMD11669, SCHMD06049, SCHMD28480, SCHMD07183, SCHMD28610, SCHMD20959
OG0000504	OFUSG09721.2.p1, OFUSG09721.3.p1, OFUSG09721.1.p1	SCHMD09636, SCHMD05294
OG0000504	OFUSG09722.1.p1	SCHMD19827, SCHMD05293, SCHMD22132
OG0000504	OFUSG09723.1.p1	SCHMD14224, SCHMD23834, SCHMD24691, SCHMD24897, SCHMD16428, SCHMD22263
OG0000505	OFUSG24460.1.p1, OFUSG24460.2.p1	SCHMD10454
OG0000505	OFUSG24457.1.p1	SCHMD28069
OG0000506	OFUSG24714.1.p1	SCHMD05024
OG0000509	OFUSG22873.1.p1	SCHMD14563
OG0000513	OFUSG10385.3.p1, OFUSG10385.2.p1, OFUSG10385.1.p1, OFUSG10385.4.p1	SCHMD10779, SCHMD15278, SCHMD14712, SCHMD04597, SCHMD06574, SCHMD06575
OG0000514	OFUSG18449.3.p1, OFUSG18449.1.p1, OFUSG18449.2.p1	SCHMD15950, SCHMD28993
OG0000519	OFUSG15431.1.p1, OFUSG15505.1.p1, OFUSG23894.1.p1, OFUSG23894.2.p1, OFUSG15506.1.p1	SCHMD19355, SCHMD25526
OG0000520	OFUSG22252.1.p1	SCHMD05956
OG0000520	OFUSG09373.1.p1	SCHMD29599, SCHMD27845
OG0000521	OFUSG25168.1.p1	SCHMD05864, SCHMD18629, SCHMD05165, SCHMD05168
OG0000521	OFUSG25165.1.p1	SCHMD05167, SCHMD05164
OG0000523	OFUSG09672.1.p1, OFUSG26017.1.p1, OFUSG08726.1.p1, OFUSG09673.1.p1, OFUSG07041.1.p1, OFUSG13785.1.p1	SCHMD13520
OG0000524	OFUSG21321.1.p1	SCHMD09993, SCHMD19482, SCHMD10278, SCHMD21833
OG0000524	OFUSG10538.1.p1, OFUSG10538.3.p1, OFUSG10538.5.p1, OFUSG10538.4.p1, OFUSG10538.2.p1	SCHMD01087, SCHMD12691
OG0000525	OFUSG26139.1.p1	SCHMD04369
OG0000525	OFUSG25939.1.p1	SCHMD04371, SCHMD04372
OG0000525	OFUSG17865.2.p1, OFUSG17865.1.p1	SCHMD19975, SCHMD13600, SCHMD16839, SCHMD08345, SCHMD19109, SCHMD05319, SCHMD14149
OG0000528	OFUSG21429.3.p1, OFUSG21429.1.p1, OFUSG21429.2.p1	SCHMD03822
OG0000528	OFUSG21773.1.p1	SCHMD02315, SCHMD09612
OG0000529	OFUSG23321.1.p1	SCHMD06409
OG0000530	OFUSG26322.2.p1, OFUSG26322.4.p1, OFUSG26322.3.p1, OFUSG26322.5.p1, OFUSG26322.1.p1	SCHMD23577, SCHMD10363, SCHMD07780, SCHMD07802, SCHMD07779, SCHMD20771, SCHMD28369
OG0000531	OFUSG17709.1.p1	SCHMD13749
OG0000532	OFUSG09491.1.p1, OFUSG19634.1.p1, OFUSG11199.1.p1, OFUSG21702.1.p1	SCHMD07765
OG0000534	OFUSG16053.1.p1	SCHMD04873, SCHMD16884, SCHMD09514
OG0000534	OFUSG10814.1.p1, OFUSG23901.1.p1	SCHMD04872
OG0000537	OFUSG10963.2.p1, OFUSG10963.1.p1	SCHMD19728, SCHMD06858, SCHMD15182, SCHMD11929
OG0000538	OFUSG16205.1.p1	SCHMD23313
OG0000542	OFUSG03514.1.p1	SCHMD05340, SCHMD05911, SCHMD06819
OG0000545	OFUSG21600.1.p1	SCHMD20709
OG0000545	OFUSG25038.1.p1, OFUSG25038.2.p1, OFUSG25038.5.p1, OFUSG25038.3.p1, OFUSG25038.4.p1	SCHMD17258, SCHMD12253, SCHMD14358, SCHMD06498, SCHMD14356, SCHMD17257
OG0000546	OFUSG12776.1.p1	SCHMD01112, SCHMD00287, SCHMD17563, SCHMD02461, SCHMD02852, SCHMD24193, SCHMD21696, SCHMD15674, SCHMD15371, SCHMD10579
OG0000546	OFUSG00612.1.p1, OFUSG00612.2.p1	SCHMD22243, SCHMD01369, SCHMD24503
OG0000546	OFUSG00613.1.p1	SCHMD15753, SCHMD08158
OG0000548	OFUSG06566.2.p1, OFUSG06566.1.p1	SCHMD11369
OG0000550	OFUSG15892.1.p1	SCHMD04194
OG0000550	OFUSG15898.1.p1, OFUSG15895.1.p1, OFUSG15897.1.p1	SCHMD04193
OG0000550	OFUSG25622.2.p1, OFUSG25622.1.p1, OFUSG25622.3.p1, OFUSG25622.5.p1, OFUSG25622.4.p1	SCHMD04376, SCHMD04379, SCHMD24742
OG0000550	OFUSG15896.1.p1	SCHMD04377, SCHMD04195
OG0000551	OFUSG04963.2.p1, OFUSG04963.1.p1	SCHMD18977, SCHMD20852, SCHMD20040, SCHMD29185, SCHMD16306, SCHMD26226, SCHMD18979
OG0000552	OFUSG04389.1.p1	SCHMD16245, SCHMD21874
OG0000552	OFUSG03850.1.p1	SCHMD13011
OG0000552	OFUSG10128.1.p1, OFUSG10128.2.p1	SCHMD01116
OG0000553	OFUSG10876.2.p1, OFUSG10876.1.p1, OFUSG10876.3.p1	SCHMD06981
OG0000554	OFUSG07941.2.p1, OFUSG07941.1.p1, OFUSG07941.5.p1, OFUSG07941.4.p1, OFUSG07941.3.p1	SCHMD06339, SCHMD06340, SCHMD01332
OG0000556	OFUSG14085.1.p1, OFUSG26368.1.p1	SCHMD23624
OG0000560	OFUSG26265.1.p1	SCHMD20487, SCHMD15920
OG0000560	OFUSG17538.1.p1	SCHMD12681, SCHMD24482
OG0000561	OFUSG21899.1.p1, OFUSG09741.1.p1, OFUSG09741.2.p1	SCHMD09766
OG0000562	OFUSG20041.1.p1, OFUSG20049.1.p1	SCHMD10853
OG0000563	OFUSG15273.1.p1	SCHMD00956, SCHMD23940
OG0000566	OFUSG03995.1.p1, OFUSG03997.1.p1, OFUSG03997.2.p1, OFUSG03997.3.p1	SCHMD24931, SCHMD26489
OG0000567	OFUSG06862.1.p1, OFUSG09646.1.p1	SCHMD27076, SCHMD27355, SCHMD13533
OG0000567	OFUSG13020.1.p1	SCHMD00241, SCHMD03989, SCHMD19236, SCHMD27026
OG0000571	OFUSG26910.1.p1	SCHMD07477, SCHMD11565, SCHMD28594, SCHMD09474, SCHMD05478, SCHMD24472, SCHMD12459, SCHMD28158, SCHMD23621, SCHMD25957, SCHMD12331
OG0000572	OFUSG12111.3.p1, OFUSG12111.5.p1, OFUSG12111.1.p1, OFUSG12111.4.p1, OFUSG12111.2.p1	SCHMD10816
OG0000572	OFUSG20906.1.p1, OFUSG20906.2.p1	SCHMD25603
OG0000573	OFUSG23244.1.p1, OFUSG23244.2.p1	SCHMD01043, SCHMD15213, SCHMD24610
OG0000573	OFUSG09137.1.p1	SCHMD16187
OG0000574	OFUSG18200.1.p1	SCHMD01583, SCHMD12209
OG0000574	OFUSG07751.1.p1, OFUSG07751.2.p1	SCHMD00489
OG0000575	OFUSG09886.2.p1, OFUSG09886.1.p1	SCHMD10050, SCHMD14865
OG0000576	OFUSG17044.1.p1	SCHMD17959, SCHMD00167, SCHMD15710
OG0000578	OFUSG11308.1.p1	SCHMD00300, SCHMD17617
OG0000579	OFUSG06590.1.p1	SCHMD01160, SCHMD01878, SCHMD11162, SCHMD25933, SCHMD01879, SCHMD16027, SCHMD27820, SCHMD26175
OG0000580	OFUSG00135.1.p1	SCHMD27384
OG0000580	OFUSG00139.1.p1	SCHMD20629, SCHMD23259, SCHMD23258, SCHMD14664, SCHMD05333
OG0000581	OFUSG12368.1.p1	SCHMD10093, SCHMD11595, SCHMD08712
OG0000581	OFUSG25173.1.p1	SCHMD03457
OG0000581	OFUSG21596.1.p1	SCHMD28022
OG0000582	OFUSG07318.2.p1, OFUSG07318.1.p1	SCHMD16063, SCHMD04882
OG0000583	OFUSG00871.2.p1, OFUSG00871.1.p1, OFUSG00871.3.p1	SCHMD04123
OG0000585	OFUSG19304.1.p1	SCHMD24793, SCHMD28810, SCHMD24792, SCHMD27773, SCHMD04336
OG0000587	OFUSG26859.1.p1, OFUSG26859.2.p1	SCHMD03879, SCHMD05571
OG0000588	OFUSG23263.1.p1, OFUSG23263.2.p1	SCHMD01542
OG0000588	OFUSG00278.1.p1	SCHMD07022
OG0000589	OFUSG08007.3.p1, OFUSG08007.4.p1, OFUSG08007.2.p1, OFUSG08007.1.p1	SCHMD15105, SCHMD03706, SCHMD08912
OG0000590	OFUSG24583.1.p1	SCHMD08634
OG0000590	OFUSG20344.1.p1	SCHMD18326
OG0000591	OFUSG18333.1.p1	SCHMD10835
OG0000591	OFUSG14784.1.p1	SCHMD09048, SCHMD27550, SCHMD09047
OG0000592	OFUSG07498.2.p1, OFUSG07498.3.p1, OFUSG07498.1.p1, OFUSG08220.1.p1, OFUSG08220.2.p1, OFUSG04675.1.p1	SCHMD11895, SCHMD04777
OG0000594	OFUSG06784.1.p1	SCHMD01864
OG0000597	OFUSG24146.1.p1, OFUSG24148.1.p1	SCHMD00271
OG0000602	OFUSG14405.1.p1, OFUSG14404.1.p1	SCHMD08918, SCHMD16862
OG0000603	OFUSG04731.1.p1, OFUSG11716.1.p1, OFUSG11716.2.p1	SCHMD15890
OG0000604	OFUSG21656.1.p1	SCHMD27467, SCHMD15254
OG0000604	OFUSG21649.1.p1	SCHMD15897
OG0000607	OFUSG00975.1.p1	SCHMD10894, SCHMD16300
OG0000608	OFUSG01950.1.p1	SCHMD15186, SCHMD26174, SCHMD17635, SCHMD02399, SCHMD22885, SCHMD28488, SCHMD21715, SCHMD03775, SCHMD03332, SCHMD19634, SCHMD17646, SCHMD03589, SCHMD14815, SCHMD16437, SCHMD20944, SCHMD17326, SCHMD00012, SCHMD22746, SCHMD20032, SCHMD27285, SCHMD20026, SCHMD27107, SCHMD27745, SCHMD21492, SCHMD20815, SCHMD23556, SCHMD27805, SCHMD18985, SCHMD22041, SCHMD23795, SCHMD10230, SCHMD04889, SCHMD10732, SCHMD11676, SCHMD24210, SCHMD25141, SCHMD15027, SCHMD22557, SCHMD26434, SCHMD13135, SCHMD10188, SCHMD24847, SCHMD05331, SCHMD04691, SCHMD08611, SCHMD00173, SCHMD04600, SCHMD24398, SCHMD26789, SCHMD27842, SCHMD17882, SCHMD05452
OG0000609	OFUSG18927.1.p1	SCHMD24245, SCHMD16443
OG0000609	OFUSG16039.1.p1	SCHMD17568
OG0000610	OFUSG08338.1.p1	SCHMD01064
OG0000611	OFUSG02645.4.p1, OFUSG02645.1.p1, OFUSG02645.3.p1, OFUSG02645.2.p1, OFUSG02645.5.p1	SCHMD07468
OG0000611	OFUSG22888.1.p1	SCHMD10118
OG0000612	OFUSG06644.1.p1	SCHMD04363, SCHMD09119
OG0000612	OFUSG23094.1.p1	SCHMD12368
OG0000613	OFUSG12632.1.p1	SCHMD11333
OG0000614	OFUSG25046.1.p1, OFUSG06189.1.p1, OFUSG21971.1.p1	SCHMD02000, SCHMD19846, SCHMD14215, SCHMD02001
OG0000615	OFUSG13992.1.p1, OFUSG13992.2.p1	SCHMD18570, SCHMD15390, SCHMD03881, SCHMD24438, SCHMD15895, SCHMD15391, SCHMD21719, SCHMD22476
OG0000619	OFUSG13856.1.p1	SCHMD20094
OG0000623	OFUSG17186.1.p1	SCHMD06017, SCHMD06018
OG0000623	OFUSG24609.2.p1, OFUSG24609.3.p1, OFUSG24609.1.p1	SCHMD05599, SCHMD06718, SCHMD03445, SCHMD22744, SCHMD24118, SCHMD17727, SCHMD12585
OG0000624	OFUSG24408.1.p1, OFUSG24408.2.p1	SCHMD01951
OG0000626	OFUSG21226.2.p1, OFUSG21226.4.p1, OFUSG21226.1.p1, OFUSG21226.3.p1, OFUSG21226.5.p1	SCHMD22993, SCHMD02730, SCHMD02477
OG0000628	OFUSG00909.1.p1	SCHMD21997
OG0000628	OFUSG11121.1.p1, OFUSG13391.1.p1	SCHMD24762, SCHMD25901
OG0000634	OFUSG25455.1.p1, OFUSG13962.1.p1	SCHMD10171, SCHMD10393, SCHMD05098, SCHMD18845
OG0000635	OFUSG20393.1.p1, OFUSG20393.3.p1, OFUSG20393.2.p1, OFUSG20394.1.p1	SCHMD14919, SCHMD24865, SCHMD18425, SCHMD10798
OG0000635	OFUSG03398.2.p1, OFUSG03398.1.p1, OFUSG03399.1.p1, OFUSG03393.1.p1, OFUSG03395.1.p1, OFUSG03397.1.p1, OFUSG03390.1.p1, OFUSG03392.1.p1, OFUSG03392.2.p1	SCHMD16010
OG0000636	OFUSG19283.1.p1	SCHMD23842, SCHMD07652, SCHMD03198
OG0000637	OFUSG09346.1.p1	SCHMD06815
OG0000637	OFUSG19806.1.p1	SCHMD14376
OG0000637	OFUSG08218.1.p1, OFUSG21914.1.p1	SCHMD24038
OG0000639	OFUSG09740.1.p1	SCHMD15823
OG0000639	OFUSG05397.1.p1	SCHMD12604, SCHMD12603
OG0000642	OFUSG10098.1.p1, OFUSG10098.2.p1	SCHMD07724
OG0000643	OFUSG26510.1.p1	SCHMD14321
OG0000646	OFUSG17652.1.p1	SCHMD24176
OG0000646	OFUSG20855.1.p1	SCHMD25176, SCHMD22477
OG0000647	OFUSG06535.1.p1, OFUSG06075.1.p1, OFUSG06534.1.p1	SCHMD29494
OG0000648	OFUSG23087.1.p1	SCHMD18065
OG0000649	OFUSG03689.1.p1, OFUSG10822.1.p1, OFUSG04063.1.p1, OFUSG05062.1.p1, OFUSG04064.1.p1, OFUSG04062.1.p1, OFUSG05061.1.p1, OFUSG05061.2.p1, OFUSG10971.1.p1, OFUSG16766.1.p1, OFUSG07315.1.p1, OFUSG07687.1.p1, OFUSG07537.1.p1, OFUSG03255.1.p1, OFUSG11210.1.p1	SCHMD18549, SCHMD18847, SCHMD16842, SCHMD03271
OG0000651	OFUSG13240.2.p1, OFUSG13240.3.p1, OFUSG13240.1.p1	SCHMD02428
OG0000652	OFUSG06176.1.p1	SCHMD23460, SCHMD03282, SCHMD27558, SCHMD03401
OG0000652	OFUSG13483.3.p1, OFUSG13483.2.p1, OFUSG13483.1.p1	SCHMD03285, SCHMD29341, SCHMD05205, SCHMD08162
OG0000654	OFUSG04714.1.p1	SCHMD01650, SCHMD19469
OG0000657	OFUSG00339.1.p1	SCHMD14158
OG0000657	OFUSG00337.1.p1	SCHMD18210
OG0000660	OFUSG16300.1.p1	SCHMD02770
OG0000660	OFUSG00254.1.p1	SCHMD20422, SCHMD27193
OG0000662	OFUSG19351.1.p1	SCHMD04360
OG0000662	OFUSG11101.1.p1	SCHMD05635
OG0000664	OFUSG06083.1.p1	SCHMD04491, SCHMD14555
OG0000664	OFUSG16644.1.p1	SCHMD04182
OG0000665	OFUSG09816.3.p1, OFUSG09816.1.p1, OFUSG09816.2.p1	SCHMD09294
OG0000670	OFUSG24801.2.p1, OFUSG24801.1.p1, OFUSG24764.1.p1, OFUSG24763.1.p1	SCHMD21177, SCHMD16575, SCHMD24810, SCHMD18592, SCHMD04685, SCHMD22152, SCHMD02150, SCHMD05669, SCHMD12381, SCHMD13315, SCHMD13316, SCHMD12100
OG0000672	OFUSG14378.5.p1, OFUSG14378.3.p1, OFUSG14378.2.p1, OFUSG14378.1.p1, OFUSG14378.4.p1	SCHMD10307, SCHMD15500
OG0000672	OFUSG12085.1.p1	SCHMD03901
OG0000674	OFUSG08473.1.p1	SCHMD14256
OG0000674	OFUSG07969.1.p1	SCHMD27363, SCHMD28202
OG0000676	OFUSG21048.1.p1	SCHMD18867
OG0000676	OFUSG14430.1.p1	SCHMD08131
OG0000678	OFUSG10078.1.p1, OFUSG10078.2.p1	SCHMD26583, SCHMD26584, SCHMD12017, SCHMD12018, SCHMD28149, SCHMD21688, SCHMD26696, SCHMD23542, SCHMD23509, SCHMD26582
OG0000680	OFUSG12758.1.p1	SCHMD17558
OG0000680	OFUSG26520.1.p1, OFUSG01684.1.p1, OFUSG01687.1.p1	SCHMD25925
OG0000681	OFUSG02151.1.p1	SCHMD26784, SCHMD03976
OG0000682	OFUSG06498.1.p1	SCHMD04644, SCHMD08708, SCHMD25504, SCHMD17552, SCHMD21787, SCHMD07246, SCHMD25376, SCHMD05512
OG0000683	OFUSG25839.2.p1, OFUSG25839.1.p1	SCHMD21601
OG0000684	OFUSG20203.4.p1, OFUSG20203.1.p1, OFUSG20203.2.p1, OFUSG20203.5.p1, OFUSG20203.3.p1	SCHMD07403
OG0000685	OFUSG07501.2.p1, OFUSG07501.4.p1, OFUSG07501.3.p1, OFUSG07501.5.p1, OFUSG07501.1.p1	SCHMD02797, SCHMD09882, SCHMD09879, SCHMD09881
OG0000688	OFUSG10559.1.p1	SCHMD13264
OG0000690	OFUSG21408.1.p1	SCHMD24354
OG0000690	OFUSG00182.1.p1	SCHMD17313, SCHMD21259, SCHMD18093
OG0000692	OFUSG17216.1.p1	SCHMD11826
OG0000692	OFUSG22030.1.p1, OFUSG22031.2.p1, OFUSG22031.1.p1	SCHMD02580
OG0000694	OFUSG08082.1.p1	SCHMD02121, SCHMD02119
OG0000695	OFUSG24909.1.p1	SCHMD03466
OG0000695	OFUSG03580.2.p1, OFUSG03580.1.p1	SCHMD25508
OG0000696	OFUSG17219.1.p1	SCHMD17223, SCHMD17224, SCHMD29303
OG0000696	OFUSG06947.1.p1	SCHMD10590
OG0000697	OFUSG06460.1.p1, OFUSG06460.3.p1, OFUSG06460.4.p1, OFUSG06460.2.p1	SCHMD10349, SCHMD08041
OG0000698	OFUSG11683.1.p1	SCHMD15424
OG0000699	OFUSG11422.1.p1	SCHMD20380, SCHMD24169, SCHMD20675, SCHMD24967
OG0000701	OFUSG09694.1.p1, OFUSG26676.1.p1, OFUSG19007.2.p1, OFUSG19007.4.p1, OFUSG19007.1.p1, OFUSG19007.3.p1, OFUSG09370.1.p1	SCHMD15836
OG0000702	OFUSG04071.1.p1, OFUSG04071.2.p1, OFUSG04071.5.p1, OFUSG04071.4.p1, OFUSG04071.3.p1	SCHMD21765, SCHMD21766
OG0000703	OFUSG18539.1.p1	SCHMD03880
OG0000706	OFUSG06700.1.p1	SCHMD26259, SCHMD27843
OG0000708	OFUSG21283.1.p1	SCHMD25653
OG0000709	OFUSG21845.2.p1, OFUSG21845.1.p1	SCHMD18124
OG0000709	OFUSG06507.1.p1	SCHMD20599, SCHMD21920
OG0000710	OFUSG06971.1.p1, OFUSG24793.2.p1, OFUSG24793.1.p1	SCHMD02362, SCHMD00177, SCHMD02354, SCHMD10827, SCHMD18803, SCHMD02525, SCHMD27616, SCHMD13241
OG0000711	OFUSG00761.1.p1	SCHMD16082
OG0000711	OFUSG00164.1.p1	SCHMD02785
OG0000712	OFUSG02312.2.p1, OFUSG02312.1.p1	SCHMD23626
OG0000713	OFUSG13986.1.p1	SCHMD17095
OG0000716	OFUSG00381.1.p1	SCHMD04462, SCHMD22884, SCHMD19144, SCHMD07207, SCHMD17723
OG0000717	OFUSG07273.3.p1, OFUSG07273.1.p1, OFUSG07273.2.p1, OFUSG07273.4.p1, OFUSG07273.5.p1	SCHMD26760, SCHMD12553
OG0000718	OFUSG19609.1.p1, OFUSG19609.2.p1	SCHMD24218, SCHMD05666, SCHMD25000, SCHMD11831
OG0000721	OFUSG22702.2.p1, OFUSG22702.1.p1, OFUSG01480.1.p1, OFUSG01480.2.p1	SCHMD15260, SCHMD29752, SCHMD09543
OG0000722	OFUSG11385.1.p1	SCHMD24922, SCHMD24923, SCHMD24635, SCHMD22124
OG0000722	OFUSG17120.1.p1, OFUSG17120.2.p1	SCHMD23554, SCHMD18534, SCHMD17531, SCHMD00837, SCHMD05194, SCHMD15343, SCHMD28550
OG0000724	OFUSG12294.1.p1, OFUSG12294.2.p1	SCHMD14292, SCHMD17982, SCHMD00128, SCHMD07525, SCHMD08666
OG0000725	OFUSG07689.1.p1	SCHMD11698
OG0000725	OFUSG07873.1.p1	SCHMD23954
OG0000730	OFUSG16513.1.p1	SCHMD22617, SCHMD17182, SCHMD08320, SCHMD02965
OG0000731	OFUSG14224.4.p1, OFUSG14224.1.p1, OFUSG14224.2.p1, OFUSG14224.3.p1, OFUSG14224.5.p1	SCHMD03063
OG0000732	OFUSG24914.1.p1	SCHMD09651
OG0000732	OFUSG26355.1.p1, OFUSG26355.2.p1	SCHMD05249
OG0000733	OFUSG22012.1.p1	SCHMD28225, SCHMD15626
OG0000733	OFUSG11826.1.p1	SCHMD13904, SCHMD02163
OG0000734	OFUSG08307.1.p1	SCHMD11583, SCHMD14768, SCHMD09332, SCHMD02937, SCHMD07242, SCHMD04118, SCHMD01513, SCHMD07878, SCHMD24039, SCHMD13942, SCHMD22315, SCHMD14455, SCHMD27004, SCHMD20850, SCHMD13509, SCHMD10084, SCHMD08723, SCHMD14485, SCHMD25295, SCHMD26519, SCHMD04103, SCHMD26949, SCHMD09270, SCHMD20387, SCHMD03648, SCHMD09683, SCHMD10543, SCHMD08018, SCHMD27636, SCHMD18698, SCHMD07342, SCHMD09685, SCHMD09684, SCHMD15319, SCHMD24961, SCHMD26040, SCHMD09274, SCHMD04119
OG0000735	OFUSG16966.1.p1, OFUSG16966.2.p1	SCHMD07620
OG0000740	OFUSG16696.1.p1	SCHMD13587
OG0000740	OFUSG17833.1.p1	SCHMD16462
OG0000745	OFUSG11725.1.p1	SCHMD29471
OG0000748	OFUSG04648.1.p1	SCHMD01969
OG0000748	OFUSG23274.1.p1	SCHMD06828, SCHMD06887, SCHMD11059, SCHMD09770
OG0000751	OFUSG16377.1.p1, OFUSG16377.2.p1	SCHMD12293, SCHMD13329, SCHMD18701, SCHMD04693, SCHMD17218, SCHMD17217, SCHMD03838, SCHMD03689, SCHMD13065, SCHMD14600, SCHMD18030, SCHMD13408
