Orthogroup	OWEFU	AENJA_ok
OG0000303	OFUSG01976.1.p1	AENJA_15256
OG0000305	OFUSG19461.1.p1	AENJA_01524
OG0000305	OFUSG10811.3.p1, OFUSG10811.1.p1, OFUSG10811.2.p1, OFUSG26317.1.p1	AENJA_23458
OG0000306	OFUSG11015.1.p1	AENJA_01416
OG0000307	OFUSG21784.1.p1	AENJA_02524
OG0000307	OFUSG08344.1.p1	AENJA_02525
OG0000307	OFUSG09551.1.p1, OFUSG17662.1.p1, OFUSG17663.1.p1	AENJA_01646
OG0000308	OFUSG10583.1.p1	AENJA_04225
OG0000308	OFUSG08393.1.p1	AENJA_18481
OG0000309	OFUSG05830.1.p1	AENJA_22214, AENJA_22215, AENJA_09002, AENJA_08385
OG0000310	OFUSG14794.1.p1	AENJA_19334
OG0000310	OFUSG20216.1.p1	AENJA_10979, AENJA_16718
OG0000310	OFUSG18181.1.p1	AENJA_13920, AENJA_20912, AENJA_20756
OG0000312	OFUSG09739.1.p1	AENJA_11345
OG0000312	OFUSG13897.1.p1	AENJA_19966
OG0000312	OFUSG02203.1.p1	AENJA_05337
OG0000313	OFUSG21288.1.p1	AENJA_16057
OG0000313	OFUSG18908.1.p1, OFUSG18908.2.p1, OFUSG18908.3.p1	AENJA_01313
OG0000314	OFUSG21912.1.p1, OFUSG21912.2.p1	AENJA_05762
OG0000314	OFUSG06548.1.p1, OFUSG06548.2.p1, OFUSG11704.1.p1	AENJA_10482
OG0000314	OFUSG19119.1.p1	AENJA_16012
OG0000314	OFUSG02701.1.p1	AENJA_19100
OG0000315	OFUSG16285.1.p1, OFUSG16285.2.p1	AENJA_08118
OG0000315	OFUSG06254.1.p1	AENJA_20619
OG0000316	OFUSG10765.1.p1	AENJA_23705
OG0000316	OFUSG05708.1.p1	AENJA_08472
OG0000317	OFUSG16936.1.p1	AENJA_18053
OG0000319	OFUSG23476.1.p1, OFUSG23476.2.p1	AENJA_02024
OG0000319	OFUSG07183.1.p1, OFUSG07183.2.p1	AENJA_15257
OG0000321	OFUSG23367.1.p1	AENJA_07424
OG0000321	OFUSG03674.1.p1	AENJA_02624
OG0000321	OFUSG26848.1.p1	AENJA_23362
OG0000322	OFUSG15037.1.p1	AENJA_07618, AENJA_03568
OG0000323	OFUSG15391.1.p1	AENJA_15690
OG0000323	OFUSG25439.1.p1	AENJA_22664
OG0000323	OFUSG12798.1.p1	AENJA_20126
OG0000324	OFUSG03538.1.p1, OFUSG18902.1.p1, OFUSG00672.1.p2	AENJA_25136, AENJA_18522
OG0000325	OFUSG11563.1.p1, OFUSG11563.2.p1	AENJA_16515, AENJA_05725
OG0000325	OFUSG16297.1.p1, OFUSG16296.1.p1, OFUSG04033.2.p1, OFUSG04033.1.p1	AENJA_07184, AENJA_19461
OG0000326	OFUSG13065.1.p1, OFUSG13065.5.p1, OFUSG13065.3.p1, OFUSG13065.4.p1, OFUSG13065.2.p1	AENJA_25612
OG0000326	OFUSG03813.1.p1	AENJA_25861
OG0000327	OFUSG10793.1.p1	AENJA_09087, AENJA_11801, AENJA_16140
OG0000327	OFUSG18221.1.p1, OFUSG02099.1.p1, OFUSG02101.1.p1, OFUSG02101.2.p1, OFUSG02279.1.p1	AENJA_13471
OG0000327	OFUSG12119.1.p1, OFUSG12119.2.p1	AENJA_26486
OG0000327	OFUSG02102.1.p1	AENJA_12542
OG0000328	OFUSG05586.1.p1, OFUSG20539.4.p1, OFUSG20539.1.p1, OFUSG20539.5.p1, OFUSG20539.3.p1, OFUSG20539.2.p1	AENJA_09097
OG0000329	OFUSG24537.2.p1, OFUSG24537.1.p1	AENJA_14120, AENJA_25916
OG0000333	OFUSG19866.1.p1	AENJA_06410, AENJA_00632
OG0000333	OFUSG25549.1.p1, OFUSG25547.1.p1, OFUSG00944.1.p1, OFUSG00943.1.p1	AENJA_22838, AENJA_15685
OG0000333	OFUSG11803.1.p1	AENJA_23761, AENJA_23760, AENJA_12057, AENJA_00387, AENJA_23762, AENJA_24402, AENJA_00638, AENJA_00635, AENJA_06409
OG0000336	OFUSG20115.1.p1	AENJA_08617
OG0000336	OFUSG26491.1.p1	AENJA_18060, AENJA_23996
OG0000338	OFUSG24006.1.p1	AENJA_13192
OG0000338	OFUSG22814.1.p1	AENJA_22299
OG0000339	OFUSG14716.1.p1	AENJA_14078, AENJA_02225
OG0000340	OFUSG24069.1.p1	AENJA_00353, AENJA_26321, AENJA_25490
OG0000341	OFUSG17166.3.p1, OFUSG17166.1.p1, OFUSG17166.2.p1, OFUSG17166.5.p1, OFUSG17166.4.p1	AENJA_00431
OG0000342	OFUSG03911.2.p1	AENJA_11176
OG0000342	OFUSG09133.1.p1	AENJA_08112
OG0000343	OFUSG01032.2.p1, OFUSG01032.4.p1, OFUSG01032.3.p1, OFUSG01032.1.p1, OFUSG01032.5.p1	AENJA_04274
OG0000344	OFUSG15297.1.p1	AENJA_20305
OG0000346	OFUSG26449.3.p1, OFUSG26449.1.p1, OFUSG26449.2.p1, OFUSG26449.4.p1	AENJA_22586, AENJA_15929
OG0000347	OFUSG09161.1.p1, OFUSG21096.1.p1, OFUSG21148.1.p1, OFUSG09160.1.p1	AENJA_01867, AENJA_13856
OG0000347	OFUSG04128.1.p1	AENJA_06111, AENJA_12945
OG0000347	OFUSG25598.1.p1, OFUSG02912.1.p1	AENJA_06108
OG0000348	OFUSG22752.1.p1	AENJA_23972
OG0000349	OFUSG03343.1.p1, OFUSG12561.1.p1, OFUSG03356.1.p1, OFUSG03354.1.p1	AENJA_19583, AENJA_23589, AENJA_19611, AENJA_06662, AENJA_21917, AENJA_01710, AENJA_00976, AENJA_17896, AENJA_06002, AENJA_15646, AENJA_15647
OG0000350	OFUSG23310.1.p1	AENJA_19835
OG0000350	OFUSG10344.1.p1	AENJA_05645
OG0000350	OFUSG12159.1.p1	AENJA_03065
OG0000351	OFUSG07634.1.p1	AENJA_04428
OG0000352	OFUSG17642.2.p1, OFUSG17642.3.p1, OFUSG17642.1.p1	AENJA_13697
OG0000352	OFUSG25663.1.p1	AENJA_25500
OG0000352	OFUSG09355.1.p1	AENJA_11315
OG0000353	OFUSG10063.3.p1, OFUSG10063.5.p1, OFUSG10063.1.p1, OFUSG10063.2.p1, OFUSG10063.4.p1	AENJA_12968
OG0000355	OFUSG19986.1.p1	AENJA_14096, AENJA_16303, AENJA_18542, AENJA_08170, AENJA_14099, AENJA_25513, AENJA_10158, AENJA_00519, AENJA_14097, AENJA_14100, AENJA_20127, AENJA_22793
OG0000356	OFUSG07190.1.p1, OFUSG07191.1.p1	AENJA_04669
OG0000356	OFUSG07192.3.p1, OFUSG07192.2.p1, OFUSG07192.1.p1	AENJA_04670
OG0000356	OFUSG18095.2.p1, OFUSG18095.1.p1	AENJA_05708
OG0000357	OFUSG22195.1.p1	AENJA_16412
OG0000357	OFUSG06172.1.p1	AENJA_04794
OG0000358	OFUSG00333.1.p1	AENJA_15177
OG0000358	OFUSG01349.1.p1	AENJA_10717
OG0000358	OFUSG00120.2.p1, OFUSG00120.1.p1	AENJA_12192
OG0000358	OFUSG24794.1.p1	AENJA_25711
OG0000359	OFUSG10615.1.p1	AENJA_14005
OG0000359	OFUSG11235.1.p1, OFUSG22159.1.p1, OFUSG14850.1.p1	AENJA_07464
OG0000360	OFUSG24693.1.p1	AENJA_08035
OG0000360	OFUSG03373.2.p1, OFUSG03373.1.p1	AENJA_08623
OG0000360	OFUSG19256.2.p1, OFUSG19256.1.p1	AENJA_22734
OG0000362	OFUSG06554.1.p1	AENJA_07663, AENJA_20039
OG0000362	OFUSG14754.1.p1	AENJA_00852, AENJA_07660, AENJA_12849
OG0000363	OFUSG22438.1.p1, OFUSG22436.1.p1	AENJA_12906, AENJA_18208
OG0000363	OFUSG22439.1.p1	AENJA_26154
OG0000363	OFUSG14847.1.p1	AENJA_03399
OG0000364	OFUSG17106.1.p1, OFUSG24727.1.p1, OFUSG20070.1.p1, OFUSG24726.2.p1, OFUSG24726.1.p1, OFUSG24725.1.p1, OFUSG20071.1.p1, OFUSG20071.2.p1	AENJA_08616, AENJA_07293, AENJA_05680
OG0000365	OFUSG01612.1.p1	AENJA_08243, AENJA_08242
OG0000366	OFUSG18584.1.p1, OFUSG22154.1.p1	AENJA_11049
OG0000366	OFUSG22882.1.p1	AENJA_14772
OG0000367	OFUSG06474.2.p1, OFUSG06474.1.p1	AENJA_21567
OG0000367	OFUSG17028.4.p1, OFUSG17028.3.p1, OFUSG17028.1.p1, OFUSG17028.5.p1, OFUSG17028.2.p1, OFUSG17029.1.p1	AENJA_15749
OG0000370	OFUSG23395.1.p1	AENJA_01023, AENJA_01026, AENJA_17853, AENJA_01272
OG0000371	OFUSG16276.1.p1, OFUSG18719.1.p1	AENJA_14528
OG0000371	OFUSG06880.1.p1	AENJA_18838
OG0000372	OFUSG09903.2.p1, OFUSG09903.3.p1, OFUSG09903.1.p1	AENJA_10537
OG0000372	OFUSG03577.1.p1	AENJA_22918
OG0000372	OFUSG07884.1.p1	AENJA_10254
OG0000373	OFUSG11653.1.p1	AENJA_18516
OG0000373	OFUSG11079.1.p1	AENJA_11897
OG0000374	OFUSG16329.2.p1, OFUSG16329.1.p1, OFUSG16331.1.p1	AENJA_24763
OG0000374	OFUSG18180.1.p1	AENJA_15704
OG0000374	OFUSG16332.2.p1, OFUSG16332.1.p1	AENJA_10989
OG0000375	OFUSG11128.1.p1	AENJA_21822
OG0000375	OFUSG21420.1.p1	AENJA_14684
OG0000377	OFUSG07246.1.p1	AENJA_02266
OG0000378	OFUSG01141.1.p1	AENJA_09892
OG0000378	OFUSG09294.1.p1	AENJA_03823
OG0000379	OFUSG22135.1.p1	AENJA_25316
OG0000379	OFUSG07352.2.p1, OFUSG07352.1.p1, OFUSG10091.4.p1, OFUSG10091.3.p1, OFUSG10091.1.p1, OFUSG10091.2.p1, OFUSG10091.5.p1	AENJA_13204
OG0000379	OFUSG10015.1.p1	AENJA_16703
OG0000379	OFUSG13205.1.p1	AENJA_14680
OG0000381	OFUSG16747.1.p1, OFUSG19384.1.p1, OFUSG19384.2.p1	AENJA_17142, AENJA_17141
OG0000381	OFUSG23469.1.p1, OFUSG23469.2.p1, OFUSG01531.1.p1	AENJA_12155
OG0000382	OFUSG07013.1.p1, OFUSG07013.3.p1, OFUSG07013.2.p1	AENJA_01299
OG0000382	OFUSG18838.1.p1	AENJA_05991
OG0000384	OFUSG19133.1.p1, OFUSG19133.3.p1, OFUSG19133.2.p1	AENJA_22347
OG0000384	OFUSG17697.1.p1	AENJA_22698
OG0000384	OFUSG18533.1.p1	AENJA_12143
OG0000385	OFUSG24563.1.p1, OFUSG09484.1.p1, OFUSG09484.2.p1, OFUSG16822.1.p1, OFUSG01405.2.p1, OFUSG01405.1.p1	AENJA_16346
OG0000386	OFUSG12276.1.p1	AENJA_18774
OG0000389	OFUSG10192.1.p1	AENJA_06388
OG0000390	OFUSG26232.1.p1, OFUSG21300.1.p1, OFUSG16037.2.p1, OFUSG16037.1.p1, OFUSG06288.1.p1	AENJA_23187, AENJA_21850, AENJA_23186
OG0000390	OFUSG22939.1.p1, OFUSG20343.1.p1, OFUSG18981.1.p1	AENJA_23491, AENJA_23482, AENJA_23492, AENJA_06399
OG0000392	OFUSG17685.2.p1, OFUSG17685.5.p1, OFUSG17685.1.p1, OFUSG17685.4.p1, OFUSG17685.3.p1	AENJA_11266
OG0000393	OFUSG05092.1.p1	AENJA_11660
OG0000394	OFUSG17608.1.p1, OFUSG17608.2.p1	AENJA_07197, AENJA_12789, AENJA_07065, AENJA_23372, AENJA_23379, AENJA_08820, AENJA_22501, AENJA_21067, AENJA_16477, AENJA_25413, AENJA_24101, AENJA_09616, AENJA_23780, AENJA_21068, AENJA_09617, AENJA_21583, AENJA_20584, AENJA_20583, AENJA_03178, AENJA_00485, AENJA_26340, AENJA_24967, AENJA_17513, AENJA_25427, AENJA_20380, AENJA_17892, AENJA_25675, AENJA_09539, AENJA_25676, AENJA_09541, AENJA_03786, AENJA_01494, AENJA_00199, AENJA_25103, AENJA_03783, AENJA_24844, AENJA_02092
OG0000395	OFUSG08567.1.p1	AENJA_17521
OG0000397	OFUSG03578.1.p1	AENJA_26085
OG0000399	OFUSG23662.1.p1	AENJA_11784, AENJA_23430, AENJA_13359, AENJA_24563, AENJA_03668
OG0000399	OFUSG15843.1.p1	AENJA_14143
OG0000400	OFUSG03620.1.p1	AENJA_05665
OG0000401	OFUSG15951.1.p1	AENJA_10211, AENJA_22375
OG0000402	OFUSG05767.1.p1	AENJA_01108
OG0000402	OFUSG20342.1.p1	AENJA_20115
OG0000403	OFUSG00753.1.p1	AENJA_06241
OG0000404	OFUSG13199.1.p1	AENJA_26390
OG0000404	OFUSG13385.1.p1	AENJA_17116
OG0000404	OFUSG22490.1.p1	AENJA_19991
OG0000404	OFUSG13198.1.p1	AENJA_13308, AENJA_13309
OG0000405	OFUSG08998.1.p1	AENJA_21234
OG0000409	OFUSG06481.2.p1, OFUSG06481.1.p1	AENJA_11040
OG0000409	OFUSG19488.1.p1	AENJA_00845, AENJA_01104
OG0000410	OFUSG25728.1.p1	AENJA_11467
OG0000411	OFUSG01804.1.p1	AENJA_11832
OG0000412	OFUSG06276.1.p1	AENJA_21404
OG0000412	OFUSG10577.1.p1	AENJA_26231
OG0000412	OFUSG08255.1.p1	AENJA_11362
OG0000413	OFUSG25104.1.p1	AENJA_18235
OG0000413	OFUSG18641.3.p1, OFUSG18641.2.p1, OFUSG18641.1.p1	AENJA_12102
OG0000415	OFUSG04873.1.p1, OFUSG04872.1.p1	AENJA_07725, AENJA_26662, AENJA_26660, AENJA_23952
OG0000416	OFUSG02706.2.p1, OFUSG02706.1.p1, OFUSG02712.1.p1, OFUSG02710.1.p1, OFUSG17925.1.p1	AENJA_13956
OG0000418	OFUSG01727.1.p1	AENJA_05869
OG0000420	OFUSG12160.1.p1	AENJA_14000, AENJA_14371
OG0000420	OFUSG18570.1.p1	AENJA_25418, AENJA_12757, AENJA_24304
OG0000421	OFUSG12659.1.p1, OFUSG14268.1.p1	AENJA_06994
OG0000423	OFUSG25605.1.p1, OFUSG20524.1.p1, OFUSG21772.1.p1, OFUSG11552.1.p1, OFUSG11107.1.p1, OFUSG17486.1.p1, OFUSG13272.1.p1	AENJA_26626
OG0000423	OFUSG24330.1.p1	AENJA_20516, AENJA_20521, AENJA_26617
OG0000424	OFUSG00190.1.p1	AENJA_15205, AENJA_15202
OG0000425	OFUSG11841.1.p1	AENJA_24235
OG0000425	OFUSG08712.1.p1	AENJA_24238, AENJA_17525
OG0000426	OFUSG19099.2.p1, OFUSG19099.1.p1, OFUSG19099.4.p1, OFUSG19099.3.p1	AENJA_16516
OG0000426	OFUSG10041.1.p1	AENJA_15654
OG0000427	OFUSG07419.1.p1	AENJA_16219
OG0000427	OFUSG16981.1.p1, OFUSG16981.2.p1	AENJA_26175
OG0000429	OFUSG18903.1.p1	AENJA_21410
OG0000429	OFUSG23592.1.p1, OFUSG23592.2.p1, OFUSG12856.1.p1	AENJA_01381
OG0000430	OFUSG25796.1.p1	AENJA_25178
OG0000430	OFUSG07029.1.p1, OFUSG06531.1.p1	AENJA_01511
OG0000431	OFUSG18259.1.p1	AENJA_03019
OG0000431	OFUSG02223.1.p1	AENJA_19097
OG0000431	OFUSG25902.1.p1	AENJA_17426
OG0000432	OFUSG06820.1.p1, OFUSG06820.2.p1	AENJA_08549
OG0000432	OFUSG06029.1.p1	AENJA_14844
OG0000433	OFUSG10457.2.p1, OFUSG10457.1.p1, OFUSG10457.3.p1	AENJA_24860
OG0000433	OFUSG01097.1.p1	AENJA_10323
OG0000435	OFUSG17235.1.p1	AENJA_25030
OG0000435	OFUSG23346.1.p1	AENJA_23148
OG0000441	OFUSG24316.1.p2	AENJA_22105, AENJA_05576, AENJA_05295, AENJA_14406, AENJA_05633, AENJA_14529, AENJA_22549, AENJA_25926, AENJA_17954, AENJA_22057, AENJA_05797, AENJA_02366, AENJA_23145, AENJA_14405, AENJA_22546, AENJA_22542, AENJA_03374, AENJA_20191
OG0000442	OFUSG14066.1.p1	AENJA_21364
OG0000442	OFUSG00335.1.p1	AENJA_20819
OG0000442	OFUSG00657.1.p1	AENJA_08940
OG0000443	OFUSG16493.1.p1	AENJA_15885
OG0000443	OFUSG19814.2.p1	AENJA_23556
OG0000444	OFUSG07387.1.p1, OFUSG19063.1.p1	AENJA_22469
OG0000446	OFUSG13151.1.p1	AENJA_17227
OG0000446	OFUSG00837.1.p1	AENJA_16673
OG0000446	OFUSG21046.1.p1	AENJA_15743
OG0000447	OFUSG03142.1.p1, OFUSG03142.2.p1, OFUSG03142.4.p1, OFUSG03142.3.p1	AENJA_07978
OG0000448	OFUSG02723.1.p1	AENJA_08190, AENJA_08395
OG0000450	OFUSG22336.1.p1	AENJA_18743, AENJA_10311
OG0000452	OFUSG11570.1.p1, OFUSG11504.1.p1	AENJA_19368, AENJA_19367, AENJA_11340
OG0000453	OFUSG13689.1.p1	AENJA_23512, AENJA_19259
OG0000453	OFUSG24585.1.p1, OFUSG24585.2.p1, OFUSG24586.1.p1, OFUSG00194.1.p1, OFUSG24447.1.p1, OFUSG15603.1.p1, OFUSG15603.2.p1, OFUSG15602.1.p1	AENJA_19260
OG0000456	OFUSG25971.1.p1	AENJA_09375, AENJA_22513
OG0000456	OFUSG12527.1.p1	AENJA_09374
OG0000459	OFUSG13939.1.p1	AENJA_04182, AENJA_20455, AENJA_09946, AENJA_05581
OG0000460	OFUSG02208.1.p1	AENJA_05733
OG0000461	OFUSG17710.1.p1	AENJA_22982
OG0000461	OFUSG15748.3.p1, OFUSG15748.1.p1, OFUSG15748.4.p1, OFUSG15748.2.p1, OFUSG00679.1.p1	AENJA_10288
OG0000463	OFUSG07528.3.p1, OFUSG07528.2.p1, OFUSG07528.1.p1	AENJA_15755
OG0000463	OFUSG08820.2.p1, OFUSG08820.1.p1	AENJA_07031
OG0000465	OFUSG13672.1.p1	AENJA_23068
OG0000465	OFUSG13295.1.p1	AENJA_20709
OG0000466	OFUSG09606.1.p1, OFUSG10610.1.p1	AENJA_17370
OG0000467	OFUSG06168.2.p1, OFUSG06168.1.p1	AENJA_24285
OG0000469	OFUSG06742.2.p1, OFUSG06742.1.p1	AENJA_19006
OG0000469	OFUSG09493.1.p1	AENJA_05512
OG0000470	OFUSG10928.1.p1	AENJA_05899
OG0000470	OFUSG12357.1.p1, OFUSG12357.2.p1	AENJA_25964
OG0000472	OFUSG17586.1.p1, OFUSG17587.1.p1, OFUSG17565.1.p1, OFUSG17559.1.p1, OFUSG17583.1.p1, OFUSG17582.1.p1	AENJA_19704, AENJA_09019
OG0000475	OFUSG04266.1.p1	AENJA_22558
OG0000476	OFUSG07272.1.p1, OFUSG07271.1.p1, OFUSG07271.2.p1	AENJA_25489
OG0000476	OFUSG08298.1.p1	AENJA_24295
OG0000477	OFUSG13714.1.p1, OFUSG13713.1.p1	AENJA_02796
OG0000478	OFUSG06603.1.p1, OFUSG06780.1.p1	AENJA_06501, AENJA_26029, AENJA_06495, AENJA_24003, AENJA_24002
OG0000478	OFUSG07829.1.p1, OFUSG19267.2.p1, OFUSG19267.1.p1	AENJA_24353
OG0000479	OFUSG22572.2.p1, OFUSG22572.1.p1	AENJA_20878
OG0000480	OFUSG26477.1.p1	AENJA_23584, AENJA_25610
OG0000480	OFUSG21333.1.p1	AENJA_14480
OG0000481	OFUSG22310.1.p1	AENJA_16592
OG0000481	OFUSG18362.1.p1	AENJA_11417
OG0000482	OFUSG12431.1.p1	AENJA_18772
OG0000482	OFUSG21905.1.p1, OFUSG21905.2.p1, OFUSG21905.3.p1, OFUSG21905.4.p1, OFUSG21905.5.p1	AENJA_18773
OG0000483	OFUSG23827.1.p1, OFUSG24171.1.p1, OFUSG08422.1.p1	AENJA_22114
OG0000485	OFUSG24362.1.p1	AENJA_01157, AENJA_13767
OG0000485	OFUSG04740.1.p1, OFUSG04740.2.p1, OFUSG09824.2.p1, OFUSG09824.1.p1, OFUSG24636.1.p1	AENJA_15714, AENJA_15716, AENJA_24876, AENJA_15715
OG0000487	OFUSG18458.1.p1, OFUSG04631.1.p1, OFUSG09257.1.p1	AENJA_25094, AENJA_24881, AENJA_24880
OG0000488	OFUSG11335.2.p1, OFUSG11335.1.p1	AENJA_10931
OG0000489	OFUSG16964.1.p1, OFUSG16964.2.p1, OFUSG16964.3.p1, OFUSG16964.5.p1, OFUSG16964.4.p1	AENJA_12938, AENJA_12937
OG0000490	OFUSG08032.1.p1	AENJA_13962
OG0000494	OFUSG21763.2.p1, OFUSG21763.1.p1	AENJA_16419, AENJA_21639, AENJA_05180
OG0000495	OFUSG15018.1.p1, OFUSG15017.1.p1, OFUSG24776.1.p1, OFUSG08324.1.p1, OFUSG08325.2.p1, OFUSG08325.1.p1, OFUSG03870.1.p1, OFUSG13493.1.p1, OFUSG00578.1.p1, OFUSG22539.1.p1, OFUSG12393.1.p1, OFUSG25742.1.p1, OFUSG17198.1.p1	AENJA_11256
OG0000496	OFUSG05354.1.p1	AENJA_13741
OG0000497	OFUSG14965.1.p1, OFUSG14966.1.p1, OFUSG14968.1.p1	AENJA_14446
OG0000497	OFUSG25540.2.p1, OFUSG25540.1.p1	AENJA_20917
OG0000498	OFUSG05252.1.p1	AENJA_19515
OG0000499	OFUSG12145.1.p1, OFUSG12145.2.p1, OFUSG25039.1.p1	AENJA_19712
OG0000501	OFUSG05132.1.p1, OFUSG08027.1.p1, OFUSG11389.1.p1, OFUSG21090.1.p1, OFUSG15540.1.p1, OFUSG17744.1.p1, OFUSG13693.1.p1, OFUSG00424.1.p1	AENJA_00530, AENJA_00529, AENJA_07419, AENJA_06738
OG0000502	OFUSG09029.1.p1	AENJA_24836
OG0000502	OFUSG03962.1.p1	AENJA_24244
OG0000503	OFUSG08004.3.p1, OFUSG08004.1.p1, OFUSG08004.2.p1	AENJA_26692
OG0000503	OFUSG23525.1.p1	AENJA_02664
OG0000505	OFUSG24460.1.p1, OFUSG24460.2.p1	AENJA_11465
OG0000506	OFUSG24714.1.p1	AENJA_21734
OG0000508	OFUSG16639.1.p1	AENJA_05447
OG0000508	OFUSG23446.1.p1	AENJA_18701
OG0000509	OFUSG22873.1.p1	AENJA_11666, AENJA_22245, AENJA_10730, AENJA_17083
OG0000510	OFUSG18347.2.p1, OFUSG18347.1.p1, OFUSG16890.2.p1, OFUSG16890.3.p1, OFUSG16890.4.p1, OFUSG16890.1.p1	AENJA_13229, AENJA_13230
OG0000511	OFUSG15870.1.p1, OFUSG23249.2.p1, OFUSG23249.1.p1	AENJA_16863, AENJA_16866
OG0000511	OFUSG15867.1.p1	AENJA_25207
OG0000513	OFUSG10385.3.p1, OFUSG10385.2.p1, OFUSG10385.1.p1, OFUSG10385.4.p1	AENJA_22025, AENJA_22031
OG0000514	OFUSG18449.3.p1, OFUSG18449.1.p1, OFUSG18449.2.p1	AENJA_24585
OG0000519	OFUSG15431.1.p1, OFUSG15505.1.p1	AENJA_13197
OG0000519	OFUSG23894.1.p1, OFUSG23894.2.p1, OFUSG15506.1.p1	AENJA_00264
OG0000520	OFUSG22252.1.p1	AENJA_19532
OG0000520	OFUSG09373.1.p1	AENJA_00693
OG0000521	OFUSG18161.2.p1, OFUSG18161.1.p1	AENJA_05432, AENJA_18426
OG0000521	OFUSG25165.1.p1	AENJA_00888
OG0000522	OFUSG19025.1.p1, OFUSG19028.1.p1	AENJA_04937, AENJA_01107
OG0000523	OFUSG09672.1.p1, OFUSG26017.1.p1	AENJA_23211
OG0000523	OFUSG08726.1.p1, OFUSG09673.1.p1, OFUSG07041.1.p1	AENJA_01429
OG0000524	OFUSG10538.1.p1, OFUSG10538.3.p1, OFUSG10538.5.p1, OFUSG10538.4.p1, OFUSG10538.2.p1	AENJA_03124
OG0000525	OFUSG26139.1.p1	AENJA_05189
OG0000525	OFUSG17865.2.p1, OFUSG17865.1.p1	AENJA_24865
OG0000527	OFUSG23562.1.p1, OFUSG23562.2.p1	AENJA_07523
OG0000528	OFUSG21429.3.p1, OFUSG21429.1.p1, OFUSG21429.2.p1	AENJA_10012
OG0000528	OFUSG21773.1.p1	AENJA_23565
OG0000528	OFUSG16078.3.p1, OFUSG16078.4.p1, OFUSG16078.1.p1, OFUSG16078.2.p1	AENJA_19659
OG0000530	OFUSG26322.2.p1, OFUSG26322.4.p1, OFUSG26322.3.p1, OFUSG26322.5.p1, OFUSG26322.1.p1	AENJA_14711
OG0000532	OFUSG09491.1.p1, OFUSG19634.1.p1, OFUSG11199.1.p1, OFUSG21702.1.p1	AENJA_16819, AENJA_21969
OG0000533	OFUSG08695.1.p1	AENJA_15827, AENJA_04858, AENJA_01734, AENJA_23272
OG0000533	OFUSG01128.1.p1, OFUSG16657.1.p1, OFUSG01126.1.p1, OFUSG04164.1.p1, OFUSG01127.1.p1	AENJA_15823, AENJA_03677, AENJA_15822, AENJA_15826
OG0000534	OFUSG16053.1.p1	AENJA_07190
OG0000535	OFUSG08130.1.p1, OFUSG13128.1.p1	AENJA_12925, AENJA_12992, AENJA_12990, AENJA_12989
OG0000536	OFUSG14398.1.p1, OFUSG22584.1.p1, OFUSG22583.1.p1, OFUSG22581.1.p1, OFUSG22582.2.p1, OFUSG22582.1.p1, OFUSG22585.1.p1, OFUSG19810.1.p1, OFUSG14386.1.p1, OFUSG14397.1.p1, OFUSG14390.1.p1, OFUSG14399.1.p1, OFUSG14401.1.p1, OFUSG14400.1.p1	AENJA_23026, AENJA_14903
OG0000537	OFUSG25897.1.p1	AENJA_17430
OG0000538	OFUSG16205.1.p1	AENJA_23758
OG0000542	OFUSG03514.1.p1	AENJA_00918, AENJA_03212
OG0000542	OFUSG17386.2.p1, OFUSG17386.1.p1	AENJA_09124
OG0000543	OFUSG26249.1.p1	AENJA_26484, AENJA_18041, AENJA_19756, AENJA_08698, AENJA_08676, AENJA_03916
OG0000544	OFUSG26349.2.p1, OFUSG26349.1.p1	AENJA_25601
OG0000545	OFUSG21600.1.p1	AENJA_10948
OG0000545	OFUSG25038.1.p1, OFUSG25038.2.p1, OFUSG25038.5.p1, OFUSG25038.3.p1, OFUSG25038.4.p1	AENJA_15907
OG0000547	OFUSG19406.1.p1	AENJA_16833
OG0000549	OFUSG22824.1.p1, OFUSG22825.1.p1	AENJA_17344, AENJA_17342
OG0000549	OFUSG14140.1.p1, OFUSG14143.1.p1, OFUSG00548.1.p1	AENJA_17318, AENJA_21943
OG0000550	OFUSG25622.2.p1, OFUSG25622.1.p1, OFUSG25622.3.p1, OFUSG25622.5.p1, OFUSG25622.4.p1	AENJA_25194
OG0000551	OFUSG04963.2.p1, OFUSG04963.1.p1	AENJA_25358
OG0000552	OFUSG04389.1.p1	AENJA_18702
OG0000552	OFUSG03850.1.p1	AENJA_23603
OG0000553	OFUSG10876.2.p1, OFUSG10876.1.p1, OFUSG10876.3.p1	AENJA_25732
OG0000554	OFUSG07941.2.p1, OFUSG07941.1.p1, OFUSG07941.5.p1, OFUSG07941.4.p1, OFUSG07941.3.p1	AENJA_25501
OG0000561	OFUSG11759.1.p1	AENJA_18412
OG0000562	OFUSG20041.1.p1, OFUSG20049.1.p1	AENJA_25856
OG0000562	OFUSG05389.1.p1	AENJA_02716
OG0000563	OFUSG15273.1.p1, OFUSG15272.1.p1	AENJA_03438
OG0000564	OFUSG11344.1.p1	AENJA_10935
OG0000565	OFUSG18366.3.p1, OFUSG18366.1.p1, OFUSG18366.2.p1, OFUSG24327.1.p1, OFUSG01839.1.p1	AENJA_26555
OG0000566	OFUSG22659.1.p1	AENJA_20531, AENJA_16653
OG0000569	OFUSG24688.1.p1, OFUSG06605.1.p1, OFUSG06604.1.p1	AENJA_24688, AENJA_22569, AENJA_16744, AENJA_00319
