Orthogroup	OWEFU	LYTVA_ok
OG0000424	OFUSG00190.1.p1	LYTVA_23549, LYTVA_05964
OG0000425	OFUSG11841.1.p1	LYTVA_08575
OG0000425	OFUSG08712.1.p1	LYTVA_01661, LYTVA_16295
OG0000426	OFUSG19099.2.p1, OFUSG19099.1.p1, OFUSG19099.4.p1, OFUSG19099.3.p1	LYTVA_06898
OG0000426	OFUSG10041.1.p1	LYTVA_28523, LYTVA_10466
OG0000427	OFUSG07419.1.p1	LYTVA_16595
OG0000427	OFUSG16981.1.p1, OFUSG16981.2.p1	LYTVA_19896
OG0000429	OFUSG18903.1.p1	LYTVA_05078
OG0000430	OFUSG25796.1.p1	LYTVA_27077, LYTVA_02945, LYTVA_20340
OG0000431	OFUSG25902.1.p1	LYTVA_04640
OG0000432	OFUSG06820.1.p1, OFUSG06820.2.p1	LYTVA_08315
OG0000432	OFUSG06029.1.p1	LYTVA_02449
OG0000433	OFUSG10457.2.p1, OFUSG10457.1.p1, OFUSG10457.3.p1	LYTVA_26219
OG0000433	OFUSG01097.1.p1	LYTVA_06955
OG0000435	OFUSG17235.1.p1	LYTVA_13773, LYTVA_29418
OG0000435	OFUSG23346.1.p1	LYTVA_27506
OG0000442	OFUSG14066.1.p1	LYTVA_03518
OG0000442	OFUSG00335.1.p1	LYTVA_02198
OG0000442	OFUSG00657.1.p1	LYTVA_11814, LYTVA_13337
OG0000443	OFUSG16493.1.p1	LYTVA_07561
OG0000443	OFUSG19814.2.p1	LYTVA_21803
OG0000444	OFUSG07387.1.p1, OFUSG19063.1.p1	LYTVA_22417, LYTVA_07815
OG0000444	OFUSG07141.1.p1, OFUSG07141.3.p1, OFUSG07141.2.p1	LYTVA_19323
OG0000446	OFUSG13151.1.p1	LYTVA_21122
OG0000446	OFUSG00837.1.p1	LYTVA_02398, LYTVA_06665
OG0000447	OFUSG03142.1.p1, OFUSG03142.2.p1, OFUSG03142.4.p1, OFUSG03142.3.p1	LYTVA_12231
OG0000448	OFUSG02723.1.p1	LYTVA_02468
OG0000449	OFUSG09412.1.p1, OFUSG09412.2.p1	LYTVA_07905, LYTVA_11661
OG0000450	OFUSG22336.1.p1	LYTVA_17101
OG0000453	OFUSG13689.1.p1	LYTVA_08205, LYTVA_27618, LYTVA_26520, LYTVA_16783
OG0000456	OFUSG25971.1.p1	LYTVA_04748, LYTVA_04742, LYTVA_17006
OG0000459	OFUSG13939.1.p1	LYTVA_12100, LYTVA_05682, LYTVA_22767, LYTVA_10243, LYTVA_25855
OG0000460	OFUSG03667.1.p1	LYTVA_00173, LYTVA_03427, LYTVA_22771
OG0000460	OFUSG02208.1.p1	LYTVA_15963
OG0000460	OFUSG01757.1.p1, OFUSG13348.1.p1	LYTVA_30185, LYTVA_04918, LYTVA_13007
OG0000461	OFUSG17710.1.p1	LYTVA_27812
OG0000463	OFUSG07528.3.p1, OFUSG07528.2.p1, OFUSG07528.1.p1	LYTVA_20402
OG0000463	OFUSG08820.2.p1, OFUSG08820.1.p1	LYTVA_18875, LYTVA_06079
OG0000465	OFUSG13672.1.p1	LYTVA_30093
OG0000465	OFUSG13295.1.p1	LYTVA_15105
OG0000466	OFUSG06231.1.p1	LYTVA_24394
OG0000466	OFUSG09606.1.p1, OFUSG10610.1.p1	LYTVA_11121, LYTVA_13501, LYTVA_19960, LYTVA_10498, LYTVA_26346, LYTVA_17159, LYTVA_23863, LYTVA_26185
OG0000466	OFUSG01209.1.p1, OFUSG01209.2.p1, OFUSG16366.1.p1, OFUSG00574.1.p1	LYTVA_12998
OG0000467	OFUSG06168.2.p1, OFUSG06168.1.p1	LYTVA_22913
OG0000468	OFUSG25389.1.p1, OFUSG25432.1.p1	LYTVA_17846, LYTVA_25959, LYTVA_07913
OG0000469	OFUSG06742.2.p1, OFUSG06742.1.p1	LYTVA_00030
OG0000469	OFUSG09493.1.p1	LYTVA_28593
OG0000470	OFUSG10928.1.p1	LYTVA_08829
OG0000470	OFUSG12357.1.p1, OFUSG12357.2.p1	LYTVA_28529
OG0000472	OFUSG17586.1.p1, OFUSG17587.1.p1, OFUSG17565.1.p1, OFUSG17559.1.p1, OFUSG17583.1.p1, OFUSG17582.1.p1	LYTVA_25455, LYTVA_12793, LYTVA_29404
OG0000475	OFUSG04266.1.p1	LYTVA_01550
OG0000476	OFUSG07272.1.p1, OFUSG07271.1.p1, OFUSG07271.2.p1	LYTVA_25122
OG0000476	OFUSG08298.1.p1	LYTVA_13391
OG0000476	OFUSG23985.1.p1, OFUSG15413.1.p1	LYTVA_29747
OG0000477	OFUSG13714.1.p1, OFUSG13713.1.p1	LYTVA_20782
OG0000478	OFUSG07829.1.p1, OFUSG19267.2.p1, OFUSG19267.1.p1	LYTVA_03492, LYTVA_19338
OG0000479	OFUSG00302.1.p1, OFUSG00302.2.p1	LYTVA_06137, LYTVA_28172
OG0000479	OFUSG22572.2.p1, OFUSG22572.1.p1	LYTVA_05897
OG0000480	OFUSG26477.1.p1	LYTVA_27796, LYTVA_11906
OG0000480	OFUSG21333.1.p1	LYTVA_02506
OG0000482	OFUSG21905.1.p1, OFUSG21905.2.p1, OFUSG21905.3.p1, OFUSG21905.4.p1, OFUSG21905.5.p1	LYTVA_29735
OG0000483	OFUSG25233.1.p1, OFUSG23827.1.p1, OFUSG24171.1.p1, OFUSG08422.1.p1	LYTVA_22644
OG0000484	OFUSG26248.2.p1, OFUSG26248.1.p1	LYTVA_07250
OG0000487	OFUSG18458.1.p1, OFUSG04631.1.p1, OFUSG09257.1.p1	LYTVA_29860
OG0000488	OFUSG11335.2.p1, OFUSG11335.1.p1	LYTVA_07230
OG0000489	OFUSG16964.1.p1, OFUSG16964.2.p1, OFUSG16964.3.p1, OFUSG16964.5.p1, OFUSG16964.4.p1	LYTVA_15576
OG0000490	OFUSG08032.1.p1	LYTVA_11400
OG0000491	OFUSG02688.1.p1	LYTVA_10685, LYTVA_06011
OG0000494	OFUSG21763.2.p1, OFUSG21763.1.p1	LYTVA_25114, LYTVA_11583
OG0000495	OFUSG15018.1.p1, OFUSG15017.1.p1, OFUSG24776.1.p1, OFUSG08324.1.p1, OFUSG08325.2.p1, OFUSG08325.1.p1, OFUSG03870.1.p1, OFUSG13493.1.p1, OFUSG00578.1.p1, OFUSG22539.1.p1, OFUSG12393.1.p1, OFUSG25742.1.p1, OFUSG17198.1.p1	LYTVA_18087
OG0000496	OFUSG05354.1.p1	LYTVA_20024
OG0000497	OFUSG14965.1.p1, OFUSG14966.1.p1, OFUSG14968.1.p1	LYTVA_10382
OG0000497	OFUSG25600.1.p1, OFUSG25540.2.p1, OFUSG25540.1.p1	LYTVA_04632
OG0000498	OFUSG05252.1.p1	LYTVA_16978
OG0000499	OFUSG12145.1.p1, OFUSG12145.2.p1, OFUSG25039.1.p1	LYTVA_13776
OG0000501	OFUSG05132.1.p1, OFUSG08027.1.p1, OFUSG11389.1.p1, OFUSG21090.1.p1, OFUSG15540.1.p1, OFUSG17744.1.p1, OFUSG13693.1.p1, OFUSG00424.1.p1	LYTVA_10687, LYTVA_29124, LYTVA_18405
OG0000501	OFUSG19465.1.p1	LYTVA_21755, LYTVA_19815
OG0000502	OFUSG09029.1.p1	LYTVA_28086
OG0000502	OFUSG03962.1.p1	LYTVA_05518, LYTVA_05517
OG0000503	OFUSG08004.3.p1, OFUSG08004.1.p1, OFUSG08004.2.p1	LYTVA_17922, LYTVA_19324
OG0000503	OFUSG23525.1.p1	LYTVA_12188
OG0000504	OFUSG16313.2.p1, OFUSG16313.1.p1	LYTVA_12798
OG0000504	OFUSG09722.1.p1	LYTVA_02960
OG0000505	OFUSG24460.1.p1, OFUSG24460.2.p1	LYTVA_05839
OG0000506	OFUSG24714.1.p1	LYTVA_28601
OG0000508	OFUSG16639.1.p1	LYTVA_12099
OG0000508	OFUSG23446.1.p1	LYTVA_28377
OG0000509	OFUSG22873.1.p1	LYTVA_13167
OG0000510	OFUSG18347.2.p1, OFUSG18347.1.p1, OFUSG16890.2.p1, OFUSG16890.3.p1, OFUSG16890.4.p1, OFUSG16890.1.p1	LYTVA_19046, LYTVA_02807, LYTVA_16080
OG0000511	OFUSG15867.1.p1	LYTVA_12008
OG0000513	OFUSG10385.3.p1, OFUSG10385.2.p1, OFUSG10385.1.p1, OFUSG10385.4.p1	LYTVA_03566
OG0000514	OFUSG18449.3.p1, OFUSG18449.1.p1, OFUSG18449.2.p1	LYTVA_15398
OG0000519	OFUSG15431.1.p1, OFUSG15505.1.p1	LYTVA_06076, LYTVA_05363, LYTVA_05364
OG0000519	OFUSG23894.1.p1, OFUSG23894.2.p1, OFUSG15506.1.p1	LYTVA_13323
OG0000520	OFUSG22252.1.p1	LYTVA_00781
OG0000520	OFUSG09373.1.p1	LYTVA_18628
OG0000521	OFUSG18161.2.p1, OFUSG18161.1.p1	LYTVA_05276
OG0000521	OFUSG25165.1.p1	LYTVA_03547
OG0000522	OFUSG19025.1.p1, OFUSG19028.1.p1	LYTVA_15018, LYTVA_09443, LYTVA_24796
OG0000522	OFUSG18379.1.p1, OFUSG18380.2.p1, OFUSG18380.1.p1, OFUSG18380.4.p1, OFUSG18380.3.p1	LYTVA_29533, LYTVA_27966
OG0000523	OFUSG09672.1.p1	LYTVA_00966
OG0000524	OFUSG10538.1.p1, OFUSG10538.3.p1, OFUSG10538.5.p1, OFUSG10538.4.p1, OFUSG10538.2.p1	LYTVA_27652
OG0000525	OFUSG26139.1.p1	LYTVA_27355
OG0000525	OFUSG03533.1.p1	LYTVA_00560
OG0000525	OFUSG17865.2.p1, OFUSG17865.1.p1	LYTVA_20949
OG0000528	OFUSG21429.3.p1, OFUSG21429.1.p1, OFUSG21429.2.p1	LYTVA_25533
OG0000528	OFUSG21773.1.p1	LYTVA_22002
OG0000528	OFUSG16078.3.p1, OFUSG16078.4.p1, OFUSG16078.1.p1, OFUSG16078.2.p1	LYTVA_28244
OG0000529	OFUSG07078.1.p1, OFUSG07078.2.p1	LYTVA_23566
OG0000529	OFUSG23321.1.p1	LYTVA_23159
OG0000530	OFUSG26322.2.p1, OFUSG26322.4.p1, OFUSG26322.3.p1, OFUSG26322.5.p1, OFUSG26322.1.p1	LYTVA_01074
OG0000532	OFUSG09491.1.p1, OFUSG19634.1.p1, OFUSG11199.1.p1, OFUSG21702.1.p1	LYTVA_08297
OG0000533	OFUSG08695.1.p1	LYTVA_15975, LYTVA_22781
OG0000534	OFUSG16053.1.p1	LYTVA_09901, LYTVA_21092
OG0000535	OFUSG08130.1.p1, OFUSG13128.1.p1	LYTVA_16804, LYTVA_27505
OG0000536	OFUSG19266.2.p1, OFUSG19266.1.p1	LYTVA_01166, LYTVA_18250, LYTVA_23046, LYTVA_19017, LYTVA_20798, LYTVA_15648
OG0000536	OFUSG19812.1.p1	LYTVA_11860
OG0000536	OFUSG14398.1.p1, OFUSG22584.1.p1, OFUSG22583.1.p1, OFUSG22581.1.p1, OFUSG22582.2.p1, OFUSG22582.1.p1, OFUSG22585.1.p1, OFUSG19810.1.p1, OFUSG14386.1.p1, OFUSG14397.1.p1, OFUSG14390.1.p1, OFUSG14399.1.p1, OFUSG14401.1.p1, OFUSG14400.1.p1	LYTVA_10304
OG0000537	OFUSG10963.2.p1, OFUSG10963.1.p1, OFUSG10962.1.p1, OFUSG25896.1.p1, OFUSG25896.2.p1	LYTVA_04641
OG0000538	OFUSG16205.1.p1	LYTVA_19552
OG0000542	OFUSG17386.2.p1, OFUSG17386.1.p1	LYTVA_16634
OG0000543	OFUSG26249.1.p1	LYTVA_18228
OG0000544	OFUSG26349.2.p1, OFUSG26349.1.p1	LYTVA_03150
OG0000545	OFUSG25038.1.p1, OFUSG25038.2.p1, OFUSG25038.5.p1, OFUSG25038.3.p1, OFUSG25038.4.p1	LYTVA_08840
OG0000547	OFUSG19406.1.p1	LYTVA_26293, LYTVA_02708
OG0000549	OFUSG22824.1.p1, OFUSG22825.1.p1	LYTVA_22278
OG0000549	OFUSG14140.1.p1, OFUSG14143.1.p1	LYTVA_02950, LYTVA_20710, LYTVA_27983
OG0000550	OFUSG25622.2.p1, OFUSG25622.1.p1, OFUSG25622.3.p1, OFUSG25622.5.p1, OFUSG25622.4.p1	LYTVA_10848, LYTVA_27069
OG0000551	OFUSG04963.2.p1, OFUSG04963.1.p1	LYTVA_09908, LYTVA_12970, LYTVA_25441, LYTVA_01943, LYTVA_20915, LYTVA_09909
OG0000552	OFUSG04389.1.p1	LYTVA_03254
OG0000552	OFUSG03850.1.p1	LYTVA_15858
OG0000553	OFUSG10876.2.p1, OFUSG10876.1.p1, OFUSG10876.3.p1	LYTVA_09391
OG0000554	OFUSG07941.2.p1, OFUSG07941.1.p1, OFUSG07941.5.p1, OFUSG07941.4.p1, OFUSG07941.3.p1	LYTVA_09845
OG0000555	OFUSG08291.1.p1	LYTVA_01537
OG0000562	OFUSG20041.1.p1, OFUSG20049.1.p1	LYTVA_01419
OG0000563	OFUSG15273.1.p1	LYTVA_07652, LYTVA_11594
OG0000563	OFUSG15272.1.p1	LYTVA_21200
OG0000564	OFUSG12033.1.p1, OFUSG12034.1.p1	LYTVA_23030, LYTVA_26193
OG0000565	OFUSG11829.1.p1	LYTVA_01862, LYTVA_07046, LYTVA_01851
OG0000565	OFUSG18366.3.p1, OFUSG18366.1.p1, OFUSG18366.2.p1, OFUSG24327.1.p1, OFUSG01839.1.p1	LYTVA_24437, LYTVA_01567
OG0000566	OFUSG22659.1.p1	LYTVA_16285
OG0000567	OFUSG09646.1.p1	LYTVA_12299
OG0000567	OFUSG13020.1.p1	LYTVA_13542, LYTVA_02323
OG0000569	OFUSG24688.1.p1, OFUSG06605.1.p1, OFUSG06604.1.p1	LYTVA_23831, LYTVA_08037, LYTVA_27627, LYTVA_09118, LYTVA_20786, LYTVA_21040, LYTVA_01796
OG0000570	OFUSG06907.1.p1	LYTVA_13446, LYTVA_13448, LYTVA_13447
OG0000570	OFUSG18154.1.p1, OFUSG18154.2.p1, OFUSG13511.1.p1, OFUSG13512.1.p1, OFUSG10732.1.p1, OFUSG10732.2.p1, OFUSG10733.1.p1, OFUSG26428.1.p1, OFUSG17115.1.p1	LYTVA_13452, LYTVA_24675
OG0000571	OFUSG26910.1.p1	LYTVA_20884, LYTVA_03425
OG0000573	OFUSG23244.1.p1, OFUSG23244.2.p1	LYTVA_17570
OG0000574	OFUSG18200.1.p1	LYTVA_26701
OG0000574	OFUSG10163.1.p1	LYTVA_10809
OG0000575	OFUSG09886.2.p1, OFUSG09886.1.p1	LYTVA_27938
OG0000576	OFUSG17044.1.p1	LYTVA_26208
OG0000577	OFUSG03520.1.p1, OFUSG03522.1.p1, OFUSG03521.1.p1, OFUSG03519.1.p1	LYTVA_02305, LYTVA_28178, LYTVA_22662, LYTVA_02877, LYTVA_15709, LYTVA_27457, LYTVA_27340, LYTVA_20686
OG0000578	OFUSG11308.1.p1	LYTVA_22088
OG0000579	OFUSG06590.1.p1	LYTVA_05380
OG0000580	OFUSG00135.1.p1	LYTVA_15310
OG0000580	OFUSG00139.1.p1	LYTVA_17855, LYTVA_06002
OG0000581	OFUSG12368.1.p1	LYTVA_01246
OG0000581	OFUSG25173.1.p1	LYTVA_20217
OG0000581	OFUSG21596.1.p1	LYTVA_20223
OG0000582	OFUSG07318.2.p1, OFUSG07318.1.p1	LYTVA_16729
OG0000583	OFUSG05815.1.p1, OFUSG00871.2.p1, OFUSG00871.1.p1, OFUSG00871.3.p1	LYTVA_02410
OG0000585	OFUSG19304.1.p1	LYTVA_24374
OG0000587	OFUSG26859.1.p1, OFUSG26859.2.p1	LYTVA_14343, LYTVA_26577
OG0000587	OFUSG11281.1.p1	LYTVA_09394
OG0000588	OFUSG23263.1.p1, OFUSG23263.2.p1	LYTVA_02313
OG0000589	OFUSG08007.3.p1, OFUSG08007.4.p1, OFUSG08007.2.p1, OFUSG08007.1.p1	LYTVA_27829
OG0000590	OFUSG24583.1.p1	LYTVA_12360
OG0000590	OFUSG20344.1.p1	LYTVA_14114
OG0000591	OFUSG18333.1.p1	LYTVA_18700
OG0000591	OFUSG14784.1.p1	LYTVA_26896
OG0000592	OFUSG07498.2.p1, OFUSG07498.3.p1, OFUSG07498.1.p1	LYTVA_06892
OG0000594	OFUSG06784.1.p1	LYTVA_12514
OG0000596	OFUSG19257.1.p1, OFUSG14210.1.p1	LYTVA_07299, LYTVA_06614, LYTVA_17975, LYTVA_17406, LYTVA_17908, LYTVA_11282, LYTVA_24761, LYTVA_22752, LYTVA_14015, LYTVA_13352, LYTVA_09861, LYTVA_09377, LYTVA_23465, LYTVA_27051
OG0000597	OFUSG24146.1.p1, OFUSG24148.1.p1	LYTVA_08995, LYTVA_09001
OG0000600	OFUSG01055.1.p1	LYTVA_06939
OG0000600	OFUSG16956.1.p1	LYTVA_02314
OG0000601	OFUSG23109.1.p1, OFUSG06003.1.p1	LYTVA_25885, LYTVA_09449, LYTVA_06884
OG0000602	OFUSG14405.1.p1	LYTVA_06542
OG0000602	OFUSG14404.1.p1	LYTVA_02334, LYTVA_28424
OG0000603	OFUSG11716.1.p1, OFUSG11716.2.p1	LYTVA_12055
OG0000604	OFUSG21649.1.p1	LYTVA_15560
OG0000609	OFUSG21513.1.p1	LYTVA_12338
OG0000609	OFUSG16039.1.p1	LYTVA_28306, LYTVA_08875
OG0000610	OFUSG20066.1.p1, OFUSG09506.1.p1	LYTVA_17940
OG0000611	OFUSG22888.1.p1	LYTVA_21486
OG0000612	OFUSG06644.1.p1	LYTVA_17035
OG0000612	OFUSG23094.1.p1	LYTVA_18667
OG0000613	OFUSG12632.1.p1	LYTVA_03903
OG0000613	OFUSG08463.1.p1	LYTVA_25492
OG0000614	OFUSG04886.1.p1	LYTVA_22760, LYTVA_07728
OG0000614	OFUSG25046.1.p1, OFUSG06189.1.p1, OFUSG21971.1.p1	LYTVA_08490
OG0000615	OFUSG13992.1.p1, OFUSG13992.2.p1	LYTVA_29719
OG0000616	OFUSG19762.4.p1, OFUSG19762.2.p1, OFUSG19762.5.p1, OFUSG19762.3.p1, OFUSG19762.1.p1	LYTVA_14032
OG0000617	OFUSG19377.1.p1	LYTVA_12604
OG0000619	OFUSG13853.1.p1, OFUSG13853.2.p1	LYTVA_00565
OG0000621	OFUSG12004.1.p1	LYTVA_18297, LYTVA_29585, LYTVA_10504, LYTVA_28525, LYTVA_22141, LYTVA_09393
OG0000622	OFUSG10556.1.p1, OFUSG02071.1.p1, OFUSG02070.1.p1, OFUSG15189.1.p1, OFUSG21737.1.p1	LYTVA_19161, LYTVA_26282, LYTVA_28085, LYTVA_09017, LYTVA_26060, LYTVA_22042, LYTVA_13956, LYTVA_26197, LYTVA_28100, LYTVA_22041, LYTVA_03734
OG0000623	OFUSG17186.1.p1	LYTVA_05482
OG0000623	OFUSG24609.2.p1, OFUSG24609.3.p1, OFUSG24609.1.p1	LYTVA_02662
OG0000624	OFUSG24408.1.p1, OFUSG24408.2.p1	LYTVA_17510, LYTVA_30177, LYTVA_22160, LYTVA_15747
OG0000625	OFUSG19939.1.p1	LYTVA_10178
OG0000627	OFUSG09840.4.p1, OFUSG09840.2.p1, OFUSG09840.3.p1, OFUSG09840.5.p1, OFUSG09840.1.p1	LYTVA_13220
OG0000628	OFUSG00909.1.p1	LYTVA_13954
OG0000628	OFUSG13391.1.p1	LYTVA_03881
OG0000629	OFUSG07455.1.p1	LYTVA_20124
OG0000629	OFUSG00777.1.p1	LYTVA_03778, LYTVA_25763
OG0000629	OFUSG01023.1.p1	LYTVA_20962, LYTVA_17253
OG0000630	OFUSG26903.1.p1	LYTVA_21089
OG0000633	OFUSG04705.1.p1, OFUSG17551.1.p1, OFUSG04706.1.p1, OFUSG04704.1.p1, OFUSG09107.1.p1, OFUSG03169.1.p1, OFUSG11302.1.p1, OFUSG24443.2.p1, OFUSG24443.1.p1, OFUSG08494.1.p1, OFUSG16667.1.p1, OFUSG02766.1.p1, OFUSG14912.1.p1, OFUSG02763.1.p1, OFUSG02764.1.p1, OFUSG16666.2.p1, OFUSG16666.1.p1	LYTVA_19987, LYTVA_05906, LYTVA_01457, LYTVA_01459, LYTVA_22085, LYTVA_22086
OG0000635	OFUSG03398.2.p1, OFUSG03398.1.p1, OFUSG03399.1.p1, OFUSG03393.1.p1, OFUSG03395.1.p1, OFUSG03397.1.p1, OFUSG03390.1.p1, OFUSG03392.1.p1, OFUSG03392.2.p1, OFUSG23741.1.p1, OFUSG23735.1.p1, OFUSG09557.1.p1, OFUSG09558.1.p1, OFUSG04843.1.p1, OFUSG01426.1.p1, OFUSG09659.1.p1	LYTVA_07426
OG0000636	OFUSG19283.1.p1	LYTVA_29351
OG0000637	OFUSG21914.1.p1	LYTVA_13438
OG0000638	OFUSG00868.2.p1, OFUSG00868.1.p1	LYTVA_29372, LYTVA_03530, LYTVA_21743, LYTVA_17331
OG0000639	OFUSG09740.1.p1	LYTVA_07276
OG0000639	OFUSG05397.1.p1	LYTVA_20363, LYTVA_03919
OG0000642	OFUSG10098.1.p1, OFUSG10098.2.p1	LYTVA_03860, LYTVA_03859, LYTVA_07734
OG0000643	OFUSG24224.2.p1, OFUSG24224.4.p1, OFUSG24224.1.p1, OFUSG24224.3.p1, OFUSG24224.5.p1	LYTVA_12786
OG0000645	OFUSG04671.1.p1	LYTVA_28374
OG0000646	OFUSG17652.1.p1	LYTVA_01801, LYTVA_17076
OG0000648	OFUSG23086.1.p1	LYTVA_04746
OG0000648	OFUSG23087.1.p1	LYTVA_13183
OG0000649	OFUSG16766.1.p1, OFUSG07315.1.p1, OFUSG07687.1.p1, OFUSG07537.1.p1, OFUSG03255.1.p1, OFUSG11210.1.p1	LYTVA_10245
OG0000650	OFUSG04430.1.p1	LYTVA_00920
OG0000651	OFUSG13240.2.p1, OFUSG13240.3.p1, OFUSG13240.1.p1	LYTVA_21211
OG0000652	OFUSG06175.2.p1, OFUSG06175.1.p1	LYTVA_09743
OG0000654	OFUSG04714.1.p1	LYTVA_28826
OG0000656	OFUSG23789.1.p1, OFUSG08558.1.p1	LYTVA_19117
OG0000657	OFUSG00339.1.p1	LYTVA_09519, LYTVA_08984
OG0000657	OFUSG04303.1.p1	LYTVA_11564
OG0000657	OFUSG00337.1.p1	LYTVA_09513
OG0000658	OFUSG21109.1.p1	LYTVA_03639
OG0000658	OFUSG26042.1.p1, OFUSG26628.2.p1, OFUSG26628.1.p1, OFUSG07483.1.p1, OFUSG26626.1.p1, OFUSG26627.1.p1, OFUSG26632.1.p1	LYTVA_30214
OG0000659	OFUSG13991.1.p1	LYTVA_11935, LYTVA_22855
OG0000660	OFUSG16300.1.p1	LYTVA_18194
OG0000660	OFUSG00254.1.p1	LYTVA_29081
OG0000662	OFUSG19351.1.p1	LYTVA_10468, LYTVA_18798
OG0000662	OFUSG11101.1.p1	LYTVA_15423
OG0000664	OFUSG06083.1.p1	LYTVA_13239
OG0000664	OFUSG16644.1.p1	LYTVA_20056
OG0000665	OFUSG09816.3.p1, OFUSG09816.1.p1, OFUSG09816.2.p1	LYTVA_06571, LYTVA_07973, LYTVA_29574
OG0000666	OFUSG06195.2.p1, OFUSG06195.1.p1, OFUSG06195.3.p1, OFUSG06195.5.p1, OFUSG06195.4.p1	LYTVA_07805
OG0000667	OFUSG09757.2.p1, OFUSG09757.1.p1	LYTVA_22221
OG0000670	OFUSG24801.2.p1, OFUSG24801.1.p1, OFUSG24764.1.p1, OFUSG24763.1.p1	LYTVA_25988
OG0000671	OFUSG24508.1.p1, OFUSG24509.2.p1, OFUSG24509.1.p1	LYTVA_27723
OG0000671	OFUSG16516.2.p1, OFUSG16516.1.p1, OFUSG04636.1.p1	LYTVA_27726
OG0000672	OFUSG14378.5.p1, OFUSG14378.3.p1, OFUSG14378.2.p1, OFUSG14378.1.p1, OFUSG14378.4.p1	LYTVA_02177
OG0000672	OFUSG12085.1.p1	LYTVA_03099
OG0000674	OFUSG08473.1.p1	LYTVA_07878
OG0000674	OFUSG07969.1.p1	LYTVA_11072
OG0000675	OFUSG03298.1.p1, OFUSG05752.2.p1, OFUSG05752.4.p1, OFUSG05753.1.p1, OFUSG05752.1.p1, OFUSG05752.3.p1, OFUSG01054.1.p1, OFUSG00991.1.p1	LYTVA_19260, LYTVA_19252, LYTVA_28356, LYTVA_30111, LYTVA_12674, LYTVA_00152, LYTVA_00074, LYTVA_11140, LYTVA_14374
OG0000676	OFUSG21048.1.p1	LYTVA_14394, LYTVA_22046
OG0000676	OFUSG14430.1.p1	LYTVA_18544
OG0000678	OFUSG10078.1.p1, OFUSG10078.2.p1	LYTVA_00388
OG0000679	OFUSG25362.1.p1	LYTVA_05926, LYTVA_08920, LYTVA_11719, LYTVA_17472, LYTVA_06383
OG0000680	OFUSG26520.1.p1, OFUSG01684.1.p1, OFUSG01687.1.p1	LYTVA_10018, LYTVA_10016, LYTVA_20352
OG0000681	OFUSG07049.2.p1, OFUSG07049.1.p1	LYTVA_24742, LYTVA_06870
OG0000682	OFUSG06498.1.p1	LYTVA_10303
OG0000683	OFUSG25839.2.p1, OFUSG25839.1.p1	LYTVA_03132
OG0000683	OFUSG17452.5.p1, OFUSG17452.4.p1, OFUSG17452.2.p1, OFUSG17452.3.p1, OFUSG17452.1.p1	LYTVA_12146
OG0000684	OFUSG20203.4.p1, OFUSG20203.1.p1, OFUSG20203.2.p1, OFUSG20203.5.p1, OFUSG20203.3.p1	LYTVA_20362
OG0000685	OFUSG07501.2.p1, OFUSG07501.4.p1, OFUSG07501.3.p1, OFUSG07501.5.p1, OFUSG07501.1.p1	LYTVA_15881
OG0000688	OFUSG10559.1.p1	LYTVA_27276, LYTVA_06802
OG0000690	OFUSG21408.1.p1	LYTVA_01411, LYTVA_23445
OG0000690	OFUSG00182.1.p1	LYTVA_06618, LYTVA_16355
OG0000690	OFUSG17680.1.p1	LYTVA_03145
OG0000691	OFUSG20437.2.p1, OFUSG20437.1.p1	LYTVA_25156
OG0000691	OFUSG13069.3.p1, OFUSG13069.2.p1, OFUSG13069.1.p1	LYTVA_24386, LYTVA_24385
OG0000692	OFUSG17216.1.p1	LYTVA_10854
OG0000692	OFUSG22030.1.p1, OFUSG22031.2.p1, OFUSG22031.1.p1	LYTVA_29544
OG0000693	OFUSG17230.1.p1, OFUSG17230.2.p1	LYTVA_30080
OG0000693	OFUSG25400.3.p1, OFUSG25400.2.p1, OFUSG25400.1.p1	LYTVA_23568
OG0000694	OFUSG08082.1.p1	LYTVA_26928
OG0000695	OFUSG23305.1.p1, OFUSG01938.1.p1, OFUSG05754.1.p1, OFUSG12045.1.p1	LYTVA_08199
OG0000696	OFUSG17219.1.p1	LYTVA_27060
OG0000696	OFUSG11698.1.p1	LYTVA_10486
OG0000696	OFUSG06947.1.p1	LYTVA_16853
OG0000697	OFUSG06460.1.p1, OFUSG06460.3.p1, OFUSG06460.4.p1, OFUSG06460.2.p1	LYTVA_14530
OG0000698	OFUSG25096.1.p1	LYTVA_27842
OG0000698	OFUSG25097.1.p1	LYTVA_27841
OG0000699	OFUSG13838.2.p1, OFUSG13838.1.p1	LYTVA_27216
OG0000702	OFUSG04071.1.p1, OFUSG04071.2.p1, OFUSG04071.5.p1, OFUSG04071.4.p1, OFUSG04071.3.p1	LYTVA_26549
OG0000706	OFUSG06700.1.p1	LYTVA_22908
OG0000706	OFUSG07052.1.p1	LYTVA_24146
OG0000709	OFUSG21845.2.p1, OFUSG21845.1.p1	LYTVA_00851
OG0000709	OFUSG06507.1.p1	LYTVA_04267, LYTVA_11324
OG0000710	OFUSG04812.1.p1	LYTVA_15658
OG0000711	OFUSG00761.1.p1	LYTVA_01208
OG0000711	OFUSG00164.1.p1	LYTVA_21399
OG0000712	OFUSG02312.2.p1, OFUSG02312.1.p1	LYTVA_18517
