Orthogroup	OWEFU	DANRE
OG0001199	OFUSG23535.1.p1, OFUSG23535.2.p1	DANRE18330, DANRE18331
OG0001200	OFUSG25224.1.p1	DANRE18025, DANRE18026
OG0001201	OFUSG05227.1.p1	DANRE12519, DANRE22352, DANRE22354, DANRE02404, DANRE02405, DANRE24906, DANRE22353, DANRE22355, DANRE12520, DANRE24918
OG0001204	OFUSG22699.1.p1	DANRE00077, DANRE07916, DANRE07914, DANRE07913, DANRE20317, DANRE20315, DANRE20314, DANRE07915, DANRE20316
OG0001205	OFUSG03656.1.p1	DANRE10682
OG0001205	OFUSG02818.1.p1	DANRE15947, DANRE23700, DANRE08524, DANRE00853, DANRE06430
OG0001207	OFUSG26036.1.p1	DANRE42063
OG0001207	OFUSG04252.2.p1, OFUSG04252.1.p1	DANRE24209, DANRE29571, DANRE35692
OG0001208	OFUSG23596.1.p1, OFUSG23596.2.p1	DANRE35541, DANRE41476, DANRE41472, DANRE41473, DANRE09739, DANRE09738, DANRE43074
OG0001210	OFUSG21803.1.p1	DANRE18802, DANRE18801, DANRE18800
OG0001210	OFUSG16955.1.p1	DANRE26760, DANRE26759
OG0001211	OFUSG26423.1.p1	DANRE02626, DANRE02625, DANRE41666, DANRE29139
OG0001213	OFUSG05564.1.p1	DANRE04387, DANRE43203, DANRE04388
OG0001213	OFUSG24083.1.p1	DANRE01515
OG0001214	OFUSG23587.1.p1, OFUSG23585.1.p1, OFUSG23586.1.p1	DANRE24143
OG0001215	OFUSG23468.1.p1	DANRE27329, DANRE27330, DANRE35594, DANRE35595, DANRE41572, DANRE41571, DANRE41573, DANRE35593, DANRE35592, DANRE41574, DANRE23354, DANRE23355, DANRE36527, DANRE36526
OG0001216	OFUSG24041.1.p1	DANRE39374, DANRE33871
OG0001216	OFUSG05379.1.p1	DANRE26030
OG0001217	OFUSG01813.2.p1, OFUSG01813.1.p1, OFUSG01813.3.p1	DANRE24420, DANRE19883, DANRE19884, DANRE24419, DANRE33785, DANRE17425, DANRE17426
OG0001218	OFUSG23686.1.p1	DANRE09982, DANRE13766, DANRE13765, DANRE02525, DANRE02526, DANRE37945
OG0001219	OFUSG21415.1.p1	DANRE06219, DANRE06220, DANRE20139, DANRE10625, DANRE13985, DANRE13984
OG0001220	OFUSG14871.1.p1	DANRE01523, DANRE01524
OG0001221	OFUSG05323.1.p1, OFUSG04940.1.p1, OFUSG20341.1.p1	DANRE38048, DANRE38049
OG0001223	OFUSG20458.1.p1, OFUSG20458.3.p1, OFUSG20458.2.p1	DANRE26912, DANRE26911, DANRE26910, DANRE38596, DANRE37189, DANRE27744, DANRE37064, DANRE37065
OG0001225	OFUSG04589.1.p1	DANRE25970, DANRE25969, DANRE25968, DANRE25971, DANRE38402, DANRE38398, DANRE38399, DANRE39840, DANRE39835, DANRE00504, DANRE00505, DANRE21562
OG0001226	OFUSG00663.1.p1, OFUSG17943.2.p1, OFUSG17943.1.p1, OFUSG21268.1.p1	DANRE07724, DANRE07723, DANRE07722, DANRE06318, DANRE23264
OG0001226	OFUSG22727.1.p1	DANRE23266, DANRE23265, DANRE14194
OG0001227	OFUSG00654.1.p1	DANRE02213, DANRE02214, DANRE11034, DANRE11035, DANRE14852, DANRE14851, DANRE14854, DANRE14856, DANRE41941, DANRE41942
OG0001231	OFUSG12258.4.p1, OFUSG12258.5.p1, OFUSG12258.2.p1, OFUSG12258.3.p1, OFUSG12258.1.p1	DANRE05445, DANRE05448, DANRE05446, DANRE05447, DANRE17775, DANRE04785, DANRE04784, DANRE03779, DANRE07774, DANRE19684
OG0001232	OFUSG07641.1.p1, OFUSG07649.1.p1	DANRE29418, DANRE29417
OG0001234	OFUSG05267.1.p1	DANRE37290, DANRE37291, DANRE09490, DANRE09491, DANRE13560, DANRE13559, DANRE38545, DANRE38546, DANRE09492
OG0001236	OFUSG21425.1.p1	DANRE10388
OG0001237	OFUSG04283.1.p1, OFUSG04283.2.p1	DANRE37662, DANRE25316, DANRE10422, DANRE34753, DANRE34752
OG0001237	OFUSG24255.3.p1, OFUSG24255.1.p1, OFUSG24255.2.p1	DANRE25150, DANRE25151
OG0001238	OFUSG19388.1.p1	DANRE07226
OG0001238	OFUSG21344.1.p1	DANRE26310
OG0001239	OFUSG05931.1.p1, OFUSG05931.2.p1	DANRE25860, DANRE25861, DANRE25859, DANRE02266, DANRE02265, DANRE36693, DANRE25856, DANRE25858, DANRE25857
OG0001240	OFUSG20659.1.p1	DANRE37656, DANRE37657, DANRE25323, DANRE25324, DANRE25322, DANRE10411, DANRE10412, DANRE34927, DANRE34928, DANRE41148, DANRE41149
OG0001241	OFUSG12948.2.p1, OFUSG12948.1.p1	DANRE22500, DANRE22501
OG0001241	OFUSG14006.1.p1	DANRE16085, DANRE06905
OG0001242	OFUSG07103.1.p1, OFUSG07103.2.p1, OFUSG26502.1.p1, OFUSG26501.1.p1, OFUSG26500.1.p1, OFUSG03443.1.p1, OFUSG17525.1.p1	DANRE24237, DANRE26881, DANRE26880
OG0001243	OFUSG16186.2.p1, OFUSG16186.3.p1, OFUSG16186.1.p1, OFUSG16186.5.p1, OFUSG16186.4.p1	DANRE38914, DANRE39511, DANRE25154, DANRE38911, DANRE38913, DANRE38912
OG0001247	OFUSG05637.1.p1, OFUSG05637.3.p1, OFUSG05637.4.p1, OFUSG05637.2.p1	DANRE22419, DANRE31091, DANRE31090, DANRE01633, DANRE22417, DANRE22418, DANRE22416, DANRE22420, DANRE22415, DANRE34005, DANRE34004, DANRE34002, DANRE34006, DANRE34003
OG0001249	OFUSG17354.1.p1	DANRE15846, DANRE26785, DANRE35515, DANRE20943
OG0001250	OFUSG09998.1.p1, OFUSG09998.2.p1	DANRE29340, DANRE29339, DANRE29338, DANRE03569, DANRE03568, DANRE03567, DANRE30537
OG0001251	OFUSG04849.1.p1	DANRE24093, DANRE24095, DANRE24092, DANRE24094
OG0001252	OFUSG16975.2.p1, OFUSG16975.1.p1	DANRE30251, DANRE30252, DANRE26714, DANRE24514, DANRE24513, DANRE24515, DANRE28344, DANRE28343, DANRE28342, DANRE28345, DANRE21559, DANRE21558, DANRE21560
OG0001253	OFUSG06702.1.p1	DANRE30836, DANRE12545, DANRE39815, DANRE39814, DANRE22552, DANRE30835, DANRE30834, DANRE40361, DANRE01742, DANRE01743, DANRE01744
OG0001254	OFUSG24259.1.p1, OFUSG24259.5.p1, OFUSG24259.3.p1, OFUSG24259.4.p1, OFUSG24259.2.p1	DANRE00247, DANRE00249, DANRE39065, DANRE25611, DANRE25612
OG0001255	OFUSG26725.1.p1	DANRE09968, DANRE14784, DANRE14783, DANRE17264, DANRE23730, DANRE41243, DANRE34263, DANRE28646, DANRE28647, DANRE23053, DANRE23051, DANRE23052, DANRE17894, DANRE14190
OG0001256	OFUSG01838.2.p1, OFUSG01838.3.p1, OFUSG01838.1.p1	DANRE11481, DANRE11480, DANRE11479, DANRE04535, DANRE04093, DANRE04094, DANRE04536
OG0001261	OFUSG02179.1.p1	DANRE23743, DANRE15935, DANRE15934, DANRE23744, DANRE42389
OG0001262	OFUSG07691.1.p1	DANRE19262
OG0001263	OFUSG11029.2.p1, OFUSG11029.1.p1	DANRE33573, DANRE05204, DANRE05205
OG0001263	OFUSG09274.1.p1	DANRE03253, DANRE03252, DANRE29681, DANRE29682
OG0001264	OFUSG23132.1.p1	DANRE14753, DANRE14754, DANRE37060, DANRE37059, DANRE37061, DANRE39137, DANRE14755, DANRE14750, DANRE14751, DANRE14752
OG0001266	OFUSG16970.1.p1	DANRE39425, DANRE27260, DANRE35490, DANRE23595
OG0001267	OFUSG03362.1.p1	DANRE15701
OG0001267	OFUSG22343.1.p1	DANRE35017, DANRE01548, DANRE34033, DANRE16499, DANRE16498
OG0001268	OFUSG09833.1.p1	DANRE15799
OG0001268	OFUSG06589.1.p1, OFUSG06589.2.p1	DANRE22870, DANRE22871
OG0001270	OFUSG18535.1.p1	DANRE24812
OG0001270	OFUSG05149.1.p1	DANRE29397
OG0001271	OFUSG04260.2.p1, OFUSG04260.1.p1	DANRE38819, DANRE38817, DANRE38818, DANRE27361, DANRE27362, DANRE27360, DANRE03360, DANRE21111
OG0001272	OFUSG15558.2.p1, OFUSG15558.1.p1	DANRE29978, DANRE03166, DANRE07917, DANRE20323, DANRE06556, DANRE06559, DANRE06557, DANRE06558
OG0001273	OFUSG08474.2.p1, OFUSG08474.1.p1	DANRE02106, DANRE02107, DANRE28331, DANRE34837, DANRE34836, DANRE34838
OG0001274	OFUSG26621.1.p1, OFUSG26621.2.p1	DANRE26549, DANRE16882, DANRE16883, DANRE16884, DANRE33262, DANRE33263, DANRE33261
OG0001275	OFUSG00063.1.p1	DANRE18235
OG0001276	OFUSG02131.2.p1, OFUSG02131.1.p1	DANRE01207, DANRE01206
OG0001278	OFUSG21422.1.p1	DANRE30403, DANRE02994, DANRE02993, DANRE02995
OG0001279	OFUSG11783.1.p1	DANRE13251, DANRE13250, DANRE00031, DANRE00032, DANRE10695, DANRE04800, DANRE16827
OG0001280	OFUSG08879.1.p1	DANRE25620, DANRE25621, DANRE37606, DANRE37604, DANRE37605, DANRE28151, DANRE40113, DANRE40112, DANRE37607, DANRE16017, DANRE23707, DANRE16016
OG0001281	OFUSG11373.1.p1	DANRE13146, DANRE13147, DANRE01268, DANRE05291, DANRE38128, DANRE38129
OG0001282	OFUSG01601.2.p1, OFUSG01601.1.p1	DANRE42333, DANRE34496, DANRE34495, DANRE42332, DANRE42331, DANRE27101, DANRE24465, DANRE24464
OG0001284	OFUSG16498.1.p1	DANRE24158
OG0001284	OFUSG08836.1.p1, OFUSG08837.1.p1	DANRE09932, DANRE14552, DANRE25929
OG0001287	OFUSG02471.1.p1	DANRE20476, DANRE07347, DANRE20477, DANRE42919, DANRE06963, DANRE06964
OG0001289	OFUSG23642.1.p1	DANRE11856, DANRE11855, DANRE00880, DANRE05727, DANRE03954, DANRE03953, DANRE03955
OG0001291	OFUSG10221.1.p1	DANRE00618, DANRE00617, DANRE34030, DANRE34031, DANRE34032, DANRE06257, DANRE06256, DANRE20027, DANRE20028, DANRE20029
OG0001292	OFUSG16670.1.p1	DANRE05796, DANRE05795, DANRE05794, DANRE05797, DANRE05798, DANRE35916, DANRE35918, DANRE35917, DANRE42115, DANRE42112, DANRE42114, DANRE42106, DANRE42111, DANRE42113, DANRE42110, DANRE42109, DANRE42108, DANRE42107, DANRE05799
OG0001293	OFUSG22587.1.p1	DANRE40727, DANRE33631, DANRE33632, DANRE40726, DANRE40728, DANRE19565, DANRE19566, DANRE19563, DANRE19564, DANRE40718, DANRE35033, DANRE35032
OG0001294	OFUSG12455.1.p1, OFUSG12455.2.p1, OFUSG12455.4.p1, OFUSG12455.3.p1	DANRE18837, DANRE18836
OG0001295	OFUSG26538.2.p1, OFUSG26538.1.p1	DANRE41427, DANRE35768, DANRE35767, DANRE23445
OG0001296	OFUSG22042.1.p1	DANRE11527, DANRE38121, DANRE38122, DANRE38123, DANRE38120, DANRE22225, DANRE22224
OG0001297	OFUSG07798.1.p1	DANRE30717, DANRE22459, DANRE22458, DANRE22460, DANRE37013, DANRE37014, DANRE37702
OG0001300	OFUSG06989.2.p1, OFUSG06989.1.p1, OFUSG06989.3.p1, OFUSG06989.4.p1	DANRE26543, DANRE26542, DANRE42930, DANRE42928, DANRE42929, DANRE06398, DANRE06399
OG0001302	OFUSG26569.1.p1	DANRE35522
OG0001302	OFUSG15207.1.p1	DANRE09810
OG0001304	OFUSG05114.1.p1	DANRE27746, DANRE27745, DANRE38594, DANRE38595, DANRE26905, DANRE26906, DANRE36903, DANRE36902
OG0001305	OFUSG08198.1.p1	DANRE16549, DANRE16550, DANRE28651, DANRE28652, DANRE34203, DANRE36227, DANRE36226, DANRE26925
OG0001306	OFUSG23546.1.p1	DANRE26353, DANRE26352, DANRE17686, DANRE17685, DANRE17684
OG0001306	OFUSG07657.1.p1, OFUSG07657.2.p1	DANRE18995, DANRE18996
OG0001308	OFUSG10535.1.p1	DANRE05117, DANRE05116, DANRE06233, DANRE34680
OG0001309	OFUSG21047.1.p1, OFUSG22086.1.p1, OFUSG25240.1.p1, OFUSG07752.1.p1	DANRE37164, DANRE20017, DANRE20016, DANRE27311
OG0001310	OFUSG11461.1.p1	DANRE12016, DANRE12017
OG0001310	OFUSG06993.1.p1, OFUSG06993.2.p1, OFUSG06993.3.p1	DANRE11088, DANRE11087, DANRE35906
OG0001311	OFUSG12707.3.p1, OFUSG12707.2.p1, OFUSG12707.1.p1	DANRE14576, DANRE08602
OG0001311	OFUSG15938.2.p1, OFUSG15938.1.p1	DANRE10133, DANRE13609, DANRE13617
OG0001312	OFUSG17940.1.p1, OFUSG19112.1.p1	DANRE33358, DANRE24238, DANRE24239
OG0001313	OFUSG00097.1.p1, OFUSG00029.1.p1	DANRE19862, DANRE36477
OG0001315	OFUSG10828.1.p1	DANRE03124, DANRE03123, DANRE03122, DANRE03565, DANRE30533, DANRE30534, DANRE21863, DANRE21864
OG0001316	OFUSG25497.3.p1, OFUSG25497.2.p1, OFUSG25497.1.p1	DANRE17825, DANRE24274, DANRE24275, DANRE06941, DANRE06942
OG0001317	OFUSG06662.2.p1, OFUSG06662.1.p1	DANRE30985, DANRE30984
OG0001318	OFUSG00323.1.p1	DANRE03829
OG0001318	OFUSG00343.1.p1	DANRE41846, DANRE16169
OG0001319	OFUSG26856.1.p1, OFUSG26856.2.p1	DANRE33830, DANRE06762, DANRE06763, DANRE27088, DANRE27087, DANRE24474, DANRE42476
OG0001320	OFUSG23083.1.p1	DANRE24902
OG0001320	OFUSG21928.1.p1, OFUSG11012.1.p1, OFUSG11010.1.p1	DANRE18723, DANRE18722, DANRE05778
OG0001321	OFUSG16548.1.p1	DANRE12728, DANRE28335, DANRE21547, DANRE21546, DANRE10456
OG0001322	OFUSG07154.2.p1, OFUSG07154.1.p1	DANRE39175, DANRE39174, DANRE12563, DANRE12562
OG0001322	OFUSG11624.1.p1	DANRE07737
OG0001323	OFUSG11964.4.p1, OFUSG11964.3.p1, OFUSG11964.1.p1, OFUSG11964.2.p1	DANRE43273
OG0001324	OFUSG16607.1.p1	DANRE16093, DANRE16095, DANRE16098, DANRE16097, DANRE16094, DANRE16096
OG0001325	OFUSG10884.1.p1	DANRE07084, DANRE07085, DANRE07086, DANRE04852, DANRE04851, DANRE04853, DANRE07195, DANRE07194
OG0001326	OFUSG19214.1.p1	DANRE05749, DANRE05748, DANRE43139, DANRE01553, DANRE33552, DANRE33553, DANRE33551, DANRE05304, DANRE16141
OG0001327	OFUSG12772.1.p1	DANRE25508, DANRE25510, DANRE25509
OG0001327	OFUSG06432.1.p1	DANRE31148, DANRE31147, DANRE02284
OG0001329	OFUSG19399.1.p1, OFUSG06594.1.p1	DANRE31065, DANRE31064, DANRE31063, DANRE31066, DANRE31067, DANRE39827
OG0001330	OFUSG15141.1.p1	DANRE03150, DANRE03151, DANRE29159, DANRE29160, DANRE08275, DANRE20391, DANRE20390, DANRE33586, DANRE33587, DANRE20387
OG0001331	OFUSG06502.1.p1	DANRE05979, DANRE05980, DANRE05978, DANRE05981, DANRE20417
OG0001332	OFUSG17350.1.p1	DANRE16331, DANRE38071
OG0001333	OFUSG07585.1.p1, OFUSG07585.2.p1	DANRE00100, DANRE03587
OG0001337	OFUSG21230.1.p1	DANRE39869, DANRE27426, DANRE27424
OG0001341	OFUSG06041.1.p1	DANRE39753, DANRE02429
OG0001344	OFUSG10181.1.p1	DANRE00281
OG0001345	OFUSG06158.1.p1	DANRE40478, DANRE40477
OG0001348	OFUSG14452.1.p1, OFUSG14452.2.p1	DANRE41949, DANRE41948, DANRE16560, DANRE16561, DANRE16562, DANRE06898, DANRE06897, DANRE06899
OG0001350	OFUSG13619.1.p1, OFUSG20926.1.p1	DANRE26476, DANRE26475
OG0001351	OFUSG24766.1.p1, OFUSG24766.2.p1	DANRE37115, DANRE20230, DANRE20231
OG0001351	OFUSG24770.1.p1	DANRE37113, DANRE37114, DANRE42425, DANRE42427, DANRE42426, DANRE42424
OG0001352	OFUSG21804.1.p1, OFUSG10126.1.p1	DANRE41231, DANRE39193, DANRE20952
OG0001353	OFUSG21880.1.p1	DANRE11425
OG0001354	OFUSG09421.1.p1	DANRE42392
OG0001354	OFUSG21208.1.p1	DANRE33460
OG0001355	OFUSG06812.1.p1	DANRE20243, DANRE15599, DANRE15597, DANRE40954, DANRE00104, DANRE00105
OG0001356	OFUSG05861.1.p1, OFUSG19759.1.p1	DANRE02255, DANRE41297, DANRE31190, DANRE24957, DANRE31188, DANRE31189
OG0001357	OFUSG11869.2.p1, OFUSG11869.1.p1	DANRE11276, DANRE20008, DANRE20007, DANRE39440, DANRE13135, DANRE13134, DANRE13136
OG0001358	OFUSG00575.1.p1	DANRE18167
OG0001359	OFUSG09546.1.p1, OFUSG09546.4.p1, OFUSG09546.3.p1, OFUSG09546.2.p1	DANRE21737, DANRE28265, DANRE13462, DANRE13460, DANRE13461, DANRE09599
OG0001362	OFUSG10756.1.p1	DANRE03032, DANRE09504
OG0001363	OFUSG08098.1.p1, OFUSG06851.1.p1, OFUSG04232.2.p1, OFUSG04232.1.p1, OFUSG10137.2.p1, OFUSG10137.1.p1	DANRE36183, DANRE36182, DANRE26801, DANRE19464, DANRE19465
OG0001364	OFUSG21480.2.p1, OFUSG21480.1.p1	DANRE00727, DANRE00728, DANRE37949, DANRE28112
OG0001366	OFUSG24531.1.p1, OFUSG24531.2.p1	DANRE23791, DANRE23792
OG0001367	OFUSG13306.3.p1, OFUSG13306.2.p1, OFUSG13306.1.p1	DANRE35489, DANRE35487, DANRE35488, DANRE27264, DANRE27263, DANRE18747, DANRE18746, DANRE11545, DANRE11547
OG0001368	OFUSG11560.1.p1	DANRE11214, DANRE18968, DANRE11869, DANRE11868
OG0001370	OFUSG26505.1.p1	DANRE12902, DANRE12901
OG0001370	OFUSG07390.1.p1	DANRE42207, DANRE42206
OG0001371	OFUSG17879.1.p1	DANRE21328
OG0001372	OFUSG17365.1.p1	DANRE36486, DANRE36487, DANRE36488, DANRE36489
OG0001373	OFUSG10557.1.p1	DANRE03670, DANRE03669, DANRE29075, DANRE30104, DANRE30103, DANRE04357, DANRE04358, DANRE03631
OG0001374	OFUSG04562.1.p1	DANRE10171, DANRE14946, DANRE39062, DANRE39059, DANRE39058, DANRE39063, DANRE39057, DANRE39061, DANRE39060
OG0001375	OFUSG07343.1.p1	DANRE10157
OG0001375	OFUSG17328.1.p1	DANRE18696, DANRE09144, DANRE14191
OG0001376	OFUSG09428.1.p1	DANRE13312, DANRE08674, DANRE08675, DANRE15292, DANRE15289, DANRE42507, DANRE42508, DANRE42506, DANRE42509, DANRE42505, DANRE15290, DANRE15291
OG0001377	OFUSG05993.5.p1, OFUSG05993.1.p1, OFUSG05993.4.p1, OFUSG05993.3.p1, OFUSG05993.2.p1	DANRE39241, DANRE11221, DANRE11220, DANRE11219, DANRE11218
OG0001378	OFUSG06638.1.p1	DANRE39692, DANRE00586, DANRE00587, DANRE04190, DANRE04191, DANRE15660, DANRE20427, DANRE07393, DANRE06565, DANRE06566
OG0001379	OFUSG25798.1.p1	DANRE26946, DANRE36264, DANRE36263, DANRE06960, DANRE06961, DANRE06962, DANRE01201, DANRE01199, DANRE01200
OG0001380	OFUSG02941.1.p1	DANRE20401, DANRE00510, DANRE00511, DANRE15800, DANRE15801, DANRE15802
OG0001381	OFUSG08848.1.p1	DANRE38391
OG0001382	OFUSG07337.1.p1, OFUSG07337.3.p1, OFUSG07337.2.p1	DANRE29511, DANRE29512, DANRE29509, DANRE29510
OG0001383	OFUSG08386.1.p1, OFUSG08386.2.p1	DANRE11521
OG0001384	OFUSG25874.1.p1, OFUSG25878.1.p1	DANRE07601, DANRE16582
OG0001384	OFUSG25872.1.p1	DANRE16583
OG0001386	OFUSG04435.2.p1, OFUSG04435.1.p1	DANRE03392, DANRE03393, DANRE03394, DANRE03391, DANRE14264
OG0001387	OFUSG08838.2.p1, OFUSG08838.1.p1, OFUSG09228.1.p1, OFUSG09227.1.p1, OFUSG09228.2.p1, OFUSG09228.3.p1, OFUSG09222.1.p1, OFUSG09222.2.p1, OFUSG23297.1.p1, OFUSG21160.1.p1	DANRE42643, DANRE42642, DANRE21385, DANRE42641, DANRE21258, DANRE21259, DANRE40217
OG0001388	OFUSG02522.1.p1, OFUSG02522.2.p1, OFUSG03415.1.p1, OFUSG12507.1.p1	DANRE24136, DANRE24135, DANRE43047, DANRE06369
OG0001389	OFUSG02820.1.p1, OFUSG02820.2.p1	DANRE33845, DANRE33846, DANRE06321, DANRE06320, DANRE16804, DANRE23628, DANRE07111, DANRE07109, DANRE07110
OG0001390	OFUSG20512.1.p1	DANRE13557, DANRE13558, DANRE09493, DANRE13548, DANRE29001, DANRE29002, DANRE12602, DANRE40395, DANRE40394
OG0001394	OFUSG03004.2.p1, OFUSG03004.3.p1, OFUSG03004.1.p1	DANRE15699, DANRE15700, DANRE06811, DANRE06812
OG0001395	OFUSG00519.1.p1, OFUSG00519.2.p1	DANRE11462, DANRE11463, DANRE11465, DANRE04772, DANRE06302, DANRE33867, DANRE33866, DANRE24364, DANRE24363, DANRE24362
OG0001397	OFUSG18946.1.p1	DANRE07349, DANRE05010
OG0001397	OFUSG05696.1.p1	DANRE04061, DANRE04062
OG0001399	OFUSG05115.2.p1, OFUSG05115.1.p1	DANRE36899, DANRE36900, DANRE36901, DANRE26137
OG0001400	OFUSG16752.1.p1	DANRE03875, DANRE03874, DANRE03873, DANRE41416, DANRE41417, DANRE14344, DANRE09550
OG0001401	OFUSG14256.1.p1	DANRE42440, DANRE42441
OG0001402	OFUSG15266.1.p1	DANRE00307, DANRE00305, DANRE00306, DANRE33911, DANRE33913, DANRE33912, DANRE33910, DANRE33909, DANRE29660, DANRE07551, DANRE07549, DANRE07550, DANRE07552
OG0001403	OFUSG22106.1.p1, OFUSG22108.1.p1, OFUSG22105.1.p1, OFUSG13041.1.p1, OFUSG13041.4.p1, OFUSG13041.2.p1, OFUSG13041.3.p1, OFUSG01446.1.p1	DANRE34695, DANRE08412, DANRE33510, DANRE33511, DANRE33512
OG0001404	OFUSG20498.1.p1, OFUSG06110.1.p1	DANRE29412, DANRE29413
OG0001404	OFUSG13591.1.p1	DANRE41083
OG0001405	OFUSG08687.1.p1	DANRE15536
OG0001406	OFUSG26862.2.p1, OFUSG26862.1.p1	DANRE22189, DANRE22190, DANRE37991, DANRE37992, DANRE06530, DANRE06531, DANRE06529
OG0001408	OFUSG26701.3.p1, OFUSG26701.5.p1, OFUSG26701.1.p1, OFUSG26701.2.p1, OFUSG26701.4.p1	DANRE19547, DANRE19548, DANRE19549, DANRE24542, DANRE24541, DANRE24540, DANRE26730, DANRE26731, DANRE26728, DANRE26729, DANRE24539
OG0001409	OFUSG08545.1.p1	DANRE09251, DANRE09250, DANRE13818, DANRE13817, DANRE13819, DANRE16638, DANRE41648
OG0001410	OFUSG03571.1.p1	DANRE30066, DANRE30065
OG0001410	OFUSG05214.1.p1	DANRE24024
OG0001411	OFUSG03508.1.p1	DANRE17922, DANRE17923, DANRE17924
OG0001412	OFUSG18887.1.p1	DANRE34214, DANRE35250, DANRE35249, DANRE35251
OG0001413	OFUSG22121.1.p1	DANRE35337
OG0001413	OFUSG08829.2.p1, OFUSG08829.1.p1	DANRE38970
OG0001414	OFUSG11958.2.p1, OFUSG11958.1.p1	DANRE16711
OG0001414	OFUSG18118.1.p1	DANRE04939
OG0001415	OFUSG15519.1.p1	DANRE33647, DANRE33648
OG0001416	OFUSG13299.1.p1, OFUSG13300.2.p1, OFUSG13300.1.p1	DANRE43206, DANRE43207, DANRE02789, DANRE02788, DANRE23231, DANRE23232, DANRE02791, DANRE02790
OG0001417	OFUSG23096.1.p1	DANRE27230, DANRE24112
OG0001417	OFUSG16507.1.p1	DANRE02016, DANRE02015
OG0001418	OFUSG17720.1.p1	DANRE16726, DANRE28677, DANRE28678, DANRE36406, DANRE02103, DANRE02104, DANRE27063
OG0001419	OFUSG12217.1.p1	DANRE11166, DANRE11165, DANRE04320, DANRE04321, DANRE18086, DANRE18087, DANRE15126, DANRE10656
OG0001421	OFUSG12383.1.p1, OFUSG12383.2.p1, OFUSG12383.3.p1	DANRE10854, DANRE17719, DANRE10855, DANRE18329, DANRE18327
OG0001422	OFUSG26586.1.p1, OFUSG26586.2.p1	DANRE09528, DANRE09527, DANRE41453
OG0001423	OFUSG07664.2.p1, OFUSG07664.1.p1	DANRE10401, DANRE10402, DANRE40608, DANRE40609, DANRE40125, DANRE40126, DANRE35639, DANRE35640, DANRE28883, DANRE28884
OG0001424	OFUSG16407.2.p1, OFUSG16407.1.p1	DANRE22605, DANRE22606
OG0001424	OFUSG06362.1.p1	DANRE42572, DANRE42573
OG0001425	OFUSG07569.2.p1, OFUSG07569.1.p1	DANRE11642, DANRE18590, DANRE18588, DANRE18587, DANRE18589, DANRE25170, DANRE00361, DANRE34566
OG0001426	OFUSG13058.1.p1	DANRE22196, DANRE22198, DANRE26468, DANRE01765, DANRE01763, DANRE01764, DANRE22197, DANRE23464, DANRE23465, DANRE37899, DANRE37900, DANRE08922, DANRE08923
OG0001427	OFUSG17237.1.p1, OFUSG17237.2.p1	DANRE40320, DANRE40321, DANRE22541, DANRE22540, DANRE22539, DANRE40322, DANRE24655, DANRE24656, DANRE24657, DANRE24658, DANRE30640, DANRE30639, DANRE11704
OG0001428	OFUSG13057.1.p1, OFUSG13057.2.p1	DANRE22947, DANRE22948, DANRE23679, DANRE36635, DANRE23678, DANRE13768
OG0001429	OFUSG01117.3.p1, OFUSG01117.1.p1, OFUSG01117.5.p1, OFUSG01117.4.p1, OFUSG01117.2.p1	DANRE24427, DANRE24428, DANRE10119, DANRE10120, DANRE17392, DANRE17391
OG0001430	OFUSG12101.2.p1, OFUSG12101.1.p1	DANRE18427, DANRE00904, DANRE07242, DANRE11523, DANRE11522, DANRE13324, DANRE35076
OG0001431	OFUSG13522.1.p1	DANRE27312, DANRE13762, DANRE13761, DANRE40955, DANRE04339
OG0001432	OFUSG07030.1.p1	DANRE22717, DANRE40306, DANRE24379
OG0001433	OFUSG12630.1.p1	DANRE05838, DANRE05839, DANRE05840, DANRE14642, DANRE43059, DANRE05137, DANRE05136
OG0001434	OFUSG01502.1.p1, OFUSG08642.1.p1, OFUSG01505.1.p1, OFUSG01506.1.p1	DANRE17875, DANRE17874
OG0001436	OFUSG04236.1.p1	DANRE23771, DANRE27020, DANRE27019
OG0001437	OFUSG20380.1.p1	DANRE27147, DANRE27146
OG0001438	OFUSG23458.1.p1	DANRE02649
OG0001439	OFUSG09315.1.p1	DANRE08947
OG0001440	OFUSG16509.1.p1	DANRE26671, DANRE26670, DANRE23908, DANRE23909, DANRE02017
OG0001441	OFUSG21490.1.p1	DANRE14242, DANRE10098, DANRE14241, DANRE14240, DANRE37076, DANRE09411, DANRE14698, DANRE10985, DANRE10984, DANRE18310, DANRE18311
OG0001442	OFUSG01726.1.p1	DANRE18188, DANRE10808, DANRE18187, DANRE07605, DANRE00995, DANRE06847, DANRE14231, DANRE09140
OG0001445	OFUSG25750.1.p1	DANRE16745, DANRE13125, DANRE13126
OG0001446	OFUSG14848.3.p1, OFUSG14848.1.p1, OFUSG14848.2.p1	DANRE08208
OG0001447	OFUSG12539.1.p1	DANRE11589, DANRE19674, DANRE13128, DANRE13129, DANRE18437
OG0001447	OFUSG24597.1.p1, OFUSG24597.2.p1	DANRE06199, DANRE06198
OG0001449	OFUSG23473.1.p1	DANRE18461, DANRE18463, DANRE18462, DANRE18464
OG0001449	OFUSG04436.1.p1	DANRE42606, DANRE42607
OG0001450	OFUSG03190.1.p1	DANRE36682, DANRE36684, DANRE13244
OG0001451	OFUSG25146.1.p1	DANRE34609, DANRE34608
