Orthogroup	OWEFU	ORYLA
OG0001042	OFUSG18717.1.p1, OFUSG18717.2.p1	ORYLA11092, ORYLA20004, ORYLA16045, ORYLA14257, ORYLA15929, ORYLA14996, ORYLA11093
OG0001046	OFUSG10400.1.p1	ORYLA16931, ORYLA16932, ORYLA16930, ORYLA00538, ORYLA00652, ORYLA16674, ORYLA00732
OG0001047	OFUSG13920.1.p1	ORYLA03716, ORYLA03850, ORYLA03098, ORYLA01025
OG0001048	OFUSG11109.1.p1	ORYLA17951, ORYLA07722, ORYLA05078, ORYLA02542, ORYLA04597
OG0001049	OFUSG17397.1.p1	ORYLA13294, ORYLA06586
OG0001049	OFUSG21106.1.p1	ORYLA03790, ORYLA15642
OG0001050	OFUSG06846.1.p1, OFUSG09204.1.p1, OFUSG19968.1.p1, OFUSG09691.1.p1	ORYLA15890, ORYLA11461, ORYLA12452, ORYLA15112, ORYLA06038
OG0001051	OFUSG13657.1.p1, OFUSG05091.1.p1	ORYLA08725, ORYLA09931, ORYLA01092
OG0001052	OFUSG10412.2.p1, OFUSG10412.1.p1	ORYLA04967, ORYLA04966, ORYLA02277
OG0001053	OFUSG16393.1.p1	ORYLA18523, ORYLA08049, ORYLA16446, ORYLA07098, ORYLA15733, ORYLA09475
OG0001053	OFUSG18424.1.p1	ORYLA20458
OG0001054	OFUSG18550.2.p1, OFUSG18550.1.p1	ORYLA05817, ORYLA00804, ORYLA00542, ORYLA16915, ORYLA16783, ORYLA01880, ORYLA05818
OG0001057	OFUSG10093.2.p1, OFUSG10093.1.p1	ORYLA13279, ORYLA04087, ORYLA09608, ORYLA01089
OG0001058	OFUSG09700.3.p1, OFUSG09700.1.p1, OFUSG09700.2.p1	ORYLA02850, ORYLA17789, ORYLA03281, ORYLA03823
OG0001059	OFUSG12919.1.p1	ORYLA07025
OG0001060	OFUSG11519.1.p1	ORYLA00952
OG0001060	OFUSG03037.1.p1	ORYLA11754
OG0001062	OFUSG17199.1.p1, OFUSG17199.2.p1	ORYLA17093, ORYLA00055, ORYLA13062, ORYLA07081, ORYLA13265
OG0001063	OFUSG11469.1.p1	ORYLA04692
OG0001065	OFUSG12064.1.p1	ORYLA10407, ORYLA11700
OG0001067	OFUSG12106.1.p1, OFUSG11202.1.p1, OFUSG08267.1.p1	ORYLA09765, ORYLA19474
OG0001068	OFUSG20968.4.p1, OFUSG20968.1.p1, OFUSG20968.2.p1, OFUSG20968.3.p1	ORYLA08837, ORYLA01885, ORYLA05843
OG0001072	OFUSG14989.1.p1, OFUSG14989.2.p1	ORYLA17591
OG0001072	OFUSG23887.1.p1, OFUSG23887.2.p1	ORYLA18588
OG0001073	OFUSG03347.1.p1	ORYLA01147, ORYLA12256
OG0001075	OFUSG21504.2.p1, OFUSG21504.3.p1, OFUSG21504.1.p1, OFUSG21503.2.p1, OFUSG21503.1.p1	ORYLA05471, ORYLA05470, ORYLA05472, ORYLA10387
OG0001076	OFUSG03330.1.p1	ORYLA04025, ORYLA03193, ORYLA12782
OG0001077	OFUSG15956.1.p1, OFUSG15957.1.p1	ORYLA06555
OG0001077	OFUSG04034.1.p1	ORYLA01775
OG0001077	OFUSG04424.1.p1	ORYLA10005
OG0001078	OFUSG07195.2.p1, OFUSG07195.1.p1, OFUSG07195.3.p1	ORYLA11135, ORYLA15991, ORYLA14030, ORYLA16359, ORYLA08030, ORYLA19617
OG0001079	OFUSG06804.1.p1	ORYLA13958, ORYLA14764, ORYLA20201
OG0001080	OFUSG16677.1.p1	ORYLA06070
OG0001080	OFUSG00008.1.p1	ORYLA01954, ORYLA12745
OG0001081	OFUSG14342.1.p1, OFUSG07840.1.p1	ORYLA12631, ORYLA12630
OG0001082	OFUSG04037.1.p1	ORYLA16190, ORYLA14374
OG0001083	OFUSG06289.3.p1, OFUSG06289.2.p1, OFUSG06289.4.p1, OFUSG06289.1.p1, OFUSG06289.5.p1	ORYLA08355, ORYLA01216, ORYLA10438
OG0001084	OFUSG00659.1.p1, OFUSG00659.2.p1	ORYLA08418, ORYLA10033, ORYLA10032, ORYLA08417
OG0001085	OFUSG06361.1.p1	ORYLA13813, ORYLA16003, ORYLA14313, ORYLA10899, ORYLA10898, ORYLA14405
OG0001089	OFUSG19616.1.p1	ORYLA06013, ORYLA06012
OG0001089	OFUSG19615.2.p1, OFUSG19615.4.p1, OFUSG19615.3.p1, OFUSG19615.1.p1	ORYLA03773, ORYLA04210, ORYLA08992, ORYLA04156
OG0001091	OFUSG17661.2.p1, OFUSG17661.1.p1	ORYLA09872, ORYLA07822, ORYLA01798, ORYLA07821, ORYLA01797, ORYLA09871
OG0001092	OFUSG02473.1.p1	ORYLA00474, ORYLA04030, ORYLA03185, ORYLA00476
OG0001093	OFUSG16311.1.p1	ORYLA01792, ORYLA08189, ORYLA17127, ORYLA09876
OG0001094	OFUSG12462.1.p1	ORYLA10145, ORYLA01044, ORYLA11275, ORYLA05201
OG0001095	OFUSG13749.1.p1, OFUSG13749.3.p1, OFUSG13749.2.p1	ORYLA13938, ORYLA08700, ORYLA02122
OG0001102	OFUSG12472.1.p1	ORYLA05217
OG0001102	OFUSG11952.1.p1, OFUSG11951.2.p1, OFUSG11951.1.p1	ORYLA05138
OG0001103	OFUSG17037.1.p1, OFUSG17037.3.p1, OFUSG17037.2.p1, OFUSG17037.4.p1	ORYLA08995
OG0001104	OFUSG23716.1.p1	ORYLA12177
OG0001105	OFUSG16233.2.p1, OFUSG16233.1.p1, OFUSG16233.4.p1, OFUSG16233.3.p1	ORYLA03632
OG0001106	OFUSG09718.2.p1, OFUSG09718.1.p1	ORYLA20354
OG0001107	OFUSG24708.1.p1	ORYLA12765, ORYLA03943, ORYLA01001, ORYLA08767, ORYLA09544
OG0001108	OFUSG17063.1.p1	ORYLA14450
OG0001108	OFUSG24077.2.p1, OFUSG24077.1.p1	ORYLA18375
OG0001109	OFUSG13382.1.p1, OFUSG03479.1.p1, OFUSG03480.1.p1, OFUSG02782.1.p1, OFUSG02782.2.p1	ORYLA16661, ORYLA14078
OG0001110	OFUSG08273.1.p1	ORYLA02459
OG0001110	OFUSG08276.1.p1	ORYLA08952, ORYLA02458, ORYLA08953, ORYLA18020
OG0001112	OFUSG13817.3.p1, OFUSG13817.1.p1, OFUSG13817.4.p1, OFUSG13817.2.p1, OFUSG13817.5.p1	ORYLA12894, ORYLA09914, ORYLA08799
OG0001113	OFUSG01933.1.p1	ORYLA16987
OG0001113	OFUSG14818.1.p1	ORYLA03611
OG0001114	OFUSG04229.1.p1	ORYLA12632, ORYLA12633, ORYLA14795, ORYLA05778
OG0001117	OFUSG16636.1.p1, OFUSG14207.1.p1	ORYLA06972, ORYLA06971, ORYLA14305
OG0001118	OFUSG08091.2.p1, OFUSG08091.5.p1, OFUSG08091.1.p1, OFUSG08091.4.p1, OFUSG08091.3.p1	ORYLA12368, ORYLA18722, ORYLA18723, ORYLA10960
OG0001119	OFUSG21187.2.p1, OFUSG21187.1.p1, OFUSG21187.3.p1, OFUSG21187.5.p1, OFUSG21187.4.p1	ORYLA05124
OG0001120	OFUSG05353.1.p1, OFUSG05353.2.p1	ORYLA09736
OG0001121	OFUSG00225.1.p1, OFUSG00225.2.p1	ORYLA05153, ORYLA20092
OG0001123	OFUSG12701.1.p1	ORYLA09262
OG0001123	OFUSG22297.1.p1	ORYLA17703
OG0001124	OFUSG10854.1.p1	ORYLA08277
OG0001124	OFUSG07596.1.p1	ORYLA02278
OG0001126	OFUSG24750.1.p1	ORYLA07447
OG0001126	OFUSG06152.1.p1	ORYLA14267
OG0001127	OFUSG16574.1.p1, OFUSG16574.2.p1	ORYLA06210, ORYLA08911
OG0001128	OFUSG11491.1.p1	ORYLA11339, ORYLA10410, ORYLA03669
OG0001129	OFUSG05147.2.p1, OFUSG05147.1.p1	ORYLA15169, ORYLA12442
OG0001131	OFUSG21658.1.p1	ORYLA00774, ORYLA11383
OG0001132	OFUSG20144.1.p1	ORYLA15693
OG0001133	OFUSG08388.1.p1	ORYLA01655
OG0001133	OFUSG21360.1.p1	ORYLA02500
OG0001134	OFUSG10062.2.p1, OFUSG10062.1.p1	ORYLA16671
OG0001135	OFUSG17784.2.p1, OFUSG17784.1.p1	ORYLA18988, ORYLA08362
OG0001135	OFUSG17785.1.p1, OFUSG02833.1.p1	ORYLA16838, ORYLA16856
OG0001136	OFUSG20143.1.p1, OFUSG20143.4.p1, OFUSG20143.3.p1, OFUSG20143.2.p1	ORYLA13203, ORYLA06530, ORYLA12133
OG0001137	OFUSG11347.1.p1	ORYLA03035, ORYLA00090, ORYLA03842
OG0001138	OFUSG13035.1.p1, OFUSG13035.2.p1	ORYLA14334, ORYLA15755, ORYLA09204, ORYLA06399, ORYLA09997
OG0001139	OFUSG26881.1.p1	ORYLA15805
OG0001139	OFUSG25576.1.p1	ORYLA14857, ORYLA11008
OG0001140	OFUSG20072.1.p1, OFUSG00173.1.p1	ORYLA05368, ORYLA02157, ORYLA10675
OG0001141	OFUSG09098.2.p1, OFUSG09098.1.p1	ORYLA02472, ORYLA17498
OG0001142	OFUSG10654.1.p1	ORYLA07693
OG0001143	OFUSG16015.1.p1	ORYLA11035, ORYLA12195, ORYLA06058
OG0001144	OFUSG23430.1.p1	ORYLA15705, ORYLA20146, ORYLA09889, ORYLA05611, ORYLA01834, ORYLA01835
OG0001146	OFUSG16918.1.p1	ORYLA13499, ORYLA13500, ORYLA15595, ORYLA07425
OG0001148	OFUSG04841.1.p1	ORYLA01854, ORYLA05396
OG0001149	OFUSG26608.1.p1, OFUSG26608.2.p1	ORYLA01670, ORYLA13258
OG0001155	OFUSG23517.1.p1	ORYLA02504, ORYLA02505
OG0001155	OFUSG22403.1.p1	ORYLA03252
OG0001156	OFUSG03954.1.p1, OFUSG03954.2.p1, OFUSG03954.3.p1	ORYLA14447, ORYLA15424, ORYLA17150, ORYLA10003
OG0001158	OFUSG20905.2.p1, OFUSG20905.1.p1	ORYLA13950, ORYLA15560, ORYLA06290, ORYLA20120
OG0001160	OFUSG07954.1.p1	ORYLA11144, ORYLA18207
OG0001161	OFUSG16226.3.p1, OFUSG16226.2.p1, OFUSG16226.1.p1	ORYLA14942, ORYLA12582, ORYLA02883
OG0001162	OFUSG20181.1.p1	ORYLA03278, ORYLA04547, ORYLA08795
OG0001163	OFUSG11184.1.p1, OFUSG11184.2.p1	ORYLA08093, ORYLA04995
OG0001164	OFUSG24177.1.p1	ORYLA06374
OG0001165	OFUSG13166.1.p1	ORYLA11504
OG0001165	OFUSG14678.1.p1, OFUSG14678.2.p1	ORYLA09619
OG0001166	OFUSG02486.1.p1	ORYLA11757, ORYLA11756, ORYLA11755, ORYLA10465
OG0001167	OFUSG21708.1.p1	ORYLA10169, ORYLA12428, ORYLA04713
OG0001168	OFUSG18913.1.p1	ORYLA01742, ORYLA14387, ORYLA15300
OG0001169	OFUSG23419.1.p1	ORYLA17081
OG0001169	OFUSG02492.1.p1	ORYLA03593
OG0001170	OFUSG01257.1.p1	ORYLA04285, ORYLA11372, ORYLA03658
OG0001171	OFUSG16690.1.p1	ORYLA09088
OG0001172	OFUSG24342.1.p1	ORYLA08914, ORYLA06213, ORYLA09461
OG0001175	OFUSG26257.3.p1	ORYLA17323, ORYLA17834, ORYLA02704
OG0001177	OFUSG21019.1.p1, OFUSG21014.1.p1, OFUSG21016.1.p1	ORYLA07071, ORYLA17818
OG0001178	OFUSG12774.1.p1	ORYLA12858
OG0001178	OFUSG25843.1.p1	ORYLA09479
OG0001179	OFUSG23169.1.p1	ORYLA12445, ORYLA14131
OG0001180	OFUSG19622.1.p1	ORYLA18502, ORYLA14974, ORYLA18703, ORYLA18702, ORYLA12603
OG0001181	OFUSG04163.4.p1, OFUSG04163.3.p1, OFUSG04163.2.p1, OFUSG04163.5.p1, OFUSG04163.1.p1	ORYLA09302, ORYLA06967, ORYLA16422
OG0001182	OFUSG07436.2.p1, OFUSG07436.1.p1, OFUSG07437.1.p1, OFUSG21970.1.p1, OFUSG20652.1.p1	ORYLA04656, ORYLA10537, ORYLA17798, ORYLA12681
OG0001183	OFUSG16748.1.p1	ORYLA16340, ORYLA08337
OG0001184	OFUSG07947.1.p1, OFUSG07947.2.p1	ORYLA01867
OG0001184	OFUSG05984.1.p1	ORYLA12325
OG0001185	OFUSG20935.1.p1	ORYLA04885
OG0001186	OFUSG20257.1.p1	ORYLA06474, ORYLA12462, ORYLA14584
OG0001186	OFUSG20541.1.p1	ORYLA12305
OG0001188	OFUSG12424.3.p1, OFUSG12424.2.p1, OFUSG12424.4.p1, OFUSG12424.1.p1	ORYLA04742
OG0001189	OFUSG13393.2.p1, OFUSG13393.1.p1	ORYLA20265, ORYLA15490, ORYLA10691, ORYLA11979, ORYLA07034
OG0001190	OFUSG17154.1.p1	ORYLA10580, ORYLA14507, ORYLA10859
OG0001191	OFUSG19246.1.p1	ORYLA00416, ORYLA17734, ORYLA04735, ORYLA08358, ORYLA01217, ORYLA03865
OG0001192	OFUSG01279.1.p1	ORYLA05874
OG0001192	OFUSG03419.1.p1	ORYLA19942
OG0001193	OFUSG22744.1.p1	ORYLA06669
OG0001196	OFUSG09460.1.p1	ORYLA06003, ORYLA06002, ORYLA02011, ORYLA03783
OG0001197	OFUSG12312.1.p1	ORYLA13277
OG0001197	OFUSG04366.2.p1, OFUSG04366.1.p1	ORYLA01817, ORYLA05607, ORYLA09693
OG0001198	OFUSG09269.1.p1	ORYLA10310, ORYLA13600
OG0001198	OFUSG01615.2.p1, OFUSG01615.1.p1, OFUSG01616.2.p1, OFUSG01616.1.p1	ORYLA15038
OG0001199	OFUSG23535.1.p1, OFUSG23535.2.p1	ORYLA11679
OG0001200	OFUSG25224.1.p1	ORYLA12001
OG0001201	OFUSG05227.1.p1	ORYLA15842, ORYLA14298, ORYLA15310
OG0001202	OFUSG14587.1.p1	ORYLA09275
OG0001204	OFUSG22699.1.p1	ORYLA04102, ORYLA03247
OG0001205	OFUSG03656.1.p1	ORYLA11970, ORYLA10540
OG0001205	OFUSG02818.1.p1	ORYLA01265
OG0001207	OFUSG26036.1.p1	ORYLA10023
OG0001207	OFUSG04252.2.p1, OFUSG04252.1.p1	ORYLA09156, ORYLA16388, ORYLA08504
OG0001208	OFUSG23596.1.p1, OFUSG23596.2.p1	ORYLA06825, ORYLA09868, ORYLA01795
OG0001209	OFUSG16185.1.p1	ORYLA07316, ORYLA00319
OG0001210	OFUSG21803.1.p1	ORYLA11799
OG0001210	OFUSG16955.1.p1	ORYLA06775
OG0001211	OFUSG26423.1.p1	ORYLA20079, ORYLA07900
OG0001213	OFUSG05564.1.p1	ORYLA08112
OG0001214	OFUSG23587.1.p1, OFUSG23585.1.p1, OFUSG23586.1.p1	ORYLA09019
OG0001215	OFUSG23468.1.p1	ORYLA06541, ORYLA08559, ORYLA09761, ORYLA09762, ORYLA16114, ORYLA14222
OG0001216	OFUSG24041.1.p1	ORYLA07420
OG0001216	OFUSG05379.1.p1	ORYLA12067, ORYLA15267
OG0001217	OFUSG01813.2.p1, OFUSG01813.1.p1, OFUSG01813.3.p1	ORYLA04237, ORYLA01368, ORYLA10596, ORYLA10595
OG0001218	OFUSG23686.1.p1	ORYLA05869, ORYLA01891, ORYLA14508, ORYLA07468
OG0001219	OFUSG21415.1.p1	ORYLA01206, ORYLA04598, ORYLA01690, ORYLA05777
OG0001220	OFUSG14871.1.p1	ORYLA02345
OG0001221	OFUSG05323.1.p1, OFUSG04940.1.p1, OFUSG20341.1.p1	ORYLA07491
OG0001223	OFUSG20458.1.p1, OFUSG20458.3.p1, OFUSG20458.2.p1	ORYLA06793, ORYLA07569, ORYLA06727, ORYLA15616, ORYLA13963
OG0001225	OFUSG04589.1.p1	ORYLA14806, ORYLA12335, ORYLA02910, ORYLA13489, ORYLA13488
OG0001226	OFUSG00663.1.p1, OFUSG17943.2.p1, OFUSG17943.1.p1, OFUSG21268.1.p1	ORYLA03653, ORYLA03655, ORYLA03654, ORYLA03656, ORYLA01461, ORYLA01460, ORYLA11722
OG0001226	OFUSG22727.1.p1	ORYLA02207
OG0001227	OFUSG00654.1.p1	ORYLA13792, ORYLA15900, ORYLA10672, ORYLA01936, ORYLA01935, ORYLA09591
OG0001231	OFUSG12258.4.p1, OFUSG12258.5.p1, OFUSG12258.2.p1, OFUSG12258.3.p1, OFUSG12258.1.p1	ORYLA10425, ORYLA04865, ORYLA08146, ORYLA03393, ORYLA04275
OG0001232	OFUSG07641.1.p1, OFUSG07649.1.p1	ORYLA17130
OG0001234	OFUSG05267.1.p1	ORYLA05594, ORYLA02233, ORYLA19956
OG0001236	OFUSG21425.1.p1	ORYLA05535
OG0001237	OFUSG04283.1.p1, OFUSG04283.2.p1	ORYLA12698, ORYLA15237, ORYLA01731, ORYLA06118, ORYLA17671, ORYLA02367
OG0001237	OFUSG24255.3.p1, OFUSG24255.1.p1, OFUSG24255.2.p1	ORYLA14669
OG0001238	OFUSG19388.1.p1	ORYLA01295
OG0001238	OFUSG21344.1.p1	ORYLA07056
OG0001239	OFUSG05931.1.p1, OFUSG05931.2.p1	ORYLA14159, ORYLA20197
OG0001240	OFUSG20659.1.p1	ORYLA06112, ORYLA12695, ORYLA20300, ORYLA12696, ORYLA06113, ORYLA02471, ORYLA17502
OG0001241	OFUSG12948.2.p1, OFUSG12948.1.p1	ORYLA15497
OG0001241	OFUSG14006.1.p1	ORYLA01008
OG0001242	OFUSG07103.1.p1, OFUSG07103.2.p1, OFUSG26502.1.p1, OFUSG26501.1.p1, OFUSG26500.1.p1, OFUSG03443.1.p1, OFUSG17525.1.p1	ORYLA09141, ORYLA18475
OG0001243	OFUSG16186.2.p1, OFUSG16186.3.p1, OFUSG16186.1.p1, OFUSG16186.5.p1, OFUSG16186.4.p1	ORYLA07317, ORYLA07318, ORYLA12130
OG0001247	OFUSG05637.1.p1, OFUSG05637.3.p1, OFUSG05637.4.p1, OFUSG05637.2.p1	ORYLA10879, ORYLA15933, ORYLA18030
OG0001249	OFUSG17354.1.p1	ORYLA13090, ORYLA00311, ORYLA06571, ORYLA12934, ORYLA13089
OG0001250	OFUSG09998.1.p1, OFUSG09998.2.p1	ORYLA17061, ORYLA00854, ORYLA07782, ORYLA16768
OG0001251	OFUSG04849.1.p1	ORYLA08970
OG0001252	OFUSG16975.2.p1, OFUSG16975.1.p1	ORYLA19528, ORYLA08946, ORYLA13487
OG0001253	OFUSG06702.1.p1	ORYLA10839, ORYLA15354, ORYLA15393, ORYLA18494, ORYLA10838, ORYLA14430, ORYLA15691
OG0001254	OFUSG24259.1.p1, OFUSG24259.5.p1, OFUSG24259.3.p1, OFUSG24259.4.p1, OFUSG24259.2.p1	ORYLA12036, ORYLA14643
OG0001255	OFUSG26725.1.p1	ORYLA01752, ORYLA11946, ORYLA11945, ORYLA13259, ORYLA00050, ORYLA16171, ORYLA16170, ORYLA11960
OG0001256	OFUSG01838.2.p1, OFUSG01838.3.p1, OFUSG01838.1.p1	ORYLA10228
OG0001261	OFUSG02179.1.p1	ORYLA07239, ORYLA00479, ORYLA09455
OG0001262	OFUSG07691.1.p1	ORYLA02427
OG0001263	OFUSG11029.2.p1, OFUSG11029.1.p1	ORYLA17939, ORYLA08064
OG0001263	OFUSG09274.1.p1	ORYLA07820, ORYLA17132
OG0001264	OFUSG23132.1.p1	ORYLA13965, ORYLA12302, ORYLA02150
OG0001266	OFUSG16970.1.p1	ORYLA09233, ORYLA07109, ORYLA14460
OG0001267	OFUSG03362.1.p1	ORYLA18685
OG0001267	OFUSG22343.1.p1	ORYLA17985, ORYLA00677
OG0001268	OFUSG09833.1.p1	ORYLA00335
OG0001268	OFUSG06589.1.p1, OFUSG06589.2.p1	ORYLA15813
OG0001270	OFUSG18535.1.p1	ORYLA07988
OG0001270	OFUSG05149.1.p1	ORYLA18804
OG0001271	OFUSG04260.2.p1, OFUSG04260.1.p1	ORYLA09251, ORYLA07889, ORYLA14013
OG0001272	OFUSG15558.2.p1, OFUSG15558.1.p1	ORYLA07941, ORYLA03248, ORYLA04104, ORYLA01178
OG0001273	OFUSG08474.2.p1, OFUSG08474.1.p1	ORYLA12209, ORYLA13178, ORYLA06380, ORYLA02385, ORYLA17660
OG0001274	OFUSG26621.1.p1, OFUSG26621.2.p1	ORYLA06279, ORYLA00711, ORYLA02589, ORYLA18123
OG0001275	OFUSG00065.1.p1	ORYLA11544
OG0001275	OFUSG00063.1.p1	ORYLA11543
OG0001276	OFUSG02131.2.p1, OFUSG02131.1.p1	ORYLA03566, ORYLA18522, ORYLA01477
OG0001278	OFUSG21422.1.p1	ORYLA16678, ORYLA00727
OG0001279	OFUSG11783.1.p1	ORYLA04097, ORYLA03712, ORYLA10544, ORYLA04878, ORYLA00122
OG0001280	OFUSG08879.1.p1	ORYLA19967, ORYLA06847, ORYLA12954, ORYLA19875, ORYLA00452
OG0001281	OFUSG11373.1.p1	ORYLA03725, ORYLA20463, ORYLA18306, ORYLA20026, ORYLA07382
OG0001282	OFUSG01601.2.p1, OFUSG01601.1.p1	ORYLA04230, ORYLA10205, ORYLA08831
OG0001284	OFUSG16498.1.p1	ORYLA09027
OG0001284	OFUSG08836.1.p1, OFUSG08837.1.p1	ORYLA01634, ORYLA14635
OG0001287	OFUSG02471.1.p1	ORYLA03902, ORYLA01233, ORYLA09735, ORYLA00961
OG0001289	OFUSG23642.1.p1	ORYLA10464, ORYLA05150
OG0001291	OFUSG10221.1.p1	ORYLA17986, ORYLA07358, ORYLA01427, ORYLA04147
OG0001292	OFUSG16670.1.p1	ORYLA09364, ORYLA10046
OG0001293	OFUSG22587.1.p1	ORYLA17295, ORYLA17851, ORYLA02768, ORYLA02767, ORYLA17854, ORYLA04584
OG0001294	OFUSG12455.1.p1, OFUSG12455.2.p1, OFUSG12455.4.p1, OFUSG12455.3.p1	ORYLA10122
OG0001295	OFUSG26538.2.p1, OFUSG26538.1.p1	ORYLA09900
OG0001296	OFUSG22042.1.p1	ORYLA07385, ORYLA00095, ORYLA19357
OG0001297	OFUSG07798.1.p1	ORYLA10966, ORYLA14020, ORYLA15796, ORYLA12085
OG0001300	OFUSG06989.2.p1, OFUSG06989.1.p1, OFUSG06989.3.p1, OFUSG06989.4.p1	ORYLA01386, ORYLA10216, ORYLA09658, ORYLA04280
OG0001302	OFUSG26569.1.p1	ORYLA12923
OG0001302	OFUSG15207.1.p1	ORYLA05687
OG0001304	OFUSG05114.1.p1	ORYLA06728, ORYLA06729, ORYLA12651, ORYLA06796, ORYLA13823, ORYLA13822
OG0001305	OFUSG08198.1.p1	ORYLA00057, ORYLA17092, ORYLA02873, ORYLA06351
OG0001306	OFUSG23546.1.p1	ORYLA06638, ORYLA13454
OG0001308	OFUSG10535.1.p1	ORYLA12511, ORYLA01298, ORYLA19818, ORYLA19817
OG0001309	OFUSG21047.1.p1, OFUSG22086.1.p1, OFUSG25240.1.p1, OFUSG07752.1.p1	ORYLA18337, ORYLA07669, ORYLA07716, ORYLA07715, ORYLA07717, ORYLA07670, ORYLA18200, ORYLA06422
OG0001310	OFUSG11461.1.p1	ORYLA10760
OG0001310	OFUSG06993.1.p1, OFUSG06993.2.p1, OFUSG06993.3.p1	ORYLA12263
OG0001311	OFUSG12707.3.p1, OFUSG12707.2.p1, OFUSG12707.1.p1	ORYLA02079, ORYLA06081
OG0001311	OFUSG15938.2.p1, OFUSG15938.1.p1	ORYLA06033, ORYLA01860
OG0001312	OFUSG17940.1.p1, OFUSG19112.1.p1	ORYLA09136, ORYLA09135, ORYLA09133, ORYLA09134
OG0001313	OFUSG00097.1.p1, OFUSG00029.1.p1	ORYLA04150, ORYLA13534
OG0001315	OFUSG10828.1.p1	ORYLA16949, ORYLA07817, ORYLA07784, ORYLA16771, ORYLA00635, ORYLA16948, ORYLA00636
OG0001316	OFUSG25497.3.p1, OFUSG25497.2.p1, OFUSG25497.1.p1	ORYLA12946, ORYLA12796, ORYLA09110, ORYLA01031
OG0001317	OFUSG06662.2.p1, OFUSG06662.1.p1	ORYLA11270
OG0001318	OFUSG00323.1.p1	ORYLA08255
OG0001318	OFUSG00343.1.p1	ORYLA09731
OG0001319	OFUSG26856.1.p1, OFUSG26856.2.p1	ORYLA04255, ORYLA01358, ORYLA10213, ORYLA09481
OG0001320	OFUSG21928.1.p1, OFUSG11012.1.p1, OFUSG11010.1.p1	ORYLA11905
OG0001321	OFUSG16548.1.p1	ORYLA19802, ORYLA06811, ORYLA13481, ORYLA13483, ORYLA06093
OG0001322	OFUSG07154.2.p1, OFUSG07154.1.p1	ORYLA12031
OG0001322	OFUSG11624.1.p1	ORYLA03496
OG0001324	OFUSG16607.1.p1	ORYLA08370
OG0001325	OFUSG10884.1.p1	ORYLA18675, ORYLA10649, ORYLA08927
OG0001326	OFUSG19214.1.p1	ORYLA00013, ORYLA05047, ORYLA02306, ORYLA02304, ORYLA00758
OG0001327	OFUSG12772.1.p1	ORYLA15316
OG0001327	OFUSG06432.1.p1	ORYLA11280, ORYLA14397
OG0001328	OFUSG24276.1.p1	ORYLA00827
OG0001328	OFUSG03622.1.p1, OFUSG13559.1.p1	ORYLA10981
OG0001329	OFUSG19399.1.p1, OFUSG06594.1.p1	ORYLA10954, ORYLA14747
OG0001330	OFUSG15141.1.p1	ORYLA07932, ORYLA16248, ORYLA04009, ORYLA03267, ORYLA17273
OG0001331	OFUSG06502.1.p1	ORYLA00931, ORYLA03956
OG0001332	OFUSG17350.1.p1	ORYLA07497
OG0001333	OFUSG07585.1.p1, OFUSG07585.2.p1	ORYLA17399, ORYLA07772
OG0001337	OFUSG21230.1.p1	ORYLA02348, ORYLA17664, ORYLA06931
OG0001341	OFUSG06041.1.p1	ORYLA14314
OG0001344	OFUSG10181.1.p1	ORYLA02700
OG0001345	OFUSG06158.1.p1	ORYLA15535
OG0001348	OFUSG14452.1.p1, OFUSG14452.2.p1	ORYLA09547, ORYLA09548, ORYLA08775, ORYLA01011, ORYLA01010
OG0001350	OFUSG13619.1.p1, OFUSG20926.1.p1	ORYLA06653
OG0001351	OFUSG24766.1.p1, OFUSG24766.2.p1	ORYLA04330
OG0001351	OFUSG24770.1.p1	ORYLA09616, ORYLA08732
OG0001352	OFUSG21804.1.p1, OFUSG10126.1.p1	ORYLA17415, ORYLA09343, ORYLA14143
OG0001353	OFUSG21880.1.p1	ORYLA11826
OG0001354	OFUSG21208.1.p1	ORYLA17236
OG0001355	OFUSG06812.1.p1	ORYLA19438, ORYLA00855, ORYLA17810, ORYLA02331
OG0001356	OFUSG05861.1.p1, OFUSG19759.1.p1	ORYLA14068, ORYLA15897, ORYLA14716, ORYLA11021
OG0001357	OFUSG11869.2.p1, OFUSG11869.1.p1	ORYLA07719, ORYLA10513, ORYLA03046
OG0001358	OFUSG00575.1.p1	ORYLA11553
OG0001359	OFUSG09546.1.p1, OFUSG09546.4.p1, OFUSG09546.3.p1, OFUSG09546.2.p1	ORYLA13603, ORYLA10324, ORYLA12621, ORYLA05730
OG0001363	OFUSG08098.1.p1, OFUSG06851.1.p1, OFUSG04232.2.p1, OFUSG04232.1.p1, OFUSG10137.2.p1, OFUSG10137.1.p1	ORYLA06964, ORYLA02934
OG0001364	OFUSG21480.2.p1, OFUSG21480.1.p1	ORYLA07287, ORYLA06962
OG0001366	OFUSG24531.1.p1, OFUSG24531.2.p1	ORYLA19471
OG0001367	OFUSG13306.3.p1, OFUSG13306.2.p1, OFUSG13306.1.p1	ORYLA14461, ORYLA07111, ORYLA09231, ORYLA11747, ORYLA12559
OG0001368	OFUSG11560.1.p1	ORYLA04793, ORYLA11335, ORYLA10470
OG0001370	OFUSG26505.1.p1	ORYLA12598, ORYLA14966
OG0001370	OFUSG07390.1.p1	ORYLA18543
OG0001371	OFUSG17879.1.p1	ORYLA00720
OG0001372	OFUSG17365.1.p1	ORYLA13141
