Orthogroup	OWEFU	DROME
OG0000713	OFUSG13986.1.p1	DROME14995
OG0000715	OFUSG24400.1.p1, OFUSG24400.3.p1, OFUSG24400.2.p1, OFUSG24400.4.p1	DROME09525, DROME09528, DROME09523, DROME09527, DROME09526, DROME09524
OG0000717	OFUSG07273.3.p1, OFUSG07273.1.p1, OFUSG07273.2.p1, OFUSG07273.4.p1, OFUSG07273.5.p1	DROME21009
OG0000718	OFUSG19609.1.p1, OFUSG19609.2.p1	DROME16064, DROME16063, DROME16059, DROME16062, DROME16061, DROME16060
OG0000720	OFUSG24445.4.p1, OFUSG24445.2.p1, OFUSG24445.3.p1, OFUSG24445.5.p1, OFUSG24445.1.p1	DROME08828
OG0000721	OFUSG22702.2.p1, OFUSG22702.1.p1	DROME21732
OG0000722	OFUSG11385.1.p1	DROME08261, DROME08260
OG0000722	OFUSG17120.1.p1, OFUSG17120.2.p1	DROME13636, DROME13637
OG0000724	OFUSG12294.1.p1, OFUSG12294.2.p1	DROME18296, DROME18300, DROME18301, DROME18294, DROME18295, DROME18297, DROME18299, DROME18298
OG0000725	OFUSG07689.1.p1	DROME01937
OG0000725	OFUSG07873.1.p1	DROME21529, DROME21530, DROME21531, DROME21532
OG0000726	OFUSG16555.1.p1	DROME21495, DROME21494, DROME21492, DROME21493
OG0000730	OFUSG15932.1.p1, OFUSG20088.1.p1	DROME18332
OG0000730	OFUSG17597.1.p1	DROME00495
OG0000730	OFUSG16513.1.p1	DROME18387
OG0000731	OFUSG14224.4.p1, OFUSG14224.1.p1, OFUSG14224.2.p1, OFUSG14224.3.p1, OFUSG14224.5.p1	DROME03051, DROME03053, DROME03052
OG0000732	OFUSG24914.1.p1	DROME00208, DROME00209
OG0000732	OFUSG26355.1.p1, OFUSG26355.2.p1	DROME15061
OG0000733	OFUSG22012.1.p1	DROME17454
OG0000733	OFUSG11826.1.p1	DROME15558, DROME15560, DROME15556, DROME15557, DROME15561, DROME15562, DROME15564, DROME15563, DROME15559
OG0000734	OFUSG08307.1.p1	DROME17455
OG0000735	OFUSG16966.1.p1, OFUSG16966.2.p1	DROME13083, DROME13084, DROME13089, DROME13086, DROME13097, DROME13098, DROME13085, DROME13100, DROME13096, DROME13092, DROME13101, DROME13102, DROME13090, DROME13099, DROME13091, DROME13095, DROME13087, DROME13094, DROME13088, DROME13093
OG0000736	OFUSG17139.1.p1, OFUSG17140.1.p1, OFUSG21337.1.p1	DROME02615, DROME02614
OG0000736	OFUSG13076.1.p1	DROME09313
OG0000737	OFUSG06204.2.p1, OFUSG06204.1.p1	DROME16700, DROME16699, DROME17539, DROME17538, DROME17537, DROME17535, DROME17536, DROME17534, DROME17533
OG0000740	OFUSG16696.1.p1	DROME19981
OG0000740	OFUSG11518.1.p1	DROME17246
OG0000740	OFUSG17833.1.p1	DROME03194
OG0000744	OFUSG23163.1.p1	DROME09899
OG0000745	OFUSG03164.1.p1	DROME04604, DROME04605, DROME04603, DROME04602, DROME04600, DROME04601, DROME04599, DROME04598, DROME04596, DROME04597, DROME02290, DROME02291
OG0000747	OFUSG01556.1.p1, OFUSG01548.1.p1, OFUSG06100.1.p1, OFUSG17491.1.p1, OFUSG16945.2.p1, OFUSG16945.1.p1, OFUSG16946.1.p1, OFUSG00244.1.p1, OFUSG25616.1.p1, OFUSG25615.1.p1, OFUSG25614.1.p1	DROME04467
OG0000747	OFUSG12175.1.p1, OFUSG07235.1.p1, OFUSG04947.1.p1, OFUSG04948.1.p1, OFUSG22379.1.p1, OFUSG22378.1.p1, OFUSG22380.1.p1, OFUSG07688.1.p1, OFUSG03262.1.p1	DROME04468
OG0000749	OFUSG11790.1.p1	DROME10988, DROME10987
OG0000751	OFUSG16377.1.p1, OFUSG16377.2.p1	DROME06060, DROME06059, DROME06061, DROME06062
OG0000752	OFUSG06577.1.p1	DROME15461
OG0000752	OFUSG01816.1.p1	DROME09086
OG0000752	OFUSG23281.1.p1	DROME20521, DROME11363
OG0000753	OFUSG03990.1.p1	DROME16114, DROME16113
OG0000753	OFUSG09322.2.p1, OFUSG09322.1.p1	DROME22017, DROME22016, DROME22019, DROME22018, DROME22021
OG0000755	OFUSG22904.1.p1	DROME04400, DROME04398, DROME04396, DROME04397, DROME04399
OG0000757	OFUSG15507.1.p1	DROME07057
OG0000758	OFUSG26565.1.p1	DROME04523, DROME04522, DROME04521
OG0000759	OFUSG04506.3.p1, OFUSG04506.2.p1, OFUSG04506.5.p1, OFUSG04506.4.p1, OFUSG04506.1.p1	DROME11263, DROME11264, DROME11262, DROME11261, DROME01055, DROME03914, DROME03913, DROME01209, DROME01208
OG0000761	OFUSG08030.3.p1, OFUSG08030.1.p1, OFUSG08030.2.p1	DROME04780, DROME04784, DROME04782, DROME04781, DROME04785, DROME04783
OG0000763	OFUSG08828.1.p1	DROME19244, DROME19245, DROME19240, DROME19243, DROME19242, DROME19241, DROME19239, DROME19232, DROME19237, DROME19234, DROME19238, DROME19233, DROME19236, DROME19235
OG0000765	OFUSG21598.1.p1, OFUSG21598.2.p1	DROME04789, DROME04788
OG0000766	OFUSG19864.1.p1	DROME06054, DROME06055, DROME01015
OG0000767	OFUSG07632.1.p1, OFUSG11580.1.p1	DROME14005, DROME12823, DROME12824
OG0000772	OFUSG02068.1.p1	DROME13216
OG0000772	OFUSG05265.1.p1	DROME03561, DROME03562, DROME03559, DROME03560, DROME03558, DROME03563
OG0000774	OFUSG18867.1.p1	DROME18935, DROME18934
OG0000775	OFUSG00272.1.p1, OFUSG09449.1.p1, OFUSG01304.1.p1, OFUSG05327.1.p1, OFUSG15943.1.p1, OFUSG26561.1.p1, OFUSG26560.1.p1	DROME05200
OG0000776	OFUSG17361.1.p1, OFUSG17361.2.p1, OFUSG17632.1.p1	DROME20100, DROME20102, DROME20101
OG0000777	OFUSG10317.1.p1, OFUSG10318.1.p1	DROME05836
OG0000778	OFUSG11453.1.p1	DROME11783, DROME11782
OG0000779	OFUSG07668.1.p1	DROME13622
OG0000779	OFUSG25635.2.p1, OFUSG25635.1.p1	DROME20961
OG0000780	OFUSG11326.1.p1, OFUSG16803.1.p1, OFUSG12906.1.p1	DROME16908
OG0000782	OFUSG08693.1.p1	DROME04768, DROME04767, DROME04769, DROME04770, DROME04778, DROME04776, DROME04766, DROME04773, DROME04772, DROME04765, DROME04775, DROME04771, DROME04774, DROME04777
OG0000784	OFUSG06112.1.p1	DROME16135
OG0000784	OFUSG01425.1.p1, OFUSG01425.2.p1, OFUSG13540.1.p1	DROME14707, DROME14708, DROME14827
OG0000786	OFUSG15626.2.p1, OFUSG15626.1.p1	DROME17888, DROME17889
OG0000787	OFUSG11014.1.p1	DROME06230
OG0000788	OFUSG00699.1.p1	DROME11403
OG0000791	OFUSG04398.4.p1, OFUSG04398.3.p1, OFUSG04398.2.p1, OFUSG04398.5.p1, OFUSG04398.1.p1	DROME16118, DROME16117, DROME16116, DROME16119, DROME16121, DROME16120
OG0000792	OFUSG22559.1.p1	DROME20865
OG0000793	OFUSG09289.1.p1	DROME20859, DROME20860
OG0000794	OFUSG08224.1.p1, OFUSG08224.2.p1	DROME04329, DROME04334, DROME04330, DROME04337, DROME04333, DROME04335, DROME04336, DROME04331, DROME04332
OG0000795	OFUSG26685.1.p1, OFUSG23098.1.p1, OFUSG08900.1.p1, OFUSG06424.1.p1, OFUSG10160.1.p1, OFUSG00297.1.p1, OFUSG26040.1.p1, OFUSG09244.1.p1, OFUSG26041.1.p1, OFUSG06946.1.p1, OFUSG21508.1.p1	DROME09200
OG0000796	OFUSG14797.1.p1, OFUSG14797.2.p1, OFUSG14797.3.p1	DROME18203
OG0000797	OFUSG10229.1.p1	DROME01160, DROME01161, DROME01159
OG0000798	OFUSG02728.2.p1, OFUSG02728.5.p1, OFUSG02728.1.p1, OFUSG02728.3.p1, OFUSG02728.4.p1	DROME10020, DROME10018, DROME10014, DROME10015, DROME10021, DROME10016, DROME10019, DROME10022, DROME10017, DROME10013
OG0000799	OFUSG06054.2.p1, OFUSG06054.1.p1, OFUSG06052.2.p1, OFUSG06052.1.p1	DROME17162
OG0000800	OFUSG22750.1.p1, OFUSG06584.1.p1	DROME19714
OG0000801	OFUSG04291.1.p1, OFUSG04291.2.p1	DROME05596, DROME05595, DROME05594
OG0000803	OFUSG07577.1.p1	DROME06528, DROME04971, DROME16667, DROME08404, DROME08406, DROME08405, DROME06525, DROME06526, DROME15315, DROME15314, DROME15313, DROME14537, DROME01677, DROME14535, DROME14536, DROME17631, DROME09542, DROME09543, DROME19328, DROME18830, DROME15873
OG0000809	OFUSG17351.1.p1, OFUSG17351.2.p1	DROME15572, DROME15573
OG0000810	OFUSG13316.1.p1	DROME04963, DROME04962, DROME04964
OG0000810	OFUSG25434.3.p1, OFUSG25434.2.p1, OFUSG25434.1.p1	DROME08670
OG0000813	OFUSG10957.1.p1, OFUSG10956.1.p1	DROME18040, DROME18039
OG0000814	OFUSG16546.1.p1	DROME05066, DROME05065
OG0000814	OFUSG25287.1.p1, OFUSG25288.1.p1, OFUSG25696.1.p1, OFUSG25695.1.p1	DROME03302, DROME03301
OG0000814	OFUSG20971.1.p1	DROME04088, DROME04090
OG0000815	OFUSG04646.2.p1, OFUSG04646.1.p1	DROME01377, DROME01376
OG0000816	OFUSG12543.1.p1	DROME03072, DROME03071, DROME03076, DROME03075
OG0000817	OFUSG23697.1.p1	DROME16006
OG0000817	OFUSG18100.1.p1	DROME02008
OG0000817	OFUSG04259.1.p1	DROME06292
OG0000818	OFUSG10058.1.p1, OFUSG10058.3.p1, OFUSG10058.2.p1	DROME03806, DROME03805
OG0000819	OFUSG25384.2.p1, OFUSG25384.1.p1	DROME19692
OG0000819	OFUSG22325.2.p1, OFUSG22325.1.p1	DROME00768, DROME00769
OG0000822	OFUSG12185.1.p1	DROME01380
OG0000822	OFUSG03485.1.p1	DROME09748, DROME09747
OG0000825	OFUSG03447.3.p1, OFUSG03447.2.p1, OFUSG03447.1.p1	DROME11281
OG0000826	OFUSG20773.1.p1, OFUSG20775.1.p1	DROME12091
OG0000827	OFUSG09504.1.p1, OFUSG08806.1.p1	DROME19293, DROME19294, DROME19292
OG0000827	OFUSG12430.2.p1, OFUSG12430.1.p1	DROME17067
OG0000828	OFUSG16610.1.p1	DROME20305
OG0000828	OFUSG14927.1.p1	DROME19137
OG0000829	OFUSG05943.1.p1	DROME18116, DROME07642
OG0000833	OFUSG25526.1.p1	DROME15101
OG0000833	OFUSG12738.1.p1	DROME00525, DROME00524, DROME00526, DROME20451, DROME20452, DROME18499, DROME18498
OG0000834	OFUSG04057.5.p1, OFUSG04057.2.p1, OFUSG04057.3.p1, OFUSG04057.1.p1, OFUSG04057.4.p1	DROME13922
OG0000835	OFUSG01553.1.p1, OFUSG01553.2.p1, OFUSG21973.1.p1	DROME14049, DROME14051, DROME14048, DROME14057, DROME14058
OG0000836	OFUSG04483.1.p1	DROME02582, DROME02579, DROME02580, DROME02581
OG0000836	OFUSG16444.1.p1	DROME17758, DROME17759
OG0000837	OFUSG01837.1.p1, OFUSG13636.1.p1, OFUSG01835.1.p1	DROME05419, DROME18149
OG0000838	OFUSG26011.1.p1, OFUSG26011.2.p1	DROME18797
OG0000841	OFUSG20856.1.p1, OFUSG20856.4.p1, OFUSG20856.2.p1, OFUSG20856.3.p1	DROME06878, DROME06876, DROME06877, DROME06879
OG0000842	OFUSG17660.1.p1	DROME10888, DROME10889
OG0000844	OFUSG21494.2.p1, OFUSG21494.1.p1	DROME14407, DROME14403, DROME14406, DROME14408, DROME14404, DROME14409
OG0000847	OFUSG15294.1.p1	DROME16726
OG0000847	OFUSG24225.1.p1, OFUSG24225.2.p1	DROME03898, DROME03895, DROME03896, DROME03897
OG0000848	OFUSG02732.1.p1	DROME00579, DROME00580
OG0000848	OFUSG03989.1.p1, OFUSG03989.2.p1	DROME19683
OG0000849	OFUSG09067.1.p1	DROME20644, DROME20643, DROME20641, DROME20642, DROME20640, DROME20638, DROME20637, DROME20639
OG0000850	OFUSG12712.1.p1	DROME12440, DROME20308
OG0000850	OFUSG06085.1.p1	DROME12322
OG0000851	OFUSG02239.1.p1, OFUSG02239.2.p1	DROME20685, DROME20686
OG0000852	OFUSG09153.1.p1, OFUSG09153.2.p1	DROME03192, DROME03193, DROME03191
OG0000852	OFUSG04815.3.p1, OFUSG04815.2.p1, OFUSG04815.1.p1	DROME08938, DROME08937
OG0000853	OFUSG07722.2.p1, OFUSG07722.1.p1, OFUSG07722.4.p1, OFUSG07722.3.p1	DROME21372, DROME21371, DROME21369, DROME21373, DROME21370
OG0000854	OFUSG10592.2.p1, OFUSG10592.1.p1, OFUSG25461.1.p1, OFUSG16035.1.p1, OFUSG16036.1.p1	DROME12664, DROME12665, DROME13117, DROME13118
OG0000855	OFUSG08911.2.p1, OFUSG08911.1.p1, OFUSG10909.1.p1, OFUSG18514.1.p1, OFUSG14975.1.p1, OFUSG14975.2.p1	DROME19819, DROME20290, DROME16140, DROME01127, DROME11147, DROME22053, DROME22054, DROME22052, DROME20174, DROME16331
OG0000857	OFUSG01227.1.p1	DROME20946, DROME20950, DROME20948, DROME20947, DROME20949, DROME20951
OG0000858	OFUSG19764.2.p1, OFUSG19764.1.p1	DROME07517, DROME07518
OG0000859	OFUSG09251.1.p1	DROME03370, DROME03371
OG0000860	OFUSG07489.1.p1, OFUSG07489.2.p1	DROME09397, DROME09396, DROME09404, DROME09403, DROME09399, DROME09402, DROME09401, DROME09400, DROME09405, DROME09398
OG0000863	OFUSG04268.1.p1, OFUSG04268.2.p1, OFUSG04258.1.p1, OFUSG17976.1.p1, OFUSG24572.1.p1, OFUSG19627.1.p1	DROME11655, DROME11652, DROME11654, DROME11653, DROME11650, DROME11651
OG0000867	OFUSG06020.2.p1, OFUSG06020.1.p1, OFUSG06020.3.p1	DROME16640, DROME16641, DROME14164, DROME14165, DROME14167, DROME14088
OG0000869	OFUSG16947.1.p1	DROME06391
OG0000870	OFUSG20438.1.p1	DROME20283
OG0000871	OFUSG00730.1.p1	DROME14585
OG0000871	OFUSG06537.1.p1	DROME03028
OG0000872	OFUSG00869.2.p1, OFUSG00869.3.p1, OFUSG00869.5.p1, OFUSG00869.1.p1, OFUSG00869.4.p1	DROME09696, DROME09697, DROME09695
OG0000873	OFUSG09850.1.p1	DROME18354, DROME18352
OG0000874	OFUSG03220.1.p1, OFUSG08483.1.p1	DROME04338
OG0000875	OFUSG16237.1.p1	DROME06587
OG0000876	OFUSG16334.1.p1	DROME08528, DROME08526, DROME08524, DROME08527, DROME08525
OG0000878	OFUSG01895.1.p1, OFUSG01893.1.p1, OFUSG01893.2.p1, OFUSG01894.1.p1, OFUSG16664.1.p1	DROME07549
OG0000879	OFUSG04088.1.p1	DROME00001, DROME21621, DROME11009
OG0000880	OFUSG05701.1.p1	DROME13991, DROME13992
OG0000881	OFUSG25601.3.p1, OFUSG25601.2.p1, OFUSG25601.4.p1, OFUSG25601.1.p1, OFUSG25601.5.p1	DROME06288, DROME06289
OG0000881	OFUSG22311.1.p1	DROME20749, DROME20746, DROME20750, DROME20748, DROME20747, DROME20751, DROME20752, DROME20753
OG0000888	OFUSG09295.1.p1	DROME13818
OG0000888	OFUSG10796.1.p1	DROME15657
OG0000889	OFUSG12102.1.p1	DROME20531, DROME20532
OG0000896	OFUSG11490.1.p1, OFUSG11490.3.p1, OFUSG11490.2.p1	DROME07637, DROME07636
OG0000897	OFUSG18741.1.p1	DROME09205, DROME09206
OG0000904	OFUSG17921.1.p1	DROME14411, DROME14410
OG0000905	OFUSG01251.1.p1	DROME11749
OG0000906	OFUSG07758.1.p1, OFUSG24653.1.p1, OFUSG20410.1.p1, OFUSG20404.1.p1, OFUSG03306.1.p1, OFUSG09788.1.p1	DROME09411
OG0000907	OFUSG26462.1.p1	DROME01472, DROME01473, DROME01474, DROME01471
OG0000908	OFUSG05748.2.p1, OFUSG05748.4.p1, OFUSG05748.1.p1, OFUSG05748.3.p1	DROME05842, DROME05841
OG0000908	OFUSG10578.1.p1	DROME15683
OG0000908	OFUSG05747.1.p1, OFUSG01906.1.p1, OFUSG01905.1.p1, OFUSG10342.1.p1	DROME16604
OG0000909	OFUSG00497.1.p1	DROME21889, DROME21890, DROME21873, DROME21876, DROME21877, DROME21875
OG0000911	OFUSG13934.1.p1	DROME15954, DROME15951, DROME15953, DROME15956, DROME15955, DROME15952, DROME15957
OG0000913	OFUSG03065.4.p1, OFUSG03065.3.p1, OFUSG03065.1.p1, OFUSG03065.2.p1, OFUSG03065.5.p1	DROME01636, DROME01633, DROME01634, DROME01635, DROME10634, DROME10638, DROME10637, DROME10636, DROME10635, DROME10633, DROME05629, DROME10407, DROME10406, DROME08899, DROME10631, DROME10640, DROME10639, DROME21277, DROME21276, DROME21275
OG0000914	OFUSG18797.2.p1, OFUSG18797.1.p1	DROME06233, DROME06234, DROME06235
OG0000921	OFUSG26697.1.p1	DROME21958
OG0000923	OFUSG04091.1.p1	DROME19914
OG0000923	OFUSG16107.1.p1	DROME04554, DROME04553
OG0000925	OFUSG21493.1.p1	DROME02762, DROME02761
OG0000925	OFUSG25811.2.p1, OFUSG25811.1.p1	DROME13733, DROME13734
OG0000926	OFUSG01341.1.p1	DROME22087
OG0000926	OFUSG01340.1.p1, OFUSG20594.1.p1, OFUSG09241.1.p1	DROME13962, DROME13964, DROME13963, DROME13961
OG0000927	OFUSG26854.1.p1	DROME15912, DROME15911, DROME13544, DROME01290
OG0000929	OFUSG01585.1.p1	DROME02144, DROME02147, DROME02145, DROME02146, DROME02148, DROME02143
OG0000931	OFUSG05884.5.p1, OFUSG05884.3.p1, OFUSG05884.4.p1, OFUSG05884.2.p1, OFUSG05884.1.p1	DROME06107, DROME06103, DROME06106, DROME06105, DROME06104
OG0000932	OFUSG22610.1.p1	DROME19600, DROME19599, DROME19601, DROME19598
OG0000933	OFUSG11577.2.p1, OFUSG11577.1.p1	DROME00363
OG0000934	OFUSG01031.1.p1	DROME18021
OG0000934	OFUSG08244.1.p1	DROME12197, DROME12198
OG0000935	OFUSG16551.1.p1	DROME19387
OG0000944	OFUSG02142.1.p1, OFUSG02142.4.p1, OFUSG02142.2.p1, OFUSG02142.3.p1	DROME05002, DROME05004, DROME05003, DROME05001, DROME05005, DROME04999, DROME05000
OG0000945	OFUSG22805.2.p1, OFUSG22805.1.p1, OFUSG24268.1.p1	DROME11635, DROME10522
OG0000946	OFUSG00368.1.p1, OFUSG00634.1.p1, OFUSG01913.2.p1, OFUSG01913.1.p1	DROME18472, DROME18473, DROME18474, DROME18476
OG0000947	OFUSG17100.1.p1	DROME14910, DROME14909
OG0000949	OFUSG01898.1.p1	DROME20631
OG0000950	OFUSG23770.1.p1	DROME15080, DROME15081, DROME15075, DROME15077, DROME15078, DROME15076, DROME15082, DROME15083, DROME15079
OG0000953	OFUSG13123.1.p1, OFUSG15200.1.p1, OFUSG23505.1.p1	DROME12838, DROME10330
OG0000954	OFUSG04263.1.p1	DROME12405, DROME12406, DROME12407
OG0000955	OFUSG21035.1.p1	DROME04991, DROME04992, DROME04993, DROME04990
OG0000955	OFUSG02908.1.p1	DROME09197, DROME02414
OG0000957	OFUSG09505.1.p1, OFUSG09505.2.p1	DROME11550, DROME11548, DROME11549
OG0000958	OFUSG06196.1.p1, OFUSG06197.1.p1, OFUSG06896.1.p1	DROME14600, DROME14604, DROME14602, DROME14603, DROME14601, DROME14605, DROME10611, DROME10609, DROME10610, DROME10608, DROME12027
OG0000960	OFUSG05056.1.p1	DROME04151, DROME04150, DROME04154, DROME04153, DROME04158, DROME04156, DROME04161, DROME04149, DROME04152, DROME04155, DROME04157, DROME04160, DROME04159
OG0000963	OFUSG18073.1.p1, OFUSG26256.1.p1	DROME09182, DROME09184, DROME09183, DROME07082
OG0000965	OFUSG10177.1.p1	DROME10303
OG0000965	OFUSG05283.1.p1	DROME10622
OG0000967	OFUSG18109.1.p1	DROME01950, DROME01951, DROME01952
OG0000968	OFUSG15086.1.p1	DROME19457
OG0000969	OFUSG16049.1.p1, OFUSG16049.2.p1	DROME17496
OG0000970	OFUSG24109.1.p1	DROME21979, DROME21981, DROME21980, DROME21978, DROME21982
OG0000972	OFUSG22434.1.p1	DROME02149, DROME02155, DROME02156
OG0000972	OFUSG10857.2.p1, OFUSG10857.1.p1	DROME12808, DROME12809
OG0000974	OFUSG00334.1.p1, OFUSG00864.1.p1, OFUSG12017.1.p1	DROME20587, DROME20537, DROME20538
OG0000976	OFUSG10263.2.p1, OFUSG10263.1.p1, OFUSG10262.1.p1, OFUSG10264.2.p1, OFUSG10264.1.p1, OFUSG18417.2.p1, OFUSG18417.1.p1, OFUSG03178.1.p1, OFUSG03178.2.p1	DROME15676
OG0000979	OFUSG20447.2.p1, OFUSG20447.1.p1	DROME10162, DROME10163, DROME10160, DROME10161, DROME10164
OG0000982	OFUSG16732.3.p1, OFUSG16732.2.p1, OFUSG16732.1.p1, OFUSG16732.4.p1, OFUSG16732.5.p1	DROME07397, DROME07866, DROME07869, DROME07868, DROME07870, DROME07867
OG0000984	OFUSG19991.1.p1, OFUSG25577.1.p1, OFUSG07902.1.p1	DROME12019, DROME07638
OG0000985	OFUSG11040.1.p1	DROME16403, DROME16400, DROME16401, DROME16404, DROME16402
OG0000986	OFUSG09980.1.p1	DROME00033, DROME00029, DROME00034, DROME00031, DROME00030, DROME00032
OG0000987	OFUSG21084.2.p1, OFUSG21084.1.p1	DROME05032, DROME05034, DROME05033, DROME05035, DROME05036
OG0000988	OFUSG21531.1.p1	DROME19158
OG0000992	OFUSG25913.1.p1, OFUSG18155.1.p1, OFUSG18156.1.p1, OFUSG06018.1.p1	DROME02382, DROME02383
OG0000994	OFUSG05737.1.p1	DROME20689
OG0000994	OFUSG19359.1.p1	DROME05396
OG0000995	OFUSG10864.1.p1, OFUSG10864.2.p1, OFUSG10864.3.p1	DROME02709, DROME02710, DROME02712, DROME02711
OG0000997	OFUSG03218.1.p1	DROME21618
OG0000999	OFUSG04563.2.p1, OFUSG04563.1.p1, OFUSG00108.1.p1	DROME05157, DROME05156
OG0001001	OFUSG14675.1.p1	DROME01963, DROME01964, DROME01966, DROME01965
OG0001003	OFUSG24187.1.p1	DROME20428, DROME20429
OG0001004	OFUSG26573.1.p1, OFUSG26573.2.p1	DROME18265, DROME18264
OG0001005	OFUSG06280.1.p1	DROME16898
OG0001006	OFUSG07003.3.p1, OFUSG07003.1.p1, OFUSG07003.2.p1	DROME12303
OG0001008	OFUSG01608.1.p1	DROME03430, DROME03431, DROME03434, DROME03433, DROME03432, DROME03436, DROME03435, DROME03437, DROME03438
OG0001013	OFUSG10524.1.p1	DROME18675, DROME18672, DROME18676, DROME18674, DROME18673
OG0001015	OFUSG17894.2.p1, OFUSG17894.1.p1, OFUSG17894.3.p1	DROME02246, DROME04125
OG0001016	OFUSG16289.1.p1	DROME03793
OG0001016	OFUSG17257.1.p1	DROME04453
OG0001017	OFUSG13590.3.p1, OFUSG13590.1.p1, OFUSG13590.2.p1	DROME08120, DROME08121
OG0001018	OFUSG20884.1.p1	DROME08789
OG0001018	OFUSG25182.1.p1	DROME19524
OG0001019	OFUSG04762.2.p1, OFUSG04762.1.p1	DROME18178
OG0001022	OFUSG14113.1.p1	DROME02393, DROME02395, DROME02392, DROME02397, DROME02396, DROME02398, DROME02391, DROME02394, DROME02390
OG0001023	OFUSG01359.1.p1	DROME07472, DROME07471
OG0001024	OFUSG17905.1.p1	DROME14925
OG0001027	OFUSG15315.1.p1	DROME20791, DROME20790, DROME20789, DROME21920, DROME21919
OG0001028	OFUSG08945.1.p1, OFUSG08945.2.p1	DROME17206, DROME17210, DROME17209, DROME17205, DROME17207, DROME17208
OG0001029	OFUSG23212.2.p1, OFUSG23212.1.p1	DROME15897, DROME08324
OG0001030	OFUSG11700.1.p1	DROME15420, DROME15421, DROME15419
OG0001031	OFUSG10916.2.p1, OFUSG10916.3.p1, OFUSG10916.1.p1, OFUSG10915.1.p1	DROME02372
OG0001032	OFUSG05074.1.p1, OFUSG07488.1.p1, OFUSG07488.2.p1	DROME10930, DROME10931, DROME10932
OG0001033	OFUSG17922.1.p1	DROME16359
OG0001033	OFUSG07728.1.p1, OFUSG07728.2.p1	DROME01958
OG0001034	OFUSG04414.1.p1	DROME18698, DROME18697, DROME18692, DROME18699, DROME18696, DROME18690, DROME18691, DROME18695, DROME18700, DROME18694, DROME18693
OG0001036	OFUSG23486.1.p1	DROME21959
OG0001038	OFUSG06632.3.p1, OFUSG06632.1.p1, OFUSG06632.2.p1, OFUSG06632.4.p1	DROME06346, DROME06343, DROME06345, DROME06344
OG0001039	OFUSG22530.1.p1	DROME19717, DROME19715, DROME19716, DROME12713
OG0001042	OFUSG18717.1.p1, OFUSG18717.2.p1	DROME12465, DROME12464, DROME12463, DROME12462
OG0001046	OFUSG10400.1.p1	DROME05889
OG0001049	OFUSG21106.1.p1	DROME15991
OG0001050	OFUSG06846.1.p1, OFUSG09204.1.p1, OFUSG19968.1.p1, OFUSG09691.1.p1	DROME09499, DROME09500
OG0001052	OFUSG10412.2.p1, OFUSG10412.1.p1	DROME00663, DROME00661, DROME00662
OG0001052	OFUSG10259.2.p1, OFUSG10259.1.p1	DROME00167
OG0001053	OFUSG16393.1.p1, OFUSG18424.1.p1	DROME11830
OG0001054	OFUSG22682.1.p1	DROME21929
OG0001056	OFUSG22022.2.p1, OFUSG20733.1.p1, OFUSG20733.2.p1, OFUSG05122.1.p1, OFUSG04865.1.p1	DROME10790
OG0001058	OFUSG09700.3.p1, OFUSG09700.1.p1, OFUSG09700.2.p1	DROME00756, DROME00761, DROME00757, DROME00759, DROME00758, DROME00755, DROME00762, DROME00760, DROME00763
OG0001060	OFUSG03037.1.p1	DROME06478, DROME01930
OG0001062	OFUSG17199.1.p1, OFUSG17199.2.p1	DROME12175, DROME12172
OG0001063	OFUSG11469.1.p1	DROME16034, DROME16033
OG0001063	OFUSG25069.1.p1, OFUSG10508.1.p1, OFUSG10508.2.p1, OFUSG22067.1.p1, OFUSG12529.1.p1, OFUSG11466.1.p1, OFUSG25070.1.p1, OFUSG12080.1.p1	DROME14111
OG0001064	OFUSG07518.1.p1, OFUSG12139.1.p1, OFUSG12139.2.p1, OFUSG12140.2.p1, OFUSG12140.1.p1, OFUSG12144.1.p1, OFUSG19189.1.p1, OFUSG07960.1.p1, OFUSG23296.2.p1, OFUSG23296.1.p1, OFUSG12041.1.p1, OFUSG12153.1.p1	DROME16728
OG0001064	OFUSG12141.1.p1	DROME20769
OG0001065	OFUSG12064.1.p1	DROME13255
OG0001066	OFUSG05685.1.p1	DROME06399
OG0001072	OFUSG14989.1.p1, OFUSG14989.2.p1	DROME08170
OG0001073	OFUSG03347.1.p1, OFUSG03346.1.p1	DROME03543, DROME03544, DROME03542
OG0001075	OFUSG21504.2.p1, OFUSG21504.3.p1, OFUSG21504.1.p1, OFUSG21503.2.p1, OFUSG21503.1.p1	DROME05007, DROME05008
OG0001076	OFUSG03330.1.p1	DROME10433, DROME10436, DROME10429, DROME10434, DROME10430, DROME10435, DROME10431, DROME10432
OG0001077	OFUSG15956.1.p1, OFUSG15957.1.p1	DROME13463, DROME13462
OG0001077	OFUSG04687.1.p1, OFUSG04688.1.p1, OFUSG04034.1.p1	DROME14374
OG0001077	OFUSG04424.1.p1	DROME15216, DROME15217, DROME15215, DROME15218
OG0001078	OFUSG07195.2.p1, OFUSG07195.1.p1, OFUSG07195.3.p1	DROME16039, DROME16040
OG0001079	OFUSG06804.1.p1	DROME12134, DROME12135, DROME12136
OG0001081	OFUSG14342.1.p1, OFUSG07840.1.p1	DROME00421, DROME00420, DROME00419, DROME02998, DROME02997
OG0001082	OFUSG04037.1.p1	DROME16087, DROME16088, DROME16090, DROME16089
