Orthogroup	OWEFU	HUMAN
OG0000665	OFUSG09816.3.p1, OFUSG09816.1.p1, OFUSG09816.2.p1	HUMAN09548, HUMAN28609, HUMAN01767, HUMAN01766, HUMAN17334, HUMAN28606, HUMAN28736
OG0000666	OFUSG06195.2.p1, OFUSG06195.1.p1, OFUSG06195.3.p1, OFUSG06195.5.p1, OFUSG06195.4.p1	HUMAN29934
OG0000670	OFUSG24801.2.p1, OFUSG24801.1.p1, OFUSG24764.1.p1, OFUSG24763.1.p1	HUMAN11951, HUMAN30284, HUMAN07897, HUMAN21594, HUMAN21596, HUMAN02100, HUMAN21597, HUMAN21595
OG0000671	OFUSG24508.1.p1, OFUSG24509.2.p1, OFUSG24509.1.p1	HUMAN26170, HUMAN26169
OG0000671	OFUSG16516.2.p1, OFUSG16516.1.p1, OFUSG04636.1.p1	HUMAN30521, HUMAN20442, HUMAN02416, HUMAN06726
OG0000672	OFUSG14378.5.p1, OFUSG14378.3.p1, OFUSG14378.2.p1, OFUSG14378.1.p1, OFUSG14378.4.p1	HUMAN21925, HUMAN11935
OG0000672	OFUSG12085.1.p1	HUMAN13493
OG0000674	OFUSG08473.1.p1	HUMAN09924, HUMAN01613
OG0000674	OFUSG07969.1.p1	HUMAN06161, HUMAN04193, HUMAN04194
OG0000675	OFUSG03298.1.p1, OFUSG05752.2.p1, OFUSG05752.4.p1, OFUSG05753.1.p1, OFUSG05752.1.p1, OFUSG05752.3.p1, OFUSG01054.1.p1, OFUSG00991.1.p1	HUMAN03749, HUMAN03750
OG0000676	OFUSG21048.1.p1	HUMAN28075, HUMAN19050, HUMAN28076
OG0000676	OFUSG14430.1.p1	HUMAN18527, HUMAN30341, HUMAN07788
OG0000678	OFUSG10078.1.p1, OFUSG10078.2.p1	HUMAN12984, HUMAN10229, HUMAN20207
OG0000680	OFUSG26520.1.p1, OFUSG01684.1.p1, OFUSG01687.1.p1	HUMAN06270
OG0000681	OFUSG02151.1.p1	HUMAN22874, HUMAN22875, HUMAN30330, HUMAN07593
OG0000681	OFUSG07049.2.p1, OFUSG07049.1.p1	HUMAN02332, HUMAN04346, HUMAN04345, HUMAN04347
OG0000682	OFUSG06498.1.p1	HUMAN17110, HUMAN03634, HUMAN22132
OG0000683	OFUSG25839.2.p1, OFUSG25839.1.p1	HUMAN29566
OG0000683	OFUSG17452.5.p1, OFUSG17452.4.p1, OFUSG17452.2.p1, OFUSG17452.3.p1, OFUSG17452.1.p1	HUMAN28759, HUMAN14845, HUMAN01197, HUMAN01198
OG0000684	OFUSG20203.4.p1, OFUSG20203.1.p1, OFUSG20203.2.p1, OFUSG20203.5.p1, OFUSG20203.3.p1	HUMAN11585, HUMAN11583, HUMAN13719, HUMAN11584
OG0000685	OFUSG07501.2.p1, OFUSG07501.4.p1, OFUSG07501.3.p1, OFUSG07501.5.p1, OFUSG07501.1.p1	HUMAN15987, HUMAN05078, HUMAN05077, HUMAN05080, HUMAN02355, HUMAN06870, HUMAN06871
OG0000686	OFUSG07661.1.p1	HUMAN19732, HUMAN23401
OG0000690	OFUSG21408.1.p1	HUMAN00660, HUMAN25490
OG0000690	OFUSG00182.1.p1	HUMAN30038
OG0000690	OFUSG17680.1.p1	HUMAN23985
OG0000691	OFUSG20437.2.p1, OFUSG20437.1.p1	HUMAN27972, HUMAN11215
OG0000691	OFUSG13069.3.p1, OFUSG13069.2.p1, OFUSG13069.1.p1	HUMAN16622, HUMAN00463, HUMAN24570, HUMAN18866
OG0000692	OFUSG22030.1.p1, OFUSG22031.2.p1, OFUSG22031.1.p1	HUMAN11735
OG0000693	OFUSG17230.1.p1, OFUSG17230.2.p1	HUMAN00433, HUMAN11745
OG0000693	OFUSG25400.3.p1, OFUSG25400.2.p1, OFUSG25400.1.p1	HUMAN29182, HUMAN29183
OG0000694	OFUSG08082.1.p1	HUMAN02728, HUMAN02501, HUMAN17273
OG0000696	OFUSG17219.1.p1	HUMAN25700
OG0000696	OFUSG06947.1.p1	HUMAN02408
OG0000697	OFUSG06460.1.p1, OFUSG06460.3.p1, OFUSG06460.4.p1, OFUSG06460.2.p1	HUMAN26804, HUMAN26803, HUMAN01360, HUMAN29864, HUMAN29865, HUMAN21104, HUMAN21106
OG0000698	OFUSG25096.1.p1	HUMAN02486, HUMAN02485
OG0000698	OFUSG25097.1.p1	HUMAN04921, HUMAN08679, HUMAN08678
OG0000699	OFUSG11422.1.p1	HUMAN05215, HUMAN29998, HUMAN29994, HUMAN29993, HUMAN29997, HUMAN26731, HUMAN26730
OG0000701	OFUSG09694.1.p1, OFUSG26676.1.p1, OFUSG19007.2.p1, OFUSG19007.4.p1, OFUSG19007.1.p1, OFUSG19007.3.p1, OFUSG09370.1.p1	HUMAN24288, HUMAN03226, HUMAN03225, HUMAN17194, HUMAN26260, HUMAN26261
OG0000702	OFUSG04071.1.p1, OFUSG04071.2.p1, OFUSG04071.5.p1, OFUSG04071.4.p1, OFUSG04071.3.p1	HUMAN14229, HUMAN13986, HUMAN09541
OG0000703	OFUSG18539.1.p1	HUMAN24282, HUMAN22696, HUMAN22695, HUMAN22697
OG0000706	OFUSG06700.1.p1	HUMAN02403, HUMAN02402
OG0000708	OFUSG21283.1.p1	HUMAN01283
OG0000708	OFUSG18936.1.p1	HUMAN06223, HUMAN30508, HUMAN30507
OG0000709	OFUSG21845.2.p1, OFUSG21845.1.p1	HUMAN04953, HUMAN25132
OG0000710	OFUSG04812.1.p1	HUMAN17439, HUMAN17440, HUMAN00560, HUMAN00561
OG0000711	OFUSG01514.1.p1	HUMAN07022
OG0000711	OFUSG00761.1.p1	HUMAN04234, HUMAN06823
OG0000711	OFUSG00164.1.p1	HUMAN03946
OG0000712	OFUSG02312.2.p1, OFUSG02312.1.p1	HUMAN24190, HUMAN30314, HUMAN05265, HUMAN23072
OG0000713	OFUSG13986.1.p1	HUMAN11949, HUMAN30095, HUMAN30094, HUMAN29680, HUMAN29681
OG0000715	OFUSG24400.1.p1, OFUSG24400.3.p1, OFUSG24400.2.p1, OFUSG24400.4.p1	HUMAN17781, HUMAN06635, HUMAN06633, HUMAN20618, HUMAN20620
OG0000716	OFUSG00381.1.p1	HUMAN29657, HUMAN29658, HUMAN25164
OG0000717	OFUSG07273.3.p1, OFUSG07273.1.p1, OFUSG07273.2.p1, OFUSG07273.4.p1, OFUSG07273.5.p1	HUMAN02062
OG0000718	OFUSG19609.1.p1, OFUSG19609.2.p1	HUMAN01467, HUMAN15637, HUMAN01962, HUMAN01963, HUMAN15306, HUMAN07484
OG0000720	OFUSG24445.4.p1, OFUSG24445.2.p1, OFUSG24445.3.p1, OFUSG24445.5.p1, OFUSG24445.1.p1	HUMAN23733, HUMAN09669, HUMAN09667
OG0000721	OFUSG22702.2.p1, OFUSG22702.1.p1	HUMAN19959
OG0000721	OFUSG01480.1.p1, OFUSG01480.2.p1	HUMAN29978, HUMAN05451, HUMAN25792
OG0000722	OFUSG11385.1.p1	HUMAN09223, HUMAN02691, HUMAN04759, HUMAN04418, HUMAN27014
OG0000724	OFUSG12294.1.p1, OFUSG12294.2.p1	HUMAN25095, HUMAN09359, HUMAN09361
OG0000725	OFUSG07689.1.p1	HUMAN01233
OG0000725	OFUSG07873.1.p1	HUMAN06087, HUMAN06085, HUMAN06086, HUMAN04133
OG0000726	OFUSG16555.1.p1	HUMAN03025, HUMAN03026, HUMAN03027, HUMAN03023, HUMAN03018, HUMAN03024, HUMAN03021, HUMAN18123, HUMAN18124, HUMAN06404
OG0000730	OFUSG15932.1.p1, OFUSG20088.1.p1	HUMAN06577, HUMAN17989
OG0000730	OFUSG16513.1.p1	HUMAN26220, HUMAN17582, HUMAN06664, HUMAN06663
OG0000731	OFUSG14224.4.p1, OFUSG14224.1.p1, OFUSG14224.2.p1, OFUSG14224.3.p1, OFUSG14224.5.p1	HUMAN22042, HUMAN22043, HUMAN30245, HUMAN07638, HUMAN26695, HUMAN26696
OG0000732	OFUSG24914.1.p1	HUMAN30214, HUMAN18534, HUMAN18537, HUMAN18535, HUMAN18536
OG0000732	OFUSG26355.1.p1, OFUSG26355.2.p1	HUMAN14638, HUMAN14637, HUMAN14636, HUMAN01096
OG0000733	OFUSG22012.1.p1	HUMAN08500, HUMAN04842, HUMAN02482
OG0000733	OFUSG11826.1.p1	HUMAN08921, HUMAN08918, HUMAN25076
OG0000734	OFUSG08307.1.p1	HUMAN29415, HUMAN29414, HUMAN01343, HUMAN01342
OG0000735	OFUSG16966.1.p1, OFUSG16966.2.p1	HUMAN25549, HUMAN25550, HUMAN18959, HUMAN28130, HUMAN28133
OG0000736	OFUSG17139.1.p1, OFUSG17140.1.p1, OFUSG21337.1.p1	HUMAN20622, HUMAN06476
OG0000736	OFUSG13076.1.p1	HUMAN17852, HUMAN02972
OG0000737	OFUSG06204.2.p1, OFUSG06204.1.p1	HUMAN03705, HUMAN17101, HUMAN17102
OG0000740	OFUSG16696.1.p1	HUMAN18572, HUMAN28388
OG0000743	OFUSG10970.2.p1, OFUSG10970.1.p1, OFUSG10542.1.p1	HUMAN10614, HUMAN16281, HUMAN13445
OG0000743	OFUSG10972.1.p1	HUMAN10624, HUMAN10625, HUMAN13443
OG0000744	OFUSG23163.1.p1	HUMAN00289, HUMAN00292, HUMAN00290, HUMAN00281, HUMAN07979, HUMAN27970, HUMAN18870
OG0000745	OFUSG03164.1.p1	HUMAN16914, HUMAN16913, HUMAN16912
OG0000746	OFUSG07705.1.p1	HUMAN25656
OG0000748	OFUSG23274.1.p1	HUMAN12918, HUMAN12919
OG0000749	OFUSG11790.1.p1	HUMAN25082, HUMAN04939, HUMAN04940, HUMAN04938, HUMAN08964, HUMAN08965, HUMAN08966, HUMAN08963
OG0000750	OFUSG12214.1.p1	HUMAN08524
OG0000750	OFUSG18554.1.p1, OFUSG18074.1.p1	HUMAN24690, HUMAN24689, HUMAN24092
OG0000751	OFUSG16377.1.p1, OFUSG16377.2.p1	HUMAN26069, HUMAN21913
OG0000752	OFUSG06577.1.p1	HUMAN03702
OG0000752	OFUSG01816.1.p1	HUMAN29677, HUMAN29676, HUMAN29675
OG0000752	OFUSG23281.1.p1	HUMAN00918, HUMAN14778
OG0000753	OFUSG03990.1.p1	HUMAN09485
OG0000753	OFUSG09322.2.p1, OFUSG09322.1.p1	HUMAN02007, HUMAN05622, HUMAN05621
OG0000755	OFUSG22904.1.p1	HUMAN08181, HUMAN24591
OG0000757	OFUSG15507.1.p1	HUMAN10800
OG0000758	OFUSG26565.1.p1	HUMAN00461, HUMAN00462, HUMAN28238, HUMAN16598
OG0000759	OFUSG04506.3.p1, OFUSG04506.2.p1, OFUSG04506.5.p1, OFUSG04506.4.p1, OFUSG04506.1.p1	HUMAN17790, HUMAN17794, HUMAN27300, HUMAN27301, HUMAN17543
OG0000760	OFUSG06964.1.p1	HUMAN05782, HUMAN21049
OG0000761	OFUSG08030.3.p1, OFUSG08030.1.p1, OFUSG08030.2.p1	HUMAN29145, HUMAN14464, HUMAN02283
OG0000763	OFUSG00086.1.p1, OFUSG08828.1.p1	HUMAN01779, HUMAN23673, HUMAN15002, HUMAN23674, HUMAN15712, HUMAN15711
OG0000765	OFUSG21598.1.p1, OFUSG21598.2.p1	HUMAN01542, HUMAN07243
OG0000766	OFUSG19864.1.p1	HUMAN01845, HUMAN01843, HUMAN14280, HUMAN23727
OG0000767	OFUSG07632.1.p1, OFUSG11580.1.p1	HUMAN09350, HUMAN18691, HUMAN18692
OG0000768	OFUSG19400.2.p1, OFUSG19400.1.p1	HUMAN02829, HUMAN02830, HUMAN21054, HUMAN21055
OG0000772	OFUSG02068.1.p1	HUMAN28705, HUMAN28706, HUMAN28704
OG0000774	OFUSG18867.1.p1	HUMAN29842
OG0000775	OFUSG15943.1.p1, OFUSG26561.1.p1, OFUSG26560.1.p1	HUMAN25468
OG0000776	OFUSG17361.1.p1, OFUSG17361.2.p1, OFUSG17632.1.p1	HUMAN22855, HUMAN23098, HUMAN29543, HUMAN30264
OG0000777	OFUSG10266.1.p1, OFUSG10130.1.p1, OFUSG10317.1.p1, OFUSG10318.1.p1	HUMAN13333
OG0000778	OFUSG11453.1.p1	HUMAN18394, HUMAN18393, HUMAN11998, HUMAN00345, HUMAN00344, HUMAN00118, HUMAN21684, HUMAN00117
OG0000779	OFUSG07668.1.p1	HUMAN29418
OG0000779	OFUSG25635.2.p1, OFUSG25635.1.p1	HUMAN19017, HUMAN25627, HUMAN25628, HUMAN25626, HUMAN27878
OG0000780	OFUSG11326.1.p1	HUMAN08674
OG0000780	OFUSG12906.1.p1	HUMAN12283, HUMAN12282
OG0000781	OFUSG00283.1.p1, OFUSG00284.1.p1, OFUSG01008.1.p1	HUMAN25364
OG0000782	OFUSG08693.1.p1	HUMAN14354, HUMAN13919, HUMAN01526, HUMAN09694
OG0000784	OFUSG06112.1.p1	HUMAN19259
OG0000786	OFUSG11819.1.p1	HUMAN02357, HUMAN01417, HUMAN19903, HUMAN12082
OG0000787	OFUSG11014.1.p1	HUMAN24287, HUMAN27681, HUMAN24285, HUMAN03250, HUMAN22686
OG0000788	OFUSG00699.1.p1	HUMAN04411, HUMAN04410, HUMAN27018
OG0000788	OFUSG19658.1.p1	HUMAN28674, HUMAN01749, HUMAN14357
OG0000790	OFUSG03972.1.p1, OFUSG06375.1.p1, OFUSG03971.1.p1	HUMAN02458, HUMAN14409, HUMAN14408, HUMAN14410
OG0000791	OFUSG04398.4.p1, OFUSG04398.3.p1, OFUSG04398.2.p1, OFUSG04398.5.p1, OFUSG04398.1.p1	HUMAN27291, HUMAN27292, HUMAN06332, HUMAN18232
OG0000792	OFUSG04365.1.p1	HUMAN26127
OG0000792	OFUSG22559.1.p1	HUMAN07120, HUMAN07119
OG0000793	OFUSG09289.1.p1	HUMAN01813, HUMAN23530, HUMAN23529, HUMAN09808, HUMAN09807, HUMAN09806, HUMAN14239, HUMAN09819, HUMAN09820
OG0000794	OFUSG08224.1.p1, OFUSG08224.2.p1	HUMAN05033, HUMAN05029
OG0000795	OFUSG23098.1.p1, OFUSG08900.1.p1, OFUSG06424.1.p1, OFUSG10160.1.p1, OFUSG00297.1.p1, OFUSG26040.1.p1, OFUSG09244.1.p1, OFUSG26041.1.p1, OFUSG06946.1.p1, OFUSG21508.1.p1	HUMAN30438, HUMAN30437
OG0000797	OFUSG10229.1.p1	HUMAN23752, HUMAN23754, HUMAN23003, HUMAN23004
OG0000798	OFUSG02728.2.p1, OFUSG02728.5.p1, OFUSG02728.1.p1, OFUSG02728.3.p1, OFUSG02728.4.p1	HUMAN12996, HUMAN10260
OG0000799	OFUSG06054.2.p1, OFUSG06054.1.p1, OFUSG06052.2.p1, OFUSG06052.1.p1	HUMAN03572, HUMAN03573, HUMAN24207, HUMAN24208, HUMAN24205, HUMAN22273, HUMAN22272, HUMAN22274, HUMAN17345, HUMAN17346, HUMAN24206
OG0000801	OFUSG04291.1.p1, OFUSG04291.2.p1	HUMAN09761, HUMAN13969
OG0000802	OFUSG21207.1.p1	HUMAN01155, HUMAN01153, HUMAN01154, HUMAN14855, HUMAN01190, HUMAN01189, HUMAN14331, HUMAN14330, HUMAN15853, HUMAN15854, HUMAN08400, HUMAN08401, HUMAN23294
OG0000803	OFUSG07578.2.p1, OFUSG07578.4.p1, OFUSG07578.1.p1, OFUSG07578.3.p1	HUMAN04198, HUMAN06177
OG0000809	OFUSG17351.1.p1, OFUSG17351.2.p1	HUMAN15029
OG0000810	OFUSG13316.1.p1	HUMAN00991, HUMAN00992
OG0000810	OFUSG25434.3.p1, OFUSG25434.2.p1, OFUSG25434.1.p1	HUMAN21423, HUMAN20624, HUMAN20625
OG0000813	OFUSG10957.1.p1, OFUSG10956.1.p1	HUMAN03259, HUMAN22179
OG0000814	OFUSG16546.1.p1	HUMAN09482
OG0000814	OFUSG25287.1.p1, OFUSG25288.1.p1, OFUSG25696.1.p1, OFUSG25695.1.p1	HUMAN26312
OG0000815	OFUSG24917.1.p1	HUMAN07837
OG0000815	OFUSG04646.2.p1, OFUSG04646.1.p1	HUMAN17849, HUMAN02971
OG0000816	OFUSG12543.1.p1	HUMAN04902, HUMAN17010, HUMAN15773
OG0000816	OFUSG10926.1.p1	HUMAN22732, HUMAN03583
OG0000817	OFUSG23697.1.p1	HUMAN13385, HUMAN06596
OG0000817	OFUSG18100.1.p1	HUMAN03169
OG0000817	OFUSG04259.1.p1	HUMAN27263
OG0000818	OFUSG10058.1.p1, OFUSG10058.3.p1, OFUSG10058.2.p1	HUMAN25966, HUMAN13463, HUMAN15929, HUMAN15930, HUMAN15928
OG0000819	OFUSG25384.2.p1, OFUSG25384.1.p1	HUMAN04360
OG0000819	OFUSG22325.2.p1, OFUSG22325.1.p1	HUMAN12285, HUMAN12284
OG0000820	OFUSG16562.1.p1	HUMAN17877
OG0000822	OFUSG07627.1.p1, OFUSG07627.3.p1, OFUSG07627.2.p1	HUMAN06077, HUMAN06076
OG0000822	OFUSG03485.1.p1	HUMAN06089, HUMAN06088
OG0000824	OFUSG02604.1.p1, OFUSG23186.1.p1, OFUSG03277.1.p1, OFUSG02456.2.p1, OFUSG02456.1.p1, OFUSG02606.1.p1, OFUSG02605.1.p1, OFUSG02629.1.p1, OFUSG02606.2.p1, OFUSG02606.4.p1, OFUSG02606.3.p1, OFUSG02631.1.p1, OFUSG02631.2.p1	HUMAN12192, HUMAN12199
OG0000825	OFUSG03447.3.p1, OFUSG03447.2.p1, OFUSG03447.1.p1	HUMAN17393, HUMAN24372
OG0000825	OFUSG19469.1.p1	HUMAN06887
OG0000826	OFUSG20773.1.p1, OFUSG20775.1.p1	HUMAN18961
OG0000827	OFUSG12430.2.p1, OFUSG12430.1.p1, OFUSG20387.1.p1	HUMAN28623
OG0000828	OFUSG16610.1.p1	HUMAN09906, HUMAN09908, HUMAN09907, HUMAN23682, HUMAN23683
OG0000828	OFUSG14927.1.p1	HUMAN07354
OG0000829	OFUSG05943.1.p1	HUMAN09769, HUMAN09770, HUMAN23704, HUMAN03517, HUMAN27574, HUMAN17189
OG0000832	OFUSG10360.1.p1	HUMAN08917, HUMAN08744, HUMAN08745, HUMAN01034
OG0000833	OFUSG12738.1.p1	HUMAN14526, HUMAN14694, HUMAN28569, HUMAN00981, HUMAN14527
OG0000834	OFUSG04057.5.p1, OFUSG04057.2.p1, OFUSG04057.3.p1, OFUSG04057.1.p1, OFUSG04057.4.p1	HUMAN26293, HUMAN06471, HUMAN12572, HUMAN26292, HUMAN18196, HUMAN18197, HUMAN18198, HUMAN18199, HUMAN18200
OG0000835	OFUSG01553.1.p1, OFUSG01553.2.p1, OFUSG21973.1.p1	HUMAN25456
OG0000836	OFUSG04483.1.p1	HUMAN09550
OG0000837	OFUSG01837.1.p1, OFUSG13636.1.p1, OFUSG01835.1.p1	HUMAN25283, HUMAN19289
OG0000838	OFUSG07503.1.p1	HUMAN01404, HUMAN07009
OG0000841	OFUSG20856.1.p1, OFUSG20856.4.p1, OFUSG20856.2.p1, OFUSG20856.3.p1	HUMAN11209, HUMAN11208, HUMAN28390, HUMAN28389, HUMAN25529
OG0000842	OFUSG17660.1.p1	HUMAN11438, HUMAN28733, HUMAN28739, HUMAN28726, HUMAN17591, HUMAN12703, HUMAN27200
OG0000844	OFUSG21494.2.p1, OFUSG21494.1.p1	HUMAN00341, HUMAN00340, HUMAN00339, HUMAN21889, HUMAN21890, HUMAN27161, HUMAN27162
OG0000845	OFUSG00051.1.p1	HUMAN29728, HUMAN30115, HUMAN25768, HUMAN30116
OG0000845	OFUSG00112.1.p1	HUMAN05320
OG0000847	OFUSG15294.1.p1	HUMAN12189
OG0000847	OFUSG24225.1.p1, OFUSG24225.2.p1	HUMAN19801, HUMAN10864
OG0000848	OFUSG02732.1.p1	HUMAN07569, HUMAN22921, HUMAN23842
OG0000848	OFUSG03989.1.p1, OFUSG03989.2.p1	HUMAN09682, HUMAN13934
OG0000849	OFUSG09067.1.p1	HUMAN01370
OG0000850	OFUSG12712.1.p1	HUMAN00998
OG0000850	OFUSG06085.1.p1	HUMAN03430
OG0000851	OFUSG02239.1.p1, OFUSG02239.2.p1	HUMAN17389, HUMAN22898
OG0000852	OFUSG09153.1.p1, OFUSG09153.2.p1	HUMAN01598
OG0000852	OFUSG04815.3.p1, OFUSG04815.2.p1, OFUSG04815.1.p1	HUMAN18978, HUMAN18977, HUMAN13869
OG0000855	OFUSG08911.2.p1, OFUSG08911.1.p1	HUMAN12462
OG0000856	OFUSG19294.1.p1, OFUSG19295.1.p1	HUMAN05022, HUMAN05021, HUMAN05020
OG0000857	OFUSG01227.1.p1	HUMAN24948, HUMAN05809, HUMAN04190
OG0000858	OFUSG19534.1.p1, OFUSG19534.2.p1	HUMAN27046, HUMAN27045
OG0000858	OFUSG19764.2.p1, OFUSG19764.1.p1	HUMAN19566, HUMAN05690
OG0000859	OFUSG09251.1.p1	HUMAN01835, HUMAN09993, HUMAN23491, HUMAN14489
OG0000860	OFUSG07489.1.p1, OFUSG07489.2.p1	HUMAN14477, HUMAN29300, HUMAN01277
OG0000863	OFUSG16665.1.p1, OFUSG05886.1.p1	HUMAN25393
OG0000866	OFUSG24066.1.p1, OFUSG00680.1.p1, OFUSG05730.1.p1, OFUSG06216.1.p1, OFUSG17520.1.p1, OFUSG05526.1.p1, OFUSG14753.1.p1	HUMAN26002
OG0000868	OFUSG11760.1.p1	HUMAN29668, HUMAN08901
OG0000869	OFUSG13203.1.p1, OFUSG01355.1.p1	HUMAN00016
OG0000869	OFUSG16947.1.p1	HUMAN23280
OG0000870	OFUSG20438.1.p1	HUMAN13265
OG0000871	OFUSG00730.1.p1	HUMAN30324
OG0000871	OFUSG06537.1.p1	HUMAN03633
OG0000872	OFUSG00869.2.p1, OFUSG00869.3.p1, OFUSG00869.5.p1, OFUSG00869.1.p1, OFUSG00869.4.p1	HUMAN05052
OG0000874	OFUSG03220.1.p1	HUMAN22955, HUMAN04088
OG0000875	OFUSG13364.1.p1	HUMAN28345
OG0000875	OFUSG16237.1.p1	HUMAN18108
OG0000876	OFUSG16334.1.p1	HUMAN02798
OG0000877	OFUSG04094.1.p1, OFUSG04093.1.p1	HUMAN18986, HUMAN18987
OG0000878	OFUSG01895.1.p1, OFUSG01893.1.p1, OFUSG01893.2.p1, OFUSG01894.1.p1	HUMAN04661, HUMAN04660
OG0000878	OFUSG16664.1.p1	HUMAN26167
OG0000879	OFUSG04088.1.p1	HUMAN06283, HUMAN21911
OG0000880	OFUSG05701.1.p1	HUMAN21143, HUMAN21144, HUMAN25036, HUMAN26847
OG0000881	OFUSG25601.3.p1, OFUSG25601.2.p1, OFUSG25601.4.p1, OFUSG25601.1.p1, OFUSG25601.5.p1	HUMAN24746
OG0000881	OFUSG22311.1.p1	HUMAN12291
OG0000882	OFUSG17466.4.p1, OFUSG17466.1.p1, OFUSG17466.3.p1, OFUSG17466.2.p1	HUMAN24494, HUMAN24493, HUMAN19192, HUMAN25186, HUMAN00713
OG0000883	OFUSG14124.1.p1	HUMAN09654, HUMAN15097
OG0000887	OFUSG26529.1.p1, OFUSG26529.2.p1	HUMAN19125
OG0000887	OFUSG16699.1.p1, OFUSG16699.2.p1	HUMAN02796
OG0000888	OFUSG09295.1.p1	HUMAN01523, HUMAN14144
OG0000888	OFUSG10796.1.p1	HUMAN17235
OG0000889	OFUSG12102.1.p1	HUMAN16803
OG0000893	OFUSG08896.1.p1, OFUSG08897.1.p1	HUMAN20939, HUMAN20942, HUMAN26905, HUMAN26904, HUMAN20941
OG0000896	OFUSG13178.1.p1	HUMAN05088, HUMAN05089
OG0000896	OFUSG11490.1.p1, OFUSG11490.3.p1, OFUSG11490.2.p1	HUMAN02560, HUMAN04868
OG0000897	OFUSG18741.1.p1	HUMAN20369
OG0000897	OFUSG06433.1.p1	HUMAN01428
OG0000898	OFUSG21363.2.p1, OFUSG21363.1.p1	HUMAN01291, HUMAN01290, HUMAN01289
OG0000899	OFUSG02805.1.p1, OFUSG02805.2.p1	HUMAN05148, HUMAN05147, HUMAN22308, HUMAN23989
OG0000904	OFUSG17921.1.p1	HUMAN03047, HUMAN24362, HUMAN30132, HUMAN03200
OG0000906	OFUSG07758.1.p1	HUMAN24852, HUMAN29427
OG0000907	OFUSG26462.1.p1	HUMAN01311
OG0000908	OFUSG05748.2.p1, OFUSG05748.4.p1, OFUSG05748.1.p1, OFUSG05748.3.p1	HUMAN03690, HUMAN27510
OG0000908	OFUSG10578.1.p1	HUMAN03117
OG0000909	OFUSG00497.1.p1	HUMAN25146, HUMAN25145, HUMAN19496, HUMAN00496
OG0000911	OFUSG23257.1.p1, OFUSG23257.2.p1	HUMAN12682, HUMAN12683
OG0000911	OFUSG13934.1.p1	HUMAN06653, HUMAN18001, HUMAN18002
OG0000912	OFUSG05604.1.p1	HUMAN17095, HUMAN17096, HUMAN03635, HUMAN03636, HUMAN24298, HUMAN22119
OG0000912	OFUSG23879.1.p1	HUMAN11740
OG0000913	OFUSG03065.4.p1, OFUSG03065.3.p1, OFUSG03065.1.p1, OFUSG03065.2.p1, OFUSG03065.5.p1	HUMAN24104, HUMAN24103, HUMAN24106, HUMAN05337
OG0000914	OFUSG18797.2.p1, OFUSG18797.1.p1	HUMAN30514, HUMAN26792, HUMAN26791
OG0000915	OFUSG06406.1.p1, OFUSG06406.2.p1	HUMAN30522, HUMAN20445, HUMAN01514, HUMAN01508, HUMAN02420, HUMAN06732
OG0000916	OFUSG23926.1.p1, OFUSG25063.1.p1, OFUSG05152.1.p1, OFUSG05152.2.p1	HUMAN01193, HUMAN01192, HUMAN01191
OG0000921	OFUSG26697.1.p1	HUMAN02198
OG0000923	OFUSG04091.1.p1	HUMAN17831
OG0000923	OFUSG16107.1.p1	HUMAN06654, HUMAN17698
OG0000925	OFUSG21493.1.p1	HUMAN23362, HUMAN23363, HUMAN23364
OG0000925	OFUSG25811.2.p1, OFUSG25811.1.p1	HUMAN30631, HUMAN29752
OG0000926	OFUSG01340.1.p1, OFUSG20594.1.p1, OFUSG09241.1.p1	HUMAN25003
OG0000927	OFUSG26854.1.p1	HUMAN21812, HUMAN30637, HUMAN30636, HUMAN29567, HUMAN30015, HUMAN11917, HUMAN21813
OG0000928	OFUSG08901.1.p1	HUMAN14950, HUMAN14947, HUMAN14948, HUMAN09734
OG0000929	OFUSG01585.1.p1	HUMAN07498, HUMAN07497, HUMAN25465, HUMAN00572
OG0000931	OFUSG05884.5.p1, OFUSG05884.3.p1, OFUSG05884.4.p1, OFUSG05884.2.p1, OFUSG05884.1.p1	HUMAN18621
OG0000932	OFUSG22608.1.p1	HUMAN26746
OG0000934	OFUSG01031.1.p1	HUMAN07465, HUMAN25721, HUMAN25723
OG0000934	OFUSG08244.1.p1	HUMAN24974, HUMAN06158
OG0000935	OFUSG16551.1.p1	HUMAN14530, HUMAN10106, HUMAN01617, HUMAN01618, HUMAN06391, HUMAN06392, HUMAN06390, HUMAN17822
OG0000938	OFUSG24703.1.p1	HUMAN22973
OG0000940	OFUSG14533.1.p1	HUMAN29044, HUMAN29045
OG0000943	OFUSG24129.1.p1	HUMAN04649, HUMAN07383
OG0000944	OFUSG02142.1.p1, OFUSG02142.4.p1, OFUSG02142.2.p1, OFUSG02142.3.p1	HUMAN07470, HUMAN27468, HUMAN30061
OG0000945	OFUSG22805.2.p1, OFUSG22805.1.p1, OFUSG24268.1.p1	HUMAN07967, HUMAN07969, HUMAN07968, HUMAN07970, HUMAN11233, HUMAN23148
OG0000946	OFUSG00368.1.p1, OFUSG00634.1.p1, OFUSG01913.2.p1, OFUSG01913.1.p1	HUMAN03947, HUMAN07023
OG0000947	OFUSG17100.1.p1	HUMAN17713, HUMAN20687
