Orthogroup	OWEFU	APOSC_ok
OG0000417	OFUSG23035.1.p1	APOSC_14648, APOSC_09206, APOSC_14123, APOSC_28933, APOSC_18258, APOSC_03210, APOSC_15749, APOSC_20146, APOSC_12693, APOSC_27242
OG0000418	OFUSG01727.1.p1	APOSC_20544
OG0000419	OFUSG07802.1.p1, OFUSG07802.3.p1, OFUSG07802.2.p1	APOSC_27054, APOSC_19811, APOSC_19812, APOSC_08628
OG0000420	OFUSG13052.1.p1	APOSC_12771
OG0000420	OFUSG18570.1.p1, OFUSG06710.1.p1	APOSC_26953, APOSC_23391
OG0000422	OFUSG13433.1.p1	APOSC_02348
OG0000424	OFUSG00190.1.p1	APOSC_27699
OG0000425	OFUSG11841.1.p1	APOSC_28429
OG0000425	OFUSG08712.1.p1	APOSC_26181
OG0000426	OFUSG19099.2.p1, OFUSG19099.1.p1, OFUSG19099.4.p1, OFUSG19099.3.p1	APOSC_23818
OG0000426	OFUSG10041.1.p1	APOSC_28032
OG0000427	OFUSG07419.1.p1	APOSC_26405
OG0000427	OFUSG16981.1.p1, OFUSG16981.2.p1	APOSC_12867, APOSC_10303, APOSC_10299, APOSC_10304, APOSC_10301
OG0000429	OFUSG18903.1.p1	APOSC_08336
OG0000429	OFUSG23592.1.p1, OFUSG23592.2.p1, OFUSG12856.1.p1	APOSC_22406, APOSC_25805
OG0000430	OFUSG25796.1.p1	APOSC_09028, APOSC_21524, APOSC_22864, APOSC_21525, APOSC_16894, APOSC_11705, APOSC_25311
OG0000430	OFUSG07029.1.p1	APOSC_14315
OG0000431	OFUSG18259.1.p1	APOSC_26482
OG0000431	OFUSG02223.1.p1	APOSC_21271
OG0000431	OFUSG25902.1.p1	APOSC_09355
OG0000432	OFUSG06820.1.p1, OFUSG06820.2.p1	APOSC_25968
OG0000432	OFUSG06029.1.p1	APOSC_02736
OG0000433	OFUSG10457.2.p1, OFUSG10457.1.p1, OFUSG10457.3.p1	APOSC_27672, APOSC_27673
OG0000433	OFUSG01097.1.p1	APOSC_25213, APOSC_25212
OG0000435	OFUSG17235.1.p1	APOSC_05189
OG0000435	OFUSG23346.1.p1	APOSC_28530
OG0000437	OFUSG01424.1.p1	APOSC_08659
OG0000442	OFUSG14066.1.p1	APOSC_01037
OG0000442	OFUSG00335.1.p1	APOSC_25495
OG0000442	OFUSG00657.1.p1	APOSC_28475
OG0000443	OFUSG16493.1.p1	APOSC_07972, APOSC_07971, APOSC_09047
OG0000443	OFUSG19814.2.p1	APOSC_23426
OG0000444	OFUSG07387.1.p1, OFUSG19063.1.p1	APOSC_22420
OG0000444	OFUSG07141.1.p1, OFUSG07141.3.p1, OFUSG07141.2.p1	APOSC_27883, APOSC_27884, APOSC_27885
OG0000446	OFUSG13151.1.p1	APOSC_10181
OG0000446	OFUSG00837.1.p1	APOSC_05205
OG0000446	OFUSG21046.1.p1	APOSC_26266
OG0000447	OFUSG03142.1.p1, OFUSG03142.2.p1, OFUSG03142.4.p1, OFUSG03142.3.p1	APOSC_18957, APOSC_18959, APOSC_00311, APOSC_00312, APOSC_18960, APOSC_18958
OG0000448	OFUSG02723.1.p1	APOSC_08163
OG0000450	OFUSG22336.1.p1	APOSC_13051
OG0000453	OFUSG13689.1.p1	APOSC_12948, APOSC_06792
OG0000459	OFUSG13939.1.p1	APOSC_12864, APOSC_04080, APOSC_15599, APOSC_21819, APOSC_15729, APOSC_11025
OG0000460	OFUSG02208.1.p1	APOSC_12939
OG0000460	OFUSG01757.1.p1, OFUSG13348.1.p1	APOSC_17221
OG0000461	OFUSG17710.1.p1	APOSC_17795, APOSC_01522
OG0000461	OFUSG15748.3.p1, OFUSG15748.1.p1, OFUSG15748.4.p1, OFUSG15748.2.p1, OFUSG00679.1.p1	APOSC_17426
OG0000463	OFUSG07528.3.p1, OFUSG07528.2.p1, OFUSG07528.1.p1	APOSC_17973
OG0000463	OFUSG08820.2.p1, OFUSG08820.1.p1	APOSC_08846
OG0000465	OFUSG13672.1.p1	APOSC_28989
OG0000465	OFUSG13295.1.p1	APOSC_11017
OG0000466	OFUSG06231.1.p1	APOSC_27919
OG0000466	OFUSG09606.1.p1, OFUSG10610.1.p1	APOSC_23086, APOSC_05225, APOSC_02156, APOSC_02661
OG0000466	OFUSG01209.1.p1, OFUSG01209.2.p1, OFUSG16366.1.p1, OFUSG00574.1.p1	APOSC_06408
OG0000467	OFUSG06168.2.p1, OFUSG06168.1.p1	APOSC_08499, APOSC_08498
OG0000468	OFUSG25389.1.p1, OFUSG25432.1.p1	APOSC_15884, APOSC_04385, APOSC_04384, APOSC_23794
OG0000469	OFUSG06742.2.p1, OFUSG06742.1.p1	APOSC_06315
OG0000469	OFUSG09493.1.p1	APOSC_00048
OG0000470	OFUSG10928.1.p1	APOSC_06373
OG0000470	OFUSG12357.1.p1, OFUSG12357.2.p1	APOSC_13511
OG0000472	OFUSG17586.1.p1, OFUSG17587.1.p1, OFUSG17565.1.p1, OFUSG17559.1.p1, OFUSG17583.1.p1, OFUSG17582.1.p1	APOSC_26357, APOSC_27670, APOSC_18349, APOSC_18348, APOSC_00700
OG0000475	OFUSG04266.1.p1	APOSC_03227
OG0000476	OFUSG07272.1.p1, OFUSG07271.1.p1, OFUSG07271.2.p1	APOSC_19907, APOSC_10161
OG0000476	OFUSG08298.1.p1	APOSC_05340
OG0000477	OFUSG13714.1.p1, OFUSG13713.1.p1	APOSC_13603
OG0000479	OFUSG00302.1.p1, OFUSG00302.2.p1	APOSC_19125
OG0000479	OFUSG22572.2.p1, OFUSG22572.1.p1	APOSC_05602, APOSC_05603
OG0000480	OFUSG26477.1.p1	APOSC_11842
OG0000481	OFUSG22310.1.p1	APOSC_15444
OG0000481	OFUSG18362.1.p1	APOSC_07226
OG0000482	OFUSG12431.1.p1	APOSC_01111, APOSC_01110, APOSC_18841, APOSC_18843, APOSC_18842, APOSC_18845, APOSC_18844
OG0000482	OFUSG21905.1.p1, OFUSG21905.2.p1, OFUSG21905.3.p1, OFUSG21905.4.p1, OFUSG21905.5.p1	APOSC_14643
OG0000483	OFUSG25233.1.p1	APOSC_21157
OG0000483	OFUSG23827.1.p1, OFUSG24171.1.p1, OFUSG08422.1.p1	APOSC_11632
OG0000484	OFUSG26248.2.p1, OFUSG26248.1.p1	APOSC_17564
OG0000485	OFUSG24362.1.p1	APOSC_07829
OG0000485	OFUSG04740.1.p1, OFUSG04740.2.p1, OFUSG09824.2.p1, OFUSG09824.1.p1, OFUSG24636.1.p1	APOSC_29014
OG0000487	OFUSG11196.1.p1, OFUSG02053.1.p2, OFUSG10948.2.p1, OFUSG10948.1.p1	APOSC_22887
OG0000488	OFUSG11335.2.p1, OFUSG11335.1.p1	APOSC_04231, APOSC_08193, APOSC_08191
OG0000489	OFUSG16964.1.p1, OFUSG16964.2.p1, OFUSG16964.3.p1, OFUSG16964.5.p1, OFUSG16964.4.p1	APOSC_01890, APOSC_01889, APOSC_08483
OG0000490	OFUSG08032.1.p1	APOSC_08204
OG0000491	OFUSG19057.1.p1	APOSC_28528
OG0000491	OFUSG02688.1.p1	APOSC_02630
OG0000494	OFUSG21763.2.p1, OFUSG21763.1.p1	APOSC_11332, APOSC_16566
OG0000495	OFUSG15018.1.p1, OFUSG15017.1.p1, OFUSG24776.1.p1, OFUSG08324.1.p1, OFUSG08325.2.p1, OFUSG08325.1.p1, OFUSG03870.1.p1, OFUSG13493.1.p1, OFUSG00578.1.p1, OFUSG22539.1.p1, OFUSG12393.1.p1, OFUSG25742.1.p1, OFUSG17198.1.p1	APOSC_18778
OG0000496	OFUSG05354.1.p1	APOSC_13732, APOSC_13731
OG0000497	OFUSG14965.1.p1, OFUSG14966.1.p1, OFUSG14968.1.p1	APOSC_11785
OG0000497	OFUSG25600.1.p1, OFUSG25540.2.p1, OFUSG25540.1.p1	APOSC_24966
OG0000498	OFUSG05252.1.p1	APOSC_08647
OG0000499	OFUSG11650.1.p1	APOSC_16996
OG0000499	OFUSG12145.1.p1, OFUSG12145.2.p1, OFUSG25039.1.p1	APOSC_13003
OG0000501	OFUSG05132.1.p1, OFUSG08027.1.p1, OFUSG11389.1.p1, OFUSG21090.1.p1, OFUSG15540.1.p1, OFUSG17744.1.p1, OFUSG13693.1.p1, OFUSG00424.1.p1	APOSC_18174, APOSC_10072, APOSC_10071, APOSC_10070
OG0000502	OFUSG03962.1.p1	APOSC_19306
OG0000503	OFUSG08004.3.p1, OFUSG08004.1.p1, OFUSG08004.2.p1	APOSC_20182, APOSC_01067, APOSC_11052
OG0000504	OFUSG16313.2.p1, OFUSG16313.1.p1	APOSC_06827
OG0000504	OFUSG09721.2.p1, OFUSG09721.3.p1, OFUSG09721.1.p1	APOSC_28508
OG0000504	OFUSG09723.1.p1	APOSC_18793
OG0000505	OFUSG24460.1.p1, OFUSG24460.2.p1	APOSC_03312, APOSC_13727, APOSC_13726
OG0000506	OFUSG24714.1.p1	APOSC_08968, APOSC_08970
OG0000508	OFUSG16639.1.p1	APOSC_05722
OG0000508	OFUSG23446.1.p1	APOSC_10035, APOSC_10034, APOSC_01187
OG0000509	OFUSG22873.1.p1	APOSC_20798, APOSC_21566, APOSC_20805, APOSC_04560, APOSC_05509, APOSC_00507
OG0000510	OFUSG18347.2.p1, OFUSG18347.1.p1, OFUSG16890.2.p1, OFUSG16890.3.p1, OFUSG16890.4.p1, OFUSG16890.1.p1	APOSC_13254, APOSC_09949, APOSC_08521
OG0000511	OFUSG15863.1.p1, OFUSG15862.1.p1, OFUSG04004.1.p1, OFUSG15871.1.p1, OFUSG16026.1.p1, OFUSG15865.1.p1, OFUSG15874.1.p1, OFUSG15866.1.p1, OFUSG15870.1.p1, OFUSG23249.2.p1, OFUSG23249.1.p1, OFUSG15867.1.p1	APOSC_04210
OG0000513	OFUSG10385.3.p1, OFUSG10385.2.p1, OFUSG10385.1.p1, OFUSG10385.4.p1	APOSC_21188
OG0000519	OFUSG15431.1.p1, OFUSG15505.1.p1	APOSC_08070, APOSC_07952, APOSC_07867, APOSC_26169, APOSC_12522
OG0000519	OFUSG23894.1.p1, OFUSG23894.2.p1, OFUSG15506.1.p1	APOSC_03973
OG0000520	OFUSG22252.1.p1	APOSC_12204, APOSC_12202, APOSC_12203
OG0000520	OFUSG09373.1.p1	APOSC_24142, APOSC_24141
OG0000521	OFUSG18161.2.p1, OFUSG18161.1.p1	APOSC_15611
OG0000521	OFUSG25165.1.p1	APOSC_09518
OG0000522	OFUSG19025.1.p1, OFUSG19028.1.p1	APOSC_19448, APOSC_02708, APOSC_02709
OG0000522	OFUSG18379.1.p1, OFUSG18380.2.p1, OFUSG18380.1.p1, OFUSG18380.4.p1, OFUSG18380.3.p1	APOSC_19474
OG0000523	OFUSG09672.1.p1	APOSC_17136, APOSC_11385
OG0000524	OFUSG10538.1.p1, OFUSG10538.3.p1, OFUSG10538.5.p1, OFUSG10538.4.p1, OFUSG10538.2.p1	APOSC_03189, APOSC_03192, APOSC_03190, APOSC_03187
OG0000525	OFUSG26139.1.p1	APOSC_12074
OG0000525	OFUSG17865.2.p1, OFUSG17865.1.p1	APOSC_07308
OG0000528	OFUSG21429.3.p1, OFUSG21429.1.p1, OFUSG21429.2.p1	APOSC_21072
OG0000528	OFUSG21773.1.p1	APOSC_27896, APOSC_27895, APOSC_27894
OG0000528	OFUSG16078.3.p1, OFUSG16078.4.p1, OFUSG16078.1.p1, OFUSG16078.2.p1	APOSC_10006
OG0000529	OFUSG07078.1.p1, OFUSG07078.2.p1	APOSC_19112, APOSC_19113, APOSC_19111
OG0000529	OFUSG23321.1.p1	APOSC_23098
OG0000530	OFUSG26322.2.p1, OFUSG26322.4.p1, OFUSG26322.3.p1, OFUSG26322.5.p1, OFUSG26322.1.p1	APOSC_02543, APOSC_02542, APOSC_23277
OG0000532	OFUSG09491.1.p1, OFUSG19634.1.p1, OFUSG11199.1.p1, OFUSG21702.1.p1	APOSC_22447, APOSC_22554, APOSC_21968, APOSC_00030, APOSC_23439, APOSC_03161, APOSC_27092
OG0000533	OFUSG08695.1.p1	APOSC_09993, APOSC_09995, APOSC_16249, APOSC_21983
OG0000534	OFUSG16053.1.p1	APOSC_19109, APOSC_19108, APOSC_19110
OG0000534	OFUSG10814.1.p1, OFUSG23901.1.p1	APOSC_25538, APOSC_15159
OG0000535	OFUSG08130.1.p1, OFUSG13128.1.p1	APOSC_23330, APOSC_01337, APOSC_21669, APOSC_19864, APOSC_19863, APOSC_26268, APOSC_12179
OG0000536	OFUSG19266.2.p1, OFUSG19266.1.p1	APOSC_04456, APOSC_07228, APOSC_07227, APOSC_02760
OG0000536	OFUSG14398.1.p1, OFUSG22584.1.p1, OFUSG22583.1.p1, OFUSG22581.1.p1, OFUSG22582.2.p1, OFUSG22582.1.p1, OFUSG22585.1.p1, OFUSG19810.1.p1, OFUSG14386.1.p1, OFUSG14397.1.p1, OFUSG14390.1.p1, OFUSG14399.1.p1, OFUSG14401.1.p1, OFUSG14400.1.p1	APOSC_19012, APOSC_04844
OG0000537	OFUSG10963.2.p1, OFUSG10963.1.p1, OFUSG10962.1.p1, OFUSG25896.1.p1, OFUSG25896.2.p1	APOSC_28746
OG0000537	OFUSG25897.1.p1	APOSC_14690
OG0000538	OFUSG16205.1.p1	APOSC_00020, APOSC_00021, APOSC_00019
OG0000542	OFUSG03514.1.p1	APOSC_25376
OG0000543	OFUSG26249.1.p1	APOSC_25818, APOSC_20674, APOSC_11188, APOSC_25817, APOSC_20212
OG0000545	OFUSG21600.1.p1	APOSC_27316
OG0000545	OFUSG25038.1.p1, OFUSG25038.2.p1, OFUSG25038.5.p1, OFUSG25038.3.p1, OFUSG25038.4.p1	APOSC_23063
OG0000546	OFUSG00613.1.p1	APOSC_09803
OG0000547	OFUSG18910.1.p1	APOSC_12378, APOSC_18819
OG0000547	OFUSG19406.1.p1	APOSC_18803, APOSC_18802
OG0000548	OFUSG06566.2.p1, OFUSG06566.1.p1	APOSC_19082
OG0000549	OFUSG22824.1.p1, OFUSG22825.1.p1	APOSC_08202, APOSC_11264, APOSC_04931, APOSC_21216, APOSC_12322, APOSC_09908
OG0000549	OFUSG14140.1.p1, OFUSG14143.1.p1	APOSC_27494
OG0000550	OFUSG15898.1.p1, OFUSG15895.1.p1, OFUSG15897.1.p1	APOSC_06504
OG0000550	OFUSG25622.2.p1, OFUSG25622.1.p1, OFUSG25622.3.p1, OFUSG25622.5.p1, OFUSG25622.4.p1	APOSC_26613
OG0000551	OFUSG04963.2.p1, OFUSG04963.1.p1	APOSC_25334
OG0000552	OFUSG04389.1.p1	APOSC_17802
OG0000552	OFUSG03850.1.p1	APOSC_24689
OG0000553	OFUSG08704.1.p1, OFUSG08704.2.p1	APOSC_24608
OG0000553	OFUSG10876.2.p1, OFUSG10876.1.p1, OFUSG10876.3.p1	APOSC_24201
OG0000554	OFUSG07941.2.p1, OFUSG07941.1.p1, OFUSG07941.5.p1, OFUSG07941.4.p1, OFUSG07941.3.p1	APOSC_16563
OG0000555	OFUSG08290.1.p1	APOSC_08337
OG0000555	OFUSG19051.1.p1	APOSC_04200
OG0000561	OFUSG11759.1.p1	APOSC_11810, APOSC_07680
OG0000562	OFUSG20041.1.p1, OFUSG20049.1.p1	APOSC_06195
OG0000562	OFUSG05389.1.p1	APOSC_20626
OG0000563	OFUSG15273.1.p1, OFUSG15272.1.p1	APOSC_16157
OG0000564	OFUSG11344.1.p1	APOSC_03259
OG0000565	OFUSG11829.1.p1, OFUSG18366.3.p1, OFUSG18366.1.p1, OFUSG18366.2.p1, OFUSG24327.1.p1, OFUSG01839.1.p1	APOSC_17072, APOSC_00334, APOSC_26203, APOSC_28466, APOSC_21207, APOSC_07361
OG0000566	OFUSG22659.1.p1	APOSC_15450
OG0000567	OFUSG06862.1.p1	APOSC_18883, APOSC_10800
OG0000567	OFUSG09646.1.p1	APOSC_03648
OG0000567	OFUSG13020.1.p1	APOSC_00240
OG0000569	OFUSG24688.1.p1, OFUSG06605.1.p1, OFUSG06604.1.p1	APOSC_02396, APOSC_00479, APOSC_17883, APOSC_19992, APOSC_19991, APOSC_15256
OG0000570	OFUSG06907.1.p1	APOSC_07873, APOSC_04408, APOSC_28456
OG0000570	OFUSG18154.1.p1, OFUSG18154.2.p1, OFUSG13511.1.p1, OFUSG13512.1.p1, OFUSG10732.1.p1, OFUSG10732.2.p1, OFUSG10733.1.p1, OFUSG26428.1.p1, OFUSG17115.1.p1	APOSC_22297
OG0000571	OFUSG26910.1.p1	APOSC_02965, APOSC_07922, APOSC_04593, APOSC_05422, APOSC_12702
OG0000572	OFUSG12111.3.p1, OFUSG12111.5.p1, OFUSG12111.1.p1, OFUSG12111.4.p1, OFUSG12111.2.p1	APOSC_00810
OG0000572	OFUSG20906.1.p1, OFUSG20906.2.p1	APOSC_09082
OG0000573	OFUSG23244.1.p1, OFUSG23244.2.p1	APOSC_00916
OG0000573	OFUSG09137.1.p1	APOSC_06381
OG0000574	OFUSG18200.1.p1	APOSC_08284
OG0000574	OFUSG10163.1.p1	APOSC_25605
OG0000574	OFUSG07751.1.p1, OFUSG07751.2.p1	APOSC_12973
OG0000575	OFUSG09886.2.p1, OFUSG09886.1.p1	APOSC_04878, APOSC_04901, APOSC_04877
OG0000576	OFUSG17044.1.p1	APOSC_14912, APOSC_14911
OG0000577	OFUSG03520.1.p1, OFUSG03522.1.p1, OFUSG03521.1.p1, OFUSG03519.1.p1	APOSC_05295, APOSC_10169, APOSC_05294, APOSC_21965, APOSC_21734, APOSC_15305, APOSC_01945, APOSC_01944
OG0000578	OFUSG11308.1.p1	APOSC_19019
OG0000579	OFUSG06590.1.p1	APOSC_16538
OG0000580	OFUSG00135.1.p1	APOSC_10764
OG0000581	OFUSG12368.1.p1	APOSC_25720
OG0000581	OFUSG25173.1.p1	APOSC_28928
OG0000582	OFUSG07318.2.p1, OFUSG07318.1.p1	APOSC_22258, APOSC_19007, APOSC_19006
OG0000585	OFUSG19304.1.p1	APOSC_02435
OG0000587	OFUSG26859.1.p1, OFUSG26859.2.p1	APOSC_07501
OG0000587	OFUSG11281.1.p1	APOSC_00084
OG0000588	OFUSG23263.1.p1, OFUSG23263.2.p1	APOSC_14978
OG0000588	OFUSG00278.1.p1	APOSC_23369
OG0000589	OFUSG08007.3.p1, OFUSG08007.4.p1, OFUSG08007.2.p1, OFUSG08007.1.p1	APOSC_07116, APOSC_07115, APOSC_01961
OG0000590	OFUSG24583.1.p1	APOSC_14417
OG0000590	OFUSG20344.1.p1	APOSC_05832
OG0000591	OFUSG18333.1.p1	APOSC_29125, APOSC_25553
OG0000591	OFUSG14784.1.p1	APOSC_18730
OG0000592	OFUSG07498.2.p1, OFUSG07498.3.p1, OFUSG07498.1.p1	APOSC_07367
OG0000592	OFUSG08220.1.p1, OFUSG08220.2.p1	APOSC_26247
OG0000593	OFUSG11138.1.p1	APOSC_19192
OG0000594	OFUSG06784.1.p1	APOSC_27194
OG0000596	OFUSG19257.1.p1, OFUSG14210.1.p1	APOSC_26682, APOSC_28214, APOSC_19952, APOSC_29167, APOSC_14150, APOSC_15531, APOSC_16391, APOSC_18786, APOSC_07967, APOSC_27159, APOSC_03166
OG0000597	OFUSG24146.1.p1, OFUSG24148.1.p1	APOSC_09238
OG0000600	OFUSG01055.1.p1	APOSC_25418, APOSC_09338
OG0000601	OFUSG23109.1.p1, OFUSG06003.1.p1	APOSC_28030, APOSC_28031
OG0000602	OFUSG14405.1.p1	APOSC_07302
OG0000602	OFUSG14404.1.p1	APOSC_16886
OG0000603	OFUSG11716.1.p1, OFUSG11716.2.p1	APOSC_11168
OG0000604	OFUSG21656.1.p1	APOSC_28543
OG0000604	OFUSG21649.1.p1	APOSC_28930, APOSC_08014, APOSC_08012
OG0000607	OFUSG00975.1.p1	APOSC_06777, APOSC_06776, APOSC_06774, APOSC_06778, APOSC_06775
OG0000608	OFUSG01950.1.p1	APOSC_28336, APOSC_00407, APOSC_19889, APOSC_04884
OG0000609	OFUSG21513.1.p1	APOSC_21629
OG0000609	OFUSG16039.1.p1	APOSC_15758
OG0000610	OFUSG20066.1.p1, OFUSG09506.1.p1	APOSC_23349, APOSC_23350
OG0000611	OFUSG02645.4.p1, OFUSG02645.1.p1, OFUSG02645.3.p1, OFUSG02645.2.p1, OFUSG02645.5.p1	APOSC_10183
OG0000611	OFUSG22888.1.p1	APOSC_21101
OG0000612	OFUSG06644.1.p1	APOSC_01590
OG0000612	OFUSG23094.1.p1	APOSC_11557
OG0000613	OFUSG08463.1.p1	APOSC_26003
OG0000614	OFUSG04886.1.p1	APOSC_01606, APOSC_01607
OG0000614	OFUSG25046.1.p1, OFUSG06189.1.p1, OFUSG21971.1.p1	APOSC_29108, APOSC_13391, APOSC_01420, APOSC_13390
OG0000615	OFUSG13992.1.p1, OFUSG13992.2.p1	APOSC_25509, APOSC_25510, APOSC_25508
OG0000617	OFUSG19377.1.p1	APOSC_07631
OG0000617	OFUSG06929.1.p1	APOSC_08051, APOSC_14759
OG0000618	OFUSG00935.1.p1	APOSC_23994
OG0000618	OFUSG13446.2.p1, OFUSG13446.1.p1	APOSC_06510
OG0000619	OFUSG13853.1.p1, OFUSG13853.2.p1	APOSC_06768
OG0000620	OFUSG26688.1.p1	APOSC_21800, APOSC_17833, APOSC_04120, APOSC_17659, APOSC_12726, APOSC_20629
OG0000621	OFUSG12004.1.p1	APOSC_18249, APOSC_27327, APOSC_21546, APOSC_03045, APOSC_25916, APOSC_08780
OG0000623	OFUSG17186.1.p1	APOSC_11408, APOSC_11407
OG0000623	OFUSG24609.2.p1, OFUSG24609.3.p1, OFUSG24609.1.p1	APOSC_25178, APOSC_25179, APOSC_28396
OG0000624	OFUSG24408.1.p1, OFUSG24408.2.p1	APOSC_18585, APOSC_18584, APOSC_27695, APOSC_23239, APOSC_12046
OG0000626	OFUSG21226.2.p1, OFUSG21226.4.p1, OFUSG21226.1.p1, OFUSG21226.3.p1, OFUSG21226.5.p1	APOSC_04996, APOSC_04997
OG0000627	OFUSG09840.4.p1, OFUSG09840.2.p1, OFUSG09840.3.p1, OFUSG09840.5.p1, OFUSG09840.1.p1	APOSC_21489
OG0000628	OFUSG00909.1.p1	APOSC_24447
OG0000628	OFUSG13391.1.p1	APOSC_27023, APOSC_27022
OG0000629	OFUSG07455.1.p1	APOSC_10100
OG0000629	OFUSG00777.1.p1	APOSC_17613
OG0000629	OFUSG01023.1.p1	APOSC_14556
OG0000633	OFUSG04705.1.p1, OFUSG17551.1.p1, OFUSG04706.1.p1, OFUSG04704.1.p1, OFUSG09107.1.p1, OFUSG03169.1.p1, OFUSG11302.1.p1, OFUSG24443.2.p1, OFUSG24443.1.p1, OFUSG08494.1.p1, OFUSG16667.1.p1, OFUSG02766.1.p1, OFUSG14912.1.p1, OFUSG02763.1.p1, OFUSG02764.1.p1, OFUSG16666.2.p1, OFUSG16666.1.p1	APOSC_15409, APOSC_13368
OG0000635	OFUSG20393.1.p1, OFUSG20393.3.p1, OFUSG20393.2.p1, OFUSG20394.1.p1	APOSC_02843
OG0000635	OFUSG03398.2.p1, OFUSG03398.1.p1, OFUSG03399.1.p1, OFUSG03393.1.p1, OFUSG03395.1.p1, OFUSG03397.1.p1, OFUSG03390.1.p1, OFUSG03392.1.p1, OFUSG03392.2.p1, OFUSG23741.1.p1, OFUSG23735.1.p1, OFUSG09557.1.p1, OFUSG09558.1.p1, OFUSG04843.1.p1, OFUSG01426.1.p1, OFUSG09659.1.p1	APOSC_15936, APOSC_06479, APOSC_28121
OG0000636	OFUSG19283.1.p1	APOSC_09371
OG0000637	OFUSG19806.1.p1	APOSC_21463
OG0000637	OFUSG21914.1.p1	APOSC_04395
OG0000638	OFUSG00868.2.p1, OFUSG00868.1.p1	APOSC_28236, APOSC_03520, APOSC_16392, APOSC_23933, APOSC_00784
OG0000639	OFUSG09740.1.p1	APOSC_28763
OG0000639	OFUSG05397.1.p1	APOSC_01472
OG0000642	OFUSG10098.1.p1, OFUSG10098.2.p1	APOSC_28101, APOSC_19716, APOSC_19520, APOSC_21780, APOSC_15545
OG0000643	OFUSG24224.2.p1, OFUSG24224.4.p1, OFUSG24224.1.p1, OFUSG24224.3.p1, OFUSG24224.5.p1	APOSC_16933
OG0000644	OFUSG11814.1.p1, OFUSG06650.1.p1	APOSC_20543
OG0000644	OFUSG09047.1.p1	APOSC_10834
OG0000645	OFUSG05054.1.p1	APOSC_03352
OG0000645	OFUSG04671.1.p1	APOSC_00638
OG0000646	OFUSG17652.1.p1	APOSC_25529
OG0000646	OFUSG20855.1.p1	APOSC_19310
OG0000647	OFUSG06535.1.p1, OFUSG06075.1.p1	APOSC_09611
OG0000648	OFUSG23086.1.p1	APOSC_03595, APOSC_17710, APOSC_17709
OG0000648	OFUSG23087.1.p1	APOSC_08045
OG0000649	OFUSG16766.1.p1, OFUSG07315.1.p1, OFUSG07687.1.p1, OFUSG07537.1.p1, OFUSG03255.1.p1, OFUSG11210.1.p1	APOSC_23750, APOSC_19161
OG0000650	OFUSG04430.1.p1	APOSC_03429
OG0000650	OFUSG18209.1.p1	APOSC_08658
OG0000651	OFUSG13240.2.p1, OFUSG13240.3.p1, OFUSG13240.1.p1	APOSC_26297
OG0000652	OFUSG06175.2.p1, OFUSG06175.1.p1	APOSC_19589, APOSC_04833, APOSC_19592
OG0000652	OFUSG13483.3.p1, OFUSG13483.2.p1, OFUSG13483.1.p1	APOSC_19590
OG0000654	OFUSG04714.1.p1	APOSC_25621
OG0000657	OFUSG00339.1.p1	APOSC_07236
OG0000659	OFUSG13991.1.p1	APOSC_00264
OG0000660	OFUSG16300.1.p1	APOSC_26737
OG0000660	OFUSG00254.1.p1	APOSC_25408
OG0000662	OFUSG19351.1.p1	APOSC_10023, APOSC_20576
OG0000662	OFUSG11101.1.p1	APOSC_08470, APOSC_08472
OG0000663	OFUSG26455.1.p1	APOSC_03380
OG0000664	OFUSG06083.1.p1	APOSC_19666
OG0000664	OFUSG16644.1.p1	APOSC_04413
OG0000665	OFUSG09816.3.p1, OFUSG09816.1.p1, OFUSG09816.2.p1	APOSC_04140, APOSC_09869, APOSC_06912
OG0000666	OFUSG06195.2.p1, OFUSG06195.1.p1, OFUSG06195.3.p1, OFUSG06195.5.p1, OFUSG06195.4.p1	APOSC_14812, APOSC_14811, APOSC_14810, APOSC_14813
OG0000667	OFUSG09757.2.p1, OFUSG09757.1.p1	APOSC_28178
OG0000670	OFUSG24801.2.p1, OFUSG24801.1.p1, OFUSG24764.1.p1, OFUSG24763.1.p1	APOSC_25403, APOSC_25404
OG0000671	OFUSG24508.1.p1, OFUSG24509.2.p1, OFUSG24509.1.p1	APOSC_09469
OG0000671	OFUSG16516.2.p1, OFUSG16516.1.p1, OFUSG04636.1.p1	APOSC_15536, APOSC_24637
OG0000672	OFUSG14378.5.p1, OFUSG14378.3.p1, OFUSG14378.2.p1, OFUSG14378.1.p1, OFUSG14378.4.p1	APOSC_13094, APOSC_20369, APOSC_17793, APOSC_27234, APOSC_11490
OG0000672	OFUSG12085.1.p1	APOSC_05056
OG0000674	OFUSG08473.1.p1	APOSC_02855, APOSC_02854
OG0000674	OFUSG07969.1.p1	APOSC_00193
OG0000675	OFUSG03298.1.p1, OFUSG05752.2.p1, OFUSG05752.4.p1, OFUSG05753.1.p1, OFUSG05752.1.p1, OFUSG05752.3.p1, OFUSG01054.1.p1, OFUSG00991.1.p1	APOSC_16152, APOSC_17252, APOSC_23052, APOSC_13598, APOSC_13599, APOSC_20865, APOSC_20866, APOSC_20864, APOSC_10999, APOSC_09656, APOSC_09655, APOSC_18808, APOSC_14272, APOSC_13707
OG0000676	OFUSG21048.1.p1	APOSC_12565
OG0000676	OFUSG14430.1.p1	APOSC_24592
