Orthogroup	OWEFU	BRALA
OG0000718	OFUSG19609.1.p1, OFUSG19609.2.p1	BRALA29518
OG0000720	OFUSG24445.4.p1, OFUSG24445.2.p1, OFUSG24445.3.p1, OFUSG24445.5.p1, OFUSG24445.1.p1	BRALA08022
OG0000721	OFUSG22702.2.p1, OFUSG22702.1.p1	BRALA14964
OG0000722	OFUSG11385.1.p1	BRALA24668, BRALA24667
OG0000723	OFUSG21286.1.p1	BRALA34283
OG0000725	OFUSG07689.1.p1	BRALA28873, BRALA33948
OG0000725	OFUSG07873.1.p1	BRALA35334
OG0000726	OFUSG16555.1.p1	BRALA09055
OG0000727	OFUSG06284.1.p1, OFUSG24248.1.p1, OFUSG24249.1.p1	BRALA25698
OG0000728	OFUSG12418.1.p1	BRALA09949
OG0000730	OFUSG15932.1.p1, OFUSG20088.1.p1	BRALA23680
OG0000730	OFUSG17597.1.p1	BRALA01178
OG0000730	OFUSG16513.1.p1	BRALA23679
OG0000732	OFUSG24914.1.p1	BRALA05974
OG0000732	OFUSG26355.1.p1, OFUSG26355.2.p1	BRALA01121
OG0000733	OFUSG22012.1.p1	BRALA13293
OG0000733	OFUSG11826.1.p1	BRALA13301
OG0000734	OFUSG08307.1.p1	BRALA10056
OG0000735	OFUSG16966.1.p1, OFUSG16966.2.p1	BRALA12877
OG0000736	OFUSG17139.1.p1, OFUSG17140.1.p1, OFUSG21337.1.p1	BRALA00292
OG0000737	OFUSG06204.2.p1, OFUSG06204.1.p1	BRALA24490
OG0000739	OFUSG23775.1.p1	BRALA28504, BRALA32114, BRALA34140, BRALA19169, BRALA21299, BRALA16156, BRALA25772, BRALA30984, BRALA33426, BRALA11608, BRALA07810, BRALA31626, BRALA07887, BRALA06841, BRALA14312, BRALA05588, BRALA31275, BRALA18175, BRALA11192, BRALA34375, BRALA04127, BRALA21544, BRALA10965, BRALA32230, BRALA19778, BRALA02618, BRALA27014, BRALA02146, BRALA19170, BRALA28651, BRALA31066, BRALA21394, BRALA27920, BRALA05587, BRALA23333, BRALA21251, BRALA20934, BRALA16036, BRALA25975, BRALA02145, BRALA16155, BRALA25164, BRALA30474, BRALA29925, BRALA28769, BRALA16753, BRALA21356, BRALA29604
OG0000740	OFUSG16696.1.p1	BRALA07389
OG0000740	OFUSG11518.1.p1	BRALA21585
OG0000741	OFUSG20104.1.p1	BRALA33045
OG0000742	OFUSG02413.1.p1, OFUSG20695.1.p1, OFUSG11402.1.p1, OFUSG20952.1.p1	BRALA00941, BRALA00779, BRALA34671, BRALA00781, BRALA00894, BRALA01300, BRALA00780, BRALA04865, BRALA04866, BRALA17048, BRALA01585, BRALA24217, BRALA10593, BRALA01301, BRALA07187, BRALA11034, BRALA00944, BRALA17047, BRALA01299, BRALA01296, BRALA00942, BRALA00939, BRALA00940, BRALA00943, BRALA00938, BRALA17039, BRALA07567, BRALA01586, BRALA10119, BRALA11388, BRALA23693, BRALA14845
OG0000743	OFUSG10970.2.p1, OFUSG10970.1.p1, OFUSG10542.1.p1	BRALA06285
OG0000743	OFUSG10972.1.p1	BRALA06284
OG0000744	OFUSG23163.1.p1	BRALA03822, BRALA06789, BRALA03324
OG0000745	OFUSG21266.1.p1, OFUSG06279.1.p1	BRALA10823
OG0000745	OFUSG03164.1.p1	BRALA06045
OG0000746	OFUSG12473.1.p1, OFUSG12474.1.p1, OFUSG16020.1.p1, OFUSG16019.1.p1, OFUSG16018.1.p1, OFUSG16127.1.p1, OFUSG07704.1.p1	BRALA16242, BRALA16245, BRALA16244, BRALA16243, BRALA16241
OG0000748	OFUSG23274.1.p1	BRALA10606
OG0000749	OFUSG11790.1.p1	BRALA28914
OG0000750	OFUSG12214.1.p1	BRALA14527
OG0000750	OFUSG18554.1.p1, OFUSG18074.1.p1	BRALA15208, BRALA27083, BRALA15212
OG0000751	OFUSG16377.1.p1, OFUSG16377.2.p1	BRALA07411
OG0000752	OFUSG06577.1.p1	BRALA11552
OG0000752	OFUSG01816.1.p1	BRALA28831
OG0000752	OFUSG23281.1.p1	BRALA05171
OG0000753	OFUSG03990.1.p1	BRALA27046
OG0000753	OFUSG09322.2.p1, OFUSG09322.1.p1	BRALA21594
OG0000754	OFUSG23658.1.p1	BRALA16625, BRALA28897, BRALA12535, BRALA09046, BRALA06675
OG0000755	OFUSG22904.1.p1	BRALA12515
OG0000756	OFUSG25507.1.p1, OFUSG07827.1.p1	BRALA00348
OG0000757	OFUSG15507.1.p1	BRALA34310
OG0000758	OFUSG26565.1.p1	BRALA13715
OG0000759	OFUSG04506.3.p1, OFUSG04506.2.p1, OFUSG04506.5.p1, OFUSG04506.4.p1, OFUSG04506.1.p1	BRALA30577
OG0000760	OFUSG06964.1.p1	BRALA20315
OG0000761	OFUSG08030.3.p1, OFUSG08030.1.p1, OFUSG08030.2.p1	BRALA23656
OG0000763	OFUSG00086.1.p1, OFUSG08828.1.p1	BRALA13502
OG0000764	OFUSG08398.1.p1	BRALA10953, BRALA10954
OG0000765	OFUSG21598.1.p1, OFUSG21598.2.p1	BRALA25961
OG0000766	OFUSG19864.1.p1	BRALA15635
OG0000766	OFUSG25482.1.p1, OFUSG25482.4.p1, OFUSG25482.3.p1, OFUSG25482.2.p1	BRALA32820, BRALA18201
OG0000767	OFUSG07632.1.p1, OFUSG11580.1.p1	BRALA12056, BRALA12057
OG0000768	OFUSG19400.2.p1, OFUSG19400.1.p1	BRALA25731
OG0000772	OFUSG02068.1.p1	BRALA03708
OG0000772	OFUSG05265.1.p1	BRALA34004, BRALA16613, BRALA03331
OG0000773	OFUSG14919.1.p1	BRALA03780, BRALA03779, BRALA03666
OG0000773	OFUSG19252.1.p1	BRALA00878
OG0000773	OFUSG05570.1.p1, OFUSG05571.1.p1, OFUSG19253.1.p1	BRALA22192
OG0000774	OFUSG18867.1.p1	BRALA12795
OG0000776	OFUSG17361.1.p1, OFUSG17361.2.p1, OFUSG17632.1.p1	BRALA29299, BRALA14518, BRALA14519, BRALA14092, BRALA29300
OG0000777	OFUSG10266.1.p1, OFUSG10130.1.p1, OFUSG10317.1.p1, OFUSG10318.1.p1	BRALA06536
OG0000778	OFUSG11453.1.p1	BRALA20992, BRALA09413, BRALA00256, BRALA00257, BRALA00259
OG0000778	OFUSG12710.1.p1	BRALA05457
OG0000779	OFUSG07668.1.p1	BRALA02587
OG0000779	OFUSG25635.2.p1, OFUSG25635.1.p1	BRALA01807
OG0000780	OFUSG16803.1.p1	BRALA21364
OG0000780	OFUSG12906.1.p1	BRALA00744
OG0000781	OFUSG00283.1.p1, OFUSG00284.1.p1, OFUSG01008.1.p1	BRALA05140, BRALA12327, BRALA12336
OG0000782	OFUSG08693.1.p1	BRALA18203
OG0000783	OFUSG11333.1.p1	BRALA05327, BRALA21547, BRALA20580, BRALA07693, BRALA12297, BRALA21197, BRALA01926, BRALA32173, BRALA06677, BRALA01540, BRALA23271, BRALA10462, BRALA16786, BRALA11601, BRALA24574, BRALA30779, BRALA32529, BRALA00159, BRALA27843, BRALA01925, BRALA30778, BRALA18854, BRALA32528, BRALA16000, BRALA06287, BRALA14344, BRALA19146, BRALA26050, BRALA16001, BRALA26049, BRALA27740, BRALA34940
OG0000784	OFUSG06112.1.p1	BRALA17554, BRALA16289, BRALA22376, BRALA25588
OG0000786	OFUSG11819.1.p1	BRALA12027
OG0000787	OFUSG11014.1.p1	BRALA03891
OG0000788	OFUSG00699.1.p1	BRALA02413
OG0000788	OFUSG19658.1.p1	BRALA32315
OG0000789	OFUSG18594.1.p1, OFUSG24789.1.p1, OFUSG24792.1.p1, OFUSG01000.1.p1	BRALA24048, BRALA33484, BRALA31011, BRALA27209
OG0000790	OFUSG03971.1.p1	BRALA12652, BRALA25569, BRALA28594
OG0000791	OFUSG04398.4.p1, OFUSG04398.3.p1, OFUSG04398.2.p1, OFUSG04398.5.p1, OFUSG04398.1.p1	BRALA14451
OG0000792	OFUSG15258.2.p1, OFUSG15258.1.p1, OFUSG15258.3.p1	BRALA04034
OG0000792	OFUSG04365.1.p1	BRALA04682
OG0000792	OFUSG22559.1.p1	BRALA32297
OG0000793	OFUSG09289.1.p1	BRALA17595
OG0000794	OFUSG08224.1.p1, OFUSG08224.2.p1	BRALA27101, BRALA27102
OG0000795	OFUSG26685.1.p1, OFUSG23098.1.p1, OFUSG08900.1.p1, OFUSG06424.1.p1, OFUSG10160.1.p1, OFUSG00297.1.p1, OFUSG26040.1.p1, OFUSG09244.1.p1, OFUSG26041.1.p1, OFUSG06946.1.p1, OFUSG21508.1.p1, OFUSG02821.1.p1	BRALA22731
OG0000796	OFUSG14797.1.p1, OFUSG14797.2.p1, OFUSG14797.3.p1	BRALA13626
OG0000798	OFUSG02728.2.p1, OFUSG02728.5.p1, OFUSG02728.1.p1, OFUSG02728.3.p1, OFUSG02728.4.p1	BRALA22751
OG0000799	OFUSG06054.2.p1, OFUSG06054.1.p1, OFUSG06052.2.p1, OFUSG06052.1.p1	BRALA07756
OG0000802	OFUSG21207.1.p1	BRALA01136, BRALA01137, BRALA01138
OG0000803	OFUSG07577.1.p1	BRALA32963, BRALA35065, BRALA07561
OG0000803	OFUSG07578.2.p1, OFUSG07578.4.p1, OFUSG07578.1.p1, OFUSG07578.3.p1	BRALA35038, BRALA35572, BRALA32962
OG0000809	OFUSG17351.1.p1, OFUSG17351.2.p1	BRALA05348
OG0000810	OFUSG13316.1.p1	BRALA00801
OG0000810	OFUSG25434.3.p1, OFUSG25434.2.p1, OFUSG25434.1.p1	BRALA10599
OG0000812	OFUSG20097.1.p1	BRALA12455
OG0000812	OFUSG16288.1.p2, OFUSG26263.2.p2, OFUSG08214.1.p2	BRALA34233, BRALA02243
OG0000812	OFUSG00290.1.p1, OFUSG01508.1.p2	BRALA34685, BRALA13930, BRALA29641, BRALA03892, BRALA27114, BRALA31846, BRALA29017, BRALA35871, BRALA26285, BRALA28307, BRALA03896, BRALA15535, BRALA35348
OG0000813	OFUSG10956.1.p1	BRALA03660
OG0000814	OFUSG16546.1.p1	BRALA04143
OG0000814	OFUSG25287.1.p1, OFUSG25288.1.p1, OFUSG25696.1.p1, OFUSG25695.1.p1	BRALA13770, BRALA03045
OG0000815	OFUSG24917.1.p1	BRALA11706
OG0000815	OFUSG04646.2.p1, OFUSG04646.1.p1	BRALA04544
OG0000816	OFUSG12543.1.p1	BRALA20882
OG0000816	OFUSG10926.1.p1	BRALA03932
OG0000817	OFUSG23697.1.p1	BRALA00540
OG0000817	OFUSG18100.1.p1	BRALA03663
OG0000817	OFUSG04259.1.p1	BRALA17018
OG0000818	OFUSG10058.1.p1, OFUSG10058.3.p1, OFUSG10058.2.p1	BRALA13068
OG0000819	OFUSG25384.2.p1, OFUSG25384.1.p1	BRALA07697
OG0000819	OFUSG22242.1.p1	BRALA14959
OG0000819	OFUSG22325.2.p1, OFUSG22325.1.p1	BRALA34137
OG0000822	OFUSG12185.1.p1	BRALA08819, BRALA08822, BRALA08830
OG0000822	OFUSG07627.1.p1, OFUSG07627.3.p1, OFUSG07627.2.p1	BRALA23399, BRALA23400
OG0000823	OFUSG25821.1.p1, OFUSG25821.2.p1	BRALA10824
OG0000824	OFUSG02604.1.p1, OFUSG23186.1.p1, OFUSG03277.1.p1, OFUSG02456.2.p1, OFUSG02456.1.p1, OFUSG02606.1.p1, OFUSG02605.1.p1, OFUSG02629.1.p1, OFUSG02606.2.p1, OFUSG02606.4.p1, OFUSG02606.3.p1, OFUSG02631.1.p1, OFUSG02631.2.p1	BRALA12514
OG0000825	OFUSG03447.3.p1, OFUSG03447.2.p1, OFUSG03447.1.p1	BRALA11858
OG0000825	OFUSG19469.1.p1	BRALA13831, BRALA13832, BRALA13834, BRALA13833
OG0000826	OFUSG20773.1.p1, OFUSG20775.1.p1	BRALA19087
OG0000827	OFUSG09504.1.p1, OFUSG08806.1.p1	BRALA14647
OG0000827	OFUSG12430.2.p1, OFUSG12430.1.p1	BRALA16833, BRALA30597
OG0000827	OFUSG20387.1.p1	BRALA00958
OG0000828	OFUSG16610.1.p1	BRALA04441
OG0000828	OFUSG14927.1.p1	BRALA34346
OG0000829	OFUSG05943.1.p1	BRALA16337, BRALA16336, BRALA16335
OG0000832	OFUSG10360.1.p1	BRALA24388, BRALA08098, BRALA08100, BRALA04511, BRALA15197, BRALA18694
OG0000833	OFUSG12738.1.p1	BRALA05134
OG0000834	OFUSG04057.5.p1, OFUSG04057.2.p1, OFUSG04057.3.p1, OFUSG04057.1.p1, OFUSG04057.4.p1	BRALA06902
OG0000836	OFUSG11517.1.p1	BRALA04434
OG0000836	OFUSG04483.1.p1	BRALA01673, BRALA04302, BRALA08044, BRALA08045
OG0000837	OFUSG01836.1.p1	BRALA14733
OG0000838	OFUSG07503.1.p1	BRALA23852, BRALA23853
OG0000841	OFUSG20856.1.p1, OFUSG20856.4.p1, OFUSG20856.2.p1, OFUSG20856.3.p1	BRALA03274
OG0000842	OFUSG17660.1.p1	BRALA00081
OG0000845	OFUSG00051.1.p1	BRALA12426
OG0000845	OFUSG00112.1.p1	BRALA12338
OG0000847	OFUSG15294.1.p1	BRALA27576
OG0000847	OFUSG24225.1.p1, OFUSG24225.2.p1	BRALA19376
OG0000848	OFUSG02732.1.p1	BRALA26804
OG0000849	OFUSG09067.1.p1	BRALA35105
OG0000850	OFUSG12712.1.p1	BRALA22071, BRALA00654
OG0000850	OFUSG06085.1.p1	BRALA25841
OG0000851	OFUSG02239.1.p1, OFUSG02239.2.p1	BRALA11776
OG0000852	OFUSG09153.1.p1, OFUSG09153.2.p1	BRALA26844
OG0000852	OFUSG04815.3.p1, OFUSG04815.2.p1, OFUSG04815.1.p1	BRALA03113
OG0000853	OFUSG07722.2.p1, OFUSG07722.1.p1, OFUSG07722.4.p1, OFUSG07722.3.p1	BRALA00419
OG0000854	OFUSG16270.1.p1	BRALA04070, BRALA04062, BRALA05362, BRALA04082, BRALA04079, BRALA04080, BRALA04077, BRALA31873, BRALA04085, BRALA04078, BRALA04081, BRALA04086, BRALA32502, BRALA30946, BRALA02693, BRALA04072, BRALA24084, BRALA32243, BRALA02692, BRALA02694, BRALA32242, BRALA18948
OG0000854	OFUSG19946.1.p1	BRALA04076
OG0000855	OFUSG08911.2.p1, OFUSG08911.1.p1	BRALA11989
OG0000855	OFUSG14975.1.p1, OFUSG14975.2.p1	BRALA11988, BRALA11992
OG0000856	OFUSG19294.1.p1, OFUSG19295.1.p1	BRALA04525
OG0000856	OFUSG18678.1.p1	BRALA14253
OG0000857	OFUSG01227.1.p1	BRALA08900
OG0000858	OFUSG19534.1.p1, OFUSG19534.2.p1	BRALA12759
OG0000858	OFUSG18650.1.p1	BRALA20038
OG0000858	OFUSG19764.2.p1, OFUSG19764.1.p1	BRALA08811
OG0000859	OFUSG09251.1.p1	BRALA01935
OG0000860	OFUSG07489.1.p1, OFUSG07489.2.p1	BRALA18427
OG0000863	OFUSG16665.1.p1, OFUSG05886.1.p1	BRALA11555
OG0000863	OFUSG04268.1.p1, OFUSG04268.2.p1, OFUSG04258.1.p1, OFUSG17976.1.p1, OFUSG24572.1.p1, OFUSG19627.1.p1	BRALA26155
OG0000866	OFUSG24066.1.p1, OFUSG00680.1.p1, OFUSG05730.1.p1, OFUSG06216.1.p1, OFUSG17520.1.p1, OFUSG05526.1.p1, OFUSG14753.1.p1	BRALA14503, BRALA14497, BRALA18163, BRALA10542, BRALA09878, BRALA09877, BRALA09875, BRALA22729, BRALA04845
OG0000867	OFUSG06020.2.p1, OFUSG06020.1.p1, OFUSG06020.3.p1	BRALA24411, BRALA11145
OG0000868	OFUSG11760.1.p1	BRALA34175
OG0000869	OFUSG13203.1.p1, OFUSG01355.1.p1	BRALA33856
OG0000869	OFUSG16947.1.p1	BRALA00814, BRALA00815
OG0000870	OFUSG02115.1.p1	BRALA21184, BRALA21180, BRALA21179
OG0000870	OFUSG20438.1.p1	BRALA18901
OG0000871	OFUSG00730.1.p1	BRALA08980
OG0000871	OFUSG06537.1.p1	BRALA16416
OG0000872	OFUSG00869.2.p1, OFUSG00869.3.p1, OFUSG00869.5.p1, OFUSG00869.1.p1, OFUSG00869.4.p1	BRALA02222
OG0000873	OFUSG09849.1.p1	BRALA17119
OG0000874	OFUSG03220.1.p1	BRALA11822
OG0000875	OFUSG13364.1.p1	BRALA10301
OG0000875	OFUSG16237.1.p1	BRALA09033
OG0000876	OFUSG16334.1.p1	BRALA11284
OG0000877	OFUSG04094.1.p1, OFUSG04093.1.p1	BRALA03179
OG0000878	OFUSG01895.1.p1	BRALA02338
OG0000878	OFUSG01894.1.p1	BRALA02340
OG0000878	OFUSG16664.1.p1	BRALA04723
OG0000879	OFUSG04088.1.p1	BRALA20286, BRALA33717, BRALA33372, BRALA20287
OG0000881	OFUSG25601.3.p1, OFUSG25601.2.p1, OFUSG25601.4.p1, OFUSG25601.1.p1, OFUSG25601.5.p1	BRALA10038
OG0000881	OFUSG22311.1.p1	BRALA27657
OG0000882	OFUSG17466.4.p1, OFUSG17466.1.p1, OFUSG17466.3.p1, OFUSG17466.2.p1	BRALA21924
OG0000883	OFUSG14124.1.p1	BRALA07960, BRALA30741, BRALA32669, BRALA28827
OG0000885	OFUSG00673.1.p1	BRALA29005
OG0000887	OFUSG26529.1.p1, OFUSG26529.2.p1	BRALA10243
OG0000887	OFUSG16699.1.p1, OFUSG16699.2.p1	BRALA09188
OG0000888	OFUSG09295.1.p1	BRALA15051
OG0000888	OFUSG10796.1.p1	BRALA24377
OG0000889	OFUSG12102.1.p1	BRALA25124
OG0000890	OFUSG00815.1.p1	BRALA24385
OG0000891	OFUSG06268.1.p1	BRALA28367
OG0000893	OFUSG08896.1.p1, OFUSG08897.1.p1	BRALA25869, BRALA17380, BRALA24437
OG0000896	OFUSG13178.1.p1	BRALA17653
OG0000896	OFUSG11490.1.p1, OFUSG11490.3.p1, OFUSG11490.2.p1	BRALA22494
OG0000897	OFUSG18741.1.p1	BRALA28132
OG0000898	OFUSG21363.2.p1, OFUSG21363.1.p1	BRALA22391, BRALA22392, BRALA05142
OG0000904	OFUSG17921.1.p1	BRALA03360
OG0000905	OFUSG01251.1.p1	BRALA02403
OG0000906	OFUSG07758.1.p1	BRALA02532
OG0000906	OFUSG24653.1.p1	BRALA34275, BRALA35698, BRALA34042
OG0000906	OFUSG09788.1.p1	BRALA25104
OG0000907	OFUSG26462.1.p1	BRALA01339
OG0000908	OFUSG05748.2.p1, OFUSG05748.4.p1, OFUSG05748.1.p1, OFUSG05748.3.p1	BRALA30688
OG0000908	OFUSG01906.1.p1, OFUSG01905.1.p1	BRALA30545, BRALA13144
OG0000909	OFUSG00497.1.p1	BRALA24516
OG0000910	OFUSG01944.1.p1	BRALA00617
OG0000911	OFUSG23257.1.p1, OFUSG23257.2.p1	BRALA24856
OG0000911	OFUSG13934.1.p1	BRALA24857, BRALA35518, BRALA03108
OG0000912	OFUSG05604.1.p1	BRALA21702
OG0000912	OFUSG23879.1.p1	BRALA14998
OG0000913	OFUSG03065.4.p1, OFUSG03065.3.p1, OFUSG03065.1.p1, OFUSG03065.2.p1, OFUSG03065.5.p1	BRALA19448
OG0000915	OFUSG06406.1.p1, OFUSG06406.2.p1	BRALA15366
OG0000916	OFUSG23926.1.p1, OFUSG25063.1.p1, OFUSG05152.1.p1, OFUSG05152.2.p1	BRALA01182
OG0000918	OFUSG03708.1.p1, OFUSG03710.1.p1, OFUSG03709.1.p1, OFUSG03711.1.p1, OFUSG03317.1.p1, OFUSG03317.2.p1, OFUSG03736.1.p1, OFUSG17418.1.p1, OFUSG26868.2.p1, OFUSG26868.1.p1, OFUSG26330.1.p1, OFUSG18220.1.p1, OFUSG17807.1.p1	BRALA13882, BRALA07956, BRALA09221, BRALA20049, BRALA30470, BRALA09233, BRALA12596, BRALA12364, BRALA07642
OG0000921	OFUSG26697.1.p1	BRALA21805
OG0000923	OFUSG04091.1.p1	BRALA04563
OG0000923	OFUSG16107.1.p1	BRALA07148
OG0000924	OFUSG11554.1.p1	BRALA18657
OG0000924	OFUSG03114.1.p1, OFUSG02502.1.p1	BRALA13147
OG0000925	OFUSG21493.1.p1	BRALA25852
OG0000925	OFUSG25811.2.p1, OFUSG25811.1.p1	BRALA14244
OG0000926	OFUSG01340.1.p1, OFUSG20594.1.p1, OFUSG09241.1.p1	BRALA25512
OG0000926	OFUSG01342.1.p1, OFUSG01342.2.p1, OFUSG20595.2.p1, OFUSG20595.1.p1	BRALA29788
OG0000927	OFUSG26854.1.p1	BRALA33718, BRALA12131, BRALA12132, BRALA12133, BRALA10479, BRALA33997, BRALA16171
OG0000928	OFUSG08901.1.p1	BRALA14602
OG0000929	OFUSG01637.1.p1	BRALA27860
OG0000929	OFUSG01585.1.p1	BRALA27977
OG0000931	OFUSG05884.5.p1, OFUSG05884.3.p1, OFUSG05884.4.p1, OFUSG05884.2.p1, OFUSG05884.1.p1	BRALA30526
OG0000932	OFUSG22608.1.p1	BRALA23597
OG0000934	OFUSG01031.1.p1	BRALA15692
OG0000934	OFUSG08244.1.p1	BRALA23860
OG0000935	OFUSG16551.1.p1	BRALA20990
OG0000938	OFUSG24703.1.p1	BRALA00825, BRALA00820, BRALA00821, BRALA00822, BRALA00823, BRALA11718, BRALA00824
OG0000940	OFUSG14533.1.p1	BRALA20177
OG0000942	OFUSG01806.1.p1	BRALA16107, BRALA27955, BRALA27095, BRALA28044, BRALA32412
OG0000943	OFUSG10222.1.p1	BRALA03760, BRALA05220, BRALA00974
OG0000943	OFUSG24129.1.p1	BRALA26880
OG0000944	OFUSG02142.1.p1, OFUSG02142.4.p1, OFUSG02142.2.p1, OFUSG02142.3.p1	BRALA16973
OG0000945	OFUSG22805.2.p1, OFUSG22805.1.p1, OFUSG24268.1.p1	BRALA12545
OG0000946	OFUSG01913.2.p1, OFUSG01913.1.p1	BRALA02095, BRALA02094
OG0000946	OFUSG00637.1.p1	BRALA08784
OG0000947	OFUSG17100.1.p1	BRALA00543
OG0000949	OFUSG01898.1.p1, OFUSG21190.1.p1, OFUSG20002.1.p1	BRALA16910
OG0000951	OFUSG09305.1.p1	BRALA16820
OG0000951	OFUSG00739.1.p1, OFUSG00739.2.p1	BRALA33620
OG0000952	OFUSG02484.1.p1	BRALA08202
OG0000952	OFUSG02485.1.p1	BRALA08201
OG0000953	OFUSG13123.1.p1, OFUSG15200.1.p1, OFUSG23505.1.p1	BRALA06546, BRALA01379, BRALA01377, BRALA01378, BRALA09955, BRALA28717, BRALA21206, BRALA27297, BRALA18599
OG0000954	OFUSG16223.1.p1	BRALA34235, BRALA35344
OG0000954	OFUSG04263.1.p1	BRALA10453
OG0000955	OFUSG21035.1.p1	BRALA00782
OG0000955	OFUSG02908.1.p1	BRALA16596, BRALA22745
OG0000957	OFUSG09505.1.p1, OFUSG09505.2.p1	BRALA14646
OG0000958	OFUSG06196.1.p1, OFUSG06197.1.p1, OFUSG06896.1.p1	BRALA02128, BRALA02127, BRALA02129
OG0000960	OFUSG05056.1.p1	BRALA12453
OG0000963	OFUSG18073.1.p1	BRALA03591
OG0000963	OFUSG26256.1.p1	BRALA20733
OG0000964	OFUSG10365.1.p1, OFUSG20587.1.p1, OFUSG20586.1.p1, OFUSG20586.2.p1	BRALA08522, BRALA16405, BRALA13462, BRALA27147
OG0000965	OFUSG10177.1.p1	BRALA04013
OG0000965	OFUSG05283.1.p1	BRALA03357
OG0000966	OFUSG15060.2.p1, OFUSG15060.1.p1	BRALA30500
OG0000967	OFUSG03652.1.p1	BRALA11137
OG0000967	OFUSG18109.1.p1	BRALA03874
OG0000968	OFUSG01481.1.p1, OFUSG01481.2.p1, OFUSG01481.3.p1	BRALA14943
OG0000968	OFUSG15086.1.p1	BRALA24640
OG0000969	OFUSG16049.1.p1, OFUSG16049.2.p1	BRALA14830, BRALA07388, BRALA07383
OG0000970	OFUSG22192.2.p1, OFUSG22192.1.p1	BRALA07313, BRALA16492
OG0000970	OFUSG24111.1.p1	BRALA07314
OG0000971	OFUSG15923.1.p1	BRALA04897, BRALA04898, BRALA04899
OG0000971	OFUSG15922.1.p1, OFUSG15916.1.p1, OFUSG15886.1.p1, OFUSG15885.1.p1	BRALA04950, BRALA04896
OG0000971	OFUSG15894.2.p1, OFUSG15894.1.p1	BRALA04974, BRALA04973
OG0000972	OFUSG22451.1.p1	BRALA07302, BRALA07303
OG0000972	OFUSG10857.2.p1, OFUSG10857.1.p1	BRALA06799
OG0000974	OFUSG12017.1.p1	BRALA08524, BRALA00836
OG0000976	OFUSG19744.1.p1, OFUSG08682.1.p1, OFUSG19714.1.p1, OFUSG23174.1.p1, OFUSG23175.1.p1, OFUSG22926.1.p1, OFUSG22927.1.p1	BRALA11565, BRALA11563, BRALA11570, BRALA11571
OG0000977	OFUSG25208.1.p1	BRALA29523
OG0000977	OFUSG13628.1.p1	BRALA00637
OG0000977	OFUSG06856.1.p1, OFUSG16299.1.p1, OFUSG16299.2.p1	BRALA23676
OG0000978	OFUSG05262.1.p1	BRALA19988
OG0000979	OFUSG20447.2.p1, OFUSG20447.1.p1	BRALA11494, BRALA16484, BRALA16483, BRALA16486, BRALA12541, BRALA12544
OG0000980	OFUSG19445.1.p1, OFUSG12240.1.p1, OFUSG19444.1.p1, OFUSG25234.1.p1, OFUSG25237.1.p1, OFUSG26050.1.p1, OFUSG10361.1.p1	BRALA29035, BRALA24019, BRALA07024, BRALA30188, BRALA29034, BRALA29033, BRALA32980, BRALA09940
OG0000980	OFUSG12236.1.p1, OFUSG19448.1.p1	BRALA24020
OG0000980	OFUSG12239.1.p1	BRALA22378, BRALA07046
OG0000981	OFUSG25031.3.p1, OFUSG25031.2.p1, OFUSG25031.1.p1, OFUSG04727.1.p1	BRALA18588, BRALA00487, BRALA10700, BRALA10581, BRALA00620
OG0000981	OFUSG03861.1.p1	BRALA17579
OG0000982	OFUSG16732.3.p1, OFUSG16732.2.p1, OFUSG16732.1.p1, OFUSG16732.4.p1, OFUSG16732.5.p1	BRALA04219
OG0000984	OFUSG19991.1.p1	BRALA13541
OG0000984	OFUSG07902.1.p1	BRALA10027
OG0000985	OFUSG11040.1.p1	BRALA03927
OG0000986	OFUSG09980.1.p1	BRALA23940, BRALA06809
OG0000987	OFUSG21084.2.p1, OFUSG21084.1.p1	BRALA15995
OG0000988	OFUSG21531.1.p1	BRALA10034
OG0000992	OFUSG18155.1.p1, OFUSG18156.1.p1	BRALA13132
OG0000992	OFUSG06018.1.p1	BRALA29385
OG0000993	OFUSG07943.2.p1, OFUSG07943.1.p1, OFUSG16895.1.p1, OFUSG16895.2.p1	BRALA00562
OG0000994	OFUSG05737.1.p1	BRALA12870
OG0000994	OFUSG19359.1.p1	BRALA16394
OG0000995	OFUSG10864.1.p1, OFUSG10864.2.p1, OFUSG10864.3.p1	BRALA13943, BRALA13941
OG0000996	OFUSG14358.1.p1	BRALA14195
OG0000997	OFUSG03218.1.p1, OFUSG02205.1.p1	BRALA11907
OG0000998	OFUSG00656.2.p1, OFUSG00656.1.p1	BRALA34224
OG0000999	OFUSG00108.1.p1	BRALA08770
OG0001001	OFUSG14675.1.p1	BRALA14859
OG0001002	OFUSG15973.1.p1, OFUSG16764.2.p1, OFUSG16764.1.p1	BRALA17196, BRALA18350, BRALA01976
OG0001003	OFUSG24187.1.p1	BRALA07286
OG0001004	OFUSG26573.1.p1, OFUSG26573.2.p1	BRALA01185
OG0001005	OFUSG06280.1.p1	BRALA24042
OG0001006	OFUSG07003.3.p1, OFUSG07003.1.p1, OFUSG07003.2.p1	BRALA19471
OG0001006	OFUSG17480.1.p1	BRALA06003
OG0001007	OFUSG08050.1.p1, OFUSG08050.2.p1	BRALA19531
OG0001008	OFUSG01608.1.p1	BRALA24730
