Orthogroup	OWEFU	STRPU_ok
OG0000236	OFUSG22600.1.p1, OFUSG21168.1.p1, OFUSG10169.1.p1	STRPU_02487, STRPU_24369, STRPU_14010, STRPU_14013
OG0000238	OFUSG10164.1.p1	STRPU_00959, STRPU_08862
OG0000238	OFUSG20653.1.p1, OFUSG20654.1.p1, OFUSG20654.3.p1, OFUSG20654.2.p1, OFUSG20655.1.p1	STRPU_25261, STRPU_25260, STRPU_26157
OG0000238	OFUSG20552.1.p1	STRPU_24519
OG0000239	OFUSG11213.1.p1, OFUSG11213.2.p1	STRPU_20505
OG0000239	OFUSG16306.2.p1, OFUSG16306.1.p1	STRPU_01873, STRPU_25188
OG0000240	OFUSG25838.1.p1, OFUSG23383.1.p1, OFUSG01957.1.p1, OFUSG25513.1.p1, OFUSG13581.1.p1, OFUSG02370.1.p1, OFUSG00223.1.p1, OFUSG24220.1.p1, OFUSG20470.1.p1, OFUSG20471.1.p1, OFUSG13190.2.p1, OFUSG13190.1.p1, OFUSG22069.1.p1, OFUSG22658.1.p1	STRPU_02509, STRPU_02512, STRPU_15130, STRPU_15129, STRPU_02510, STRPU_15131, STRPU_02513
OG0000242	OFUSG00360.1.p1	STRPU_12016, STRPU_20158, STRPU_20161, STRPU_12217
OG0000242	OFUSG06127.1.p1	STRPU_22571
OG0000243	OFUSG07932.2.p1, OFUSG07932.1.p1, OFUSG24723.3.p1, OFUSG25474.1.p1, OFUSG03200.1.p1, OFUSG24650.1.p1, OFUSG21635.1.p1, OFUSG21634.1.p1, OFUSG21633.1.p1, OFUSG21632.1.p1, OFUSG06836.1.p1, OFUSG06840.1.p1, OFUSG20651.1.p1, OFUSG17735.1.p1, OFUSG24813.1.p1, OFUSG12689.1.p1, OFUSG06839.1.p1	STRPU_11928
OG0000243	OFUSG04612.3.p1, OFUSG04612.1.p1, OFUSG04612.2.p1, OFUSG26481.1.p1, OFUSG25161.1.p1	STRPU_09837
OG0000244	OFUSG06305.1.p1	STRPU_25421, STRPU_23304, STRPU_23303
OG0000244	OFUSG20331.1.p1	STRPU_25990
OG0000246	OFUSG24660.1.p1	STRPU_18045
OG0000246	OFUSG24208.1.p1	STRPU_07221, STRPU_13463, STRPU_08832, STRPU_13464, STRPU_13465
OG0000248	OFUSG01572.1.p1, OFUSG01572.2.p1	STRPU_23774, STRPU_23777, STRPU_23776, STRPU_23775, STRPU_23778, STRPU_23779
OG0000249	OFUSG20200.1.p1	STRPU_27055
OG0000251	OFUSG21204.1.p1	STRPU_10552
OG0000251	OFUSG04324.1.p1	STRPU_23433, STRPU_01004, STRPU_23432
OG0000251	OFUSG17263.1.p1, OFUSG17263.2.p1	STRPU_10551
OG0000251	OFUSG17516.2.p1, OFUSG17516.1.p1, OFUSG12437.1.p1, OFUSG11078.2.p1, OFUSG11078.1.p1	STRPU_10615, STRPU_10619
OG0000252	OFUSG09583.1.p1	STRPU_02979
OG0000252	OFUSG09573.1.p1	STRPU_02978
OG0000255	OFUSG12117.1.p1	STRPU_21343
OG0000255	OFUSG14942.1.p1, OFUSG14943.1.p2	STRPU_06497
OG0000255	OFUSG19653.1.p1, OFUSG19652.1.p1	STRPU_12446, STRPU_12447, STRPU_12953, STRPU_12950
OG0000256	OFUSG07066.1.p1	STRPU_19461
OG0000256	OFUSG09071.1.p1, OFUSG09064.1.p1	STRPU_14842, STRPU_26901, STRPU_26900, STRPU_26902, STRPU_27111, STRPU_26544
OG0000257	OFUSG08456.2.p1, OFUSG08456.1.p1	STRPU_27378
OG0000257	OFUSG11917.1.p1	STRPU_21726, STRPU_21661
OG0000258	OFUSG10276.3.p1, OFUSG10276.1.p1, OFUSG10276.2.p1, OFUSG10276.4.p1, OFUSG10276.5.p1	STRPU_08779, STRPU_08780
OG0000258	OFUSG06329.2.p1, OFUSG06329.4.p1, OFUSG06329.3.p1, OFUSG06329.1.p1	STRPU_22696
OG0000258	OFUSG11356.1.p1	STRPU_21352
OG0000260	OFUSG05664.1.p1	STRPU_22982
OG0000260	OFUSG19110.1.p1	STRPU_10375
OG0000261	OFUSG24610.1.p1, OFUSG24610.3.p1, OFUSG24610.5.p1, OFUSG24610.4.p1, OFUSG24610.2.p1	STRPU_06507
OG0000263	OFUSG08136.1.p1, OFUSG08137.1.p1, OFUSG22174.1.p1, OFUSG22172.1.p1, OFUSG22552.1.p1, OFUSG03459.1.p1, OFUSG03461.1.p1, OFUSG15990.2.p1, OFUSG15990.1.p1, OFUSG17641.1.p1, OFUSG00651.1.p1, OFUSG05400.1.p1, OFUSG13971.1.p1, OFUSG13972.1.p1	STRPU_11794, STRPU_11796, STRPU_24741, STRPU_11795, STRPU_25015, STRPU_10074, STRPU_10138, STRPU_05685, STRPU_04982, STRPU_11410, STRPU_05097, STRPU_05176, STRPU_05500, STRPU_05502, STRPU_05501, STRPU_05503, STRPU_04915, STRPU_05896
OG0000265	OFUSG07823.1.p1, OFUSG07823.4.p1, OFUSG07823.2.p1, OFUSG07823.3.p1, OFUSG07823.5.p1	STRPU_19907
OG0000265	OFUSG06040.2.p1, OFUSG06040.1.p1	STRPU_01912, STRPU_22756
OG0000268	OFUSG24272.1.p1	STRPU_01482, STRPU_13766
OG0000269	OFUSG26275.1.p1	STRPU_21980, STRPU_21982, STRPU_21981, STRPU_23724, STRPU_23726, STRPU_23727
OG0000270	OFUSG11800.2.p1, OFUSG11800.1.p1, OFUSG11800.3.p1	STRPU_21206
OG0000270	OFUSG25290.1.p1	STRPU_21835
OG0000270	OFUSG00966.2.p1, OFUSG00966.1.p1	STRPU_17089
OG0000270	OFUSG11670.1.p1	STRPU_21143
OG0000271	OFUSG04123.1.p1	STRPU_13269, STRPU_19512, STRPU_13270, STRPU_13735, STRPU_13553
OG0000272	OFUSG23401.1.p1	STRPU_24826
OG0000273	OFUSG12784.1.p1, OFUSG12784.2.p1, OFUSG23162.1.p1	STRPU_18566
OG0000273	OFUSG20891.1.p1	STRPU_08558
OG0000273	OFUSG15024.1.p1	STRPU_15406
OG0000273	OFUSG13439.1.p1	STRPU_24051, STRPU_02609, STRPU_24050, STRPU_02610
OG0000274	OFUSG14159.1.p1	STRPU_06824, STRPU_06548, STRPU_06547, STRPU_06530, STRPU_06569, STRPU_03139, STRPU_06064
OG0000275	OFUSG11238.4.p1, OFUSG11238.3.p1, OFUSG11238.1.p1, OFUSG11238.2.p1	STRPU_21415
OG0000275	OFUSG17982.2.p1, OFUSG17982.1.p1, OFUSG17982.5.p1, OFUSG17982.3.p1, OFUSG17982.4.p1	STRPU_04542, STRPU_04524
OG0000276	OFUSG22535.1.p1, OFUSG22533.1.p1, OFUSG22536.1.p1	STRPU_01913, STRPU_22757
OG0000276	OFUSG09383.1.p1, OFUSG20605.1.p1, OFUSG06573.1.p1	STRPU_24105, STRPU_24107, STRPU_24106, STRPU_24108
OG0000276	OFUSG26638.1.p1, OFUSG10380.1.p1	STRPU_04892
OG0000277	OFUSG15740.1.p1	STRPU_02244, STRPU_15555
OG0000277	OFUSG18419.1.p1	STRPU_04283
OG0000279	OFUSG19608.1.p1, OFUSG02335.1.p1	STRPU_06592, STRPU_06551
OG0000280	OFUSG09011.1.p1	STRPU_26995
OG0000280	OFUSG00468.1.p1	STRPU_01760, STRPU_18069
OG0000280	OFUSG07844.1.p1	STRPU_20400
OG0000280	OFUSG09120.2.p1, OFUSG09120.1.p1	STRPU_26641
OG0000281	OFUSG05124.2.p1, OFUSG05124.1.p1	STRPU_25743, STRPU_25744
OG0000281	OFUSG09791.3.p1, OFUSG09791.1.p1, OFUSG09791.2.p1	STRPU_04322, STRPU_04292
OG0000282	OFUSG05597.1.p1	STRPU_09980, STRPU_09957
OG0000282	OFUSG05560.1.p1	STRPU_09543
OG0000282	OFUSG18708.1.p1	STRPU_09417
OG0000284	OFUSG08095.1.p1	STRPU_21046, STRPU_21045, STRPU_20354
OG0000284	OFUSG26052.1.p1	STRPU_07330
OG0000284	OFUSG26476.1.p1	STRPU_18787
OG0000285	OFUSG04357.1.p1, OFUSG04356.1.p1, OFUSG02129.1.p1	STRPU_05159
OG0000285	OFUSG02910.1.p1	STRPU_05080, STRPU_05158, STRPU_04963, STRPU_05775, STRPU_05157, STRPU_05079
OG0000287	OFUSG26644.2.p1, OFUSG26644.1.p1, OFUSG26644.4.p1, OFUSG26644.3.p1	STRPU_06869, STRPU_24134, STRPU_24135, STRPU_24133, STRPU_19617, STRPU_19699
OG0000287	OFUSG26651.5.p1, OFUSG26651.1.p1, OFUSG26651.3.p1, OFUSG26651.2.p1, OFUSG26651.4.p1	STRPU_20022
OG0000288	OFUSG09324.1.p1, OFUSG20217.1.p1, OFUSG01800.1.p1, OFUSG05343.1.p1, OFUSG05343.2.p1, OFUSG05342.1.p1, OFUSG09607.1.p1, OFUSG09608.1.p1, OFUSG12769.1.p1, OFUSG21189.1.p1, OFUSG23699.1.p1	STRPU_24377
OG0000289	OFUSG17374.1.p1	STRPU_18786
OG0000289	OFUSG20928.1.p1	STRPU_18677
OG0000289	OFUSG07765.1.p1	STRPU_12560
OG0000289	OFUSG07764.1.p1, OFUSG07764.2.p1	STRPU_12562
OG0000295	OFUSG13611.2.p1, OFUSG13611.1.p1, OFUSG14167.2.p1, OFUSG14167.1.p1	STRPU_06225, STRPU_06205, STRPU_06691
OG0000295	OFUSG10003.1.p1, OFUSG10003.2.p1	STRPU_08402
OG0000296	OFUSG11601.1.p1	STRPU_21796
OG0000296	OFUSG26348.1.p1	STRPU_18285, STRPU_01171
OG0000296	OFUSG09253.1.p1	STRPU_26478, STRPU_26480, STRPU_26468, STRPU_26474, STRPU_26490, STRPU_26471
OG0000296	OFUSG04744.1.p1	STRPU_25535
OG0000297	OFUSG21181.1.p1	STRPU_13522, STRPU_19416, STRPU_06689, STRPU_08803, STRPU_11660, STRPU_02095, STRPU_09123, STRPU_08680
OG0000299	OFUSG23466.1.p1, OFUSG23466.2.p1, OFUSG23466.3.p1	STRPU_07501
OG0000300	OFUSG11268.1.p1	STRPU_10441, STRPU_11404
OG0000301	OFUSG18098.1.p1	STRPU_04444, STRPU_04445
OG0000301	OFUSG06788.1.p1, OFUSG06789.1.p1	STRPU_10372
OG0000302	OFUSG21272.1.p1, OFUSG21272.2.p1	STRPU_22541
OG0000302	OFUSG03253.1.p1	STRPU_04969, STRPU_05664, STRPU_13786, STRPU_05340, STRPU_05339
OG0000303	OFUSG01976.1.p1	STRPU_01752, STRPU_16777
OG0000305	OFUSG19461.1.p1	STRPU_23290
OG0000305	OFUSG10811.3.p1, OFUSG10811.1.p1, OFUSG10811.2.p1, OFUSG26317.1.p1	STRPU_21971
OG0000305	OFUSG13253.1.p1, OFUSG13253.2.p1	STRPU_22779, STRPU_01937
OG0000306	OFUSG11015.1.p1	STRPU_04181, STRPU_00072, STRPU_04180
OG0000307	OFUSG09551.1.p1, OFUSG17662.1.p1, OFUSG17663.1.p1	STRPU_22032
OG0000308	OFUSG10583.1.p1	STRPU_08810
OG0000308	OFUSG08393.1.p1	STRPU_25229
OG0000309	OFUSG05830.1.p1	STRPU_22639, STRPU_23489, STRPU_22638, STRPU_18593
OG0000310	OFUSG14762.1.p1, OFUSG14796.1.p1	STRPU_25769, STRPU_25768, STRPU_25786, STRPU_25767, STRPU_25785
OG0000310	OFUSG18181.1.p1	STRPU_08819, STRPU_08721, STRPU_01455, STRPU_19424, STRPU_19517
OG0000312	OFUSG09739.1.p1	STRPU_26934
OG0000312	OFUSG26916.1.p1, OFUSG22955.1.p1	STRPU_21396
OG0000312	OFUSG13897.1.p1	STRPU_06464
OG0000312	OFUSG02203.1.p1	STRPU_05481
OG0000313	OFUSG03227.1.p1	STRPU_05794
OG0000313	OFUSG21288.1.p1	STRPU_10597
OG0000313	OFUSG18908.1.p1, OFUSG18908.2.p1, OFUSG18908.3.p1	STRPU_23132
OG0000314	OFUSG21912.1.p1, OFUSG21912.2.p1	STRPU_21722, STRPU_21657
OG0000314	OFUSG06548.1.p1, OFUSG06548.2.p1, OFUSG11704.1.p1	STRPU_21176
OG0000314	OFUSG02701.1.p1	STRPU_05385
OG0000315	OFUSG16285.1.p1, OFUSG16285.2.p1	STRPU_00855, STRPU_14065
OG0000315	OFUSG06254.1.p1	STRPU_23166
OG0000316	OFUSG10765.1.p1	STRPU_04688
OG0000316	OFUSG09113.1.p1	STRPU_27381
OG0000316	OFUSG05708.1.p1	STRPU_10737, STRPU_01026, STRPU_23411, STRPU_23297
OG0000317	OFUSG16935.1.p1, OFUSG06026.1.p1	STRPU_25286
OG0000317	OFUSG16936.1.p1	STRPU_07276, STRPU_07292
OG0000319	OFUSG23476.1.p1, OFUSG23476.2.p1	STRPU_07205
OG0000319	OFUSG07183.1.p1, OFUSG07183.2.p1	STRPU_16775, STRPU_01745
OG0000320	OFUSG08776.1.p1	STRPU_27116
OG0000321	OFUSG23367.1.p1	STRPU_18694
OG0000321	OFUSG03674.1.p1	STRPU_05283
OG0000321	OFUSG26848.1.p1	STRPU_06234
OG0000322	OFUSG15037.1.p1	STRPU_04953, STRPU_04955, STRPU_05710, STRPU_18148, STRPU_05731, STRPU_07690
OG0000323	OFUSG15391.1.p1	STRPU_14332
OG0000323	OFUSG25439.1.p1	STRPU_16538, STRPU_16558
OG0000323	OFUSG12798.1.p1	STRPU_23717
OG0000324	OFUSG03538.1.p1, OFUSG18902.1.p1, OFUSG00672.1.p2	STRPU_15200, STRPU_18514, STRPU_24650, STRPU_15620, STRPU_23686, STRPU_15652, STRPU_02859, STRPU_16046, STRPU_16202, STRPU_18354, STRPU_10773, STRPU_16655, STRPU_03039, STRPU_17771, STRPU_16587, STRPU_01755, STRPU_26865, STRPU_11641, STRPU_22155, STRPU_14159, STRPU_16879, STRPU_12364, STRPU_03159, STRPU_17144, STRPU_11642, STRPU_03030, STRPU_16327, STRPU_26638, STRPU_16580, STRPU_04657, STRPU_16585, STRPU_15619, STRPU_03123, STRPU_24894, STRPU_16254, STRPU_25914, STRPU_17555, STRPU_01864
OG0000325	OFUSG11563.1.p1, OFUSG11563.2.p1	STRPU_02606, STRPU_24055, STRPU_24053, STRPU_24056, STRPU_02607, STRPU_24052, STRPU_02608, STRPU_24059, STRPU_02603
OG0000325	OFUSG16297.1.p1, OFUSG16296.1.p1, OFUSG04033.2.p1, OFUSG04033.1.p1	STRPU_19931, STRPU_02596, STRPU_19929, STRPU_19930, STRPU_02597, STRPU_02598
OG0000326	OFUSG15828.2.p1, OFUSG15828.1.p1	STRPU_10867, STRPU_10847
OG0000328	OFUSG05586.1.p1, OFUSG20539.4.p1, OFUSG20539.1.p1, OFUSG20539.5.p1, OFUSG20539.3.p1, OFUSG20539.2.p1	STRPU_00813, STRPU_25547
OG0000329	OFUSG24537.2.p1, OFUSG24537.1.p1	STRPU_24162
OG0000330	OFUSG20012.1.p1	STRPU_06826, STRPU_20452, STRPU_08264, STRPU_08262, STRPU_08269, STRPU_01103, STRPU_24195, STRPU_24194, STRPU_05779, STRPU_24124, STRPU_06559, STRPU_06540, STRPU_24117, STRPU_24113, STRPU_06557, STRPU_24121, STRPU_24092, STRPU_06558, STRPU_06541
OG0000333	OFUSG19866.1.p1	STRPU_19697, STRPU_19618
OG0000338	OFUSG24006.1.p1	STRPU_02251, STRPU_15548
OG0000338	OFUSG24008.1.p1, OFUSG24008.2.p1, OFUSG24008.3.p1	STRPU_15357
OG0000338	OFUSG22814.1.p1	STRPU_26051
OG0000339	OFUSG14716.1.p1	STRPU_17596, STRPU_17598, STRPU_17599, STRPU_09857, STRPU_25818, STRPU_25804, STRPU_25814, STRPU_25801, STRPU_14998, STRPU_25780, STRPU_08178, STRPU_25807, STRPU_25805, STRPU_25819, STRPU_25784, STRPU_25808, STRPU_25810, STRPU_25816, STRPU_25783
OG0000340	OFUSG24069.1.p1	STRPU_08524, STRPU_08246
OG0000341	OFUSG17166.3.p1, OFUSG17166.1.p1, OFUSG17166.2.p1, OFUSG17166.5.p1, OFUSG17166.4.p1	STRPU_07163
OG0000342	OFUSG03911.2.p1	STRPU_01174, STRPU_18281
OG0000343	OFUSG01032.2.p1, OFUSG01032.4.p1, OFUSG01032.3.p1, OFUSG01032.1.p1, OFUSG01032.5.p1	STRPU_17122, STRPU_17107
OG0000344	OFUSG15297.1.p1	STRPU_02479, STRPU_15100
OG0000345	OFUSG10856.2.p1, OFUSG10856.1.p1	STRPU_04681
OG0000345	OFUSG17887.1.p1, OFUSG17887.2.p1	STRPU_04121
OG0000347	OFUSG09161.1.p1, OFUSG21096.1.p1, OFUSG21148.1.p1, OFUSG09160.1.p1	STRPU_07760, STRPU_16618
OG0000347	OFUSG09144.1.p1	STRPU_05191
OG0000349	OFUSG03343.1.p1, OFUSG12561.1.p1, OFUSG03356.1.p1, OFUSG03354.1.p1	STRPU_12247, STRPU_11674, STRPU_11916, STRPU_12249, STRPU_24104, STRPU_12252, STRPU_12251, STRPU_12253, STRPU_11748, STRPU_11912, STRPU_11874, STRPU_11875, STRPU_11914, STRPU_11877, STRPU_11917, STRPU_11915, STRPU_11876, STRPU_11913, STRPU_12225, STRPU_12250, STRPU_07037, STRPU_07039, STRPU_24713, STRPU_01364, STRPU_01363, STRPU_11577
OG0000350	OFUSG23310.1.p1	STRPU_01096, STRPU_24203
OG0000350	OFUSG10344.1.p1	STRPU_04713
OG0000350	OFUSG12159.1.p1	STRPU_21631
OG0000351	OFUSG23215.1.p1, OFUSG09376.1.p1	STRPU_06617
OG0000352	OFUSG17642.2.p1, OFUSG17642.3.p1, OFUSG17642.1.p1	STRPU_18690
OG0000352	OFUSG25663.1.p1	STRPU_16144, STRPU_16137
OG0000352	OFUSG25409.1.p1	STRPU_07149
OG0000352	OFUSG09355.1.p1	STRPU_16650, STRPU_16649
OG0000353	OFUSG10063.3.p1, OFUSG10063.5.p1, OFUSG10063.1.p1, OFUSG10063.2.p1, OFUSG10063.4.p1	STRPU_04265
OG0000355	OFUSG19986.1.p1	STRPU_03709, STRPU_16996, STRPU_24764, STRPU_13810, STRPU_15581, STRPU_07665
OG0000356	OFUSG07190.1.p1, OFUSG07191.1.p1	STRPU_22510
OG0000356	OFUSG18095.2.p1, OFUSG18095.1.p1	STRPU_04112
OG0000357	OFUSG22195.1.p1	STRPU_14591
OG0000357	OFUSG06172.1.p1	STRPU_23598
OG0000358	OFUSG00333.1.p1	STRPU_12011
OG0000358	OFUSG01349.1.p1	STRPU_12205
OG0000358	OFUSG00120.2.p1, OFUSG00120.1.p1	STRPU_11811
OG0000358	OFUSG24794.1.p1	STRPU_06142
OG0000359	OFUSG10615.1.p1	STRPU_09098, STRPU_02069
OG0000359	OFUSG11235.1.p1, OFUSG22159.1.p1, OFUSG14850.1.p1	STRPU_14383
OG0000360	OFUSG09916.1.p1	STRPU_16620
OG0000360	OFUSG03373.2.p1, OFUSG03373.1.p1	STRPU_05700
OG0000360	OFUSG19256.2.p1, OFUSG19256.1.p1	STRPU_23802
OG0000363	OFUSG11269.1.p1	STRPU_20959
OG0000363	OFUSG22438.1.p1, OFUSG22436.1.p1	STRPU_22858, STRPU_22857
OG0000363	OFUSG14838.2.p1, OFUSG14843.1.p1, OFUSG14838.1.p1, OFUSG14847.1.p1	STRPU_14845, STRPU_14865
OG0000364	OFUSG17106.1.p1, OFUSG24727.1.p1, OFUSG20070.1.p1, OFUSG24726.2.p1, OFUSG24726.1.p1, OFUSG24725.1.p1, OFUSG20071.1.p1, OFUSG20071.2.p1	STRPU_24813, STRPU_24695, STRPU_12300, STRPU_23213, STRPU_23224, STRPU_24852, STRPU_22921
OG0000365	OFUSG08238.3.p1, OFUSG08238.1.p1, OFUSG08238.2.p1, OFUSG17927.1.p1, OFUSG17929.1.p1	STRPU_19090
OG0000365	OFUSG01612.1.p1	STRPU_17253, STRPU_17254
OG0000367	OFUSG06474.2.p1, OFUSG06474.1.p1	STRPU_22294
OG0000367	OFUSG17028.4.p1, OFUSG17028.3.p1, OFUSG17028.1.p1, OFUSG17028.5.p1, OFUSG17028.2.p1, OFUSG17029.1.p1	STRPU_24010
OG0000370	OFUSG23395.1.p1	STRPU_21267, STRPU_21264
OG0000371	OFUSG16276.1.p1, OFUSG18719.1.p1	STRPU_23761, STRPU_23760
OG0000371	OFUSG06880.1.p1	STRPU_23763
OG0000371	OFUSG13355.2.p1, OFUSG13355.1.p1	STRPU_23766, STRPU_23764
OG0000372	OFUSG09903.2.p1, OFUSG09903.3.p1, OFUSG09903.1.p1	STRPU_16741, STRPU_01713
OG0000372	OFUSG03577.1.p1	STRPU_05141, STRPU_05066
OG0000372	OFUSG07884.1.p1	STRPU_15694
OG0000373	OFUSG15217.1.p1	STRPU_15389
OG0000373	OFUSG11653.1.p1	STRPU_20623
OG0000373	OFUSG11079.1.p1	STRPU_08202
OG0000374	OFUSG16329.2.p1, OFUSG16329.1.p1, OFUSG16331.1.p1	STRPU_24137
OG0000374	OFUSG18180.1.p1	STRPU_04885
OG0000374	OFUSG16332.2.p1, OFUSG16332.1.p1	STRPU_01884, STRPU_25198
OG0000375	OFUSG11128.1.p1	STRPU_08233
OG0000375	OFUSG21421.1.p1, OFUSG21421.5.p1, OFUSG21421.4.p1, OFUSG21421.3.p1, OFUSG21421.2.p1, OFUSG20210.1.p1, OFUSG15444.1.p1, OFUSG21420.1.p1, OFUSG17866.1.p1	STRPU_07156
OG0000378	OFUSG01141.1.p1	STRPU_18015
OG0000378	OFUSG09294.1.p1	STRPU_03384
OG0000379	OFUSG22135.1.p1	STRPU_14744
OG0000379	OFUSG07352.2.p1, OFUSG07352.1.p1, OFUSG10091.4.p1, OFUSG10091.3.p1, OFUSG10091.1.p1, OFUSG10091.2.p1, OFUSG10091.5.p1	STRPU_08185
OG0000379	OFUSG10015.1.p1	STRPU_08635
OG0000379	OFUSG13205.1.p1	STRPU_08073
OG0000381	OFUSG16747.1.p1, OFUSG19384.1.p1, OFUSG19384.2.p1	STRPU_22672, STRPU_21907
OG0000381	OFUSG23469.1.p1, OFUSG23469.2.p1, OFUSG01531.1.p1	STRPU_06706
OG0000382	OFUSG07013.1.p1, OFUSG07013.3.p1, OFUSG07013.2.p1	STRPU_19562
OG0000382	OFUSG18838.1.p1	STRPU_22986
OG0000384	OFUSG19133.1.p1, OFUSG19133.3.p1, OFUSG19133.2.p1	STRPU_09778
OG0000384	OFUSG17697.1.p1	STRPU_23403, STRPU_01036
OG0000384	OFUSG18533.1.p1	STRPU_04038
OG0000386	OFUSG06887.1.p1, OFUSG08954.1.p1	STRPU_12906
OG0000386	OFUSG02234.1.p1, OFUSG02235.1.p1, OFUSG02136.1.p1, OFUSG02455.1.p1, OFUSG03196.1.p1, OFUSG02857.1.p1, OFUSG10251.1.p1, OFUSG10249.1.p1, OFUSG10692.1.p1, OFUSG10695.1.p1, OFUSG10250.1.p1, OFUSG10252.1.p1, OFUSG10253.1.p1, OFUSG11922.1.p1, OFUSG11077.1.p1, OFUSG19964.1.p1	STRPU_00933, STRPU_08888, STRPU_13734, STRPU_00648, STRPU_23062, STRPU_22225, STRPU_06498, STRPU_14815
OG0000389	OFUSG10192.1.p1	STRPU_04611, STRPU_04125
OG0000390	OFUSG26232.1.p1, OFUSG21300.1.p1, OFUSG16037.2.p1, OFUSG16037.1.p1, OFUSG06288.1.p1	STRPU_14892, STRPU_15069, STRPU_15070, STRPU_15067, STRPU_15284, STRPU_14788, STRPU_18623, STRPU_08567, STRPU_08568, STRPU_14895, STRPU_14894, STRPU_14896
OG0000390	OFUSG22939.1.p1, OFUSG20343.1.p1, OFUSG18981.1.p1	STRPU_14919, STRPU_14923, STRPU_02974, STRPU_23877
OG0000392	OFUSG17685.2.p1, OFUSG17685.5.p1, OFUSG17685.1.p1, OFUSG17685.4.p1, OFUSG17685.3.p1	STRPU_19132
OG0000393	OFUSG05092.1.p1	STRPU_26326
OG0000394	OFUSG17608.1.p1, OFUSG17608.2.p1	STRPU_18120, STRPU_17674, STRPU_17679, STRPU_25320
OG0000395	OFUSG08567.1.p1	STRPU_01700, STRPU_02664
OG0000396	OFUSG25571.1.p1, OFUSG25571.2.p1, OFUSG25570.1.p1, OFUSG02648.2.p1, OFUSG02648.1.p1, OFUSG04244.1.p1, OFUSG18869.1.p1, OFUSG06354.2.p1, OFUSG06357.1.p1, OFUSG06354.1.p1	STRPU_20223, STRPU_19232, STRPU_19231, STRPU_20224, STRPU_06819
OG0000397	OFUSG03578.1.p1	STRPU_10143, STRPU_10081
OG0000399	OFUSG23662.1.p1	STRPU_07796
OG0000399	OFUSG15843.1.p1	STRPU_11457, STRPU_23097
OG0000400	OFUSG06218.1.p1	STRPU_18035
OG0000400	OFUSG11893.1.p1, OFUSG11892.1.p1, OFUSG11899.1.p1, OFUSG11875.1.p1, OFUSG01962.1.p1	STRPU_16345, STRPU_16374
OG0000401	OFUSG15951.1.p1	STRPU_14949, STRPU_14979, STRPU_13184
OG0000402	OFUSG05767.1.p1	STRPU_09420, STRPU_01539
OG0000402	OFUSG20342.1.p1	STRPU_26119, STRPU_26105, STRPU_26104, STRPU_26118
OG0000404	OFUSG13199.1.p1	STRPU_19097
OG0000404	OFUSG13385.1.p1	STRPU_18719
OG0000404	OFUSG13198.1.p1	STRPU_18842
OG0000405	OFUSG08998.1.p1	STRPU_27356
OG0000409	OFUSG06481.2.p1, OFUSG06481.1.p1	STRPU_22634, STRPU_22593
OG0000409	OFUSG19488.1.p1	STRPU_09794, STRPU_09789
OG0000411	OFUSG01804.1.p1	STRPU_16984
OG0000411	OFUSG07560.1.p1	STRPU_15941, STRPU_00503
OG0000412	OFUSG06277.1.p1, OFUSG06277.2.p1	STRPU_22647
OG0000412	OFUSG10577.1.p1	STRPU_04141
OG0000412	OFUSG08255.1.p1	STRPU_20062
OG0000413	OFUSG25104.1.p1	STRPU_21399
OG0000413	OFUSG14302.1.p1	STRPU_06626
OG0000415	OFUSG04873.1.p1, OFUSG04872.1.p1	STRPU_05911
OG0000415	OFUSG20239.2.p1, OFUSG20240.1.p1	STRPU_11556, STRPU_11555, STRPU_11557, STRPU_01253, STRPU_12042
OG0000417	OFUSG23035.1.p1	STRPU_09060, STRPU_24707, STRPU_12561, STRPU_19006, STRPU_24632, STRPU_24631, STRPU_24630, STRPU_24908
OG0000419	OFUSG07802.1.p1, OFUSG07802.3.p1, OFUSG07802.2.p1	STRPU_14681
OG0000420	OFUSG14138.1.p1	STRPU_23782
OG0000420	OFUSG18570.1.p1, OFUSG06710.1.p1	STRPU_10246, STRPU_10247, STRPU_10244
OG0000422	OFUSG13433.1.p1	STRPU_07102
OG0000424	OFUSG00190.1.p1	STRPU_11870
OG0000425	OFUSG11841.1.p1	STRPU_20951
OG0000425	OFUSG08712.1.p1	STRPU_20952, STRPU_02711
OG0000426	OFUSG19099.2.p1, OFUSG19099.1.p1, OFUSG19099.4.p1, OFUSG19099.3.p1	STRPU_09853
OG0000426	OFUSG10041.1.p1	STRPU_00627
OG0000427	OFUSG07419.1.p1	STRPU_12503, STRPU_00637
OG0000427	OFUSG16981.1.p1, OFUSG16981.2.p1	STRPU_11390
OG0000429	OFUSG18903.1.p1	STRPU_23154
OG0000429	OFUSG23592.1.p1, OFUSG23592.2.p1, OFUSG12856.1.p1	STRPU_24289
OG0000430	OFUSG25796.1.p1	STRPU_12372, STRPU_12374
OG0000431	OFUSG18259.1.p1	STRPU_08891
OG0000431	OFUSG02223.1.p1	STRPU_05364
OG0000431	OFUSG25902.1.p1	STRPU_06554, STRPU_06544
OG0000432	OFUSG06820.1.p1, OFUSG06820.2.p1	STRPU_22651
OG0000432	OFUSG06029.1.p1	STRPU_22624
OG0000433	OFUSG10457.2.p1, OFUSG10457.1.p1, OFUSG10457.3.p1	STRPU_08440
OG0000433	OFUSG01097.1.p1	STRPU_17895
OG0000435	OFUSG17235.1.p1	STRPU_24868
