Orthogroup	OWEFU	ASTMX
OG0000546	OFUSG00612.1.p1, OFUSG00612.2.p1	ASTMX03169
OG0000548	OFUSG06566.2.p1, OFUSG06566.1.p1	ASTMX20814, ASTMX19774, ASTMX15937, ASTMX10502
OG0000550	OFUSG25622.2.p1, OFUSG25622.1.p1, OFUSG25622.3.p1, OFUSG25622.5.p1, OFUSG25622.4.p1	ASTMX22613
OG0000550	OFUSG15896.1.p1	ASTMX00671, ASTMX00672, ASTMX00670, ASTMX00669, ASTMX00673
OG0000550	OFUSG15899.1.p1, OFUSG02274.1.p1	ASTMX14988
OG0000551	OFUSG04963.2.p1, OFUSG04963.1.p1	ASTMX02105
OG0000552	OFUSG04389.1.p1	ASTMX21676
OG0000553	OFUSG08704.1.p1, OFUSG08704.2.p1	ASTMX17368, ASTMX03487, ASTMX06718
OG0000553	OFUSG10876.2.p1, OFUSG10876.1.p1, OFUSG10876.3.p1	ASTMX14321, ASTMX21466, ASTMX11677
OG0000554	OFUSG07941.2.p1, OFUSG07941.1.p1, OFUSG07941.5.p1, OFUSG07941.4.p1, OFUSG07941.3.p1	ASTMX01832, ASTMX14014, ASTMX18036, ASTMX05113, ASTMX22267, ASTMX07583, ASTMX22268
OG0000560	OFUSG17538.1.p1	ASTMX10434, ASTMX12293
OG0000561	OFUSG21899.1.p1, OFUSG09741.1.p1, OFUSG09741.2.p1	ASTMX12281, ASTMX09747, ASTMX04726
OG0000562	OFUSG20041.1.p1, OFUSG20049.1.p1	ASTMX02939
OG0000562	OFUSG05389.1.p1	ASTMX18239, ASTMX07420
OG0000564	OFUSG11344.1.p1	ASTMX10683, ASTMX04443, ASTMX18629, ASTMX04222, ASTMX15637
OG0000564	OFUSG12033.1.p1	ASTMX07058, ASTMX21223
OG0000564	OFUSG12034.1.p1	ASTMX13514, ASTMX14790, ASTMX21125
OG0000565	OFUSG18366.3.p1, OFUSG18366.1.p1, OFUSG18366.2.p1, OFUSG24327.1.p1, OFUSG01839.1.p1	ASTMX06713
OG0000566	OFUSG22659.1.p1	ASTMX09638
OG0000567	OFUSG09646.1.p1	ASTMX07889, ASTMX10650
OG0000567	OFUSG13020.1.p1	ASTMX02913
OG0000570	OFUSG06907.1.p1, OFUSG18154.1.p1, OFUSG18154.2.p1, OFUSG13511.1.p1, OFUSG13512.1.p1, OFUSG10732.1.p1, OFUSG10732.2.p1, OFUSG10733.1.p1, OFUSG26428.1.p1, OFUSG17115.1.p1	ASTMX10311, ASTMX21575, ASTMX01487, ASTMX14282
OG0000572	OFUSG12111.3.p1, OFUSG12111.5.p1, OFUSG12111.1.p1, OFUSG12111.4.p1, OFUSG12111.2.p1	ASTMX14415, ASTMX08526
OG0000572	OFUSG20906.1.p1, OFUSG20906.2.p1	ASTMX09438, ASTMX05246
OG0000573	OFUSG23244.1.p1, OFUSG23244.2.p1	ASTMX11352, ASTMX15555, ASTMX04860, ASTMX18772, ASTMX02110
OG0000573	OFUSG09137.1.p1	ASTMX02201
OG0000574	OFUSG10163.1.p1	ASTMX11657
OG0000574	OFUSG07751.1.p1, OFUSG07751.2.p1	ASTMX08559
OG0000575	OFUSG09886.2.p1, OFUSG09886.1.p1	ASTMX18324, ASTMX05900, ASTMX10924, ASTMX11741, ASTMX07926, ASTMX05390, ASTMX08403
OG0000576	OFUSG17044.1.p1	ASTMX00576, ASTMX05718, ASTMX14775, ASTMX02752, ASTMX15841, ASTMX00788
OG0000578	OFUSG11308.1.p1	ASTMX18006, ASTMX10470, ASTMX08286, ASTMX01576, ASTMX10827, ASTMX04585
OG0000579	OFUSG06590.1.p1	ASTMX19442, ASTMX10867, ASTMX05568, ASTMX19217, ASTMX02063, ASTMX06365
OG0000580	OFUSG00135.1.p1	ASTMX08882
OG0000580	OFUSG00139.1.p1	ASTMX14484, ASTMX15781
OG0000581	OFUSG12368.1.p1	ASTMX10825
OG0000581	OFUSG25173.1.p1	ASTMX10599, ASTMX16863, ASTMX10824, ASTMX04580
OG0000581	OFUSG21596.1.p1	ASTMX10823
OG0000582	OFUSG07318.2.p1, OFUSG07318.1.p1	ASTMX11411, ASTMX20610, ASTMX13349, ASTMX13077, ASTMX01858, ASTMX10152
OG0000583	OFUSG00871.2.p1, OFUSG00871.1.p1, OFUSG00871.3.p1	ASTMX19288, ASTMX12142, ASTMX19104, ASTMX09781, ASTMX15227, ASTMX16808, ASTMX07495
OG0000584	OFUSG16411.1.p1, OFUSG16411.2.p1, OFUSG13099.1.p1, OFUSG13099.2.p1, OFUSG13097.1.p1	ASTMX03102, ASTMX07415, ASTMX15596, ASTMX18904
OG0000585	OFUSG19304.1.p1	ASTMX10753, ASTMX02113, ASTMX17466, ASTMX08311, ASTMX20178, ASTMX01009
OG0000586	OFUSG00545.1.p1	ASTMX21164
OG0000587	OFUSG26859.1.p1, OFUSG26859.2.p1	ASTMX17633, ASTMX15674, ASTMX05654, ASTMX18684, ASTMX02880
OG0000587	OFUSG11281.1.p1	ASTMX13819
OG0000588	OFUSG23263.1.p1, OFUSG23263.2.p1	ASTMX14157, ASTMX18468, ASTMX06494, ASTMX10386, ASTMX19382
OG0000588	OFUSG00278.1.p1	ASTMX03016
OG0000589	OFUSG08007.3.p1, OFUSG08007.4.p1, OFUSG08007.2.p1, OFUSG08007.1.p1	ASTMX00371, ASTMX03603, ASTMX00369, ASTMX00368, ASTMX00370, ASTMX02599, ASTMX02002, ASTMX18733, ASTMX08294, ASTMX08295, ASTMX08296
OG0000590	OFUSG24583.1.p1	ASTMX12992, ASTMX20440, ASTMX15142, ASTMX10181, ASTMX04496
OG0000590	OFUSG20344.1.p1	ASTMX11935, ASTMX00513
OG0000591	OFUSG18333.1.p1	ASTMX04992, ASTMX12325
OG0000591	OFUSG14784.1.p1	ASTMX06089, ASTMX06091, ASTMX09194
OG0000592	OFUSG07498.2.p1, OFUSG07498.3.p1, OFUSG07498.1.p1	ASTMX01208
OG0000592	OFUSG08220.1.p1, OFUSG08220.2.p1	ASTMX00581, ASTMX20394
OG0000592	OFUSG04675.1.p1	ASTMX11355
OG0000593	OFUSG11138.1.p1	ASTMX11066, ASTMX07725, ASTMX21954, ASTMX04864
OG0000594	OFUSG06784.1.p1	ASTMX10755, ASTMX00628
OG0000597	OFUSG24146.1.p1, OFUSG24148.1.p1	ASTMX09658, ASTMX18806, ASTMX12198, ASTMX07313, ASTMX15757
OG0000600	OFUSG01055.1.p1	ASTMX20643, ASTMX08135, ASTMX01949, ASTMX20647, ASTMX20645, ASTMX04525
OG0000601	OFUSG06003.1.p1	ASTMX20990, ASTMX07640, ASTMX07641, ASTMX07642, ASTMX05034, ASTMX05939
OG0000602	OFUSG14405.1.p1	ASTMX11828, ASTMX15540, ASTMX07892, ASTMX18681
OG0000602	OFUSG14404.1.p1	ASTMX15541, ASTMX07893, ASTMX11827, ASTMX00030, ASTMX18680
OG0000603	OFUSG04731.1.p1	ASTMX01585, ASTMX22855
OG0000603	OFUSG11716.1.p1, OFUSG11716.2.p1	ASTMX10221, ASTMX04851, ASTMX01584, ASTMX06561, ASTMX19202
OG0000604	OFUSG21656.1.p1	ASTMX19937, ASTMX21867
OG0000604	OFUSG21649.1.p1	ASTMX19572, ASTMX20954
OG0000607	OFUSG00975.1.p1	ASTMX02194, ASTMX15507, ASTMX16125, ASTMX15313
OG0000608	OFUSG01950.1.p1	ASTMX19885
OG0000609	OFUSG21513.1.p1	ASTMX09487
OG0000609	OFUSG16039.1.p1	ASTMX13250
OG0000610	OFUSG20066.1.p1, OFUSG09506.1.p1	ASTMX09076, ASTMX07077, ASTMX09077
OG0000610	OFUSG08338.1.p1	ASTMX15042, ASTMX03105, ASTMX08602
OG0000611	OFUSG22888.1.p1	ASTMX12827
OG0000612	OFUSG06644.1.p1	ASTMX10076, ASTMX09692, ASTMX18860, ASTMX09749
OG0000612	OFUSG23094.1.p1	ASTMX15804
OG0000613	OFUSG12632.1.p1	ASTMX01217, ASTMX05307, ASTMX07479, ASTMX16319
OG0000613	OFUSG08463.1.p1	ASTMX03360
OG0000614	OFUSG25046.1.p1, OFUSG06189.1.p1, OFUSG21971.1.p1	ASTMX11010
OG0000615	OFUSG13992.1.p1, OFUSG13992.2.p1	ASTMX21454, ASTMX20753, ASTMX11891, ASTMX11351, ASTMX16657, ASTMX03183
OG0000616	OFUSG19762.4.p1, OFUSG19762.2.p1, OFUSG19762.5.p1, OFUSG19762.3.p1, OFUSG19762.1.p1	ASTMX16225
OG0000617	OFUSG19377.1.p1	ASTMX00627
OG0000618	OFUSG00935.1.p1	ASTMX02522
OG0000619	OFUSG13853.1.p1, OFUSG13853.2.p1, OFUSG13857.1.p1, OFUSG13856.1.p1	ASTMX10497, ASTMX11699, ASTMX15036, ASTMX15037, ASTMX12055, ASTMX11698, ASTMX11697
OG0000619	OFUSG13852.1.p1	ASTMX11692, ASTMX15038
OG0000620	OFUSG26688.1.p1	ASTMX19268, ASTMX02620
OG0000621	OFUSG12004.1.p1	ASTMX01766, ASTMX12194, ASTMX07935
OG0000623	OFUSG17186.1.p1	ASTMX07600
OG0000623	OFUSG24609.2.p1, OFUSG24609.3.p1, OFUSG24609.1.p1	ASTMX07831, ASTMX20139, ASTMX15503
OG0000624	OFUSG24408.1.p1, OFUSG24408.2.p1	ASTMX13226, ASTMX19412, ASTMX08664
OG0000625	OFUSG19939.1.p1	ASTMX11301, ASTMX11304, ASTMX11302, ASTMX16523, ASTMX16522, ASTMX11303, ASTMX14967, ASTMX11878
OG0000626	OFUSG21226.2.p1, OFUSG21226.4.p1, OFUSG21226.1.p1, OFUSG21226.3.p1, OFUSG21226.5.p1	ASTMX00847, ASTMX01224, ASTMX06433, ASTMX01759, ASTMX01760
OG0000627	OFUSG19903.2.p1, OFUSG19903.1.p1	ASTMX00646, ASTMX01724
OG0000627	OFUSG09840.4.p1, OFUSG09840.2.p1, OFUSG09840.3.p1, OFUSG09840.5.p1, OFUSG09840.1.p1	ASTMX02960, ASTMX07039, ASTMX06195
OG0000628	OFUSG00909.1.p1	ASTMX05782, ASTMX11840, ASTMX18687
OG0000628	OFUSG13391.1.p1	ASTMX03435, ASTMX03434, ASTMX12380, ASTMX18405, ASTMX15898
OG0000629	OFUSG07455.1.p1	ASTMX02967
OG0000629	OFUSG00777.1.p1	ASTMX18251, ASTMX09266, ASTMX08860, ASTMX17914, ASTMX07251
OG0000633	OFUSG04705.1.p1, OFUSG17551.1.p1, OFUSG04706.1.p1, OFUSG04704.1.p1, OFUSG09107.1.p1, OFUSG03169.1.p1, OFUSG11302.1.p1, OFUSG24443.2.p1, OFUSG24443.1.p1, OFUSG08494.1.p1, OFUSG16667.1.p1, OFUSG02766.1.p1, OFUSG14912.1.p1, OFUSG02763.1.p1, OFUSG02764.1.p1, OFUSG16666.2.p1, OFUSG16666.1.p1	ASTMX11538
OG0000634	OFUSG25455.1.p1, OFUSG13962.1.p1	ASTMX01056, ASTMX12422
OG0000636	OFUSG19283.1.p1	ASTMX16568, ASTMX15211, ASTMX02467, ASTMX01529, ASTMX19165, ASTMX14950
OG0000637	OFUSG08218.1.p1	ASTMX21369
OG0000637	OFUSG21914.1.p1	ASTMX21579, ASTMX17434
OG0000639	OFUSG09740.1.p1	ASTMX07088, ASTMX03393
OG0000639	OFUSG05397.1.p1	ASTMX02657, ASTMX18519, ASTMX07469
OG0000642	OFUSG10098.1.p1, OFUSG10098.2.p1	ASTMX01930, ASTMX01929, ASTMX17309, ASTMX04214, ASTMX12313
OG0000643	OFUSG26510.1.p1	ASTMX02318, ASTMX01314
OG0000643	OFUSG24224.2.p1, OFUSG24224.4.p1, OFUSG24224.1.p1, OFUSG24224.3.p1, OFUSG24224.5.p1	ASTMX20408, ASTMX05940, ASTMX03512
OG0000645	OFUSG05054.1.p1	ASTMX12833, ASTMX02606
OG0000646	OFUSG17652.1.p1	ASTMX06884, ASTMX16478, ASTMX02676
OG0000646	OFUSG20855.1.p1	ASTMX07029, ASTMX07086, ASTMX20232
OG0000647	OFUSG06075.1.p1	ASTMX19826, ASTMX06640
OG0000648	OFUSG23086.1.p1	ASTMX22428, ASTMX02643
OG0000648	OFUSG23087.1.p1	ASTMX15128, ASTMX02551
OG0000649	OFUSG04155.1.p1, OFUSG03689.1.p1, OFUSG10822.1.p1, OFUSG04063.1.p1, OFUSG05062.1.p1, OFUSG04064.1.p1, OFUSG04062.1.p1, OFUSG05061.1.p1, OFUSG05061.2.p1, OFUSG10971.1.p1, OFUSG16766.1.p1, OFUSG07315.1.p1, OFUSG07687.1.p1, OFUSG07537.1.p1, OFUSG03255.1.p1, OFUSG11210.1.p1	ASTMX09392, ASTMX04774, ASTMX18484, ASTMX18485, ASTMX01888
OG0000650	OFUSG18209.1.p1	ASTMX12731, ASTMX05353, ASTMX08700, ASTMX08975, ASTMX20574, ASTMX08278, ASTMX16890, ASTMX00837, ASTMX13841
OG0000651	OFUSG13240.2.p1, OFUSG13240.3.p1, OFUSG13240.1.p1	ASTMX17737, ASTMX05303, ASTMX08641
OG0000652	OFUSG13483.3.p1, OFUSG13483.2.p1, OFUSG13483.1.p1	ASTMX06377, ASTMX00760
OG0000654	OFUSG04714.1.p1	ASTMX13738, ASTMX11052, ASTMX19746, ASTMX10206, ASTMX17145, ASTMX00164
OG0000657	OFUSG00337.1.p1	ASTMX12483, ASTMX19401
OG0000660	OFUSG16300.1.p1	ASTMX00650, ASTMX17867
OG0000660	OFUSG00254.1.p1	ASTMX22390, ASTMX13764, ASTMX14506, ASTMX05874
OG0000662	OFUSG19351.1.p1	ASTMX17885
OG0000662	OFUSG11101.1.p1	ASTMX16404, ASTMX12633, ASTMX19890, ASTMX07727
OG0000663	OFUSG26455.1.p1	ASTMX22176
OG0000664	OFUSG06083.1.p1	ASTMX04014, ASTMX05721, ASTMX16074, ASTMX00707
OG0000664	OFUSG16644.1.p1	ASTMX05443, ASTMX20094
OG0000665	OFUSG09816.3.p1, OFUSG09816.1.p1, OFUSG09816.2.p1	ASTMX00639, ASTMX14293, ASTMX19003, ASTMX12074, ASTMX09156, ASTMX14734, ASTMX03383
OG0000666	OFUSG06195.2.p1, OFUSG06195.1.p1, OFUSG06195.3.p1, OFUSG06195.5.p1, OFUSG06195.4.p1	ASTMX19047
OG0000667	OFUSG00559.2.p1, OFUSG00559.1.p1, OFUSG00558.1.p1, OFUSG00768.1.p1, OFUSG09757.2.p1, OFUSG09757.1.p1	ASTMX20350, ASTMX23022, ASTMX21283
OG0000670	OFUSG24801.2.p1, OFUSG24801.1.p1, OFUSG24764.1.p1, OFUSG24763.1.p1	ASTMX20785, ASTMX03449, ASTMX08812, ASTMX09574, ASTMX02280, ASTMX21360, ASTMX21701, ASTMX18201
OG0000671	OFUSG16516.2.p1, OFUSG16516.1.p1, OFUSG04636.1.p1	ASTMX06408, ASTMX19050, ASTMX20927, ASTMX00924, ASTMX01022, ASTMX16162, ASTMX15147
OG0000672	OFUSG14378.5.p1, OFUSG14378.3.p1, OFUSG14378.2.p1, OFUSG14378.1.p1, OFUSG14378.4.p1	ASTMX06515, ASTMX05666
OG0000672	OFUSG12085.1.p1	ASTMX04882
OG0000674	OFUSG08473.1.p1	ASTMX09072, ASTMX11026
OG0000674	OFUSG07969.1.p1	ASTMX07263, ASTMX16632, ASTMX09005
OG0000675	OFUSG03298.1.p1, OFUSG05752.2.p1, OFUSG05752.4.p1, OFUSG05753.1.p1, OFUSG05752.1.p1, OFUSG05752.3.p1, OFUSG01054.1.p1, OFUSG00991.1.p1	ASTMX11306
OG0000676	OFUSG21048.1.p1	ASTMX00864, ASTMX18277
OG0000676	OFUSG14430.1.p1	ASTMX08754, ASTMX04107, ASTMX12053, ASTMX05384, ASTMX03141
OG0000678	OFUSG10078.1.p1, OFUSG10078.2.p1	ASTMX01451, ASTMX04995, ASTMX12327, ASTMX19465, ASTMX12926
OG0000680	OFUSG12758.1.p1	ASTMX04094, ASTMX17912, ASTMX07260
OG0000680	OFUSG26520.1.p1, OFUSG01684.1.p1, OFUSG01687.1.p1	ASTMX09412
OG0000681	OFUSG02151.1.p1	ASTMX16270, ASTMX14874, ASTMX04528, ASTMX09518
OG0000681	OFUSG07049.2.p1, OFUSG07049.1.p1	ASTMX09258, ASTMX00394
OG0000682	OFUSG06498.1.p1	ASTMX11995, ASTMX12288, ASTMX10499, ASTMX07767
OG0000683	OFUSG25839.2.p1, OFUSG25839.1.p1	ASTMX00004, ASTMX04192
OG0000683	OFUSG17452.5.p1, OFUSG17452.4.p1, OFUSG17452.2.p1, OFUSG17452.3.p1, OFUSG17452.1.p1	ASTMX02366, ASTMX20098, ASTMX14160
OG0000684	OFUSG20203.4.p1, OFUSG20203.1.p1, OFUSG20203.2.p1, OFUSG20203.5.p1, OFUSG20203.3.p1	ASTMX02086, ASTMX02670, ASTMX17835, ASTMX13854
OG0000685	OFUSG07501.2.p1, OFUSG07501.4.p1, OFUSG07501.3.p1, OFUSG07501.5.p1, OFUSG07501.1.p1	ASTMX19743, ASTMX06302, ASTMX05561, ASTMX15879, ASTMX18992, ASTMX21758
OG0000686	OFUSG07661.1.p1	ASTMX05101, ASTMX19072
OG0000690	OFUSG21408.1.p1	ASTMX00910, ASTMX12919
OG0000690	OFUSG00182.1.p1	ASTMX02690
OG0000690	OFUSG17680.1.p1	ASTMX17891, ASTMX22294
OG0000691	OFUSG20437.2.p1, OFUSG20437.1.p1	ASTMX15518
OG0000691	OFUSG13069.3.p1, OFUSG13069.2.p1, OFUSG13069.1.p1	ASTMX17535, ASTMX19545, ASTMX15604, ASTMX00917, ASTMX18521
OG0000692	OFUSG17216.1.p1	ASTMX05795
OG0000693	OFUSG17230.1.p1, OFUSG17230.2.p1	ASTMX01005, ASTMX05252, ASTMX09341, ASTMX22319, ASTMX13726, ASTMX10635
OG0000693	OFUSG25400.3.p1, OFUSG25400.2.p1, OFUSG25400.1.p1	ASTMX11362
OG0000694	OFUSG08082.1.p1	ASTMX03278, ASTMX14068, ASTMX09753, ASTMX09044
OG0000696	OFUSG17219.1.p1	ASTMX10247
OG0000697	OFUSG06460.1.p1, OFUSG06460.3.p1, OFUSG06460.4.p1, OFUSG06460.2.p1	ASTMX20673, ASTMX15925, ASTMX22108, ASTMX19355, ASTMX01748, ASTMX13942, ASTMX09469
OG0000698	OFUSG25096.1.p1	ASTMX03878
OG0000698	OFUSG25097.1.p1	ASTMX11812, ASTMX12891, ASTMX01360, ASTMX12890, ASTMX09372
OG0000699	OFUSG11422.1.p1	ASTMX12167, ASTMX03451
OG0000701	OFUSG09694.1.p1, OFUSG26676.1.p1, OFUSG19007.2.p1, OFUSG19007.4.p1, OFUSG19007.1.p1, OFUSG19007.3.p1, OFUSG09370.1.p1	ASTMX20666, ASTMX10954, ASTMX11996, ASTMX15941
OG0000702	OFUSG04071.1.p1, OFUSG04071.2.p1, OFUSG04071.5.p1, OFUSG04071.4.p1, OFUSG04071.3.p1	ASTMX18168, ASTMX02447, ASTMX15168, ASTMX00641, ASTMX14288
OG0000703	OFUSG18539.1.p1	ASTMX02735, ASTMX03772, ASTMX19327
OG0000706	OFUSG06700.1.p1	ASTMX06417, ASTMX00708
OG0000708	OFUSG21283.1.p1	ASTMX20485, ASTMX07401
OG0000708	OFUSG18936.1.p1	ASTMX01986, ASTMX04018
OG0000709	OFUSG21845.2.p1, OFUSG21845.1.p1	ASTMX03927, ASTMX01587, ASTMX01677, ASTMX01678, ASTMX12944
OG0000710	OFUSG04812.1.p1	ASTMX09787, ASTMX01132, ASTMX21085, ASTMX15140
OG0000711	OFUSG01514.1.p1	ASTMX10859
OG0000711	OFUSG00761.1.p1	ASTMX02221, ASTMX06274
OG0000711	OFUSG00164.1.p1	ASTMX00349, ASTMX10858
OG0000712	OFUSG02312.2.p1, OFUSG02312.1.p1	ASTMX22569, ASTMX03963, ASTMX04673, ASTMX01123, ASTMX10729, ASTMX02260, ASTMX21387, ASTMX03749
OG0000713	OFUSG13986.1.p1	ASTMX05607, ASTMX20151, ASTMX06165, ASTMX06166
OG0000715	OFUSG24400.1.p1, OFUSG24400.3.p1, OFUSG24400.2.p1, OFUSG24400.4.p1	ASTMX14672, ASTMX18871, ASTMX22799, ASTMX19603, ASTMX07512, ASTMX20053, ASTMX05364
OG0000716	OFUSG00381.1.p1	ASTMX07959, ASTMX03833, ASTMX05778
OG0000717	OFUSG07273.3.p1, OFUSG07273.1.p1, OFUSG07273.2.p1, OFUSG07273.4.p1, OFUSG07273.5.p1	ASTMX00510
OG0000718	OFUSG19609.1.p1, OFUSG19609.2.p1	ASTMX00156, ASTMX21497, ASTMX08739, ASTMX06759, ASTMX18042, ASTMX01851, ASTMX22450
OG0000720	OFUSG24445.4.p1, OFUSG24445.2.p1, OFUSG24445.3.p1, OFUSG24445.5.p1, OFUSG24445.1.p1	ASTMX08205, ASTMX06231
OG0000721	OFUSG22702.2.p1, OFUSG22702.1.p1	ASTMX09355, ASTMX10626
OG0000721	OFUSG01480.1.p1, OFUSG01480.2.p1	ASTMX01119, ASTMX09098, ASTMX11905, ASTMX16534
OG0000722	OFUSG11385.1.p1	ASTMX11006, ASTMX22801, ASTMX12541, ASTMX04707, ASTMX03237, ASTMX11068, ASTMX03598, ASTMX02154, ASTMX08313
OG0000724	OFUSG12294.1.p1, OFUSG12294.2.p1	ASTMX14147, ASTMX14520, ASTMX08940, ASTMX16541
OG0000725	OFUSG07689.1.p1	ASTMX17945, ASTMX15661, ASTMX11197
OG0000725	OFUSG07873.1.p1	ASTMX12603, ASTMX18944
OG0000726	OFUSG16555.1.p1	ASTMX13772, ASTMX13000, ASTMX04188, ASTMX09401
OG0000730	OFUSG15932.1.p1, OFUSG20088.1.p1	ASTMX20397, ASTMX07875, ASTMX13260
OG0000730	OFUSG16513.1.p1	ASTMX18548, ASTMX02642, ASTMX01674, ASTMX00160, ASTMX01043
OG0000731	OFUSG14224.4.p1, OFUSG14224.1.p1, OFUSG14224.2.p1, OFUSG14224.3.p1, OFUSG14224.5.p1	ASTMX02541, ASTMX17854, ASTMX16715, ASTMX02722
OG0000732	OFUSG24914.1.p1	ASTMX04110, ASTMX08757, ASTMX08756
OG0000732	OFUSG26355.1.p1, OFUSG26355.2.p1	ASTMX19433, ASTMX11592, ASTMX05482
OG0000733	OFUSG22012.1.p1	ASTMX13523, ASTMX10818, ASTMX05629, ASTMX01287
OG0000733	OFUSG11826.1.p1	ASTMX12275, ASTMX15113, ASTMX04231
OG0000734	OFUSG08307.1.p1	ASTMX19512, ASTMX21022, ASTMX19965, ASTMX01932, ASTMX22860
OG0000735	OFUSG16966.1.p1, OFUSG16966.2.p1	ASTMX18670, ASTMX15914, ASTMX01829, ASTMX03219
OG0000736	OFUSG17139.1.p1, OFUSG17140.1.p1, OFUSG21337.1.p1	ASTMX19171
OG0000736	OFUSG13076.1.p1	ASTMX08660, ASTMX00487
OG0000737	OFUSG06204.2.p1, OFUSG06204.1.p1	ASTMX07624, ASTMX11985
OG0000740	OFUSG16696.1.p1	ASTMX14537, ASTMX06828, ASTMX20426, ASTMX10405
OG0000743	OFUSG10970.2.p1, OFUSG10970.1.p1, OFUSG10542.1.p1	ASTMX20693, ASTMX11433, ASTMX04870
OG0000743	OFUSG10972.1.p1	ASTMX03638, ASTMX04869, ASTMX21402
OG0000744	OFUSG23163.1.p1	ASTMX08430, ASTMX13118, ASTMX02655, ASTMX15516
OG0000745	OFUSG03164.1.p1	ASTMX10595
OG0000746	OFUSG07705.1.p1	ASTMX13418
OG0000748	OFUSG23274.1.p1	ASTMX16043
OG0000749	OFUSG11790.1.p1	ASTMX16104, ASTMX05800, ASTMX02758
OG0000751	OFUSG16377.1.p1, OFUSG16377.2.p1	ASTMX20516, ASTMX04152, ASTMX15696
OG0000752	OFUSG06577.1.p1	ASTMX12098
OG0000752	OFUSG23281.1.p1	ASTMX06480, ASTMX04128
OG0000753	OFUSG03990.1.p1	ASTMX22178, ASTMX21967
OG0000753	OFUSG09322.2.p1, OFUSG09322.1.p1	ASTMX20031, ASTMX02344, ASTMX11178
OG0000755	OFUSG22904.1.p1	ASTMX12763, ASTMX09944, ASTMX09713, ASTMX10144
OG0000757	OFUSG15507.1.p1	ASTMX17086
OG0000758	OFUSG26565.1.p1	ASTMX19954, ASTMX19547, ASTMX16359, ASTMX11953, ASTMX19955, ASTMX17536, ASTMX07595
OG0000759	OFUSG04506.3.p1, OFUSG04506.2.p1, OFUSG04506.5.p1, OFUSG04506.4.p1, OFUSG04506.1.p1	ASTMX14677, ASTMX13249, ASTMX18116, ASTMX06445, ASTMX15465, ASTMX13612, ASTMX13613
OG0000760	OFUSG06964.1.p1	ASTMX16638, ASTMX08318, ASTMX02096, ASTMX16846, ASTMX02097
OG0000761	OFUSG08030.3.p1, OFUSG08030.1.p1, OFUSG08030.2.p1	ASTMX04074, ASTMX18480, ASTMX02391
OG0000763	OFUSG00086.1.p1, OFUSG08828.1.p1	ASTMX14556, ASTMX10316, ASTMX02051, ASTMX06717
OG0000765	OFUSG21598.1.p1, OFUSG21598.2.p1	ASTMX18648, ASTMX05048
OG0000766	OFUSG19864.1.p1	ASTMX11015, ASTMX06840, ASTMX04918, ASTMX08201
OG0000767	OFUSG07632.1.p1, OFUSG11580.1.p1	ASTMX03288, ASTMX02324, ASTMX18659, ASTMX03804
OG0000768	OFUSG19400.2.p1, OFUSG19400.1.p1	ASTMX07141, ASTMX00777, ASTMX22777, ASTMX20032
OG0000772	OFUSG02068.1.p1	ASTMX21784
OG0000772	OFUSG05265.1.p1	ASTMX06747
OG0000774	OFUSG18867.1.p1	ASTMX04044
OG0000775	OFUSG15943.1.p1, OFUSG26561.1.p1, OFUSG26560.1.p1	ASTMX08143
OG0000776	OFUSG17361.1.p1, OFUSG17361.2.p1, OFUSG17632.1.p1	ASTMX07839, ASTMX16276, ASTMX00140, ASTMX08791, ASTMX16952
OG0000777	OFUSG10266.1.p1, OFUSG10130.1.p1, OFUSG10317.1.p1, OFUSG10318.1.p1	ASTMX11385
OG0000778	OFUSG11453.1.p1	ASTMX13835, ASTMX20627, ASTMX08752, ASTMX06889, ASTMX05232, ASTMX09431, ASTMX20492, ASTMX18216, ASTMX05703
OG0000779	OFUSG07668.1.p1	ASTMX03346
OG0000779	OFUSG25635.2.p1, OFUSG25635.1.p1	ASTMX03437, ASTMX00687, ASTMX11032, ASTMX06141
OG0000780	OFUSG11326.1.p1	ASTMX01363
OG0000780	OFUSG12906.1.p1	ASTMX05871
OG0000781	OFUSG00283.1.p1, OFUSG00284.1.p1, OFUSG01008.1.p1	ASTMX01378
OG0000782	OFUSG08693.1.p1	ASTMX02444, ASTMX19387, ASTMX06219, ASTMX00254
OG0000784	OFUSG06112.1.p1	ASTMX19363, ASTMX06706
OG0000786	OFUSG11819.1.p1	ASTMX08950, ASTMX01793, ASTMX05538, ASTMX15702, ASTMX17407, ASTMX20594, ASTMX20593, ASTMX22132, ASTMX20592, ASTMX16013, ASTMX13074
OG0000787	OFUSG11014.1.p1	ASTMX18588, ASTMX20527, ASTMX20528, ASTMX03662, ASTMX06610, ASTMX03035
OG0000788	OFUSG00699.1.p1	ASTMX03595, ASTMX18586
OG0000788	OFUSG19658.1.p1	ASTMX05072, ASTMX10651, ASTMX11933, ASTMX02454
OG0000789	OFUSG18594.1.p1, OFUSG24789.1.p1, OFUSG24792.1.p1, OFUSG01000.1.p1	ASTMX05744, ASTMX05742, ASTMX21288
OG0000790	OFUSG03972.1.p1, OFUSG06375.1.p1, OFUSG03971.1.p1	ASTMX22472
OG0000791	OFUSG04398.4.p1, OFUSG04398.3.p1, OFUSG04398.2.p1, OFUSG04398.5.p1, OFUSG04398.1.p1	ASTMX13100, ASTMX11966, ASTMX00979, ASTMX16746, ASTMX17098
OG0000792	OFUSG04365.1.p1	ASTMX01915
