Orthogroup	OWEFU	AMPFI_ok
OG0000858	OFUSG18650.1.p1	AMPFI_05099
OG0000858	OFUSG19764.2.p1, OFUSG19764.1.p1	AMPFI_11878
OG0000859	OFUSG09251.1.p1	AMPFI_22052
OG0000860	OFUSG07489.1.p1, OFUSG07489.2.p1	AMPFI_05098
OG0000867	OFUSG06020.2.p1, OFUSG06020.1.p1, OFUSG06020.3.p1	AMPFI_26051, AMPFI_13589, AMPFI_02463, AMPFI_17713, AMPFI_24739, AMPFI_20834, AMPFI_20835, AMPFI_16847, AMPFI_14483
OG0000868	OFUSG11760.1.p1	AMPFI_07891
OG0000869	OFUSG13203.1.p1, OFUSG01355.1.p1	AMPFI_09269
OG0000870	OFUSG02115.1.p1	AMPFI_04018, AMPFI_20968, AMPFI_09731, AMPFI_24424
OG0000870	OFUSG01347.1.p1, OFUSG21908.1.p1	AMPFI_08693
OG0000871	OFUSG00730.1.p1	AMPFI_06057
OG0000871	OFUSG06537.1.p1	AMPFI_13424
OG0000872	OFUSG00869.2.p1, OFUSG00869.3.p1, OFUSG00869.5.p1, OFUSG00869.1.p1, OFUSG00869.4.p1	AMPFI_14533
OG0000873	OFUSG09849.1.p1	AMPFI_00271
OG0000874	OFUSG03220.1.p1	AMPFI_04290, AMPFI_17002
OG0000875	OFUSG13364.1.p1	AMPFI_16915
OG0000875	OFUSG16237.1.p1	AMPFI_14018
OG0000876	OFUSG16334.1.p1	AMPFI_21327
OG0000878	OFUSG01895.1.p1	AMPFI_24863
OG0000878	OFUSG01894.1.p1	AMPFI_22261
OG0000878	OFUSG16664.1.p1	AMPFI_21072
OG0000879	OFUSG04088.1.p1	AMPFI_08219
OG0000880	OFUSG05701.1.p1	AMPFI_09014
OG0000881	OFUSG25601.3.p1, OFUSG25601.2.p1, OFUSG25601.4.p1, OFUSG25601.1.p1, OFUSG25601.5.p1	AMPFI_02071
OG0000881	OFUSG22311.1.p1	AMPFI_13230
OG0000882	OFUSG17466.4.p1, OFUSG17466.1.p1, OFUSG17466.3.p1, OFUSG17466.2.p1	AMPFI_03689, AMPFI_23821
OG0000883	OFUSG14124.1.p1	AMPFI_03120
OG0000887	OFUSG16699.1.p1, OFUSG16699.2.p1	AMPFI_07646
OG0000888	OFUSG09295.1.p1	AMPFI_15204
OG0000888	OFUSG10796.1.p1	AMPFI_11657
OG0000889	OFUSG12102.1.p1	AMPFI_16359, AMPFI_08502
OG0000890	OFUSG00815.1.p1	AMPFI_20634, AMPFI_12476
OG0000896	OFUSG13178.1.p1	AMPFI_18659
OG0000896	OFUSG11490.1.p1, OFUSG11490.3.p1, OFUSG11490.2.p1	AMPFI_22491, AMPFI_12466, AMPFI_26067
OG0000897	OFUSG18741.1.p1	AMPFI_24854
OG0000898	OFUSG21363.2.p1, OFUSG21363.1.p1	AMPFI_22530
OG0000899	OFUSG02805.1.p1, OFUSG02805.2.p1	AMPFI_10006
OG0000900	OFUSG15900.1.p1	AMPFI_18915
OG0000905	OFUSG01251.1.p1	AMPFI_23249, AMPFI_23770, AMPFI_06111
OG0000906	OFUSG24653.1.p1	AMPFI_18970, AMPFI_06795
OG0000907	OFUSG26462.1.p1	AMPFI_11759
OG0000908	OFUSG05748.2.p1, OFUSG05748.4.p1, OFUSG05748.1.p1, OFUSG05748.3.p1	AMPFI_08188
OG0000908	OFUSG01906.1.p1, OFUSG01905.1.p1	AMPFI_09580
OG0000909	OFUSG00497.1.p1	AMPFI_09222
OG0000910	OFUSG22142.1.p1	AMPFI_03441
OG0000910	OFUSG01944.1.p1	AMPFI_03413
OG0000911	OFUSG23257.1.p1, OFUSG23257.2.p1	AMPFI_10644
OG0000912	OFUSG05604.1.p1	AMPFI_26077
OG0000913	OFUSG03065.4.p1, OFUSG03065.3.p1, OFUSG03065.1.p1, OFUSG03065.2.p1, OFUSG03065.5.p1	AMPFI_01293, AMPFI_01711
OG0000915	OFUSG06406.1.p1, OFUSG06406.2.p1	AMPFI_07903
OG0000921	OFUSG26697.1.p1	AMPFI_16444
OG0000923	OFUSG04091.1.p1	AMPFI_00235
OG0000923	OFUSG16107.1.p1	AMPFI_01629, AMPFI_22060
OG0000924	OFUSG03258.1.p1	AMPFI_03653
OG0000924	OFUSG03114.1.p1, OFUSG02502.1.p1	AMPFI_22610, AMPFI_03778
OG0000925	OFUSG21493.1.p1	AMPFI_22605
OG0000925	OFUSG25811.2.p1, OFUSG25811.1.p1	AMPFI_08869
OG0000926	OFUSG01340.1.p1, OFUSG20594.1.p1	AMPFI_15815
OG0000926	OFUSG01342.1.p1, OFUSG01342.2.p1	AMPFI_13201, AMPFI_07848
OG0000926	OFUSG20595.2.p1, OFUSG20595.1.p1	AMPFI_10043
OG0000928	OFUSG08901.1.p1	AMPFI_06367
OG0000929	OFUSG01637.1.p1	AMPFI_24861
OG0000929	OFUSG01585.1.p1	AMPFI_23849
OG0000930	OFUSG14486.1.p1	AMPFI_04894
OG0000932	OFUSG22608.1.p1	AMPFI_10461
OG0000933	OFUSG11577.2.p1, OFUSG11577.1.p1	AMPFI_11078
OG0000934	OFUSG01031.1.p1	AMPFI_09923
OG0000934	OFUSG08244.1.p1	AMPFI_21983
OG0000935	OFUSG16551.1.p1	AMPFI_08255
OG0000937	OFUSG05865.1.p1	AMPFI_17437
OG0000938	OFUSG24703.1.p1, OFUSG06446.1.p1	AMPFI_17641, AMPFI_09760, AMPFI_06535
OG0000943	OFUSG10222.1.p1	AMPFI_25624
OG0000943	OFUSG24129.1.p1	AMPFI_01279
OG0000944	OFUSG02142.1.p1, OFUSG02142.4.p1, OFUSG02142.2.p1, OFUSG02142.3.p1	AMPFI_08499
OG0000945	OFUSG22805.2.p1, OFUSG22805.1.p1, OFUSG24268.1.p1	AMPFI_11479
OG0000946	OFUSG01913.2.p1, OFUSG01913.1.p1	AMPFI_23608
OG0000947	OFUSG17100.1.p1	AMPFI_04579
OG0000949	OFUSG01898.1.p1, OFUSG21190.1.p1, OFUSG20002.1.p1	AMPFI_05269
OG0000950	OFUSG23770.1.p1	AMPFI_02751
OG0000951	OFUSG09305.1.p1	AMPFI_02878
OG0000951	OFUSG00739.1.p1, OFUSG00739.2.p1	AMPFI_14404
OG0000952	OFUSG02484.1.p1	AMPFI_07302
OG0000952	OFUSG02485.1.p1	AMPFI_04586
OG0000953	OFUSG13123.1.p1, OFUSG15200.1.p1, OFUSG23505.1.p1	AMPFI_22981, AMPFI_04696
OG0000954	OFUSG16223.1.p1	AMPFI_20580, AMPFI_25977
OG0000954	OFUSG04263.1.p1	AMPFI_05682
OG0000955	OFUSG21035.1.p1	AMPFI_06758
OG0000955	OFUSG02908.1.p1	AMPFI_14591, AMPFI_06876
OG0000956	OFUSG25963.1.p1	AMPFI_15630
OG0000957	OFUSG09505.1.p1, OFUSG09505.2.p1	AMPFI_23600
OG0000960	OFUSG05056.1.p1	AMPFI_10077
OG0000963	OFUSG18073.1.p1	AMPFI_18238
OG0000963	OFUSG26256.1.p1	AMPFI_05536
OG0000964	OFUSG10365.1.p1, OFUSG20587.1.p1, OFUSG20586.1.p1, OFUSG20586.2.p1	AMPFI_17923, AMPFI_15487, AMPFI_19681
OG0000965	OFUSG10177.1.p1	AMPFI_19565, AMPFI_15550
OG0000965	OFUSG05283.1.p1	AMPFI_04099
OG0000966	OFUSG15060.2.p1, OFUSG15060.1.p1	AMPFI_13605
OG0000967	OFUSG18109.1.p1	AMPFI_25346, AMPFI_07326
OG0000969	OFUSG16049.1.p1, OFUSG16049.2.p1	AMPFI_25200
OG0000970	OFUSG24111.1.p1	AMPFI_08215
OG0000971	OFUSG15922.1.p1, OFUSG15916.1.p1, OFUSG15886.1.p1, OFUSG15885.1.p1	AMPFI_16281
OG0000971	OFUSG15894.2.p1, OFUSG15894.1.p1	AMPFI_12738
OG0000972	OFUSG22451.1.p1	AMPFI_02188
OG0000972	OFUSG10857.2.p1, OFUSG10857.1.p1	AMPFI_09775
OG0000974	OFUSG12017.1.p1	AMPFI_12784, AMPFI_24248, AMPFI_16221
OG0000976	OFUSG10263.2.p1, OFUSG10263.1.p1, OFUSG10262.1.p1, OFUSG10264.2.p1, OFUSG10264.1.p1, OFUSG18417.2.p1, OFUSG18417.1.p1, OFUSG03178.1.p1, OFUSG03178.2.p1	AMPFI_18379
OG0000977	OFUSG22964.1.p1	AMPFI_07484
OG0000977	OFUSG13628.1.p1	AMPFI_15809
OG0000977	OFUSG06856.1.p1, OFUSG16299.1.p1, OFUSG16299.2.p1	AMPFI_03209
OG0000978	OFUSG05262.1.p1	AMPFI_21210
OG0000979	OFUSG20447.2.p1, OFUSG20447.1.p1	AMPFI_09075, AMPFI_12493, AMPFI_01617, AMPFI_11199, AMPFI_19528
OG0000980	OFUSG12236.1.p1, OFUSG19448.1.p1	AMPFI_16246
OG0000980	OFUSG12239.1.p1	AMPFI_15978
OG0000981	OFUSG25031.3.p1, OFUSG25031.2.p1, OFUSG25031.1.p1, OFUSG04727.1.p1	AMPFI_23802, AMPFI_18811, AMPFI_05565
OG0000981	OFUSG03861.1.p1	AMPFI_03663
OG0000982	OFUSG16732.3.p1, OFUSG16732.2.p1, OFUSG16732.1.p1, OFUSG16732.4.p1, OFUSG16732.5.p1	AMPFI_14398
OG0000984	OFUSG19991.1.p1	AMPFI_10960
OG0000984	OFUSG07902.1.p1	AMPFI_15775
OG0000985	OFUSG11040.1.p1	AMPFI_12470, AMPFI_03929
OG0000986	OFUSG09980.1.p1	AMPFI_07828
OG0000987	OFUSG21084.2.p1, OFUSG21084.1.p1	AMPFI_23099, AMPFI_17518
OG0000988	OFUSG21531.1.p1	AMPFI_24561
OG0000992	OFUSG25913.1.p1, OFUSG18155.1.p1, OFUSG18156.1.p1	AMPFI_08334
OG0000993	OFUSG09454.1.p1, OFUSG09454.2.p1	AMPFI_12469
OG0000994	OFUSG05737.1.p1	AMPFI_00747, AMPFI_08034
OG0000994	OFUSG19359.1.p1	AMPFI_10949
OG0000995	OFUSG10864.1.p1, OFUSG10864.2.p1, OFUSG10864.3.p1	AMPFI_06624
OG0000996	OFUSG14358.1.p1	AMPFI_14642
OG0000998	OFUSG00656.2.p1, OFUSG00656.1.p1	AMPFI_21171
OG0000999	OFUSG00108.1.p1	AMPFI_12976, AMPFI_03412
OG0001001	OFUSG14675.1.p1	AMPFI_06409
OG0001002	OFUSG15973.1.p1, OFUSG16764.2.p1, OFUSG16764.1.p1	AMPFI_21134
OG0001003	OFUSG24187.1.p1	AMPFI_04602
OG0001005	OFUSG06280.1.p1	AMPFI_08475, AMPFI_09343
OG0001006	OFUSG07003.3.p1, OFUSG07003.1.p1, OFUSG07003.2.p1	AMPFI_14604
OG0001006	OFUSG17480.1.p1	AMPFI_23083
OG0001007	OFUSG08050.1.p1, OFUSG08050.2.p1	AMPFI_02923
OG0001008	OFUSG01608.1.p1	AMPFI_22903
OG0001009	OFUSG10206.1.p1	AMPFI_05554
OG0001010	OFUSG05157.1.p1, OFUSG05140.1.p1, OFUSG07495.1.p1	AMPFI_19269
OG0001016	OFUSG16289.1.p1	AMPFI_10130
OG0001016	OFUSG17257.1.p1	AMPFI_08991
OG0001018	OFUSG20884.1.p1	AMPFI_03134
OG0001018	OFUSG25182.1.p1	AMPFI_05980
OG0001020	OFUSG16974.1.p1	AMPFI_03830, AMPFI_20429
OG0001022	OFUSG14113.1.p1, OFUSG14117.1.p1	AMPFI_10268
OG0001023	OFUSG01359.1.p1	AMPFI_08517
OG0001024	OFUSG17905.1.p1	AMPFI_23405
OG0001026	OFUSG10458.1.p1	AMPFI_03842
OG0001028	OFUSG08945.1.p1, OFUSG08945.2.p1	AMPFI_24614
OG0001029	OFUSG23212.2.p1, OFUSG23212.1.p1	AMPFI_16108
OG0001029	OFUSG00715.1.p1	AMPFI_15855
OG0001030	OFUSG09158.1.p1	AMPFI_23968
OG0001030	OFUSG11700.1.p1	AMPFI_06508
OG0001031	OFUSG10916.2.p1, OFUSG10916.3.p1, OFUSG10916.1.p1, OFUSG10915.1.p1	AMPFI_05042
OG0001032	OFUSG05074.1.p1, OFUSG07488.1.p1, OFUSG07488.2.p1	AMPFI_16468
OG0001033	OFUSG17922.1.p1	AMPFI_11384
OG0001033	OFUSG07728.1.p1, OFUSG07728.2.p1	AMPFI_08349
OG0001034	OFUSG04414.1.p1	AMPFI_15409
OG0001036	OFUSG23486.1.p1	AMPFI_23633
OG0001038	OFUSG06632.3.p1, OFUSG06632.1.p1, OFUSG06632.2.p1, OFUSG06632.4.p1	AMPFI_16434
OG0001039	OFUSG22530.1.p1	AMPFI_14266
OG0001039	OFUSG18772.1.p1	AMPFI_08765
OG0001041	OFUSG24963.1.p1, OFUSG04474.1.p1, OFUSG06262.1.p1, OFUSG24957.1.p1	AMPFI_14934, AMPFI_18354, AMPFI_00086, AMPFI_04196
OG0001042	OFUSG18717.1.p1, OFUSG18717.2.p1	AMPFI_15466, AMPFI_23740
OG0001043	OFUSG17849.1.p1, OFUSG17610.1.p1, OFUSG17609.1.p1	AMPFI_10384, AMPFI_15192, AMPFI_24132, AMPFI_11304
OG0001044	OFUSG23994.1.p1	AMPFI_20764, AMPFI_04650
OG0001044	OFUSG09207.1.p1	AMPFI_21140, AMPFI_22224
OG0001045	OFUSG25451.1.p1, OFUSG13837.1.p1	AMPFI_18045, AMPFI_09141
OG0001046	OFUSG10400.1.p1	AMPFI_00692
OG0001047	OFUSG13920.1.p1	AMPFI_02704, AMPFI_20549
OG0001048	OFUSG11109.1.p1	AMPFI_24104, AMPFI_00575
OG0001049	OFUSG17397.1.p1	AMPFI_10283
OG0001049	OFUSG21106.1.p1	AMPFI_08679
OG0001050	OFUSG06846.1.p1, OFUSG09204.1.p1, OFUSG19968.1.p1, OFUSG09691.1.p1	AMPFI_10641
OG0001051	OFUSG13657.1.p1, OFUSG05091.1.p1	AMPFI_05276
OG0001052	OFUSG10259.2.p1, OFUSG10259.1.p1	AMPFI_08331
OG0001053	OFUSG18424.1.p1	AMPFI_08985
OG0001055	OFUSG01701.1.p1, OFUSG25546.1.p1, OFUSG23915.1.p1, OFUSG26007.1.p1	AMPFI_18194
OG0001057	OFUSG10093.2.p1, OFUSG10093.1.p1	AMPFI_19992, AMPFI_16672
OG0001058	OFUSG09700.3.p1, OFUSG09700.1.p1, OFUSG09700.2.p1	AMPFI_03304
OG0001059	OFUSG12920.1.p1, OFUSG12926.1.p1, OFUSG12919.1.p1	AMPFI_13123
OG0001060	OFUSG11519.1.p1	AMPFI_23440
OG0001061	OFUSG03847.1.p1	AMPFI_08287
OG0001061	OFUSG01368.1.p1, OFUSG01367.1.p1	AMPFI_10093, AMPFI_15927
OG0001062	OFUSG17199.1.p1, OFUSG17199.2.p1	AMPFI_00636
OG0001063	OFUSG11469.1.p1	AMPFI_06965
OG0001063	OFUSG12080.1.p1	AMPFI_02456
OG0001064	OFUSG12139.1.p1, OFUSG12139.2.p1, OFUSG12140.2.p1, OFUSG12140.1.p1, OFUSG12144.1.p1, OFUSG19189.1.p1, OFUSG07960.1.p1	AMPFI_18491, AMPFI_13276, AMPFI_11404
OG0001065	OFUSG12064.1.p1	AMPFI_17895
OG0001065	OFUSG19171.2.p1, OFUSG19171.1.p1, OFUSG05697.1.p1, OFUSG05698.1.p1, OFUSG11303.1.p1	AMPFI_22583, AMPFI_10458, AMPFI_00107, AMPFI_21491, AMPFI_25290, AMPFI_20969, AMPFI_20706
OG0001066	OFUSG05685.1.p1	AMPFI_04799, AMPFI_05155
OG0001067	OFUSG12106.1.p1, OFUSG11202.1.p1, OFUSG08267.1.p1	AMPFI_07922
OG0001068	OFUSG20968.4.p1, OFUSG20968.1.p1, OFUSG20968.2.p1, OFUSG20968.3.p1	AMPFI_09936
OG0001072	OFUSG14989.1.p1, OFUSG14989.2.p1	AMPFI_14875, AMPFI_20009, AMPFI_10266, AMPFI_21446
OG0001072	OFUSG23887.1.p1, OFUSG23887.2.p1	AMPFI_13752, AMPFI_20806, AMPFI_22954, AMPFI_13751
OG0001073	OFUSG03347.1.p1	AMPFI_19188
OG0001073	OFUSG03346.1.p1	AMPFI_12712
OG0001075	OFUSG21504.2.p1, OFUSG21504.3.p1, OFUSG21504.1.p1, OFUSG21503.2.p1, OFUSG21503.1.p1	AMPFI_00014
OG0001076	OFUSG03330.1.p1	AMPFI_25701, AMPFI_03111, AMPFI_09505, AMPFI_03148, AMPFI_21677
OG0001077	OFUSG15956.1.p1, OFUSG15957.1.p1	AMPFI_17348
OG0001078	OFUSG07195.2.p1, OFUSG07195.1.p1, OFUSG07195.3.p1	AMPFI_08816
OG0001079	OFUSG06804.1.p1	AMPFI_02862
OG0001080	OFUSG16677.1.p1	AMPFI_00813
OG0001080	OFUSG00008.1.p1	AMPFI_09613
OG0001081	OFUSG14342.1.p1, OFUSG07840.1.p1	AMPFI_07991
OG0001082	OFUSG04037.1.p1	AMPFI_11475
OG0001082	OFUSG17193.1.p1	AMPFI_03241
OG0001083	OFUSG06289.3.p1, OFUSG06289.2.p1, OFUSG06289.4.p1, OFUSG06289.1.p1, OFUSG06289.5.p1	AMPFI_01600
OG0001085	OFUSG06361.1.p1	AMPFI_03348
OG0001088	OFUSG15120.4.p1, OFUSG15120.1.p1, OFUSG15120.2.p1, OFUSG15120.3.p1	AMPFI_17942
OG0001089	OFUSG19616.1.p1	AMPFI_25612
OG0001091	OFUSG17661.2.p1, OFUSG17661.1.p1	AMPFI_08267
OG0001092	OFUSG02473.1.p1	AMPFI_23695, AMPFI_21806, AMPFI_23031, AMPFI_16710
OG0001093	OFUSG16311.1.p1	AMPFI_01496
OG0001094	OFUSG12462.1.p1	AMPFI_07987, AMPFI_17757
OG0001095	OFUSG13749.1.p1, OFUSG13749.3.p1, OFUSG13749.2.p1	AMPFI_21259
OG0001097	OFUSG02921.1.p1, OFUSG17373.1.p1, OFUSG03053.1.p1	AMPFI_17017
OG0001102	OFUSG12472.1.p1	AMPFI_21024
OG0001102	OFUSG11952.1.p1, OFUSG11951.2.p1, OFUSG11951.1.p1	AMPFI_14421
OG0001103	OFUSG12330.1.p1	AMPFI_02682
OG0001103	OFUSG17037.1.p1, OFUSG17037.3.p1, OFUSG17037.2.p1, OFUSG17037.4.p1	AMPFI_24729
OG0001104	OFUSG23716.1.p1	AMPFI_11622
OG0001105	OFUSG16233.2.p1, OFUSG16233.1.p1, OFUSG16233.4.p1, OFUSG16233.3.p1	AMPFI_12581
OG0001105	OFUSG25355.1.p1	AMPFI_14430
OG0001106	OFUSG09718.2.p1, OFUSG09718.1.p1	AMPFI_04453
OG0001106	OFUSG06257.1.p1	AMPFI_24278
OG0001107	OFUSG24708.1.p1	AMPFI_19311
OG0001108	OFUSG17063.1.p1	AMPFI_13440
OG0001108	OFUSG24077.2.p1, OFUSG24077.1.p1	AMPFI_13784
OG0001108	OFUSG24076.1.p1	AMPFI_13358
OG0001109	OFUSG13382.1.p1, OFUSG03479.1.p1, OFUSG03480.1.p1, OFUSG02782.1.p1, OFUSG02782.2.p1	AMPFI_10273, AMPFI_13387
OG0001110	OFUSG08276.1.p1	AMPFI_05484
OG0001111	OFUSG05334.1.p1, OFUSG11298.1.p1, OFUSG11299.1.p1	AMPFI_04458
OG0001112	OFUSG13817.3.p1, OFUSG13817.1.p1, OFUSG13817.4.p1, OFUSG13817.2.p1, OFUSG13817.5.p1	AMPFI_06514
OG0001113	OFUSG01933.1.p1	AMPFI_16641
OG0001114	OFUSG04229.1.p1	AMPFI_25604
OG0001115	OFUSG04191.1.p1	AMPFI_24017
OG0001116	OFUSG23347.1.p1, OFUSG23347.5.p1, OFUSG23347.2.p1, OFUSG23347.4.p1, OFUSG23347.3.p1	AMPFI_06806
OG0001118	OFUSG08091.2.p1, OFUSG08091.5.p1, OFUSG08091.1.p1, OFUSG08091.4.p1, OFUSG08091.3.p1	AMPFI_25968, AMPFI_00976, AMPFI_22735, AMPFI_16307, AMPFI_02493
OG0001121	OFUSG00225.1.p1, OFUSG00225.2.p1	AMPFI_15985, AMPFI_08055
OG0001122	OFUSG14506.1.p1, OFUSG24260.1.p1	AMPFI_11755, AMPFI_06064, AMPFI_20156
OG0001123	OFUSG12701.1.p1	AMPFI_04929
OG0001123	OFUSG22297.1.p1	AMPFI_09973, AMPFI_09974
OG0001124	OFUSG10854.1.p1	AMPFI_15848
OG0001125	OFUSG23343.1.p1	AMPFI_19160
OG0001126	OFUSG24750.1.p1	AMPFI_20016
OG0001126	OFUSG06152.1.p1	AMPFI_14567, AMPFI_07530
OG0001127	OFUSG16574.1.p1, OFUSG16574.2.p1	AMPFI_21530
OG0001128	OFUSG11491.1.p1	AMPFI_08735
OG0001129	OFUSG05147.2.p1, OFUSG05147.1.p1	AMPFI_05280
OG0001131	OFUSG21658.1.p1	AMPFI_08885
OG0001132	OFUSG20144.1.p1	AMPFI_18757
OG0001133	OFUSG08388.1.p1	AMPFI_16747
OG0001133	OFUSG21360.1.p1	AMPFI_21275
OG0001134	OFUSG10062.2.p1, OFUSG10062.1.p1	AMPFI_07585
OG0001135	OFUSG17784.2.p1, OFUSG17784.1.p1	AMPFI_25799
OG0001136	OFUSG20143.1.p1, OFUSG20143.4.p1, OFUSG20143.3.p1, OFUSG20143.2.p1	AMPFI_07457
OG0001137	OFUSG11347.1.p1	AMPFI_25398
OG0001138	OFUSG13035.1.p1, OFUSG13035.2.p1	AMPFI_08224
OG0001139	OFUSG26881.1.p1	AMPFI_16920
OG0001139	OFUSG25576.1.p1	AMPFI_10168
OG0001140	OFUSG20072.1.p1, OFUSG00173.1.p1	AMPFI_12273, AMPFI_22519
OG0001141	OFUSG09098.2.p1, OFUSG09098.1.p1	AMPFI_18156, AMPFI_05552
OG0001143	OFUSG16015.1.p1	AMPFI_13922, AMPFI_07389
OG0001144	OFUSG23430.1.p1	AMPFI_09246
OG0001146	OFUSG16918.1.p1	AMPFI_05945
OG0001147	OFUSG03123.1.p1	AMPFI_20662
OG0001148	OFUSG04841.1.p1	AMPFI_05179
OG0001155	OFUSG23517.1.p1	AMPFI_06783
OG0001155	OFUSG07724.1.p1	AMPFI_18768
OG0001155	OFUSG22403.1.p1	AMPFI_17194, AMPFI_15411
OG0001156	OFUSG03954.1.p1, OFUSG03954.2.p1, OFUSG03954.3.p1	AMPFI_16501
OG0001158	OFUSG20905.2.p1, OFUSG20905.1.p1	AMPFI_14324, AMPFI_03369
OG0001159	OFUSG11888.1.p1, OFUSG11891.1.p1, OFUSG11895.1.p1, OFUSG11898.1.p1, OFUSG11896.1.p1, OFUSG11897.1.p1, OFUSG11894.1.p1, OFUSG11900.1.p1, OFUSG11886.1.p1, OFUSG11885.1.p1	AMPFI_15828
OG0001160	OFUSG07954.1.p1	AMPFI_18833
OG0001161	OFUSG16226.3.p1, OFUSG16226.2.p1, OFUSG16226.1.p1	AMPFI_10090, AMPFI_19031
OG0001162	OFUSG20181.1.p1	AMPFI_21383
OG0001164	OFUSG24177.1.p1	AMPFI_02597, AMPFI_21888, AMPFI_23885, AMPFI_00138, AMPFI_24570, AMPFI_17125
OG0001165	OFUSG13166.1.p1	AMPFI_11630
OG0001167	OFUSG21708.1.p1	AMPFI_05454
OG0001168	OFUSG18913.1.p1	AMPFI_05372
OG0001169	OFUSG02492.1.p1	AMPFI_09626
OG0001170	OFUSG01257.1.p1	AMPFI_16363, AMPFI_08205, AMPFI_15728
OG0001171	OFUSG16690.1.p1	AMPFI_04677
OG0001172	OFUSG24342.1.p1	AMPFI_09322
OG0001173	OFUSG26111.1.p1	AMPFI_20736
OG0001173	OFUSG25326.1.p1	AMPFI_25116
OG0001174	OFUSG06404.1.p1, OFUSG06737.1.p1	AMPFI_23115
OG0001175	OFUSG26257.3.p1, OFUSG26257.2.p1, OFUSG26257.1.p1	AMPFI_11579, AMPFI_01291
OG0001176	OFUSG10722.1.p1	AMPFI_17036
OG0001177	OFUSG21019.1.p1, OFUSG21014.1.p1, OFUSG21016.1.p1	AMPFI_08044
OG0001178	OFUSG12774.1.p1	AMPFI_18821
OG0001178	OFUSG25843.1.p1	AMPFI_01492
OG0001179	OFUSG23169.1.p1	AMPFI_25942, AMPFI_06700
OG0001181	OFUSG04163.4.p1, OFUSG04163.3.p1, OFUSG04163.2.p1, OFUSG04163.5.p1, OFUSG04163.1.p1	AMPFI_10170
OG0001182	OFUSG07436.2.p1, OFUSG07436.1.p1, OFUSG07437.1.p1, OFUSG21970.1.p1, OFUSG20652.1.p1	AMPFI_23673
OG0001183	OFUSG16750.2.p1, OFUSG16750.1.p1	AMPFI_12914
OG0001183	OFUSG16748.1.p1, OFUSG16749.2.p1, OFUSG16749.1.p1, OFUSG22306.1.p1	AMPFI_19212, AMPFI_17630, AMPFI_15693, AMPFI_23752
OG0001184	OFUSG07947.1.p1, OFUSG07947.2.p1	AMPFI_20865
OG0001184	OFUSG05984.1.p1	AMPFI_08874
OG0001185	OFUSG20935.1.p1	AMPFI_07596
OG0001186	OFUSG20257.1.p1	AMPFI_07934
OG0001186	OFUSG20541.1.p1	AMPFI_10517
OG0001188	OFUSG12424.3.p1, OFUSG12424.2.p1, OFUSG12424.4.p1, OFUSG12424.1.p1	AMPFI_02144
OG0001189	OFUSG13394.1.p1	AMPFI_09388
OG0001190	OFUSG17154.1.p1	AMPFI_02258, AMPFI_24898
OG0001191	OFUSG19246.1.p1	AMPFI_06865
OG0001192	OFUSG03419.1.p1	AMPFI_09680
OG0001196	OFUSG09460.1.p1	AMPFI_05001
OG0001197	OFUSG12312.1.p1	AMPFI_13739
OG0001197	OFUSG26563.2.p1, OFUSG26563.1.p1	AMPFI_25096
OG0001198	OFUSG09269.1.p1	AMPFI_11677, AMPFI_01112
OG0001198	OFUSG01615.2.p1, OFUSG01615.1.p1, OFUSG01616.2.p1, OFUSG01616.1.p1	AMPFI_14243
OG0001199	OFUSG23535.1.p1, OFUSG23535.2.p1	AMPFI_25970
OG0001200	OFUSG25224.1.p1	AMPFI_13405, AMPFI_22505, AMPFI_18393
OG0001201	OFUSG05227.1.p1	AMPFI_02387
OG0001202	OFUSG14587.1.p1	AMPFI_07863
OG0001203	OFUSG11251.2.p1, OFUSG11251.1.p1	AMPFI_00203
OG0001204	OFUSG22699.1.p1	AMPFI_11339, AMPFI_14021, AMPFI_11338
OG0001205	OFUSG03656.1.p1	AMPFI_13876
OG0001205	OFUSG03222.1.p1	AMPFI_11082, AMPFI_02639
OG0001207	OFUSG04252.2.p1, OFUSG04252.1.p1	AMPFI_02832
OG0001208	OFUSG23596.1.p1, OFUSG23596.2.p1	AMPFI_25578
OG0001209	OFUSG16185.1.p1	AMPFI_10000
OG0001210	OFUSG21803.1.p1	AMPFI_13828
OG0001210	OFUSG16955.1.p1	AMPFI_05417
OG0001211	OFUSG26423.1.p1	AMPFI_10364
OG0001212	OFUSG02118.1.p1	AMPFI_24007
OG0001213	OFUSG05564.1.p1	AMPFI_07381
OG0001213	OFUSG24083.1.p1	AMPFI_18186
OG0001215	OFUSG23468.1.p1	AMPFI_10063
OG0001216	OFUSG24041.1.p1	AMPFI_06120
OG0001216	OFUSG05377.1.p1, OFUSG05376.1.p1	AMPFI_13697
OG0001217	OFUSG01813.2.p1, OFUSG01813.1.p1, OFUSG01813.3.p1	AMPFI_07018
OG0001218	OFUSG23686.1.p1	AMPFI_18506
OG0001219	OFUSG21415.1.p1	AMPFI_23839
OG0001220	OFUSG14871.1.p1	AMPFI_12004
OG0001220	OFUSG14154.1.p1	AMPFI_03787
OG0001221	OFUSG05323.1.p1, OFUSG04940.1.p1, OFUSG20341.1.p1	AMPFI_09440
OG0001223	OFUSG20458.1.p1, OFUSG20458.3.p1, OFUSG20458.2.p1	AMPFI_23890
OG0001225	OFUSG04589.1.p1	AMPFI_05889
OG0001226	OFUSG22727.1.p1	AMPFI_06001
