Orthogroup	AMPFI_ok	Other
OG0002190	AMPFI_03087	XENTR01498, XENTR01499
OG0002223	AMPFI_16615, AMPFI_04411	BRALA06051
OG0002236	AMPFI_07523	MOUSE21596
OG0002240	AMPFI_00960	HUMAN21965
OG0002240	AMPFI_15717	HUMAN21964
OG0002244	AMPFI_07452	HUMAN30021
OG0002258	AMPFI_24977	ASTMX05578
OG0002258	AMPFI_24977	DANRE39263, DANRE39262
OG0002258	AMPFI_24977	ORYLA08480, ORYLA19891, ORYLA19894
OG0002258	AMPFI_24977	XENTR11554
OG0002258	AMPFI_24977	HUMAN22190
OG0002258	AMPFI_24977	MOUSE35964, MOUSE35966, MOUSE35968, MOUSE35967, MOUSE35969
OG0002258	AMPFI_24977	OFUSG14984.1.p1
OG0002258	AMPFI_24977	NEMVE22688
OG0002258	AMPFI_24977	bflo_20237
OG0002258	AMPFI_24977	BRALA31922
OG0002261	AMPFI_00774	APOSC_01376
OG0002261	AMPFI_00774	APOSC_01376
OG0002261	AMPFI_00774	CAEEL09054
OG0002261	AMPFI_00774	NEMVE22484
OG0002261	AMPFI_00774	CAPO303559
OG0002261	AMPFI_00774	TCONS_00013936.p1
OG0002261	AMPFI_00774	SACKO_16053
OG0002261	AMPFI_00774	OFUSG10665.1.p1
OG0002261	AMPFI_00774	bflo_23458
OG0002261	AMPFI_00774	BRALA34119
OG0002261	AMPFI_00774	ORYLA00563, ORYLA17198, ORYLA00564
OG0002261	AMPFI_00774	XENTR12712, XENTR18200, XENTR12711
OG0002261	AMPFI_00774	ASTMX04970, ASTMX16399, ASTMX04971
OG0002261	AMPFI_00774	DANRE30021, DANRE29869, DANRE29868, DANRE30020
OG0002261	AMPFI_00774	HUMAN26610, HUMAN26609
OG0002261	AMPFI_00774	MOUSE38705, MOUSE38702, MOUSE38703, MOUSE38700, MOUSE38701, MOUSE38699
OG0002261	AMPFI_00774	BRALA35135
OG0002261	AMPFI_00774	BRALA35135
OG0002261	AMPFI_00774	SCHMD15654, SCHMD22485
OG0002266	AMPFI_03178	HUMAN13024, HUMAN13023, HUMAN13025
OG0002266	AMPFI_03178	DANRE04017, DANRE04018
OG0002266	AMPFI_03178	MOUSE05060, MOUSE05059, MOUSE05062, MOUSE05061
OG0002266	AMPFI_03178	XENTR10523, XENTR10524, XENTR01757
OG0002266	AMPFI_03178	ORYLA19304, ORYLA07982
OG0002266	AMPFI_03178	ASTMX01568, ASTMX19605
OG0002272	AMPFI_08490	ASTMX06090
OG0002321	AMPFI_00776	SACKO_23570
OG0002321	AMPFI_00776	TCONS_00027515.p1
OG0002321	AMPFI_00776	bflo_09188
OG0002321	AMPFI_00776	BRALA24064
OG0002321	AMPFI_00776	SCHMD19583
OG0002358	AMPFI_19693	HUMAN02384
OG0002402	AMPFI_08689	ASTMX22445
OG0002407	AMPFI_21084	MOUSE11499
OG0002410	AMPFI_25695	TCONS_00046159.p1
OG0002410	AMPFI_25695	SACKO_18805, SACKO_11678
OG0002410	AMPFI_25695	BRALA01716
OG0002410	AMPFI_25695	SCHMD00520
OG0002416	AMPFI_00862	TCONS_00001817.p1
OG0002416	AMPFI_00862	SACKO_09399
OG0002416	AMPFI_00862	AENJA_09369
OG0002416	AMPFI_00862	BRALA35219
OG0002433	AMPFI_10800	LYTVA_02521
OG0002433	AMPFI_10800	HUMAN13300
OG0002443	AMPFI_15890	XENTR00383
OG0002443	AMPFI_15890	HUMAN06723
OG0002443	AMPFI_15890	MOUSE02330, MOUSE02331, MOUSE02329
OG0002443	AMPFI_15890	ORYLA14682
OG0002443	AMPFI_15890	ASTMX15145
OG0002443	AMPFI_15890	DANRE24993, DANRE24992
OG0002443	AMPFI_15890	LYTVA_18888
OG0002443	AMPFI_15890	HELIO_09645
OG0002443	AMPFI_15890	STRPU_23447, STRPU_00994
OG0002443	AMPFI_15890	AENJA_19789
OG0002443	AMPFI_15890	DANRE24994
OG0002443	AMPFI_15890	BRALA11051, BRALA28046
OG0002443	AMPFI_15890	DANRE24994
OG0002447	AMPFI_10657	APOSC_21796
OG0002497	AMPFI_16261	MOUSE18375
OG0002500	AMPFI_06240	SCHMD27186, SCHMD17843, SCHMD20787, SCHMD09150
OG0002522	AMPFI_24208, AMPFI_23958	ASTMX06873
OG0002522	AMPFI_24208, AMPFI_23958	DANRE09442
OG0002522	AMPFI_24208, AMPFI_23958	ORYLA05861
OG0002522	AMPFI_24208, AMPFI_23958	HUMAN05846, HUMAN05845
OG0002522	AMPFI_24208, AMPFI_23958	MOUSE41506
OG0002522	AMPFI_24208, AMPFI_23958	TCONS_00052057.p1
OG0002547	AMPFI_20544	ASTMX08915
OG0002547	AMPFI_20544	HUMAN19251
OG0002568	AMPFI_24117	HUMAN22293
OG0002590	AMPFI_13771	LYTVA_05045
OG0002592	AMPFI_13088	SACKO_33979
OG0002605	AMPFI_01082	MOUSE31339
OG0002623	AMPFI_25644	LYTVA_08762
OG0002623	AMPFI_25644	XENTR00145
OG0002623	AMPFI_25644	ASTMX12300
OG0002623	AMPFI_25644	HUMAN25827, HUMAN25826
OG0002627	AMPFI_11502	MOUSE27736
OG0002640	AMPFI_20150	APOSJ_57570
OG0002654	AMPFI_10190	DANRE40237, DANRE40238, DANRE40239, DANRE40236
OG0002664	AMPFI_16552	MOUSE33028, MOUSE33029, MOUSE33030
OG0002705	AMPFI_08510	DANRE01893, DANRE01894
OG0002705	AMPFI_08510	MOUSE10470
OG0002708	AMPFI_13987	DROME16440
OG0002718	AMPFI_12945	MOUSE34798
OG0002720	AMPFI_06348	SCHMD27297
OG0002730	AMPFI_11827	TCONS_00002286.p1
OG0002730	AMPFI_11827	SACKO_31288
OG0002730	AMPFI_11827	bflo_17548
OG0002730	AMPFI_11827	BRALA23709
OG0002730	AMPFI_11827	NEMVE10147
OG0002738	AMPFI_24412	HUMAN20112
OG0002751	AMPFI_25256	HELIO_10298
OG0002780	AMPFI_15995	ASTMX12328
OG0002811	AMPFI_04646, AMPFI_07322	XENTR10804
OG0002811	AMPFI_04646, AMPFI_07322	MOUSE01738, MOUSE01736, MOUSE01737, MOUSE01735, MOUSE01734, MOUSE01739
OG0002811	AMPFI_04646, AMPFI_07322	HUMAN07035
OG0002811	AMPFI_04646, AMPFI_07322	ORYLA14627
OG0002811	AMPFI_04646, AMPFI_07322	ASTMX08335, ASTMX08336
OG0002811	AMPFI_04646, AMPFI_07322	DANRE25597, DANRE25596, DANRE25594, DANRE25595, DANRE25593
OG0002811	AMPFI_04646, AMPFI_07322	DROME18305
OG0002811	AMPFI_04646, AMPFI_07322	bflo_00373
OG0002811	AMPFI_04646, AMPFI_07322	BRALA00022
OG0002811	AMPFI_04646, AMPFI_07322	SCHMD13086, SCHMD29340, SCHMD29646, SCHMD08191, SCHMD16875, SCHMD16853, SCHMD26757, SCHMD25669, SCHMD08190
OG0002827	AMPFI_18809	HUMAN30650
OG0002827	AMPFI_18809	MOUSE00491
OG0002848	AMPFI_03140	MOUSE09198
OG0002874	AMPFI_15785	HUMAN20546
OG0002874	AMPFI_15785	ASTMX22419
OG0002889	AMPFI_18322	OFUSG05655.2.p1, OFUSG05655.1.p1
OG0002889	AMPFI_18322	SACKO_25507
OG0002889	AMPFI_18322	TCONS_00049306.p1
OG0002889	AMPFI_18322	bflo_11465
OG0002889	AMPFI_18322	BRALA20446
OG0002889	AMPFI_18322	NEMVE02255
OG0002892	AMPFI_07057	DANRE19161
OG0002961	AMPFI_15797	HUMAN08642
OG0002961	AMPFI_04166	HUMAN08644, HUMAN08643
OG0002965	AMPFI_07076	HELIO_08079
OG0002967	AMPFI_24955, AMPFI_10453, AMPFI_03488	MOUSE50963, MOUSE50965, MOUSE50964
OG0002967	AMPFI_24955, AMPFI_10453, AMPFI_03488	HUMAN05610
OG0002967	AMPFI_24955, AMPFI_10453, AMPFI_03488	XENTR06032
OG0002967	AMPFI_24955, AMPFI_10453, AMPFI_03488	ORYLA03303
OG0002967	AMPFI_24955, AMPFI_10453, AMPFI_03488	DROME18521, DROME18520
OG0002967	AMPFI_24955, AMPFI_10453, AMPFI_03488	DANRE08054
OG0002967	AMPFI_24955, AMPFI_10453, AMPFI_03488	CAEEL20418
OG0002977	AMPFI_18550	MOUSE04693, MOUSE04694
OG0002977	AMPFI_18550	HUMAN12250
OG0002977	AMPFI_18550	XENTR09457
OG0002977	AMPFI_18550	ORYLA03469
OG0002977	AMPFI_18550	DANRE08323, DANRE08322
OG0002977	AMPFI_18550	ASTMX16248
OG0002977	AMPFI_18550	HELIO_08539
OG0002977	AMPFI_18550	STRPU_15051
OG0002977	AMPFI_18550	LYTVA_25111
OG0002977	AMPFI_18550	APOSJ_04874, APOSJ_04873
OG0002977	AMPFI_18550	APOSC_12506
OG0002977	AMPFI_18550	TCONS_00004747.p1
OG0002977	AMPFI_18550	SACKO_20192
OG0002977	AMPFI_18550	OFUSG06351.1.p1, OFUSG06351.2.p1
OG0002977	AMPFI_18550	bflo_20350
OG0002977	AMPFI_18550	CAEEL07234, CAEEL07233
OG0002989	AMPFI_07541	MOUSE11229
OG0002989	AMPFI_07541	ORYLA14532, ORYLA14531
OG0002989	AMPFI_07541	ASTMX22597
OG0003011	AMPFI_24907	HUMAN10459
OG0003011	AMPFI_24907	ORYLA00615
OG0003011	AMPFI_10396, AMPFI_10397	DROME17655, DROME17656
OG0003011	AMPFI_10396, AMPFI_10397	ORYLA00615
OG0003011	AMPFI_10396, AMPFI_10397	ORYLA00615
OG0003011	AMPFI_10396, AMPFI_10397	HUMAN10459
OG0003011	AMPFI_10396, AMPFI_10397	HUMAN10459
OG0003011	AMPFI_10396, AMPFI_10397	SCHMD06741
OG0003011	AMPFI_10396, AMPFI_10397	BRALA12587, BRALA12588
OG0003011	AMPFI_10396, AMPFI_10397	bflo_14700
OG0003024	AMPFI_06872	MOUSE24540
OG0003037	AMPFI_14720	TCONS_00012033.p1
OG0003037	AMPFI_14720	SACKO_16276
OG0003037	AMPFI_14720	OFUSG12491.1.p1
OG0003037	AMPFI_14720	NEMVE16728
OG0003044	AMPFI_18286	SACKO_29708
OG0003044	AMPFI_18286	TCONS_00004867.p1
OG0003044	AMPFI_18286	OFUSG22295.1.p1
OG0003044	AMPFI_18286	BRALA14962
OG0003044	AMPFI_18286	bflo_20099
OG0003044	AMPFI_18286	NEMVE23709, NEMVE22835
OG0003044	AMPFI_18286	CAEEL07715
OG0003044	AMPFI_18286	SCHMD18036
OG0003044	AMPFI_18286	DROME07467
OG0003049	AMPFI_20646	bflo_25818
OG0003049	AMPFI_20646	BRALA00969
OG0003049	AMPFI_20646	SACKO_27605
OG0003049	AMPFI_20646	TCONS_00054626.p1, TCONS_00054702.p1
OG0003049	AMPFI_20646	SCHMD02944
OG0003049	AMPFI_20646	NEMVE20256
OG0003113	AMPFI_10115	ORYLA10064
OG0003138	AMPFI_18700	APOSJ_33075
OG0003148	AMPFI_01181	ASTMX14971
OG0003148	AMPFI_01181	DANRE00993
OG0003148	AMPFI_01181	ORYLA19776
OG0003148	AMPFI_01181	XENTR10073
OG0003148	AMPFI_01181	MOUSE50666, MOUSE50662, MOUSE50667
OG0003148	AMPFI_01181	HUMAN05694, HUMAN05693
OG0003148	AMPFI_01181	SCHMD04778
OG0003199	AMPFI_12162	TCONS_00054864.p1
OG0003200	AMPFI_08232	OFUSG20992.1.p1
OG0003200	AMPFI_08232	NEMVE06404, NEMVE11235
OG0003200	AMPFI_08232	BRALA17093
OG0003200	AMPFI_08232	bflo_05796
OG0003206	AMPFI_16692	MOUSE16899
OG0003220	AMPFI_12091	MOUSE55318
OG0003252	AMPFI_08251	APOSC_22505
OG0003296	AMPFI_24005	APOSC_07542
OG0003303	AMPFI_23138	MOUSE24465
OG0003303	AMPFI_03102	APOSC_00584
OG0003305	AMPFI_11439	ASTMX07789
OG0003317	AMPFI_09168	MOUSE06370
OG0003319	AMPFI_25746	HUMAN19328
OG0003321	AMPFI_10734	MOUSE28457
OG0003328	AMPFI_00690	ASTMX10051
OG0003365	AMPFI_11415	MOUSE35392
OG0003388	AMPFI_20188	SACKO_17919, SACKO_17906
OG0003388	AMPFI_20188	TCONS_00030400.p1, TCONS_00030384.p1
OG0003388	AMPFI_20188	BRALA06749
OG0003388	AMPFI_20188	bflo_08160
OG0003388	AMPFI_20188	NEMVE08840, NEMVE15438
OG0003388	AMPFI_20188	OFUSG05574.1.p1, OFUSG12062.1.p1
OG0003388	AMPFI_20188	DROME11674, DROME19363
OG0003388	AMPFI_20188	ASTMX07669, ASTMX03217, ASTMX03218
OG0003388	AMPFI_20188	DANRE03541, DANRE03539, DANRE03540, DANRE11313
OG0003388	AMPFI_20188	ORYLA19757, ORYLA04964
OG0003388	AMPFI_20188	HUMAN03392
OG0003388	AMPFI_20188	MOUSE20874
OG0003388	AMPFI_20188	XENTR06699
OG0003388	AMPFI_20188	APOSC_17998
OG0003388	AMPFI_20188	APOSC_17998
OG0003391	AMPFI_18758, AMPFI_21784	DANRE05821
OG0003391	AMPFI_18758, AMPFI_21784	HUMAN08975, HUMAN08976
OG0003429	AMPFI_20170	MOUSE17279
OG0003429	AMPFI_20170	DANRE40349
OG0003432	AMPFI_09970	HUMAN13670
OG0003447	AMPFI_22475	NEMVE24666
OG0003447	AMPFI_22475	OFUSG06024.1.p1, OFUSG12698.1.p1, OFUSG26757.1.p1, OFUSG20272.1.p1, OFUSG26758.1.p1, OFUSG15514.1.p1, OFUSG15514.2.p1
OG0003447	AMPFI_22475	DANRE31018, DANRE31019
OG0003447	AMPFI_22475	ASTMX07133
OG0003447	AMPFI_22475	MOUSE39104, MOUSE39107
OG0003447	AMPFI_22475	HUMAN26881
OG0003447	AMPFI_22475	XENTR05985
OG0003447	AMPFI_22475	APOSJ_05681
OG0003447	AMPFI_22475	APOSJ_05681
OG0003447	AMPFI_22475	STRPU_23990
OG0003447	AMPFI_22475	HELIO_12555
OG0003447	AMPFI_22475	LYTVA_21925
OG0003447	AMPFI_22475	TCONS_00049275.p1
OG0003447	AMPFI_22475	SACKO_16916
OG0003447	AMPFI_22475	bflo_11633
OG0003447	AMPFI_22475	BRALA17322
OG0003447	AMPFI_22475	AENJA_03903
OG0003462	AMPFI_05379	MOUSE50378
OG0003469	AMPFI_12359	ORYLA15258
OG0003475	AMPFI_21852	BRALA35136
OG0003475	AMPFI_24738	BRALA12279
OG0003505	AMPFI_07475	TCONS_00008628.p1
OG0003505	AMPFI_07475	LYTVA_23504
OG0003508	AMPFI_00704	XENTR17069
OG0003508	AMPFI_00704	MOUSE53216
OG0003508	AMPFI_00704	HUMAN20681
OG0003508	AMPFI_00704	ORYLA09159
OG0003508	AMPFI_00704	DANRE24205, DANRE24206
OG0003508	AMPFI_00704	ASTMX08692
OG0003511	AMPFI_18153	BRALA16529
OG0003511	AMPFI_18153	bflo_06537
OG0003511	AMPFI_18153	APOSJ_63590, APOSJ_63588, APOSJ_63589
OG0003511	AMPFI_18153	APOSC_17361
OG0003511	AMPFI_18153	SACKO_09852
OG0003511	AMPFI_18153	TCONS_00027853.p1
OG0003511	AMPFI_18153	AENJA_15214
OG0003511	AMPFI_18153	NEMVE22014, NEMVE01517
OG0003511	AMPFI_18153	SCHMD10744
OG0003511	AMPFI_18153	CAEEL08351
OG0003511	AMPFI_18153	ASTMX12073
OG0003511	AMPFI_18153	DANRE34748, DANRE34747
OG0003511	AMPFI_18153	ORYLA17668
OG0003511	AMPFI_18153	XENTR05842
OG0003511	AMPFI_18153	HUMAN23502
OG0003511	AMPFI_18153	MOUSE10318, MOUSE10316, MOUSE10321, MOUSE10317, MOUSE10320, MOUSE10319, MOUSE10315, MOUSE10314, MOUSE10313
OG0003511	AMPFI_18153	OFUSG19651.1.p1
OG0003520	AMPFI_05023	HELIO_02766
OG0003523	AMPFI_07760	HUMAN21873
OG0003533	AMPFI_02269	AENJA_19980
OG0003533	AMPFI_02269	DANRE21269, DANRE21268
OG0003533	AMPFI_02269	ASTMX14253
OG0003533	AMPFI_02269	ORYLA20154
OG0003533	AMPFI_02269	HUMAN21080, HUMAN21079
OG0003533	AMPFI_02269	MOUSE10863, MOUSE10865, MOUSE10864
OG0003533	AMPFI_02269	XENTR06013
OG0003546	AMPFI_21995, AMPFI_00349	BRALA35137
OG0003546	AMPFI_00349	STRPU_19646
OG0003634	AMPFI_00355, AMPFI_24717	HUMAN00128
OG0003654	AMPFI_17684	ASTMX18753
OG0003669	AMPFI_11157	APOSJ_43894
OG0003684	AMPFI_00490	SACKO_16167
OG0003684	AMPFI_00490	TCONS_00007072.p1
OG0003684	AMPFI_00490	LYTVA_15283
OG0003684	AMPFI_00490	HELIO_08776
OG0003684	AMPFI_00490	STRPU_26095
OG0003684	AMPFI_00490	NEMVE10127
OG0003696	AMPFI_04491, AMPFI_03543	DANRE24940
OG0003696	AMPFI_04491, AMPFI_03543	MOUSE35452
OG0003721	AMPFI_08300	DANRE11800
OG0003734	AMPFI_18672	HUMAN29356
OG0003755	AMPFI_19354	MOUSE04960
OG0003769	AMPFI_04434, AMPFI_04953	ASTMX09113
OG0003769	AMPFI_03825	SACKO_26729
OG0003769	AMPFI_03825	TCONS_00008637.p1
OG0003769	AMPFI_03825	BRALA26566
OG0003769	AMPFI_03825	bflo_13838
OG0003808	AMPFI_14079	APOSJ_56883
OG0003923	AMPFI_23190	MOUSE22537, MOUSE22540
OG0003923	AMPFI_23190	HUMAN18230
OG0003923	AMPFI_23190	XENTR04190
OG0003923	AMPFI_23190	ASTMX17099
OG0003923	AMPFI_23190	DANRE41776, DANRE41774, DANRE41775
OG0003923	AMPFI_23190	ORYLA10036
OG0003923	AMPFI_23190	CAEEL08718
OG0003923	AMPFI_23190	DROME02152, DROME02153, DROME02151, DROME02154, DROME00715, DROME00714
OG0003923	AMPFI_23190	SCHMD25596
OG0003944	AMPFI_07557	APOSC_03774, APOSC_25388, APOSC_28777
OG0003973	AMPFI_20438	MOUSE28068
OG0004034	AMPFI_05228	BRALA08468
OG0004040	AMPFI_23302	LYTVA_01753
OG0004070	AMPFI_16812	DANRE15502, DANRE15500
OG0004070	AMPFI_16812	ASTMX20983
OG0004108	AMPFI_11075	MOUSE41099, MOUSE41100
OG0004123	AMPFI_13800	HUMAN05601
OG0004126	AMPFI_19897	AENJA_20213
OG0004126	AMPFI_19897	SCHMD18874, SCHMD24485, SCHMD09907, SCHMD21126
OG0004126	AMPFI_19897	MOUSE51105, MOUSE51104, MOUSE51107, MOUSE16482, MOUSE51106
OG0004126	AMPFI_19897	HUMAN05543, HUMAN19543
OG0004126	AMPFI_19897	XENTR02624, XENTR17192
OG0004126	AMPFI_19897	ASTMX20128, ASTMX16183
OG0004126	AMPFI_19897	DANRE07400, DANRE07729, DANRE07730
OG0004126	AMPFI_19897	ORYLA03650
OG0004136	AMPFI_23022	XENTR14548
OG0004136	AMPFI_23022	ASTMX21158
OG0004136	AMPFI_23022	DANRE40774
OG0004136	AMPFI_23022	ORYLA15892
OG0004136	AMPFI_23022	HUMAN02427
OG0004136	AMPFI_23022	MOUSE23425, MOUSE23427, MOUSE23423, MOUSE23424, MOUSE23426
OG0004143	AMPFI_12398	ASTMX08959, ASTMX02134, ASTMX12412
OG0004143	AMPFI_12398	DANRE19387, DANRE19388, DANRE25179, DANRE37632, DANRE37633
OG0004143	AMPFI_12398	ORYLA14097, ORYLA12079
OG0004143	AMPFI_12398	MOUSE32279, MOUSE32278, MOUSE32280, MOUSE51729
OG0004143	AMPFI_12398	HUMAN28620, HUMAN09650
OG0004143	AMPFI_12398	XENTR14330
OG0004143	AMPFI_12398	DROME13621
OG0004146	AMPFI_03964	BRALA17719
OG0004150	AMPFI_13804	ASTMX22642
OG0004150	AMPFI_13804	MOUSE53097
OG0004190	AMPFI_25836	APOSJ_12010
OG0004220	AMPFI_06135	APOSJ_55154, APOSJ_50842
OG0004220	AMPFI_06135	AENJA_10199
OG0004266	AMPFI_00291	bflo_19973
OG0004269	AMPFI_02131	LYTVA_07560
OG0004269	AMPFI_02131	HUMAN03614
OG0004269	AMPFI_02131	STRPU_09465
OG0004284	AMPFI_07793	OFUSG19168.1.p1
OG0004288	AMPFI_12843	TCONS_00008002.p1
OG0004308	AMPFI_06434	ASTMX22955
OG0004332	AMPFI_16570, AMPFI_16569	MOUSE51034, MOUSE51033
OG0004358	AMPFI_25051	HUMAN20550, HUMAN20551
OG0004358	AMPFI_25051	MOUSE40773
OG0004358	AMPFI_19007	ORYLA15910
OG0004358	AMPFI_19007	ASTMX19968
OG0004358	AMPFI_19007	DANRE41274, DANRE41273
OG0004358	AMPFI_19007	XENTR11117
OG0004358	AMPFI_19007	HUMAN20549
OG0004358	AMPFI_19007	MOUSE40771, MOUSE40770
OG0004358	AMPFI_19007	bflo_11539
OG0004358	AMPFI_19007	BRALA15298
OG0004358	AMPFI_19007	TCONS_00048777.p1, TCONS_00048787.p1
OG0004358	AMPFI_19007	SACKO_23737
OG0004358	AMPFI_19007	OFUSG05940.1.p1
OG0004358	AMPFI_19007	NEMVE08331
OG0004358	AMPFI_19007	DROME01539
OG0004358	AMPFI_19007	AENJA_18673
OG0004358	AMPFI_19007	AENJA_18673
OG0004358	AMPFI_19007	CAEEL10874
OG0004358	AMPFI_19007	APOSC_02914
OG0004358	AMPFI_19007	APOSJ_61183, APOSJ_61184
OG0004375	AMPFI_20500	MOUSE27750
OG0004375	AMPFI_21503	MOUSE27753
OG0004385	AMPFI_02615	APOSC_06653
OG0004385	AMPFI_02615	APOSJ_23044, APOSJ_23041, APOSJ_23042, APOSJ_23043
OG0004385	AMPFI_02615	SACKO_28528
OG0004385	AMPFI_02615	OFUSG25604.1.p1
OG0004498	AMPFI_06947	ASTMX11988
OG0004516	AMPFI_18645	bflo_04748
OG0004534	AMPFI_18106	DANRE01101
OG0004534	AMPFI_00646	BRALA20376
OG0004534	AMPFI_00646	bflo_14156
OG0004534	AMPFI_00646	AENJA_08393
OG0004534	AMPFI_00646	DROME11128, DROME11127
OG0004534	AMPFI_00646	DANRE01101
OG0004534	AMPFI_00646	DANRE01101
OG0004550	AMPFI_09809	bflo_03833
OG0004550	AMPFI_09809	BRALA02217
OG0004550	AMPFI_09809	SACKO_19164
OG0004550	AMPFI_09809	TCONS_00037471.p1, TCONS_00053721.p1, TCONS_00036317.p1, TCONS_00037474.p1, TCONS_00037434.p1, TCONS_00036309.p1, TCONS_00037465.p1, TCONS_00037472.p1, TCONS_00037443.p1
OG0004559	AMPFI_05855	MOUSE06489, MOUSE06490
OG0004559	AMPFI_05855	HUMAN13596, HUMAN13595
OG0004569	AMPFI_06989	bflo_19832
OG0004573	AMPFI_12921	MOUSE04827, MOUSE51637
OG0004573	AMPFI_12921	BRALA32832
OG0004594	AMPFI_13047	APOSJ_48750
OG0004600	AMPFI_15811	MOUSE25947
OG0004605	AMPFI_01215, AMPFI_03310	ASTMX21168
OG0004605	AMPFI_01215, AMPFI_03310	DANRE29847
OG0004605	AMPFI_01215, AMPFI_03310	ORYLA17124
OG0004605	AMPFI_01215, AMPFI_03310	XENTR01842, XENTR01844
OG0004605	AMPFI_01215, AMPFI_03310	HUMAN10306
OG0004605	AMPFI_01215	LYTVA_22511
OG0004605	AMPFI_01215	MOUSE16937, MOUSE16936
OG0004605	AMPFI_01215	SCHMD16312, SCHMD16314
OG0004605	AMPFI_03310	MOUSE16939, MOUSE16938, MOUSE16933, MOUSE16932
OG0004615	AMPFI_22837	BRALA18479
OG0004615	AMPFI_22837	MOUSE37120
OG0004620	AMPFI_00400	HUMAN11643
OG0004637	AMPFI_14539	HUMAN11592
OG0004637	AMPFI_14539	STRPU_25858
OG0004647	AMPFI_08211	bflo_25260
OG0004649	AMPFI_17558	ASTMX21812
OG0004659	AMPFI_24972	ORYLA13951
OG0004659	AMPFI_24972	DANRE02375, DANRE02376, DANRE02374
OG0004659	AMPFI_24972	ASTMX05376
OG0004659	AMPFI_24972	XENTR13300
OG0004659	AMPFI_24972	HUMAN02326
OG0004659	AMPFI_24972	MOUSE23617, MOUSE23616
OG0004659	AMPFI_24972	BRALA19760
OG0004659	AMPFI_24972	bflo_11250
OG0004659	AMPFI_24972	OFUSG05707.2.p1, OFUSG05707.1.p1
OG0004659	AMPFI_24972	NEMVE07785, NEMVE00194, NEMVE11615
OG0004709	AMPFI_20143	APOSC_06454, APOSC_09851
OG0004728	AMPFI_04640	DANRE39344
OG0004728	AMPFI_04640	HUMAN11622
OG0004732	AMPFI_04115	TCONS_00006547.p1
OG0004732	AMPFI_04115	BRALA09631
OG0004732	AMPFI_04115	bflo_02051
OG0004732	AMPFI_04115	CAPO303065
OG0004732	AMPFI_04115	SACKO_25624, SACKO_15851
OG0004754	AMPFI_15484	LYTVA_09941
OG0004835	AMPFI_18648	bflo_13560
OG0004865	AMPFI_20573, AMPFI_25525	BRALA32090
OG0004874	AMPFI_25899	APOSJ_20927, APOSJ_20926
OG0004887	AMPFI_11151	HUMAN00786
OG0004896	AMPFI_15316	DANRE34248
OG0004896	AMPFI_15316	ASTMX11207
OG0004896	AMPFI_15316	MOUSE25287, MOUSE25286, MOUSE25292, MOUSE25289
OG0004896	AMPFI_15316	HUMAN29483
OG0004896	AMPFI_15316	ORYLA18463
OG0004907	AMPFI_04014	BRALA10831
OG0004923	AMPFI_00985, AMPFI_16529, AMPFI_15260	LYTVA_13903
OG0004924	AMPFI_05959	HUMAN23140
OG0004949	AMPFI_07404	LYTVA_17623
OG0004971	AMPFI_03928	XENTR06568
OG0004971	AMPFI_03928	HUMAN16945
OG0004971	AMPFI_03928	MOUSE18798, MOUSE18799
OG0004971	AMPFI_03928	ASTMX14404
OG0004971	AMPFI_03928	SCHMD11504
OG0004971	AMPFI_03928	LYTVA_21887
OG0004971	AMPFI_03928	LYTVA_21887
OG0004971	AMPFI_03928	BRALA33597
OG0004971	AMPFI_03928	NEMVE20816
OG0004975	AMPFI_13767	SACKO_00488
OG0004975	AMPFI_13767	TCONS_00052759.p1
OG0004975	AMPFI_13767	APOSJ_09474
OG0004975	AMPFI_13767	APOSC_00051
OG0004975	AMPFI_13767	LYTVA_12144
OG0004975	AMPFI_13767	STRPU_18856, STRPU_18940
OG0004975	AMPFI_13767	HELIO_10270
OG0004975	AMPFI_13767	NEMVE11552
OG0004991	AMPFI_20163	APOSC_17350
OG0005059	AMPFI_21914	ORYLA18022
OG0005059	AMPFI_21914	ASTMX20578
OG0005059	AMPFI_21914	DANRE34115, DANRE34116
OG0005059	AMPFI_21914	bflo_15765
OG0005073	AMPFI_05809	DANRE07225, DANRE07224
OG0005073	AMPFI_05809	MOUSE09457, MOUSE09456, MOUSE09453, MOUSE09458, MOUSE09455
OG0005073	AMPFI_05809	ASTMX03667
OG0005073	AMPFI_05809	ORYLA01316
OG0005073	AMPFI_05809	HUMAN24275
OG0005073	AMPFI_05809	XENTR17939
OG0005073	AMPFI_05809	bflo_01013
OG0005073	AMPFI_05809	BRALA10284
OG0005075	AMPFI_08491	bflo_10876
OG0005107	AMPFI_08427	TCONS_00052274.p1, TCONS_00038130.p1
OG0005107	AMPFI_08427	SACKO_25977
OG0005107	AMPFI_08427	OFUSG00742.1.p1
OG0005107	AMPFI_08427	bflo_03887
OG0005107	AMPFI_08427	AENJA_05759
OG0005107	AMPFI_08427	BRALA02107
OG0005144	AMPFI_14298	MOUSE31301, MOUSE31302, MOUSE31300
OG0005155	AMPFI_14736	STRPU_06007
OG0005179	AMPFI_07671	MOUSE36304
OG0005187	AMPFI_09348, AMPFI_03439	BRALA27874
OG0005187	AMPFI_09348, AMPFI_03439	bflo_11587
OG0005187	AMPFI_09348, AMPFI_03439	NEMVE13161
OG0005187	AMPFI_09348, AMPFI_03439	DANRE31608, DANRE31609
OG0005187	AMPFI_09348, AMPFI_03439	ASTMX16233
