Orthogroup	ASTMX	Other
OG0003738	ASTMX11367	NEMVE24821, NEMVE25967
OG0003738	ASTMX11367	CAPO304238
OG0003740	ASTMX16206	APOSC_07560, APOSC_10879
OG0003755	ASTMX14368	MOUSE04960
OG0003769	ASTMX09113	NEMVE25860
OG0003769	ASTMX09113	SACKO_26729
OG0003769	ASTMX09113	TCONS_00008637.p1
OG0003769	ASTMX09113	BRALA26566
OG0003769	ASTMX09113	bflo_13838
OG0003769	ASTMX09113	APOSJ_33263, APOSJ_33265
OG0003769	ASTMX09113	APOSC_02783, APOSC_02782
OG0003769	ASTMX09113	AMPFI_04434, AMPFI_04953
OG0003769	ASTMX09113	LYTVA_18678
OG0003769	ASTMX09113	HELIO_09666
OG0003769	ASTMX09113	STRPU_26021
OG0003769	ASTMX09113	DROME11691, DROME11690, DROME11693, DROME11692
OG0003806	ASTMX21196	APOSC_27759
OG0003808	ASTMX12243	APOSJ_56883
OG0003826	ASTMX13299	BRALA34514, BRALA34863
OG0003831	ASTMX01621	APOSC_18338
OG0003857	ASTMX17813	LYTVA_25367
OG0003923	ASTMX17099	AMPFI_23190
OG0003944	ASTMX15054, ASTMX15052	APOSC_03774, APOSC_25388, APOSC_28777
OG0004011	ASTMX20986, ASTMX02746, ASTMX08196, ASTMX11986	TCONS_00030947.p1
OG0004027	ASTMX15302, ASTMX11055, ASTMX22240	APOSJ_49299
OG0004070	ASTMX20983	DANRE15502, DANRE15500
OG0004070	ASTMX20983	DANRE15502, DANRE15500
OG0004070	ASTMX20983	OFUSG10593.1.p1
OG0004070	ASTMX20983	BRALA10466
OG0004070	ASTMX20983	bflo_23729
OG0004070	ASTMX20983	AENJA_11512
OG0004070	ASTMX20983	LYTVA_08824
OG0004070	ASTMX20983	HELIO_11759
OG0004070	ASTMX20983	STRPU_08271
OG0004070	ASTMX20983	AMPFI_16812
OG0004070	ASTMX20983	SACKO_26538, SACKO_33985
OG0004070	ASTMX20983	TCONS_00026262.p1
OG0004070	ASTMX20983	NEMVE00018, NEMVE22616
OG0004070	ASTMX20983	APOSC_25704
OG0004070	ASTMX20983	APOSJ_19094, APOSJ_34894, APOSJ_19097, APOSJ_34895
OG0004085	ASTMX19501	MOUSE22019
OG0004120	ASTMX06636	APOSJ_24987
OG0004122	ASTMX14333, ASTMX15081	APOSC_10900
OG0004126	ASTMX20128, ASTMX16183	AMPFI_19897
OG0004136	ASTMX21158	AMPFI_23022
OG0004143	ASTMX08959, ASTMX02134, ASTMX12412	AMPFI_12398
OG0004150	ASTMX22642	AENJA_23752
OG0004150	ASTMX22642	STRPU_17897
OG0004150	ASTMX22642	LYTVA_10446, LYTVA_04771
OG0004150	ASTMX22642	HELIO_10914
OG0004150	ASTMX22642	APOSC_13759
OG0004150	ASTMX22642	APOSJ_63641, APOSJ_63642
OG0004150	ASTMX22642	AMPFI_13804
OG0004150	ASTMX22642	MOUSE53097
OG0004150	ASTMX22642	MOUSE53097
OG0004220	ASTMX08970	APOSJ_55154, APOSJ_50842
OG0004220	ASTMX08970	AENJA_10199
OG0004229	ASTMX15829, ASTMX03254, ASTMX15578, ASTMX15577	LYTVA_26921
OG0004279	ASTMX03344	AENJA_07838, AENJA_17816
OG0004308	ASTMX22955	AENJA_10896
OG0004308	ASTMX22955	TCONS_00000991.p1
OG0004308	ASTMX22955	LYTVA_27577, LYTVA_15253
OG0004308	ASTMX22955	STRPU_17528
OG0004308	ASTMX22955	HELIO_02621
OG0004308	ASTMX22955	APOSC_21945
OG0004308	ASTMX22955	APOSJ_45570, APOSJ_45566, APOSJ_45567, APOSJ_29960, APOSJ_45568, APOSJ_45571, APOSJ_45569, APOSJ_18006
OG0004308	ASTMX22955	BRALA23893
OG0004308	ASTMX22955	bflo_17611
OG0004308	ASTMX22955	AMPFI_06434
OG0004308	ASTMX22955	SACKO_01785
OG0004308	ASTMX22955	NEMVE20752
OG0004308	ASTMX22955	SCHMD08570
OG0004338	ASTMX09185	APOSC_27265
OG0004358	ASTMX19968	AMPFI_19007
OG0004358	ASTMX19968	AENJA_18673
OG0004404	ASTMX12554	APOSC_15852
OG0004487	ASTMX12470	APOSC_13922
OG0004498	ASTMX11988	APOSC_17715
OG0004498	ASTMX11988	APOSJ_23699
OG0004498	ASTMX11988	AENJA_04040
OG0004498	ASTMX11988	AMPFI_06947
OG0004498	ASTMX11988	HELIO_05086
OG0004498	ASTMX11988	LYTVA_12145, LYTVA_00159
OG0004516	ASTMX09891	bflo_04748
OG0004539	ASTMX01573, ASTMX04849	APOSC_15371
OG0004546	ASTMX19300	APOSC_02200
OG0004573	ASTMX21393	BRALA32832
OG0004596	ASTMX21770	STRPU_15859
OG0004605	ASTMX21168	AMPFI_01215, AMPFI_03310
OG0004606	ASTMX21043	APOSC_14341
OG0004609	ASTMX09349	APOSC_14861
OG0004648	ASTMX04919	APOSC_19767
OG0004649	ASTMX21812	STRPU_14306
OG0004649	ASTMX21812	HELIO_03519
OG0004649	ASTMX21812	LYTVA_10236
OG0004649	ASTMX21812	AENJA_21530
OG0004649	ASTMX21812	APOSC_06462
OG0004649	ASTMX21812	APOSJ_03738
OG0004649	ASTMX21812	AMPFI_17558
OG0004649	ASTMX21812	BRALA26873
OG0004659	ASTMX05376	AMPFI_24972
OG0004667	ASTMX11898	LYTVA_10383, LYTVA_06246
OG0004688	ASTMX00758	MOUSE10857
OG0004748	ASTMX17862	AENJA_02211
OG0004754	ASTMX09699	LYTVA_09941
OG0004769	ASTMX03147	APOSC_17401
OG0004795	ASTMX05972	APOSJ_64010, APOSJ_64009
OG0004795	ASTMX05972	APOSC_11957
OG0004795	ASTMX05972	OFUSG15100.1.p1, OFUSG15100.2.p1
OG0004795	ASTMX05972	MOUSE37925, MOUSE37923
OG0004795	ASTMX05972	HUMAN07355
OG0004795	ASTMX05972	XENTR06349
OG0004795	ASTMX05972	DANRE00139
OG0004795	ASTMX05972	AENJA_06563
OG0004795	ASTMX05972	bflo_20953
OG0004795	ASTMX05972	BRALA35226
OG0004795	ASTMX05972	LYTVA_00644
OG0004795	ASTMX05972	NEMVE09760
OG0004795	ASTMX05972	BRALA35226
OG0004854	ASTMX16706	APOSC_24117
OG0004855	ASTMX15354	APOSC_25569
OG0004874	ASTMX20507	APOSJ_20927, APOSJ_20926
OG0004890	ASTMX22189, ASTMX02336	APOSC_28225
OG0004896	ASTMX11207	AMPFI_15316
OG0004898	ASTMX22116	AENJA_15712
OG0004928	ASTMX10205	CAPO304691
OG0004928	ASTMX10205	SACKO_30858
OG0004928	ASTMX10205	TCONS_00017771.p1
OG0004928	ASTMX10205	APOSJ_01718
OG0004928	ASTMX10205	HUMAN12519
OG0004928	ASTMX10205	HUMAN12519
OG0004945	ASTMX05496	AENJA_22088
OG0004949	ASTMX15357	LYTVA_17623
OG0004971	ASTMX14404	AMPFI_03928
OG0004971	ASTMX14404	LYTVA_21887
OG0004981	ASTMX19679	APOSC_14915
OG0004991	ASTMX00790	APOSC_17350
OG0005059	ASTMX20578	AMPFI_21914
OG0005073	ASTMX03667	AMPFI_05809
OG0005116	ASTMX02542	APOSJ_32781, APOSJ_43383, APOSJ_32775, APOSJ_43377, APOSJ_38856, APOSJ_38858, APOSJ_26538, APOSJ_56095, APOSJ_32777, APOSJ_56065
OG0005139	ASTMX09824	HELIO_08484
OG0005155	ASTMX05603, ASTMX12964, ASTMX12965	STRPU_06007
OG0005171	ASTMX01293, ASTMX04637	LYTVA_04687, LYTVA_13351, LYTVA_04233
OG0005187	ASTMX16233	AMPFI_09348, AMPFI_03439
OG0005237	ASTMX03931	SCHMD13955
OG0005302	ASTMX22410, ASTMX02133, ASTMX14720, ASTMX02413	AMPFI_03808, AMPFI_18711
OG0005317	ASTMX00041	NEMVE14531
OG0005317	ASTMX00041	AMPFI_05644
OG0005317	ASTMX00041	TCONS_00000493.p1
OG0005317	ASTMX00041	APOSJ_17874, APOSJ_13230
OG0005317	ASTMX00041	SACKO_13887
OG0005317	ASTMX00041	BRALA30516
OG0005317	ASTMX00041	LYTVA_00157
OG0005317	ASTMX00041	APOSC_10096
OG0005321	ASTMX20881	SACKO_31374
OG0005370	ASTMX01058	APOSC_19517
OG0005433	ASTMX10384	BRALA32085
OG0005459	ASTMX07270	bflo_12126
OG0005459	ASTMX07270	STRPU_23360
OG0005494	ASTMX11292	HELIO_09879
OG0005494	ASTMX11292	LYTVA_08972
OG0005494	ASTMX11292	STRPU_09929
OG0005494	ASTMX11292	APOSJ_30241, APOSJ_30240
OG0005494	ASTMX11292	APOSC_05152
OG0005494	ASTMX11292	TCONS_00026543.p1
OG0005494	ASTMX11292	AENJA_11688
OG0005494	ASTMX11292	NEMVE20276, NEMVE23985
OG0005494	ASTMX11292	SACKO_13730
OG0005494	ASTMX11292	APOSJ_12436
OG0005494	ASTMX11292	AMPFI_11106
OG0005494	ASTMX11292	APOSJ_12436
OG0005499	ASTMX09972	APOSC_20319
OG0005600	ASTMX01740	AMPFI_21973
OG0005720	ASTMX14797	AENJA_02583
OG0005738	ASTMX10341	HUMAN21605
OG0005791	ASTMX13552	OFUSG03900.1.p1, OFUSG07148.1.p1
OG0005812	ASTMX06754	NEMVE14364
OG0005812	ASTMX06754	OFUSG11647.1.p1
OG0005812	ASTMX06754	TCONS_00011432.p1
OG0005812	ASTMX06754	SACKO_09960
OG0005812	ASTMX06754	AMPFI_07294
OG0005812	ASTMX06754	STRPU_20595
OG0005812	ASTMX06754	LYTVA_03605
OG0005812	ASTMX06754	APOSJ_45152
OG0005812	ASTMX06754	AENJA_10119
OG0005812	ASTMX06754	APOSC_07480
OG0005850	ASTMX15848	AMPFI_20033
OG0005853	ASTMX16546	LYTVA_13543
OG0005966	ASTMX21448	STRPU_00119
OG0006000	ASTMX10236	APOSJ_59193
OG0006087	ASTMX01650	APOSC_27471
OG0006102	ASTMX03409	TCONS_00029782.p1
OG0006120	ASTMX22300	STRPU_00038
OG0006123	ASTMX03174	AMPFI_21221, AMPFI_22425
OG0006193	ASTMX16796	AMPFI_14632
OG0006217	ASTMX15849	APOSC_27262
OG0006231	ASTMX15248	APOSC_21160
OG0006231	ASTMX22936	CAEEL20582
OG0006231	ASTMX22936	OFUSG13273.1.p1, OFUSG13275.1.p1
OG0006231	ASTMX22936	APOSC_21160
OG0006231	ASTMX22936	APOSC_21160
OG0006231	ASTMX22936	BRALA34256
OG0006391	ASTMX13826, ASTMX02973	AMPFI_11392
OG0006468	ASTMX13923	AENJA_01370
OG0006491	ASTMX09131	APOSC_25623
OG0006493	ASTMX06078	MOUSE45213
OG0006496	ASTMX13132	MOUSE23970
OG0006496	ASTMX13132	HUMAN02168
OG0006511	ASTMX07468	APOSC_10649
OG0006512	ASTMX17346	HUMAN20060
OG0006525	ASTMX04027	AENJA_06860
OG0006537	ASTMX08262	APOSC_19643
OG0006550	ASTMX02023	AMPFI_17946
OG0006584	ASTMX01917	LYTVA_01051
OG0006626	ASTMX00608	SACKO_20620
OG0006670	ASTMX08852	APOSC_09168
OG0006758	ASTMX00799	APOSJ_41069
OG0006758	ASTMX00799	APOSC_29158
OG0006850	ASTMX17410	HUMAN22746
OG0006916	ASTMX16770	LYTVA_25691, LYTVA_07151
OG0007040	ASTMX09108	APOSC_28613
OG0007067	ASTMX08892	BRALA03280
OG0007095	ASTMX09063	APOSC_23242
OG0007128	ASTMX15167	APOSC_00622
OG0007304	ASTMX20413	SACKO_17525
OG0007328	ASTMX18500	AMPFI_20228, AMPFI_02514
OG0007389	ASTMX10391	LYTVA_13623
OG0007418	ASTMX04419	AENJA_16895
OG0007438	ASTMX09594	LYTVA_04235
OG0007453	ASTMX14696	HELIO_07039
OG0007453	ASTMX23041	HELIO_07039
OG0007453	ASTMX23041	CAEEL15555
OG0007453	ASTMX23041	DROME08632, DROME08631
OG0007453	ASTMX23041	SCHMD22069
OG0007453	ASTMX23041	HELIO_07039
OG0007495	ASTMX11414	APOSC_05318
OG0007609	ASTMX13434	LYTVA_26890
OG0007609	ASTMX13434	MOUSE37743
OG0007668	ASTMX20312	APOSJ_64552, APOSJ_50490
OG0007706	ASTMX07321	APOSC_22591
OG0007823	ASTMX16149	APOSC_12438
OG0008216	ASTMX15095	HELIO_10403
OG0008217	ASTMX15399	LYTVA_26320
OG0008264	ASTMX07812	APOSC_16007
OG0008348	ASTMX20046	TCONS_00014673.p1
OG0008380	ASTMX14079	AMPFI_19814
OG0008576	ASTMX13502	BRALA11513
OG0008656	ASTMX14410	APOSC_06708
OG0008693	ASTMX07835	LYTVA_01451, LYTVA_11823
OG0008822	ASTMX11413	APOSC_17501
OG0010324	ASTMX05868	bflo_09721
