Orthogroup	APOSJ_ok	Other
OG0002065	APOSJ_05621, APOSJ_30601	HUMAN11195
OG0002065	APOSJ_05621, APOSJ_30601	DROME13540
OG0002065	APOSJ_05621, APOSJ_30601	SCHMD04658
OG0002065	APOSJ_05621, APOSJ_30601	AENJA_16274
OG0002076	APOSJ_31268, APOSJ_31267	MOUSE02518
OG0002094	APOSJ_16585, APOSJ_16588, APOSJ_16589, APOSJ_16586, APOSJ_16587	DANRE22168
OG0002141	APOSJ_32536	ASTMX22344
OG0002151	APOSJ_13063, APOSJ_13064, APOSJ_13061, APOSJ_45732, APOSJ_18738, APOSJ_02216, APOSJ_18737, APOSJ_02217, APOSJ_13062, APOSJ_13065, APOSJ_45733, APOSJ_02218, APOSJ_15355, APOSJ_53536, APOSJ_18736, APOSJ_02220, APOSJ_18739, APOSJ_62438, APOSJ_07268, APOSJ_55051	ORYLA00735
OG0002169	APOSJ_40833, APOSJ_61359, APOSJ_51678, APOSJ_40829	BRALA33277
OG0002192	APOSJ_16315, APOSJ_59878	HUMAN12371
OG0002236	APOSJ_42597, APOSJ_42598, APOSJ_42602, APOSJ_42600, APOSJ_42601, APOSJ_42599	MOUSE21596
OG0002240	APOSJ_42565, APOSJ_29802, APOSJ_06745, APOSJ_56303	HUMAN21965, HUMAN21964
OG0002272	APOSJ_41581, APOSJ_65236, APOSJ_65234, APOSJ_41580, APOSJ_41576, APOSJ_41579, APOSJ_41577, APOSJ_41583, APOSJ_41582, APOSJ_65235, APOSJ_41575, APOSJ_41578	ASTMX06090
OG0002320	APOSJ_10289, APOSJ_10291, APOSJ_10290	MOUSE50960
OG0002375	APOSJ_60710, APOSJ_60709, APOSJ_60711, APOSJ_60714, APOSJ_60716, APOSJ_60715, APOSJ_60713, APOSJ_60712, APOSJ_59787, APOSJ_59786	ASTMX22044
OG0002402	APOSJ_26768, APOSJ_04299, APOSJ_04296, APOSJ_04297, APOSJ_04300, APOSJ_04298, APOSJ_64172, APOSJ_04301	ASTMX22445
OG0002406	APOSJ_64758, APOSJ_64760	SACKO_33790
OG0002407	APOSJ_08648, APOSJ_22087, APOSJ_08654, APOSJ_08647	MOUSE11499
OG0002433	APOSJ_41004, APOSJ_41005, APOSJ_41008, APOSJ_41003, APOSJ_41007, APOSJ_41006, APOSJ_41010, APOSJ_41009	HUMAN13300
OG0002479	APOSJ_51343	MOUSE04347, MOUSE04349, MOUSE04348, MOUSE04350
OG0002479	APOSJ_51343	HUMAN11863, HUMAN11862, HUMAN11864, HUMAN11865, HUMAN11861
OG0002479	APOSJ_51343	DANRE08383, DANRE08382
OG0002479	APOSJ_51343	ASTMX13727
OG0002497	APOSJ_44682, APOSJ_13034, APOSJ_44681, APOSJ_44678, APOSJ_44679, APOSJ_13035	MOUSE18375
OG0002553	APOSJ_36058, APOSJ_36057, APOSJ_36056, APOSJ_36059	ASTMX22208, ASTMX22207
OG0002568	APOSJ_65414	HUMAN22293
OG0002592	APOSJ_46410, APOSJ_08541	SACKO_33979
OG0002640	APOSJ_57570	HELIO_06175
OG0002640	APOSJ_57570	LYTVA_25858, LYTVA_08060
OG0002640	APOSJ_57570	STRPU_22318, STRPU_22337
OG0002640	APOSJ_57570	AMPFI_20150
OG0002654	APOSJ_33485, APOSJ_49367, APOSJ_37310, APOSJ_49595, APOSJ_37308, APOSJ_37306, APOSJ_49599, APOSJ_37304, APOSJ_37309, APOSJ_49597, APOSJ_49596, APOSJ_49594, APOSJ_49593, APOSJ_37305, APOSJ_37303	DANRE40237, DANRE40238, DANRE40239, DANRE40236
OG0002654	APOSJ_49598	OFUSG21242.1.p1
OG0002654	APOSJ_49598	bflo_24358
OG0002654	APOSJ_49598	BRALA08682
OG0002654	APOSJ_49598	DANRE40237, DANRE40238, DANRE40239, DANRE40236
OG0002654	APOSJ_49598	DANRE40237, DANRE40238, DANRE40239, DANRE40236
OG0002664	APOSJ_10272, APOSJ_10274, APOSJ_10273, APOSJ_10276, APOSJ_10275, APOSJ_10271	MOUSE33028, MOUSE33029, MOUSE33030
OG0002705	APOSJ_48322, APOSJ_48319, APOSJ_48321	DANRE01893, DANRE01894
OG0002705	APOSJ_48322, APOSJ_48319, APOSJ_48321	MOUSE10470
OG0002708	APOSJ_48928, APOSJ_48929, APOSJ_22085, APOSJ_48927, APOSJ_08627, APOSJ_58925, APOSJ_58958, APOSJ_22084, APOSJ_22086	DROME16440
OG0002720	APOSJ_09655, APOSJ_00201, APOSJ_00200	SCHMD27297
OG0002751	APOSJ_17474, APOSJ_17471, APOSJ_17473, APOSJ_17475, APOSJ_17472, APOSJ_17476	HELIO_10298
OG0002763	APOSJ_22568, APOSJ_18212, APOSJ_10731, APOSJ_22570, APOSJ_18214, APOSJ_20683, APOSJ_18209, APOSJ_18213, APOSJ_22572, APOSJ_18211	HUMAN12876
OG0002766	APOSJ_39716, APOSJ_58172, APOSJ_58171, APOSJ_39717, APOSJ_58170, APOSJ_39718	AENJA_18864
OG0002766	APOSJ_39716, APOSJ_58172, APOSJ_58171, APOSJ_39717, APOSJ_58170, APOSJ_39718	SCHMD07474
OG0002766	APOSJ_39716, APOSJ_58172, APOSJ_58171, APOSJ_39717, APOSJ_58170, APOSJ_39718	MOUSE08094, MOUSE08096
OG0002766	APOSJ_39716, APOSJ_58172, APOSJ_58171, APOSJ_39717, APOSJ_58170, APOSJ_39718	HUMAN08906, HUMAN08907
OG0002766	APOSJ_39716, APOSJ_58172, APOSJ_58171, APOSJ_39717, APOSJ_58170, APOSJ_39718	ORYLA10349
OG0002766	APOSJ_39716, APOSJ_58172, APOSJ_58171, APOSJ_39717, APOSJ_58170, APOSJ_39718	ASTMX12280
OG0002766	APOSJ_39716, APOSJ_58172, APOSJ_58171, APOSJ_39717, APOSJ_58170, APOSJ_39718	XENTR08503
OG0002766	APOSJ_39716, APOSJ_58172, APOSJ_58171, APOSJ_39717, APOSJ_58170, APOSJ_39718	DANRE10689, DANRE43431
OG0002780	APOSJ_48451, APOSJ_48449, APOSJ_48450, APOSJ_48452, APOSJ_48447, APOSJ_48453, APOSJ_48454, APOSJ_07716	ASTMX12328
OG0002848	APOSJ_03978	MOUSE09198
OG0002873	APOSJ_14384, APOSJ_14383, APOSJ_24938, APOSJ_14380, APOSJ_24940, APOSJ_14382, APOSJ_24951, APOSJ_14381	STRPU_08690
OG0002874	APOSJ_55452, APOSJ_51205, APOSJ_18413, APOSJ_55439	HUMAN20546
OG0002874	APOSJ_55452, APOSJ_51205, APOSJ_18413, APOSJ_55439	ASTMX22419
OG0002884	APOSJ_12840, APOSJ_58678	ORYLA20174
OG0002884	APOSJ_12840, APOSJ_58678	DANRE36631
OG0002884	APOSJ_12840, APOSJ_58678	ASTMX09433
OG0002884	APOSJ_12840, APOSJ_58678	HUMAN25023
OG0002884	APOSJ_12840, APOSJ_58678	MOUSE18338
OG0002965	APOSJ_52959	HELIO_08079
OG0002977	APOSJ_04874, APOSJ_04873	AMPFI_18550
OG0002989	APOSJ_04210, APOSJ_58686	MOUSE11229
OG0002989	APOSJ_04210, APOSJ_58686	ASTMX22597
OG0002989	APOSJ_04210, APOSJ_58686	ORYLA14532, ORYLA14531
OG0002989	APOSJ_04210, APOSJ_58686	LYTVA_10772
OG0003011	APOSJ_43587	HUMAN10459
OG0003011	APOSJ_43587	ORYLA00615
OG0003017	APOSJ_42744	HUMAN14078, HUMAN14075
OG0003060	APOSJ_25972	HUMAN14857
OG0003109	APOSJ_18100	NEMVE24436
OG0003109	APOSJ_51968	NEMVE19916, NEMVE18091, NEMVE24291
OG0003109	APOSJ_51968	ORYLA16315
OG0003109	APOSJ_51968	HUMAN13399, HUMAN13398
OG0003109	APOSJ_51968	MOUSE06210, MOUSE06211
OG0003109	APOSJ_51968	ASTMX18781
OG0003109	APOSJ_51968	SCHMD11746
OG0003109	APOSJ_51968	DROME00284
OG0003138	APOSJ_33075	CAEEL05894
OG0003138	APOSJ_33075	AENJA_05937
OG0003138	APOSJ_33075	SCHMD23986, SCHMD17456
OG0003138	APOSJ_33075	MOUSE23149, MOUSE23146
OG0003138	APOSJ_33075	AMPFI_18700
OG0003138	APOSJ_33075	HUMAN18546
OG0003234	APOSJ_35347	LYTVA_29645, LYTVA_00303, LYTVA_07989, LYTVA_16996, LYTVA_07481, LYTVA_24015, LYTVA_15403, LYTVA_05454, LYTVA_17107, LYTVA_02073, LYTVA_12901, LYTVA_07700, LYTVA_28681, LYTVA_29461, LYTVA_29992, LYTVA_09022, LYTVA_12924, LYTVA_18391
OG0003282	APOSJ_26406	ORYLA04149, ORYLA01430
OG0003282	APOSJ_26406	DANRE06254, DANRE20076, DANRE20077, DANRE06251, DANRE06253, DANRE06252, DANRE06250
OG0003282	APOSJ_26406	ASTMX09305, ASTMX07991
OG0003282	APOSJ_26406	XENTR08973
OG0003282	APOSJ_26406	MOUSE19167, MOUSE19168, MOUSE19166, MOUSE19169
OG0003282	APOSJ_26406	HUMAN23854, HUMAN23855, HUMAN23856
OG0003282	APOSJ_26406	DROME17686
OG0003302	APOSJ_56909	HUMAN24408
OG0003312	APOSJ_46279	NEMVE19774, NEMVE20883
OG0003312	APOSJ_46279	ASTMX23023
OG0003312	APOSJ_46279	SCHMD01858
OG0003312	APOSJ_46279	LYTVA_02182
OG0003319	APOSJ_58641	HUMAN19328
OG0003365	APOSJ_42007	MOUSE35392
OG0003392	APOSJ_30179	HUMAN13559
OG0003392	APOSJ_30179	MOUSE06428
OG0003392	APOSJ_30179	XENTR09804
OG0003392	APOSJ_30179	DANRE36118, DANRE36119
OG0003392	APOSJ_30179	ASTMX17435
OG0003392	APOSJ_30179	ORYLA00140
OG0003392	APOSJ_30179	OFUSG10509.1.p1
OG0003429	APOSJ_34185	MOUSE17279
OG0003429	APOSJ_34185	DANRE40349
OG0003432	APOSJ_34876, APOSJ_34872	HUMAN13670
OG0003447	APOSJ_05681, APOSJ_41166, APOSJ_41167	NEMVE24666
OG0003447	APOSJ_05681	OFUSG06024.1.p1, OFUSG12698.1.p1, OFUSG26757.1.p1, OFUSG20272.1.p1, OFUSG26758.1.p1, OFUSG15514.1.p1, OFUSG15514.2.p1
OG0003447	APOSJ_05681	AMPFI_22475
OG0003447	APOSJ_05681	STRPU_23990
OG0003447	APOSJ_05681	HELIO_12555
OG0003447	APOSJ_05681	LYTVA_21925
OG0003447	APOSJ_05681	TCONS_00049275.p1
OG0003447	APOSJ_05681	SACKO_16916
OG0003447	APOSJ_05681	bflo_11633
OG0003447	APOSJ_05681	BRALA17322
OG0003447	APOSJ_05681	AENJA_03903
OG0003447	APOSJ_05681	AMPFI_22475
OG0003447	APOSJ_05681	DANRE31018, DANRE31019
OG0003447	APOSJ_05681	ASTMX07133
OG0003447	APOSJ_05681	MOUSE39104, MOUSE39107
OG0003447	APOSJ_05681	HUMAN26881
OG0003447	APOSJ_05681	XENTR05985
OG0003447	APOSJ_41166, APOSJ_41167	OFUSG12697.1.p1
OG0003462	APOSJ_61238, APOSJ_40240, APOSJ_40241, APOSJ_61237, APOSJ_61236	MOUSE50378
OG0003464	APOSJ_23668	MOUSE38665, MOUSE38667
OG0003468	APOSJ_50362	DANRE11505
OG0003511	APOSJ_63590, APOSJ_63588, APOSJ_63589	AMPFI_18153
OG0003523	APOSJ_38644, APOSJ_62815	HUMAN21873
OG0003556	APOSJ_04978	HUMAN19312
OG0003556	APOSJ_04978	DANRE18452
OG0003556	APOSJ_04978	ORYLA11308
OG0003556	APOSJ_04978	ASTMX21299
OG0003556	APOSJ_04978	MOUSE29223
OG0003556	APOSJ_04978	BRALA01809
OG0003617	APOSJ_38825, APOSJ_38826	LYTVA_11705
OG0003669	APOSJ_43894	TCONS_00053763.p1
OG0003669	APOSJ_43894	HUMAN29028
OG0003669	APOSJ_43894	MOUSE32721, MOUSE32722, MOUSE32723, MOUSE32720, MOUSE32719, MOUSE32718
OG0003669	APOSJ_43894	ASTMX15273
OG0003669	APOSJ_43894	DANRE15781, DANRE15782
OG0003669	APOSJ_43894	ORYLA00310
OG0003669	APOSJ_43894	XENTR08683
OG0003669	APOSJ_43894	AMPFI_11157
OG0003669	APOSJ_43894	SCHMD19438
OG0003669	APOSJ_43894	SACKO_29382
OG0003696	APOSJ_64668, APOSJ_64669, APOSJ_12262	DANRE24940
OG0003696	APOSJ_64668, APOSJ_64669, APOSJ_12262	MOUSE35452
OG0003697	APOSJ_29486, APOSJ_29484	HELIO_12072
OG0003697	APOSJ_29486, APOSJ_29484	STRPU_00014
OG0003721	APOSJ_38023	DANRE11800
OG0003734	APOSJ_40237	HUMAN29356
OG0003743	APOSJ_31955	DANRE34206
OG0003755	APOSJ_55619, APOSJ_55620, APOSJ_55621, APOSJ_55618	MOUSE04960
OG0003769	APOSJ_33263, APOSJ_33265	ASTMX09113
OG0003808	APOSJ_56883	ASTMX12243
OG0003808	APOSJ_56883	DANRE14806, DANRE14805
OG0003808	APOSJ_56883	ORYLA01934
OG0003808	APOSJ_56883	XENTR13676
OG0003808	APOSJ_56883	MOUSE34022, MOUSE34021
OG0003808	APOSJ_56883	HUMAN00688, HUMAN00686
OG0003808	APOSJ_56883	AMPFI_14079
OG0003808	APOSJ_56883	SCHMD27875, SCHMD11284
OG0003826	APOSJ_01356, APOSJ_01357	BRALA34514, BRALA34863
OG0003853	APOSJ_22563, APOSJ_22564, APOSJ_22566	MOUSE18179
OG0003853	APOSJ_22563, APOSJ_22564, APOSJ_22566	DANRE05313
OG0003859	APOSJ_09877, APOSJ_09876, APOSJ_09875, APOSJ_09873, APOSJ_09872, APOSJ_09868	DANRE18445
OG0003928	APOSJ_12613, APOSJ_12612	AENJA_20623
OG0003928	APOSJ_12613, APOSJ_12612	STRPU_25726
OG0003928	APOSJ_12613, APOSJ_12612	LYTVA_03987
OG0003928	APOSJ_12613, APOSJ_12612	HELIO_10922
OG0003928	APOSJ_12613, APOSJ_12612	TCONS_00008035.p1
OG0003973	APOSJ_04402	MOUSE28068
OG0004027	APOSJ_49299	CAEEL07583
OG0004027	APOSJ_49299	DROME13967
OG0004027	APOSJ_49299	HUMAN06638, HUMAN12722
OG0004027	APOSJ_49299	MOUSE02465, MOUSE02466, MOUSE05609, MOUSE05606, MOUSE05608, MOUSE05607
OG0004027	APOSJ_49299	XENTR05193, XENTR01694
OG0004027	APOSJ_49299	ORYLA15966
OG0004027	APOSJ_49299	ASTMX15302, ASTMX11055, ASTMX22240
OG0004027	APOSJ_49299	DANRE22477, DANRE23101, DANRE03257
OG0004027	APOSJ_49299	BRALA35222
OG0004027	APOSJ_49299	bflo_19261
OG0004034	APOSJ_09656	BRALA08468
OG0004040	APOSJ_40738	LYTVA_01753
OG0004070	APOSJ_19094, APOSJ_34894, APOSJ_19097, APOSJ_34895	DANRE15502, DANRE15500
OG0004070	APOSJ_19094, APOSJ_34894, APOSJ_19097, APOSJ_34895	ASTMX20983
OG0004120	APOSJ_24987	HUMAN03333
OG0004120	APOSJ_24987	MOUSE11158, MOUSE11156, MOUSE11157, MOUSE11159
OG0004120	APOSJ_24987	XENTR09438
OG0004120	APOSJ_24987	DANRE05375, DANRE05376, DANRE05377
OG0004120	APOSJ_24987	ASTMX06636
OG0004120	APOSJ_24987	ORYLA04987
OG0004120	APOSJ_24987	bflo_06902
OG0004120	APOSJ_24987	BRALA23954
OG0004120	APOSJ_24987	AENJA_19470
OG0004120	APOSJ_24987	NEMVE24901
OG0004123	APOSJ_14094	HUMAN05601
OG0004146	APOSJ_28241, APOSJ_28240, APOSJ_28242, APOSJ_45825	MOUSE37809
OG0004146	APOSJ_28241, APOSJ_28240, APOSJ_28242, APOSJ_45825	BRALA17719
OG0004150	APOSJ_63641, APOSJ_63642	ASTMX22642
OG0004150	APOSJ_63641, APOSJ_63642	MOUSE53097
OG0004190	APOSJ_12010	HELIO_06104
OG0004190	APOSJ_12010	LYTVA_26541
OG0004190	APOSJ_12010	STRPU_08808
OG0004190	APOSJ_12010	AMPFI_25836
OG0004220	APOSJ_55154, APOSJ_50842	ASTMX08970
OG0004220	APOSJ_55154, APOSJ_50842	HUMAN28630
OG0004220	APOSJ_55154, APOSJ_50842	XENTR19132
OG0004220	APOSJ_55154, APOSJ_50842	AMPFI_06135
OG0004220	APOSJ_55154, APOSJ_50842	AENJA_10199
OG0004220	APOSJ_55154, APOSJ_50842	AENJA_10199
OG0004220	APOSJ_55154, APOSJ_50842	SCHMD00816
OG0004220	APOSJ_55154, APOSJ_50842	DANRE19545
OG0004269	APOSJ_26849	LYTVA_07560
OG0004269	APOSJ_26849	HUMAN03614
OG0004269	APOSJ_26849	STRPU_09465
OG0004284	APOSJ_05498, APOSJ_34344	OFUSG19168.1.p1
OG0004308	APOSJ_45570, APOSJ_45566, APOSJ_45567, APOSJ_29960, APOSJ_45568, APOSJ_45571, APOSJ_45569, APOSJ_18006	ASTMX22955
OG0004358	APOSJ_61183, APOSJ_61184	AENJA_18673
OG0004358	APOSJ_61183, APOSJ_61184	AMPFI_19007
OG0004375	APOSJ_18781, APOSJ_53821, APOSJ_18780, APOSJ_18779	MOUSE27750, MOUSE27753
OG0004385	APOSJ_23044, APOSJ_23041, APOSJ_23042, APOSJ_23043	AMPFI_02615
OG0004498	APOSJ_23699	ASTMX11988
OG0004516	APOSJ_33559, APOSJ_33561, APOSJ_60088, APOSJ_33557	bflo_04748
OG0004534	APOSJ_65092	DANRE01101
OG0004568	APOSJ_61923	DANRE05440
OG0004569	APOSJ_21788, APOSJ_21786	bflo_19832
OG0004573	APOSJ_29168, APOSJ_29167	BRALA32832
OG0004573	APOSJ_29168, APOSJ_29167	MOUSE04827, MOUSE51637
OG0004594	APOSJ_48750	DANRE25090
OG0004594	APOSJ_48750	MOUSE20484
OG0004594	APOSJ_48750	HUMAN04675, HUMAN04676
OG0004594	APOSJ_48750	XENTR10141
OG0004594	APOSJ_48750	AMPFI_13047
OG0004600	APOSJ_55066, APOSJ_55069	MOUSE25947
OG0004615	APOSJ_16248, APOSJ_49467, APOSJ_34360, APOSJ_34362	MOUSE37120
OG0004615	APOSJ_16248, APOSJ_49467, APOSJ_34360, APOSJ_34362	BRALA18479
OG0004637	APOSJ_34563, APOSJ_34565, APOSJ_34564, APOSJ_02620, APOSJ_02619	STRPU_25858
OG0004637	APOSJ_02620, APOSJ_02619	HUMAN11592
OG0004647	APOSJ_27558, APOSJ_27556, APOSJ_27557, APOSJ_41727	bflo_25260
OG0004649	APOSJ_03738	ASTMX21812
OG0004688	APOSJ_13617, APOSJ_13618, APOSJ_19940, APOSJ_13619, APOSJ_07848, APOSJ_13621, APOSJ_26716, APOSJ_19938, APOSJ_26715	MOUSE10857
OG0004728	APOSJ_07236	DANRE39344
OG0004728	APOSJ_07236	HUMAN11622
OG0004748	APOSJ_43496, APOSJ_43495, APOSJ_06318, APOSJ_62904, APOSJ_62906, APOSJ_62903, APOSJ_62905	AENJA_02211
OG0004795	APOSJ_64010, APOSJ_64009	BRALA35226, BRALA35282
OG0004795	APOSJ_64010, APOSJ_64009	ASTMX05972
OG0004835	APOSJ_04057	bflo_13560
OG0004874	APOSJ_20927, APOSJ_20926	NEMVE08254
OG0004874	APOSJ_20927, APOSJ_20926	SACKO_11278
OG0004874	APOSJ_20927, APOSJ_20926	TCONS_00008001.p1, TCONS_00008004.p1
OG0004874	APOSJ_20927, APOSJ_20926	ASTMX20507
OG0004874	APOSJ_20927, APOSJ_20926	AMPFI_25899
OG0004887	APOSJ_38011, APOSJ_38012, APOSJ_38010, APOSJ_38013	HUMAN00786
OG0004903	APOSJ_51131, APOSJ_51130	bflo_05231
OG0004922	APOSJ_09058, APOSJ_02129, APOSJ_29653	AENJA_18036
OG0004924	APOSJ_39347, APOSJ_39346	HUMAN23140
OG0004928	APOSJ_01718	ASTMX10205
OG0004928	APOSJ_01718	HUMAN12519
OG0004949	APOSJ_48797, APOSJ_48799	LYTVA_17623
OG0004963	APOSJ_05108	MOUSE37240
OG0004975	APOSJ_09474	AMPFI_13767
OG0005116	APOSJ_32781, APOSJ_43383, APOSJ_32775, APOSJ_43377, APOSJ_38856, APOSJ_38858, APOSJ_26538, APOSJ_56095, APOSJ_32777, APOSJ_56065	BRALA12189
OG0005116	APOSJ_32781, APOSJ_43383, APOSJ_32775, APOSJ_43377, APOSJ_38856, APOSJ_38858, APOSJ_26538, APOSJ_56095, APOSJ_32777, APOSJ_56065	bflo_21785
OG0005116	APOSJ_32781, APOSJ_43383, APOSJ_32775, APOSJ_43377, APOSJ_38856, APOSJ_38858, APOSJ_26538, APOSJ_56095, APOSJ_32777, APOSJ_56065	XENTR09652
OG0005116	APOSJ_32781, APOSJ_43383, APOSJ_32775, APOSJ_43377, APOSJ_38856, APOSJ_38858, APOSJ_26538, APOSJ_56095, APOSJ_32777, APOSJ_56065	MOUSE15697, MOUSE15696
OG0005116	APOSJ_32781, APOSJ_43383, APOSJ_32775, APOSJ_43377, APOSJ_38856, APOSJ_38858, APOSJ_26538, APOSJ_56095, APOSJ_32777, APOSJ_56065	HUMAN22044
OG0005116	APOSJ_32781, APOSJ_43383, APOSJ_32775, APOSJ_43377, APOSJ_38856, APOSJ_38858, APOSJ_26538, APOSJ_56095, APOSJ_32777, APOSJ_56065	DANRE12951, DANRE12950
OG0005116	APOSJ_32781, APOSJ_43383, APOSJ_32775, APOSJ_43377, APOSJ_38856, APOSJ_38858, APOSJ_26538, APOSJ_56095, APOSJ_32777, APOSJ_56065	ASTMX02542
OG0005116	APOSJ_32781, APOSJ_43383, APOSJ_32775, APOSJ_43377, APOSJ_38856, APOSJ_38858, APOSJ_26538, APOSJ_56095, APOSJ_32777, APOSJ_56065	DROME17446
OG0005144	APOSJ_13306	MOUSE31301, MOUSE31302, MOUSE31300
OG0005151	APOSJ_30117	DANRE03017
OG0005179	APOSJ_47615, APOSJ_07566, APOSJ_07567	MOUSE36304
OG0005302	APOSJ_40279, APOSJ_40280	MOUSE51380
OG0005317	APOSJ_17874, APOSJ_13230	ASTMX00041
OG0005329	APOSJ_03101, APOSJ_52326, APOSJ_03105, APOSJ_14588, APOSJ_56646, APOSJ_52328, APOSJ_52329, APOSJ_24921, APOSJ_52324, APOSJ_24925, APOSJ_21118, APOSJ_56642	MOUSE24678
OG0005398	APOSJ_20164, APOSJ_20165	BRALA08633
OG0005416	APOSJ_52167, APOSJ_52166	BRALA35059
OG0005418	APOSJ_52060, APOSJ_52059, APOSJ_55323	MOUSE26413
OG0005434	APOSJ_43732	bflo_14305
OG0005479	APOSJ_26951, APOSJ_14713	HUMAN11180
OG0005494	APOSJ_30241, APOSJ_30240	ASTMX11292
OG0005494	APOSJ_12436, APOSJ_30242	TCONS_00026543.p1
OG0005494	APOSJ_12436, APOSJ_30242	AENJA_11688
OG0005494	APOSJ_12436	NEMVE20276, NEMVE23985
OG0005494	APOSJ_12436	SACKO_13730
OG0005494	APOSJ_12436	ASTMX11292
OG0005494	APOSJ_12436	ASTMX11292
OG0005494	APOSJ_12436	AMPFI_11106
OG0005494	APOSJ_30242	BRALA11462
OG0005494	APOSJ_30242	bflo_10040
OG0005494	APOSJ_30242	AMPFI_11107
OG0005551	APOSJ_12017, APOSJ_22649, APOSJ_12020, APOSJ_12018	DANRE03835
OG0005565	APOSJ_07560, APOSJ_07559, APOSJ_07561	HUMAN12663
OG0005582	APOSJ_52339	HELIO_11627
OG0005613	APOSJ_40937, APOSJ_40936	MOUSE03014
OG0005652	APOSJ_58541, APOSJ_58539, APOSJ_58542, APOSJ_58540	MOUSE31214
OG0005691	APOSJ_11446, APOSJ_11447, APOSJ_11448, APOSJ_11449	DANRE25058
OG0005691	APOSJ_11446, APOSJ_11447, APOSJ_11448, APOSJ_11449	SCHMD28962
OG0005701	APOSJ_32430	SACKO_25580
OG0005729	APOSJ_35082, APOSJ_35081	SCHMD24968
OG0005738	APOSJ_00843, APOSJ_00842	HUMAN21605
OG0005763	APOSJ_60017, APOSJ_60016, APOSJ_58082, APOSJ_60020, APOSJ_58083, APOSJ_60015, APOSJ_60018, APOSJ_60021	HUMAN23715
OG0005803	APOSJ_45014, APOSJ_14661, APOSJ_45015, APOSJ_45016	SCHMD24297
OG0005812	APOSJ_45152	ASTMX06754
OG0005813	APOSJ_27239, APOSJ_27240	OFUSG22102.2.p1, OFUSG22102.1.p1
OG0005861	APOSJ_60214, APOSJ_25441, APOSJ_60215, APOSJ_25461	TCONS_00032729.p1
OG0005945	APOSJ_27334	BRALA26131
OG0005945	APOSJ_27334	bflo_06651
OG0005945	APOSJ_27334	OFUSG21619.1.p1
OG0005945	APOSJ_27334	ORYLA11391
OG0005945	APOSJ_27334	XENTR12111
OG0006000	APOSJ_59193	bflo_10974
OG0006000	APOSJ_59193	BRALA22625
OG0006000	APOSJ_59193	SACKO_31601
OG0006000	APOSJ_59193	TCONS_00010670.p1
OG0006000	APOSJ_59193	AMPFI_13395
OG0006000	APOSJ_59193	XENTR14856
OG0006000	APOSJ_59193	MOUSE24686, MOUSE24684, MOUSE24685
OG0006000	APOSJ_59193	HUMAN02530
OG0006000	APOSJ_59193	DANRE18864
OG0006000	APOSJ_59193	ASTMX10236
OG0006000	APOSJ_59193	ORYLA11444
OG0006000	APOSJ_59193	OFUSG11468.1.p1
OG0006000	APOSJ_59193	HELIO_10172
OG0006000	APOSJ_59193	STRPU_20827
OG0006000	APOSJ_59193	LYTVA_21933
OG0006000	APOSJ_59193	NEMVE18781
OG0006000	APOSJ_59193	SCHMD01538
OG0006120	APOSJ_03091	bflo_09539
OG0006126	APOSJ_13664, APOSJ_02252	HUMAN14606
OG0006154	APOSJ_34632, APOSJ_07847	DANRE21590
OG0006222	APOSJ_08458, APOSJ_08459	AMPFI_10422
OG0006238	APOSJ_52361, APOSJ_18584, APOSJ_18585, APOSJ_18586	MOUSE41253
OG0006286	APOSJ_60701, APOSJ_60699, APOSJ_60700	MOUSE35474
OG0006304	APOSJ_47869, APOSJ_47872	HUMAN08878
OG0006361	APOSJ_26135	XENTR00507
OG0006444	APOSJ_20918, APOSJ_43322, APOSJ_43324	LYTVA_02499
OG0006496	APOSJ_25711	MOUSE23970
OG0006496	APOSJ_25711	HUMAN02168
OG0006512	APOSJ_43557	HUMAN20060
OG0006533	APOSJ_62052	SCHMD14559
OG0006534	APOSJ_33092, APOSJ_33090, APOSJ_33091, APOSJ_33093	HUMAN03548
OG0006623	APOSJ_47572, APOSJ_15793	HUMAN04365
OG0006666	APOSJ_01542, APOSJ_01541	MOUSE09373
OG0006680	APOSJ_03116, APOSJ_25124, APOSJ_25122, APOSJ_14403, APOSJ_28172, APOSJ_25121	MOUSE28338
OG0006686	APOSJ_02283, APOSJ_06897	bflo_17043
OG0006758	APOSJ_41069	NEMVE23646
OG0006758	APOSJ_41069	APOSC_29158
OG0006758	APOSJ_41069	BRALA00417
OG0006758	APOSJ_41069	bflo_00186
OG0006758	APOSJ_41069	DROME17868, DROME17867
OG0006758	APOSJ_41069	XENTR19253
OG0006758	APOSJ_41069	MOUSE41066
OG0006758	APOSJ_41069	HUMAN20524
OG0006758	APOSJ_41069	DANRE22084
OG0006758	APOSJ_41069	ASTMX00799
OG0006758	APOSJ_41069	APOSC_29158
OG0006758	APOSJ_41069	SACKO_32935
OG0006758	APOSJ_41069	TCONS_00057241.p1
OG0006758	APOSJ_41069	OFUSG25525.1.p1
OG0006762	APOSJ_00245	DANRE05905
OG0006875	APOSJ_11128	MOUSE51192
OG0006925	APOSJ_50920	MOUSE27505
OG0006946	APOSJ_08475	HUMAN29373, HUMAN29374
OG0006955	APOSJ_47404	DANRE12440, DANRE12439, DANRE12441, DANRE12442
OG0006955	APOSJ_47404	MOUSE35291, MOUSE35293
