Orthogroup	LYTVA_ok	Other
OG0003859	LYTVA_21927	DANRE18445
OG0003928	LYTVA_03987	APOSJ_12613, APOSJ_12612
OG0004040	LYTVA_01753	AENJA_07720
OG0004040	LYTVA_01753	SACKO_14400
OG0004040	LYTVA_01753	TCONS_00043725.p1
OG0004040	LYTVA_01753	OFUSG02275.1.p1, OFUSG02275.2.p1
OG0004040	LYTVA_01753	DROME07203
OG0004040	LYTVA_01753	SCHMD09208
OG0004040	LYTVA_01753	APOSJ_40738
OG0004040	LYTVA_01753	AMPFI_23302
OG0004040	LYTVA_01753	BRALA29252
OG0004040	LYTVA_01753	NEMVE11657
OG0004070	LYTVA_08824	DANRE15502, DANRE15500
OG0004070	LYTVA_08824	ASTMX20983
OG0004123	LYTVA_16672	HUMAN05601
OG0004146	LYTVA_19042	BRALA17719
OG0004150	LYTVA_10446, LYTVA_04771	ASTMX22642
OG0004150	LYTVA_10446, LYTVA_04771	MOUSE53097
OG0004180	LYTVA_15146	CAEEL08381
OG0004180	LYTVA_15146	MOUSE35508
OG0004180	LYTVA_15146	bflo_19473
OG0004180	LYTVA_15146	HUMAN27279
OG0004190	LYTVA_26541	APOSJ_12010
OG0004223	LYTVA_15378	TCONS_00017775.p1
OG0004223	LYTVA_15378	DROME01123, DROME06776
OG0004223	LYTVA_15378	SACKO_14230, SACKO_01885
OG0004223	LYTVA_15378	MOUSE20000, MOUSE20002
OG0004223	LYTVA_15378	HUMAN05025
OG0004229	LYTVA_26921	BRALA03705
OG0004229	LYTVA_26921	bflo_07812
OG0004229	LYTVA_26921	SACKO_17477
OG0004229	LYTVA_26921	TCONS_00030138.p1
OG0004229	LYTVA_26921	MOUSE00997, MOUSE00996, MOUSE00995
OG0004229	LYTVA_26921	HUMAN03153
OG0004229	LYTVA_26921	XENTR09293
OG0004229	LYTVA_26921	ASTMX15829, ASTMX03254, ASTMX15578, ASTMX15577
OG0004229	LYTVA_26921	DANRE03287, DANRE03286, DANRE11209, DANRE06138, DANRE06139
OG0004229	LYTVA_26921	ORYLA04904, ORYLA01162
OG0004229	LYTVA_26921	OFUSG18108.1.p1
OG0004229	LYTVA_26921	CAEEL11625
OG0004229	LYTVA_26921	DROME02866, DROME02865
OG0004229	LYTVA_26921	SCHMD20367, SCHMD19492
OG0004266	LYTVA_28689	bflo_19973
OG0004269	LYTVA_28413	HUMAN03614
OG0004269	LYTVA_07560	OFUSG06518.1.p1
OG0004269	LYTVA_07560	DROME16782
OG0004269	LYTVA_07560	CAEEL07842
OG0004269	LYTVA_07560	APOSJ_26849
OG0004269	LYTVA_07560	APOSC_26344
OG0004269	LYTVA_07560	AMPFI_02131
OG0004269	LYTVA_07560	SACKO_02690, SACKO_17980
OG0004269	LYTVA_07560	NEMVE11660
OG0004269	LYTVA_07560	SCHMD06048
OG0004269	LYTVA_07560	HUMAN03614
OG0004269	LYTVA_07560	STRPU_09465
OG0004269	LYTVA_07560	HUMAN03614
OG0004269	LYTVA_07560	STRPU_09465
OG0004284	LYTVA_21849, LYTVA_03684	OFUSG19168.1.p1
OG0004308	LYTVA_27577, LYTVA_15253	ASTMX22955
OG0004375	LYTVA_14843	MOUSE27750, MOUSE27753
OG0004498	LYTVA_12145, LYTVA_00159	ASTMX11988
OG0004534	LYTVA_21294	DANRE01101
OG0004569	LYTVA_09982	bflo_19832
OG0004573	LYTVA_17192	MOUSE04827, MOUSE51637
OG0004573	LYTVA_17192	BRALA32832
OG0004600	LYTVA_05795	MOUSE25947
OG0004605	LYTVA_22511	AMPFI_01215
OG0004615	LYTVA_21893	MOUSE37120
OG0004615	LYTVA_21893	BRALA18479
OG0004637	LYTVA_29249	HUMAN11592
OG0004647	LYTVA_07140	bflo_25260
OG0004649	LYTVA_10236	ASTMX21812
OG0004667	LYTVA_10383, LYTVA_06246	DANRE16046, DANRE16047, DANRE16048
OG0004667	LYTVA_10383, LYTVA_06246	ASTMX11898
OG0004667	LYTVA_10383, LYTVA_06246	ORYLA08669
OG0004667	LYTVA_10383, LYTVA_06246	HUMAN21347, HUMAN21348
OG0004688	LYTVA_12281	MOUSE10857
OG0004728	LYTVA_11232, LYTVA_03716	DANRE39344
OG0004728	LYTVA_03716	HUMAN11622
OG0004748	LYTVA_15315	AENJA_02211
OG0004754	LYTVA_09941	OFUSG17881.2.p1, OFUSG17881.1.p1
OG0004754	LYTVA_09941	DANRE24738, DANRE24737, DANRE24739
OG0004754	LYTVA_09941	ASTMX09699
OG0004754	LYTVA_09941	ORYLA13085
OG0004754	LYTVA_09941	XENTR01802
OG0004754	LYTVA_09941	HUMAN10396
OG0004754	LYTVA_09941	MOUSE14944, MOUSE14950, MOUSE14953, MOUSE14951
OG0004754	LYTVA_09941	AMPFI_15484
OG0004754	LYTVA_09941	AENJA_02418
OG0004754	LYTVA_09941	SCHMD12657
OG0004754	LYTVA_09941	CAEEL09862
OG0004754	LYTVA_09941	DROME22044
OG0004795	LYTVA_00644	ASTMX05972
OG0004795	LYTVA_00644	BRALA35226
OG0004817	LYTVA_29184	MOUSE26507
OG0004817	LYTVA_29184	SACKO_27094
OG0004817	LYTVA_29184	SACKO_27094
OG0004817	LYTVA_29184	DANRE41426
OG0004865	LYTVA_13322	BRALA32090
OG0004887	LYTVA_23110	HUMAN00786
OG0004907	LYTVA_12073	BRALA10831
OG0004922	LYTVA_07877	AENJA_18036
OG0004923	LYTVA_13903	SACKO_11979
OG0004923	LYTVA_13903	TCONS_00011145.p1
OG0004923	LYTVA_13903	SCHMD25456
OG0004923	LYTVA_13903	CAEEL07594
OG0004923	LYTVA_13903	AENJA_18139
OG0004923	LYTVA_13903	AMPFI_00985, AMPFI_16529, AMPFI_15260
OG0004924	LYTVA_15379	HUMAN23140
OG0004949	LYTVA_17623	APOSC_27093
OG0004949	LYTVA_17623	APOSJ_48797, APOSJ_48799
OG0004949	LYTVA_17623	AMPFI_07404
OG0004949	LYTVA_17623	TCONS_00022963.p1
OG0004949	LYTVA_17623	SACKO_22218
OG0004949	LYTVA_17623	OFUSG07349.1.p1
OG0004949	LYTVA_17623	ASTMX15357
OG0004949	LYTVA_17623	XENTR10188
OG0004949	LYTVA_17623	HUMAN16549
OG0004949	LYTVA_17623	DANRE15153
OG0004949	LYTVA_17623	MOUSE42542, MOUSE42543, MOUSE42540, MOUSE42541
OG0004963	LYTVA_11711	MOUSE37240
OG0004971	LYTVA_21887	XENTR06568
OG0004971	LYTVA_21887	HUMAN16945
OG0004971	LYTVA_21887	MOUSE18798, MOUSE18799
OG0004971	LYTVA_21887	ASTMX14404
OG0004971	LYTVA_21887	AMPFI_03928
OG0004971	LYTVA_21887	NEMVE20816
OG0004971	LYTVA_21887	BRALA33597
OG0004971	LYTVA_21887	AMPFI_03928
OG0004971	LYTVA_21887	SCHMD11504
OG0004975	LYTVA_12144	AMPFI_13767
OG0005075	LYTVA_08643	bflo_10876
OG0005151	LYTVA_27792	DANRE03017
OG0005171	LYTVA_04687, LYTVA_13351, LYTVA_04233	DANRE17629, DANRE19949, DANRE06283
OG0005171	LYTVA_04687, LYTVA_13351, LYTVA_04233	ASTMX01293, ASTMX04637
OG0005171	LYTVA_04687, LYTVA_13351, LYTVA_04233	XENTR05531, XENTR15783
OG0005171	LYTVA_04687, LYTVA_13351, LYTVA_04233	HUMAN02474
OG0005171	LYTVA_04687, LYTVA_13351, LYTVA_04233	MOUSE24797, MOUSE24796
OG0005171	LYTVA_04687, LYTVA_13351, LYTVA_04233	ORYLA18506, ORYLA01056
OG0005171	LYTVA_04687, LYTVA_13351, LYTVA_04233	CAEEL10803
OG0005179	LYTVA_10937	MOUSE36304
OG0005187	LYTVA_06957	AMPFI_09348, AMPFI_03439
OG0005261	LYTVA_23858, LYTVA_24509	AMPFI_08888
OG0005302	LYTVA_14456	MOUSE51380
OG0005317	LYTVA_00157	ASTMX00041
OG0005329	LYTVA_25644	MOUSE24678
OG0005370	LYTVA_12163	DANRE37075
OG0005370	LYTVA_12163	MOUSE29201
OG0005370	LYTVA_12163	XENTR19057
OG0005370	LYTVA_12163	BRALA17106
OG0005416	LYTVA_09867	BRALA35059
OG0005418	LYTVA_24170	MOUSE26413
OG0005434	LYTVA_09699	bflo_14305
OG0005479	LYTVA_13568, LYTVA_05870	HUMAN11180
OG0005494	LYTVA_08972	ASTMX11292
OG0005551	LYTVA_25782	DANRE03835
OG0005565	LYTVA_08563	HUMAN12663
OG0005613	LYTVA_07852	MOUSE03014
OG0005652	LYTVA_21904	MOUSE31214
OG0005691	LYTVA_12349	DANRE25058
OG0005691	LYTVA_12349	SCHMD28962
OG0005701	LYTVA_30025	SACKO_25580
OG0005729	LYTVA_11991	SCHMD24968
OG0005738	LYTVA_12852, LYTVA_02893	HUMAN21605
OG0005754	LYTVA_11135	MOUSE32227
OG0005763	LYTVA_18127	HUMAN23715
OG0005812	LYTVA_03605	ASTMX06754
OG0005813	LYTVA_09987	OFUSG22102.2.p1, OFUSG22102.1.p1
OG0005853	LYTVA_13543	NEMVE14317
OG0005853	LYTVA_13543	XENTR11690
OG0005853	LYTVA_13543	HUMAN08638
OG0005853	LYTVA_13543	MOUSE07627
OG0005853	LYTVA_13543	DANRE11871, DANRE11872, DANRE11870
OG0005853	LYTVA_13543	ASTMX16546
OG0005853	LYTVA_13543	ORYLA10472, ORYLA11336
OG0005853	LYTVA_13543	AENJA_13254
OG0005853	LYTVA_13543	BRALA10839
OG0005861	LYTVA_07258	TCONS_00032729.p1
OG0005977	LYTVA_16782, LYTVA_12904	BRALA02503
OG0006000	LYTVA_21933	APOSJ_59193
OG0006120	LYTVA_00995	bflo_09539
OG0006126	LYTVA_23370	HUMAN14606
OG0006154	LYTVA_01933	DANRE21590
OG0006238	LYTVA_04855	MOUSE41253
OG0006286	LYTVA_20377, LYTVA_20379	MOUSE35474
OG0006304	LYTVA_01111	HUMAN08878
OG0006361	LYTVA_28927	XENTR00507
OG0006444	LYTVA_02499	AENJA_06188, AENJA_09945, AENJA_00061
OG0006444	LYTVA_02499	AMPFI_19071, AMPFI_08496, AMPFI_01225, AMPFI_22088, AMPFI_24579, AMPFI_21629, AMPFI_00911, AMPFI_24066
OG0006444	LYTVA_02499	APOSC_19041, APOSC_16653, APOSC_19795, APOSC_22876, APOSC_07682
OG0006444	LYTVA_02499	APOSJ_20918, APOSJ_43322, APOSJ_43324
OG0006444	LYTVA_02499	HELIO_10343
OG0006496	LYTVA_17185	MOUSE23970
OG0006496	LYTVA_17185	HUMAN02168
OG0006512	LYTVA_30128	HUMAN20060
OG0006533	LYTVA_27011, LYTVA_15714	SCHMD14559
OG0006534	LYTVA_04214, LYTVA_29677, LYTVA_29678	HUMAN03548
OG0006584	LYTVA_01051	DANRE09521
OG0006584	LYTVA_01051	ASTMX01917
OG0006584	LYTVA_01051	ORYLA05604
OG0006584	LYTVA_01051	XENTR02296
OG0006584	LYTVA_01051	HUMAN20560
OG0006584	LYTVA_01051	MOUSE11385, MOUSE11380, MOUSE11382, MOUSE11381
OG0006595	LYTVA_09564	MOUSE11155
OG0006599	LYTVA_06203, LYTVA_14788	MOUSE36733
OG0006623	LYTVA_20399	HUMAN04365
OG0006666	LYTVA_29336	MOUSE09373
OG0006686	LYTVA_23375	bflo_17043
OG0006709	LYTVA_04967	HUMAN17844, HUMAN17845
OG0006834	LYTVA_20659, LYTVA_18211	APOSC_03732
OG0006850	LYTVA_19496	HUMAN22746
OG0006875	LYTVA_03423, LYTVA_15770	MOUSE51192
OG0006916	LYTVA_25691, LYTVA_07151	SACKO_05125
OG0006916	LYTVA_25691, LYTVA_07151	TCONS_00029180.p1
OG0006916	LYTVA_25691, LYTVA_07151	bflo_05711
OG0006916	LYTVA_25691, LYTVA_07151	BRALA16553
OG0006916	LYTVA_25691, LYTVA_07151	OFUSG09124.1.p1
OG0006916	LYTVA_25691, LYTVA_07151	NEMVE23817
OG0006916	LYTVA_25691, LYTVA_07151	DANRE19207, DANRE19208, DANRE19209
OG0006916	LYTVA_25691, LYTVA_07151	ASTMX16770
OG0006916	LYTVA_25691, LYTVA_07151	XENTR18036
OG0006916	LYTVA_25691, LYTVA_07151	HUMAN11501
OG0006916	LYTVA_25691, LYTVA_07151	MOUSE49691, MOUSE49690
OG0006925	LYTVA_15745	MOUSE27505
OG0006946	LYTVA_12777	HUMAN29373, HUMAN29374
OG0006955	LYTVA_08321	DANRE12440, DANRE12439, DANRE12441, DANRE12442
OG0006955	LYTVA_08321	MOUSE35291, MOUSE35293
OG0007064	LYTVA_06177	DANRE07305
OG0007067	LYTVA_01305	BRALA03280
OG0007090	LYTVA_07259	MOUSE31320
OG0007113	LYTVA_23019	DROME08212
OG0007113	LYTVA_23019	SCHMD27023, SCHMD20834
OG0007113	LYTVA_23019	CAEEL11083
OG0007113	LYTVA_23019	BRALA22691
OG0007134	LYTVA_20762, LYTVA_28832	HUMAN03575
OG0007149	LYTVA_15882, LYTVA_21404	BRALA06387, BRALA06385
OG0007188	LYTVA_19548	MOUSE26114, MOUSE26113, MOUSE26115
OG0007249	LYTVA_04104	AMPFI_17736
OG0007296	LYTVA_20748, LYTVA_17621	MOUSE49539
OG0007308	LYTVA_10193	DANRE14313
OG0007308	LYTVA_10193	MOUSE11378
OG0007389	LYTVA_13623	MOUSE25933, MOUSE25934
OG0007389	LYTVA_13623	HUMAN29100, HUMAN29099
OG0007389	LYTVA_13623	ASTMX10391
OG0007389	LYTVA_13623	DANRE19186, DANRE19187, DANRE19185
OG0007389	LYTVA_13623	ORYLA02496
OG0007389	LYTVA_13623	XENTR06158
OG0007389	LYTVA_13623	SCHMD07528
OG0007405	LYTVA_23328	MOUSE14443
OG0007410	LYTVA_19785	ORYLA16770
OG0007438	LYTVA_04235	ORYLA00047
OG0007438	LYTVA_04235	DANRE24144
OG0007438	LYTVA_04235	ASTMX09594
OG0007438	LYTVA_04235	XENTR02922
OG0007438	LYTVA_04235	HUMAN02955
OG0007438	LYTVA_04235	MOUSE25113, MOUSE25112
OG0007438	LYTVA_04235	bflo_09397
OG0007438	LYTVA_04235	DROME05724
OG0007438	LYTVA_04235	BRALA35881, BRALA35657, BRALA35687, BRALA29625
OG0007609	LYTVA_26890	XENTR10306
OG0007609	LYTVA_26890	ORYLA17969
OG0007609	LYTVA_26890	HUMAN07130
OG0007609	LYTVA_26890	MOUSE37742, MOUSE37741
OG0007609	LYTVA_26890	DANRE39845
OG0007609	LYTVA_26890	ASTMX13434
OG0007609	LYTVA_26890	CAEEL18836
OG0007609	LYTVA_26890	MOUSE37743
OG0007609	LYTVA_26890	MOUSE37743
OG0007668	LYTVA_01048	APOSJ_64552, APOSJ_50490
OG0007963	LYTVA_14762	HUMAN00079
OG0008011	LYTVA_19057, LYTVA_12800	MOUSE52843
OG0008057	LYTVA_01401	HUMAN19653
OG0008108	LYTVA_26623	HUMAN14058
OG0008108	LYTVA_26623	MOUSE49141
OG0008217	LYTVA_26320	AENJA_03020
OG0008217	LYTVA_26320	SACKO_06740
OG0008217	LYTVA_26320	TCONS_00012970.p1
OG0008217	LYTVA_26320	BRALA06238
OG0008217	LYTVA_26320	bflo_23434
OG0008217	LYTVA_26320	MOUSE14169
OG0008217	LYTVA_26320	HUMAN20199
OG0008217	LYTVA_26320	XENTR03890
OG0008217	LYTVA_26320	ASTMX15399
OG0008217	LYTVA_26320	DANRE35437
OG0008217	LYTVA_26320	ORYLA00651
OG0008217	LYTVA_26320	APOSC_26604
OG0008217	LYTVA_26320	APOSJ_02132, APOSJ_42758
OG0008217	LYTVA_26320	CAEEL20440
OG0008259	LYTVA_23738	HUMAN16698
OG0008575	LYTVA_23380	MOUSE42013
OG0008619	LYTVA_30210	MOUSE08137
OG0008693	LYTVA_01451, LYTVA_11823	HUMAN13384, HUMAN13383
OG0008693	LYTVA_01451, LYTVA_11823	MOUSE06192
OG0008693	LYTVA_01451, LYTVA_11823	XENTR13743
OG0008693	LYTVA_01451, LYTVA_11823	DANRE35999, DANRE36000
OG0008693	LYTVA_01451, LYTVA_11823	ORYLA00071
OG0008693	LYTVA_01451, LYTVA_11823	ASTMX07835
OG0008698	LYTVA_08540	MOUSE34371
OG0008901	LYTVA_29889	MOUSE24830
OG0008927	LYTVA_00372	HUMAN23373
OG0009100	LYTVA_10925	AENJA_13017
OG0009100	LYTVA_10925	APOSJ_46385
OG0009404	LYTVA_02202	HUMAN25848
