Orthogroup	MOUSE	Other
OG0001436	MOUSE32581	LYTVA_23400
OG0001436	MOUSE32581	AMPFI_07709
OG0001436	MOUSE32579	CAEEL01644, CAEEL01645
OG0001450	MOUSE54265	APOSJ_32187
OG0001450	MOUSE54265	BRALA21555
OG0001450	MOUSE54265	AENJA_12377
OG0001450	MOUSE54265	OFUSG03190.1.p1
OG0001450	MOUSE54265	SCHMD05056
OG0001450	MOUSE33668, MOUSE33666	SCHMD06489, SCHMD06487
OG0001452	MOUSE30199, MOUSE44846, MOUSE44847	APOSJ_12826, APOSJ_12828, APOSJ_12827, APOSJ_12825
OG0001452	MOUSE30199, MOUSE44846, MOUSE44847	APOSC_06149
OG0001452	MOUSE30199, MOUSE44846, MOUSE44847	LYTVA_07052
OG0001452	MOUSE30199, MOUSE44846, MOUSE44847	STRPU_26368
OG0001452	MOUSE30199, MOUSE44846, MOUSE44847	HELIO_09077, HELIO_09076
OG0001452	MOUSE30199, MOUSE44846, MOUSE44847	AENJA_05087
OG0001452	MOUSE30199, MOUSE44846, MOUSE44847	AMPFI_17582
OG0001452	MOUSE30199, MOUSE44846, MOUSE44847	NEMVE10972
OG0001452	MOUSE30199, MOUSE44846, MOUSE44847	CAEEL02837
OG0001474	MOUSE46193, MOUSE46194	AMPFI_25092
OG0001484	MOUSE53748, MOUSE53749, MOUSE53750, MOUSE52709, MOUSE52710, MOUSE52703, MOUSE52708, MOUSE52704, MOUSE52702, MOUSE52705	AMPFI_09544
OG0001490	MOUSE20108	TCONS_00012204.p1
OG0001500	MOUSE12950	AMPFI_22915
OG0001503	MOUSE41773	AENJA_03755
OG0001503	MOUSE41773	AMPFI_06513
OG0001503	MOUSE41773	STRPU_08277
OG0001503	MOUSE41773	HELIO_00967
OG0001503	MOUSE41773	APOSC_29093
OG0001503	MOUSE41773	APOSJ_26139, APOSJ_26137, APOSJ_26138, APOSJ_26136
OG0001503	MOUSE41773	LYTVA_21678
OG0001503	MOUSE41773	DANRE28515, DANRE28514
OG0001507	MOUSE20175, MOUSE20176, MOUSE07523	AENJA_06136
OG0001507	MOUSE20175, MOUSE20176, MOUSE07523	TCONS_00010776.p1
OG0001507	MOUSE20175, MOUSE20176, MOUSE07523	APOSC_20414
OG0001507	MOUSE20175, MOUSE20176, MOUSE07523	APOSJ_54371, APOSJ_54370
OG0001507	MOUSE20175, MOUSE20176, MOUSE07523	bflo_09479
OG0001507	MOUSE20175, MOUSE20176, MOUSE07523	BRALA34079
OG0001507	MOUSE20175, MOUSE20176, MOUSE07523	NEMVE01058
OG0001507	MOUSE20175, MOUSE20176, MOUSE07523	AMPFI_16748
OG0001507	MOUSE20175, MOUSE20176, MOUSE07523	SACKO_07854
OG0001507	MOUSE07523	LYTVA_12072
OG0001507	MOUSE07523	SCHMD00476, SCHMD00993
OG0001510	MOUSE33181	LYTVA_09042
OG0001518	MOUSE52417, MOUSE52416, MOUSE52422, MOUSE52424, MOUSE52423, MOUSE52425, MOUSE53077, MOUSE52419, MOUSE52418	APOSJ_06109
OG0001522	MOUSE31620	AMPFI_13603
OG0001527	MOUSE04312	TCONS_00005265.p1
OG0001527	MOUSE04312	SACKO_08580
OG0001527	MOUSE04312	OFUSG15032.1.p1
OG0001527	MOUSE04312	AMPFI_06183
OG0001527	MOUSE04312	APOSJ_12095
OG0001527	MOUSE04312	APOSC_26650
OG0001527	MOUSE04312	STRPU_14392
OG0001527	MOUSE04312	LYTVA_20326
OG0001527	MOUSE04312	HELIO_04544
OG0001527	MOUSE04312	bflo_21123
OG0001527	MOUSE04312	BRALA23937
OG0001557	MOUSE27258	APOSC_03713
OG0001582	MOUSE04519, MOUSE04518, MOUSE04517, MOUSE37288, MOUSE37287	STRPU_06829, STRPU_06376
OG0001596	MOUSE42095	AENJA_02913, AENJA_03897, AENJA_02915
OG0001596	MOUSE09371	DROME03082, DROME03081, DROME03080
OG0001596	MOUSE09371	OFUSG06350.1.p1
OG0001596	MOUSE09371	SCHMD09207
OG0001596	MOUSE09371	CAEEL10536
OG0001596	MOUSE09371	NEMVE06150
OG0001596	MOUSE09371	AMPFI_14311, AMPFI_21924
OG0001596	MOUSE09371	BRALA09229
OG0001596	MOUSE09371	bflo_11748
OG0001609	MOUSE40802	LYTVA_09772
OG0001615	MOUSE27062	OFUSG01248.1.p1, OFUSG01248.2.p1, OFUSG01248.3.p1, OFUSG01248.4.p1
OG0001615	MOUSE27062	SACKO_32434
OG0001615	MOUSE27062	TCONS_00036590.p1
OG0001615	MOUSE27062	AENJA_10716
OG0001615	MOUSE27062	HELIO_04146
OG0001615	MOUSE27062	STRPU_12203
OG0001615	MOUSE27062	APOSJ_02743
OG0001615	MOUSE27062	APOSC_22981, APOSC_22982
OG0001615	MOUSE27062	LYTVA_29681, LYTVA_02240
OG0001615	MOUSE27062	SCHMD14018
OG0001623	MOUSE25872, MOUSE25874	AMPFI_14540
OG0001657	MOUSE02720, MOUSE02721	BRALA35457
OG0001664	MOUSE47904	XENTR11452
OG0001664	MOUSE47904	ORYLA17083
OG0001664	MOUSE47904	ASTMX14304
OG0001664	MOUSE47904	DANRE28710, DANRE28713, DANRE28709, DANRE28711, DANRE28712
OG0001664	MOUSE47904	DANRE28710, DANRE28713, DANRE28709, DANRE28711, DANRE28712
OG0001664	MOUSE47904	LYTVA_11249
OG0001664	MOUSE47904	APOSJ_52558
OG0001664	MOUSE47904	AENJA_22480
OG0001664	MOUSE47904	BRALA01214
OG0001664	MOUSE47904	SCHMD13680, SCHMD17585
OG0001664	MOUSE47904	CAEEL04260
OG0001682	MOUSE22395	HELIO_05905
OG0001712	MOUSE31593, MOUSE40438	AMPFI_03150
OG0001731	MOUSE01917	DROME16558
OG0001731	MOUSE01917	AMPFI_24445
OG0001731	MOUSE01917	CAEEL19569
OG0001731	MOUSE01917	LYTVA_24284
OG0001731	MOUSE01917	ASTMX21815
OG0001731	MOUSE01917	ASTMX21815
OG0001778	MOUSE12293	TCONS_00019832.p1
OG0001778	MOUSE12293	OFUSG19319.1.p1
OG0001778	MOUSE12293	TCONS_00019832.p1
OG0001778	MOUSE12293	DROME03281
OG0001778	MOUSE12293	AMPFI_14017
OG0001778	MOUSE12293	APOSJ_24440, APOSJ_35841, APOSJ_35840, APOSJ_35839
OG0001778	MOUSE12293	APOSC_15463, APOSC_15462
OG0001809	MOUSE23989, MOUSE23990, MOUSE23988	SACKO_20097
OG0001810	MOUSE38995, MOUSE38993	AENJA_13786
OG0001810	MOUSE38995, MOUSE38993	HELIO_10709
OG0001810	MOUSE38995, MOUSE38993	STRPU_01878, STRPU_25193
OG0001810	MOUSE38995, MOUSE38993	LYTVA_27471, LYTVA_27472
OG0001810	MOUSE38995, MOUSE38993	AMPFI_19617
OG0001818	MOUSE18124	HELIO_10184
OG0001818	MOUSE18124	LYTVA_09386
OG0001818	MOUSE18124	STRPU_00061
OG0001818	MOUSE18124	APOSC_28600, APOSC_28602, APOSC_18594
OG0001818	MOUSE18124	APOSJ_11675
OG0001818	MOUSE18124	AMPFI_13689
OG0001875	MOUSE31669	OFUSG10883.1.p1
OG0001875	MOUSE31669	DROME16885
OG0001875	MOUSE31669	CAEEL09917
OG0001875	MOUSE31669	SACKO_22430
OG0001875	MOUSE31669	SCHMD11568
OG0001875	MOUSE31669	AENJA_16491
OG0001875	MOUSE31669	bflo_08517
OG0001875	MOUSE31669	AMPFI_06025
OG0001875	MOUSE31669	TCONS_00048169.p2
OG0001875	MOUSE31669	BRALA04016
OG0001875	MOUSE31669	DANRE04850
OG0001875	MOUSE31669	DANRE04850
OG0001883	MOUSE06117	AMPFI_12080
OG0001889	MOUSE30874, MOUSE30875, MOUSE30877	AMPFI_19720
OG0001889	MOUSE30874, MOUSE30875, MOUSE30877	CAEEL11129, CAEEL11128
OG0001889	MOUSE30874, MOUSE30875, MOUSE30877	SCHMD08218
OG0001906	MOUSE01562	HELIO_01042
OG0001906	MOUSE01562	LYTVA_23158
OG0001906	MOUSE01562	STRPU_11003, STRPU_00343
OG0001906	MOUSE01562	bflo_02967, bflo_20799, bflo_03216
OG0001906	MOUSE01562	BRALA34902, BRALA34252, BRALA08413, BRALA22736
OG0001929	MOUSE17382	OFUSG19800.1.p1, OFUSG19647.1.p1, OFUSG19800.2.p1
OG0001929	MOUSE17382	bflo_04107
OG0001929	MOUSE17382	BRALA01963
OG0001929	MOUSE17382	SCHMD18261, SCHMD08691, SCHMD20130, SCHMD06934
OG0001929	MOUSE17382	NEMVE20391
OG0001941	MOUSE53037	SACKO_28144
OG0001941	MOUSE53037	TCONS_00003928.p1
OG0001941	MOUSE53037	AENJA_10713
OG0001941	MOUSE53037	AMPFI_23257, AMPFI_25029, AMPFI_22977
OG0001941	MOUSE53037	SCHMD26622
OG0001944	MOUSE28051, MOUSE28050	APOSC_02088
OG0001946	MOUSE11051, MOUSE11053	DANRE20165
OG0001951	MOUSE53151	SACKO_09715
OG0001978	MOUSE14026, MOUSE38673, MOUSE38672	CAEEL00552
OG0001985	MOUSE37870	bflo_20379
OG0001985	MOUSE37870	BRALA31266
OG0001985	MOUSE37870	NEMVE09656
OG0001985	MOUSE37870	SCHMD04898
OG0001992	MOUSE18241, MOUSE18239, MOUSE18240, MOUSE27555	SCHMD23667
OG0001992	MOUSE18239, MOUSE18240, MOUSE27555	BRALA35588
OG0002006	MOUSE05504	SACKO_32238
OG0002006	MOUSE05504	STRPU_20323
OG0002006	MOUSE05504	LYTVA_30202
OG0002006	MOUSE05504	HELIO_12425
OG0002006	MOUSE05504	APOSC_27992
OG0002006	MOUSE05504	APOSJ_49837, APOSJ_37690
OG0002006	MOUSE05504	TCONS_00014867.p1
OG0002006	MOUSE05504	AMPFI_06516
OG0002006	MOUSE05504	SCHMD01886, SCHMD11267, SCHMD12678
OG0002028	MOUSE28064, MOUSE28063	LYTVA_02071
OG0002031	MOUSE35281	CAEEL07288
OG0002031	MOUSE35281	APOSJ_34265, APOSJ_34264
OG0002031	MOUSE35281	APOSC_24523
OG0002031	MOUSE35281	LYTVA_03117
OG0002031	MOUSE35281	HELIO_07245
OG0002031	MOUSE35281	STRPU_00644, STRPU_23058
OG0002031	MOUSE35281	AMPFI_08223
OG0002031	MOUSE35281	AENJA_20118
OG0002031	MOUSE35281	SCHMD21628, SCHMD14088
OG0002031	MOUSE35281	DANRE10346
OG0002031	MOUSE35281	DANRE10346
OG0002057	MOUSE09785, MOUSE09786, MOUSE09783, MOUSE09782	BRALA13905
OG0002060	MOUSE07891	BRALA22621
OG0002060	MOUSE07891	bflo_14027
OG0002060	MOUSE07891	SACKO_33981
OG0002060	MOUSE07891	TCONS_00010367.p1
OG0002060	MOUSE07891	AMPFI_08802
OG0002060	MOUSE07891	APOSC_01592
OG0002060	MOUSE07891	APOSJ_49383
OG0002060	MOUSE07891	STRPU_20989
OG0002060	MOUSE07891	HELIO_06438
OG0002060	MOUSE07891	LYTVA_30217
OG0002060	MOUSE07891	AENJA_02775
OG0002060	MOUSE07891	HUMAN08798
OG0002060	MOUSE07891	HUMAN08798
OG0002060	MOUSE07891	OFUSG22066.1.p1
OG0002061	MOUSE48024, MOUSE48025	BRALA21414
OG0002061	MOUSE48024, MOUSE48025	AENJA_02978
OG0002061	MOUSE48024, MOUSE48025	STRPU_09301
OG0002061	MOUSE48024, MOUSE48025	HELIO_12011
OG0002061	MOUSE48024, MOUSE48025	LYTVA_21428
OG0002061	MOUSE48024, MOUSE48025	APOSC_19481
OG0002061	MOUSE48024, MOUSE48025	APOSJ_50641, APOSJ_50640
OG0002061	MOUSE48024, MOUSE48025	AMPFI_12327
OG0002061	MOUSE48024, MOUSE48025	DROME17109, DROME17110
OG0002061	MOUSE48024, MOUSE48025	OFUSG05763.1.p1
OG0002061	MOUSE48024, MOUSE48025	bflo_10018
OG0002061	MOUSE48024, MOUSE48025	ASTMX19773
OG0002076	MOUSE02518	APOSC_18963, APOSC_18964
OG0002076	MOUSE02518	APOSJ_31268, APOSJ_31267
OG0002076	MOUSE02518	LYTVA_20709
OG0002076	MOUSE02518	HELIO_08411
OG0002076	MOUSE02518	STRPU_23547
OG0002076	MOUSE02518	AENJA_09702
OG0002076	MOUSE02518	AMPFI_24244
OG0002076	MOUSE02518	SCHMD28435, SCHMD28300
OG0002160	MOUSE54347	APOSC_02113
OG0002160	MOUSE54346	APOSC_08854, APOSC_02505, APOSC_23874, APOSC_04273
OG0002169	MOUSE40487, MOUSE20963	BRALA33277
OG0002184	MOUSE48916, MOUSE10382	STRPU_18607
OG0002190	MOUSE15990, MOUSE15989, MOUSE15988	AMPFI_03087
OG0002223	MOUSE23432, MOUSE23433, MOUSE23434, MOUSE02308, MOUSE02307, MOUSE02309	bflo_22378
OG0002223	MOUSE23434, MOUSE02308	APOSC_03804
OG0002236	MOUSE21596	AENJA_04718
OG0002236	MOUSE21596	AMPFI_07523
OG0002236	MOUSE21596	HELIO_10095, HELIO_10094
OG0002236	MOUSE21596	STRPU_24823, STRPU_24821
OG0002236	MOUSE21596	LYTVA_01006
OG0002236	MOUSE21596	APOSJ_42597, APOSJ_42598, APOSJ_42602, APOSJ_42600, APOSJ_42601, APOSJ_42599
OG0002236	MOUSE21596	APOSC_15629
OG0002258	MOUSE35964, MOUSE35966, MOUSE35968, MOUSE35967, MOUSE35969	AMPFI_24977
OG0002261	MOUSE38705, MOUSE38702, MOUSE38703, MOUSE38700, MOUSE38701, MOUSE38699	APOSC_01376
OG0002261	MOUSE38705, MOUSE38702, MOUSE38703, MOUSE38700, MOUSE38701, MOUSE38699	BRALA35135
OG0002261	MOUSE38705, MOUSE38702, MOUSE38703, MOUSE38700, MOUSE38701, MOUSE38699	AMPFI_00774
OG0002266	MOUSE05060, MOUSE05059, MOUSE05062, MOUSE05061	AMPFI_03178
OG0002279	MOUSE13085	CAEEL01783, CAEEL19214
OG0002279	MOUSE13085	CAPO304874
OG0002279	MOUSE13085	NEMVE10911, NEMVE10903, NEMVE00393
OG0002279	MOUSE13085	SCHMD01546
OG0002294	MOUSE40042	DANRE36446, DANRE26343
OG0002294	MOUSE40042	ASTMX11558, ASTMX15048
OG0002294	MOUSE40042	ORYLA13472, ORYLA06668
OG0002294	MOUSE40042	XENTR12369
OG0002319	MOUSE29415, MOUSE29414, MOUSE29413	APOSC_18537
OG0002320	MOUSE50960	SCHMD23839, SCHMD25321
OG0002320	MOUSE50960	DROME00593, DROME00595, DROME00594, DROME01888, DROME00596, DROME00468, DROME00469, DROME10767, DROME00038, DROME00304, DROME00765, DROME00764, DROME00042, DROME00043
OG0002320	MOUSE50960	OFUSG08593.1.p1
OG0002320	MOUSE50960	APOSJ_10289, APOSJ_10291, APOSJ_10290
OG0002320	MOUSE50960	APOSC_20916
OG0002320	MOUSE50960	HELIO_10607
OG0002320	MOUSE50960	LYTVA_08436, LYTVA_08437
OG0002320	MOUSE50960	STRPU_02801
OG0002399	MOUSE06604, MOUSE06603, MOUSE06599, MOUSE06601, MOUSE06597, MOUSE06598, MOUSE06602, MOUSE06600, MOUSE28800, MOUSE28801, MOUSE21605, MOUSE21604, MOUSE21606	HELIO_01674
OG0002407	MOUSE11499	SACKO_17878, SACKO_17871, SACKO_17874
OG0002407	MOUSE11499	TCONS_00030158.p1
OG0002407	MOUSE11499	AENJA_04703
OG0002407	MOUSE11499	APOSC_09967, APOSC_09969, APOSC_09968
OG0002407	MOUSE11499	BRALA03717
OG0002407	MOUSE11499	bflo_06998
OG0002407	MOUSE11499	APOSJ_08648, APOSJ_22087, APOSJ_08654, APOSJ_08647
OG0002407	MOUSE11499	STRPU_04443
OG0002407	MOUSE11499	LYTVA_09107
OG0002407	MOUSE11499	HELIO_11688
OG0002407	MOUSE11499	AMPFI_21084
OG0002407	MOUSE11499	DROME16665, DROME16666, DROME16663, DROME16664
OG0002407	MOUSE11499	XENTR18256
OG0002407	MOUSE11499	XENTR18256
OG0002407	MOUSE11499	NEMVE24388
OG0002407	MOUSE11499	SCHMD07149
OG0002422	MOUSE54864, MOUSE54865, MOUSE54866, MOUSE54863, MOUSE54862, MOUSE54861, MOUSE20863	APOSC_11565
OG0002443	MOUSE02330, MOUSE02331, MOUSE02329	AMPFI_15890
OG0002447	MOUSE44489	APOSC_21796
OG0002451	MOUSE52543	LYTVA_04164, LYTVA_13285
OG0002456	MOUSE53280	AENJA_26722
OG0002456	MOUSE53280	BRALA04780
OG0002456	MOUSE53280	bflo_18853
OG0002456	MOUSE53280	NEMVE09478
OG0002479	MOUSE04347, MOUSE04349, MOUSE04348, MOUSE04350	APOSJ_51343
OG0002497	MOUSE18375	BRALA03649
OG0002497	MOUSE18375	bflo_07342
OG0002497	MOUSE18375	LYTVA_19407, LYTVA_09946
OG0002497	MOUSE18375	HELIO_02505
OG0002497	MOUSE18375	STRPU_14057, STRPU_00867
OG0002497	MOUSE18375	APOSJ_44682, APOSJ_13034, APOSJ_44681, APOSJ_44678, APOSJ_44679, APOSJ_13035
OG0002497	MOUSE18375	APOSC_12496
OG0002497	MOUSE18375	AENJA_04655
OG0002497	MOUSE18375	TCONS_00055160.p1, TCONS_00055194.p1
OG0002497	MOUSE18375	AMPFI_16261
OG0002497	MOUSE18375	SACKO_22650
OG0002500	MOUSE46267	SCHMD27186, SCHMD17843, SCHMD20787, SCHMD09150
OG0002504	MOUSE37297, MOUSE37296	SACKO_09835
OG0002516	MOUSE51264, MOUSE16767, MOUSE51260, MOUSE51259, MOUSE51257, MOUSE51262, MOUSE51261, MOUSE51258	DANRE08131
OG0002516	MOUSE51263, MOUSE16768	DANRE08131
OG0002516	MOUSE51263, MOUSE16768	DANRE08131
OG0002516	MOUSE51263, MOUSE16768	TCONS_00034986.p1
OG0002516	MOUSE51263, MOUSE16768	bflo_09647
OG0002516	MOUSE51263, MOUSE16768	AENJA_22367
OG0002520	MOUSE03593	APOSC_09886
OG0002522	MOUSE41506	AMPFI_24208, AMPFI_23958
OG0002542	MOUSE05302, MOUSE02385	APOSC_13581
OG0002550	MOUSE35947, MOUSE35946, MOUSE35936, MOUSE35937, MOUSE35940, MOUSE35943, MOUSE35939, MOUSE35941, MOUSE35945, MOUSE35938, MOUSE35942, MOUSE35944	TCONS_00027283.p1, TCONS_00027288.p1
OG0002590	MOUSE28320, MOUSE28321, MOUSE13583, MOUSE13584, MOUSE49464, MOUSE49465	LYTVA_05045
OG0002605	MOUSE31339	DANRE24544
OG0002605	MOUSE31339	SCHMD16205
OG0002605	MOUSE31339	AMPFI_01082
OG0002605	MOUSE31339	AENJA_04724
OG0002605	MOUSE31339	HELIO_03379
OG0002605	MOUSE31339	ASTMX22634
OG0002618	MOUSE38716	AENJA_26393
OG0002627	MOUSE27737	STRPU_22016
OG0002627	MOUSE27737	HELIO_00237
OG0002627	MOUSE27737	LYTVA_16829
OG0002627	MOUSE27736	AMPFI_11502
OG0002627	MOUSE27736	AENJA_09400
OG0002664	MOUSE33028, MOUSE33029, MOUSE33030	APOSC_27018
OG0002664	MOUSE33028, MOUSE33029, MOUSE33030	APOSJ_10272, APOSJ_10274, APOSJ_10273, APOSJ_10276, APOSJ_10275, APOSJ_10271
OG0002664	MOUSE33028, MOUSE33029, MOUSE33030	DROME15045, DROME15046
OG0002664	MOUSE33028, MOUSE33029, MOUSE33030	AMPFI_16552
OG0002664	MOUSE33028, MOUSE33029, MOUSE33030	bflo_06851
OG0002664	MOUSE33028, MOUSE33029, MOUSE33030	BRALA34776, BRALA34520
OG0002705	MOUSE10470	TCONS_00053434.p1
OG0002705	MOUSE10470	APOSC_27917
OG0002705	MOUSE10470	APOSJ_48322, APOSJ_48319, APOSJ_48321
OG0002705	MOUSE10470	AMPFI_08510
OG0002705	MOUSE10470	STRPU_19210
OG0002705	MOUSE10470	DANRE01893, DANRE01894
OG0002705	MOUSE10470	DANRE01893, DANRE01894
OG0002705	MOUSE10470	SACKO_02809, SACKO_11668
OG0002708	MOUSE32181, MOUSE32180, MOUSE32179, MOUSE32178	DROME16440
OG0002713	MOUSE45131	HUMAN05231, HUMAN05229, HUMAN05230
OG0002713	MOUSE45131	SCHMD21320
OG0002713	MOUSE45131	AENJA_24274, AENJA_24275, AENJA_02692
OG0002713	MOUSE45131	HUMAN05231, HUMAN05229, HUMAN05230
OG0002718	MOUSE34798	TCONS_00050365.p1
OG0002718	MOUSE34798	AENJA_03576
OG0002718	MOUSE34798	HELIO_05744
OG0002718	MOUSE34798	LYTVA_22419
OG0002718	MOUSE34798	STRPU_11192
OG0002718	MOUSE34798	AMPFI_12945
OG0002718	MOUSE34798	SACKO_28799
OG0002718	MOUSE34798	XENTR14481
OG0002718	MOUSE34798	SCHMD03513, SCHMD03511, SCHMD03512, SCHMD03510
OG0002746	MOUSE43039, MOUSE43036, MOUSE43038, MOUSE43037, MOUSE43034	APOSC_13976
OG0002749	MOUSE54472, MOUSE54475, MOUSE54473, MOUSE54474, MOUSE19498, MOUSE36890	AENJA_13469
OG0002766	MOUSE08094, MOUSE08096	APOSJ_39716, APOSJ_58172, APOSJ_58171, APOSJ_39717, APOSJ_58170, APOSJ_39718
OG0002811	MOUSE01738, MOUSE01736, MOUSE01737, MOUSE01735, MOUSE01734, MOUSE01739	AMPFI_04646, AMPFI_07322
OG0002812	MOUSE33414, MOUSE33413, MOUSE33412	TCONS_00054658.p1
OG0002827	MOUSE00491	bflo_17660
OG0002827	MOUSE00491	BRALA12317
OG0002827	MOUSE00491	AMPFI_18809
OG0002827	MOUSE00491	HUMAN30650
OG0002827	MOUSE00491	TCONS_00001795.p2
OG0002827	MOUSE00491	HUMAN30650
OG0002848	MOUSE09198	APOSC_14969
OG0002848	MOUSE09198	AMPFI_03140
OG0002848	MOUSE09198	BRALA18503
OG0002848	MOUSE09198	APOSJ_03978
OG0002880	MOUSE00478	LYTVA_24596
OG0002884	MOUSE18338	APOSJ_12840, APOSJ_58678
OG0002967	MOUSE50963, MOUSE50965, MOUSE50964	AMPFI_24955, AMPFI_10453, AMPFI_03488
OG0002977	MOUSE04693, MOUSE04694	AMPFI_18550
OG0002989	MOUSE11229	SCHMD09813, SCHMD01483
OG0002989	MOUSE11229	TCONS_00049575.p1
OG0002989	MOUSE11229	SACKO_23453
OG0002989	MOUSE11229	AMPFI_07541
OG0002989	MOUSE11229	bflo_12281, bflo_07369
OG0002989	MOUSE11229	BRALA25735, BRALA25734, BRALA24378
OG0002989	MOUSE11229	LYTVA_23227, LYTVA_10772
OG0002989	MOUSE11229	STRPU_22387
OG0002989	MOUSE11229	APOSJ_04210, APOSJ_58686
OG0002989	MOUSE11229	APOSC_03729, APOSC_03730
OG0002989	MOUSE11229	HELIO_04721
OG0002989	MOUSE11229	ORYLA14532, ORYLA14531
OG0002989	MOUSE11229	ASTMX22597
OG0002989	MOUSE11229	ORYLA14532, ORYLA14531
OG0002989	MOUSE11229	ASTMX22597
OG0003006	MOUSE17054	APOSC_03888
OG0003024	MOUSE24540	OFUSG12479.1.p1
OG0003024	MOUSE24540	CAEEL13204, CAEEL13203
OG0003024	MOUSE24540	DROME14540, DROME13066
OG0003024	MOUSE24540	NEMVE15701, NEMVE14428
OG0003024	MOUSE24540	bflo_10487
OG0003024	MOUSE24540	BRALA29524
OG0003024	MOUSE24540	AMPFI_06872
OG0003024	MOUSE24540	SCHMD09220
OG0003109	MOUSE06210, MOUSE06211	APOSJ_51968
OG0003114	MOUSE20064	APOSC_12830
OG0003118	MOUSE14611, MOUSE14610, MOUSE23354, MOUSE23355	APOSC_13717
OG0003138	MOUSE23149, MOUSE23146	APOSJ_33075
OG0003148	MOUSE50666, MOUSE50662, MOUSE50667	AMPFI_01181
OG0003188	MOUSE51365, MOUSE10624, MOUSE10623, MOUSE51364, MOUSE51366	APOSC_27314
OG0003199	MOUSE54398, MOUSE36250, MOUSE54397	TCONS_00054864.p1
OG0003206	MOUSE16899	BRALA15924
OG0003206	MOUSE16899	bflo_14678, bflo_27134
OG0003206	MOUSE16899	AMPFI_16692
OG0003206	MOUSE16899	SCHMD29612
OG0003206	MOUSE16899	SACKO_17979, SACKO_17971, SACKO_19787
OG0003206	MOUSE16899	AENJA_19671
OG0003220	MOUSE55318	bflo_17426
OG0003220	MOUSE55318	TCONS_00000598.p1
OG0003220	MOUSE55318	BRALA29359
OG0003220	MOUSE55318	SACKO_26339
OG0003220	MOUSE55318	AMPFI_12091
OG0003258	MOUSE22847	AENJA_01707
OG0003267	MOUSE20876	APOSC_05198
OG0003282	MOUSE19167, MOUSE19168, MOUSE19166, MOUSE19169	APOSJ_26406
OG0003282	MOUSE19164, MOUSE19165	AENJA_08137
OG0003296	MOUSE15224	APOSC_07542
OG0003303	MOUSE24465	ORYLA13616
OG0003303	MOUSE24465	DANRE04326, DANRE04325, DANRE04327
OG0003303	MOUSE24465	CAPO304414
OG0003303	MOUSE24465	AENJA_23721
OG0003303	MOUSE24465	AMPFI_23138
OG0003303	MOUSE24465	bflo_15649
OG0003303	MOUSE24465	APOSC_18665
OG0003303	MOUSE24465	ASTMX21947
OG0003303	MOUSE24466	APOSC_00584
OG0003317	MOUSE06370	DROME19362
OG0003317	MOUSE06370	AMPFI_09168
OG0003317	MOUSE06370	bflo_23280
OG0003317	MOUSE06370	BRALA25346
OG0003321	MOUSE28457	AENJA_14072
OG0003321	MOUSE28457	AMPFI_10734
OG0003321	MOUSE28457	TCONS_00008132.p1
OG0003321	MOUSE28457	SACKO_30235
OG0003321	MOUSE28457	LYTVA_12209
OG0003321	MOUSE28457	STRPU_25433
OG0003321	MOUSE28457	HELIO_08818
OG0003365	MOUSE35392	HELIO_08582
OG0003365	MOUSE35392	LYTVA_23475
OG0003365	MOUSE35392	STRPU_24219, STRPU_01081
OG0003365	MOUSE35392	APOSC_14128
OG0003365	MOUSE35392	AMPFI_11415
OG0003365	MOUSE35392	APOSJ_42007
OG0003365	MOUSE35392	NEMVE23416
OG0003375	MOUSE19488	TCONS_00029032.p1
OG0003375	MOUSE19488	APOSC_16084
OG0003388	MOUSE20874	AMPFI_20188
OG0003388	MOUSE20874	APOSC_17998
OG0003392	MOUSE06428	APOSJ_30179
OG0003429	MOUSE17279	APOSJ_34185
OG0003429	MOUSE17279	LYTVA_26105
OG0003429	MOUSE17279	APOSC_08273
OG0003429	MOUSE17279	AMPFI_20170
OG0003429	MOUSE17279	BRALA02516
OG0003429	MOUSE17279	APOSC_17184
OG0003429	MOUSE17279	APOSC_17184
OG0003429	MOUSE17279	DROME10812
OG0003429	MOUSE17279	DANRE40349
OG0003429	MOUSE17279	DANRE40349
OG0003431	MOUSE23917	AENJA_19425
OG0003447	MOUSE39104, MOUSE39107	AMPFI_22475
OG0003447	MOUSE39104, MOUSE39107	APOSJ_05681
OG0003448	MOUSE43761, MOUSE43760	APOSC_13687
OG0003462	MOUSE50378	SACKO_00776
OG0003462	MOUSE50378	TCONS_00015415.p1
OG0003462	MOUSE50378	AMPFI_05379
OG0003462	MOUSE50378	LYTVA_03993
OG0003462	MOUSE50378	STRPU_01190, STRPU_19960
OG0003462	MOUSE50378	HELIO_10720
OG0003462	MOUSE50378	APOSJ_61238, APOSJ_40240, APOSJ_40241, APOSJ_61237, APOSJ_61236
OG0003462	MOUSE50378	APOSC_12605
OG0003462	MOUSE50378	OFUSG25414.1.p1
OG0003462	MOUSE50378	bflo_15758
OG0003462	MOUSE50378	XENTR16197
OG0003462	MOUSE50378	SCHMD28411
OG0003462	MOUSE50378	BRALA10146
OG0003462	MOUSE50378	AENJA_20654
OG0003462	MOUSE50378	LYTVA_28602, LYTVA_22633
OG0003462	MOUSE50378	LYTVA_28602, LYTVA_22633
OG0003463	MOUSE24565, MOUSE24563	APOSC_18574
OG0003464	MOUSE38665, MOUSE38667	HELIO_08682, HELIO_08683
OG0003464	MOUSE38665, MOUSE38667	STRPU_08415
