Orthogroup	HUMAN	Other
OG0002244	HUMAN30021	AMPFI_07452
OG0002244	HUMAN30021	SCHMD25722
OG0002257	HUMAN16802	TCONS_00020279.p1, TCONS_00020290.p1
OG0002257	HUMAN16802	SACKO_18497
OG0002257	HUMAN16802	BRALA35270, BRALA30211
OG0002257	HUMAN16802	bflo_11090
OG0002257	HUMAN16802	AENJA_23797
OG0002258	HUMAN22190	AMPFI_24977
OG0002261	HUMAN26610, HUMAN26609	APOSC_01376
OG0002261	HUMAN26610, HUMAN26609	BRALA35135
OG0002261	HUMAN26610, HUMAN26609	AMPFI_00774
OG0002266	HUMAN13024, HUMAN13023, HUMAN13025	AMPFI_03178
OG0002319	HUMAN21817	APOSC_18537
OG0002358	HUMAN02384	LYTVA_02933
OG0002358	HUMAN02384	SCHMD12408, SCHMD07945, SCHMD07946
OG0002358	HUMAN02384	AMPFI_19693
OG0002358	HUMAN02384	DROME10795
OG0002399	HUMAN16692, HUMAN19126, HUMAN27904	HELIO_01674
OG0002422	HUMAN30114, HUMAN03138	APOSC_11565
OG0002433	HUMAN13300	APOSC_26929
OG0002433	HUMAN13300	APOSJ_41004, APOSJ_41005, APOSJ_41008, APOSJ_41003, APOSJ_41007, APOSJ_41006, APOSJ_41010, APOSJ_41009
OG0002433	HUMAN13300	STRPU_09122, STRPU_02094
OG0002433	HUMAN13300	SACKO_24905
OG0002433	HUMAN13300	AENJA_14010
OG0002433	HUMAN13300	LYTVA_18440
OG0002433	HUMAN13300	HELIO_07051
OG0002433	HUMAN13300	BRALA06198
OG0002433	HUMAN13300	bflo_23332
OG0002433	HUMAN13300	AMPFI_10800
OG0002433	HUMAN13300	SCHMD07182, SCHMD18419, SCHMD21667
OG0002433	HUMAN13300	NEMVE20617
OG0002433	HUMAN13300	LYTVA_02521
OG0002433	HUMAN13300	LYTVA_02521
OG0002443	HUMAN06723	AMPFI_15890
OG0002451	HUMAN06898	LYTVA_04164, LYTVA_13285
OG0002479	HUMAN11863, HUMAN11862, HUMAN11864, HUMAN11865, HUMAN11861	APOSJ_51343
OG0002504	HUMAN19931	SACKO_09835
OG0002516	HUMAN05465, HUMAN05466, HUMAN05464	DANRE08131
OG0002520	HUMAN24111	APOSC_09886
OG0002522	HUMAN05846, HUMAN05845	AMPFI_24208, AMPFI_23958
OG0002542	HUMAN12501, HUMAN06676	APOSC_13581
OG0002547	HUMAN19251	SACKO_13783
OG0002547	HUMAN19251	TCONS_00045453.p1, TCONS_00045484.p1, TCONS_00045452.p1
OG0002547	HUMAN19251	AMPFI_20544
OG0002547	HUMAN19251	ASTMX08915
OG0002547	HUMAN19251	ASTMX08915
OG0002550	HUMAN22140, HUMAN24303	TCONS_00027283.p1, TCONS_00027288.p1
OG0002568	HUMAN22293	TCONS_00017767.p1
OG0002568	HUMAN22293	AENJA_25923
OG0002568	HUMAN22293	APOSJ_65414
OG0002568	HUMAN22293	SACKO_24362
OG0002568	HUMAN22293	AMPFI_24117
OG0002568	HUMAN22293	LYTVA_12663
OG0002590	HUMAN18859, HUMAN28191, HUMAN11314	LYTVA_05045
OG0002618	HUMAN26619	AENJA_26393
OG0002623	HUMAN25827, HUMAN25826	AMPFI_25644
OG0002669	HUMAN15609, HUMAN15610	ASTMX13936
OG0002669	HUMAN15609, HUMAN15610	SCHMD09611, SCHMD23333
OG0002669	HUMAN15610	CAEEL09214, CAEEL09178
OG0002669	HUMAN15610	LYTVA_27272
OG0002708	HUMAN25380	DROME16440
OG0002713	HUMAN05231, HUMAN05229, HUMAN05230	MOUSE45131
OG0002713	HUMAN05231, HUMAN05229, HUMAN05230	MOUSE45131
OG0002713	HUMAN05231, HUMAN05229	SCHMD21320
OG0002713	HUMAN05231, HUMAN05229	AENJA_24274, AENJA_24275
OG0002713	HUMAN05230	AENJA_02692
OG0002738	HUMAN20112	AENJA_10302
OG0002738	HUMAN20112	LYTVA_08098, LYTVA_04589
OG0002738	HUMAN20112	AMPFI_24412
OG0002738	HUMAN20112	SACKO_33914
OG0002746	HUMAN15625	APOSC_13976
OG0002749	HUMAN29710, HUMAN29709, HUMAN23025, HUMAN22585	AENJA_13469
OG0002763	HUMAN12876	OFUSG04521.1.p1, OFUSG04521.2.p1
OG0002763	HUMAN12876	NEMVE04792
OG0002763	HUMAN12876	BRALA07435
OG0002763	HUMAN12876	bflo_18799
OG0002763	HUMAN12876	APOSC_25811
OG0002763	HUMAN12876	APOSJ_22568, APOSJ_18212, APOSJ_10731, APOSJ_22570, APOSJ_18214, APOSJ_20683, APOSJ_18209, APOSJ_18213, APOSJ_22572, APOSJ_18211
OG0002763	HUMAN12876	HELIO_07170
OG0002763	HUMAN12876	STRPU_02576, STRPU_13132
OG0002763	HUMAN12876	LYTVA_11931
OG0002763	HUMAN12876	AENJA_17978
OG0002763	HUMAN12876	SCHMD26631, SCHMD10773
OG0002766	HUMAN08906, HUMAN08907	APOSJ_39716, APOSJ_58172, APOSJ_58171, APOSJ_39717, APOSJ_58170, APOSJ_39718
OG0002811	HUMAN07035	AMPFI_04646, AMPFI_07322
OG0002812	HUMAN23547	AENJA_00075, AENJA_18658
OG0002812	HUMAN01004	TCONS_00054658.p1
OG0002827	HUMAN30650	bflo_17660
OG0002827	HUMAN30650	BRALA12317
OG0002827	HUMAN30650	AMPFI_18809
OG0002827	HUMAN30650	MOUSE00491
OG0002827	HUMAN30650	MOUSE00491
OG0002827	HUMAN30650	TCONS_00001795.p2
OG0002874	HUMAN20546	AENJA_16110
OG0002874	HUMAN20546	APOSJ_55452, APOSJ_51205, APOSJ_18413, APOSJ_55439
OG0002874	HUMAN20546	APOSC_24836, APOSC_24837, APOSC_24835
OG0002874	HUMAN20546	STRPU_22380
OG0002874	HUMAN20546	HELIO_11635
OG0002874	HUMAN20546	LYTVA_23232, LYTVA_01839
OG0002874	HUMAN20546	AMPFI_15785
OG0002874	HUMAN20546	OFUSG06465.1.p1
OG0002874	HUMAN20546	ASTMX22419
OG0002874	HUMAN20546	ASTMX22419
OG0002880	HUMAN25485	LYTVA_24596
OG0002884	HUMAN25023	APOSJ_12840, APOSJ_58678
OG0002961	HUMAN08642	BRALA32745
OG0002961	HUMAN08642	AMPFI_15797
OG0002961	HUMAN08644, HUMAN08643	SCHMD25347, SCHMD24832
OG0002961	HUMAN08644, HUMAN08643	AMPFI_04166
OG0002961	HUMAN08644, HUMAN08643	NEMVE24574
OG0002967	HUMAN05610	AMPFI_24955, AMPFI_10453, AMPFI_03488
OG0002977	HUMAN12250	AMPFI_18550
OG0003006	HUMAN10235	APOSC_03888
OG0003011	HUMAN10459	OFUSG02280.1.p1, OFUSG02280.2.p1
OG0003011	HUMAN10459	SACKO_09511
OG0003011	HUMAN10459	TCONS_00044235.p1
OG0003011	HUMAN10459	AENJA_14299
OG0003011	HUMAN10459	LYTVA_26566
OG0003011	HUMAN10459	STRPU_04936
OG0003011	HUMAN10459	HELIO_05238
OG0003011	HUMAN10459	APOSJ_43587
OG0003011	HUMAN10459	APOSC_22014
OG0003011	HUMAN10459	AMPFI_24907
OG0003011	HUMAN10459	DROME17655, DROME17656
OG0003011	HUMAN10459	ORYLA00615
OG0003011	HUMAN10459	ORYLA00615
OG0003011	HUMAN10459	BRALA12587, BRALA12588
OG0003011	HUMAN10459	bflo_14700
OG0003011	HUMAN10459	SCHMD06741
OG0003011	HUMAN10459	AMPFI_10396, AMPFI_10397
OG0003011	HUMAN10459	AMPFI_10396, AMPFI_10397
OG0003017	HUMAN14078, HUMAN14075	AENJA_15754
OG0003017	HUMAN14078, HUMAN14075	APOSC_03453
OG0003017	HUMAN14078, HUMAN14075	APOSJ_42744
OG0003017	HUMAN14078, HUMAN14075	STRPU_12917
OG0003017	HUMAN14078, HUMAN14075	HELIO_02953
OG0003017	HUMAN14078, HUMAN14075	LYTVA_19123
OG0003017	HUMAN14078, HUMAN14075	bflo_09191
OG0003017	HUMAN14078, HUMAN14075	BRALA18273
OG0003017	HUMAN14078	SCHMD26381
OG0003017	HUMAN14075	SCHMD19256
OG0003017	HUMAN14075	SACKO_30528
OG0003060	HUMAN14857	bflo_26348
OG0003060	HUMAN14857	BRALA01131
OG0003060	HUMAN14857	AENJA_24993
OG0003060	HUMAN14857	APOSJ_25972
OG0003060	HUMAN14857	APOSC_27498, APOSC_27497
OG0003060	HUMAN14857	TCONS_00053579.p1
OG0003109	HUMAN13399, HUMAN13398	APOSJ_51968
OG0003113	HUMAN16709	TCONS_00045474.p1
OG0003114	HUMAN04985	APOSC_12830
OG0003118	HUMAN06305, HUMAN17674, HUMAN17675	APOSC_13717
OG0003138	HUMAN18546	APOSJ_33075
OG0003148	HUMAN05694, HUMAN05693	AMPFI_01181
OG0003188	HUMAN09855, HUMAN23332	APOSC_27314
OG0003199	HUMAN30572	TCONS_00054864.p1
OG0003258	HUMAN18355	AENJA_01707
OG0003267	HUMAN03394	APOSC_05198
OG0003282	HUMAN23854, HUMAN23855, HUMAN23856	APOSJ_26406
OG0003296	HUMAN19789	APOSC_07542
OG0003302	HUMAN24408	AENJA_11409
OG0003302	HUMAN24408	APOSJ_56909
OG0003302	HUMAN24408	DROME01480
OG0003302	HUMAN24408	BRALA03648
OG0003319	HUMAN19328	NEMVE11076
OG0003319	HUMAN19328	bflo_06319
OG0003319	HUMAN19328	BRALA16686
OG0003319	HUMAN19328	OFUSG13392.1.p1
OG0003319	HUMAN19328	HELIO_09121
OG0003319	HUMAN19328	STRPU_07210
OG0003319	HUMAN19328	LYTVA_03878
OG0003319	HUMAN19328	TCONS_00046681.p1
OG0003319	HUMAN19328	SACKO_26946
OG0003319	HUMAN19328	APOSJ_58641
OG0003319	HUMAN19328	APOSC_26103
OG0003319	HUMAN19328	AENJA_13649
OG0003319	HUMAN19328	AMPFI_25746
OG0003375	HUMAN23698	TCONS_00029032.p1
OG0003375	HUMAN23698	APOSC_16084
OG0003388	HUMAN03392	AMPFI_20188
OG0003388	HUMAN03392	APOSC_17998
OG0003391	HUMAN08975, HUMAN08976	BRALA31038
OG0003391	HUMAN08975, HUMAN08976	DANRE05821
OG0003391	HUMAN08975, HUMAN08976	DANRE05821
OG0003391	HUMAN08975, HUMAN08976	AMPFI_18758, AMPFI_21784
OG0003391	HUMAN08975, HUMAN08976	SCHMD15661, SCHMD24921, SCHMD27033
OG0003391	HUMAN08975, HUMAN08976	NEMVE05209
OG0003392	HUMAN13559	APOSJ_30179
OG0003432	HUMAN13670	ORYLA09229
OG0003432	HUMAN13670	STRPU_24262, STRPU_01043
OG0003432	HUMAN13670	APOSC_28050
OG0003432	HUMAN13670	APOSJ_34876, APOSJ_34872
OG0003432	HUMAN13670	AMPFI_09970
OG0003432	HUMAN13670	SACKO_21364
OG0003432	HUMAN13670	AENJA_02656
OG0003447	HUMAN26881	AMPFI_22475
OG0003447	HUMAN26881	APOSJ_05681
OG0003448	HUMAN15205	APOSC_13687
OG0003463	HUMAN02584	APOSC_18574
OG0003508	HUMAN20681	AMPFI_00704
OG0003511	HUMAN23502	AMPFI_18153
OG0003523	HUMAN21873	TCONS_00051275.p1
OG0003523	HUMAN21873	NEMVE07334
OG0003523	HUMAN21873	AMPFI_07760
OG0003523	HUMAN21873	APOSJ_38644, APOSJ_62815
OG0003523	HUMAN21873	STRPU_11145
OG0003523	HUMAN21873	AENJA_17997
OG0003523	HUMAN21873	LYTVA_11260
OG0003523	HUMAN21873	APOSC_24945
OG0003523	HUMAN21873	SCHMD11219
OG0003533	HUMAN21080, HUMAN21079	AMPFI_02269
OG0003546	HUMAN29089, HUMAN02169	BRALA35137
OG0003546	HUMAN29089, HUMAN02169	STRPU_19646
OG0003556	HUMAN19312	APOSJ_04978
OG0003557	HUMAN27748	LYTVA_20994
OG0003601	HUMAN26533, HUMAN26534	SACKO_22950, SACKO_22963
OG0003634	HUMAN00128	DROME03378
OG0003634	HUMAN00128	SCHMD19789, SCHMD25941
OG0003634	HUMAN00128	AMPFI_00355, AMPFI_24717
OG0003669	HUMAN29028	APOSJ_43894
OG0003689	HUMAN12564	DANRE13806
OG0003697	HUMAN13631	STRPU_00014
OG0003697	HUMAN13631	HELIO_12072
OG0003734	HUMAN29356	AMPFI_18672
OG0003734	HUMAN29356	HELIO_06093
OG0003734	HUMAN29356	STRPU_00129
OG0003734	HUMAN29356	LYTVA_23146
OG0003734	HUMAN29356	APOSC_13258, APOSC_04893
OG0003734	HUMAN29356	APOSJ_40237
OG0003734	HUMAN29356	CAEEL18003
OG0003740	HUMAN04216, HUMAN04217	APOSC_08481
OG0003806	HUMAN10280	APOSC_27759
OG0003808	HUMAN00688, HUMAN00686	APOSJ_56883
OG0003826	HUMAN11781	BRALA34514, BRALA34863
OG0003831	HUMAN22335	APOSC_18338
OG0003846	HUMAN17115, HUMAN27512, HUMAN17116	LYTVA_08542
OG0003857	HUMAN10555	LYTVA_25367
OG0003910	HUMAN00726	DROME10387
OG0003910	HUMAN00726	SCHMD16210, SCHMD14670
OG0003910	HUMAN00726	CAEEL08553
OG0003910	HUMAN00726	BRALA23005
OG0003923	HUMAN18230	AMPFI_23190
OG0003944	HUMAN21868	APOSC_03774, APOSC_25388, APOSC_28777
OG0004011	HUMAN03321, HUMAN27684	TCONS_00030947.p1
OG0004027	HUMAN06638, HUMAN12722	APOSJ_49299
OG0004120	HUMAN03333	APOSJ_24987
OG0004122	HUMAN29461, HUMAN29462	APOSC_10900
OG0004123	HUMAN05601	OFUSG21171.1.p1, OFUSG21171.2.p1
OG0004123	HUMAN05601	AENJA_19882
OG0004123	HUMAN05601	LYTVA_16672
OG0004123	HUMAN05601	HELIO_10333
OG0004123	HUMAN05601	STRPU_24495
OG0004123	HUMAN05601	TCONS_00016895.p1
OG0004123	HUMAN05601	SACKO_05474
OG0004123	HUMAN05601	BRALA14695
OG0004123	HUMAN05601	AMPFI_13800
OG0004123	HUMAN05601	APOSC_21790
OG0004123	HUMAN05601	APOSJ_14094
OG0004123	HUMAN05601	NEMVE17411
OG0004126	HUMAN05543, HUMAN19543	AMPFI_19897
OG0004136	HUMAN02427	AMPFI_23022
OG0004143	HUMAN28620, HUMAN09650	AMPFI_12398
OG0004164	HUMAN23813	BRALA03977
OG0004180	HUMAN27279	LYTVA_15146
OG0004220	HUMAN28630	APOSJ_55154, APOSJ_50842
OG0004220	HUMAN28630	AENJA_10199
OG0004223	HUMAN05025	LYTVA_15378
OG0004229	HUMAN03153	LYTVA_26921
OG0004269	HUMAN03614	LYTVA_28413
OG0004269	HUMAN03614	HELIO_06762
OG0004269	HUMAN03614	STRPU_09466
OG0004269	HUMAN03614	OFUSG06518.1.p1
OG0004269	HUMAN03614	LYTVA_07560
OG0004269	HUMAN03614	LYTVA_07560
OG0004269	HUMAN03614	NEMVE11660
OG0004269	HUMAN03614	SCHMD06048
OG0004269	HUMAN03614	APOSJ_26849
OG0004269	HUMAN03614	APOSC_26344
OG0004269	HUMAN03614	AMPFI_02131
OG0004269	HUMAN03614	SACKO_02690, SACKO_17980
OG0004269	HUMAN03614	STRPU_09465
OG0004269	HUMAN03614	STRPU_09465
OG0004269	HUMAN03614	DROME16782
OG0004269	HUMAN03614	CAEEL07842
OG0004279	HUMAN28927	AENJA_07838, AENJA_17816
OG0004338	HUMAN05208	APOSC_27265
OG0004358	HUMAN20550, HUMAN20551	AMPFI_25051
OG0004358	HUMAN20549	AMPFI_19007
OG0004358	HUMAN20549	AENJA_18673
OG0004404	HUMAN09714	APOSC_15852
OG0004485	HUMAN05735	bflo_08085
OG0004485	HUMAN05735	BRALA24714
OG0004485	HUMAN05735	SACKO_32612
OG0004485	HUMAN05735	TCONS_00040141.p1, TCONS_00041128.p1, TCONS_00041129.p1, TCONS_00041130.p1, TCONS_00040140.p1
OG0004485	HUMAN05735	DANRE13311
OG0004485	HUMAN05735	DANRE13311
OG0004485	HUMAN05735	AENJA_02522
OG0004487	HUMAN22433	APOSC_13922
OG0004516	HUMAN13122	bflo_04748
OG0004520	HUMAN22045	APOSC_25046
OG0004539	HUMAN16954, HUMAN08753, HUMAN08752	APOSC_15371
OG0004546	HUMAN24897	APOSC_02200
OG0004559	HUMAN13596, HUMAN13595	MOUSE06489, MOUSE06490
OG0004559	HUMAN13596, HUMAN13595	MOUSE06489, MOUSE06490
OG0004559	HUMAN13596, HUMAN13595	OFUSG09948.1.p1
OG0004559	HUMAN13596, HUMAN13595	AENJA_11902
OG0004559	HUMAN13596, HUMAN13595	STRPU_01434, STRPU_08736
OG0004559	HUMAN13596, HUMAN13595	HELIO_05624
OG0004559	HUMAN13596, HUMAN13595	AMPFI_05855
OG0004559	HUMAN13596, HUMAN13595	SACKO_28715
OG0004559	HUMAN13596, HUMAN13595	TCONS_00014585.p1
OG0004559	HUMAN13596, HUMAN13595	bflo_23454
OG0004559	HUMAN13596, HUMAN13595	BRALA23018
OG0004559	HUMAN13596, HUMAN13595	SCHMD09022
OG0004564	HUMAN02718	AENJA_12531
OG0004573	HUMAN12408	BRALA32832
OG0004594	HUMAN04675, HUMAN04676	APOSJ_48750
OG0004605	HUMAN10306	AMPFI_01215, AMPFI_03310
OG0004609	HUMAN12279, HUMAN12280	APOSC_14861
OG0004620	HUMAN11643	SACKO_19040
OG0004620	HUMAN11643	TCONS_00008640.p1
OG0004620	HUMAN11643	bflo_13567
OG0004620	HUMAN11643	AMPFI_00400
OG0004637	HUMAN11592	AENJA_19514
OG0004637	HUMAN11592	STRPU_25859
OG0004637	HUMAN11592	HELIO_04732
OG0004637	HUMAN11592	LYTVA_29249
OG0004637	HUMAN11592	STRPU_25858
OG0004637	HUMAN11592	AMPFI_14539
OG0004637	HUMAN11592	STRPU_25858
OG0004637	HUMAN11592	APOSJ_02620, APOSJ_02619
OG0004637	HUMAN11592	APOSC_26091, APOSC_06042
OG0004637	HUMAN11592	BRALA28098
OG0004648	HUMAN14405, HUMAN14403	APOSC_19767
OG0004659	HUMAN02326	AMPFI_24972
OG0004667	HUMAN21347, HUMAN21348	LYTVA_10383, LYTVA_06246
OG0004728	HUMAN11622	DANRE39344
OG0004728	HUMAN11622	DANRE39344
OG0004728	HUMAN11622	BRALA19112
OG0004728	HUMAN11622	bflo_13486
OG0004728	HUMAN11622	APOSJ_07236
OG0004728	HUMAN11622	TCONS_00020679.p1
OG0004728	HUMAN11622	SACKO_04940
OG0004728	HUMAN11622	AMPFI_04640
OG0004728	HUMAN11622	AENJA_00010
OG0004728	HUMAN11622	STRPU_25586
OG0004728	HUMAN11622	OFUSG19340.1.p1
OG0004728	HUMAN11622	LYTVA_03716
OG0004728	HUMAN11622	APOSC_10742
OG0004748	HUMAN05638	AENJA_02211
OG0004754	HUMAN10396	LYTVA_09941
OG0004769	HUMAN01235	APOSC_17401
OG0004795	HUMAN07355	BRALA35226, BRALA35282
OG0004795	HUMAN07355	ASTMX05972
OG0004836	HUMAN26406	DANRE07543
OG0004836	HUMAN26406	DANRE07543
OG0004836	HUMAN26406	MOUSE38155
OG0004836	HUMAN26406	BRALA34047
OG0004836	HUMAN26406	MOUSE38155
OG0004836	HUMAN26406	OFUSG21246.1.p1
OG0004845	HUMAN05755, HUMAN05756	CAEEL00830
OG0004845	HUMAN05756	HELIO_10157
OG0004845	HUMAN05756	NEMVE20247
OG0004845	HUMAN05756	DROME01007
OG0004849	HUMAN20143, HUMAN20137	SACKO_34056
OG0004849	HUMAN20143, HUMAN20137	TCONS_00045335.p1
OG0004849	HUMAN20143, HUMAN20137	bflo_17431
OG0004849	HUMAN20143, HUMAN20137	BRALA34656, BRALA23873
OG0004849	HUMAN20143, HUMAN20137	AENJA_11321
OG0004854	HUMAN17423, HUMAN17424	APOSC_24117
OG0004887	HUMAN00786	AENJA_14679
OG0004887	HUMAN00786	OFUSG12649.1.p1, OFUSG12649.2.p1
OG0004887	HUMAN00786	TCONS_00046849.p1
OG0004887	HUMAN00786	SACKO_01697
OG0004887	HUMAN00786	APOSC_23448
OG0004887	HUMAN00786	APOSJ_38011, APOSJ_38012, APOSJ_38010, APOSJ_38013
OG0004887	HUMAN00786	LYTVA_23110
OG0004887	HUMAN00786	AMPFI_11151
OG0004896	HUMAN29483	AMPFI_15316
OG0004898	HUMAN05713	AENJA_15712
OG0004922	HUMAN01865	AENJA_18036
OG0004924	HUMAN23140	HELIO_01952
OG0004924	HUMAN23140	LYTVA_15379
OG0004924	HUMAN23140	STRPU_24409
OG0004924	HUMAN23140	APOSC_26407
OG0004924	HUMAN23140	APOSJ_39347, APOSJ_39346
OG0004924	HUMAN23140	AMPFI_05959
OG0004924	HUMAN23140	SCHMD01005
OG0004928	HUMAN12519	CAPO304691
OG0004928	HUMAN12519	SACKO_30858
OG0004928	HUMAN12519	TCONS_00017771.p1
OG0004928	HUMAN12519	ASTMX10205
OG0004928	HUMAN12519	ASTMX10205
OG0004928	HUMAN12519	APOSJ_01718
OG0004945	HUMAN01119, HUMAN01121, HUMAN01122	AENJA_22088
OG0004949	HUMAN16549	LYTVA_17623
OG0004971	HUMAN16945	AMPFI_03928
OG0004971	HUMAN16945	LYTVA_21887
OG0004981	HUMAN20596	APOSC_14915
OG0004991	HUMAN20960	APOSC_17350
OG0005073	HUMAN24275	AMPFI_05809
OG0005116	HUMAN22044	APOSJ_32781, APOSJ_43383, APOSJ_32775, APOSJ_43377, APOSJ_38856, APOSJ_38858, APOSJ_26538, APOSJ_56095, APOSJ_32777, APOSJ_56065
OG0005139	HUMAN01482	HELIO_08484
OG0005155	HUMAN07772	STRPU_06007
OG0005171	HUMAN02474	LYTVA_04687, LYTVA_13351, LYTVA_04233
OG0005187	HUMAN20363	AMPFI_09348, AMPFI_03439
OG0005206	HUMAN15090	SACKO_07503
OG0005206	HUMAN15090	TCONS_00028440.p1
OG0005206	HUMAN15090	AENJA_16375
OG0005237	HUMAN04959	SCHMD13955
OG0005299	HUMAN11407	AMPFI_20586
OG0005302	HUMAN09867, HUMAN27402, HUMAN14272	AMPFI_03808, AMPFI_18711
OG0005321	HUMAN17015	SACKO_31374
OG0005370	HUMAN19300	APOSC_19517
OG0005433	HUMAN13901	BRALA32085
OG0005459	HUMAN06916	bflo_12126
OG0005459	HUMAN06916	STRPU_23360
OG0005479	HUMAN11180	OFUSG08880.1.p1
OG0005479	HUMAN11180	NEMVE14532
OG0005479	HUMAN11180	SACKO_04943
OG0005479	HUMAN11180	TCONS_00008945.p1
OG0005479	HUMAN11180	APOSJ_26951, APOSJ_14713
OG0005479	HUMAN11180	APOSC_15360
OG0005479	HUMAN11180	LYTVA_13568, LYTVA_05870
OG0005479	HUMAN11180	STRPU_26167
OG0005479	HUMAN11180	AENJA_10855
OG0005479	HUMAN11180	HELIO_12634
OG0005479	HUMAN11180	AMPFI_07297
OG0005499	HUMAN18664	APOSC_20319
OG0005565	HUMAN12663	STRPU_24998
OG0005565	HUMAN12663	HELIO_05680
OG0005565	HUMAN12663	LYTVA_08563
OG0005565	HUMAN12663	APOSJ_07560, APOSJ_07559, APOSJ_07561
OG0005565	HUMAN12663	APOSC_14885
OG0005565	HUMAN12663	AENJA_19800
OG0005565	HUMAN12663	AMPFI_06482
OG0005565	HUMAN12663	ORYLA16458
OG0005565	HUMAN12663	SCHMD16708, SCHMD23869
OG0005565	HUMAN12663	DROME07683, DROME07684
OG0005600	HUMAN29943	AMPFI_21973
OG0005738	HUMAN21605	SACKO_00441
OG0005738	HUMAN21605	TCONS_00020840.p1
OG0005738	HUMAN21605	AENJA_04092
OG0005738	HUMAN21605	AMPFI_15740
OG0005738	HUMAN21605	APOSJ_00843, APOSJ_00842
OG0005738	HUMAN21605	APOSC_15849
OG0005738	HUMAN21605	HELIO_10585
OG0005738	HUMAN21605	STRPU_06615
OG0005738	HUMAN21605	LYTVA_12852, LYTVA_02893
OG0005738	HUMAN21605	NEMVE22405
OG0005738	HUMAN21605	OFUSG06832.1.p1
OG0005738	HUMAN21605	BRALA29956
OG0005738	HUMAN21605	bflo_22321
OG0005738	HUMAN21605	ORYLA06339
OG0005738	HUMAN21605	DANRE26761
OG0005738	HUMAN21605	ASTMX10341
OG0005763	HUMAN23715	OFUSG20141.1.p1
OG0005763	HUMAN23715	SACKO_08702
OG0005763	HUMAN23715	TCONS_00029146.p1
OG0005763	HUMAN23715	LYTVA_18127
OG0005763	HUMAN23715	STRPU_27025
OG0005763	HUMAN23715	HELIO_09742
OG0005763	HUMAN23715	APOSC_02764
OG0005763	HUMAN23715	APOSJ_60017, APOSJ_60016, APOSJ_58082, APOSJ_60020, APOSJ_58083, APOSJ_60015, APOSJ_60018, APOSJ_60021
OG0005763	HUMAN23715	AENJA_06347
OG0005763	HUMAN23715	AMPFI_06899
OG0005763	HUMAN23715	SCHMD07552
OG0005791	HUMAN22458	OFUSG03900.1.p1, OFUSG07148.1.p1
OG0005853	HUMAN08638	LYTVA_13543
OG0005899	HUMAN15102	TCONS_00016079.p1
OG0005899	HUMAN15102	OFUSG07835.1.p1
OG0005899	HUMAN15102	bflo_15965
OG0005899	HUMAN15102	BRALA10069
OG0005899	HUMAN15102	NEMVE06363, NEMVE06372, NEMVE16370
OG0005899	HUMAN15102	SCHMD12880
OG0005899	HUMAN15102	SACKO_00286
OG0005953	HUMAN23467, HUMAN23461	DROME11680
OG0005953	HUMAN23467, HUMAN23461	BRALA18225
OG0005953	HUMAN23467, HUMAN23461	bflo_05405, bflo_05438
OG0005953	HUMAN23467, HUMAN23461	CAEEL01826
OG0006000	HUMAN02530	APOSJ_59193
OG0006087	HUMAN09228, HUMAN09229	APOSC_27471
OG0006120	HUMAN17280	STRPU_00038
OG0006123	HUMAN17179	AMPFI_21221, AMPFI_22425
OG0006126	HUMAN14606	AENJA_05396
OG0006126	HUMAN14606	HELIO_10074
OG0006126	HUMAN14606	LYTVA_23370
OG0006126	HUMAN14606	STRPU_19506
OG0006126	HUMAN14606	APOSC_20086
OG0006126	HUMAN14606	APOSJ_13664, APOSJ_02252
OG0006193	HUMAN14368	AMPFI_14632
OG0006217	HUMAN22494	APOSC_27262
OG0006231	HUMAN27851	APOSC_21160
OG0006304	HUMAN08878	TCONS_00009784.p1
OG0006304	HUMAN08878	SACKO_03519
OG0006304	HUMAN08878	AMPFI_12955
OG0006304	HUMAN08878	HELIO_02086
OG0006304	HUMAN08878	STRPU_21283
OG0006304	HUMAN08878	LYTVA_01111
OG0006304	HUMAN08878	APOSC_04870, APOSC_04871
OG0006304	HUMAN08878	APOSJ_47869, APOSJ_47872
OG0006304	HUMAN08878	AENJA_22197, AENJA_21343
OG0006391	HUMAN05598	AMPFI_11392
OG0006468	HUMAN28005	AENJA_01370
OG0006491	HUMAN13791, HUMAN13790	APOSC_25623
OG0006496	HUMAN02168	OFUSG25735.1.p1
OG0006496	HUMAN02168	AMPFI_10689
OG0006496	HUMAN02168	STRPU_19486
OG0006496	HUMAN02168	HELIO_00474
OG0006496	HUMAN02168	LYTVA_17185
OG0006496	HUMAN02168	APOSC_20816
OG0006496	HUMAN02168	APOSJ_25711
OG0006496	HUMAN02168	AENJA_03702
OG0006496	HUMAN02168	NEMVE00019
OG0006496	HUMAN02168	TCONS_00016568.p1
OG0006496	HUMAN02168	bflo_17077
OG0006496	HUMAN02168	BRALA20624
OG0006496	HUMAN02168	SACKO_27963
OG0006496	HUMAN02168	ASTMX13132
OG0006496	HUMAN02168	MOUSE23970
OG0006496	HUMAN02168	CAEEL08493
OG0006496	HUMAN02168	MOUSE23970
OG0006511	HUMAN18611, HUMAN09163	APOSC_10649
OG0006512	HUMAN20060	NEMVE22978
OG0006512	HUMAN20060	SACKO_22144
OG0006512	HUMAN20060	TCONS_00011733.p1
OG0006512	HUMAN20060	APOSC_27881
OG0006512	HUMAN20060	APOSJ_43557
OG0006512	HUMAN20060	AMPFI_15002
OG0006512	HUMAN20060	LYTVA_30128
OG0006512	HUMAN20060	STRPU_21460
